"BirdieorBetterPercentageLeftRough_RANKTHISWEEK_2011","BirdieorBetterPercentageLeftRough_RANKLASTWEEK_2011","BirdieorBetterPercentageLeftRough_PLAYERNAME_2011","BirdieorBetterPercentageLeftRough_ROUNDS_2011","BirdieorBetterPercentageLeftRough_Pct_2011","BirdieorBetterPercentageLeftRough_TOTALBIRDIES_2011","BirdieorBetterPercentageLeftRough_TOTALHOLES_2011","stat_name","year"
82,82,"Heath Slocum",89,14.02,15,107,"BirdieorBetterPercentageLeftRough",2011
83,83,"Derek Lamely",65,14,21,150,"BirdieorBetterPercentageLeftRough",2011
84,84,"Tim Herron",85,13.89,20,144,"BirdieorBetterPercentageLeftRough",2011
85,85,"Stuart Appleby",65,13.82,17,123,"BirdieorBetterPercentageLeftRough",2011
86,86,"George McNeill",69,13.79,12,87,"BirdieorBetterPercentageLeftRough",2011
87,87,"Robert Allenby",84,13.71,17,124,"BirdieorBetterPercentageLeftRough",2011
88,88,"Ryuji Imada",83,13.61,20,147,"BirdieorBetterPercentageLeftRough",2011
89,89,"Scott McCarron",65,13.59,14,103,"BirdieorBetterPercentageLeftRough",2011
90,90,"Carl Pettersson",95,13.58,22,162,"BirdieorBetterPercentageLeftRough",2011
91,91,"Brendan Steele",89,13.51,15,111,"BirdieorBetterPercentageLeftRough",2011
92,92,"Arjun Atwal",91,13.5,27,200,"BirdieorBetterPercentageLeftRough",2011
93,93,"Graeme McDowell",50,13.46,7,52,"BirdieorBetterPercentageLeftRough",2011
93,93,"Scott Stallings",84,13.46,14,104,"BirdieorBetterPercentageLeftRough",2011
95,95,"Harrison Frazar",58,13.4,13,97,"BirdieorBetterPercentageLeftRough",2011
95,95,"Bio Kim",71,13.4,13,97,"BirdieorBetterPercentageLeftRough",2011
97,97,"Sean OHair",71,13.39,15,112,"BirdieorBetterPercentageLeftRough",2011
98,98,"Geoff Ogilvy",69,13.33,12,90,"BirdieorBetterPercentageLeftRough",2011
98,98,"John Senden",94,13.33,18,135,"BirdieorBetterPercentageLeftRough",2011
98,98,"Michael Thompson",79,13.33,14,105,"BirdieorBetterPercentageLeftRough",2011
101,101,"Brendon de Jonge",105,13.16,20,152,"BirdieorBetterPercentageLeftRough",2011
102,102,"Bill Haas",93,13.1,19,145,"BirdieorBetterPercentageLeftRough",2011
102,102,"Kevin Streelman",90,13.1,11,84,"BirdieorBetterPercentageLeftRough",2011
104,104,"DJ Brigman",67,12.96,14,108,"BirdieorBetterPercentageLeftRough",2011
105,105,"Matt Jones",71,12.93,15,116,"BirdieorBetterPercentageLeftRough",2011
106,106,"Jason Day",76,12.9,16,124,"BirdieorBetterPercentageLeftRough",2011
107,107,"Will Strickler",51,12.86,9,70,"BirdieorBetterPercentageLeftRough",2011
108,108,"Blake Adams",116,12.82,15,117,"BirdieorBetterPercentageLeftRough",2011
108,108,"Anthony Kim",72,12.82,20,156,"BirdieorBetterPercentageLeftRough",2011
110,110,"Chris Stroud",88,12.8,16,125,"BirdieorBetterPercentageLeftRough",2011
111,111,"Nate Smith",66,12.79,11,86,"BirdieorBetterPercentageLeftRough",2011
112,112,"Freddie Jacobson",92,12.71,15,118,"BirdieorBetterPercentageLeftRough",2011
113,113,"Zach Johnson",79,12.64,11,87,"BirdieorBetterPercentageLeftRough",2011
113,113,"Boo Weekley",66,12.64,11,87,"BirdieorBetterPercentageLeftRough",2011
115,115,"Rod Pampling",72,12.63,12,95,"BirdieorBetterPercentageLeftRough",2011
116,116,"JJ Henry",96,12.61,14,111,"BirdieorBetterPercentageLeftRough",2011
117,117,"Sung Kang",63,12.5,11,88,"BirdieorBetterPercentageLeftRough",2011
117,117,"Bryce Molder",82,12.5,9,72,"BirdieorBetterPercentageLeftRough",2011
119,119,"Jason Dufner",78,12.36,11,89,"BirdieorBetterPercentageLeftRough",2011
119,119,"David Mathis",83,12.36,11,89,"BirdieorBetterPercentageLeftRough",2011
121,121,"Garrett Willis",71,12.3,15,122,"BirdieorBetterPercentageLeftRough",2011
122,122,"Webb Simpson",98,12.26,19,155,"BirdieorBetterPercentageLeftRough",2011
123,123,"Stewart Cink",72,12.24,12,98,"BirdieorBetterPercentageLeftRough",2011
124,124,"Paul Goydos",81,12.17,14,115,"BirdieorBetterPercentageLeftRough",2011
125,125,"Steve Flesch",88,12.14,17,140,"BirdieorBetterPercentageLeftRough",2011
126,126,"Chris DiMarco",93,11.97,14,117,"BirdieorBetterPercentageLeftRough",2011
127,127,"Briny Baird",60,11.94,8,67,"BirdieorBetterPercentageLeftRough",2011
127,127,"Aron Price",58,11.94,8,67,"BirdieorBetterPercentageLeftRough",2011
129,129,"Shaun Micheel",77,11.9,15,126,"BirdieorBetterPercentageLeftRough",2011
130,130,"Bill Lunde",92,11.86,14,118,"BirdieorBetterPercentageLeftRough",2011
131,131,"Troy Merritt",63,11.83,11,93,"BirdieorBetterPercentageLeftRough",2011
132,132,"Greg Chalmers",88,11.76,12,102,"BirdieorBetterPercentageLeftRough",2011
132,132,"Nathan Green",81,11.76,16,136,"BirdieorBetterPercentageLeftRough",2011
134,134,"Gary Woodland",93,11.69,18,154,"BirdieorBetterPercentageLeftRough",2011
135,135,"Keegan Bradley",91,11.64,17,146,"BirdieorBetterPercentageLeftRough",2011
136,136,"Joe Durant",71,11.59,8,69,"BirdieorBetterPercentageLeftRough",2011
137,137,"Kris Blanks",92,11.5,13,113,"BirdieorBetterPercentageLeftRough",2011
138,138,"Alexandre Rocha",65,11.49,10,87,"BirdieorBetterPercentageLeftRough",2011
139,139,"Richard Johnson",64,11.4,13,114,"BirdieorBetterPercentageLeftRough",2011
140,140,"Jarrod Lyle",83,11.38,14,123,"BirdieorBetterPercentageLeftRough",2011
141,141,"Jason Bohn",74,11.3,13,115,"BirdieorBetterPercentageLeftRough",2011
142,142,"Rocco Mediate",53,11.11,8,72,"BirdieorBetterPercentageLeftRough",2011
143,143,"Michael Putnam",67,10.92,13,119,"BirdieorBetterPercentageLeftRough",2011
144,144,"Charlie Wi",83,10.91,12,110,"BirdieorBetterPercentageLeftRough",2011
145,145,"David Duval",67,10.85,14,129,"BirdieorBetterPercentageLeftRough",2011
146,146,"Jerry Kelly",85,10.84,9,83,"BirdieorBetterPercentageLeftRough",2011
147,147,"Vaughn Taylor",89,10.83,17,157,"BirdieorBetterPercentageLeftRough",2011
148,148,"Colt Knost",80,10.78,11,102,"BirdieorBetterPercentageLeftRough",2011
149,149,"Charl Schwartzel",58,10.77,7,65,"BirdieorBetterPercentageLeftRough",2011
150,150,"DA Points",89,10.66,13,122,"BirdieorBetterPercentageLeftRough",2011
151,151,"Kent Jones",76,10.64,10,94,"BirdieorBetterPercentageLeftRough",2011
152,152,"Kevin Chappell",78,10.53,10,95,"BirdieorBetterPercentageLeftRough",2011
153,153,"Jimmy Walker",79,10.46,16,153,"BirdieorBetterPercentageLeftRough",2011
154,154,"Bobby Gates",82,10.43,12,115,"BirdieorBetterPercentageLeftRough",2011
154,154,"Jeff Overton",92,10.43,12,115,"BirdieorBetterPercentageLeftRough",2011
156,156,"Billy Horschel",75,10.38,11,106,"BirdieorBetterPercentageLeftRough",2011
156,156,"Dean Wilson",62,10.38,11,106,"BirdieorBetterPercentageLeftRough",2011
158,158,"Ernie Els",71,10.31,10,97,"BirdieorBetterPercentageLeftRough",2011
159,159,"Tim Petrovic",88,10.17,12,118,"BirdieorBetterPercentageLeftRough",2011
160,160,"Chez Reavie",92,9.92,12,121,"BirdieorBetterPercentageLeftRough",2011
161,161,"Justin Hicks",60,9.72,7,72,"BirdieorBetterPercentageLeftRough",2011
162,162,"Spencer Levin",113,9.68,18,186,"BirdieorBetterPercentageLeftRough",2011
163,163,"Kevin Stadler",88,9.59,14,146,"BirdieorBetterPercentageLeftRough",2011
164,164,"Daniel Summerhays",75,9.57,9,94,"BirdieorBetterPercentageLeftRough",2011
165,165,"Mark Wilson",89,9.47,9,95,"BirdieorBetterPercentageLeftRough",2011
166,166,"Luke Donald",73,9.41,8,85,"BirdieorBetterPercentageLeftRough",2011
167,167,"Chad Campbell",99,9.32,11,118,"BirdieorBetterPercentageLeftRough",2011
168,168,"Billy Mayfair",94,9.24,11,119,"BirdieorBetterPercentageLeftRough",2011
169,169,"KJ Choi",77,9.18,9,98,"BirdieorBetterPercentageLeftRough",2011
170,170,"Brandt Jobe",100,9.01,10,111,"BirdieorBetterPercentageLeftRough",2011
171,171,"Jim Furyk",87,8.51,8,94,"BirdieorBetterPercentageLeftRough",2011
172,172,"Tom Gillis",55,8.33,8,96,"BirdieorBetterPercentageLeftRough",2011
173,173,"Nick OHern",89,7.95,7,88,"BirdieorBetterPercentageLeftRough",2011
174,174,"Justin Leonard",82,7.92,8,101,"BirdieorBetterPercentageLeftRough",2011
175,175,"David Hearn",88,7.77,8,103,"BirdieorBetterPercentageLeftRough",2011
176,176,"Johnson Wagner",81,7.76,9,116,"BirdieorBetterPercentageLeftRough",2011
177,177,"Josh Teater",104,7.58,10,132,"BirdieorBetterPercentageLeftRough",2011
178,178,"Robert Karlsson",61,7.53,7,93,"BirdieorBetterPercentageLeftRough",2011
179,179,"Michael Connell",76,7.46,10,134,"BirdieorBetterPercentageLeftRough",2011
180,180,"Chris Riley",76,6.52,6,92,"BirdieorBetterPercentageLeftRough",2011
181,181,"Scott Gutschewski",67,6.36,7,110,"BirdieorBetterPercentageLeftRough",2011
182,182,"Alex Prugh",82,6.29,9,143,"BirdieorBetterPercentageLeftRough",2011
183,183,"Ben Martin",74,6.12,6,98,"BirdieorBetterPercentageLeftRough",2011
184,184,"John Merrick",71,5.88,4,68,"BirdieorBetterPercentageLeftRough",2011
185,185,"Martin Piller",63,5.77,6,104,"BirdieorBetterPercentageLeftRough",2011
186,186,"Jim Renner",65,5.56,5,90,"BirdieorBetterPercentageLeftRough",2011
