"BirdieorBetterPercentage_RANKTHISWEEK_2008","BirdieorBetterPercentage_RANKLASTWEEK_2008","BirdieorBetterPercentage_PLAYERNAME_2008","BirdieorBetterPercentage_ROUNDS_2008","BirdieorBetterPercentage_Pct_2008","BirdieorBetterPercentage_TOTALBIRDIES_2008","BirdieorBetterPercentage_TOTALHOLES_2008","BirdieorBetterPercentage_GIRRANK_2008","stat_name","year"
73,73,"Daniel Chopra",84,19.54,292,1494,189,"BirdieorBetterPercentage",2008
74,74,"Sergio Garcia",72,19.52,246,1260,37,"BirdieorBetterPercentage",2008
75,75,"Troy Matteson",94,19.5,330,1692,32,"BirdieorBetterPercentage",2008
76,76,"Tommy Armour III",77,19.48,270,1386,56,"BirdieorBetterPercentage",2008
76,76,"Ryan Armour",87,19.48,305,1566,78,"BirdieorBetterPercentage",2008
78,78,"Steve Flesch",95,19.47,333,1710,109,"BirdieorBetterPercentage",2008
79,79,"Ryan Moore",72,19.44,252,1296,173,"BirdieorBetterPercentage",2008
80,80,"Woody Austin",109,19.42,367,1890,18,"BirdieorBetterPercentage",2008
81,81,"Mathias Gronberg",87,19.41,304,1566,154,"BirdieorBetterPercentage",2008
82,82,"Dean Wilson",109,19.37,380,1962,77,"BirdieorBetterPercentage",2008
83,83,"Kent Jones",68,19.36,237,1224,6,"BirdieorBetterPercentage",2008
83,83,"Charlie Wi",97,19.36,338,1746,59,"BirdieorBetterPercentage",2008
85,85,"Lee Janzen",89,19.35,310,1602,114,"BirdieorBetterPercentage",2008
85,85,"Mike Weir",88,19.35,303,1566,109,"BirdieorBetterPercentage",2008
87,87,"Gavin Coles",54,19.34,188,972,35,"BirdieorBetterPercentage",2008
88,88,"Tim Herron",97,19.3,337,1746,163,"BirdieorBetterPercentage",2008
89,89,"David Toms",70,19.28,236,1224,90,"BirdieorBetterPercentage",2008
90,90,"Stuart Appleby",87,19.25,291,1512,168,"BirdieorBetterPercentage",2008
91,91,"John Mallinger",95,19.24,329,1710,185,"BirdieorBetterPercentage",2008
92,92,"Lucas Glover",91,19.23,315,1638,86,"BirdieorBetterPercentage",2008
93,93,"Eric Axley",113,19.22,391,2034,180,"BirdieorBetterPercentage",2008
93,93,"Jeff Quinney",87,19.22,301,1566,172,"BirdieorBetterPercentage",2008
95,95,"Joe Durant",92,19.2,318,1656,1,"BirdieorBetterPercentage",2008
96,96,"Jeff Maggert",86,19.19,297,1548,61,"BirdieorBetterPercentage",2008
97,97,"Ryuji Imada",80,19.17,276,1440,176,"BirdieorBetterPercentage",2008
98,98,"Brad Adamonis",87,19.16,300,1566,68,"BirdieorBetterPercentage",2008
98,98,"Davis Love III",78,19.16,269,1404,106,"BirdieorBetterPercentage",2008
98,98,"John Merrick",98,19.16,338,1764,25,"BirdieorBetterPercentage",2008
101,101,"James Driscoll",85,19.15,293,1530,95,"BirdieorBetterPercentage",2008
102,102,"Paul Casey",55,19.12,179,936,74,"BirdieorBetterPercentage",2008
103,103,"Marco Dawson",64,19.1,220,1152,182,"BirdieorBetterPercentage",2008
104,104,"Rich Beem",90,19.07,309,1620,57,"BirdieorBetterPercentage",2008
105,105,"Zach Johnson",85,18.98,287,1512,28,"BirdieorBetterPercentage",2008
106,106,"Charles Howell III",101,18.91,337,1782,48,"BirdieorBetterPercentage",2008
106,106,"Andres Romero",69,18.91,228,1206,194,"BirdieorBetterPercentage",2008
108,108,"KJ Choi",74,18.89,238,1260,81,"BirdieorBetterPercentage",2008
108,108,"Rod Pampling",83,18.89,272,1440,131,"BirdieorBetterPercentage",2008
110,110,"Johnson Wagner",83,18.88,282,1494,174,"BirdieorBetterPercentage",2008
111,111,"Jim Furyk",95,18.85,319,1692,48,"BirdieorBetterPercentage",2008
112,112,"Peter Lonard",92,18.84,312,1656,100,"BirdieorBetterPercentage",2008
113,113,"Matt Jones",95,18.83,322,1710,164,"BirdieorBetterPercentage",2008
113,113,"Brett Rumford",72,18.83,244,1296,175,"BirdieorBetterPercentage",2008
115,115,"Harrison Frazar",73,18.8,247,1314,3,"BirdieorBetterPercentage",2008
116,116,"Parker McLachlin",88,18.75,297,1584,159,"BirdieorBetterPercentage",2008
116,116,"Tom Scherrer",56,18.75,189,1008,71,"BirdieorBetterPercentage",2008
118,118,"Freddie Jacobson",78,18.73,263,1404,171,"BirdieorBetterPercentage",2008
119,119,"John Riegger",73,18.72,246,1314,8,"BirdieorBetterPercentage",2008
120,120,"Charles Warren",79,18.71,266,1422,44,"BirdieorBetterPercentage",2008
121,121,"Alejandro Canizares",52,18.7,175,936,161,"BirdieorBetterPercentage",2008
122,122,"Greg Kraft",63,18.69,212,1134,191,"BirdieorBetterPercentage",2008
123,123,"Nick Flanagan",89,18.66,299,1602,123,"BirdieorBetterPercentage",2008
123,123,"John Senden",93,18.66,309,1656,10,"BirdieorBetterPercentage",2008
125,125,"Patrick Sheehan",124,18.64,416,2232,104,"BirdieorBetterPercentage",2008
126,126,"Angel Cabrera",55,18.63,171,918,156,"BirdieorBetterPercentage",2008
127,127,"Corey Pavin",69,18.6,231,1242,196,"BirdieorBetterPercentage",2008
128,128,"Briny Baird",113,18.58,378,2034,5,"BirdieorBetterPercentage",2008
129,129,"YE Yang",89,18.54,297,1602,67,"BirdieorBetterPercentage",2008
130,130,"Mark Calcavecchia",67,18.52,220,1188,114,"BirdieorBetterPercentage",2008
130,130,"Bob Estes",90,18.52,300,1620,11,"BirdieorBetterPercentage",2008
132,132,"Robert Gamez",79,18.5,263,1422,66,"BirdieorBetterPercentage",2008
133,133,"Todd Demsey",80,18.47,266,1440,87,"BirdieorBetterPercentage",2008
134,134,"Ernie Els",51,18.44,166,900,178,"BirdieorBetterPercentage",2008
134,134,"John Rollins",94,18.44,312,1692,136,"BirdieorBetterPercentage",2008
134,134,"Steve Stricker",75,18.44,239,1296,127,"BirdieorBetterPercentage",2008
137,137,"Tim Wilkinson",95,18.42,315,1710,85,"BirdieorBetterPercentage",2008
138,138,"Nick OHern",82,18.4,265,1440,116,"BirdieorBetterPercentage",2008
139,139,"Brandt Snedeker",85,18.39,278,1512,140,"BirdieorBetterPercentage",2008
140,140,"Jason Allred",63,18.34,208,1134,155,"BirdieorBetterPercentage",2008
141,141,"Kenneth Ferrie",72,18.29,237,1296,102,"BirdieorBetterPercentage",2008
142,142,"Brett Quigley",80,18.26,263,1440,112,"BirdieorBetterPercentage",2008
143,143,"Chris Stroud",81,18.24,266,1458,26,"BirdieorBetterPercentage",2008
144,144,"Glen Day",64,18.23,210,1152,117,"BirdieorBetterPercentage",2008
145,145,"Jimmy Walker",73,18.19,239,1314,147,"BirdieorBetterPercentage",2008
146,146,"Omar Uresti",74,18.17,242,1332,91,"BirdieorBetterPercentage",2008
147,147,"Chad Collins",72,18.13,235,1296,183,"BirdieorBetterPercentage",2008
148,148,"Cliff Kresge",84,18.12,274,1512,98,"BirdieorBetterPercentage",2008
149,149,"Chris DiMarco",87,18.07,283,1566,142,"BirdieorBetterPercentage",2008
150,150,"Scott Sterling",89,18.04,289,1602,22,"BirdieorBetterPercentage",2008
151,151,"Chez Reavie",102,17.97,330,1836,54,"BirdieorBetterPercentage",2008
152,152,"Jim McGovern",75,17.93,242,1350,83,"BirdieorBetterPercentage",2008
153,153,"Craig Kanada",65,17.86,209,1170,158,"BirdieorBetterPercentage",2008
153,153,"Chris Riley",51,17.86,164,918,169,"BirdieorBetterPercentage",2008
155,155,"Steve Lowery",74,17.79,237,1332,193,"BirdieorBetterPercentage",2008
156,156,"Billy Mayfair",103,17.75,329,1854,19,"BirdieorBetterPercentage",2008
157,157,"Matt Kuchar",88,17.74,281,1584,126,"BirdieorBetterPercentage",2008
157,157,"Will Ma Kenzie",62,17.74,198,1116,107,"BirdieorBetterPercentage",2008
159,159,"Ben Curtis",80,17.64,254,1440,137,"BirdieorBetterPercentage",2008
160,160,"Todd Hamilton",92,17.63,292,1656,150,"BirdieorBetterPercentage",2008
160,160,"Brandt Jobe",52,17.63,165,936,58,"BirdieorBetterPercentage",2008
162,162,"Alex Cejka",75,17.56,237,1350,146,"BirdieorBetterPercentage",2008
163,163,"Richard Johnson",77,17.53,243,1386,195,"BirdieorBetterPercentage",2008
164,164,"Heath Slocum",104,17.47,327,1872,50,"BirdieorBetterPercentage",2008
165,165,"Retief Goosen",59,17.43,182,1044,192,"BirdieorBetterPercentage",2008
166,166,"Brad Elder",67,17.33,209,1206,99,"BirdieorBetterPercentage",2008
167,167,"Justin Bolli",87,17.31,271,1566,44,"BirdieorBetterPercentage",2008
168,168,"Jerry Kelly",89,17.3,274,1584,140,"BirdieorBetterPercentage",2008
169,169,"Jon Mills",95,17.25,295,1710,74,"BirdieorBetterPercentage",2008
169,169,"Jay Williamson",96,17.25,298,1728,52,"BirdieorBetterPercentage",2008
171,171,"Rocco Mediate",87,17.18,269,1566,157,"BirdieorBetterPercentage",2008
172,172,"Paul Claxton",63,17.11,194,1134,97,"BirdieorBetterPercentage",2008
173,173,"Paul Goydos",78,17.09,240,1404,151,"BirdieorBetterPercentage",2008
174,174,"Sean OHair",81,17.08,249,1458,113,"BirdieorBetterPercentage",2008
175,175,"David Lutterus",59,16.95,180,1062,161,"BirdieorBetterPercentage",2008
176,176,"Bob Sowards",61,16.94,186,1098,139,"BirdieorBetterPercentage",2008
177,177,"Geoff Ogilvy",65,16.93,195,1152,169,"BirdieorBetterPercentage",2008
178,178,"Trevor Immelman",70,16.91,207,1224,148,"BirdieorBetterPercentage",2008
179,179,"JJ Henry",108,16.87,328,1944,9,"BirdieorBetterPercentage",2008
179,179,"Ron Whittaker",54,16.87,164,972,79,"BirdieorBetterPercentage",2008
181,181,"Doug LaBelle II",65,16.84,197,1170,108,"BirdieorBetterPercentage",2008
182,182,"Ted Purdy",68,16.75,205,1224,46,"BirdieorBetterPercentage",2008
182,182,"Kyle Thompson",70,16.75,211,1260,160,"BirdieorBetterPercentage",2008
184,184,"Jin Park",85,16.73,256,1530,153,"BirdieorBetterPercentage",2008
185,185,"Bart Bryant",81,16.67,243,1458,101,"BirdieorBetterPercentage",2008
185,185,"Cody Freeman",66,16.67,198,1188,179,"BirdieorBetterPercentage",2008
187,187,"Ian Poulter",51,16.55,146,882,190,"BirdieorBetterPercentage",2008
188,188,"Billy Andrade",71,16.43,210,1278,135,"BirdieorBetterPercentage",2008
189,189,"Tom Lehman",51,16.34,150,918,165,"BirdieorBetterPercentage",2008
190,190,"Jeff Gove",50,16.33,147,900,22,"BirdieorBetterPercentage",2008
191,191,"JP Hayes",67,16.25,196,1206,181,"BirdieorBetterPercentage",2008
193,193,"Travis Perkins",53,16.04,153,954,177,"BirdieorBetterPercentage",2008
194,194,"David Duval",51,15.9,146,918,197,"BirdieorBetterPercentage",2008
195,195,"Shigeki Maruyama",50,15.89,143,900,187,"BirdieorBetterPercentage",2008
196,196,"Olin Browne",77,15.08,209,1386,76,"BirdieorBetterPercentage",2008
197,197,"Stephen Leaney",53,14.99,143,954,166,"BirdieorBetterPercentage",2008
