"RightTendency_RANKTHISWEEK_2008","RightTendency_RANKLASTWEEK_2008","RightTendency_PLAYERNAME_2008","RightTendency_EVENTS_2008","RightTendency_Pct_2008","RightTendency_NUMBEROFTIMES_2008","RightTendency_ATTEMPTS_2008","RightTendency_AVGRTPSCORE_2008","stat_name","year"
88,88,"Marc Turnesa",29,52.4,33,63,0.61,"RightTendency",2008
89,89,"Bob Estes",28,52.6,51,97,0.59,"RightTendency",2008
89,89,"Jeff Quinney",28,52.6,30,57,1,"RightTendency",2008
91,91,"Jon Mills",32,52.7,48,91,2.08,"RightTendency",2008
91,91,"Tim Petrovic",32,52.7,58,110,1.72,"RightTendency",2008
93,93,"Aaron Baddeley",22,52.8,47,89,0.43,"RightTendency",2008
94,94,"Alex Cejka",25,52.9,9,17,1.11,"RightTendency",2008
95,95,"Will Ma Kenzie",21,53.1,26,49,2.69,"RightTendency",2008
96,96,"Stuart Appleby",23,53.3,65,122,0,"RightTendency",2008
96,96,"Jesper Parnevik",29,53.3,49,92,3.06,"RightTendency",2008
96,96,"Vijay Singh",23,53.3,57,107,1.93,"RightTendency",2008
96,96,"Ron Whittaker",22,53.3,16,30,2.5,"RightTendency",2008
100,100,"Robert Garrigus",29,53.9,55,102,3.09,"RightTendency",2008
100,100,"Jeff Overton",32,53.9,82,152,1.1,"RightTendency",2008
102,102,"Kevin Sutherland",26,54,67,124,1.19,"RightTendency",2008
103,103,"Gavin Coles",16,54.2,26,48,0.38,"RightTendency",2008
103,103,"Mathew Goggin",27,54.2,45,83,1.33,"RightTendency",2008
103,103,"John Riegger",24,54.2,58,107,0.34,"RightTendency",2008
106,106,"Mike Weir",26,54.3,63,116,1.27,"RightTendency",2008
107,107,"Ben Crane",25,54.4,49,90,1.02,"RightTendency",2008
107,107,"Kent Jones",23,54.4,43,79,1.4,"RightTendency",2008
107,107,"Adam Scott",15,54.4,43,79,2.33,"RightTendency",2008
110,110,"Bill Haas",31,54.5,54,99,-0.74,"RightTendency",2008
110,110,"Scott McCarron",22,54.5,36,66,1.11,"RightTendency",2008
112,112,"Justin Leonard",25,55.1,49,89,2.24,"RightTendency",2008
113,113,"Stephen Ames",24,55.2,64,116,0.47,"RightTendency",2008
114,114,"Brad Elder",23,55.4,41,74,0.73,"RightTendency",2008
114,114,"JP Hayes",26,55.4,31,56,3.23,"RightTendency",2008
114,114,"Jimmy Walker",24,55.4,56,101,1.43,"RightTendency",2008
117,117,"Greg Kraft",21,55.7,39,70,1.03,"RightTendency",2008
118,118,"Ernie Els",16,55.8,53,95,1.51,"RightTendency",2008
118,118,"Brenden Pappas",24,55.8,53,95,-0.38,"RightTendency",2008
120,120,"Jay Williamson",33,56,56,100,1.61,"RightTendency",2008
121,121,"Bubba Watson",29,56.3,71,126,2.39,"RightTendency",2008
122,122,"Rory Sabbatini",23,56.7,59,104,1.53,"RightTendency",2008
123,123,"Michael Allen",28,56.8,54,95,1.67,"RightTendency",2008
123,123,"Rich Beem",29,56.8,54,95,1.11,"RightTendency",2008
125,125,"Chris DiMarco",29,56.9,62,109,0.16,"RightTendency",2008
126,126,"Bart Bryant",23,57.1,20,35,4.5,"RightTendency",2008
126,126,"Martin Laird",29,57.1,97,170,1.13,"RightTendency",2008
126,126,"Chez Reavie",30,57.1,52,91,2.5,"RightTendency",2008
126,126,"Andres Romero",20,57.1,76,133,1.32,"RightTendency",2008
130,130,"Chad Campbell",28,57.3,71,124,2.68,"RightTendency",2008
130,130,"Steve Elkington",25,57.3,43,75,2.79,"RightTendency",2008
132,132,"Daniel Chopra",27,57.4,58,101,1.03,"RightTendency",2008
132,132,"Stewart Cink",23,57.4,85,148,1.06,"RightTendency",2008
132,132,"Frank Lickliter II",32,57.4,85,148,2.82,"RightTendency",2008
135,135,"Angel Cabrera",17,57.7,56,97,1.43,"RightTendency",2008
135,135,"Jason Gore",33,57.7,56,97,1.43,"RightTendency",2008
137,137,"Scott Sterling",28,57.8,52,90,-0.58,"RightTendency",2008
138,138,"Travis Perkins",23,57.9,33,57,0.61,"RightTendency",2008
139,139,"Hunter Mahan",27,58.1,68,117,1.62,"RightTendency",2008
140,140,"Kevin Streelman",32,58.2,92,158,1.41,"RightTendency",2008
141,141,"Boo Weekley",24,58.4,45,77,0.44,"RightTendency",2008
142,142,"Steve Allan",21,58.6,41,70,0.98,"RightTendency",2008
142,142,"Ken Duke",33,58.6,99,169,1.31,"RightTendency",2008
144,144,"Tag Ridings",29,58.7,54,92,-0.19,"RightTendency",2008
145,145,"Pat Perez",27,58.9,43,73,1.4,"RightTendency",2008
146,146,"John Rollins",28,59,49,83,1.22,"RightTendency",2008
147,147,"Ryan Armour",32,59.2,29,49,2.76,"RightTendency",2008
147,147,"Bo Van Pelt",32,59.2,84,142,1.19,"RightTendency",2008
149,149,"Alejandro Canizares",16,59.3,51,86,1.18,"RightTendency",2008
149,149,"Jeff Gove",18,59.3,32,54,4.06,"RightTendency",2008
149,149,"Charley Hoffman",29,59.3,83,140,0.36,"RightTendency",2008
152,152,"Brian Davis",34,59.4,57,96,1.58,"RightTendency",2008
153,153,"Chris Riley",17,59.6,28,47,1.79,"RightTendency",2008
154,154,"Kyle Thompson",26,59.8,49,82,0.41,"RightTendency",2008
155,155,"Paul Goydos",25,60,33,55,2.73,"RightTendency",2008
156,156,"Charles Howell III",31,60.2,71,118,2.68,"RightTendency",2008
156,156,"Zach Johnson",25,60.2,50,83,1.8,"RightTendency",2008
158,158,"Dustin Johnson",30,60.3,35,58,2.86,"RightTendency",2008
158,158,"Matt Jones",31,60.3,76,126,1.84,"RightTendency",2008
160,160,"Tim Herron",28,60.4,90,149,1.11,"RightTendency",2008
161,161,"Nick Watney",27,60.5,75,124,0.4,"RightTendency",2008
162,162,"Tom Pernice Jr",30,60.7,71,117,0.7,"RightTendency",2008
163,163,"Freddie Jacobson",24,60.8,45,74,2,"RightTendency",2008
164,164,"Michael Letzig",29,60.9,39,64,1.03,"RightTendency",2008
165,165,"Geoff Ogilvy",20,61,47,77,1.7,"RightTendency",2008
166,166,"David Toms",20,61.2,41,67,0.49,"RightTendency",2008
167,167,"Jim Furyk",26,61.6,53,86,1.89,"RightTendency",2008
168,168,"Harrison Frazar",23,62,44,71,1.82,"RightTendency",2008
169,169,"Mark Wilson",29,62.9,90,143,0.22,"RightTendency",2008
170,170,"Jason Day",28,63,63,100,1.59,"RightTendency",2008
170,170,"Nicholas Thompson",36,63,58,92,1.72,"RightTendency",2008
172,172,"Troy Matteson",30,63.1,53,84,0.19,"RightTendency",2008
173,173,"Ryan Moore",24,63.6,42,66,3.33,"RightTendency",2008
174,174,"Chad Collins",24,63.8,60,94,-0.17,"RightTendency",2008
175,175,"Charlie Wi",27,64.1,66,103,0.15,"RightTendency",2008
176,176,"Bob Sowards",22,64.2,61,95,1.48,"RightTendency",2008
177,177,"Paul Claxton",23,64.3,36,56,-0.28,"RightTendency",2008
178,178,"Ben Curtis",22,64.5,40,62,-0.5,"RightTendency",2008
178,178,"Trevor Immelman",22,64.5,71,110,1.69,"RightTendency",2008
178,178,"Scott Verplank",24,64.5,49,76,0.2,"RightTendency",2008
181,181,"Rocco Mediate",27,64.8,35,54,0.86,"RightTendency",2008
182,182,"John Merrick",28,65,65,100,2.31,"RightTendency",2008
183,183,"David Lutterus",23,66.3,55,83,4.18,"RightTendency",2008
184,184,"Tommy Gainey",24,66.7,44,66,1.14,"RightTendency",2008
185,185,"Billy Mayfair",29,67.7,65,96,0,"RightTendency",2008
186,186,"DJ Trahan",27,67.9,55,81,3.27,"RightTendency",2008
187,187,"George McNeill",29,68.6,72,105,0.28,"RightTendency",2008
188,188,"Ian Poulter",15,68.8,22,32,2.73,"RightTendency",2008
189,189,"Sean OHair",25,68.9,51,74,0,"RightTendency",2008
190,190,"Chris Stroud",29,69.2,63,91,-0.95,"RightTendency",2008
191,191,"Parker McLachlin",27,73.5,50,68,2,"RightTendency",2008
192,192,"Tom Lehman",17,75,6,8,5,"RightTendency",2008
193,193,"Fred Couples",18,75.6,34,45,2.65,"RightTendency",2008
194,194,"Corey Pavin",20,75.9,22,29,2.73,"RightTendency",2008
195,195,"Brandt Jobe",19,79.2,19,24,0,"RightTendency",2008
