"TotalBirdies_RANKTHISWEEK_2015","TotalBirdies_RANKLASTWEEK_2015","TotalBirdies_PLAYERNAME_2015","TotalBirdies_ROUNDS_2015","TotalBirdies_TOTAL_2015","stat_name","year"
59,59,"Spencer Levin",99,322,"TotalBirdies",2015
59,59,"Steve Wheatcroft",87,322,"TotalBirdies",2015
61,61,"Scott Langley",94,321,"TotalBirdies",2015
61,61,"Chris Stroud",84,321,"TotalBirdies",2015
63,63,"Brian Harman",90,320,"TotalBirdies",2015
63,63,"Sean OHair",86,320,"TotalBirdies",2015
65,65,"Kevin Streelman",95,318,"TotalBirdies",2015
66,66,"Jim Herman",88,316,"TotalBirdies",2015
66,66,"Colt Knost",90,316,"TotalBirdies",2015
66,66,"Brooks Koepka",84,316,"TotalBirdies",2015
69,69,"Paul Casey",87,315,"TotalBirdies",2015
70,70,"Scott Pinckney",88,314,"TotalBirdies",2015
70,70,"Brian Stuard",97,314,"TotalBirdies",2015
72,72,"Ken Duke",93,312,"TotalBirdies",2015
73,73,"Rory Sabbatini",81,311,"TotalBirdies",2015
74,74,"Andres Gonzales",90,310,"TotalBirdies",2015
75,75,"Bryce Molder",91,309,"TotalBirdies",2015
76,76,"Martin Flores",95,308,"TotalBirdies",2015
76,76,"Morgan Hoffmann",85,308,"TotalBirdies",2015
78,78,"Erik Compton",86,307,"TotalBirdies",2015
78,78,"Tom Hoge",83,307,"TotalBirdies",2015
80,80,"Dustin Johnson",75,304,"TotalBirdies",2015
80,80,"Nicholas Thompson",90,304,"TotalBirdies",2015
80,80,"Camilo Villegas",83,304,"TotalBirdies",2015
83,83,"Jerry Kelly",79,303,"TotalBirdies",2015
84,84,"Hunter Mahan",88,300,"TotalBirdies",2015
84,84,"Troy Merritt",91,300,"TotalBirdies",2015
86,86,"Fabian Gomez",83,299,"TotalBirdies",2015
86,86,"Ryan Moore",81,299,"TotalBirdies",2015
88,88,"Luke Guthrie",84,298,"TotalBirdies",2015
89,89,"Bill Haas",89,295,"TotalBirdies",2015
90,90,"Justin Rose",69,293,"TotalBirdies",2015
90,90,"Jhonattan Vegas",90,293,"TotalBirdies",2015
90,90,"Boo Weekley",79,293,"TotalBirdies",2015
90,90,"Mark Wilson",89,293,"TotalBirdies",2015
94,94,"Michael Putnam",87,292,"TotalBirdies",2015
94,94,"Michael Thompson",83,292,"TotalBirdies",2015
94,94,"Bubba Watson",71,292,"TotalBirdies",2015
97,97,"Bo Van Pelt",81,288,"TotalBirdies",2015
98,98,"Ryan Palmer",80,287,"TotalBirdies",2015
98,98,"Alex Prugh",84,287,"TotalBirdies",2015
100,100,"Stewart Cink",77,286,"TotalBirdies",2015
101,101,"Rickie Fowler",76,285,"TotalBirdies",2015
102,102,"Lucas Glover",79,284,"TotalBirdies",2015
102,102,"Sam Saunders",83,284,"TotalBirdies",2015
102,102,"Webb Simpson",81,284,"TotalBirdies",2015
105,105,"Blayne Barber",76,279,"TotalBirdies",2015
105,105,"John Peterson",84,279,"TotalBirdies",2015
107,107,"Martin Laird",77,278,"TotalBirdies",2015
107,107,"Phil Mickelson",70,278,"TotalBirdies",2015
109,109,"John Senden",80,277,"TotalBirdies",2015
110,110,"JJ Henry",94,274,"TotalBirdies",2015
110,110,"Vijay Singh",78,274,"TotalBirdies",2015
112,112,"Mark Hubbard",79,273,"TotalBirdies",2015
113,113,"Brice Garnett",81,271,"TotalBirdies",2015
113,113,"Chris Kirk",76,271,"TotalBirdies",2015
115,115,"Chad Collins",79,270,"TotalBirdies",2015
115,115,"Jason Gore",76,270,"TotalBirdies",2015
117,117,"Ricky Barnes",82,269,"TotalBirdies",2015
118,118,"Brian Davis",86,268,"TotalBirdies",2015
119,119,"Gonzalo Fdez Castano",81,267,"TotalBirdies",2015
120,120,"Jonas Blixt",78,266,"TotalBirdies",2015
121,121,"Jon Curran",83,265,"TotalBirdies",2015
122,122,"Aaron Baddeley",76,264,"TotalBirdies",2015
122,122,"John Merrick",78,264,"TotalBirdies",2015
124,124,"Jason Dufner",76,263,"TotalBirdies",2015
125,125,"Retief Goosen",81,261,"TotalBirdies",2015
126,126,"Derek Fathauer",81,260,"TotalBirdies",2015
126,126,"Andrew Svoboda",80,260,"TotalBirdies",2015
128,128,"Marc Leishman",74,259,"TotalBirdies",2015
129,129,"Max Homa",78,258,"TotalBirdies",2015
129,129,"Whee Kim",71,258,"TotalBirdies",2015
129,129,"Gary Woodland",81,258,"TotalBirdies",2015
132,132,"Charlie Beljan",76,256,"TotalBirdies",2015
133,133,"Cameron Percy",72,252,"TotalBirdies",2015
134,134,"Henrik Stenson",63,241,"TotalBirdies",2015
135,135,"Jonathan Byrd",69,240,"TotalBirdies",2015
135,135,"Ian Poulter",68,240,"TotalBirdies",2015
137,137,"Jim Furyk",71,238,"TotalBirdies",2015
137,137,"Billy Hurley III",83,238,"TotalBirdies",2015
137,137,"Seung Yul Noh",65,238,"TotalBirdies",2015
140,140,"Louis Oosthuizen",68,237,"TotalBirdies",2015
141,141,"Johnson Wagner",68,236,"TotalBirdies",2015
142,142,"Graham DeLaet",65,234,"TotalBirdies",2015
142,142,"Derek Ernst",75,234,"TotalBirdies",2015
144,144,"Jonathan Randolph",72,232,"TotalBirdies",2015
145,145,"Luke Donald",71,230,"TotalBirdies",2015
146,146,"Robert Garrigus",70,229,"TotalBirdies",2015
146,146,"Charl Schwartzel",67,229,"TotalBirdies",2015
148,148,"Andres Romero",69,228,"TotalBirdies",2015
149,149,"SJ Park",79,226,"TotalBirdies",2015
149,149,"DA Points",72,226,"TotalBirdies",2015
149,149,"Andrew Putnam",68,226,"TotalBirdies",2015
152,152,"Sergio Garcia",59,221,"TotalBirdies",2015
153,153,"Scott Stallings",60,216,"TotalBirdies",2015
154,154,"KJ Choi",66,212,"TotalBirdies",2015
155,155,"Will Wilcox",58,211,"TotalBirdies",2015
155,155,"Tim Wilkinson",73,211,"TotalBirdies",2015
157,157,"Steven Alker",62,210,"TotalBirdies",2015
157,157,"Matt Every",73,210,"TotalBirdies",2015
159,159,"Patrick Rodgers",57,207,"TotalBirdies",2015
160,160,"Chez Reavie",56,202,"TotalBirdies",2015
161,161,"Padraig Harrington",60,199,"TotalBirdies",2015
162,162,"Lee Westwood",56,197,"TotalBirdies",2015
163,163,"Ernie Els",57,196,"TotalBirdies",2015
164,164,"Greg Owen",58,195,"TotalBirdies",2015
165,165,"Greg Chalmers",58,194,"TotalBirdies",2015
166,166,"Byron Smith",59,189,"TotalBirdies",2015
167,167,"Oscar Fraustro",58,188,"TotalBirdies",2015
167,167,"David Toms",62,188,"TotalBirdies",2015
169,169,"Ben Crane",62,186,"TotalBirdies",2015
170,170,"Justin Leonard",61,185,"TotalBirdies",2015
170,170,"Jim Renner",68,185,"TotalBirdies",2015
172,172,"Robert Allenby",63,184,"TotalBirdies",2015
172,172,"Angel Cabrera",53,184,"TotalBirdies",2015
174,174,"Roger Sloan",56,182,"TotalBirdies",2015
175,175,"Adam Scott",51,179,"TotalBirdies",2015
176,176,"Tyrone Van Aswegen",58,177,"TotalBirdies",2015
177,177,"Francesco Molinari",56,173,"TotalBirdies",2015
178,178,"Heath Slocum",57,171,"TotalBirdies",2015
179,179,"Eric Axley",57,169,"TotalBirdies",2015
180,180,"Geoff Ogilvy",50,163,"TotalBirdies",2015
181,181,"Roberto Castro",54,159,"TotalBirdies",2015
182,182,"Davis Love III",51,158,"TotalBirdies",2015
183,183,"Jamie Donaldson",50,149,"TotalBirdies",2015
184,184,"Bill Lunde",50,144,"TotalBirdies",2015
