"OnePuttPercentageRound1_RANKTHISWEEK_2005","OnePuttPercentageRound1_RANKLASTWEEK_2005","OnePuttPercentageRound1_PLAYERNAME_2005","OnePuttPercentageRound1_ROUNDS_2005","OnePuttPercentageRound1_Pct_2005","OnePuttPercentageRound1_OF1PUTTS_2005","OnePuttPercentageRound1_OFHOLES_2005","stat_name","year"
155,155,"Kent Jones",99,36.02,201,558,"OnePuttPercentageRound1",2005
157,157,"Brendan Jones",81,36.01,175,486,"OnePuttPercentageRound1",2005
157,157,"Duffy Waldorf",86,36.01,175,486,"OnePuttPercentageRound1",2005
159,159,"Michael Long",72,36,162,450,"OnePuttPercentageRound1",2005
160,160,"Olin Browne",99,35.91,181,504,"OnePuttPercentageRound1",2005
161,161,"Will Ma Kenzie",75,35.88,155,432,"OnePuttPercentageRound1",2005
161,161,"Scott Verplank",87,35.88,155,432,"OnePuttPercentageRound1",2005
163,163,"DA Points",94,35.76,206,576,"OnePuttPercentageRound1",2005
164,164,"Dennis Paulson",63,35.75,148,414,"OnePuttPercentageRound1",2005
165,165,"Neal Lancaster",95,35.66,199,558,"OnePuttPercentageRound1",2005
166,166,"Zach Johnson",96,35.63,186,522,"OnePuttPercentageRound1",2005
167,167,"Jeff Brehaut",71,35.61,141,396,"OnePuttPercentageRound1",2005
167,167,"Jonathan Kaye",77,35.61,141,396,"OnePuttPercentageRound1",2005
167,167,"Kenny Perry",82,35.61,141,396,"OnePuttPercentageRound1",2005
170,170,"John Cook",72,35.56,160,450,"OnePuttPercentageRound1",2005
171,171,"Chad Campbell",95,35.47,166,468,"OnePuttPercentageRound1",2005
171,171,"Craig Perks",67,35.47,166,468,"OnePuttPercentageRound1",2005
173,173,"Sean OHair",103,35.39,172,486,"OnePuttPercentageRound1",2005
174,174,"Tom Lehman",69,35.38,121,342,"OnePuttPercentageRound1",2005
174,174,"Hideto Tanihara",50,35.38,121,342,"OnePuttPercentageRound1",2005
176,176,"Jerry Kelly",101,35.37,191,540,"OnePuttPercentageRound1",2005
177,177,"Justin Leonard",78,35.35,140,396,"OnePuttPercentageRound1",2005
177,177,"Bo Van Pelt",112,35.35,210,594,"OnePuttPercentageRound1",2005
179,179,"Tom Gillis",77,35.19,171,486,"OnePuttPercentageRound1",2005
180,180,"Thomas Levet",54,35.09,120,342,"OnePuttPercentageRound1",2005
181,181,"Greg Owen",84,35.02,145,414,"OnePuttPercentageRound1",2005
182,182,"Joey Snyder III",102,35,189,540,"OnePuttPercentageRound1",2005
183,183,"Lucas Glover",88,34.98,170,486,"OnePuttPercentageRound1",2005
184,184,"Rich Beem",66,34.89,157,450,"OnePuttPercentageRound1",2005
185,185,"Sergio Garcia",73,34.88,113,324,"OnePuttPercentageRound1",2005
186,186,"Brett Wetterich",76,34.77,169,486,"OnePuttPercentageRound1",2005
187,187,"DJ Trahan",81,34.62,162,468,"OnePuttPercentageRound1",2005
188,188,"Jeff Hart",63,34.6,137,396,"OnePuttPercentageRound1",2005
189,189,"Mark Wilson",74,34.49,149,432,"OnePuttPercentageRound1",2005
190,190,"Frank Lickliter II",100,34.41,192,558,"OnePuttPercentageRound1",2005
191,191,"Scott Gutschewski",86,34.19,160,468,"OnePuttPercentageRound1",2005
192,192,"Fred Couples",72,33.61,121,360,"OnePuttPercentageRound1",2005
193,193,"Doug Barron",70,33.56,145,432,"OnePuttPercentageRound1",2005
194,194,"Shaun Micheel",81,33.53,169,504,"OnePuttPercentageRound1",2005
195,195,"DJ Brigman",76,33.11,149,450,"OnePuttPercentageRound1",2005
196,196,"David Hearn",68,33.1,143,432,"OnePuttPercentageRound1",2005
197,197,"Chris Smith",93,32.99,190,576,"OnePuttPercentageRound1",2005
198,198,"Joe Durant",81,32.67,147,450,"OnePuttPercentageRound1",2005
199,199,"Roland Thatcher",75,32.41,140,432,"OnePuttPercentageRound1",2005
200,200,"Glen Hnatiuk",59,32.22,116,360,"OnePuttPercentageRound1",2005
201,201,"John Senden",101,32.14,162,504,"OnePuttPercentageRound1",2005
202,202,"Bradley Hughes",52,30.83,111,360,"OnePuttPercentageRound1",2005
