"FedExCupSeasonPoints_RANKTHISWEEK_2015","FedExCupSeasonPoints_RANKLASTWEEK_2015","FedExCupSeasonPoints_PLAYERNAME_2015","FedExCupSeasonPoints_EVENTS_2015","FedExCupSeasonPoints_POINTS_2015","FedExCupSeasonPoints_OFWINS_2015","FedExCupSeasonPoints_OFTOP10S_2015","FedExCupSeasonPoints_POINTSBEHINDLEAD_2015","FedExCupSeasonPoints_RESETPOINTS_2015","stat_name","year"
27,27,"Scott Piercy",24,1127,1,4,3042,NA,"FedExCupSeasonPoints",2015
28,28,"Louis Oosthuizen",17,1088,NA,6,3081,NA,"FedExCupSeasonPoints",2015
29,29,"Chris Kirk",18,1087,1,3,3082,NA,"FedExCupSeasonPoints",2015
30,30,"Kevin Na",23,1062,NA,6,3107,NA,"FedExCupSeasonPoints",2015
31,31,"Sergio Garcia",14,1051,NA,4,3118,NA,"FedExCupSeasonPoints",2015
32,32,"Gary Woodland",21,1037,NA,4,3132,NA,"FedExCupSeasonPoints",2015
33,33,"Jason Bohn",24,1037,NA,5,3132,NA,"FedExCupSeasonPoints",2015
34,34,"Sangmoon Bae",26,1025,1,4,3144,NA,"FedExCupSeasonPoints",2015
35,35,"James Hahn",25,1012,1,2,3157,NA,"FedExCupSeasonPoints",2015
36,36,"Justin Thomas",27,1007,NA,7,3162,NA,"FedExCupSeasonPoints",2015
37,37,"Shawn Stefani",23,987,NA,3,3182,NA,"FedExCupSeasonPoints",2015
38,38,"Russell Henley",21,986,NA,4,3183,NA,"FedExCupSeasonPoints",2015
39,39,"Tony Finau",28,985,NA,5,3184,NA,"FedExCupSeasonPoints",2015
40,40,"Webb Simpson",19,953,NA,5,3216,NA,"FedExCupSeasonPoints",2015
41,41,"Henrik Stenson",12,952,NA,4,3217,NA,"FedExCupSeasonPoints",2015
42,42,"Harris English",25,932,NA,3,3237,NA,"FedExCupSeasonPoints",2015
43,43,"Troy Merritt",26,930,1,3,3239,NA,"FedExCupSeasonPoints",2015
44,44,"Russell Knox",25,914,NA,3,3255,NA,"FedExCupSeasonPoints",2015
45,45,"Billy Horschel",25,903,NA,2,3266,NA,"FedExCupSeasonPoints",2015
46,46,"Daniel Berger",27,899,NA,5,3270,NA,"FedExCupSeasonPoints",2015
47,47,"Brendan Steele",21,895,NA,4,3274,NA,"FedExCupSeasonPoints",2015
48,48,"Brendon de Jonge",28,892,NA,3,3277,NA,"FedExCupSeasonPoints",2015
49,49,"David Hearn",27,890,NA,4,3279,NA,"FedExCupSeasonPoints",2015
50,50,"Marc Leishman",21,854,NA,4,3315,NA,"FedExCupSeasonPoints",2015
51,51,"Phil Mickelson",16,849,NA,3,3320,NA,"FedExCupSeasonPoints",2015
52,52,"Nick Watney",25,847,NA,3,3322,NA,"FedExCupSeasonPoints",2015
53,53,"Brendon Todd",24,831,NA,4,3338,NA,"FedExCupSeasonPoints",2015
54,54,"Pat Perez",23,825,NA,2,3344,NA,"FedExCupSeasonPoints",2015
55,55,"Matt Jones",22,821,NA,3,3348,NA,"FedExCupSeasonPoints",2015
56,56,"Ryan Palmer",19,817,NA,4,3352,NA,"FedExCupSeasonPoints",2015
57,57,"Cameron Tringale",25,816,NA,2,3353,NA,"FedExCupSeasonPoints",2015
58,58,"Fabian Gomez",23,797,1,2,3372,NA,"FedExCupSeasonPoints",2015
59,59,"Ian Poulter",16,777,NA,4,3392,NA,"FedExCupSeasonPoints",2015
60,60,"Boo Weekley",22,776,NA,6,3393,NA,"FedExCupSeasonPoints",2015
61,61,"Kevin Streelman",25,771,NA,2,3398,NA,"FedExCupSeasonPoints",2015
62,62,"Keegan Bradley",21,759,NA,3,3410,NA,"FedExCupSeasonPoints",2015
63,63,"Alex Cejka",28,739,1,1,3430,NA,"FedExCupSeasonPoints",2015
64,64,"Matt Every",24,727,1,1,3442,NA,"FedExCupSeasonPoints",2015
65,65,"Carl Pettersson",30,723,NA,3,3446,NA,"FedExCupSeasonPoints",2015
66,66,"Daniel Summerhays",26,720,NA,3,3449,NA,"FedExCupSeasonPoints",2015
67,67,"Sean OHair",23,719,NA,2,3450,NA,"FedExCupSeasonPoints",2015
68,68,"George McNeill",24,715,NA,1,3454,NA,"FedExCupSeasonPoints",2015
69,69,"Brian Harman",26,704,NA,3,3465,NA,"FedExCupSeasonPoints",2015
70,70,"Charles Howell III",28,692,NA,3,3477,NA,"FedExCupSeasonPoints",2015
71,71,"Scott Brown",28,690,NA,3,3479,NA,"FedExCupSeasonPoints",2015
72,72,"Rory Sabbatini",22,678,NA,4,3491,NA,"FedExCupSeasonPoints",2015
73,73,"Chad Campbell",28,670,NA,2,3499,NA,"FedExCupSeasonPoints",2015
74,74,"William McGirt",27,652,NA,1,3517,NA,"FedExCupSeasonPoints",2015
75,75,"Will Wilcox",16,649,NA,4,3520,NA,"FedExCupSeasonPoints",2015
76,76,"Davis Love III",16,649,1,2,3520,NA,"FedExCupSeasonPoints",2015
77,77,"Hunter Mahan",21,648,NA,3,3521,NA,"FedExCupSeasonPoints",2015
78,78,"Scott Pinckney",25,645,NA,3,3524,NA,"FedExCupSeasonPoints",2015
79,79,"Jerry Kelly",21,632,NA,3,3537,NA,"FedExCupSeasonPoints",2015
80,80,"Colt Knost",27,628,NA,4,3541,NA,"FedExCupSeasonPoints",2015
81,81,"Martin Laird",22,628,NA,3,3541,NA,"FedExCupSeasonPoints",2015
82,82,"Morgan Hoffmann",24,627,NA,2,3542,NA,"FedExCupSeasonPoints",2015
83,83,"Chesson Hadley",28,626,NA,3,3543,NA,"FedExCupSeasonPoints",2015
84,84,"Kyle Reifers",29,626,NA,2,3543,NA,"FedExCupSeasonPoints",2015
85,85,"JJ Henry",28,620,1,1,3549,NA,"FedExCupSeasonPoints",2015
86,86,"Jason Kokrak",26,614,NA,2,3555,NA,"FedExCupSeasonPoints",2015
87,87,"Padraig Harrington",20,610,1,1,3559,NA,"FedExCupSeasonPoints",2015
88,88,"John Senden",22,610,NA,3,3559,NA,"FedExCupSeasonPoints",2015
89,89,"Jim Herman",25,610,NA,2,3559,NA,"FedExCupSeasonPoints",2015
90,90,"Greg Owen",18,608,NA,2,3561,NA,"FedExCupSeasonPoints",2015
91,91,"Kevin Chappell",23,602,NA,2,3567,NA,"FedExCupSeasonPoints",2015
92,92,"Bryce Molder",23,595,NA,2,3574,NA,"FedExCupSeasonPoints",2015
93,93,"John Peterson",24,588,NA,NA,3581,NA,"FedExCupSeasonPoints",2015
94,94,"Adam Scott",14,585,NA,3,3584,NA,"FedExCupSeasonPoints",2015
95,95,"Adam Hadwin",29,584,NA,3,3585,NA,"FedExCupSeasonPoints",2015
96,96,"Charl Schwartzel",18,584,NA,3,3585,NA,"FedExCupSeasonPoints",2015
97,97,"John Huh",30,565,NA,NA,3604,NA,"FedExCupSeasonPoints",2015
98,98,"Jason Gore",24,564,NA,2,3605,NA,"FedExCupSeasonPoints",2015
99,99,"Francesco Molinari",16,558,NA,2,3611,NA,"FedExCupSeasonPoints",2015
100,100,"Hudson Swafford",28,554,NA,1,3615,NA,"FedExCupSeasonPoints",2015
101,101,"Johnson Wagner",21,551,NA,3,3618,NA,"FedExCupSeasonPoints",2015
102,102,"Nick Taylor",27,549,1,1,3620,NA,"FedExCupSeasonPoints",2015
103,103,"Jason Dufner",19,546,NA,2,3623,NA,"FedExCupSeasonPoints",2015
104,104,"Graham DeLaet",21,545,NA,3,3624,NA,"FedExCupSeasonPoints",2015
105,105,"Jon Curran",27,540,NA,5,3629,NA,"FedExCupSeasonPoints",2015
106,106,"Zac Blair",31,538,NA,1,3631,NA,"FedExCupSeasonPoints",2015
107,107,"Steve Wheatcroft",27,536,NA,2,3633,NA,"FedExCupSeasonPoints",2015
108,108,"Andres Gonzales",27,531,NA,3,3638,NA,"FedExCupSeasonPoints",2015
109,109,"Chris Stroud",27,531,NA,2,3638,NA,"FedExCupSeasonPoints",2015
110,110,"Lee Westwood",14,530,NA,1,3639,NA,"FedExCupSeasonPoints",2015
111,111,"Retief Goosen",25,519,NA,3,3650,NA,"FedExCupSeasonPoints",2015
112,112,"Carlos Ortiz",28,515,NA,1,3654,NA,"FedExCupSeasonPoints",2015
113,113,"Chad Collins",23,504,NA,1,3665,NA,"FedExCupSeasonPoints",2015
114,114,"Mark Wilson",26,497,NA,3,3672,NA,"FedExCupSeasonPoints",2015
115,115,"Spencer Levin",29,496,NA,1,3673,NA,"FedExCupSeasonPoints",2015
116,116,"Stewart Cink",22,494,NA,1,3675,NA,"FedExCupSeasonPoints",2015
117,117,"Ken Duke",29,493,NA,3,3676,NA,"FedExCupSeasonPoints",2015
118,118,"Vijay Singh",22,490,NA,1,3679,NA,"FedExCupSeasonPoints",2015
119,119,"Luke Donald",18,484,NA,2,3685,NA,"FedExCupSeasonPoints",2015
120,120,"Tim Clark",12,481,NA,1,3688,NA,"FedExCupSeasonPoints",2015
121,121,"Jonas Blixt",25,471,NA,1,3698,NA,"FedExCupSeasonPoints",2015
122,122,"Erik Compton",27,471,NA,1,3698,NA,"FedExCupSeasonPoints",2015
123,123,"Camilo Villegas",25,467,NA,NA,3702,NA,"FedExCupSeasonPoints",2015
124,124,"Ryo Ishikawa",27,458,NA,2,3711,NA,"FedExCupSeasonPoints",2015
125,125,"Jeff Overton",29,458,NA,1,3711,NA,"FedExCupSeasonPoints",2015
126,126,"Will Ma Kenzie",16,458,NA,3,3711,NA,"FedExCupSeasonPoints",2015
127,127,"Scott Langley",28,448,NA,NA,3721,NA,"FedExCupSeasonPoints",2015
128,128,"Brian Stuard",31,447,NA,1,3722,NA,"FedExCupSeasonPoints",2015
129,129,"Scott Stallings",19,447,NA,1,3722,NA,"FedExCupSeasonPoints",2015
130,130,"Jamie Donaldson",16,447,NA,2,3722,NA,"FedExCupSeasonPoints",2015
131,131,"Nicholas Thompson",31,442,NA,1,3727,NA,"FedExCupSeasonPoints",2015
132,132,"Tom Hoge",26,441,NA,2,3728,NA,"FedExCupSeasonPoints",2015
133,133,"Alex Prugh",27,433,NA,2,3736,NA,"FedExCupSeasonPoints",2015
134,134,"Seung Yul Noh",21,432,NA,1,3737,NA,"FedExCupSeasonPoints",2015
135,135,"SJ Park",27,426,NA,1,3743,NA,"FedExCupSeasonPoints",2015
136,136,"Billy Hurley III",28,420,NA,1,3749,NA,"FedExCupSeasonPoints",2015
137,137,"Sam Saunders",28,413,NA,1,3756,NA,"FedExCupSeasonPoints",2015
138,138,"Michael Putnam",28,407,NA,NA,3762,NA,"FedExCupSeasonPoints",2015
139,139,"Martin Kaymer",13,406,NA,1,3763,NA,"FedExCupSeasonPoints",2015
140,140,"Brice Garnett",29,398,NA,1,3771,NA,"FedExCupSeasonPoints",2015
141,141,"Whee Kim",23,393,NA,2,3776,NA,"FedExCupSeasonPoints",2015
142,142,"Tom Gillis",16,391,NA,1,3778,NA,"FedExCupSeasonPoints",2015
143,143,"Brian Davis",31,387,NA,2,3782,NA,"FedExCupSeasonPoints",2015
144,144,"David Toms",21,383,NA,2,3786,NA,"FedExCupSeasonPoints",2015
145,145,"Blayne Barber",26,380,NA,4,3789,NA,"FedExCupSeasonPoints",2015
146,146,"Michael Thompson",27,378,NA,1,3791,NA,"FedExCupSeasonPoints",2015
147,147,"Lucas Glover",26,375,NA,NA,3794,NA,"FedExCupSeasonPoints",2015
148,148,"Luke Guthrie",27,373,NA,1,3796,NA,"FedExCupSeasonPoints",2015
149,149,"Charlie Beljan",27,369,NA,1,3800,NA,"FedExCupSeasonPoints",2015
150,150,"Cameron Percy",23,361,NA,1,3808,NA,"FedExCupSeasonPoints",2015
151,151,"Vaughn Taylor",12,361,NA,2,3808,NA,"FedExCupSeasonPoints",2015
152,152,"KJ Choi",19,358,NA,NA,3811,NA,"FedExCupSeasonPoints",2015
153,153,"Jhonattan Vegas",27,353,NA,NA,3816,NA,"FedExCupSeasonPoints",2015
154,154,"Geoff Ogilvy",15,350,NA,1,3819,NA,"FedExCupSeasonPoints",2015
155,155,"Ricky Barnes",27,347,NA,1,3822,NA,"FedExCupSeasonPoints",2015
156,156,"Martin Flores",30,345,NA,NA,3824,NA,"FedExCupSeasonPoints",2015
157,157,"Aaron Baddeley",25,336,NA,1,3833,NA,"FedExCupSeasonPoints",2015
158,158,"Jonathan Byrd",22,335,NA,NA,3834,NA,"FedExCupSeasonPoints",2015
159,159,"Bo Van Pelt",28,322,NA,2,3847,NA,"FedExCupSeasonPoints",2015
160,160,"Graeme McDowell",15,320,NA,1,3849,NA,"FedExCupSeasonPoints",2015
161,161,"Andres Romero",24,312,NA,2,3857,NA,"FedExCupSeasonPoints",2015
162,162,"John Merrick",27,311,NA,NA,3858,NA,"FedExCupSeasonPoints",2015
163,163,"Max Homa",27,278,NA,1,3891,NA,"FedExCupSeasonPoints",2015
164,164,"Mark Hubbard",25,274,NA,NA,3895,NA,"FedExCupSeasonPoints",2015
165,165,"Gonzalo Fdez Castano",28,272,NA,NA,3897,NA,"FedExCupSeasonPoints",2015
166,166,"Chez Reavie",19,268,NA,NA,3901,NA,"FedExCupSeasonPoints",2015
167,167,"Freddie Jacobson",14,268,NA,1,3901,NA,"FedExCupSeasonPoints",2015
168,168,"Andrew Svoboda",30,266,NA,1,3903,NA,"FedExCupSeasonPoints",2015
169,169,"Derek Fathauer",27,263,NA,1,3906,NA,"FedExCupSeasonPoints",2015
170,170,"Derek Ernst",26,250,NA,NA,3919,NA,"FedExCupSeasonPoints",2015
171,171,"DA Points",26,244,NA,NA,3925,NA,"FedExCupSeasonPoints",2015
172,172,"Greg Chalmers",17,242,NA,NA,3927,NA,"FedExCupSeasonPoints",2015
173,173,"Ernie Els",18,233,NA,NA,3936,NA,"FedExCupSeasonPoints",2015
174,174,"Robert Garrigus",25,226,NA,NA,3943,NA,"FedExCupSeasonPoints",2015
175,175,"Shane Lowry",13,222,1,3,3947,NA,"FedExCupSeasonPoints",2015
176,176,"Steve Stricker",9,218,NA,NA,3951,NA,"FedExCupSeasonPoints",2015
177,177,"Steven Alker",22,216,NA,NA,3953,NA,"FedExCupSeasonPoints",2015
178,178,"Tiger Woods",11,215,NA,1,3954,NA,"FedExCupSeasonPoints",2015
179,179,"Jonathan Randolph",25,209,NA,NA,3960,NA,"FedExCupSeasonPoints",2015
180,180,"Angel Cabrera",19,208,NA,NA,3961,NA,"FedExCupSeasonPoints",2015
181,181,"Kyle Stanley",12,200,NA,NA,3969,NA,"FedExCupSeasonPoints",2015
182,182,"Andrew Putnam",23,192,NA,NA,3977,NA,"FedExCupSeasonPoints",2015
183,183,"Justin Leonard",22,188,NA,NA,3981,NA,"FedExCupSeasonPoints",2015
184,184,"Tim Wilkinson",28,183,NA,NA,3986,NA,"FedExCupSeasonPoints",2015
185,185,"Ben Crane",22,182,NA,NA,3987,NA,"FedExCupSeasonPoints",2015
186,186,"Oscar Fraustro",21,171,NA,1,3998,NA,"FedExCupSeasonPoints",2015
187,187,"Robert Allenby",25,169,NA,1,4000,NA,"FedExCupSeasonPoints",2015
188,188,"Roberto Castro",16,167,NA,NA,4002,NA,"FedExCupSeasonPoints",2015
189,189,"Eric Axley",21,152,NA,NA,4017,NA,"FedExCupSeasonPoints",2015
190,190,"Victor Dubuisson",10,145,NA,NA,4024,NA,"FedExCupSeasonPoints",2015
191,191,"Tyrone Van Aswegen",20,142,NA,NA,4027,NA,"FedExCupSeasonPoints",2015
192,192,"Rod Pampling",10,138,NA,1,4031,NA,"FedExCupSeasonPoints",2015
193,193,"Chris Smith",9,128,NA,1,4041,NA,"FedExCupSeasonPoints",2015
194,194,"Tim Petrovic",11,123,NA,1,4046,NA,"FedExCupSeasonPoints",2015
195,195,"Ryan Armour",17,123,NA,NA,4046,NA,"FedExCupSeasonPoints",2015
196,196,"John Rollins",14,121,NA,1,4048,NA,"FedExCupSeasonPoints",2015
197,197,"Bill Lunde",18,117,NA,NA,4052,NA,"FedExCupSeasonPoints",2015
198,198,"Andrew Loupe",15,112,NA,1,4057,NA,"FedExCupSeasonPoints",2015
199,199,"Kenny Perry",9,105,NA,NA,4064,NA,"FedExCupSeasonPoints",2015
200,200,"Roger Sloan",20,103,NA,NA,4066,NA,"FedExCupSeasonPoints",2015
201,201,"Stuart Appleby",7,100,NA,NA,4069,NA,"FedExCupSeasonPoints",2015
202,202,"Byron Smith",21,96,NA,NA,4073,NA,"FedExCupSeasonPoints",2015
203,203,"Josh Teater",11,94,NA,NA,4075,NA,"FedExCupSeasonPoints",2015
204,204,"Trevor Immelman",19,76,NA,NA,4093,NA,"FedExCupSeasonPoints",2015
205,205,"Blake Adams",13,74,NA,NA,4095,NA,"FedExCupSeasonPoints",2015
206,206,"Zack Sucher",18,70,NA,NA,4099,NA,"FedExCupSeasonPoints",2015
207,207,"Fred Funk",2,66,NA,1,4103,NA,"FedExCupSeasonPoints",2015
208,208,"Arjun Atwal",7,64,NA,NA,4105,NA,"FedExCupSeasonPoints",2015
209,209,"Jarrod Lyle",10,63,NA,NA,4106,NA,"FedExCupSeasonPoints",2015
210,210,"Jim Renner",27,63,NA,NA,4106,NA,"FedExCupSeasonPoints",2015
211,211,"Heath Slocum",22,62,NA,NA,4107,NA,"FedExCupSeasonPoints",2015
212,212,"Glen Day",8,61,NA,NA,4108,NA,"FedExCupSeasonPoints",2015
213,213,"Carlos Sainz Jr",20,59,NA,1,4110,NA,"FedExCupSeasonPoints",2015
214,214,"Steve Flesch",7,58,NA,1,4111,NA,"FedExCupSeasonPoints",2015
215,215,"Tommy Gainey",9,57,NA,NA,4112,NA,"FedExCupSeasonPoints",2015
216,216,"John Daly",10,57,NA,1,4112,NA,"FedExCupSeasonPoints",2015
217,217,"Mark Hensby",2,53,NA,1,4116,NA,"FedExCupSeasonPoints",2015
218,218,"Ben Curtis",14,51,NA,NA,4118,NA,"FedExCupSeasonPoints",2015
219,219,"Troy Kelly",9,50,NA,NA,4119,NA,"FedExCupSeasonPoints",2015
220,220,"YE Yang",4,49,NA,NA,4120,NA,"FedExCupSeasonPoints",2015
221,221,"Mike Weir",18,48,NA,NA,4121,NA,"FedExCupSeasonPoints",2015
222,222,"Matt Bettencourt",8,48,NA,NA,4121,NA,"FedExCupSeasonPoints",2015
223,223,"Mark OMeara",2,47,NA,NA,4122,NA,"FedExCupSeasonPoints",2015
224,224,"Charlie Wi",9,44,NA,NA,4125,NA,"FedExCupSeasonPoints",2015
225,225,"Troy Matteson",9,43,NA,NA,4126,NA,"FedExCupSeasonPoints",2015
226,226,"Kevin Stadler",5,41,NA,NA,4128,NA,"FedExCupSeasonPoints",2015
227,227,"Justin Hicks",14,41,NA,NA,4128,NA,"FedExCupSeasonPoints",2015
228,228,"Cameron Beckman",8,40,NA,NA,4129,NA,"FedExCupSeasonPoints",2015
229,229,"Joe Affrunti",4,39,NA,NA,4130,NA,"FedExCupSeasonPoints",2015
230,230,"Dicky Pride",5,31,NA,NA,4138,NA,"FedExCupSeasonPoints",2015
231,231,"David Duval",6,31,NA,NA,4138,NA,"FedExCupSeasonPoints",2015
232,232,"DJ Trahan",5,31,NA,NA,4138,NA,"FedExCupSeasonPoints",2015
233,233,"Richard Sterne",18,29,NA,NA,4140,NA,"FedExCupSeasonPoints",2015
234,234,"Woody Austin",11,29,NA,NA,4140,NA,"FedExCupSeasonPoints",2015
234,234,"Lee Janzen",4,29,NA,NA,4140,NA,"FedExCupSeasonPoints",2015
236,236,"Billy Mayfair",6,26,NA,NA,4143,NA,"FedExCupSeasonPoints",2015
237,237,"Benjamin Alvarado",8,26,NA,NA,4143,NA,"FedExCupSeasonPoints",2015
238,238,"Shaun Micheel",5,25,NA,NA,4144,NA,"FedExCupSeasonPoints",2015
238,238,"Duffy Waldorf",2,25,NA,NA,4144,NA,"FedExCupSeasonPoints",2015
240,240,"Michael Bradley",4,22,NA,NA,4147,NA,"FedExCupSeasonPoints",2015
240,240,"Dudley Hart",8,22,NA,NA,4147,NA,"FedExCupSeasonPoints",2015
242,242,"Scott Verplank",13,21,NA,NA,4148,NA,"FedExCupSeasonPoints",2015
243,243,"Daniel Chopra",5,17,NA,NA,4152,NA,"FedExCupSeasonPoints",2015
244,244,"Stephen Ames",1,13,NA,NA,4156,NA,"FedExCupSeasonPoints",2015
245,245,"Kent Jones",2,13,NA,NA,4156,NA,"FedExCupSeasonPoints",2015
245,245,"Chris Riley",2,13,NA,NA,4156,NA,"FedExCupSeasonPoints",2015
247,247,"Harrison Frazar",7,12,NA,NA,4157,NA,"FedExCupSeasonPoints",2015
248,248,"Garrett Willis",1,12,NA,NA,4157,NA,"FedExCupSeasonPoints",2015
249,249,"Scott McCarron",7,9,NA,NA,4160,NA,"FedExCupSeasonPoints",2015
250,250,"Parker McLachlin",2,7,NA,NA,4162,NA,"FedExCupSeasonPoints",2015
251,251,"Len Mattiace",6,5,NA,NA,4164,NA,"FedExCupSeasonPoints",2015
252,252,"Guy Boros",2,4,NA,NA,4165,NA,"FedExCupSeasonPoints",2015
253,253,"Ted Purdy",3,4,NA,NA,4165,NA,"FedExCupSeasonPoints",2015
254,254,"Brandt Jobe",6,2,NA,NA,4167,NA,"FedExCupSeasonPoints",2015
255,255,"Tom Watson",3,1,NA,NA,4168,NA,"FedExCupSeasonPoints",2015
256,256,"Tim Herron",7,1,NA,NA,4168,NA,"FedExCupSeasonPoints",2015
257,257,"Patrick Cantlay",1,1,NA,NA,4168,NA,"FedExCupSeasonPoints",2015
257,257,"Steve Lowery",3,1,NA,NA,4168,NA,"FedExCupSeasonPoints",2015
259,259,"Bernhard Langer",3,1,NA,NA,4168,NA,"FedExCupSeasonPoints",2015
