"DrivingAccuracyPercentage_RANKTHISWEEK_2013","DrivingAccuracyPercentage_RANKLASTWEEK_2013","DrivingAccuracyPercentage_PLAYERNAME_2013","DrivingAccuracyPercentage_ROUNDS_2013","DrivingAccuracyPercentage_Pct_2013","DrivingAccuracyPercentage_FAIRWAYSHIT_2013","DrivingAccuracyPercentage_POSSIBLEFAIRWAYS_2013","stat_name","year"
39,39,"JJ Henry",83,64.93,735,1132,"DrivingAccuracyPercentage",2013
40,40,"David Lingmerth",68,64.87,613,945,"DrivingAccuracyPercentage",2013
41,41,"Jason Dufner",78,64.81,698,1077,"DrivingAccuracyPercentage",2013
42,42,"Brian Gay",79,64.79,714,1102,"DrivingAccuracyPercentage",2013
43,43,"Brandt Jobe",62,64.78,526,812,"DrivingAccuracyPercentage",2013
44,44,"Tom Gillis",69,64.75,586,905,"DrivingAccuracyPercentage",2013
45,45,"Matt Jones",83,64.74,749,1157,"DrivingAccuracyPercentage",2013
45,45,"Nicholas Thompson",99,64.74,894,1381,"DrivingAccuracyPercentage",2013
47,47,"Russell Henley",80,64.68,705,1090,"DrivingAccuracyPercentage",2013
48,48,"Justin Leonard",86,64.36,771,1198,"DrivingAccuracyPercentage",2013
49,49,"Kevin Stadler",83,64.21,707,1101,"DrivingAccuracyPercentage",2013
50,50,"Billy Horschel",96,64.17,858,1337,"DrivingAccuracyPercentage",2013
51,51,"Bo Van Pelt",72,63.8,624,978,"DrivingAccuracyPercentage",2013
52,52,"Justin Rose",62,63.57,534,840,"DrivingAccuracyPercentage",2013
53,53,"DJ Trahan",48,63.54,406,639,"DrivingAccuracyPercentage",2013
54,54,"DA Points",87,63.48,770,1213,"DrivingAccuracyPercentage",2013
55,55,"Webb Simpson",92,63.3,778,1229,"DrivingAccuracyPercentage",2013
56,56,"Bob Estes",66,63.11,580,919,"DrivingAccuracyPercentage",2013
57,57,"Aaron Watkins",46,63.03,387,614,"DrivingAccuracyPercentage",2013
58,58,"Charlie Wi",75,63.02,622,987,"DrivingAccuracyPercentage",2013
59,59,"Cameron Tringale",80,62.89,700,1113,"DrivingAccuracyPercentage",2013
60,60,"Luke Donald",60,62.87,508,808,"DrivingAccuracyPercentage",2013
61,61,"Keegan Bradley",88,62.82,767,1221,"DrivingAccuracyPercentage",2013
62,62,"Greg Chalmers",77,62.8,638,1016,"DrivingAccuracyPercentage",2013
62,62,"Will Claxton",67,62.8,552,879,"DrivingAccuracyPercentage",2013
64,64,"YE Yang",56,62.79,491,782,"DrivingAccuracyPercentage",2013
65,65,"Jim Herman",59,62.71,481,767,"DrivingAccuracyPercentage",2013
66,66,"Lee Westwood",70,62.59,604,965,"DrivingAccuracyPercentage",2013
67,67,"Brandt Snedeker",79,62.57,692,1106,"DrivingAccuracyPercentage",2013
68,68,"Stuart Appleby",88,62.53,731,1169,"DrivingAccuracyPercentage",2013
69,69,"Tiger Woods",61,62.5,525,840,"DrivingAccuracyPercentage",2013
70,70,"Scott Langley",79,62.45,652,1044,"DrivingAccuracyPercentage",2013
71,71,"David Mathis",71,62.42,583,934,"DrivingAccuracyPercentage",2013
71,71,"Ian Poulter",59,62.42,465,745,"DrivingAccuracyPercentage",2013
73,73,"Chris Stroud",88,62.4,765,1226,"DrivingAccuracyPercentage",2013
73,73,"Nick Watney",88,62.4,750,1202,"DrivingAccuracyPercentage",2013
75,75,"Rod Pampling",46,62.35,366,587,"DrivingAccuracyPercentage",2013
76,76,"Scott Brown",65,62.32,564,905,"DrivingAccuracyPercentage",2013
77,77,"Bill Haas",85,62.31,734,1178,"DrivingAccuracyPercentage",2013
77,77,"Vijay Singh",61,62.31,529,849,"DrivingAccuracyPercentage",2013
79,79,"William McGirt",75,62.3,651,1045,"DrivingAccuracyPercentage",2013
80,80,"Rickie Fowler",75,62.27,647,1039,"DrivingAccuracyPercentage",2013
81,81,"David Hearn",88,62.08,763,1229,"DrivingAccuracyPercentage",2013
81,81,"Daniel Summerhays",83,62.08,717,1155,"DrivingAccuracyPercentage",2013
83,83,"Fabian Gomez",65,61.88,560,905,"DrivingAccuracyPercentage",2013
84,84,"Adam Scott",61,61.84,517,836,"DrivingAccuracyPercentage",2013
85,85,"Lucas Glover",65,61.62,557,904,"DrivingAccuracyPercentage",2013
86,86,"Brendan Steele",86,61.56,703,1142,"DrivingAccuracyPercentage",2013
87,87,"Kevin Chappell",80,61.52,686,1115,"DrivingAccuracyPercentage",2013
88,88,"Michael Thompson",66,61.39,566,922,"DrivingAccuracyPercentage",2013
89,89,"Justin Bolli",59,61.36,470,766,"DrivingAccuracyPercentage",2013
89,89,"Martin Kaymer",61,61.36,497,810,"DrivingAccuracyPercentage",2013
91,91,"Pat Perez",69,61.35,589,960,"DrivingAccuracyPercentage",2013
92,92,"Sergio Garcia",65,61.28,538,878,"DrivingAccuracyPercentage",2013
93,93,"Luke Guthrie",82,61.24,700,1143,"DrivingAccuracyPercentage",2013
94,94,"Trevor Immelman",73,61.19,588,961,"DrivingAccuracyPercentage",2013
95,95,"Ben Crane",62,60.94,493,809,"DrivingAccuracyPercentage",2013
95,95,"Geoff Ogilvy",57,60.94,482,791,"DrivingAccuracyPercentage",2013
97,97,"Andrew Svoboda",46,60.91,374,614,"DrivingAccuracyPercentage",2013
98,98,"Martin Laird",68,60.78,575,946,"DrivingAccuracyPercentage",2013
99,99,"Josh Teater",86,60.77,694,1142,"DrivingAccuracyPercentage",2013
100,100,"Chad Campbell",78,60.7,644,1061,"DrivingAccuracyPercentage",2013
101,101,"Brian Harman",89,60.64,718,1184,"DrivingAccuracyPercentage",2013
102,102,"John Senden",79,60.57,659,1088,"DrivingAccuracyPercentage",2013
103,103,"Ben Curtis",59,60.55,485,801,"DrivingAccuracyPercentage",2013
104,104,"John Merrick",79,60.51,668,1104,"DrivingAccuracyPercentage",2013
105,105,"Derek Ernst",58,60.49,490,810,"DrivingAccuracyPercentage",2013
106,106,"Ricky Barnes",74,60.31,588,975,"DrivingAccuracyPercentage",2013
107,107,"Robert Karlsson",56,60.19,437,726,"DrivingAccuracyPercentage",2013
108,108,"Steve LeBrun",66,60.16,521,866,"DrivingAccuracyPercentage",2013
109,109,"Henrik Norlander",70,60.13,570,948,"DrivingAccuracyPercentage",2013
110,110,"Charl Schwartzel",69,59.87,570,952,"DrivingAccuracyPercentage",2013
111,111,"Charlie Beljan",62,59.86,519,867,"DrivingAccuracyPercentage",2013
112,112,"Greg Owen",73,59.76,591,989,"DrivingAccuracyPercentage",2013
112,112,"Lee Williams",62,59.76,499,835,"DrivingAccuracyPercentage",2013
114,114,"Rory Sabbatini",86,59.72,682,1142,"DrivingAccuracyPercentage",2013
115,115,"Chris Kirk",89,59.65,742,1244,"DrivingAccuracyPercentage",2013
116,116,"Charley Hoffman",84,59.57,697,1170,"DrivingAccuracyPercentage",2013
116,116,"Robert Streb",75,59.57,588,987,"DrivingAccuracyPercentage",2013
118,118,"Kyle Stanley",71,59.54,593,996,"DrivingAccuracyPercentage",2013
119,119,"Carl Pettersson",82,59.43,665,1119,"DrivingAccuracyPercentage",2013
120,120,"Cameron Percy",68,59.28,546,921,"DrivingAccuracyPercentage",2013
121,121,"David Lynn",70,59.27,572,965,"DrivingAccuracyPercentage",2013
122,122,"Bud Cauley",67,59.16,520,879,"DrivingAccuracyPercentage",2013
123,123,"Matt Every",89,58.94,732,1242,"DrivingAccuracyPercentage",2013
124,124,"Matt Kuchar",93,58.93,716,1215,"DrivingAccuracyPercentage",2013
125,125,"Marc Leishman",77,58.77,633,1077,"DrivingAccuracyPercentage",2013
126,126,"Scott Stallings",79,58.73,649,1105,"DrivingAccuracyPercentage",2013
126,126,"Bubba Watson",76,58.73,602,1025,"DrivingAccuracyPercentage",2013
128,128,"Johnson Wagner",64,58.69,493,840,"DrivingAccuracyPercentage",2013
129,129,"Harris English",95,58.65,776,1323,"DrivingAccuracyPercentage",2013
130,130,"James Hahn",78,58.58,604,1031,"DrivingAccuracyPercentage",2013
131,131,"John Rollins",77,58.56,595,1016,"DrivingAccuracyPercentage",2013
131,131,"Camilo Villegas",79,58.56,612,1045,"DrivingAccuracyPercentage",2013
133,133,"Stephen Ames",49,58.53,398,680,"DrivingAccuracyPercentage",2013
134,134,"Scott Gardiner",61,58.52,481,822,"DrivingAccuracyPercentage",2013
135,135,"Sangmoon Bae",83,58.39,675,1156,"DrivingAccuracyPercentage",2013
135,135,"Padraig Harrington",52,58.39,400,685,"DrivingAccuracyPercentage",2013
137,137,"Brad Fritsch",81,58.06,623,1073,"DrivingAccuracyPercentage",2013
138,138,"Jason Day",86,58.03,647,1115,"DrivingAccuracyPercentage",2013
139,139,"Alistair Presnell",59,58.01,460,793,"DrivingAccuracyPercentage",2013
140,140,"Rory McIlroy",56,57.92,446,770,"DrivingAccuracyPercentage",2013
141,141,"Robert Allenby",58,57.87,452,781,"DrivingAccuracyPercentage",2013
142,142,"Jeff Overton",78,57.83,628,1086,"DrivingAccuracyPercentage",2013
143,143,"Ernie Els",63,57.72,501,868,"DrivingAccuracyPercentage",2013
143,143,"Morgan Hoffmann",64,57.72,516,894,"DrivingAccuracyPercentage",2013
145,145,"Ryan Palmer",79,57.69,634,1099,"DrivingAccuracyPercentage",2013
146,146,"Gary Woodland",94,57.6,724,1257,"DrivingAccuracyPercentage",2013
147,147,"Eric Meierdierks",48,57.5,368,640,"DrivingAccuracyPercentage",2013
148,148,"Andres Romero",63,57.35,472,823,"DrivingAccuracyPercentage",2013
149,149,"Phil Mickelson",78,57.3,624,1089,"DrivingAccuracyPercentage",2013
150,150,"Stewart Cink",71,57.19,565,988,"DrivingAccuracyPercentage",2013
151,151,"Erik Compton",74,56.89,586,1030,"DrivingAccuracyPercentage",2013
152,152,"Jonas Blixt",76,56.54,601,1063,"DrivingAccuracyPercentage",2013
153,153,"Tommy Gainey",84,56.34,662,1175,"DrivingAccuracyPercentage",2013
154,154,"Peter Hanson",45,56.31,339,602,"DrivingAccuracyPercentage",2013
155,155,"Freddie Jacobson",63,56.26,472,839,"DrivingAccuracyPercentage",2013
156,156,"Angel Cabrera",73,56.19,572,1018,"DrivingAccuracyPercentage",2013
157,157,"Patrick Reed",83,56.13,650,1158,"DrivingAccuracyPercentage",2013
158,158,"Sean OHair",56,55.66,433,778,"DrivingAccuracyPercentage",2013
159,159,"Ryo Ishikawa",72,55.48,542,977,"DrivingAccuracyPercentage",2013
160,160,"Michael Bradley",56,55.46,401,723,"DrivingAccuracyPercentage",2013
161,161,"Troy Matteson",68,55.39,509,919,"DrivingAccuracyPercentage",2013
162,162,"Robert Garrigus",69,55.37,500,903,"DrivingAccuracyPercentage",2013
163,163,"Mike Weir",60,55.07,445,808,"DrivingAccuracyPercentage",2013
164,164,"Shawn Stefani",63,54.97,481,875,"DrivingAccuracyPercentage",2013
165,165,"Casey Wittenberg",72,54.61,533,976,"DrivingAccuracyPercentage",2013
166,166,"James Driscoll",76,53.89,540,1002,"DrivingAccuracyPercentage",2013
167,167,"Nicolas Colsaerts",50,53.8,354,658,"DrivingAccuracyPercentage",2013
168,168,"Martin Flores",83,53.67,621,1157,"DrivingAccuracyPercentage",2013
169,169,"Scott Piercy",78,53.57,563,1051,"DrivingAccuracyPercentage",2013
170,170,"Tag Ridings",69,53.38,482,903,"DrivingAccuracyPercentage",2013
171,171,"Dustin Johnson",71,53.36,524,982,"DrivingAccuracyPercentage",2013
172,172,"Jason Kokrak",78,53.17,578,1087,"DrivingAccuracyPercentage",2013
173,173,"Charles Howell III",87,53.11,631,1188,"DrivingAccuracyPercentage",2013
174,174,"Steven Bowditch",67,53.04,480,905,"DrivingAccuracyPercentage",2013
175,175,"Tim Herron",45,52.24,327,626,"DrivingAccuracyPercentage",2013
176,176,"Jimmy Walker",84,52.18,610,1169,"DrivingAccuracyPercentage",2013
177,177,"Bobby Gates",49,51.59,324,628,"DrivingAccuracyPercentage",2013
178,178,"Seung Yul Noh",71,51.5,481,934,"DrivingAccuracyPercentage",2013
179,179,"Aaron Baddeley",68,50.71,465,917,"DrivingAccuracyPercentage",2013
180,180,"Luke List",65,45.58,387,849,"DrivingAccuracyPercentage",2013
