"FairwayApproachRTPScore_RANKTHISWEEK_2012","FairwayApproachRTPScore_RANKLASTWEEK_2012","FairwayApproachRTPScore_PLAYERNAME_2012","FairwayApproachRTPScore_ROUNDS_2012","FairwayApproachRTPScore_AVGRTP_2012","stat_name","year"
53,53,"Jonathan Byrd",69,-0.085,"FairwayApproachRTPScore",2012
53,53,"Kevin Streelman",89,-0.085,"FairwayApproachRTPScore",2012
55,55,"Will Claxton",99,-0.084,"FairwayApproachRTPScore",2012
55,55,"Rickie Fowler",84,-0.084,"FairwayApproachRTPScore",2012
57,57,"Roberto Castro",92,-0.083,"FairwayApproachRTPScore",2012
57,57,"John Rollins",81,-0.083,"FairwayApproachRTPScore",2012
57,57,"Henrik Stenson",51,-0.083,"FairwayApproachRTPScore",2012
60,60,"Harris English",98,-0.081,"FairwayApproachRTPScore",2012
60,60,"Rory Sabbatini",84,-0.081,"FairwayApproachRTPScore",2012
62,62,"Rocco Mediate",70,-0.08,"FairwayApproachRTPScore",2012
62,62,"Vaughn Taylor",81,-0.08,"FairwayApproachRTPScore",2012
62,62,"Johnson Wagner",88,-0.08,"FairwayApproachRTPScore",2012
65,65,"John Merrick",83,-0.079,"FairwayApproachRTPScore",2012
66,66,"Kevin Na",80,-0.078,"FairwayApproachRTPScore",2012
67,67,"Brian Davis",91,-0.077,"FairwayApproachRTPScore",2012
67,67,"Brian Harman",101,-0.077,"FairwayApproachRTPScore",2012
69,69,"Greg Chalmers",88,-0.076,"FairwayApproachRTPScore",2012
69,69,"Daniel Summerhays",81,-0.076,"FairwayApproachRTPScore",2012
71,71,"KJ Choi",71,-0.075,"FairwayApproachRTPScore",2012
71,71,"Tom Gillis",75,-0.075,"FairwayApproachRTPScore",2012
71,71,"Russell Knox",72,-0.075,"FairwayApproachRTPScore",2012
71,71,"Pat Perez",81,-0.075,"FairwayApproachRTPScore",2012
75,75,"Rod Pampling",88,-0.074,"FairwayApproachRTPScore",2012
75,75,"Ian Poulter",57,-0.074,"FairwayApproachRTPScore",2012
77,77,"John Daly",50,-0.073,"FairwayApproachRTPScore",2012
77,77,"Bryce Molder",83,-0.073,"FairwayApproachRTPScore",2012
77,77,"Josh Teater",97,-0.073,"FairwayApproachRTPScore",2012
80,80,"Kevin Stadler",85,-0.072,"FairwayApproachRTPScore",2012
81,81,"Tim Clark",60,-0.071,"FairwayApproachRTPScore",2012
81,81,"Freddie Jacobson",61,-0.071,"FairwayApproachRTPScore",2012
83,83,"David Hearn",95,-0.07,"FairwayApproachRTPScore",2012
83,83,"JJ Henry",93,-0.07,"FairwayApproachRTPScore",2012
83,83,"Tim Herron",88,-0.07,"FairwayApproachRTPScore",2012
83,83,"Spencer Levin",81,-0.07,"FairwayApproachRTPScore",2012
83,83,"John Mallinger",74,-0.07,"FairwayApproachRTPScore",2012
83,83,"Camilo Villegas",79,-0.07,"FairwayApproachRTPScore",2012
89,89,"Chad Campbell",84,-0.069,"FairwayApproachRTPScore",2012
89,89,"Kevin Chappell",91,-0.069,"FairwayApproachRTPScore",2012
89,89,"Matt Every",80,-0.069,"FairwayApproachRTPScore",2012
89,89,"Seung Yul Noh",105,-0.069,"FairwayApproachRTPScore",2012
93,93,"Davis Love III",64,-0.068,"FairwayApproachRTPScore",2012
93,93,"Hunter Mahan",88,-0.068,"FairwayApproachRTPScore",2012
95,95,"Charley Hoffman",88,-0.067,"FairwayApproachRTPScore",2012
95,95,"George McNeill",85,-0.067,"FairwayApproachRTPScore",2012
95,95,"David Toms",60,-0.067,"FairwayApproachRTPScore",2012
98,98,"Robert Karlsson",54,-0.066,"FairwayApproachRTPScore",2012
98,98,"Kevin Kisner",69,-0.066,"FairwayApproachRTPScore",2012
98,98,"DA Points",88,-0.066,"FairwayApproachRTPScore",2012
98,98,"Dicky Pride",62,-0.066,"FairwayApproachRTPScore",2012
98,98,"Heath Slocum",93,-0.066,"FairwayApproachRTPScore",2012
103,103,"Ernie Els",80,-0.064,"FairwayApproachRTPScore",2012
103,103,"JB Holmes",90,-0.064,"FairwayApproachRTPScore",2012
103,103,"Jerry Kelly",84,-0.064,"FairwayApproachRTPScore",2012
103,103,"Garth Mulroy",59,-0.064,"FairwayApproachRTPScore",2012
107,107,"Blake Adams",107,-0.063,"FairwayApproachRTPScore",2012
107,107,"Ricky Barnes",92,-0.063,"FairwayApproachRTPScore",2012
107,107,"Ben Crane",73,-0.063,"FairwayApproachRTPScore",2012
107,107,"Mathew Goggin",65,-0.063,"FairwayApproachRTPScore",2012
107,107,"William McGirt",96,-0.063,"FairwayApproachRTPScore",2012
112,112,"Bob Estes",78,-0.062,"FairwayApproachRTPScore",2012
112,112,"Bobby Gates",87,-0.062,"FairwayApproachRTPScore",2012
112,112,"John Huh",99,-0.062,"FairwayApproachRTPScore",2012
112,112,"Cameron Tringale",88,-0.062,"FairwayApproachRTPScore",2012
116,116,"Jason Bohn",81,-0.06,"FairwayApproachRTPScore",2012
116,116,"Chris Couch",61,-0.06,"FairwayApproachRTPScore",2012
116,116,"Charlie Wi",86,-0.06,"FairwayApproachRTPScore",2012
116,116,"YE Yang",64,-0.06,"FairwayApproachRTPScore",2012
120,120,"Greg Owen",90,-0.058,"FairwayApproachRTPScore",2012
120,120,"Kyle Reifers",86,-0.058,"FairwayApproachRTPScore",2012
122,122,"Gavin Coles",72,-0.057,"FairwayApproachRTPScore",2012
122,122,"Chris Stroud",86,-0.057,"FairwayApproachRTPScore",2012
124,124,"Harrison Frazar",56,-0.056,"FairwayApproachRTPScore",2012
124,124,"Jeff Maggert",83,-0.056,"FairwayApproachRTPScore",2012
124,124,"Jhonattan Vegas",77,-0.056,"FairwayApproachRTPScore",2012
127,127,"Chez Reavie",83,-0.055,"FairwayApproachRTPScore",2012
127,127,"Michael Thompson",80,-0.055,"FairwayApproachRTPScore",2012
129,129,"Stuart Appleby",75,-0.053,"FairwayApproachRTPScore",2012
129,129,"Trevor Immelman",76,-0.053,"FairwayApproachRTPScore",2012
129,129,"David Mathis",83,-0.053,"FairwayApproachRTPScore",2012
129,129,"Steve Wheatcroft",56,-0.053,"FairwayApproachRTPScore",2012
133,133,"Charlie Beljan",61,-0.052,"FairwayApproachRTPScore",2012
133,133,"James Driscoll",83,-0.052,"FairwayApproachRTPScore",2012
135,135,"Aaron Baddeley",73,-0.051,"FairwayApproachRTPScore",2012
135,135,"Kyle Stanley",86,-0.051,"FairwayApproachRTPScore",2012
137,137,"Scott Brown",65,-0.048,"FairwayApproachRTPScore",2012
138,138,"Tommy Biershenk",74,-0.047,"FairwayApproachRTPScore",2012
139,139,"Graham DeLaet",79,-0.046,"FairwayApproachRTPScore",2012
139,139,"Jason Kokrak",79,-0.046,"FairwayApproachRTPScore",2012
139,139,"Danny Lee",74,-0.046,"FairwayApproachRTPScore",2012
139,139,"Marc Leishman",84,-0.046,"FairwayApproachRTPScore",2012
143,143,"Marco Dawson",60,-0.045,"FairwayApproachRTPScore",2012
143,143,"Tommy Gainey",98,-0.045,"FairwayApproachRTPScore",2012
145,145,"Arjun Atwal",79,-0.044,"FairwayApproachRTPScore",2012
145,145,"Troy Matteson",100,-0.044,"FairwayApproachRTPScore",2012
147,147,"Daniel Chopra",55,-0.043,"FairwayApproachRTPScore",2012
148,148,"Scott Stallings",78,-0.042,"FairwayApproachRTPScore",2012
149,149,"Hunter Haas",69,-0.041,"FairwayApproachRTPScore",2012
149,149,"Gary Woodland",70,-0.041,"FairwayApproachRTPScore",2012
151,151,"Scott Dunlap",57,-0.039,"FairwayApproachRTPScore",2012
152,152,"Angel Cabrera",54,-0.037,"FairwayApproachRTPScore",2012
152,152,"Matt Jones",53,-0.037,"FairwayApproachRTPScore",2012
154,154,"Robert Allenby",76,-0.036,"FairwayApproachRTPScore",2012
154,154,"Nick OHern",78,-0.036,"FairwayApproachRTPScore",2012
156,156,"Troy Kelly",68,-0.034,"FairwayApproachRTPScore",2012
156,156,"Alexandre Rocha",62,-0.034,"FairwayApproachRTPScore",2012
156,156,"Roland Thatcher",55,-0.034,"FairwayApproachRTPScore",2012
156,156,"Boo Weekley",74,-0.034,"FairwayApproachRTPScore",2012
160,160,"Matt Bettencourt",80,-0.032,"FairwayApproachRTPScore",2012
160,160,"Stewart Cink",71,-0.032,"FairwayApproachRTPScore",2012
162,162,"Erik Compton",81,-0.029,"FairwayApproachRTPScore",2012
162,162,"Mark Wilson",84,-0.029,"FairwayApproachRTPScore",2012
164,164,"Derek Lamely",64,-0.028,"FairwayApproachRTPScore",2012
165,165,"Michael Bradley",63,-0.027,"FairwayApproachRTPScore",2012
165,165,"Andres Romero",68,-0.027,"FairwayApproachRTPScore",2012
167,167,"Kris Blanks",65,-0.026,"FairwayApproachRTPScore",2012
168,168,"Ryuji Imada",78,-0.025,"FairwayApproachRTPScore",2012
168,168,"Tom Pernice Jr",62,-0.025,"FairwayApproachRTPScore",2012
168,168,"Brendan Steele",77,-0.025,"FairwayApproachRTPScore",2012
171,171,"Billy Mayfair",90,-0.024,"FairwayApproachRTPScore",2012
172,172,"Edward Loar",59,-0.023,"FairwayApproachRTPScore",2012
173,173,"Mark Anderson",75,-0.018,"FairwayApproachRTPScore",2012
173,173,"Chris DiMarco",83,-0.018,"FairwayApproachRTPScore",2012
173,173,"JJ Killeen",101,-0.018,"FairwayApproachRTPScore",2012
176,176,"Cameron Beckman",81,-0.017,"FairwayApproachRTPScore",2012
177,177,"Colt Knost",79,-0.016,"FairwayApproachRTPScore",2012
178,178,"Sangmoon Bae",81,-0.014,"FairwayApproachRTPScore",2012
179,179,"DJ Trahan",73,-0.012,"FairwayApproachRTPScore",2012
180,180,"Miguel Angel Carballo",73,-0.011,"FairwayApproachRTPScore",2012
180,180,"Justin Leonard",79,-0.011,"FairwayApproachRTPScore",2012
182,182,"Stephen Ames",54,-0.008,"FairwayApproachRTPScore",2012
182,182,"Brandt Jobe",57,-0.008,"FairwayApproachRTPScore",2012
184,184,"Ted Potter Jr",77,-0.004,"FairwayApproachRTPScore",2012
185,185,"Ryo Ishikawa",54,-0.002,"FairwayApproachRTPScore",2012
186,186,"Kyle Thompson",51,0,"FairwayApproachRTPScore",2012
187,187,"Brendon Todd",78,0.002,"FairwayApproachRTPScore",2012
188,188,"Billy Hurley III",70,0.003,"FairwayApproachRTPScore",2012
189,189,"Patrick Sheehan",58,0.005,"FairwayApproachRTPScore",2012
190,190,"Stephen Gangluff",57,0.01,"FairwayApproachRTPScore",2012
191,191,"Sung Kang",75,0.042,"FairwayApproachRTPScore",2012
