"ScoringAverageActual_RANKTHISWEEK_2009","ScoringAverageActual_RANKLASTWEEK_2009","ScoringAverageActual_PLAYERNAME_2009","ScoringAverageActual_ROUNDS_2009","ScoringAverageActual_AVG_2009","ScoringAverageActual_TOTALSTROKES_2009","ScoringAverageActual_TOTALROUNDS_2009","stat_name","year"
85,85,"Steve Elkington",70,70.69,4948,70,"ScoringAverageActual",2009
85,85,"Davis Love III",89,70.69,6150,87,"ScoringAverageActual",2009
85,85,"Scott Piercy",85,70.69,6009,85,"ScoringAverageActual",2009
85,85,"Dean Wilson",81,70.69,5726,81,"ScoringAverageActual",2009
89,89,"Kris Blanks",60,70.7,4242,60,"ScoringAverageActual",2009
90,90,"Retief Goosen",74,70.71,5162,73,"ScoringAverageActual",2009
90,90,"Webb Simpson",94,70.71,6647,94,"ScoringAverageActual",2009
90,90,"Kevin Sutherland",96,70.71,6717,95,"ScoringAverageActual",2009
93,93,"Lee Janzen",74,70.72,5233,74,"ScoringAverageActual",2009
93,93,"YE Yang",83,70.72,5870,83,"ScoringAverageActual",2009
95,95,"DA Points",99,70.73,7002,99,"ScoringAverageActual",2009
96,96,"Michael Allen",73,70.74,5164,73,"ScoringAverageActual",2009
96,96,"Rich Beem",77,70.74,5447,77,"ScoringAverageActual",2009
98,98,"Ernie Els",70,70.76,4670,66,"ScoringAverageActual",2009
99,99,"Joe Durant",62,70.77,4388,62,"ScoringAverageActual",2009
99,99,"John Mallinger",90,70.77,6369,90,"ScoringAverageActual",2009
101,101,"Tom Pernice Jr",82,70.79,5805,82,"ScoringAverageActual",2009
101,101,"Justin Rose",71,70.79,4955,70,"ScoringAverageActual",2009
103,103,"Alex Cejka",82,70.8,5806,82,"ScoringAverageActual",2009
104,104,"Robert Allenby",71,70.81,4957,70,"ScoringAverageActual",2009
105,105,"Pat Perez",74,70.82,5099,72,"ScoringAverageActual",2009
105,105,"Camilo Villegas",76,70.82,5170,73,"ScoringAverageActual",2009
105,105,"Bubba Watson",73,70.82,5170,73,"ScoringAverageActual",2009
108,108,"Phil Mickelson",66,70.83,4462,63,"ScoringAverageActual",2009
109,109,"Jeff Maggert",79,70.84,5596,79,"ScoringAverageActual",2009
109,109,"John Merrick",91,70.84,6446,91,"ScoringAverageActual",2009
109,109,"Ian Poulter",59,70.84,3967,56,"ScoringAverageActual",2009
112,112,"Rod Pampling",72,70.85,5030,71,"ScoringAverageActual",2009
113,113,"Cliff Kresge",78,70.86,5527,78,"ScoringAverageActual",2009
114,114,"Charles Warren",63,70.87,4465,63,"ScoringAverageActual",2009
115,115,"Richard Johnson",85,70.88,6025,85,"ScoringAverageActual",2009
115,115,"Boo Weekley",79,70.88,5458,77,"ScoringAverageActual",2009
117,117,"Brendon de Jonge",90,70.93,6384,90,"ScoringAverageActual",2009
117,117,"Johnson Wagner",81,70.93,5745,81,"ScoringAverageActual",2009
119,119,"Martin Laird",72,70.94,5108,72,"ScoringAverageActual",2009
119,119,"Chez Reavie",81,70.94,5746,81,"ScoringAverageActual",2009
121,121,"Jimmy Walker",74,70.95,5250,74,"ScoringAverageActual",2009
122,122,"Jay Williamson",69,70.97,4897,69,"ScoringAverageActual",2009
123,123,"Glen Day",79,70.99,5608,79,"ScoringAverageActual",2009
124,124,"Jeff Quinney",78,71.01,5539,78,"ScoringAverageActual",2009
125,125,"Daniel Chopra",89,71.03,6322,89,"ScoringAverageActual",2009
126,126,"Steve Flesch",77,71.04,5470,77,"ScoringAverageActual",2009
126,126,"Paul Goydos",79,71.04,5612,79,"ScoringAverageActual",2009
126,126,"Aron Price",89,71.04,6323,89,"ScoringAverageActual",2009
126,126,"Casey Wittenberg",71,71.04,5044,71,"ScoringAverageActual",2009
130,130,"Nathan Green",104,71.05,7389,104,"ScoringAverageActual",2009
130,130,"Padraig Harrington",66,71.05,4618,65,"ScoringAverageActual",2009
132,132,"Nicholas Thompson",96,71.06,6822,96,"ScoringAverageActual",2009
133,133,"Mathew Goggin",76,71.07,5259,74,"ScoringAverageActual",2009
133,133,"David Mathis",82,71.07,5828,82,"ScoringAverageActual",2009
135,135,"Tommy Armour III",58,71.09,4123,58,"ScoringAverageActual",2009
136,136,"Stewart Cink",79,71.1,5190,73,"ScoringAverageActual",2009
136,136,"Jeff Overton",92,71.1,6541,92,"ScoringAverageActual",2009
136,136,"Ryan Palmer",78,71.1,5546,78,"ScoringAverageActual",2009
136,136,"Kirk Triplett",60,71.1,4266,60,"ScoringAverageActual",2009
140,140,"Mark Brooks",55,71.11,3911,55,"ScoringAverageActual",2009
141,141,"Jarrod Lyle",65,71.12,4623,65,"ScoringAverageActual",2009
142,142,"Vijay Singh",71,71.13,4908,69,"ScoringAverageActual",2009
143,143,"Mark Calcavecchia",72,71.14,5122,72,"ScoringAverageActual",2009
144,144,"Angel Cabrera",55,71.15,3842,54,"ScoringAverageActual",2009
145,145,"Ryuji Imada",85,71.16,6049,85,"ScoringAverageActual",2009
146,146,"John Rollins",92,71.17,6548,92,"ScoringAverageActual",2009
147,147,"Steve Lowery",83,71.18,5908,83,"ScoringAverageActual",2009
148,148,"Colt Knost",71,71.2,5055,71,"ScoringAverageActual",2009
149,149,"Kent Jones",73,71.21,5198,73,"ScoringAverageActual",2009
150,150,"Matt Bettencourt",98,71.22,6980,98,"ScoringAverageActual",2009
151,151,"Rocco Mediate",79,71.25,5629,79,"ScoringAverageActual",2009
152,152,"Jason Gore",74,71.26,5273,74,"ScoringAverageActual",2009
153,153,"Brad Adamonis",70,71.27,4989,70,"ScoringAverageActual",2009
154,154,"Aaron Baddeley",66,71.31,4635,65,"ScoringAverageActual",2009
154,154,"Ricky Barnes",67,71.31,4778,67,"ScoringAverageActual",2009
156,156,"Ken Duke",87,71.32,6205,87,"ScoringAverageActual",2009
157,157,"Bart Bryant",58,71.33,4137,58,"ScoringAverageActual",2009
158,158,"Tom Lehman",55,71.42,3928,55,"ScoringAverageActual",2009
158,158,"Andres Romero",58,71.42,4071,57,"ScoringAverageActual",2009
160,160,"Brian Vranesh",51,71.43,3643,51,"ScoringAverageActual",2009
161,161,"Peter Lonard",86,71.51,6150,86,"ScoringAverageActual",2009
161,161,"Carl Pettersson",86,71.51,6150,86,"ScoringAverageActual",2009
163,163,"KJ Choi",65,71.52,4577,64,"ScoringAverageActual",2009
163,163,"Darron Stiles",52,71.52,3719,52,"ScoringAverageActual",2009
165,165,"Todd Hamilton",83,71.54,5938,83,"ScoringAverageActual",2009
166,166,"Will Ma Kenzie",69,71.55,4937,69,"ScoringAverageActual",2009
167,167,"Ben Curtis",63,71.63,4441,62,"ScoringAverageActual",2009
168,168,"Stuart Appleby",79,71.78,5599,78,"ScoringAverageActual",2009
169,169,"Brian Bateman",55,71.8,3949,55,"ScoringAverageActual",2009
170,170,"Billy Mayfair",83,71.89,5967,83,"ScoringAverageActual",2009
171,171,"Gary Woodland",53,71.92,3812,53,"ScoringAverageActual",2009
172,172,"Peter Tomasulo",61,71.98,4391,61,"ScoringAverageActual",2009
173,173,"JB Holmes",74,71.99,5327,74,"ScoringAverageActual",2009
174,174,"Derek Fathauer",63,72.03,4538,63,"ScoringAverageActual",2009
175,175,"Adam Scott",53,72.06,3747,52,"ScoringAverageActual",2009
176,176,"Rick Price",54,72.07,3892,54,"ScoringAverageActual",2009
177,177,"David Duval",56,72.23,4045,56,"ScoringAverageActual",2009
177,177,"Marc Turnesa",77,72.23,5562,77,"ScoringAverageActual",2009
179,179,"Parker McLachlin",71,72.24,5129,71,"ScoringAverageActual",2009
179,179,"Leif Olson",51,72.24,3684,51,"ScoringAverageActual",2009
181,181,"Brad Faxon",59,72.71,4290,59,"ScoringAverageActual",2009
182,182,"Brendon Todd",53,72.74,3855,53,"ScoringAverageActual",2009
183,183,"Greg Kraft",51,72.76,3711,51,"ScoringAverageActual",2009
184,184,"Eric Axley",71,72.93,5178,71,"ScoringAverageActual",2009
