"Scrambling_RANKTHISWEEK_2006","Scrambling_RANKLASTWEEK_2006","Scrambling_PLAYERNAME_2006","Scrambling_ROUNDS_2006","Scrambling_Pct_2006","Scrambling_PARORBETTER_2006","Scrambling_MISSEDGIR_2006","stat_name","year"
150,150,"Fred Couples",52,55.13,172,312,"Scrambling",2006
150,150,"Hunter Mahan",98,55.13,317,575,"Scrambling",2006
152,152,"Olin Browne",108,55.09,368,668,"Scrambling",2006
153,153,"Jeff Brehaut",100,55.04,311,565,"Scrambling",2006
154,154,"Brandt Jobe",91,54.91,285,519,"Scrambling",2006
155,155,"Tom Lehman",70,54.89,202,368,"Scrambling",2006
156,156,"Alex Cejka",93,54.82,290,529,"Scrambling",2006
157,157,"JJ Henry",96,54.78,292,533,"Scrambling",2006
158,158,"Robert Garrigus",85,54.73,289,528,"Scrambling",2006
159,159,"Craig Barlow",77,54.67,246,450,"Scrambling",2006
160,160,"James Driscoll",80,54.58,304,557,"Scrambling",2006
160,160,"Tag Ridings",103,54.58,381,698,"Scrambling",2006
162,162,"Kenny Perry",73,54.57,221,405,"Scrambling",2006
163,163,"Carlos Franco",86,54.55,294,539,"Scrambling",2006
164,164,"Ian Leggatt",80,54.47,274,503,"Scrambling",2006
165,165,"Will Ma Kenzie",91,54.44,276,507,"Scrambling",2006
166,166,"Pat Perez",50,54.4,173,318,"Scrambling",2006
167,167,"Ron Whittaker",81,54.24,262,483,"Scrambling",2006
168,168,"Ted Purdy",103,54.09,324,599,"Scrambling",2006
169,169,"Hidemichi Tanaka",74,54.07,299,553,"Scrambling",2006
170,170,"Jason Gore",86,53.85,301,559,"Scrambling",2006
171,171,"Nicholas Thompson",96,53.79,312,580,"Scrambling",2006
172,172,"Tommy Armour III",65,53.77,228,424,"Scrambling",2006
173,173,"David Howell",52,53.69,160,298,"Scrambling",2006
174,174,"Rich Beem",85,53.66,271,505,"Scrambling",2006
175,175,"Jimmy Walker",60,53.65,213,397,"Scrambling",2006
176,176,"John Engler Jr",69,53.61,260,485,"Scrambling",2006
177,177,"Joey Sindelar",90,53.54,272,508,"Scrambling",2006
178,178,"Jeff Maggert",81,53.47,270,505,"Scrambling",2006
178,178,"Brett Wetterich",82,53.47,254,475,"Scrambling",2006
180,180,"Ryan Hietala",61,53.07,225,424,"Scrambling",2006
181,181,"Bubba Dickerson",98,53.03,315,594,"Scrambling",2006
182,182,"John Rollins",93,52.97,294,555,"Scrambling",2006
183,183,"Sergio Garcia",59,52.8,170,322,"Scrambling",2006
184,184,"Lee Janzen",79,52.76,277,525,"Scrambling",2006
185,185,"Chris Smith",67,52.7,195,370,"Scrambling",2006
186,186,"John Daly",51,52.46,181,345,"Scrambling",2006
187,187,"David Duval",71,52.42,260,496,"Scrambling",2006
188,188,"JB Holmes",81,51.98,250,481,"Scrambling",2006
189,189,"Vance Veazey",59,51.96,212,408,"Scrambling",2006
190,190,"Scott Gutschewski",53,51.63,158,306,"Scrambling",2006
191,191,"Todd Hamilton",72,51.34,287,559,"Scrambling",2006
192,192,"Michael Connell",51,51.29,159,310,"Scrambling",2006
193,193,"Alex Aragon",63,50.78,228,449,"Scrambling",2006
194,194,"Wes Short Jr",96,49.5,300,606,"Scrambling",2006
195,195,"Roger Tambellini",64,49.47,188,380,"Scrambling",2006
196,196,"Chris Couch",75,49.02,224,457,"Scrambling",2006
