"FirstTeeEarlyScoringAverage_RANKTHISWEEK_2008","FirstTeeEarlyScoringAverage_RANKLASTWEEK_2008","FirstTeeEarlyScoringAverage_PLAYERNAME_2008","FirstTeeEarlyScoringAverage_ROUNDS_2008","FirstTeeEarlyScoringAverage_AVG_2008","FirstTeeEarlyScoringAverage_TOTALSTROKES_2008","FirstTeeEarlyScoringAverage_TOTEARLYRDS1STTEE_2008","stat_name","year"
55,55,"James Driscoll",85,70.69,2050,29,"FirstTeeEarlyScoringAverage",2008
55,55,"Brian Gay",102,70.69,1838,26,"FirstTeeEarlyScoringAverage",2008
55,55,"Kevin Na",97,70.69,2474,35,"FirstTeeEarlyScoringAverage",2008
58,58,"Michael Allen",91,70.72,1768,25,"FirstTeeEarlyScoringAverage",2008
59,59,"Scott McCarron",63,70.73,778,11,"FirstTeeEarlyScoringAverage",2008
60,60,"John Huston",56,70.76,1203,17,"FirstTeeEarlyScoringAverage",2008
60,60,"Davis Love III",78,70.76,2052,29,"FirstTeeEarlyScoringAverage",2008
62,62,"Stewart Cink",87,70.77,1557,22,"FirstTeeEarlyScoringAverage",2008
62,62,"Todd Demsey",80,70.77,1840,26,"FirstTeeEarlyScoringAverage",2008
62,62,"Sergio Garcia",72,70.77,920,13,"FirstTeeEarlyScoringAverage",2008
65,65,"Nicholas Thompson",113,70.78,2831,40,"FirstTeeEarlyScoringAverage",2008
66,66,"Mathew Goggin",91,70.79,2053,29,"FirstTeeEarlyScoringAverage",2008
67,67,"Ryan Moore",72,70.81,1133,16,"FirstTeeEarlyScoringAverage",2008
68,68,"Dudley Hart",74,70.82,1204,17,"FirstTeeEarlyScoringAverage",2008
68,68,"Hunter Mahan",87,70.82,2337,33,"FirstTeeEarlyScoringAverage",2008
70,70,"John Riegger",73,70.83,2054,29,"FirstTeeEarlyScoringAverage",2008
71,71,"Joe Durant",92,70.84,2196,31,"FirstTeeEarlyScoringAverage",2008
71,71,"Greg Kraft",63,70.84,1346,19,"FirstTeeEarlyScoringAverage",2008
71,71,"Scott Sterling",89,70.84,2267,32,"FirstTeeEarlyScoringAverage",2008
74,74,"Peter Lonard",92,70.87,2197,31,"FirstTeeEarlyScoringAverage",2008
75,75,"Gavin Coles",54,70.88,1205,17,"FirstTeeEarlyScoringAverage",2008
75,75,"Jeff Gove",50,70.88,1134,16,"FirstTeeEarlyScoringAverage",2008
75,75,"Carl Pettersson",110,70.88,2339,33,"FirstTeeEarlyScoringAverage",2008
75,75,"Marc Turnesa",87,70.88,1701,24,"FirstTeeEarlyScoringAverage",2008
79,79,"George McNeill",97,70.92,2624,37,"FirstTeeEarlyScoringAverage",2008
80,80,"Tag Ridings",88,70.93,1915,27,"FirstTeeEarlyScoringAverage",2008
81,81,"Charley Hoffman",94,70.95,2625,37,"FirstTeeEarlyScoringAverage",2008
82,82,"John Merrick",98,70.96,1916,27,"FirstTeeEarlyScoringAverage",2008
83,83,"Nick OHern",82,70.97,2058,29,"FirstTeeEarlyScoringAverage",2008
84,84,"Robert Allenby",108,71,2272,32,"FirstTeeEarlyScoringAverage",2008
84,84,"Bart Bryant",81,71,1917,27,"FirstTeeEarlyScoringAverage",2008
84,84,"Nick Flanagan",89,71,1775,25,"FirstTeeEarlyScoringAverage",2008
84,84,"Steve Flesch",95,71,2059,29,"FirstTeeEarlyScoringAverage",2008
84,84,"Ryuji Imada",80,71,1704,24,"FirstTeeEarlyScoringAverage",2008
84,84,"Richard Johnson",60,71,1491,21,"FirstTeeEarlyScoringAverage",2008
84,84,"Doug LaBelle II",65,71,1420,20,"FirstTeeEarlyScoringAverage",2008
84,84,"Rod Pampling",83,71,1420,20,"FirstTeeEarlyScoringAverage",2008
84,84,"Brandt Snedeker",85,71,1846,26,"FirstTeeEarlyScoringAverage",2008
93,93,"John Mallinger",95,71.03,2060,29,"FirstTeeEarlyScoringAverage",2008
93,93,"Billy Mayfair",103,71.03,2415,34,"FirstTeeEarlyScoringAverage",2008
95,95,"Carlos Franco",73,71.04,1847,26,"FirstTeeEarlyScoringAverage",2008
96,96,"Ryan Palmer",69,71.05,1350,19,"FirstTeeEarlyScoringAverage",2008
96,96,"Bob Sowards",61,71.05,1563,22,"FirstTeeEarlyScoringAverage",2008
98,98,"Steve Allan",58,71.07,995,14,"FirstTeeEarlyScoringAverage",2008
99,99,"Cameron Beckman",87,71.1,2133,30,"FirstTeeEarlyScoringAverage",2008
99,99,"Jonathan Byrd",88,71.1,2133,30,"FirstTeeEarlyScoringAverage",2008
99,99,"Jeff Overton",103,71.1,2204,31,"FirstTeeEarlyScoringAverage",2008
102,102,"YE Yang",89,71.11,1991,28,"FirstTeeEarlyScoringAverage",2008
103,103,"Kenneth Ferrie",72,71.12,1849,26,"FirstTeeEarlyScoringAverage",2008
104,104,"Dustin Johnson",92,71.14,2561,36,"FirstTeeEarlyScoringAverage",2008
105,105,"Sean OHair",81,71.15,1850,26,"FirstTeeEarlyScoringAverage",2008
106,106,"Brian Davis",108,71.19,1851,26,"FirstTeeEarlyScoringAverage",2008
106,106,"Vaughn Taylor",103,71.19,2207,31,"FirstTeeEarlyScoringAverage",2008
108,108,"Stuart Appleby",87,71.2,1424,20,"FirstTeeEarlyScoringAverage",2008
109,109,"Phil Mickelson",80,71.21,997,14,"FirstTeeEarlyScoringAverage",2008
110,110,"Stephen Ames",83,71.22,1638,23,"FirstTeeEarlyScoringAverage",2008
110,110,"Kent Jones",68,71.22,1282,18,"FirstTeeEarlyScoringAverage",2008
112,112,"Jim McGovern",75,71.25,1710,24,"FirstTeeEarlyScoringAverage",2008
112,112,"DJ Trahan",94,71.25,2280,32,"FirstTeeEarlyScoringAverage",2008
114,114,"Ryan Armour",87,71.26,1639,23,"FirstTeeEarlyScoringAverage",2008
115,115,"Nathan Green",95,71.27,2352,33,"FirstTeeEarlyScoringAverage",2008
115,115,"Jesper Parnevik",88,71.27,2138,30,"FirstTeeEarlyScoringAverage",2008
117,117,"Glen Day",64,71.28,1283,18,"FirstTeeEarlyScoringAverage",2008
117,117,"Pat Perez",93,71.28,2067,29,"FirstTeeEarlyScoringAverage",2008
119,119,"Michael Letzig",88,71.3,1925,27,"FirstTeeEarlyScoringAverage",2008
119,119,"Ted Purdy",68,71.3,1426,20,"FirstTeeEarlyScoringAverage",2008
121,121,"Jeff Quinney",87,71.31,2068,29,"FirstTeeEarlyScoringAverage",2008
122,122,"David Lutterus",59,71.32,1355,19,"FirstTeeEarlyScoringAverage",2008
122,122,"Joe Ogilvie",100,71.32,2710,38,"FirstTeeEarlyScoringAverage",2008
124,124,"Vijay Singh",82,71.33,1498,21,"FirstTeeEarlyScoringAverage",2008
125,125,"Chris Stroud",81,71.34,2069,29,"FirstTeeEarlyScoringAverage",2008
126,126,"Fred Couples",60,71.35,1427,20,"FirstTeeEarlyScoringAverage",2008
127,127,"Nick Watney",96,71.36,2783,39,"FirstTeeEarlyScoringAverage",2008
128,128,"Woody Austin",109,71.42,2714,38,"FirstTeeEarlyScoringAverage",2008
129,129,"Rocco Mediate",87,71.45,2072,29,"FirstTeeEarlyScoringAverage",2008
130,130,"Tim Petrovic",97,71.47,2144,30,"FirstTeeEarlyScoringAverage",2008
130,130,"Andres Romero",69,71.47,2144,30,"FirstTeeEarlyScoringAverage",2008
132,132,"Retief Goosen",59,71.5,1573,22,"FirstTeeEarlyScoringAverage",2008
132,132,"Lee Janzen",89,71.5,1573,22,"FirstTeeEarlyScoringAverage",2008
134,134,"Robert Gamez",79,71.54,2003,28,"FirstTeeEarlyScoringAverage",2008
134,134,"Tom Scherrer",56,71.54,930,13,"FirstTeeEarlyScoringAverage",2008
136,136,"Rich Beem",90,71.55,2719,38,"FirstTeeEarlyScoringAverage",2008
137,137,"John Senden",93,71.56,2934,41,"FirstTeeEarlyScoringAverage",2008
137,137,"David Toms",70,71.56,1789,25,"FirstTeeEarlyScoringAverage",2008
139,139,"Tim Clark",90,71.57,1646,23,"FirstTeeEarlyScoringAverage",2008
140,140,"Mathias Gronberg",87,71.59,2434,34,"FirstTeeEarlyScoringAverage",2008
141,141,"Rory Sabbatini",77,71.61,1289,18,"FirstTeeEarlyScoringAverage",2008
141,141,"Heath Slocum",104,71.61,2220,31,"FirstTeeEarlyScoringAverage",2008
143,143,"Paul Claxton",63,71.62,1504,21,"FirstTeeEarlyScoringAverage",2008
143,143,"Trevor Immelman",70,71.62,1504,21,"FirstTeeEarlyScoringAverage",2008
146,146,"Lucas Glover",91,71.63,2149,30,"FirstTeeEarlyScoringAverage",2008
146,146,"Frank Lickliter II",107,71.63,2865,40,"FirstTeeEarlyScoringAverage",2008
148,148,"Troy Matteson",94,71.67,1720,24,"FirstTeeEarlyScoringAverage",2008
149,149,"Jason Allred",63,71.7,1649,23,"FirstTeeEarlyScoringAverage",2008
149,149,"Angel Cabrera",55,71.7,1434,20,"FirstTeeEarlyScoringAverage",2008
151,151,"Bubba Watson",97,71.71,1721,24,"FirstTeeEarlyScoringAverage",2008
152,152,"Jon Mills",95,71.73,2152,30,"FirstTeeEarlyScoringAverage",2008
153,153,"Brad Adamonis",87,71.74,1363,19,"FirstTeeEarlyScoringAverage",2008
153,153,"Brandt Jobe",52,71.74,1363,19,"FirstTeeEarlyScoringAverage",2008
155,155,"Paul Casey",55,71.76,1220,17,"FirstTeeEarlyScoringAverage",2008
156,156,"Olin Browne",77,71.77,1866,26,"FirstTeeEarlyScoringAverage",2008
156,156,"Chris DiMarco",87,71.77,2153,30,"FirstTeeEarlyScoringAverage",2008
158,158,"Matt Kuchar",88,71.78,1651,23,"FirstTeeEarlyScoringAverage",2008
158,158,"Scott Verplank",82,71.78,1292,18,"FirstTeeEarlyScoringAverage",2008
160,160,"Matt Jones",95,71.79,2082,29,"FirstTeeEarlyScoringAverage",2008
161,161,"Daniel Chopra",84,71.82,2011,28,"FirstTeeEarlyScoringAverage",2008
162,162,"Harrison Frazar",73,71.83,1724,24,"FirstTeeEarlyScoringAverage",2008
162,162,"Charles Warren",79,71.83,1652,23,"FirstTeeEarlyScoringAverage",2008
164,164,"Geoff Ogilvy",65,71.84,1365,19,"FirstTeeEarlyScoringAverage",2008
165,165,"Ernie Els",51,71.85,934,13,"FirstTeeEarlyScoringAverage",2008
166,166,"Ian Poulter",51,71.87,1078,15,"FirstTeeEarlyScoringAverage",2008
167,167,"Mark Calcavecchia",67,71.88,1725,24,"FirstTeeEarlyScoringAverage",2008
167,167,"Johnson Wagner",83,71.88,2300,32,"FirstTeeEarlyScoringAverage",2008
169,169,"Cliff Kresge",84,71.89,2013,28,"FirstTeeEarlyScoringAverage",2008
170,170,"Charles Howell III",101,71.91,2373,33,"FirstTeeEarlyScoringAverage",2008
171,171,"Mark Hensby",71,71.95,1367,19,"FirstTeeEarlyScoringAverage",2008
172,172,"Craig Kanada",65,72,1368,19,"FirstTeeEarlyScoringAverage",2008
173,173,"Jason Day",81,72.06,1297,18,"FirstTeeEarlyScoringAverage",2008
174,174,"Cody Freeman",66,72.12,1226,17,"FirstTeeEarlyScoringAverage",2008
175,175,"Kyle Thompson",70,72.13,1154,16,"FirstTeeEarlyScoringAverage",2008
176,176,"Brad Elder",67,72.16,1371,19,"FirstTeeEarlyScoringAverage",2008
176,176,"Ron Whittaker",54,72.16,1371,19,"FirstTeeEarlyScoringAverage",2008
178,178,"Steve Lowery",74,72.17,2165,30,"FirstTeeEarlyScoringAverage",2008
179,179,"Will Ma Kenzie",62,72.19,1155,16,"FirstTeeEarlyScoringAverage",2008
180,180,"Marco Dawson",64,72.21,1372,19,"FirstTeeEarlyScoringAverage",2008
181,181,"Jay Williamson",96,72.22,1950,27,"FirstTeeEarlyScoringAverage",2008
182,182,"Paul Goydos",78,72.24,1806,25,"FirstTeeEarlyScoringAverage",2008
183,183,"Kevin Stadler",90,72.26,1662,23,"FirstTeeEarlyScoringAverage",2008
184,184,"Jerry Kelly",89,72.28,1807,25,"FirstTeeEarlyScoringAverage",2008
185,185,"Jimmy Walker",73,72.3,1952,27,"FirstTeeEarlyScoringAverage",2008
186,186,"Jin Park",85,72.44,1811,25,"FirstTeeEarlyScoringAverage",2008
187,187,"Tommy Armour III",77,72.5,1160,16,"FirstTeeEarlyScoringAverage",2008
187,187,"Shigeki Maruyama",50,72.5,870,12,"FirstTeeEarlyScoringAverage",2008
189,189,"Stephen Leaney",53,72.59,1234,17,"FirstTeeEarlyScoringAverage",2008
190,190,"JP Hayes",67,72.62,1525,21,"FirstTeeEarlyScoringAverage",2008
191,191,"Brett Rumford",72,72.7,1672,23,"FirstTeeEarlyScoringAverage",2008
192,192,"Todd Hamilton",92,72.71,2254,31,"FirstTeeEarlyScoringAverage",2008
193,193,"Tommy Gainey",60,72.86,1020,14,"FirstTeeEarlyScoringAverage",2008
194,194,"Justin Bolli",87,73.26,1978,27,"FirstTeeEarlyScoringAverage",2008
195,195,"David Duval",51,73.31,953,13,"FirstTeeEarlyScoringAverage",2008
196,196,"Alex Cejka",75,73.36,1027,14,"FirstTeeEarlyScoringAverage",2008
197,197,"Travis Perkins",53,74.47,1117,15,"FirstTeeEarlyScoringAverage",2008
