"ProximitytoHolefromOtherLocations_RANKTHISWEEK_2008","ProximitytoHolefromOtherLocations_RANKLASTWEEK_2008","ProximitytoHolefromOtherLocations_PLAYERNAME_2008","ProximitytoHolefromOtherLocations_ROUNDS_2008","ProximitytoHolefromOtherLocations_AVGDTP_2008","ProximitytoHolefromOtherLocations_TOTALDISTANCEFEET_2008","ProximitytoHolefromOtherLocations_OFSHOTS_2008","ProximitytoHolefromOtherLocations_SCRAMBLINGRANK_2008","stat_name","year"
17,17,"Sean OHair",81,NA,7.017,97,134,"ProximitytoHolefromOtherLocations",2008
17,17,"Nick OHern",82,NA,7.87,110,22,"ProximitytoHolefromOtherLocations",2008
23,23,"Briny Baird",113,NA,9.912,135,5,"ProximitytoHolefromOtherLocations",2008
23,23,"Richard Johnson",77,NA,9.643,133,67,"ProximitytoHolefromOtherLocations",2008
23,23,"Patrick Sheehan",124,NA,12.189,167,39,"ProximitytoHolefromOtherLocations",2008
26,26,"Brad Adamonis",87,NA,9.125,123,131,"ProximitytoHolefromOtherLocations",2008
26,26,"Robert Allenby",108,NA,8.594,116,149,"ProximitytoHolefromOtherLocations",2008
26,26,"Bob Estes",90,NA,11.233,151,33,"ProximitytoHolefromOtherLocations",2008
26,26,"Scott McCarron",63,NA,8.548,115,59,"ProximitytoHolefromOtherLocations",2008
26,26,"Adam Scott",51,NA,4.355,59,173,"ProximitytoHolefromOtherLocations",2008
31,31,"Stuart Appleby",87,NA,7.646,102,30,"ProximitytoHolefromOtherLocations",2008
31,31,"Chad Campbell",94,NA,10.498,140,158,"ProximitytoHolefromOtherLocations",2008
31,31,"Alex Cejka",75,NA,8.287,110,140,"ProximitytoHolefromOtherLocations",2008
31,31,"Sergio Garcia",72,NA,5.501,73,89,"ProximitytoHolefromOtherLocations",2008
31,31,"Doug LaBelle II",65,NA,5.202,69,68,"ProximitytoHolefromOtherLocations",2008
31,31,"Jesper Parnevik",88,NA,12.287,164,23,"ProximitytoHolefromOtherLocations",2008
31,31,"Brandt Snedeker",85,NA,9.683,129,100,"ProximitytoHolefromOtherLocations",2008
31,31,"Vaughn Taylor",103,NA,9.038,121,92,"ProximitytoHolefromOtherLocations",2008
31,31,"David Toms",70,NA,7.796,104,187,"ProximitytoHolefromOtherLocations",2008
40,40,"Chris DiMarco",87,NA,9.162,120,114,"ProximitytoHolefromOtherLocations",2008
40,40,"Nathan Green",95,NA,15.745,207,32,"ProximitytoHolefromOtherLocations",2008
42,42,"Cameron Beckman",87,NA,8.512,110,69,"ProximitytoHolefromOtherLocations",2008
42,42,"Brian Davis",108,NA,15.297,198,17,"ProximitytoHolefromOtherLocations",2008
42,42,"Ryuji Imada",80,NA,9.573,124,34,"ProximitytoHolefromOtherLocations",2008
42,42,"Michael Letzig",88,NA,9.871,128,108,"ProximitytoHolefromOtherLocations",2008
42,42,"Corey Pavin",69,NA,6.926,90,3,"ProximitytoHolefromOtherLocations",2008
42,42,"Tom Pernice Jr",104,NA,12.295,160,11,"ProximitytoHolefromOtherLocations",2008
48,48,"Brad Elder",67,NA,8.689,111,37,"ProximitytoHolefromOtherLocations",2008
48,48,"Lee Janzen",89,NA,8.809,113,91,"ProximitytoHolefromOtherLocations",2008
48,48,"Jerry Kelly",89,NA,9.593,123,83,"ProximitytoHolefromOtherLocations",2008
48,48,"Will Ma Kenzie",62,NA,7.043,90,130,"ProximitytoHolefromOtherLocations",2008
48,48,"George McNeill",97,NA,11.834,152,191,"ProximitytoHolefromOtherLocations",2008
48,48,"Ian Poulter",51,NA,4.132,53,120,"ProximitytoHolefromOtherLocations",2008
48,48,"Brett Rumford",72,NA,8.149,105,151,"ProximitytoHolefromOtherLocations",2008
48,48,"Rory Sabbatini",77,NA,7.62,98,122,"ProximitytoHolefromOtherLocations",2008
48,48,"Scott Verplank",82,NA,9.012,116,83,"ProximitytoHolefromOtherLocations",2008
48,48,"Jimmy Walker",73,NA,8.884,114,134,"ProximitytoHolefromOtherLocations",2008
48,48,"Mike Weir",88,NA,7.634,98,7,"ProximitytoHolefromOtherLocations",2008
48,48,"Charlie Wi",97,NA,12.005,153,4,"ProximitytoHolefromOtherLocations",2008
60,60,"Bart Bryant",81,NA,8.327,106,47,"ProximitytoHolefromOtherLocations",2008
60,60,"Jonathan Byrd",88,NA,12.619,160,72,"ProximitytoHolefromOtherLocations",2008
60,60,"Daniel Chopra",84,NA,9.265,118,95,"ProximitytoHolefromOtherLocations",2008
60,60,"Glen Day",64,NA,7.458,95,6,"ProximitytoHolefromOtherLocations",2008
60,60,"James Driscoll",85,NA,13.163,166,155,"ProximitytoHolefromOtherLocations",2008
60,60,"Freddie Jacobson",78,NA,7.994,101,81,"ProximitytoHolefromOtherLocations",2008
60,60,"Martin Laird",98,NA,13.218,167,117,"ProximitytoHolefromOtherLocations",2008
60,60,"Frank Lickliter II",107,NA,13.362,169,87,"ProximitytoHolefromOtherLocations",2008
60,60,"Billy Mayfair",103,NA,11.344,144,34,"ProximitytoHolefromOtherLocations",2008
60,60,"Parker McLachlin",88,NA,11.266,142,42,"ProximitytoHolefromOtherLocations",2008
60,60,"Tim Petrovic",97,NA,11.033,139,53,"ProximitytoHolefromOtherLocations",2008
60,60,"Brett Quigley",80,NA,11.351,144,97,"ProximitytoHolefromOtherLocations",2008
60,60,"Jeff Quinney",87,NA,10.942,139,70,"ProximitytoHolefromOtherLocations",2008
60,60,"Chris Stroud",81,NA,7.711,98,165,"ProximitytoHolefromOtherLocations",2008
60,60,"Bo Van Pelt",101,NA,14.421,182,118,"ProximitytoHolefromOtherLocations",2008
75,75,"Stephen Ames",83,NA,6.973,87,57,"ProximitytoHolefromOtherLocations",2008
75,75,"Tommy Armour III",77,NA,8.963,112,132,"ProximitytoHolefromOtherLocations",2008
75,75,"Tim Clark",90,NA,7.081,89,65,"ProximitytoHolefromOtherLocations",2008
75,75,"Davis Love III",78,NA,9.234,115,145,"ProximitytoHolefromOtherLocations",2008
75,75,"David Lutterus",59,NA,6.99,87,184,"ProximitytoHolefromOtherLocations",2008
75,75,"John Merrick",98,NA,10.048,125,160,"ProximitytoHolefromOtherLocations",2008
75,75,"Johnson Wagner",83,NA,9.573,120,103,"ProximitytoHolefromOtherLocations",2008
82,82,"Chad Collins",72,NA,11.072,137,88,"ProximitytoHolefromOtherLocations",2008
82,82,"Ben Curtis",80,NA,7.854,97,46,"ProximitytoHolefromOtherLocations",2008
82,82,"Steve Flesch",95,NA,10.352,128,44,"ProximitytoHolefromOtherLocations",2008
82,82,"Carlos Franco",73,NA,8.642,107,153,"ProximitytoHolefromOtherLocations",2008
82,82,"Stephen Leaney",53,NA,7.617,94,53,"ProximitytoHolefromOtherLocations",2008
82,82,"Steve Marino",119,NA,14.651,181,55,"ProximitytoHolefromOtherLocations",2008
82,82,"Andres Romero",69,NA,7.113,88,85,"ProximitytoHolefromOtherLocations",2008
89,89,"Aaron Baddeley",76,NA,9.059,111,60,"ProximitytoHolefromOtherLocations",2008
89,89,"Fred Couples",60,NA,5.016,61,71,"ProximitytoHolefromOtherLocations",2008
89,89,"Jeff Gove",50,NA,7.227,88,80,"ProximitytoHolefromOtherLocations",2008
89,89,"John Riegger",73,NA,9.841,120,58,"ProximitytoHolefromOtherLocations",2008
89,89,"Dean Wilson",109,NA,12.009,146,97,"ProximitytoHolefromOtherLocations",2008
94,94,"Jason Allred",63,NA,8.507,102,127,"ProximitytoHolefromOtherLocations",2008
94,94,"Rich Beem",90,NA,13.295,160,169,"ProximitytoHolefromOtherLocations",2008
94,94,"Shane Bertsch",96,NA,11.674,140,18,"ProximitytoHolefromOtherLocations",2008
94,94,"Lucas Glover",91,NA,11.578,140,115,"ProximitytoHolefromOtherLocations",2008
94,94,"Dustin Johnson",92,NA,11.982,144,192,"ProximitytoHolefromOtherLocations",2008
94,94,"Anthony Kim",81,NA,9.846,118,45,"ProximitytoHolefromOtherLocations",2008
94,94,"Brenden Pappas",66,NA,9.176,110,50,"ProximitytoHolefromOtherLocations",2008
94,94,"Chez Reavie",102,NA,11.426,137,52,"ProximitytoHolefromOtherLocations",2008
94,94,"Kevin Sutherland",98,NA,10.92,132,25,"ProximitytoHolefromOtherLocations",2008
104,104,"Ryan Armour",87,NA,9.835,117,194,"ProximitytoHolefromOtherLocations",2008
104,104,"Robert Gamez",79,NA,10.242,122,162,"ProximitytoHolefromOtherLocations",2008
104,104,"Charley Hoffman",94,NA,11.295,135,93,"ProximitytoHolefromOtherLocations",2008
104,104,"Craig Kanada",65,NA,9.687,115,24,"ProximitytoHolefromOtherLocations",2008
104,104,"Rocco Mediate",87,NA,11.857,142,109,"ProximitytoHolefromOtherLocations",2008
104,104,"Jon Mills",95,NA,12.365,148,154,"ProximitytoHolefromOtherLocations",2008
104,104,"Omar Uresti",74,NA,9.953,119,8,"ProximitytoHolefromOtherLocations",2008
104,104,"Nick Watney",96,NA,12.528,150,101,"ProximitytoHolefromOtherLocations",2008
112,112,"Mark Hensby",71,NA,11.598,137,185,"ProximitytoHolefromOtherLocations",2008
112,112,"Matt Jones",95,NA,12.865,152,62,"ProximitytoHolefromOtherLocations",2008
112,112,"Matt Kuchar",88,NA,10.031,118,14,"ProximitytoHolefromOtherLocations",2008
112,112,"Travis Perkins",53,NA,5.095,60,193,"ProximitytoHolefromOtherLocations",2008
112,112,"Marc Turnesa",87,NA,12.322,145,41,"ProximitytoHolefromOtherLocations",2008
117,117,"Alejandro Canizares",52,NA,6.868,80,111,"ProximitytoHolefromOtherLocations",2008
117,117,"Ken Duke",116,NA,13.833,160,82,"ProximitytoHolefromOtherLocations",2008
117,117,"Joe Durant",92,NA,10.984,127,189,"ProximitytoHolefromOtherLocations",2008
117,117,"Steve Elkington",84,NA,11.768,137,78,"ProximitytoHolefromOtherLocations",2008
117,117,"Phil Mickelson",80,NA,7.699,90,26,"ProximitytoHolefromOtherLocations",2008
117,117,"Pat Perez",93,NA,10.816,126,124,"ProximitytoHolefromOtherLocations",2008
117,117,"DJ Trahan",94,NA,9.782,114,139,"ProximitytoHolefromOtherLocations",2008
124,124,"Justin Bolli",87,NA,10.993,126,182,"ProximitytoHolefromOtherLocations",2008
124,124,"Rod Pampling",83,NA,10.266,118,129,"ProximitytoHolefromOtherLocations",2008
124,124,"John Senden",93,NA,11.289,130,156,"ProximitytoHolefromOtherLocations",2008
124,124,"Boo Weekley",86,NA,7.73,89,106,"ProximitytoHolefromOtherLocations",2008
128,128,"Michael Allen",91,NA,12.472,142,110,"ProximitytoHolefromOtherLocations",2008
128,128,"Mark Calcavecchia",67,NA,7.975,91,161,"ProximitytoHolefromOtherLocations",2008
128,128,"Todd Demsey",80,NA,12.507,142,65,"ProximitytoHolefromOtherLocations",2008
128,128,"Cody Freeman",66,NA,8.842,100,177,"ProximitytoHolefromOtherLocations",2008
128,128,"Bill Haas",99,NA,12.332,140,148,"ProximitytoHolefromOtherLocations",2008
128,128,"JB Holmes",86,NA,10.943,124,152,"ProximitytoHolefromOtherLocations",2008
128,128,"Charles Howell III",101,NA,11.998,136,116,"ProximitytoHolefromOtherLocations",2008
128,128,"Ryan Moore",72,NA,12.622,144,48,"ProximitytoHolefromOtherLocations",2008
128,128,"Heath Slocum",104,NA,10.972,124,75,"ProximitytoHolefromOtherLocations",2008
128,128,"Kevin Stadler",90,NA,12.054,137,186,"ProximitytoHolefromOtherLocations",2008
128,128,"Scott Sterling",89,NA,11.355,129,19,"ProximitytoHolefromOtherLocations",2008
128,128,"Mark Wilson",107,NA,15.471,176,31,"ProximitytoHolefromOtherLocations",2008
140,140,"Gavin Coles",54,NA,5.428,61,9,"ProximitytoHolefromOtherLocations",2008
140,140,"Jason Day",81,NA,13.562,153,94,"ProximitytoHolefromOtherLocations",2008
140,140,"Harrison Frazar",73,NA,10.877,122,175,"ProximitytoHolefromOtherLocations",2008
140,140,"Mathias Gronberg",87,NA,14.784,167,121,"ProximitytoHolefromOtherLocations",2008
140,140,"Dudley Hart",74,NA,9.859,111,20,"ProximitytoHolefromOtherLocations",2008
140,140,"Tim Herron",97,NA,14.269,160,10,"ProximitytoHolefromOtherLocations",2008
140,140,"Kent Jones",68,NA,8.002,90,105,"ProximitytoHolefromOtherLocations",2008
147,147,"Paul Claxton",63,NA,8.682,97,178,"ProximitytoHolefromOtherLocations",2008
147,147,"Ben Crane",86,NA,11.196,124,16,"ProximitytoHolefromOtherLocations",2008
147,147,"Paul Goydos",78,NA,10.4,115,74,"ProximitytoHolefromOtherLocations",2008
147,147,"Bob Tway",70,NA,9.662,107,27,"ProximitytoHolefromOtherLocations",2008
147,147,"Bubba Watson",97,NA,11.216,125,156,"ProximitytoHolefromOtherLocations",2008
147,147,"Jay Williamson",96,NA,13.361,148,159,"ProximitytoHolefromOtherLocations",2008
153,153,"Eric Axley",113,NA,16.786,185,40,"ProximitytoHolefromOtherLocations",2008
153,153,"Jim McGovern",75,NA,10.301,113,167,"ProximitytoHolefromOtherLocations",2008
153,153,"Tom Scherrer",56,NA,8.368,92,126,"ProximitytoHolefromOtherLocations",2008
153,153,"Kyle Thompson",70,NA,8.308,91,183,"ProximitytoHolefromOtherLocations",2008
157,157,"David Duval",51,NA,7.654,83,195,"ProximitytoHolefromOtherLocations",2008
157,157,"JJ Henry",108,NA,16.712,182,143,"ProximitytoHolefromOtherLocations",2008
157,157,"Troy Matteson",94,NA,14.14,154,173,"ProximitytoHolefromOtherLocations",2008
157,157,"Carl Pettersson",110,NA,13.809,150,49,"ProximitytoHolefromOtherLocations",2008
161,161,"Steve Allan",58,NA,8.068,87,175,"ProximitytoHolefromOtherLocations",2008
161,161,"Paul Casey",55,NA,4.748,51,188,"ProximitytoHolefromOtherLocations",2008
161,161,"Geoff Ogilvy",65,NA,5.006,54,38,"ProximitytoHolefromOtherLocations",2008
161,161,"Camilo Villegas",79,NA,7.971,86,171,"ProximitytoHolefromOtherLocations",2008
161,161,"Ron Whittaker",54,NA,6.239,67,164,"ProximitytoHolefromOtherLocations",2008
166,166,"Nick Flanagan",89,NA,17.343,184,179,"ProximitytoHolefromOtherLocations",2008
166,166,"JP Hayes",67,NA,12.472,133,73,"ProximitytoHolefromOtherLocations",2008
166,166,"Brandt Jobe",52,NA,7.615,81,172,"ProximitytoHolefromOtherLocations",2008
166,166,"Steve Lowery",74,NA,13.516,144,141,"ProximitytoHolefromOtherLocations",2008
166,166,"Joe Ogilvie",100,NA,15.525,165,62,"ProximitytoHolefromOtherLocations",2008
166,166,"Bob Sowards",61,NA,8.309,88,150,"ProximitytoHolefromOtherLocations",2008
172,172,"Olin Browne",77,NA,11.947,126,113,"ProximitytoHolefromOtherLocations",2008
172,172,"John Huston",56,NA,7.406,78,79,"ProximitytoHolefromOtherLocations",2008
172,172,"Ryan Palmer",69,NA,7.919,83,138,"ProximitytoHolefromOtherLocations",2008
172,172,"YE Yang",89,NA,13.069,138,137,"ProximitytoHolefromOtherLocations",2008
176,176,"Woody Austin",109,NA,15.412,160,147,"ProximitytoHolefromOtherLocations",2008
176,176,"Tom Lehman",51,NA,5.886,61,101,"ProximitytoHolefromOtherLocations",2008
176,176,"Jeff Overton",103,NA,16.291,169,125,"ProximitytoHolefromOtherLocations",2008
176,176,"John Rollins",94,NA,14.545,151,43,"ProximitytoHolefromOtherLocations",2008
180,180,"Kenneth Ferrie",72,NA,13.61,140,145,"ProximitytoHolefromOtherLocations",2008
180,180,"Kenny Perry",97,NA,14.299,148,90,"ProximitytoHolefromOtherLocations",2008
180,180,"Charles Warren",79,NA,12.783,132,196,"ProximitytoHolefromOtherLocations",2008
183,183,"Billy Andrade",71,NA,8.662,88,163,"ProximitytoHolefromOtherLocations",2008
183,183,"Cliff Kresge",84,NA,11.844,121,166,"ProximitytoHolefromOtherLocations",2008
183,183,"Ted Purdy",68,NA,10.835,111,123,"ProximitytoHolefromOtherLocations",2008
186,186,"Nicholas Thompson",113,NA,18.897,191,85,"ProximitytoHolefromOtherLocations",2008
187,187,"Todd Hamilton",92,NA,12.377,123,168,"ProximitytoHolefromOtherLocations",2008
187,187,"Zach Johnson",85,NA,10.157,101,103,"ProximitytoHolefromOtherLocations",2008
187,187,"Jeff Maggert",86,NA,14.174,141,133,"ProximitytoHolefromOtherLocations",2008
187,187,"Jin Park",85,NA,10.432,103,128,"ProximitytoHolefromOtherLocations",2008
191,191,"Jason Gore",94,NA,12.961,127,136,"ProximitytoHolefromOtherLocations",2008
191,191,"Hunter Mahan",87,NA,10.489,103,170,"ProximitytoHolefromOtherLocations",2008
193,193,"Kevin Streelman",114,NA,17.775,173,56,"ProximitytoHolefromOtherLocations",2008
194,194,"Tommy Gainey",60,NA,7.91,76,197,"ProximitytoHolefromOtherLocations",2008
195,195,"Robert Garrigus",90,NA,15.446,145,190,"ProximitytoHolefromOtherLocations",2008
195,195,"Tag Ridings",88,NA,15.196,142,118,"ProximitytoHolefromOtherLocations",2008
197,197,"Angel Cabrera",55,NA,7.863,72,180,"ProximitytoHolefromOtherLocations",2008
