"StrokesGainedTotal_RANKTHISWEEK_2010","StrokesGainedTotal_RANKLASTWEEK_2010","StrokesGainedTotal_PLAYERNAME_2010","StrokesGainedTotal_ROUNDS_2010","StrokesGainedTotal_AVERAGE_2010","StrokesGainedTotal_TOTALSGT_2010","StrokesGainedTotal_TOTALSGT2G_2010","StrokesGainedTotal_TOTALSGP_2010","StrokesGainedTotal_MEASUREDROUNDS_2010","stat_name","year"
18,18,"Nick Watney",91,0.857,59.119,52.941,6.178,69,"StrokesGainedTotal",2010
19,19,"Kevin Na",94,0.83,63.089,25.655,37.434,76,"StrokesGainedTotal",2010
20,20,"Ben Crane",85,0.828,54.651,37.106,17.545,66,"StrokesGainedTotal",2010
21,21,"Adam Scott",70,0.821,42.673,81.44,-38.767,52,"StrokesGainedTotal",2010
22,22,"Stewart Cink",84,0.807,52.475,40.116,12.359,65,"StrokesGainedTotal",2010
23,23,"Tim Clark",88,0.793,53.953,35.68,18.273,68,"StrokesGainedTotal",2010
23,23,"Zach Johnson",93,0.793,59.462,15.752,43.71,75,"StrokesGainedTotal",2010
25,25,"Geoff Ogilvy",62,0.736,36.801,18.282,18.519,50,"StrokesGainedTotal",2010
26,26,"Charles Howell III",103,0.735,66.135,25.499,40.636,90,"StrokesGainedTotal",2010
27,27,"Rickie Fowler",98,0.72,59.769,49.089,10.68,83,"StrokesGainedTotal",2010
28,28,"Rory McIlroy",54,0.715,28.583,37.588,-9.005,40,"StrokesGainedTotal",2010
29,29,"Dean Wilson",54,0.709,33.343,-3.367,36.71,47,"StrokesGainedTotal",2010
30,30,"Vijay Singh",75,0.704,40.134,82.254,-42.12,57,"StrokesGainedTotal",2010
31,31,"Camilo Villegas",78,0.692,38.757,60.954,-22.197,56,"StrokesGainedTotal",2010
32,32,"David Toms",86,0.691,48.404,29.224,19.18,70,"StrokesGainedTotal",2010
33,33,"Brendon de Jonge",114,0.69,62.758,62.718,0.04,91,"StrokesGainedTotal",2010
34,34,"Freddie Jacobson",83,0.682,52.537,33.981,18.556,77,"StrokesGainedTotal",2010
35,35,"Jason Day",82,0.675,47.933,48.588,-0.655,71,"StrokesGainedTotal",2010
36,36,"Bubba Watson",77,0.661,44.318,49.502,-5.184,67,"StrokesGainedTotal",2010
37,37,"Ryan Moore",80,0.65,39.626,21.368,18.258,61,"StrokesGainedTotal",2010
38,38,"Charlie Wi",95,0.614,54.661,3.615,51.046,89,"StrokesGainedTotal",2010
39,39,"Hunter Mahan",85,0.603,40.419,35.855,4.564,67,"StrokesGainedTotal",2010
40,40,"Chad Campbell",95,0.599,48.532,57.114,-8.582,81,"StrokesGainedTotal",2010
41,41,"Jeff Overton",89,0.568,40.356,11.289,29.067,71,"StrokesGainedTotal",2010
42,42,"John Senden",103,0.567,49.306,61.403,-12.097,87,"StrokesGainedTotal",2010
43,43,"Sean OHair",84,0.562,36.558,41.149,-4.591,65,"StrokesGainedTotal",2010
44,44,"Tom Gillis",97,0.554,49.891,17.54,32.351,90,"StrokesGainedTotal",2010
45,45,"Ricky Barnes",103,0.55,45.683,43.935,1.748,83,"StrokesGainedTotal",2010
46,46,"Heath Slocum",97,0.541,39.518,58.39,-18.872,73,"StrokesGainedTotal",2010
47,47,"Paul Stankowski",62,0.536,28.404,10.812,17.592,53,"StrokesGainedTotal",2010
48,48,"Steve Elkington",74,0.526,31.06,11.679,19.381,59,"StrokesGainedTotal",2010
49,49,"Carl Pettersson",99,0.523,43.41,-24.468,67.878,83,"StrokesGainedTotal",2010
50,50,"Stephen Ames",75,0.516,35.605,9.719,25.886,69,"StrokesGainedTotal",2010
51,51,"Spencer Levin",110,0.513,50.3,37.347,12.953,98,"StrokesGainedTotal",2010
52,52,"Brandt Snedeker",89,0.51,38.229,3.454,34.775,75,"StrokesGainedTotal",2010
53,53,"Justin Leonard",89,0.507,36.499,23.478,13.021,72,"StrokesGainedTotal",2010
54,54,"Pat Perez",90,0.493,40.907,9.431,31.476,83,"StrokesGainedTotal",2010
55,55,"Brian Gay",101,0.485,39.744,-20.096,59.84,82,"StrokesGainedTotal",2010
56,56,"Steve Marino",81,0.48,30.265,13.801,16.464,63,"StrokesGainedTotal",2010
57,57,"Jonathan Byrd",85,0.474,38.838,36.456,2.382,82,"StrokesGainedTotal",2010
58,58,"Shaun Micheel",70,0.463,24.522,12.048,12.474,53,"StrokesGainedTotal",2010
59,59,"DJ Trahan",92,0.457,37.445,75.774,-38.329,82,"StrokesGainedTotal",2010
60,60,"Chris Riley",73,0.454,28.623,16.949,11.674,63,"StrokesGainedTotal",2010
61,61,"Bryce Molder",84,0.446,32.575,-2.176,34.751,73,"StrokesGainedTotal",2010
61,61,"John Rollins",81,0.446,33.464,49.673,-16.209,75,"StrokesGainedTotal",2010
63,63,"Joe Durant",67,0.439,25.032,41.69,-16.658,57,"StrokesGainedTotal",2010
64,64,"Matt Jones",89,0.414,33.125,-7.616,40.741,80,"StrokesGainedTotal",2010
65,65,"Kevin Sutherland",86,0.408,31.835,39.151,-7.316,78,"StrokesGainedTotal",2010
66,66,"Kenny Perry",69,0.401,22.462,36.111,-13.649,56,"StrokesGainedTotal",2010
67,67,"Jason Bohn",84,0.376,27.857,18.269,9.588,74,"StrokesGainedTotal",2010
68,68,"Scott Verplank",74,0.358,20.062,18.16,1.902,56,"StrokesGainedTotal",2010
69,69,"Marc Leishman",87,0.352,25.356,35.873,-10.517,72,"StrokesGainedTotal",2010
70,70,"Vaughn Taylor",87,0.338,26.706,31.132,-4.426,79,"StrokesGainedTotal",2010
71,71,"Graham DeLaet",88,0.335,25.467,52.849,-27.382,76,"StrokesGainedTotal",2010
72,72,"JJ Henry",92,0.306,24.193,7.014,17.179,79,"StrokesGainedTotal",2010
73,73,"Greg Chalmers",93,0.305,26.576,-40.619,67.195,87,"StrokesGainedTotal",2010
74,74,"Lucas Glover",75,0.254,14.998,21.762,-6.764,59,"StrokesGainedTotal",2010
75,75,"Angel Cabrera",64,0.25,12.739,20.305,-7.566,51,"StrokesGainedTotal",2010
76,76,"Ryuji Imada",90,0.236,19.837,-26.45,46.287,84,"StrokesGainedTotal",2010
77,77,"Ryan Palmer",84,0.201,14.294,-16.42,30.714,71,"StrokesGainedTotal",2010
78,78,"Chris Couch",66,0.199,11.73,-6.101,17.831,59,"StrokesGainedTotal",2010
79,79,"Aron Price",70,0.197,12.199,11.118,1.081,62,"StrokesGainedTotal",2010
80,80,"Jerry Kelly",99,0.193,15.85,52.349,-36.437,82,"StrokesGainedTotal",2010
81,81,"Michael Sim",64,0.184,9.736,-17.695,27.431,53,"StrokesGainedTotal",2010
82,82,"Chris Stroud",90,0.183,13.15,8.682,4.468,72,"StrokesGainedTotal",2010
83,83,"Ben Curtis",78,0.181,11.955,-3.173,15.128,66,"StrokesGainedTotal",2010
84,84,"Tim Petrovic",105,0.179,16.81,17.399,-0.589,94,"StrokesGainedTotal",2010
85,85,"YE Yang",72,0.167,9.68,-1.217,10.897,58,"StrokesGainedTotal",2010
86,86,"Boo Weekley",88,0.155,11.495,39.336,-27.841,74,"StrokesGainedTotal",2010
87,87,"Briny Baird",87,0.153,12.068,13.774,-2.022,79,"StrokesGainedTotal",2010
88,88,"DA Points",90,0.149,11.777,19.649,-7.872,79,"StrokesGainedTotal",2010
89,89,"Aaron Baddeley",94,0.142,12.521,-32.314,44.835,88,"StrokesGainedTotal",2010
90,90,"Webb Simpson",98,0.138,12.69,-21.345,34.035,92,"StrokesGainedTotal",2010
91,91,"Davis Love III",79,0.131,8.65,42.296,-33.646,66,"StrokesGainedTotal",2010
92,92,"Rory Sabbatini",79,0.118,7.899,21.433,-13.534,67,"StrokesGainedTotal",2010
92,92,"Jeev Milkha Singh",59,0.118,6.159,8.521,-2.362,52,"StrokesGainedTotal",2010
94,94,"Chad Collins",87,0.116,8.663,-38.269,46.932,75,"StrokesGainedTotal",2010
94,94,"Will Ma Kenzie",72,0.116,7.88,38.31,-30.43,68,"StrokesGainedTotal",2010
96,96,"Andres Romero",73,0.107,7.685,-10.626,18.311,72,"StrokesGainedTotal",2010
97,97,"Charles Warren",64,0.087,4.758,27.357,-22.599,55,"StrokesGainedTotal",2010
98,98,"Martin Laird",91,0.084,6.671,30.713,-24.042,79,"StrokesGainedTotal",2010
98,98,"Scott McCarron",90,0.084,6.994,-35.126,42.12,83,"StrokesGainedTotal",2010
100,100,"Stuart Appleby",101,0.083,7.335,12.237,-4.902,88,"StrokesGainedTotal",2010
101,101,"Brett Wetterich",54,0.082,4.327,10.991,-6.664,53,"StrokesGainedTotal",2010
102,102,"Michael Connell",89,0.067,5.147,-20.796,25.943,77,"StrokesGainedTotal",2010
103,103,"Kevin Streelman",90,0.065,5.182,1.628,3.554,80,"StrokesGainedTotal",2010
104,104,"Tom Pernice Jr",74,0.035,2.018,11.579,-9.561,58,"StrokesGainedTotal",2010
105,105,"Alex Prugh",88,0.032,2.588,-13.595,16.183,80,"StrokesGainedTotal",2010
106,106,"Jarrod Lyle",54,0.027,1.24,-1.003,2.243,46,"StrokesGainedTotal",2010
107,107,"Sergio Garcia",58,0.024,0.867,13.819,-12.952,36,"StrokesGainedTotal",2010
108,108,"Jimmy Walker",82,0.014,0.982,-16.683,17.665,70,"StrokesGainedTotal",2010
109,109,"Chris DiMarco",88,0.01,0.753,5.262,-4.509,78,"StrokesGainedTotal",2010
110,110,"Brett Quigley",96,-0.006,-0.512,-7.338,6.826,88,"StrokesGainedTotal",2010
111,111,"Woody Austin",93,-0.021,-1.708,3.51,-5.218,83,"StrokesGainedTotal",2010
111,111,"John Merrick",109,-0.021,-1.93,9.631,-11.561,92,"StrokesGainedTotal",2010
113,113,"James Driscoll",78,-0.026,-1.955,-25.276,23.321,74,"StrokesGainedTotal",2010
114,114,"George McNeill",79,-0.03,-2.117,-24.432,22.315,70,"StrokesGainedTotal",2010
115,115,"Michael Letzig",84,-0.033,-2.626,3.051,-5.677,80,"StrokesGainedTotal",2010
116,116,"Jason Dufner",87,-0.04,-2.792,38.579,-41.371,69,"StrokesGainedTotal",2010
117,117,"Chris Tidland",77,-0.057,-3.89,-19.564,15.674,68,"StrokesGainedTotal",2010
118,118,"Mark Wilson",87,-0.063,-5.009,-16.014,11.005,79,"StrokesGainedTotal",2010
119,119,"Scott Piercy",88,-0.079,-6.419,-23.81,17.391,81,"StrokesGainedTotal",2010
120,120,"Bob Estes",79,-0.096,-6.824,-7.81,0.986,71,"StrokesGainedTotal",2010
121,121,"Jeff Quinney",91,-0.115,-9.183,-40.232,31.049,80,"StrokesGainedTotal",2010
122,122,"JP Hayes",79,-0.117,-7.96,-9.81,1.85,68,"StrokesGainedTotal",2010
123,123,"Alex Cejka",81,-0.133,-9.045,22.672,-31.717,68,"StrokesGainedTotal",2010
124,124,"Garrett Willis",82,-0.135,-9.597,0.159,-9.756,71,"StrokesGainedTotal",2010
125,125,"Johnson Wagner",85,-0.175,-12.975,-17.794,4.819,74,"StrokesGainedTotal",2010
126,126,"Josh Teater",101,-0.179,-16.495,12.431,-28.926,92,"StrokesGainedTotal",2010
127,127,"Matt Every",60,-0.18,-9.194,-21.431,12.237,51,"StrokesGainedTotal",2010
128,128,"Troy Matteson",84,-0.206,-16.045,18.685,-34.73,78,"StrokesGainedTotal",2010
129,129,"Brian Davis",101,-0.228,-20.334,1.813,-22.147,89,"StrokesGainedTotal",2010
130,130,"Rocco Mediate",71,-0.243,-14.844,18.272,-33.116,61,"StrokesGainedTotal",2010
131,131,"Kris Blanks",91,-0.249,-18.411,23.647,-42.058,74,"StrokesGainedTotal",2010
132,132,"John Mallinger",78,-0.27,-17.576,-20.875,3.299,65,"StrokesGainedTotal",2010
133,133,"Kevin Stadler",86,-0.272,-19.597,0.192,-19.789,72,"StrokesGainedTotal",2010
134,134,"Nathan Green",86,-0.28,-22.7,-50.189,27.489,81,"StrokesGainedTotal",2010
135,135,"Mike Weir",59,-0.287,-11.477,-10.766,-0.711,40,"StrokesGainedTotal",2010
136,136,"Lee Janzen",77,-0.292,-20.418,0.699,-21.117,70,"StrokesGainedTotal",2010
137,137,"Blake Adams",84,-0.3,-22.465,-37.139,14.674,75,"StrokesGainedTotal",2010
138,138,"Tim Herron",79,-0.306,-21.107,-32.925,11.818,69,"StrokesGainedTotal",2010
139,139,"Joe Ogilvie",99,-0.314,-26.995,-35.247,8.252,86,"StrokesGainedTotal",2010
140,140,"David Duval",71,-0.316,-17.696,-24.426,6.73,56,"StrokesGainedTotal",2010
141,141,"Jay Williamson",76,-0.322,-19.63,-8.987,-10.643,61,"StrokesGainedTotal",2010
142,142,"Trevor Immelman",55,-0.324,-13.914,-17.1,3.186,43,"StrokesGainedTotal",2010
142,142,"James Nitties",92,-0.324,-26.207,-37.018,10.811,81,"StrokesGainedTotal",2010
144,144,"Cameron Percy",73,-0.333,-19.663,9.308,-28.971,59,"StrokesGainedTotal",2010
145,145,"Ian Poulter",55,-0.334,-11.345,-18.572,7.227,34,"StrokesGainedTotal",2010
146,146,"Mathias Gronberg",61,-0.351,-17.552,-8.372,-9.18,50,"StrokesGainedTotal",2010
147,147,"Richard Johnson",90,-0.353,-25.784,-39.476,13.692,73,"StrokesGainedTotal",2010
148,148,"Robert Garrigus",71,-0.361,-21.997,-12.001,-9.996,61,"StrokesGainedTotal",2010
149,149,"Paul Goydos",78,-0.386,-25.494,-15.088,-10.406,66,"StrokesGainedTotal",2010
150,150,"Rod Pampling",77,-0.394,-27.551,-10.294,-17.257,70,"StrokesGainedTotal",2010
151,151,"Michael Bradley",77,-0.444,-30.202,-24.497,-5.705,68,"StrokesGainedTotal",2010
152,152,"Troy Merritt",86,-0.516,-39.769,-79.21,39.441,77,"StrokesGainedTotal",2010
153,153,"Cliff Kresge",50,-0.518,-23.325,2.462,-25.787,45,"StrokesGainedTotal",2010
154,154,"Billy Mayfair",78,-0.525,-34.118,31.396,-65.514,65,"StrokesGainedTotal",2010
155,155,"Bill Lunde",79,-0.534,-35.768,-34.991,-0.777,67,"StrokesGainedTotal",2010
156,156,"Cameron Beckman",68,-0.547,-32.295,-14.801,-17.494,59,"StrokesGainedTotal",2010
157,157,"Matt Bettencourt",91,-0.575,-40.277,-66.034,25.757,70,"StrokesGainedTotal",2010
158,158,"Mathew Goggin",85,-0.579,-44.033,-15.375,-28.658,76,"StrokesGainedTotal",2010
159,159,"Garth Mulroy",53,-0.583,-24.483,0.111,-24.594,42,"StrokesGainedTotal",2010
160,160,"Cameron Tringale",55,-0.595,-26.755,5.226,-31.981,45,"StrokesGainedTotal",2010
161,161,"Rich Barcelo",70,-0.605,-35.117,-43.48,8.363,58,"StrokesGainedTotal",2010
162,162,"Omar Uresti",74,-0.616,-37.557,8.61,-46.167,61,"StrokesGainedTotal",2010
163,163,"Derek Lamely",81,-0.677,-43.347,-44.601,1.254,64,"StrokesGainedTotal",2010
164,164,"Steve Flesch",78,-0.709,-46.1,-41.05,-5.05,65,"StrokesGainedTotal",2010
165,165,"Henrik Bjornstad",72,-0.717,-42.288,-29.815,-12.473,59,"StrokesGainedTotal",2010
166,166,"Steve Wheatcroft",74,-0.723,-41.946,-54.173,12.227,58,"StrokesGainedTotal",2010
167,167,"Jeff Maggert",76,-0.785,-49.464,-26.976,-22.488,63,"StrokesGainedTotal",2010
168,168,"Brian Stuard",81,-0.826,-58.644,-79.141,20.497,71,"StrokesGainedTotal",2010
169,169,"Greg Owen",69,-0.834,-51.709,-11.961,-39.748,62,"StrokesGainedTotal",2010
170,170,"Roland Thatcher",72,-0.835,-56.774,-30.667,-26.107,68,"StrokesGainedTotal",2010
171,171,"Brenden Pappas",66,-0.845,-46.452,-41.445,-5.007,55,"StrokesGainedTotal",2010
172,172,"Skip Kendall",58,-0.858,-42.021,-58.36,16.339,49,"StrokesGainedTotal",2010
173,173,"Brent Delahoussaye",57,-0.919,-43.173,-54.039,10.866,47,"StrokesGainedTotal",2010
174,174,"Nicholas Thompson",88,-0.946,-72.845,-4.713,-68.132,77,"StrokesGainedTotal",2010
175,175,"Ted Purdy",86,-0.97,-72.726,-64.195,-8.531,75,"StrokesGainedTotal",2010
176,176,"Martin Flores",75,-0.972,-62.203,-55.408,-6.795,64,"StrokesGainedTotal",2010
177,177,"Roger Tambellini",77,-1.026,-63.626,-15.412,-48.908,62,"StrokesGainedTotal",2010
178,178,"John Daly",63,-1.078,-50.65,-19.947,-30.703,47,"StrokesGainedTotal",2010
179,179,"Andrew McLardy",52,-1.13,-49.735,-42.159,-7.576,44,"StrokesGainedTotal",2010
180,180,"Mark Calcavecchia",50,-1.149,-37.904,-9.177,-28.727,33,"StrokesGainedTotal",2010
181,181,"David Lutterus",69,-1.159,-64.89,-46.416,-18.474,56,"StrokesGainedTotal",2010
182,182,"Daniel Chopra",74,-1.174,-78.665,-102.837,24.172,67,"StrokesGainedTotal",2010
183,183,"Craig Bowden",56,-1.197,-57.465,-38.083,-19.382,48,"StrokesGainedTotal",2010
184,184,"Steve Lowery",67,-1.276,-71.451,-49.835,-21.616,56,"StrokesGainedTotal",2010
185,185,"Jeff Gove",57,-1.295,-56.992,-15.341,-41.651,44,"StrokesGainedTotal",2010
186,186,"Vance Veazey",58,-1.556,-74.699,-69.461,-5.238,48,"StrokesGainedTotal",2010
187,187,"Chris Wilson",65,-1.748,-90.906,-56.171,-34.735,52,"StrokesGainedTotal",2010
188,188,"Jerod Turner",54,-2.001,-80.046,-79.984,-0.062,40,"StrokesGainedTotal",2010
189,189,"Justin Bolli",55,-2.037,-85.55,-62.128,-23.422,42,"StrokesGainedTotal",2010
190,190,"Brad Faxon",58,-2.177,-104.497,-124.945,20.448,48,"StrokesGainedTotal",2010
191,191,"Greg Kraft",52,-2.209,-86.144,-79.061,-7.083,39,"StrokesGainedTotal",2010
192,192,"Kevin Johnson",62,-2.274,-111.433,-94.291,-17.142,49,"StrokesGainedTotal",2010
