"ProximitytoHolefromFringe_RANKTHISWEEK_2007","ProximitytoHolefromFringe_RANKLASTWEEK_2007","ProximitytoHolefromFringe_PLAYERNAME_2007","ProximitytoHolefromFringe_ROUNDS_2007","ProximitytoHolefromFringe_AVGDTP_2007","ProximitytoHolefromFringe_TOTALDISTANCEFEET_2007","ProximitytoHolefromFringe_OFSHOTS_2007","ProximitytoHolefromFringe_SCRAMBLINGRANK_2007","stat_name","year"
81,81,"Shigeki Maruyama",84,NA,313.417,97,64,"ProximitytoHolefromFringe",2007
81,81,"Daisuke Maruyama",86,NA,285.833,88,149,"ProximitytoHolefromFringe",2007
81,81,"John Merrick",92,NA,221.75,69,150,"ProximitytoHolefromFringe",2007
81,81,"Bryce Molder",56,NA,193,60,134,"ProximitytoHolefromFringe",2007
81,81,"Joe Ogilvie",102,NA,345.75,107,104,"ProximitytoHolefromFringe",2007
81,81,"Chris Riley",59,NA,192.917,59,1,"ProximitytoHolefromFringe",2007
81,81,"Jim Rutledge",59,NA,157.333,49,114,"ProximitytoHolefromFringe",2007
81,81,"David Toms",80,NA,252.417,77,66,"ProximitytoHolefromFringe",2007
81,81,"Kirk Triplett",77,NA,263.75,81,86,"ProximitytoHolefromFringe",2007
81,81,"Charlie Wi",90,NA,284.167,87,54,"ProximitytoHolefromFringe",2007
100,100,"Bart Bryant",87,NA,333.083,100,59,"ProximitytoHolefromFringe",2007
100,100,"Joe Durant",88,NA,337.333,100,172,"ProximitytoHolefromFringe",2007
100,100,"Harrison Frazar",88,NA,312.417,93,165,"ProximitytoHolefromFringe",2007
100,100,"Lucas Glover",98,NA,301.25,91,66,"ProximitytoHolefromFringe",2007
100,100,"JB Holmes",71,NA,288.917,86,182,"ProximitytoHolefromFringe",2007
100,100,"Anthony Kim",93,NA,294.083,89,79,"ProximitytoHolefromFringe",2007
100,100,"Peter Lonard",85,NA,353.083,105,42,"ProximitytoHolefromFringe",2007
100,100,"Jarrod Lyle",77,NA,224.167,67,81,"ProximitytoHolefromFringe",2007
100,100,"John Mallinger",96,NA,373.083,112,12,"ProximitytoHolefromFringe",2007
100,100,"George McNeill",95,NA,298.25,90,74,"ProximitytoHolefromFringe",2007
100,100,"Geoff Ogilvy",84,NA,193.583,58,111,"ProximitytoHolefromFringe",2007
100,100,"Rory Sabbatini",81,NA,241.5,72,2,"ProximitytoHolefromFringe",2007
100,100,"Kevin Stadler",95,NA,292.083,88,186,"ProximitytoHolefromFringe",2007
100,100,"Camilo Villegas",82,NA,230.5,70,98,"ProximitytoHolefromFringe",2007
100,100,"Steve Wheatcroft",73,NA,239.25,72,148,"ProximitytoHolefromFringe",2007
115,115,"Woody Austin",95,NA,308.083,91,24,"ProximitytoHolefromFringe",2007
115,115,"Alex Cejka",80,NA,271.25,80,11,"ProximitytoHolefromFringe",2007
115,115,"Mark Hensby",81,NA,240.333,70,85,"ProximitytoHolefromFringe",2007
115,115,"Freddie Jacobson",70,NA,255.75,75,96,"ProximitytoHolefromFringe",2007
115,115,"Hunter Mahan",91,NA,281.25,83,145,"ProximitytoHolefromFringe",2007
115,115,"Billy Mayfair",98,NA,303.167,88,74,"ProximitytoHolefromFringe",2007
115,115,"Adam Scott",69,NA,173.917,51,179,"ProximitytoHolefromFringe",2007
115,115,"Henrik Stenson",52,NA,131.25,38,167,"ProximitytoHolefromFringe",2007
115,115,"Vaughn Taylor",91,NA,323,95,154,"ProximitytoHolefromFringe",2007
115,115,"Johnson Wagner",97,NA,351.667,103,169,"ProximitytoHolefromFringe",2007
115,115,"Dean Wilson",92,NA,281.583,83,52,"ProximitytoHolefromFringe",2007
126,126,"Billy Andrade",88,NA,298.417,85,177,"ProximitytoHolefromFringe",2007
126,126,"Ryan Armour",107,NA,458,130,152,"ProximitytoHolefromFringe",2007
126,126,"Michael Boyd",61,NA,254.667,72,73,"ProximitytoHolefromFringe",2007
126,126,"Jose Coceres",50,NA,218.25,63,6,"ProximitytoHolefromFringe",2007
126,126,"Glen Day",85,NA,311.833,90,62,"ProximitytoHolefromFringe",2007
126,126,"Jason Dufner",100,NA,352,100,127,"ProximitytoHolefromFringe",2007
126,126,"Sergio Garcia",68,NA,171.417,49,84,"ProximitytoHolefromFringe",2007
126,126,"Jason Gore",86,NA,279.917,80,72,"ProximitytoHolefromFringe",2007
126,126,"Anders Hansen",55,NA,131.75,38,137,"ProximitytoHolefromFringe",2007
126,126,"Tim Herron",98,NA,274.083,78,115,"ProximitytoHolefromFringe",2007
126,126,"Zach Johnson",76,NA,261.417,74,30,"ProximitytoHolefromFringe",2007
126,126,"Craig Kanada",109,NA,368.083,106,48,"ProximitytoHolefromFringe",2007
126,126,"Cliff Kresge",107,NA,416.25,120,65,"ProximitytoHolefromFringe",2007
126,126,"Craig Lile",77,NA,289.75,82,38,"ProximitytoHolefromFringe",2007
126,126,"Ryan Palmer",91,NA,373.583,107,135,"ProximitytoHolefromFringe",2007
126,126,"Ian Poulter",63,NA,129.583,37,51,"ProximitytoHolefromFringe",2007
126,126,"Ted Purdy",102,NA,351.75,100,136,"ProximitytoHolefromFringe",2007
126,126,"Justin Rose",63,NA,134.167,38,41,"ProximitytoHolefromFringe",2007
144,144,"Craig Bowden",78,NA,266.833,75,12,"ProximitytoHolefromFringe",2007
144,144,"Tom Byrum",50,NA,132.333,37,102,"ProximitytoHolefromFringe",2007
144,144,"Robert Garrigus",95,NA,347.833,98,183,"ProximitytoHolefromFringe",2007
144,144,"Chris Tidland",59,NA,205.667,57,126,"ProximitytoHolefromFringe",2007
144,144,"Bo Van Pelt",104,NA,428.083,119,35,"ProximitytoHolefromFringe",2007
144,144,"Mark Wilson",87,NA,267.5,74,28,"ProximitytoHolefromFringe",2007
150,150,"Tommy Armour III",81,NA,242,66,131,"ProximitytoHolefromFringe",2007
150,150,"Chris Couch",76,NA,329.833,89,162,"ProximitytoHolefromFringe",2007
150,150,"Brian Davis",101,NA,449.167,123,47,"ProximitytoHolefromFringe",2007
150,150,"JP Hayes",89,NA,388.25,106,60,"ProximitytoHolefromFringe",2007
150,150,"Doug LaBelle II",104,NA,442,121,34,"ProximitytoHolefromFringe",2007
150,150,"Stephen Leaney",82,NA,276.333,76,50,"ProximitytoHolefromFringe",2007
150,150,"Phil Mickelson",73,NA,203.583,55,53,"ProximitytoHolefromFringe",2007
150,150,"Jesper Parnevik",88,NA,333.917,92,103,"ProximitytoHolefromFringe",2007
150,150,"Nick Watney",87,NA,349.75,96,91,"ProximitytoHolefromFringe",2007
159,159,"Briny Baird",115,NA,413.833,110,45,"ProximitytoHolefromFringe",2007
159,159,"Brian Bateman",55,NA,224.583,60,83,"ProximitytoHolefromFringe",2007
159,159,"Bubba Dickerson",51,NA,196,52,178,"ProximitytoHolefromFringe",2007
159,159,"Richard Johnson",93,NA,318.25,84,118,"ProximitytoHolefromFringe",2007
159,159,"Steve Marino",106,NA,396.917,107,55,"ProximitytoHolefromFringe",2007
159,159,"Rod Pampling",92,NA,318.333,84,76,"ProximitytoHolefromFringe",2007
159,159,"Joey Sindelar",75,NA,265.5,71,164,"ProximitytoHolefromFringe",2007
166,166,"David Branshaw",83,NA,358.833,93,173,"ProximitytoHolefromFringe",2007
166,166,"Mark Brooks",53,NA,169.333,44,33,"ProximitytoHolefromFringe",2007
166,166,"Mathias Gronberg",95,NA,459.417,120,122,"ProximitytoHolefromFringe",2007
166,166,"Bill Haas",93,NA,390.833,101,88,"ProximitytoHolefromFringe",2007
166,166,"Brett Wetterich",88,NA,256.25,67,196,"ProximitytoHolefromFringe",2007
171,171,"Stuart Appleby",74,NA,256.75,66,71,"ProximitytoHolefromFringe",2007
171,171,"Jeff Brehaut",59,NA,268,68,95,"ProximitytoHolefromFringe",2007
171,171,"Chad Campbell",96,NA,282,72,188,"ProximitytoHolefromFringe",2007
171,171,"Pat Perez",84,NA,275.25,71,168,"ProximitytoHolefromFringe",2007
171,171,"Boo Weekley",101,NA,361.583,92,108,"ProximitytoHolefromFringe",2007
176,176,"John Daly",59,NA,282.083,70,195,"ProximitytoHolefromFringe",2007
176,176,"Brendon de Jonge",76,NA,340.417,86,192,"ProximitytoHolefromFringe",2007
176,176,"Scott Gutschewski",67,NA,311.167,78,171,"ProximitytoHolefromFringe",2007
176,176,"Kent Jones",97,NA,341.333,85,129,"ProximitytoHolefromFringe",2007
176,176,"Michael Putnam",96,NA,285.25,72,194,"ProximitytoHolefromFringe",2007
176,176,"Darron Stiles",65,NA,220,55,180,"ProximitytoHolefromFringe",2007
176,176,"Jaco Van Zyl",51,NA,296.833,74,77,"ProximitytoHolefromFringe",2007
183,183,"Robert Allenby",90,NA,331.333,81,163,"ProximitytoHolefromFringe",2007
183,183,"Rich Beem",89,NA,357.25,87,170,"ProximitytoHolefromFringe",2007
183,183,"Fred Funk",65,NA,247.833,61,115,"ProximitytoHolefromFringe",2007
183,183,"Shaun Micheel",91,NA,324.417,80,100,"ProximitytoHolefromFringe",2007
187,187,"Tripp Isenhour",86,NA,418.083,101,109,"ProximitytoHolefromFringe",2007
187,187,"Jay Williamson",50,NA,239.75,57,89,"ProximitytoHolefromFringe",2007
189,189,"Frank Lickliter II",95,NA,406.333,96,143,"ProximitytoHolefromFringe",2007
190,190,"Stephen Ames",81,NA,315.083,73,68,"ProximitytoHolefromFringe",2007
191,191,"Paul Goydos",60,NA,245.167,56,98,"ProximitytoHolefromFringe",2007
192,192,"Matt Hendrix",63,NA,265.167,58,193,"ProximitytoHolefromFringe",2007
193,193,"Jeff Overton",60,NA,301.25,65,7,"ProximitytoHolefromFringe",2007
194,194,"Steve Allan",63,NA,320.333,66,138,"ProximitytoHolefromFringe",2007
194,194,"Cameron Beckman",96,NA,367.5,76,132,"ProximitytoHolefromFringe",2007
196,196,"Paul Stankowski",52,NA,251.75,47,161,"ProximitytoHolefromFringe",2007
