"BirdieorBetterPercentageLeftRough_RANKTHISWEEK_2009","BirdieorBetterPercentageLeftRough_RANKLASTWEEK_2009","BirdieorBetterPercentageLeftRough_PLAYERNAME_2009","BirdieorBetterPercentageLeftRough_ROUNDS_2009","BirdieorBetterPercentageLeftRough_Pct_2009","BirdieorBetterPercentageLeftRough_TOTALBIRDIES_2009","BirdieorBetterPercentageLeftRough_TOTALHOLES_2009","stat_name","year"
22,22,"Jonathan Byrd",89,18.85,23,122,"BirdieorBetterPercentageLeftRough",2009
23,23,"Geoff Ogilvy",78,18.75,18,96,"BirdieorBetterPercentageLeftRough",2009
24,24,"Ben Crane",93,18.64,22,118,"BirdieorBetterPercentageLeftRough",2009
25,25,"Adam Scott",53,18.6,16,86,"BirdieorBetterPercentageLeftRough",2009
26,26,"Corey Pavin",73,18.46,12,65,"BirdieorBetterPercentageLeftRough",2009
27,27,"Dustin Johnson",85,18.42,21,114,"BirdieorBetterPercentageLeftRough",2009
28,28,"Davis Love III",89,18.37,27,147,"BirdieorBetterPercentageLeftRough",2009
28,28,"Andres Romero",58,18.37,18,98,"BirdieorBetterPercentageLeftRough",2009
30,30,"Sergio Garcia",59,18.29,15,82,"BirdieorBetterPercentageLeftRough",2009
31,31,"Anthony Kim",76,18.26,21,115,"BirdieorBetterPercentageLeftRough",2009
32,32,"Bubba Watson",73,18.25,25,137,"BirdieorBetterPercentageLeftRough",2009
33,33,"Tom Pernice Jr",82,18.12,25,138,"BirdieorBetterPercentageLeftRough",2009
34,34,"Steve Marino",98,17.91,24,134,"BirdieorBetterPercentageLeftRough",2009
35,35,"Sean OHair",80,17.89,22,123,"BirdieorBetterPercentageLeftRough",2009
35,35,"Kenny Perry",92,17.89,22,123,"BirdieorBetterPercentageLeftRough",2009
37,37,"Charles Warren",63,17.86,15,84,"BirdieorBetterPercentageLeftRough",2009
38,38,"Brett Quigley",92,17.61,28,159,"BirdieorBetterPercentageLeftRough",2009
39,39,"Jeff Overton",92,17.58,29,165,"BirdieorBetterPercentageLeftRough",2009
40,40,"Kris Blanks",60,17.19,11,64,"BirdieorBetterPercentageLeftRough",2009
40,40,"Chris Riley",77,17.19,11,64,"BirdieorBetterPercentageLeftRough",2009
42,42,"Jeff Quinney",78,17.14,18,105,"BirdieorBetterPercentageLeftRough",2009
43,43,"Jimmy Walker",74,17.09,20,117,"BirdieorBetterPercentageLeftRough",2009
44,44,"Brian Vranesh",51,16.92,11,65,"BirdieorBetterPercentageLeftRough",2009
45,45,"Charlie Wi",92,16.79,23,137,"BirdieorBetterPercentageLeftRough",2009
46,46,"Aaron Baddeley",66,16.67,14,84,"BirdieorBetterPercentageLeftRough",2009
46,46,"Bob Heintz",59,16.67,14,84,"BirdieorBetterPercentageLeftRough",2009
46,46,"Leif Olson",51,16.67,15,90,"BirdieorBetterPercentageLeftRough",2009
46,46,"Rory Sabbatini",81,16.67,16,96,"BirdieorBetterPercentageLeftRough",2009
50,50,"Luke Donald",79,16.48,15,91,"BirdieorBetterPercentageLeftRough",2009
50,50,"Ernie Els",70,16.48,15,91,"BirdieorBetterPercentageLeftRough",2009
52,52,"Cameron Beckman",87,16.42,22,134,"BirdieorBetterPercentageLeftRough",2009
53,53,"Troy Matteson",95,16.41,21,128,"BirdieorBetterPercentageLeftRough",2009
54,54,"Joe Ogilvie",85,16.37,28,171,"BirdieorBetterPercentageLeftRough",2009
55,55,"Mike Weir",85,16.3,15,92,"BirdieorBetterPercentageLeftRough",2009
56,56,"Webb Simpson",94,16.28,28,172,"BirdieorBetterPercentageLeftRough",2009
57,57,"Michael Letzig",96,16.05,26,162,"BirdieorBetterPercentageLeftRough",2009
58,58,"Richard Johnson",85,16.03,21,131,"BirdieorBetterPercentageLeftRough",2009
59,59,"Jason Day",61,15.91,14,88,"BirdieorBetterPercentageLeftRough",2009
59,59,"Vaughn Taylor",88,15.91,21,132,"BirdieorBetterPercentageLeftRough",2009
61,61,"Nathan Green",104,15.82,28,177,"BirdieorBetterPercentageLeftRough",2009
62,62,"Harrison Frazar",93,15.69,24,153,"BirdieorBetterPercentageLeftRough",2009
63,63,"Charley Hoffman",97,15.63,25,160,"BirdieorBetterPercentageLeftRough",2009
63,63,"Nicholas Thompson",96,15.63,25,160,"BirdieorBetterPercentageLeftRough",2009
65,65,"Retief Goosen",74,15.53,16,103,"BirdieorBetterPercentageLeftRough",2009
66,66,"Lucas Glover",93,15.45,19,123,"BirdieorBetterPercentageLeftRough",2009
66,66,"Rod Pampling",72,15.45,17,110,"BirdieorBetterPercentageLeftRough",2009
68,68,"Heath Slocum",95,15.38,14,91,"BirdieorBetterPercentageLeftRough",2009
69,69,"Greg Owen",97,15.32,17,111,"BirdieorBetterPercentageLeftRough",2009
70,70,"YE Yang",83,15.15,20,132,"BirdieorBetterPercentageLeftRough",2009
71,71,"JB Holmes",74,15.12,26,172,"BirdieorBetterPercentageLeftRough",2009
72,72,"Greg Chalmers",85,15.05,14,93,"BirdieorBetterPercentageLeftRough",2009
73,73,"Angel Cabrera",55,14.94,13,87,"BirdieorBetterPercentageLeftRough",2009
74,74,"Brian Davis",103,14.89,21,141,"BirdieorBetterPercentageLeftRough",2009
75,75,"Ryan Moore",89,14.88,18,121,"BirdieorBetterPercentageLeftRough",2009
76,76,"Carl Pettersson",86,14.86,22,148,"BirdieorBetterPercentageLeftRough",2009
77,77,"Chad Campbell",90,14.85,15,101,"BirdieorBetterPercentageLeftRough",2009
78,78,"Brendon de Jonge",90,14.78,17,115,"BirdieorBetterPercentageLeftRough",2009
79,79,"Chris Stroud",88,14.75,18,122,"BirdieorBetterPercentageLeftRough",2009
80,80,"Hunter Mahan",94,14.71,15,102,"BirdieorBetterPercentageLeftRough",2009
81,81,"Justin Rose",71,14.63,12,82,"BirdieorBetterPercentageLeftRough",2009
82,82,"Joe Durant",62,14.58,7,48,"BirdieorBetterPercentageLeftRough",2009
83,83,"Woody Austin",84,14.41,16,111,"BirdieorBetterPercentageLeftRough",2009
84,84,"Ted Purdy",101,14.39,20,139,"BirdieorBetterPercentageLeftRough",2009
84,84,"Johnson Wagner",81,14.39,19,132,"BirdieorBetterPercentageLeftRough",2009
86,86,"Jason Bohn",88,14.29,15,105,"BirdieorBetterPercentageLeftRough",2009
86,86,"Peter Tomasulo",61,14.29,13,91,"BirdieorBetterPercentageLeftRough",2009
88,88,"Cliff Kresge",78,14.17,17,120,"BirdieorBetterPercentageLeftRough",2009
89,89,"Matt Bettencourt",98,14.12,24,170,"BirdieorBetterPercentageLeftRough",2009
90,90,"Tim Clark",81,14.1,11,78,"BirdieorBetterPercentageLeftRough",2009
91,91,"Jay Williamson",69,14.08,10,71,"BirdieorBetterPercentageLeftRough",2009
92,92,"Glen Day",79,14.04,16,114,"BirdieorBetterPercentageLeftRough",2009
93,93,"Ken Duke",87,13.89,15,108,"BirdieorBetterPercentageLeftRough",2009
94,94,"Martin Laird",72,13.83,13,94,"BirdieorBetterPercentageLeftRough",2009
95,95,"Jerry Kelly",90,13.79,20,145,"BirdieorBetterPercentageLeftRough",2009
96,96,"John Mallinger",90,13.76,15,109,"BirdieorBetterPercentageLeftRough",2009
96,96,"Phil Mickelson",66,13.76,15,109,"BirdieorBetterPercentageLeftRough",2009
98,98,"David Mathis",82,13.71,17,124,"BirdieorBetterPercentageLeftRough",2009
99,99,"Freddie Jacobson",83,13.64,18,132,"BirdieorBetterPercentageLeftRough",2009
100,100,"Brandt Snedeker",81,13.58,11,81,"BirdieorBetterPercentageLeftRough",2009
101,101,"Spencer Levin",75,13.49,17,126,"BirdieorBetterPercentageLeftRough",2009
102,102,"Tag Ridings",50,13.41,11,82,"BirdieorBetterPercentageLeftRough",2009
103,103,"Aron Price",89,13.39,15,112,"BirdieorBetterPercentageLeftRough",2009
104,104,"KJ Choi",65,13.33,12,90,"BirdieorBetterPercentageLeftRough",2009
104,104,"Justin Leonard",95,13.33,14,105,"BirdieorBetterPercentageLeftRough",2009
104,104,"DJ Trahan",96,13.33,16,120,"BirdieorBetterPercentageLeftRough",2009
107,107,"Michael Allen",73,13.19,12,91,"BirdieorBetterPercentageLeftRough",2009
108,108,"Bryce Molder",69,12.96,7,54,"BirdieorBetterPercentageLeftRough",2009
109,109,"Nick OHern",90,12.8,16,125,"BirdieorBetterPercentageLeftRough",2009
110,110,"Alex Cejka",82,12.77,12,94,"BirdieorBetterPercentageLeftRough",2009
111,111,"DA Points",99,12.71,15,118,"BirdieorBetterPercentageLeftRough",2009
112,112,"Scott McCarron",91,12.64,11,87,"BirdieorBetterPercentageLeftRough",2009
113,113,"Padraig Harrington",66,12.63,12,95,"BirdieorBetterPercentageLeftRough",2009
114,114,"Chris DiMarco",97,12.61,15,119,"BirdieorBetterPercentageLeftRough",2009
114,114,"Kevin Sutherland",96,12.61,15,119,"BirdieorBetterPercentageLeftRough",2009
116,116,"Jim Furyk",86,12.5,11,88,"BirdieorBetterPercentageLeftRough",2009
116,116,"Jason Gore",74,12.5,14,112,"BirdieorBetterPercentageLeftRough",2009
116,116,"Jeff Klauk",97,12.5,15,120,"BirdieorBetterPercentageLeftRough",2009
116,116,"Boo Weekley",79,12.5,12,96,"BirdieorBetterPercentageLeftRough",2009
120,120,"Jason Dufner",90,12.39,14,113,"BirdieorBetterPercentageLeftRough",2009
121,121,"Stephen Ames",77,12.35,10,81,"BirdieorBetterPercentageLeftRough",2009
122,122,"JJ Henry",97,12.31,16,130,"BirdieorBetterPercentageLeftRough",2009
123,123,"Ryuji Imada",85,12.1,15,124,"BirdieorBetterPercentageLeftRough",2009
124,124,"Casey Wittenberg",71,12.09,11,91,"BirdieorBetterPercentageLeftRough",2009
125,125,"Scott Sterling",51,12.07,7,58,"BirdieorBetterPercentageLeftRough",2009
126,126,"Bob Estes",78,12.05,10,83,"BirdieorBetterPercentageLeftRough",2009
127,127,"Daniel Chopra",89,12.02,22,183,"BirdieorBetterPercentageLeftRough",2009
128,128,"Derek Fathauer",63,11.96,11,92,"BirdieorBetterPercentageLeftRough",2009
129,129,"Kevin Na",91,11.92,18,151,"BirdieorBetterPercentageLeftRough",2009
130,130,"Darron Stiles",52,11.9,5,42,"BirdieorBetterPercentageLeftRough",2009
131,131,"Rich Beem",77,11.7,11,94,"BirdieorBetterPercentageLeftRough",2009
132,132,"Greg Kraft",51,11.63,10,86,"BirdieorBetterPercentageLeftRough",2009
133,133,"Paul Goydos",79,11.59,8,69,"BirdieorBetterPercentageLeftRough",2009
134,134,"John Senden",100,11.56,20,173,"BirdieorBetterPercentageLeftRough",2009
135,135,"Stuart Appleby",79,11.48,14,122,"BirdieorBetterPercentageLeftRough",2009
135,135,"Tim Petrovic",97,11.48,14,122,"BirdieorBetterPercentageLeftRough",2009
137,137,"Peter Lonard",86,11.4,13,114,"BirdieorBetterPercentageLeftRough",2009
138,138,"Mathew Goggin",76,11.34,11,97,"BirdieorBetterPercentageLeftRough",2009
139,139,"Jarrod Lyle",65,11.25,9,80,"BirdieorBetterPercentageLeftRough",2009
140,140,"Steve Lowery",83,11.21,13,116,"BirdieorBetterPercentageLeftRough",2009
141,141,"Rick Price",54,11.11,7,63,"BirdieorBetterPercentageLeftRough",2009
142,142,"Tim Herron",87,10.97,17,155,"BirdieorBetterPercentageLeftRough",2009
143,143,"Bart Bryant",58,10.94,7,64,"BirdieorBetterPercentageLeftRough",2009
144,144,"Patrick Sheehan",51,10.91,6,55,"BirdieorBetterPercentageLeftRough",2009
145,145,"Billy Mayfair",83,10.81,8,74,"BirdieorBetterPercentageLeftRough",2009
146,146,"John Rollins",92,10.77,14,130,"BirdieorBetterPercentageLeftRough",2009
147,147,"David Toms",98,10.75,10,93,"BirdieorBetterPercentageLeftRough",2009
148,148,"Marc Leishman",91,10.62,12,113,"BirdieorBetterPercentageLeftRough",2009
149,149,"Eric Axley",71,10.37,14,135,"BirdieorBetterPercentageLeftRough",2009
150,150,"George McNeill",82,10.32,13,126,"BirdieorBetterPercentageLeftRough",2009
151,151,"Ricky Barnes",67,10.31,10,97,"BirdieorBetterPercentageLeftRough",2009
151,151,"Matt Weibring",65,10.31,10,97,"BirdieorBetterPercentageLeftRough",2009
153,153,"Gary Woodland",53,10.13,8,79,"BirdieorBetterPercentageLeftRough",2009
154,154,"Stewart Cink",79,10.09,11,109,"BirdieorBetterPercentageLeftRough",2009
155,155,"Brian Gay",96,10,9,90,"BirdieorBetterPercentageLeftRough",2009
155,155,"Will Ma Kenzie",69,10,9,90,"BirdieorBetterPercentageLeftRough",2009
155,155,"James Nitties",86,10,11,110,"BirdieorBetterPercentageLeftRough",2009
155,155,"Ryan Palmer",78,10,12,120,"BirdieorBetterPercentageLeftRough",2009
159,159,"Brad Adamonis",70,9.91,11,111,"BirdieorBetterPercentageLeftRough",2009
160,160,"Brian Bateman",55,9.88,8,81,"BirdieorBetterPercentageLeftRough",2009
161,161,"Steve Flesch",77,9.85,13,132,"BirdieorBetterPercentageLeftRough",2009
162,162,"Mark Wilson",99,9.8,10,102,"BirdieorBetterPercentageLeftRough",2009
163,163,"John Merrick",91,9.78,9,92,"BirdieorBetterPercentageLeftRough",2009
164,164,"Scott Verplank",88,9.76,8,82,"BirdieorBetterPercentageLeftRough",2009
165,165,"Briny Baird",89,9.68,12,124,"BirdieorBetterPercentageLeftRough",2009
165,165,"Pat Perez",74,9.68,9,93,"BirdieorBetterPercentageLeftRough",2009
165,165,"Ian Poulter",59,9.68,6,62,"BirdieorBetterPercentageLeftRough",2009
165,165,"Camilo Villegas",76,9.68,9,93,"BirdieorBetterPercentageLeftRough",2009
169,169,"Marc Turnesa",77,9.56,13,136,"BirdieorBetterPercentageLeftRough",2009
170,170,"Dean Wilson",81,9.52,12,126,"BirdieorBetterPercentageLeftRough",2009
171,171,"Tommy Armour III",58,9.09,8,88,"BirdieorBetterPercentageLeftRough",2009
172,172,"David Duval",56,8.85,10,113,"BirdieorBetterPercentageLeftRough",2009
173,173,"Bill Lunde",83,8.82,9,102,"BirdieorBetterPercentageLeftRough",2009
174,174,"Mark Brooks",55,8.7,4,46,"BirdieorBetterPercentageLeftRough",2009
175,175,"Tom Lehman",55,8.51,4,47,"BirdieorBetterPercentageLeftRough",2009
176,176,"Kent Jones",73,8.06,5,62,"BirdieorBetterPercentageLeftRough",2009
177,177,"Steve Elkington",70,7.77,8,103,"BirdieorBetterPercentageLeftRough",2009
178,178,"Brendon Todd",53,7.41,6,81,"BirdieorBetterPercentageLeftRough",2009
179,179,"Brad Faxon",59,7.08,8,113,"BirdieorBetterPercentageLeftRough",2009
180,180,"Todd Hamilton",83,6.98,6,86,"BirdieorBetterPercentageLeftRough",2009
181,181,"Colt Knost",71,6.94,5,72,"BirdieorBetterPercentageLeftRough",2009
182,182,"Chez Reavie",81,6.67,7,105,"BirdieorBetterPercentageLeftRough",2009
183,183,"Lee Janzen",74,5.43,5,92,"BirdieorBetterPercentageLeftRough",2009
184,184,"Jeff Maggert",79,4.76,5,105,"BirdieorBetterPercentageLeftRough",2009
