"LaunchAngle_RANKTHISWEEK_2008","LaunchAngle_RANKLASTWEEK_2008","LaunchAngle_PLAYERNAME_2008","LaunchAngle_ROUNDS_2008","LaunchAngle_AVG_2008","LaunchAngle_TOTALVERTLAUNCHANGLE_2008","LaunchAngle_TOTALATTEMPTS_2008","LaunchAngle_LOWESTLAUNCHANGLE_2008","LaunchAngle_STEEPESTLAUNCHANGLE_2008","stat_name","year"
67,NA,"Brad Elder",67,11.81,590.35,50,9.11,15.01,"LaunchAngle",2008
68,NA,"Robert Gamez",79,11.79,754.49,64,8.1,15.52,"LaunchAngle",2008
68,NA,"Jesper Parnevik",88,11.79,848.97,72,7.79,16.56,"LaunchAngle",2008
70,NA,"KJ Choi",74,11.78,741.84,63,8.33,14.63,"LaunchAngle",2008
71,NA,"Bo Van Pelt",101,11.77,953.29,81,9.13,16.32,"LaunchAngle",2008
72,NA,"Jason Day",81,11.74,868.58,74,7.62,14.67,"LaunchAngle",2008
73,NA,"Anthony Kim",81,11.73,762.35,65,8.86,17.67,"LaunchAngle",2008
73,NA,"Steve Stricker",75,11.73,633.18,54,9.16,15.89,"LaunchAngle",2008
75,NA,"Fred Couples",60,11.7,397.67,34,8.3,14.15,"LaunchAngle",2008
76,NA,"Eric Axley",113,11.63,1012.01,87,7.41,15.32,"LaunchAngle",2008
77,NA,"Robert Allenby",108,11.61,940.19,81,8.39,16.46,"LaunchAngle",2008
78,NA,"Patrick Sheehan",124,11.6,1102.07,95,6.2,14.86,"LaunchAngle",2008
79,NA,"Mathias Gronberg",87,11.59,764.79,66,8.19,14.19,"LaunchAngle",2008
80,NA,"Paul Claxton",63,11.58,532.5,46,7.12,15.11,"LaunchAngle",2008
81,NA,"Rocco Mediate",87,11.55,797.06,69,8.35,15.87,"LaunchAngle",2008
81,NA,"Jay Williamson",96,11.55,785.07,68,8.58,14.65,"LaunchAngle",2008
83,NA,"John Rollins",94,11.54,854,74,8.35,14.29,"LaunchAngle",2008
84,NA,"Alejandro Canizares",52,11.52,472.2,41,8.94,14.37,"LaunchAngle",2008
85,NA,"JB Holmes",86,11.51,506.43,44,3.48,16.94,"LaunchAngle",2008
86,NA,"Ted Purdy",68,11.5,517.32,45,8.4,15.4,"LaunchAngle",2008
87,NA,"Ben Curtis",80,11.49,781.19,68,8.23,14.94,"LaunchAngle",2008
88,NA,"Steve Allan",58,11.46,481.42,42,8.1,15.69,"LaunchAngle",2008
89,NA,"Tom Scherrer",56,11.45,435.17,38,3.18,15.56,"LaunchAngle",2008
90,NA,"Charley Hoffman",94,11.43,994.04,87,6.74,15.06,"LaunchAngle",2008
90,NA,"Omar Uresti",74,11.43,628.41,55,7.56,15.76,"LaunchAngle",2008
92,NA,"Jeff Overton",103,11.41,867.49,76,2.06,16.93,"LaunchAngle",2008
93,NA,"Michael Letzig",88,11.38,773.57,68,8.22,18.25,"LaunchAngle",2008
94,NA,"Steve Elkington",84,11.36,704.53,62,7.09,15.93,"LaunchAngle",2008
95,NA,"Briny Baird",113,11.34,963.63,85,7.58,15.96,"LaunchAngle",2008
96,NA,"Kenneth Ferrie",72,11.33,623.41,55,7.52,16.15,"LaunchAngle",2008
97,NA,"Nick Flanagan",89,11.31,848.37,75,6.61,16.71,"LaunchAngle",2008
97,NA,"Dean Wilson",109,11.31,972.88,86,7.41,15.6,"LaunchAngle",2008
99,NA,"Mathew Goggin",91,11.27,800.37,71,6.41,14.5,"LaunchAngle",2008
100,NA,"Cody Freeman",66,11.25,562.27,50,7.13,14.72,"LaunchAngle",2008
101,NA,"Zach Johnson",85,11.24,854.16,76,7.55,15.82,"LaunchAngle",2008
102,NA,"Rich Beem",90,11.21,818.6,73,6.98,15.73,"LaunchAngle",2008
103,NA,"Jason Gore",94,11.17,659.25,59,1.73,16.59,"LaunchAngle",2008
104,NA,"Richard Johnson",60,11.16,535.88,48,3,14.87,"LaunchAngle",2008
105,NA,"Chris Stroud",81,11.15,702.14,63,7.15,15.16,"LaunchAngle",2008
106,NA,"Retief Goosen",59,11.1,410.62,37,6.39,14.04,"LaunchAngle",2008
107,NA,"Tim Wilkinson",95,11.09,832.12,75,7.66,15.52,"LaunchAngle",2008
108,NA,"Mark Calcavecchia",67,11.08,520.67,47,2.13,16.54,"LaunchAngle",2008
109,NA,"Dudley Hart",74,11.07,708.66,64,1.57,16.55,"LaunchAngle",2008
109,NA,"Davis Love III",78,11.07,597.77,54,8.14,14.35,"LaunchAngle",2008
109,NA,"John Merrick",98,11.07,775.06,70,8.76,15.32,"LaunchAngle",2008
112,NA,"Billy Andrade",71,11.06,552.86,50,7.63,13.9,"LaunchAngle",2008
112,NA,"Charles Warren",79,11.06,730.28,66,7.53,16.34,"LaunchAngle",2008
114,NA,"Dustin Johnson",92,11.05,751.28,68,6.71,14.53,"LaunchAngle",2008
115,NA,"Ryan Moore",72,10.99,615.54,56,5.53,14.04,"LaunchAngle",2008
116,NA,"DJ Trahan",94,10.98,790.4,72,7.39,15.85,"LaunchAngle",2008
117,NA,"Shane Bertsch",96,10.91,970.66,89,3.2,16.89,"LaunchAngle",2008
117,NA,"Adam Scott",51,10.91,370.91,34,8.48,13.76,"LaunchAngle",2008
119,NA,"Ryuji Imada",80,10.88,729.19,67,5,15.5,"LaunchAngle",2008
120,NA,"Paul Casey",55,10.86,336.77,31,8.47,15.02,"LaunchAngle",2008
121,NA,"Ron Whittaker",54,10.85,423.2,39,8.47,12.97,"LaunchAngle",2008
122,NA,"Jon Mills",95,10.84,606.96,56,7.04,13.81,"LaunchAngle",2008
123,NA,"Rod Pampling",83,10.83,671.45,62,5.55,18.2,"LaunchAngle",2008
124,NA,"Camilo Villegas",79,10.78,635.94,59,1.47,14.71,"LaunchAngle",2008
125,NA,"Chris DiMarco",87,10.77,775.78,72,7.16,13.84,"LaunchAngle",2008
126,NA,"Freddie Jacobson",78,10.76,677.89,63,6.22,13.91,"LaunchAngle",2008
127,NA,"Angel Cabrera",55,10.75,397.73,37,2.03,18.66,"LaunchAngle",2008
127,NA,"Jim Furyk",95,10.75,902.86,84,7.45,13.22,"LaunchAngle",2008
127,NA,"Sean OHair",81,10.75,687.72,64,5.25,14,"LaunchAngle",2008
130,NA,"Ian Poulter",51,10.72,396.68,37,7.25,14.72,"LaunchAngle",2008
131,NA,"George McNeill",97,10.71,920.73,86,5.51,13.49,"LaunchAngle",2008
132,NA,"Justin Leonard",101,10.7,834.44,78,6.37,14.05,"LaunchAngle",2008
132,NA,"Steve Lowery",74,10.7,674.07,63,1.97,13.85,"LaunchAngle",2008
134,NA,"Troy Matteson",94,10.68,918.51,86,7.73,15.03,"LaunchAngle",2008
134,NA,"Jeff Quinney",87,10.68,661.96,62,5.4,15.81,"LaunchAngle",2008
136,NA,"Marco Dawson",64,10.64,489.51,46,6.73,14.24,"LaunchAngle",2008
137,NA,"Matt Jones",95,10.63,786.31,74,6.98,17.13,"LaunchAngle",2008
138,NA,"Stuart Appleby",87,10.6,656.91,62,4.12,13.73,"LaunchAngle",2008
138,NA,"Tom Lehman",51,10.6,402.75,38,7.66,15.67,"LaunchAngle",2008
140,NA,"Martin Laird",98,10.59,793.94,75,6.4,13.13,"LaunchAngle",2008
140,NA,"Brett Rumford",72,10.59,592.79,56,5.51,16.42,"LaunchAngle",2008
142,NA,"Jonathan Byrd",88,10.58,825.62,78,6.31,15.03,"LaunchAngle",2008
142,NA,"Scott Sterling",89,10.58,698.34,66,3.05,14.22,"LaunchAngle",2008
144,NA,"Daniel Chopra",84,10.56,696.68,66,7.26,13.23,"LaunchAngle",2008
145,NA,"Lucas Glover",91,10.52,841.89,80,5.09,14.94,"LaunchAngle",2008
147,NA,"Todd Hamilton",92,10.51,483.46,46,5.23,13.19,"LaunchAngle",2008
147,NA,"Pat Perez",93,10.51,756.56,72,6.93,17.99,"LaunchAngle",2008
149,NA,"Jason Allred",63,10.47,470.99,45,6.11,14.53,"LaunchAngle",2008
150,NA,"Charlie Wi",97,10.44,918.42,88,6.08,17.25,"LaunchAngle",2008
151,NA,"Lee Janzen",89,10.42,708.5,68,3.98,17.11,"LaunchAngle",2008
152,NA,"Johnson Wagner",83,10.38,674.55,65,6.82,15.42,"LaunchAngle",2008
153,NA,"Woody Austin",109,10.36,953.38,92,2.51,13.61,"LaunchAngle",2008
154,NA,"Brad Adamonis",87,10.35,734.93,71,2.11,15.85,"LaunchAngle",2008
155,NA,"JJ Henry",108,10.24,962.23,94,3.64,14.41,"LaunchAngle",2008
156,NA,"Travis Perkins",53,10.22,255.56,25,7.48,12.81,"LaunchAngle",2008
157,NA,"Rory Sabbatini",77,10.21,683.87,67,3.01,14.16,"LaunchAngle",2008
158,NA,"Chad Campbell",94,10.17,925.57,91,1.65,19.49,"LaunchAngle",2008
159,NA,"Todd Demsey",80,10.16,670.82,66,3.21,14.17,"LaunchAngle",2008
159,NA,"Bob Tway",70,10.16,498.04,49,5.21,14.54,"LaunchAngle",2008
161,NA,"Will Ma Kenzie",62,10.06,573.65,57,4.57,13.22,"LaunchAngle",2008
161,NA,"Bob Sowards",61,10.06,432.65,43,7.04,13.6,"LaunchAngle",2008
163,NA,"John Riegger",73,10.05,562.81,56,5.85,13.81,"LaunchAngle",2008
164,NA,"Marc Turnesa",87,10.02,701.66,70,2.47,16.69,"LaunchAngle",2008
165,NA,"Phil Mickelson",80,10.01,530.64,53,4.41,16.54,"LaunchAngle",2008
165,NA,"Kevin Na",97,10.01,800.72,80,3.53,14.19,"LaunchAngle",2008
167,NA,"Scott McCarron",63,9.98,498.97,50,6.47,15.05,"LaunchAngle",2008
168,NA,"Corey Pavin",69,9.97,488.38,49,1.9,15.29,"LaunchAngle",2008
168,NA,"Chris Riley",51,9.97,319.05,32,4.55,12.6,"LaunchAngle",2008
170,NA,"Bubba Watson",97,9.9,643.42,65,0.4,15.54,"LaunchAngle",2008
171,NA,"Nathan Green",95,9.86,710.23,72,3.82,14.5,"LaunchAngle",2008
172,NA,"Boo Weekley",86,9.83,678.08,69,5.82,14.34,"LaunchAngle",2008
173,NA,"Tim Petrovic",97,9.81,735.77,75,6.46,12.75,"LaunchAngle",2008
174,NA,"Brandt Jobe",52,9.77,390.99,40,5.83,14.33,"LaunchAngle",2008
175,NA,"Bill Haas",99,9.71,844.68,87,4.97,12.59,"LaunchAngle",2008
176,NA,"Kevin Streelman",114,9.69,842.83,87,0.66,13.44,"LaunchAngle",2008
177,NA,"Parker McLachlin",88,9.65,655.95,68,2.11,14.93,"LaunchAngle",2008
178,NA,"Joe Durant",92,9.62,740.76,77,5.14,14.35,"LaunchAngle",2008
179,NA,"Steve Flesch",95,9.57,774.86,81,1.53,12.72,"LaunchAngle",2008
180,NA,"David Duval",51,9.56,296.4,31,1.79,18.95,"LaunchAngle",2008
181,NA,"Stephen Ames",83,9.54,696.21,73,3.88,13.63,"LaunchAngle",2008
182,NA,"John Senden",93,9.52,676.06,71,1.46,13.74,"LaunchAngle",2008
183,NA,"YE Yang",89,9.41,686.79,73,0.16,13.6,"LaunchAngle",2008
184,NA,"Mike Weir",88,9.37,637.37,68,2.67,13.75,"LaunchAngle",2008
185,NA,"Nick Watney",96,9.27,677,73,6.13,11.75,"LaunchAngle",2008
186,NA,"Chad Collins",72,9.21,561.7,61,3.15,14.35,"LaunchAngle",2008
187,NA,"Bart Bryant",81,9.16,640.95,70,2.88,13.35,"LaunchAngle",2008
188,NA,"Bob Estes",90,8.99,629.18,70,1.75,14.65,"LaunchAngle",2008
189,NA,"Ken Duke",116,8.98,871.3,97,1.15,13.24,"LaunchAngle",2008
189,NA,"Tag Ridings",88,8.98,628.62,70,0.11,12.83,"LaunchAngle",2008
191,NA,"Sergio Garcia",72,8.76,429.18,49,1.2,14.07,"LaunchAngle",2008
192,NA,"Aaron Baddeley",76,8.66,484.93,56,4.62,12.48,"LaunchAngle",2008
193,NA,"Trevor Immelman",70,8.55,427.6,50,5.57,12.01,"LaunchAngle",2008
194,NA,"James Driscoll",85,8.51,544.54,64,3.19,11.84,"LaunchAngle",2008
195,NA,"Michael Allen",91,8.28,579.59,70,1.4,12.96,"LaunchAngle",2008
196,NA,"Carlos Franco",73,8.12,365.42,45,1.22,13.26,"LaunchAngle",2008
197,NA,"Charles Howell III",101,7.89,647.26,82,2.3,10.31,"LaunchAngle",2008
