"TotalBirdies_RANKTHISWEEK_2009","TotalBirdies_RANKLASTWEEK_2009","TotalBirdies_PLAYERNAME_2009","TotalBirdies_ROUNDS_2009","TotalBirdies_TOTAL_2009","stat_name","year"
56,56,"JJ Henry",97,316,"TotalBirdies",2009
56,56,"Joe Ogilvie",85,316,"TotalBirdies",2009
56,56,"Steve Stricker",81,316,"TotalBirdies",2009
59,59,"Jason Bohn",88,315,"TotalBirdies",2009
59,59,"John Rollins",92,315,"TotalBirdies",2009
61,61,"Dean Wilson",81,314,"TotalBirdies",2009
62,62,"Jim Furyk",86,312,"TotalBirdies",2009
63,63,"Tim Herron",87,309,"TotalBirdies",2009
63,63,"Matt Kuchar",82,309,"TotalBirdies",2009
63,63,"John Mallinger",90,309,"TotalBirdies",2009
66,66,"Tim Clark",81,307,"TotalBirdies",2009
67,67,"James Nitties",86,306,"TotalBirdies",2009
67,67,"Nick OHern",90,306,"TotalBirdies",2009
69,69,"Stephen Ames",77,305,"TotalBirdies",2009
69,69,"Robert Garrigus",83,305,"TotalBirdies",2009
69,69,"YE Yang",83,305,"TotalBirdies",2009
72,72,"Anthony Kim",76,304,"TotalBirdies",2009
73,73,"Davis Love III",89,301,"TotalBirdies",2009
74,74,"Woody Austin",84,300,"TotalBirdies",2009
75,75,"Freddie Jacobson",83,298,"TotalBirdies",2009
75,75,"George McNeill",82,298,"TotalBirdies",2009
75,75,"Rory Sabbatini",81,298,"TotalBirdies",2009
78,78,"Mike Weir",85,297,"TotalBirdies",2009
79,79,"Alex Cejka",82,295,"TotalBirdies",2009
80,80,"Steve Lowery",83,292,"TotalBirdies",2009
81,81,"Cameron Beckman",87,290,"TotalBirdies",2009
81,81,"Sean OHair",80,290,"TotalBirdies",2009
83,83,"Richard Johnson",85,289,"TotalBirdies",2009
83,83,"Aron Price",89,289,"TotalBirdies",2009
85,85,"Ryuji Imada",85,288,"TotalBirdies",2009
86,86,"Brandt Snedeker",81,284,"TotalBirdies",2009
87,87,"Paul Goydos",79,283,"TotalBirdies",2009
88,88,"Bill Lunde",83,281,"TotalBirdies",2009
89,89,"Jeff Quinney",78,279,"TotalBirdies",2009
90,90,"Carl Pettersson",86,278,"TotalBirdies",2009
91,91,"Luke Donald",79,276,"TotalBirdies",2009
91,91,"Tom Pernice Jr",82,276,"TotalBirdies",2009
91,91,"Chris Riley",77,276,"TotalBirdies",2009
94,94,"Martin Laird",72,275,"TotalBirdies",2009
94,94,"Geoff Ogilvy",78,275,"TotalBirdies",2009
96,96,"Ryan Palmer",78,274,"TotalBirdies",2009
96,96,"Johnson Wagner",81,274,"TotalBirdies",2009
98,98,"Boo Weekley",79,273,"TotalBirdies",2009
99,99,"Ken Duke",87,271,"TotalBirdies",2009
99,99,"Cliff Kresge",78,271,"TotalBirdies",2009
101,101,"Jeff Maggert",79,270,"TotalBirdies",2009
102,102,"Mark Calcavecchia",72,268,"TotalBirdies",2009
102,102,"David Mathis",82,268,"TotalBirdies",2009
104,104,"Peter Lonard",86,267,"TotalBirdies",2009
104,104,"Bubba Watson",73,267,"TotalBirdies",2009
106,106,"Bob Estes",78,265,"TotalBirdies",2009
106,106,"Camilo Villegas",76,265,"TotalBirdies",2009
108,108,"Rich Beem",77,264,"TotalBirdies",2009
109,109,"Lee Janzen",74,262,"TotalBirdies",2009
109,109,"Chez Reavie",81,262,"TotalBirdies",2009
111,111,"Rod Pampling",72,259,"TotalBirdies",2009
111,111,"Justin Rose",71,259,"TotalBirdies",2009
113,113,"Michael Allen",73,258,"TotalBirdies",2009
113,113,"Pat Perez",74,258,"TotalBirdies",2009
115,115,"Glen Day",79,257,"TotalBirdies",2009
115,115,"Todd Hamilton",83,257,"TotalBirdies",2009
115,115,"JB Holmes",74,257,"TotalBirdies",2009
115,115,"Tiger Woods",64,257,"TotalBirdies",2009
119,119,"Rocco Mediate",79,254,"TotalBirdies",2009
120,120,"Mathew Goggin",76,252,"TotalBirdies",2009
121,121,"Billy Mayfair",83,251,"TotalBirdies",2009
121,121,"Corey Pavin",73,251,"TotalBirdies",2009
123,123,"Steve Flesch",77,248,"TotalBirdies",2009
123,123,"Jason Gore",74,248,"TotalBirdies",2009
125,125,"Matt Weibring",65,246,"TotalBirdies",2009
126,126,"Jimmy Walker",74,245,"TotalBirdies",2009
127,127,"Colt Knost",71,244,"TotalBirdies",2009
127,127,"Spencer Levin",75,244,"TotalBirdies",2009
127,127,"Bryce Molder",69,244,"TotalBirdies",2009
130,130,"Jason Day",61,240,"TotalBirdies",2009
130,130,"Joe Durant",62,240,"TotalBirdies",2009
132,132,"Parker McLachlin",71,239,"TotalBirdies",2009
133,133,"Phil Mickelson",66,238,"TotalBirdies",2009
134,134,"Retief Goosen",74,237,"TotalBirdies",2009
135,135,"Stuart Appleby",79,236,"TotalBirdies",2009
135,135,"Kent Jones",73,236,"TotalBirdies",2009
137,137,"Vijay Singh",71,234,"TotalBirdies",2009
138,138,"Will Ma Kenzie",69,233,"TotalBirdies",2009
139,139,"Stewart Cink",79,232,"TotalBirdies",2009
139,139,"Steve Elkington",70,232,"TotalBirdies",2009
141,141,"Aaron Baddeley",66,230,"TotalBirdies",2009
141,141,"Ernie Els",70,230,"TotalBirdies",2009
143,143,"Charles Warren",63,229,"TotalBirdies",2009
144,144,"Jay Williamson",69,227,"TotalBirdies",2009
145,145,"Kris Blanks",60,224,"TotalBirdies",2009
146,146,"Casey Wittenberg",71,223,"TotalBirdies",2009
147,147,"Robert Allenby",71,222,"TotalBirdies",2009
148,148,"Marc Turnesa",77,221,"TotalBirdies",2009
149,149,"Padraig Harrington",66,220,"TotalBirdies",2009
150,150,"Brad Adamonis",70,215,"TotalBirdies",2009
150,150,"Fred Couples",54,215,"TotalBirdies",2009
152,152,"Eric Axley",71,213,"TotalBirdies",2009
153,153,"Bob Heintz",59,210,"TotalBirdies",2009
154,154,"Kevin Stadler",65,209,"TotalBirdies",2009
155,155,"Kirk Triplett",60,208,"TotalBirdies",2009
156,156,"KJ Choi",65,207,"TotalBirdies",2009
156,156,"Matt Jones",56,207,"TotalBirdies",2009
158,158,"Ricky Barnes",67,205,"TotalBirdies",2009
158,158,"Derek Fathauer",63,205,"TotalBirdies",2009
158,158,"Andres Romero",58,205,"TotalBirdies",2009
161,161,"Tommy Armour III",58,197,"TotalBirdies",2009
162,162,"Angel Cabrera",55,196,"TotalBirdies",2009
162,162,"Peter Tomasulo",61,196,"TotalBirdies",2009
164,164,"Sergio Garcia",59,195,"TotalBirdies",2009
164,164,"Gary Woodland",53,195,"TotalBirdies",2009
166,166,"Ben Curtis",63,193,"TotalBirdies",2009
167,167,"Ian Poulter",59,192,"TotalBirdies",2009
168,168,"Jarrod Lyle",65,190,"TotalBirdies",2009
169,169,"David Duval",56,186,"TotalBirdies",2009
170,170,"Bart Bryant",58,185,"TotalBirdies",2009
171,171,"Tag Ridings",50,183,"TotalBirdies",2009
172,172,"Patrick Sheehan",51,176,"TotalBirdies",2009
173,173,"Mark Brooks",55,174,"TotalBirdies",2009
173,173,"Scott Sterling",51,174,"TotalBirdies",2009
175,175,"Leif Olson",51,171,"TotalBirdies",2009
175,175,"Adam Scott",53,171,"TotalBirdies",2009
177,177,"Rick Price",54,170,"TotalBirdies",2009
177,177,"Darron Stiles",52,170,"TotalBirdies",2009
179,179,"Brian Bateman",55,169,"TotalBirdies",2009
180,180,"Brian Vranesh",51,164,"TotalBirdies",2009
181,181,"Brad Faxon",59,163,"TotalBirdies",2009
182,182,"Tom Lehman",55,153,"TotalBirdies",2009
182,182,"Brendon Todd",53,153,"TotalBirdies",2009
184,184,"Greg Kraft",51,146,"TotalBirdies",2009
