"ScramblingfromOtherLocations_RANKTHISWEEK_2015","ScramblingfromOtherLocations_RANKLASTWEEK_2015","ScramblingfromOtherLocations_PLAYERNAME_2015","ScramblingfromOtherLocations_ROUNDS_2015","ScramblingfromOtherLocations_Pct_2015","ScramblingfromOtherLocations_SUCCESSES_2015","ScramblingfromOtherLocations_ATTEMPTS_2015","stat_name","year"
28,28,"Scott Brown",97,64.62,126,195,"ScramblingfromOtherLocations",2015
29,29,"Chad Collins",79,64.57,113,175,"ScramblingfromOtherLocations",2015
30,30,"Harris English",105,64.46,107,166,"ScramblingfromOtherLocations",2015
31,31,"Jordan Spieth",91,64.29,72,112,"ScramblingfromOtherLocations",2015
31,31,"David Toms",62,64.29,72,112,"ScramblingfromOtherLocations",2015
33,33,"Bill Haas",89,64.23,88,137,"ScramblingfromOtherLocations",2015
34,34,"Ryan Palmer",80,63.96,71,111,"ScramblingfromOtherLocations",2015
35,35,"Alex Cejka",94,63.79,111,174,"ScramblingfromOtherLocations",2015
36,36,"Johnson Wagner",68,63.77,88,138,"ScramblingfromOtherLocations",2015
37,37,"Will Wilcox",58,63.64,49,77,"ScramblingfromOtherLocations",2015
38,38,"Phil Mickelson",70,63.54,61,96,"ScramblingfromOtherLocations",2015
39,39,"Matt Jones",89,63.5,87,137,"ScramblingfromOtherLocations",2015
40,40,"Brendon Todd",96,63.46,99,156,"ScramblingfromOtherLocations",2015
41,41,"Steve Wheatcroft",87,63.06,99,157,"ScramblingfromOtherLocations",2015
42,42,"Tim Wilkinson",73,62.96,85,135,"ScramblingfromOtherLocations",2015
43,43,"Zac Blair",108,62.86,110,175,"ScramblingfromOtherLocations",2015
44,44,"Ryan Moore",81,62.83,71,113,"ScramblingfromOtherLocations",2015
45,45,"Russell Henley",87,62.73,69,110,"ScramblingfromOtherLocations",2015
46,46,"David Hearn",97,62.66,99,158,"ScramblingfromOtherLocations",2015
46,46,"Camilo Villegas",83,62.66,99,158,"ScramblingfromOtherLocations",2015
48,48,"Jim Furyk",71,62.63,62,99,"ScramblingfromOtherLocations",2015
49,49,"Steven Bowditch",103,62.57,117,187,"ScramblingfromOtherLocations",2015
50,50,"Russell Knox",96,62.35,101,162,"ScramblingfromOtherLocations",2015
50,50,"Cameron Tringale",96,62.35,106,170,"ScramblingfromOtherLocations",2015
52,52,"Bubba Watson",71,62.24,61,98,"ScramblingfromOtherLocations",2015
53,53,"John Merrick",78,62.16,92,148,"ScramblingfromOtherLocations",2015
54,54,"Brendon de Jonge",106,62.09,113,182,"ScramblingfromOtherLocations",2015
55,55,"Justin Rose",69,62.03,49,79,"ScramblingfromOtherLocations",2015
56,56,"Kevin Chappell",86,61.97,88,142,"ScramblingfromOtherLocations",2015
57,57,"Aaron Baddeley",76,61.94,96,155,"ScramblingfromOtherLocations",2015
58,58,"Brian Davis",86,61.78,97,157,"ScramblingfromOtherLocations",2015
58,58,"Max Homa",78,61.78,97,157,"ScramblingfromOtherLocations",2015
60,60,"Troy Merritt",91,61.73,100,162,"ScramblingfromOtherLocations",2015
61,61,"Justin Thomas",106,61.65,127,206,"ScramblingfromOtherLocations",2015
62,62,"Justin Leonard",61,61.64,98,159,"ScramblingfromOtherLocations",2015
63,63,"Jhonattan Vegas",90,61.63,106,172,"ScramblingfromOtherLocations",2015
64,64,"Boo Weekley",79,61.59,85,138,"ScramblingfromOtherLocations",2015
65,65,"Matt Kuchar",97,61.43,86,140,"ScramblingfromOtherLocations",2015
66,66,"Ken Duke",93,61.19,123,201,"ScramblingfromOtherLocations",2015
67,67,"Chris Stroud",84,61.18,93,152,"ScramblingfromOtherLocations",2015
68,68,"Bryce Molder",91,61.14,107,175,"ScramblingfromOtherLocations",2015
68,68,"Carl Pettersson",106,61.14,129,211,"ScramblingfromOtherLocations",2015
70,70,"Jimmy Walker",89,61.05,58,95,"ScramblingfromOtherLocations",2015
71,71,"David Lingmerth",90,60.96,89,146,"ScramblingfromOtherLocations",2015
72,72,"Keegan Bradley",87,60.74,82,135,"ScramblingfromOtherLocations",2015
73,73,"Patrick Reed",103,60.59,103,170,"ScramblingfromOtherLocations",2015
74,74,"Daniel Berger",97,60.33,111,184,"ScramblingfromOtherLocations",2015
75,75,"Stewart Cink",77,60.19,62,103,"ScramblingfromOtherLocations",2015
75,75,"Zach Johnson",90,60.19,62,103,"ScramblingfromOtherLocations",2015
77,77,"Derek Ernst",75,60.15,80,133,"ScramblingfromOtherLocations",2015
78,78,"Erik Compton",86,60.14,89,148,"ScramblingfromOtherLocations",2015
79,79,"Sangmoon Bae",98,60,105,175,"ScramblingfromOtherLocations",2015
79,79,"Graham DeLaet",65,60,69,115,"ScramblingfromOtherLocations",2015
79,79,"Oscar Fraustro",58,60,57,95,"ScramblingfromOtherLocations",2015
79,79,"Fabian Gomez",83,60,114,190,"ScramblingfromOtherLocations",2015
83,83,"Danny Lee",120,59.9,115,192,"ScramblingfromOtherLocations",2015
84,84,"Robert Streb",110,59.78,110,184,"ScramblingfromOtherLocations",2015
85,85,"Morgan Hoffmann",85,59.76,98,164,"ScramblingfromOtherLocations",2015
86,86,"Gonzalo Fdez Castano",81,59.72,86,144,"ScramblingfromOtherLocations",2015
87,87,"Spencer Levin",99,59.68,111,186,"ScramblingfromOtherLocations",2015
88,88,"Chad Campbell",97,59.43,104,175,"ScramblingfromOtherLocations",2015
89,89,"DA Points",72,59.42,82,138,"ScramblingfromOtherLocations",2015
90,90,"Paul Casey",87,59.38,57,96,"ScramblingfromOtherLocations",2015
91,91,"Brian Stuard",97,59.32,105,177,"ScramblingfromOtherLocations",2015
92,92,"Mark Wilson",89,59.17,100,169,"ScramblingfromOtherLocations",2015
93,93,"Scott Pinckney",88,59.15,97,164,"ScramblingfromOtherLocations",2015
94,94,"Ricky Barnes",82,59.12,107,181,"ScramblingfromOtherLocations",2015
95,95,"JB Holmes",89,59.09,78,132,"ScramblingfromOtherLocations",2015
96,96,"Rickie Fowler",76,59.05,62,105,"ScramblingfromOtherLocations",2015
97,97,"Brian Harman",90,58.96,102,173,"ScramblingfromOtherLocations",2015
98,98,"Jonas Blixt",78,58.87,73,124,"ScramblingfromOtherLocations",2015
99,99,"Andrew Putnam",68,58.82,90,153,"ScramblingfromOtherLocations",2015
100,100,"Scott Piercy",90,58.75,94,160,"ScramblingfromOtherLocations",2015
101,101,"Luke Donald",71,58.65,61,104,"ScramblingfromOtherLocations",2015
102,102,"Davis Love III",51,58.51,55,94,"ScramblingfromOtherLocations",2015
103,103,"Jason Bohn",95,58.5,86,147,"ScramblingfromOtherLocations",2015
104,104,"Tom Hoge",83,58.38,101,173,"ScramblingfromOtherLocations",2015
105,105,"Greg Owen",58,58.33,56,96,"ScramblingfromOtherLocations",2015
105,105,"Jonathan Randolph",72,58.33,77,132,"ScramblingfromOtherLocations",2015
107,107,"Rory Sabbatini",81,58.22,85,146,"ScramblingfromOtherLocations",2015
108,108,"Eric Axley",57,58.21,78,134,"ScramblingfromOtherLocations",2015
109,109,"Whee Kim",71,58.16,82,141,"ScramblingfromOtherLocations",2015
110,110,"Sean OHair",86,58.02,94,162,"ScramblingfromOtherLocations",2015
111,111,"Daniel Summerhays",101,58.01,105,181,"ScramblingfromOtherLocations",2015
112,112,"Sergio Garcia",59,57.81,37,64,"ScramblingfromOtherLocations",2015
112,112,"Andres Romero",69,57.81,74,128,"ScramblingfromOtherLocations",2015
114,114,"Blayne Barber",76,57.5,69,120,"ScramblingfromOtherLocations",2015
114,114,"Roberto Castro",54,57.5,46,80,"ScramblingfromOtherLocations",2015
114,114,"Jeff Overton",94,57.5,92,160,"ScramblingfromOtherLocations",2015
117,117,"Charley Hoffman",97,57.42,89,155,"ScramblingfromOtherLocations",2015
118,118,"Kyle Reifers",96,57.38,105,183,"ScramblingfromOtherLocations",2015
119,119,"Charl Schwartzel",67,57.33,43,75,"ScramblingfromOtherLocations",2015
120,120,"Roger Sloan",56,57.27,63,110,"ScramblingfromOtherLocations",2015
121,121,"Billy Horschel",99,57.24,87,152,"ScramblingfromOtherLocations",2015
122,122,"Retief Goosen",81,57.14,80,140,"ScramblingfromOtherLocations",2015
123,123,"Byron Smith",59,57,57,100,"ScramblingfromOtherLocations",2015
124,124,"Chris Kirk",76,56.78,67,118,"ScramblingfromOtherLocations",2015
125,125,"Martin Flores",95,56.77,88,155,"ScramblingfromOtherLocations",2015
126,126,"Gary Woodland",81,56.41,66,117,"ScramblingfromOtherLocations",2015
127,127,"Colt Knost",90,56.29,85,151,"ScramblingfromOtherLocations",2015
128,128,"Lucas Glover",79,56.25,72,128,"ScramblingfromOtherLocations",2015
129,129,"Matt Every",73,56,70,125,"ScramblingfromOtherLocations",2015
130,130,"Michael Thompson",83,55.95,94,168,"ScramblingfromOtherLocations",2015
131,131,"George McNeill",93,55.8,101,181,"ScramblingfromOtherLocations",2015
132,132,"Charles Howell III",105,55.68,98,176,"ScramblingfromOtherLocations",2015
133,133,"Francesco Molinari",56,55.56,35,63,"ScramblingfromOtherLocations",2015
134,134,"JJ Henry",94,55.49,91,164,"ScramblingfromOtherLocations",2015
134,134,"Scott Langley",94,55.49,96,173,"ScramblingfromOtherLocations",2015
136,136,"Marc Leishman",74,55.43,51,92,"ScramblingfromOtherLocations",2015
137,137,"Brice Garnett",81,55.41,82,148,"ScramblingfromOtherLocations",2015
138,138,"Jim Renner",68,55.19,85,154,"ScramblingfromOtherLocations",2015
139,139,"Chesson Hadley",101,55.03,104,189,"ScramblingfromOtherLocations",2015
140,140,"Bo Van Pelt",81,54.97,83,151,"ScramblingfromOtherLocations",2015
141,141,"Hudson Swafford",97,54.95,100,182,"ScramblingfromOtherLocations",2015
142,142,"Heath Slocum",57,54.87,62,113,"ScramblingfromOtherLocations",2015
143,143,"Brooks Koepka",84,54.55,60,110,"ScramblingfromOtherLocations",2015
144,144,"Tyrone Van Aswegen",58,54.26,70,129,"ScramblingfromOtherLocations",2015
145,145,"Jim Herman",88,54.07,73,135,"ScramblingfromOtherLocations",2015
146,146,"Ben Martin",93,54,81,150,"ScramblingfromOtherLocations",2015
147,147,"Luke Guthrie",84,53.89,90,167,"ScramblingfromOtherLocations",2015
148,148,"John Senden",80,53.85,42,78,"ScramblingfromOtherLocations",2015
149,149,"Chez Reavie",56,53.76,50,93,"ScramblingfromOtherLocations",2015
150,150,"James Hahn",94,53.69,80,149,"ScramblingfromOtherLocations",2015
151,151,"Carlos Ortiz",100,53.55,83,155,"ScramblingfromOtherLocations",2015
152,152,"Martin Laird",77,53.49,92,172,"ScramblingfromOtherLocations",2015
153,153,"Nick Watney",91,53.42,86,161,"ScramblingfromOtherLocations",2015
154,154,"Padraig Harrington",60,53.39,63,118,"ScramblingfromOtherLocations",2015
155,155,"Michael Putnam",87,53.33,64,120,"ScramblingfromOtherLocations",2015
155,155,"Shawn Stefani",94,53.33,80,150,"ScramblingfromOtherLocations",2015
157,157,"Ernie Els",57,52.81,47,89,"ScramblingfromOtherLocations",2015
158,158,"Nick Taylor",91,52.78,95,180,"ScramblingfromOtherLocations",2015
159,159,"Andrew Svoboda",80,52.76,86,163,"ScramblingfromOtherLocations",2015
160,160,"Kevin Streelman",95,52.63,60,114,"ScramblingfromOtherLocations",2015
161,161,"Andres Gonzales",90,52.6,81,154,"ScramblingfromOtherLocations",2015
162,162,"Brendan Steele",88,52.48,74,141,"ScramblingfromOtherLocations",2015
163,163,"Adam Hadwin",95,52.33,90,172,"ScramblingfromOtherLocations",2015
164,164,"Derek Fathauer",81,52.3,91,174,"ScramblingfromOtherLocations",2015
165,165,"Sam Saunders",83,52.27,69,132,"ScramblingfromOtherLocations",2015
166,166,"Nicholas Thompson",90,52.03,64,123,"ScramblingfromOtherLocations",2015
167,167,"Geoff Ogilvy",50,51.85,42,81,"ScramblingfromOtherLocations",2015
167,167,"Scott Stallings",60,51.85,56,108,"ScramblingfromOtherLocations",2015
169,169,"Robert Allenby",63,51.64,63,122,"ScramblingfromOtherLocations",2015
170,170,"Cameron Percy",72,51.61,64,124,"ScramblingfromOtherLocations",2015
171,171,"Seung Yul Noh",65,51.38,56,109,"ScramblingfromOtherLocations",2015
172,172,"Greg Chalmers",58,51.22,42,82,"ScramblingfromOtherLocations",2015
173,173,"Ryo Ishikawa",90,51.16,88,172,"ScramblingfromOtherLocations",2015
174,174,"Bill Lunde",50,51.09,47,92,"ScramblingfromOtherLocations",2015
175,175,"Jason Kokrak",88,50.94,81,159,"ScramblingfromOtherLocations",2015
176,176,"Alex Prugh",84,50.81,63,124,"ScramblingfromOtherLocations",2015
177,177,"Tony Finau",106,50.55,92,182,"ScramblingfromOtherLocations",2015
178,178,"Jason Gore",76,50.38,66,131,"ScramblingfromOtherLocations",2015
179,179,"Louis Oosthuizen",68,49.3,35,71,"ScramblingfromOtherLocations",2015
180,180,"Robert Garrigus",70,48.85,64,131,"ScramblingfromOtherLocations",2015
181,181,"Charlie Beljan",76,45.9,56,122,"ScramblingfromOtherLocations",2015
182,182,"Adam Scott",51,45.1,23,51,"ScramblingfromOtherLocations",2015
183,183,"Angel Cabrera",53,40.3,27,67,"ScramblingfromOtherLocations",2015
184,184,"Lee Westwood",56,40,18,45,"ScramblingfromOtherLocations",2015
