"ScramblingRoughRTPScore_RANKTHISWEEK_2013","ScramblingRoughRTPScore_RANKLASTWEEK_2013","ScramblingRoughRTPScore_PLAYERNAME_2013","ScramblingRoughRTPScore_ROUNDS_2013","ScramblingRoughRTPScore_AVGRTP_2013","ScramblingRoughRTPScore_TOTALHOLES_2013","ScramblingRoughRTPScore_TOTALRTP_2013","stat_name","year"
33,NA,"Zach Johnson",84,0.413,155,64,"ScramblingRoughRTPScore",2013
33,NA,"Scott Piercy",78,0.413,155,64,"ScramblingRoughRTPScore",2013
36,NA,"Cameron Percy",68,0.416,137,57,"ScramblingRoughRTPScore",2013
36,NA,"Robert Streb",75,0.416,149,62,"ScramblingRoughRTPScore",2013
38,NA,"James Driscoll",76,0.417,163,68,"ScramblingRoughRTPScore",2013
39,NA,"Henrik Stenson",65,0.419,74,31,"ScramblingRoughRTPScore",2013
39,NA,"Brian Stuard",78,0.419,155,65,"ScramblingRoughRTPScore",2013
41,NA,"John Huh",88,0.42,157,66,"ScramblingRoughRTPScore",2013
42,NA,"Chris Stroud",88,0.422,187,79,"ScramblingRoughRTPScore",2013
43,NA,"Keegan Bradley",88,0.423,156,66,"ScramblingRoughRTPScore",2013
44,NA,"Jason Dufner",78,0.425,127,54,"ScramblingRoughRTPScore",2013
45,NA,"Charl Schwartzel",69,0.426,101,43,"ScramblingRoughRTPScore",2013
46,NA,"Ernie Els",63,0.427,103,44,"ScramblingRoughRTPScore",2013
46,NA,"Chris Kirk",89,0.427,164,70,"ScramblingRoughRTPScore",2013
48,NA,"Graham DeLaet",94,0.428,152,65,"ScramblingRoughRTPScore",2013
49,NA,"DH Lee",65,0.43,128,55,"ScramblingRoughRTPScore",2013
49,NA,"Jordan Spieth",82,0.43,151,65,"ScramblingRoughRTPScore",2013
51,NA,"Geoff Ogilvy",57,0.431,130,56,"ScramblingRoughRTPScore",2013
52,NA,"Jason Day",86,0.432,183,79,"ScramblingRoughRTPScore",2013
52,NA,"Luke Donald",60,0.432,111,48,"ScramblingRoughRTPScore",2013
54,NA,"Ben Kohles",75,0.433,157,68,"ScramblingRoughRTPScore",2013
55,NA,"Kevin Chappell",80,0.435,170,74,"ScramblingRoughRTPScore",2013
56,NA,"Charles Howell III",87,0.438,185,81,"ScramblingRoughRTPScore",2013
56,NA,"Brendan Steele",86,0.438,169,74,"ScramblingRoughRTPScore",2013
58,NA,"Webb Simpson",92,0.439,189,83,"ScramblingRoughRTPScore",2013
59,NA,"Rory Sabbatini",86,0.44,168,74,"ScramblingRoughRTPScore",2013
60,NA,"David Hearn",88,0.441,179,79,"ScramblingRoughRTPScore",2013
61,NA,"Adam Scott",61,0.442,104,46,"ScramblingRoughRTPScore",2013
62,NA,"Vijay Singh",61,0.443,97,43,"ScramblingRoughRTPScore",2013
62,NA,"Cameron Tringale",80,0.443,183,81,"ScramblingRoughRTPScore",2013
64,NA,"Angel Cabrera",73,0.444,162,72,"ScramblingRoughRTPScore",2013
64,NA,"Roberto Castro",97,0.444,187,83,"ScramblingRoughRTPScore",2013
64,NA,"Jim Furyk",80,0.444,126,56,"ScramblingRoughRTPScore",2013
64,NA,"Steve LeBrun",66,0.444,124,55,"ScramblingRoughRTPScore",2013
64,NA,"Lee Westwood",70,0.444,124,55,"ScramblingRoughRTPScore",2013
69,NA,"John Senden",79,0.446,148,66,"ScramblingRoughRTPScore",2013
69,NA,"Nicholas Thompson",99,0.446,202,90,"ScramblingRoughRTPScore",2013
69,NA,"YE Yang",56,0.446,112,50,"ScramblingRoughRTPScore",2013
72,NA,"Ben Crane",62,0.447,132,59,"ScramblingRoughRTPScore",2013
73,NA,"Russell Henley",80,0.448,163,73,"ScramblingRoughRTPScore",2013
74,NA,"Robert Karlsson",56,0.449,118,53,"ScramblingRoughRTPScore",2013
74,NA,"Carl Pettersson",82,0.449,138,62,"ScramblingRoughRTPScore",2013
76,NA,"Trevor Immelman",73,0.451,142,64,"ScramblingRoughRTPScore",2013
77,NA,"Dustin Johnson",71,0.453,137,62,"ScramblingRoughRTPScore",2013
78,NA,"Charley Hoffman",84,0.454,163,74,"ScramblingRoughRTPScore",2013
79,NA,"Matt Kuchar",93,0.455,167,76,"ScramblingRoughRTPScore",2013
80,NA,"Scott Brown",65,0.456,136,62,"ScramblingRoughRTPScore",2013
80,NA,"Fabian Gomez",65,0.456,149,68,"ScramblingRoughRTPScore",2013
80,NA,"Casey Wittenberg",72,0.456,182,83,"ScramblingRoughRTPScore",2013
83,NA,"Rickie Fowler",75,0.457,164,75,"ScramblingRoughRTPScore",2013
84,NA,"Padraig Harrington",52,0.459,85,39,"ScramblingRoughRTPScore",2013
84,NA,"Nick Watney",88,0.459,157,72,"ScramblingRoughRTPScore",2013
86,NA,"John Rollins",77,0.46,137,63,"ScramblingRoughRTPScore",2013
86,NA,"Daniel Summerhays",83,0.46,176,81,"ScramblingRoughRTPScore",2013
86,NA,"Bubba Watson",76,0.46,113,52,"ScramblingRoughRTPScore",2013
86,NA,"Tiger Woods",61,0.46,100,46,"ScramblingRoughRTPScore",2013
90,NA,"Jerry Kelly",75,0.462,132,61,"ScramblingRoughRTPScore",2013
91,NA,"Andres Romero",63,0.463,123,57,"ScramblingRoughRTPScore",2013
91,NA,"Shawn Stefani",63,0.463,134,62,"ScramblingRoughRTPScore",2013
93,NA,"Jeff Overton",78,0.464,153,71,"ScramblingRoughRTPScore",2013
94,NA,"Marc Leishman",77,0.466,163,76,"ScramblingRoughRTPScore",2013
95,NA,"JJ Henry",83,0.467,150,70,"ScramblingRoughRTPScore",2013
95,NA,"David Lingmerth",68,0.467,169,79,"ScramblingRoughRTPScore",2013
97,NA,"John Merrick",79,0.468,158,74,"ScramblingRoughRTPScore",2013
98,NA,"Aaron Baddeley",68,0.47,200,94,"ScramblingRoughRTPScore",2013
99,NA,"Jeff Maggert",63,0.475,122,58,"ScramblingRoughRTPScore",2013
100,NA,"Tim Herron",45,0.477,107,51,"ScramblingRoughRTPScore",2013
101,NA,"Chad Campbell",78,0.478,161,77,"ScramblingRoughRTPScore",2013
101,NA,"Erik Compton",74,0.478,161,77,"ScramblingRoughRTPScore",2013
101,NA,"Greg Owen",73,0.478,136,65,"ScramblingRoughRTPScore",2013
101,NA,"Patrick Reed",83,0.478,224,107,"ScramblingRoughRTPScore",2013
105,NA,"Brian Harman",89,0.479,188,90,"ScramblingRoughRTPScore",2013
105,NA,"Jason Kokrak",78,0.479,165,79,"ScramblingRoughRTPScore",2013
105,NA,"Pat Perez",69,0.479,140,67,"ScramblingRoughRTPScore",2013
108,NA,"Matt Every",89,0.48,152,73,"ScramblingRoughRTPScore",2013
108,NA,"Martin Laird",68,0.48,123,59,"ScramblingRoughRTPScore",2013
110,NA,"Bob Estes",66,0.482,114,55,"ScramblingRoughRTPScore",2013
110,NA,"Dicky Pride",71,0.482,141,68,"ScramblingRoughRTPScore",2013
112,NA,"Mike Weir",60,0.486,148,72,"ScramblingRoughRTPScore",2013
113,NA,"Ken Duke",87,0.487,193,94,"ScramblingRoughRTPScore",2013
114,NA,"Troy Matteson",68,0.49,143,70,"ScramblingRoughRTPScore",2013
115,NA,"Scott Stallings",79,0.491,163,80,"ScramblingRoughRTPScore",2013
116,NA,"Johnson Wagner",64,0.492,118,58,"ScramblingRoughRTPScore",2013
116,NA,"Gary Woodland",94,0.492,183,90,"ScramblingRoughRTPScore",2013
118,NA,"Chez Reavie",72,0.493,142,70,"ScramblingRoughRTPScore",2013
119,NA,"Andrew Svoboda",46,0.494,81,40,"ScramblingRoughRTPScore",2013
120,NA,"Michael Bradley",56,0.495,97,48,"ScramblingRoughRTPScore",2013
120,NA,"Rory McIlroy",56,0.495,103,51,"ScramblingRoughRTPScore",2013
122,NA,"Justin Bolli",59,0.496,139,69,"ScramblingRoughRTPScore",2013
123,NA,"Morgan Hoffmann",64,0.497,161,80,"ScramblingRoughRTPScore",2013
124,NA,"Charlie Beljan",62,0.5,120,60,"ScramblingRoughRTPScore",2013
124,NA,"Will Claxton",67,0.5,128,64,"ScramblingRoughRTPScore",2013
126,NA,"Doug LaBelle II",72,0.503,149,75,"ScramblingRoughRTPScore",2013
126,NA,"Hunter Mahan",91,0.503,149,75,"ScramblingRoughRTPScore",2013
128,NA,"David Mathis",71,0.504,141,71,"ScramblingRoughRTPScore",2013
128,NA,"Kyle Stanley",71,0.504,135,68,"ScramblingRoughRTPScore",2013
130,NA,"Harris English",95,0.505,216,109,"ScramblingRoughRTPScore",2013
130,NA,"DJ Trahan",48,0.505,101,51,"ScramblingRoughRTPScore",2013
130,NA,"Aaron Watkins",46,0.505,103,52,"ScramblingRoughRTPScore",2013
133,NA,"Nicolas Colsaerts",50,0.506,81,41,"ScramblingRoughRTPScore",2013
133,NA,"Tom Gillis",69,0.506,172,87,"ScramblingRoughRTPScore",2013
133,NA,"Ryan Palmer",79,0.506,160,81,"ScramblingRoughRTPScore",2013
136,NA,"Billy Horschel",96,0.508,187,95,"ScramblingRoughRTPScore",2013
137,NA,"Vaughn Taylor",50,0.509,112,57,"ScramblingRoughRTPScore",2013
138,NA,"James Hahn",78,0.511,178,91,"ScramblingRoughRTPScore",2013
138,NA,"Alistair Presnell",59,0.511,135,69,"ScramblingRoughRTPScore",2013
140,NA,"Martin Kaymer",61,0.513,80,41,"ScramblingRoughRTPScore",2013
141,NA,"Jason Bohn",70,0.514,146,75,"ScramblingRoughRTPScore",2013
141,NA,"Bobby Gates",49,0.514,105,54,"ScramblingRoughRTPScore",2013
141,NA,"Boo Weekley",100,0.514,185,95,"ScramblingRoughRTPScore",2013
144,NA,"Jim Herman",59,0.515,103,53,"ScramblingRoughRTPScore",2013
145,NA,"Lucas Glover",65,0.518,114,59,"ScramblingRoughRTPScore",2013
146,NA,"Josh Teater",86,0.519,135,70,"ScramblingRoughRTPScore",2013
146,NA,"Mark Wilson",56,0.519,104,54,"ScramblingRoughRTPScore",2013
148,NA,"Brandt Jobe",62,0.52,98,51,"ScramblingRoughRTPScore",2013
148,NA,"George McNeill",68,0.52,150,78,"ScramblingRoughRTPScore",2013
150,NA,"Tag Ridings",69,0.521,140,73,"ScramblingRoughRTPScore",2013
151,NA,"William McGirt",75,0.523,130,68,"ScramblingRoughRTPScore",2013
151,NA,"Michael Thompson",66,0.523,149,78,"ScramblingRoughRTPScore",2013
153,NA,"Darron Stiles",51,0.526,116,61,"ScramblingRoughRTPScore",2013
154,NA,"Steven Bowditch",67,0.528,159,84,"ScramblingRoughRTPScore",2013
155,NA,"Ben Curtis",59,0.531,113,60,"ScramblingRoughRTPScore",2013
156,NA,"Scott Gardiner",61,0.532,141,75,"ScramblingRoughRTPScore",2013
156,NA,"Eric Meierdierks",48,0.532,94,50,"ScramblingRoughRTPScore",2013
158,NA,"Stephen Ames",49,0.533,105,56,"ScramblingRoughRTPScore",2013
158,NA,"Colt Knost",69,0.533,137,73,"ScramblingRoughRTPScore",2013
160,NA,"Robert Allenby",58,0.534,146,78,"ScramblingRoughRTPScore",2013
161,NA,"David Toms",49,0.536,69,37,"ScramblingRoughRTPScore",2013
162,NA,"Sang Moon Bae",83,0.539,191,103,"ScramblingRoughRTPScore",2013
162,NA,"Jin Park",52,0.539,102,55,"ScramblingRoughRTPScore",2013
164,NA,"Seung Yul Noh",71,0.544,169,92,"ScramblingRoughRTPScore",2013
165,NA,"Brad Fritsch",81,0.546,163,89,"ScramblingRoughRTPScore",2013
166,NA,"Ryo Ishikawa",72,0.557,140,78,"ScramblingRoughRTPScore",2013
167,NA,"Tommy Gainey",84,0.56,200,112,"ScramblingRoughRTPScore",2013
168,NA,"Bud Cauley",67,0.563,142,80,"ScramblingRoughRTPScore",2013
169,NA,"Rod Pampling",46,0.57,79,45,"ScramblingRoughRTPScore",2013
170,NA,"Camilo Villegas",79,0.572,152,87,"ScramblingRoughRTPScore",2013
171,NA,"Henrik Norlander",70,0.576,132,76,"ScramblingRoughRTPScore",2013
172,NA,"Greg Chalmers",77,0.578,161,93,"ScramblingRoughRTPScore",2013
173,NA,"Luke List",65,0.582,158,92,"ScramblingRoughRTPScore",2013
174,NA,"Derek Ernst",58,0.584,149,87,"ScramblingRoughRTPScore",2013
175,NA,"Robert Garrigus",69,0.587,126,74,"ScramblingRoughRTPScore",2013
176,NA,"Justin Hicks",79,0.593,135,80,"ScramblingRoughRTPScore",2013
177,NA,"Stewart Cink",71,0.603,126,76,"ScramblingRoughRTPScore",2013
178,NA,"Kevin Stadler",83,0.607,140,85,"ScramblingRoughRTPScore",2013
179,NA,"Sean OHair",56,0.61,136,83,"ScramblingRoughRTPScore",2013
180,NA,"Ricky Barnes",74,0.615,109,67,"ScramblingRoughRTPScore",2013
