"RoughTendency_RANKTHISWEEK_2006","RoughTendency_RANKLASTWEEK_2006","RoughTendency_PLAYERNAME_2006","RoughTendency_ROUNDS_2006","RoughTendency_Pct_2006","RoughTendency_TOTALROUGH_2006","RoughTendency_POSSIBLEFWYS_2006","RoughTendency_RELATIVETOPAR_2006","stat_name","year"
22,22,"David McKenzie",82,20.47,228,1114,1.62,"RoughTendency",2006
23,23,"Robert Gamez",94,20.56,264,1284,2.65,"RoughTendency",2006
24,24,"Briny Baird",81,20.6,221,1073,0.36,"RoughTendency",2006
25,25,"Steve Elkington",52,20.7,141,681,0.64,"RoughTendency",2006
26,26,"David Branshaw",98,20.91,285,1363,1.61,"RoughTendency",2006
27,27,"Patrick Sheehan",104,21.02,293,1394,1.3,"RoughTendency",2006
28,28,"Mark Brooks",90,21.03,249,1184,1.69,"RoughTendency",2006
29,29,"Justin Leonard",83,21.05,209,993,1.96,"RoughTendency",2006
30,30,"Kent Jones",103,21.29,287,1348,1.15,"RoughTendency",2006
31,31,"JP Hayes",55,21.38,164,767,1.83,"RoughTendency",2006
32,32,"Ian Poulter",53,21.43,126,588,1.35,"RoughTendency",2006
33,33,"Tommy Armour III",65,21.51,182,846,1.1,"RoughTendency",2006
34,34,"Nicholas Thompson",96,21.61,274,1268,1.61,"RoughTendency",2006
35,35,"Tjaart van der Walt",60,21.64,172,795,1.28,"RoughTendency",2006
36,36,"Doug Barron",74,21.71,221,1018,1.58,"RoughTendency",2006
37,37,"David Toms",76,21.9,191,872,0.73,"RoughTendency",2006
38,38,"Shane Bertsch",104,21.93,311,1418,1.61,"RoughTendency",2006
39,39,"Will Ma Kenzie",91,21.98,269,1224,1.52,"RoughTendency",2006
40,40,"Duffy Waldorf",96,22,275,1250,1.09,"RoughTendency",2006
41,41,"Frank Lickliter II",99,22.03,297,1348,0.74,"RoughTendency",2006
41,41,"Joey Sindelar",90,22.03,258,1171,1.71,"RoughTendency",2006
43,43,"Hunter Mahan",98,22.04,288,1307,1.67,"RoughTendency",2006
44,44,"Jerry Smith",94,22.07,283,1282,1.8,"RoughTendency",2006
45,45,"Scott Gutschewski",53,22.08,157,711,1.97,"RoughTendency",2006
46,46,"Ted Purdy",103,22.11,275,1244,0.95,"RoughTendency",2006
47,47,"Ron Whittaker",81,22.16,244,1101,2.38,"RoughTendency",2006
48,48,"Jeff Brehaut",100,22.23,297,1336,0.98,"RoughTendency",2006
49,49,"John Rollins",93,22.34,271,1213,1.33,"RoughTendency",2006
50,50,"Steve Stricker",64,22.37,168,751,0.71,"RoughTendency",2006
51,51,"Chris Smith",67,22.4,209,933,1.87,"RoughTendency",2006
52,52,"Jason Bohn",104,22.6,309,1367,1.39,"RoughTendency",2006
53,53,"Richard Johnson",94,22.69,290,1278,2.07,"RoughTendency",2006
54,54,"Alex Cejka",93,22.79,289,1268,1.25,"RoughTendency",2006
55,55,"Luke Donald",66,22.83,150,657,1.87,"RoughTendency",2006
55,55,"Greg Owen",79,22.83,226,990,0.22,"RoughTendency",2006
57,57,"Ben Crane",85,22.84,217,950,1.8,"RoughTendency",2006
58,58,"Tim Clark",80,22.9,207,904,1.93,"RoughTendency",2006
59,59,"DJ Trahan",92,22.92,281,1226,2.17,"RoughTendency",2006
60,60,"Brent Geiberger",99,22.99,311,1353,1.77,"RoughTendency",2006
61,61,"Zach Johnson",98,23.07,251,1088,1.67,"RoughTendency",2006
62,62,"Marco Dawson",87,23.08,280,1213,0.46,"RoughTendency",2006
63,63,"Bubba Dickerson",98,23.09,309,1338,1.72,"RoughTendency",2006
64,64,"Todd Fischer",101,23.11,318,1376,0.91,"RoughTendency",2006
65,65,"Stephen Leaney",84,23.22,271,1167,1.7,"RoughTendency",2006
66,66,"Robert Allenby",79,23.24,198,852,0.51,"RoughTendency",2006
66,66,"Eric Axley",91,23.24,288,1239,0.69,"RoughTendency",2006
68,68,"Mark Wilson",79,23.32,247,1059,1.5,"RoughTendency",2006
69,69,"JL Lewis",57,23.37,186,796,2.15,"RoughTendency",2006
69,69,"Mike Sposa",68,23.37,212,907,1.65,"RoughTendency",2006
71,71,"Brian Gay",107,23.39,348,1488,1.41,"RoughTendency",2006
72,72,"Ryan Moore",68,23.47,200,852,1.8,"RoughTendency",2006
73,73,"Ben Curtis",86,23.48,236,1005,1.4,"RoughTendency",2006
74,74,"Jonathan Byrd",66,23.52,202,859,0.5,"RoughTendency",2006
75,75,"Arjun Atwal",97,23.68,313,1322,1.53,"RoughTendency",2006
76,76,"Joe Ogilvie",95,23.71,295,1244,0.78,"RoughTendency",2006
77,77,"John Senden",96,23.72,288,1214,0.49,"RoughTendency",2006
78,78,"Mathias Gronberg",92,23.73,295,1243,1.02,"RoughTendency",2006
79,79,"Steve Flesch",119,23.9,370,1548,1.51,"RoughTendency",2006
80,80,"Mark Calcavecchia",94,23.91,280,1171,1.07,"RoughTendency",2006
81,81,"Bernhard Langer",77,23.94,220,919,1.09,"RoughTendency",2006
82,82,"Justin Rose",98,23.97,304,1268,0.66,"RoughTendency",2006
83,83,"Tim Petrovic",95,24.17,307,1270,1.17,"RoughTendency",2006
84,84,"Jon Mills",68,24.4,225,922,2.18,"RoughTendency",2006
85,85,"Billy Andrade",78,24.47,231,944,0.65,"RoughTendency",2006
86,86,"Kenny Perry",73,24.54,213,868,1.36,"RoughTendency",2006
87,87,"Ryan Palmer",101,24.62,326,1324,1.81,"RoughTendency",2006
88,88,"Steve Jones",83,24.63,268,1088,1.75,"RoughTendency",2006
88,88,"Kevin Sutherland",100,24.63,329,1336,1.25,"RoughTendency",2006
90,90,"Chris DiMarco",83,24.7,228,923,1.27,"RoughTendency",2006
91,91,"Jonathan Kaye",95,24.75,318,1285,1.1,"RoughTendency",2006
92,92,"Jeff Gove",91,24.77,300,1211,0.53,"RoughTendency",2006
93,93,"Sean OHair",100,24.91,293,1176,1.19,"RoughTendency",2006
94,94,"Paul Stankowski",70,25.03,244,975,0.57,"RoughTendency",2006
95,95,"Tom Pernice Jr",108,25.11,335,1334,1.07,"RoughTendency",2006
96,96,"Robert Damron",91,25.16,319,1268,1.38,"RoughTendency",2006
97,97,"Jeff Sluman",101,25.24,319,1264,1.32,"RoughTendency",2006
98,98,"Bob Tway",81,25.27,261,1033,1.38,"RoughTendency",2006
99,99,"Padraig Harrington",54,25.38,135,532,0.81,"RoughTendency",2006
100,100,"DA Points",82,25.45,284,1116,2.18,"RoughTendency",2006
101,101,"Michael Connell",51,25.56,171,669,2.05,"RoughTendency",2006
102,102,"Harrison Frazar",95,25.62,311,1214,1,"RoughTendency",2006
103,103,"Bob May",65,25.67,221,861,0.54,"RoughTendency",2006
104,104,"Mathew Goggin",72,25.7,237,922,1.6,"RoughTendency",2006
105,105,"Jose Maria Olazabal",62,25.72,151,587,1.19,"RoughTendency",2006
106,106,"Vaughn Taylor",88,25.8,289,1120,1.21,"RoughTendency",2006
107,107,"David Howell",52,25.81,112,434,2.68,"RoughTendency",2006
108,108,"Lucas Glover",105,25.84,329,1273,1.4,"RoughTendency",2006
109,109,"Dean Wilson",115,25.89,378,1460,0.63,"RoughTendency",2006
110,110,"Steve Lowery",99,25.91,328,1266,1.37,"RoughTendency",2006
110,110,"Hidemichi Tanaka",74,25.91,264,1019,2.54,"RoughTendency",2006
112,112,"Rich Beem",85,25.93,257,991,1.4,"RoughTendency",2006
113,113,"Bob Estes",85,25.96,292,1125,0.51,"RoughTendency",2006
114,114,"Nathan Green",108,26.06,356,1366,0.9,"RoughTendency",2006
115,115,"Charles Warren",93,26.07,312,1197,0.54,"RoughTendency",2006
116,116,"Nick Watney",97,26.21,347,1324,0.78,"RoughTendency",2006
117,117,"Mike Weir",88,26.25,252,960,1.07,"RoughTendency",2006
118,118,"Jesper Parnevik",84,26.27,300,1142,0.37,"RoughTendency",2006
119,119,"Troy Matteson",101,26.28,370,1408,0.73,"RoughTendency",2006
120,120,"Brian Bateman",69,26.41,239,905,1.55,"RoughTendency",2006
121,121,"Danny Ellis",68,26.43,236,893,1.02,"RoughTendency",2006
122,122,"Peter Lonard",77,26.47,252,952,2.06,"RoughTendency",2006
123,123,"Freddie Jacobson",56,26.56,208,783,1.01,"RoughTendency",2006
124,124,"Bill Haas",99,26.57,355,1336,0.65,"RoughTendency",2006
124,124,"Pat Perez",50,26.57,178,670,0.73,"RoughTendency",2006
126,126,"Paul Azinger",87,26.58,315,1185,0.92,"RoughTendency",2006
127,127,"Henrik Bjornstad",97,26.6,353,1327,1.3,"RoughTendency",2006
128,128,"Chris Couch",75,26.7,271,1015,1.55,"RoughTendency",2006
129,129,"Craig Barlow",77,26.71,250,936,1.52,"RoughTendency",2006
130,130,"Daniel Chopra",110,26.81,385,1436,0.1,"RoughTendency",2006
131,131,"Woody Austin",107,26.94,371,1377,1.21,"RoughTendency",2006
132,132,"Tom Lehman",70,26.97,195,723,1.28,"RoughTendency",2006
133,133,"Matt Hansen",68,26.99,248,919,0.85,"RoughTendency",2006
134,134,"Phil Mickelson",74,27.03,200,740,0.25,"RoughTendency",2006
135,135,"Brett Wetterich",82,27.05,293,1083,0.99,"RoughTendency",2006
136,136,"KJ Choi",93,27.1,310,1144,1.26,"RoughTendency",2006
137,137,"Thomas Levet",53,27.11,186,686,2.15,"RoughTendency",2006
138,138,"Mark OMeara",52,27.21,166,610,1.08,"RoughTendency",2006
139,139,"Jason Gore",86,27.23,305,1120,1.05,"RoughTendency",2006
139,139,"Dudley Hart",83,27.23,311,1142,1.41,"RoughTendency",2006
141,141,"Sergio Garcia",59,27.34,158,578,1.39,"RoughTendency",2006
142,142,"Shigeki Maruyama",94,27.36,336,1228,1.04,"RoughTendency",2006
143,143,"Michael Allen",84,27.43,322,1174,0.78,"RoughTendency",2006
144,144,"Ian Leggatt",80,27.48,291,1059,1.44,"RoughTendency",2006
145,145,"Stephen Ames",63,27.57,185,671,1.57,"RoughTendency",2006
145,145,"Kris Cox",83,27.57,311,1128,1,"RoughTendency",2006
147,147,"Robert Garrigus",85,27.63,320,1158,1.06,"RoughTendency",2006
148,148,"Roger Tambellini",64,27.65,235,850,1.19,"RoughTendency",2006
149,149,"Ryuji Imada",105,27.69,378,1365,0.98,"RoughTendency",2006
150,150,"Davis Love III",85,27.74,248,894,0.6,"RoughTendency",2006
151,151,"Wes Short Jr",96,27.85,359,1289,2.34,"RoughTendency",2006
152,152,"Brandt Jobe",91,27.86,295,1059,1.29,"RoughTendency",2006
152,152,"Bo Van Pelt",102,27.86,373,1339,0.7,"RoughTendency",2006
154,154,"John Huston",74,27.87,279,1001,1.36,"RoughTendency",2006
155,155,"Todd Hamilton",72,27.98,242,865,2.15,"RoughTendency",2006
156,156,"Lee Janzen",79,28,299,1068,1.57,"RoughTendency",2006
157,157,"Greg Chalmers",71,28.02,262,935,1.83,"RoughTendency",2006
158,158,"Geoff Ogilvy",76,28.03,213,760,1.64,"RoughTendency",2006
159,159,"Brett Quigley",109,28.06,387,1379,0.39,"RoughTendency",2006
160,160,"Trevor Immelman",86,28.4,301,1060,0.27,"RoughTendency",2006
161,161,"Shaun Micheel",96,28.45,328,1153,1.01,"RoughTendency",2006
162,162,"Vance Veazey",59,28.48,235,825,0.64,"RoughTendency",2006
163,163,"John Daly",51,28.57,172,602,1.57,"RoughTendency",2006
164,164,"Camilo Villegas",95,28.69,348,1213,0.34,"RoughTendency",2006
165,165,"Carl Pettersson",95,28.72,326,1135,1.29,"RoughTendency",2006
166,166,"Aaron Baddeley",78,28.73,281,978,1.39,"RoughTendency",2006
167,167,"Jason Schultz",77,28.8,301,1045,1.5,"RoughTendency",2006
168,168,"Carlos Franco",86,28.86,346,1199,1.24,"RoughTendency",2006
169,169,"Arron Oberholser",82,28.92,271,937,1.22,"RoughTendency",2006
170,170,"Tim Herron",82,29.15,272,933,1.36,"RoughTendency",2006
171,171,"Charley Hoffman",100,29.21,383,1311,0.84,"RoughTendency",2006
172,172,"Rod Pampling",89,29.23,285,975,1.54,"RoughTendency",2006
173,173,"Len Mattiace",59,29.27,240,820,1.25,"RoughTendency",2006
174,174,"Fred Couples",52,29.38,156,531,0.32,"RoughTendency",2006
175,175,"Tiger Woods",55,29.51,157,532,-0.7,"RoughTendency",2006
176,176,"Stewart Cink",93,29.57,304,1028,1.02,"RoughTendency",2006
176,176,"Vijay Singh",103,29.57,364,1231,0.08,"RoughTendency",2006
178,178,"Adam Scott",70,29.61,215,726,1.12,"RoughTendency",2006
179,179,"Alex Aragon",63,29.85,254,851,1.22,"RoughTendency",2006
180,180,"Jeff Overton",95,29.87,388,1299,0.7,"RoughTendency",2006
181,181,"Ryan Hietala",61,29.89,246,823,1.26,"RoughTendency",2006
182,182,"John Engler Jr",69,29.95,280,935,2.61,"RoughTendency",2006
183,183,"Rory Sabbatini",84,30.06,297,988,1.21,"RoughTendency",2006
184,184,"JB Holmes",81,30.1,282,937,1.42,"RoughTendency",2006
185,185,"JJ Henry",96,30.41,360,1184,1.25,"RoughTendency",2006
186,186,"Tag Ridings",103,30.57,416,1361,1.25,"RoughTendency",2006
187,187,"Chad Campbell",91,30.58,311,1017,1.41,"RoughTendency",2006
188,188,"Brad Faxon",78,31.04,330,1063,1.48,"RoughTendency",2006
189,189,"Charles Howell III",96,31.28,371,1186,0.7,"RoughTendency",2006
190,190,"David Duval",71,31.66,252,796,1.71,"RoughTendency",2006
191,191,"Stuart Appleby",83,31.82,294,924,0.92,"RoughTendency",2006
192,192,"Ernie Els",69,32.34,216,668,0.32,"RoughTendency",2006
193,193,"Bubba Watson",83,34.3,377,1099,0.45,"RoughTendency",2006
194,194,"Jimmy Walker",60,34.53,279,808,1.04,"RoughTendency",2006
195,195,"Retief Goosen",68,35.05,225,642,0.89,"RoughTendency",2006
196,196,"James Driscoll",80,35.66,398,1116,1.11,"RoughTendency",2006
