"BirdieorBetterPercentageLeftRough_RANKTHISWEEK_2014","BirdieorBetterPercentageLeftRough_RANKLASTWEEK_2014","BirdieorBetterPercentageLeftRough_PLAYERNAME_2014","BirdieorBetterPercentageLeftRough_ROUNDS_2014","BirdieorBetterPercentageLeftRough_Pct_2014","BirdieorBetterPercentageLeftRough_TOTALBIRDIES_2014","BirdieorBetterPercentageLeftRough_TOTALHOLES_2014","stat_name","year"
49,49,"Andrew Loupe",65,16,16,100,"BirdieorBetterPercentageLeftRough",2014
53,53,"Kevin Na",94,15.86,23,145,"BirdieorBetterPercentageLeftRough",2014
54,54,"Ben Martin",80,15.69,16,102,"BirdieorBetterPercentageLeftRough",2014
55,55,"Justin Rose",70,15.66,13,83,"BirdieorBetterPercentageLeftRough",2014
56,56,"Jim Renner",61,15.65,18,115,"BirdieorBetterPercentageLeftRough",2014
57,57,"Trevor Immelman",84,15.63,15,96,"BirdieorBetterPercentageLeftRough",2014
57,57,"Hunter Mahan",88,15.63,15,96,"BirdieorBetterPercentageLeftRough",2014
59,59,"Davis Love III",74,15.5,20,129,"BirdieorBetterPercentageLeftRough",2014
60,60,"Troy Matteson",62,15.46,15,97,"BirdieorBetterPercentageLeftRough",2014
61,61,"Patrick Reed",92,15.44,23,149,"BirdieorBetterPercentageLeftRough",2014
62,62,"Sergio Garcia",61,15.38,10,65,"BirdieorBetterPercentageLeftRough",2014
62,62,"Jeff Overton",80,15.38,22,143,"BirdieorBetterPercentageLeftRough",2014
64,64,"Brandt Snedeker",89,15.32,17,111,"BirdieorBetterPercentageLeftRough",2014
65,65,"JB Holmes",86,15.24,25,164,"BirdieorBetterPercentageLeftRough",2014
66,66,"Harris English",95,15.22,21,138,"BirdieorBetterPercentageLeftRough",2014
67,67,"Rickie Fowler",91,15.15,15,99,"BirdieorBetterPercentageLeftRough",2014
68,68,"John Rollins",84,15.13,18,119,"BirdieorBetterPercentageLeftRough",2014
69,69,"John Senden",99,15.08,19,126,"BirdieorBetterPercentageLeftRough",2014
70,70,"Vijay Singh",83,15.04,20,133,"BirdieorBetterPercentageLeftRough",2014
71,71,"Chesson Hadley",84,15.03,23,153,"BirdieorBetterPercentageLeftRough",2014
72,72,"Nick Watney",80,15,12,80,"BirdieorBetterPercentageLeftRough",2014
72,72,"Will Wilcox",51,15,12,80,"BirdieorBetterPercentageLeftRough",2014
74,74,"Camilo Villegas",95,14.91,24,161,"BirdieorBetterPercentageLeftRough",2014
75,75,"Roberto Castro",76,14.56,15,103,"BirdieorBetterPercentageLeftRough",2014
76,76,"Josh Teater",90,14.52,18,124,"BirdieorBetterPercentageLeftRough",2014
77,77,"Gary Woodland",93,14.49,20,138,"BirdieorBetterPercentageLeftRough",2014
78,78,"Jonas Blixt",64,14.44,13,90,"BirdieorBetterPercentageLeftRough",2014
79,79,"Woody Austin",63,14.41,17,118,"BirdieorBetterPercentageLeftRough",2014
79,79,"Kyle Stanley",87,14.41,16,111,"BirdieorBetterPercentageLeftRough",2014
81,81,"Seung Yul Noh",92,14.4,18,125,"BirdieorBetterPercentageLeftRough",2014
82,82,"Chris Kirk",105,14.39,20,139,"BirdieorBetterPercentageLeftRough",2014
83,83,"Kevin Chappell",100,14.29,17,119,"BirdieorBetterPercentageLeftRough",2014
83,83,"Retief Goosen",94,14.29,22,154,"BirdieorBetterPercentageLeftRough",2014
83,83,"Sean OHair",77,14.29,20,140,"BirdieorBetterPercentageLeftRough",2014
83,83,"Michael Putnam",106,14.29,24,168,"BirdieorBetterPercentageLeftRough",2014
87,87,"Matt Kuchar",91,14.17,18,127,"BirdieorBetterPercentageLeftRough",2014
88,88,"Scott Langley",95,14.16,16,113,"BirdieorBetterPercentageLeftRough",2014
89,89,"Luke Donald",57,14.1,11,78,"BirdieorBetterPercentageLeftRough",2014
90,90,"Ryo Ishikawa",75,14.09,21,149,"BirdieorBetterPercentageLeftRough",2014
91,91,"Luke Guthrie",85,14.07,19,135,"BirdieorBetterPercentageLeftRough",2014
92,92,"JJ Henry",91,13.97,19,136,"BirdieorBetterPercentageLeftRough",2014
93,93,"Lucas Glover",68,13.89,10,72,"BirdieorBetterPercentageLeftRough",2014
94,94,"Adam Scott",68,13.79,12,87,"BirdieorBetterPercentageLeftRough",2014
95,95,"Ricky Barnes",92,13.77,23,167,"BirdieorBetterPercentageLeftRough",2014
96,96,"Jason Day",54,13.64,9,66,"BirdieorBetterPercentageLeftRough",2014
96,96,"Graeme McDowell",66,13.64,9,66,"BirdieorBetterPercentageLeftRough",2014
96,96,"William McGirt",96,13.64,21,154,"BirdieorBetterPercentageLeftRough",2014
99,99,"Brendan Steele",89,13.6,17,125,"BirdieorBetterPercentageLeftRough",2014
100,100,"Bronson La Cassie",51,13.58,11,81,"BirdieorBetterPercentageLeftRough",2014
101,101,"Brian Stuard",91,13.56,16,118,"BirdieorBetterPercentageLeftRough",2014
102,102,"Heath Slocum",71,13.54,13,96,"BirdieorBetterPercentageLeftRough",2014
103,103,"Brian Gay",81,13.49,17,126,"BirdieorBetterPercentageLeftRough",2014
104,104,"Brian Davis",93,13.42,20,149,"BirdieorBetterPercentageLeftRough",2014
105,105,"Charlie Wi",72,13.33,14,105,"BirdieorBetterPercentageLeftRough",2014
106,106,"Chris Stroud",88,13.04,15,115,"BirdieorBetterPercentageLeftRough",2014
107,107,"Pat Perez",84,13.01,16,123,"BirdieorBetterPercentageLeftRough",2014
107,107,"Brendon Todd",108,13.01,19,146,"BirdieorBetterPercentageLeftRough",2014
109,109,"Freddie Jacobson",91,12.95,18,139,"BirdieorBetterPercentageLeftRough",2014
110,110,"Russell Knox",92,12.93,15,116,"BirdieorBetterPercentageLeftRough",2014
111,111,"Tim Wilkinson",86,12.9,16,124,"BirdieorBetterPercentageLeftRough",2014
112,112,"Stewart Cink",91,12.77,18,141,"BirdieorBetterPercentageLeftRough",2014
113,113,"Billy Horschel",92,12.73,14,110,"BirdieorBetterPercentageLeftRough",2014
114,114,"Jordan Spieth",102,12.69,17,134,"BirdieorBetterPercentageLeftRough",2014
115,115,"Robert Streb",75,12.68,18,142,"BirdieorBetterPercentageLeftRough",2014
116,116,"Danny Lee",84,12.61,15,119,"BirdieorBetterPercentageLeftRough",2014
117,117,"David Lingmerth",80,12.6,16,127,"BirdieorBetterPercentageLeftRough",2014
118,118,"Stuart Appleby",92,12.59,18,143,"BirdieorBetterPercentageLeftRough",2014
119,119,"Keegan Bradley",89,12.5,15,120,"BirdieorBetterPercentageLeftRough",2014
119,119,"Webb Simpson",87,12.5,18,144,"BirdieorBetterPercentageLeftRough",2014
121,121,"Ernie Els",85,12.28,14,114,"BirdieorBetterPercentageLeftRough",2014
121,121,"Justin Hicks",103,12.28,14,114,"BirdieorBetterPercentageLeftRough",2014
123,123,"Bryce Molder",77,12.2,10,82,"BirdieorBetterPercentageLeftRough",2014
124,124,"Johnson Wagner",69,12.17,14,115,"BirdieorBetterPercentageLeftRough",2014
125,125,"Robert Allenby",83,12.12,20,165,"BirdieorBetterPercentageLeftRough",2014
125,125,"Jeff Maggert",54,12.12,8,66,"BirdieorBetterPercentageLeftRough",2014
125,125,"Louis Oosthuizen",50,12.12,8,66,"BirdieorBetterPercentageLeftRough",2014
128,128,"Jason Bohn",81,12.1,15,124,"BirdieorBetterPercentageLeftRough",2014
128,128,"Will Ma Kenzie",82,12.1,15,124,"BirdieorBetterPercentageLeftRough",2014
130,130,"Russell Henley",92,11.94,16,134,"BirdieorBetterPercentageLeftRough",2014
131,131,"Cameron Tringale",111,11.93,21,176,"BirdieorBetterPercentageLeftRough",2014
132,132,"John Peterson",62,11.9,10,84,"BirdieorBetterPercentageLeftRough",2014
133,133,"Ken Duke",80,11.88,12,101,"BirdieorBetterPercentageLeftRough",2014
134,134,"Bo Van Pelt",83,11.82,13,110,"BirdieorBetterPercentageLeftRough",2014
134,134,"YE Yang",79,11.82,13,110,"BirdieorBetterPercentageLeftRough",2014
136,136,"Jim Herman",62,11.63,10,86,"BirdieorBetterPercentageLeftRough",2014
137,137,"Graham DeLaet",80,11.61,13,112,"BirdieorBetterPercentageLeftRough",2014
138,138,"Tyrone Van Aswegen",79,11.56,17,147,"BirdieorBetterPercentageLeftRough",2014
139,139,"Bill Haas",107,11.43,16,140,"BirdieorBetterPercentageLeftRough",2014
140,140,"Ben Crane",81,11.4,13,114,"BirdieorBetterPercentageLeftRough",2014
140,140,"Rory Sabbatini",82,11.4,13,114,"BirdieorBetterPercentageLeftRough",2014
142,142,"Brian Harman",111,11.35,21,185,"BirdieorBetterPercentageLeftRough",2014
143,143,"Nicholas Thompson",85,11.32,12,106,"BirdieorBetterPercentageLeftRough",2014
144,144,"Chad Collins",78,11.3,13,115,"BirdieorBetterPercentageLeftRough",2014
145,145,"Paul Casey",56,11.11,9,81,"BirdieorBetterPercentageLeftRough",2014
145,145,"Gonzalo Fdez Castano",83,11.11,12,108,"BirdieorBetterPercentageLeftRough",2014
147,147,"Brad Fritsch",50,10.94,7,64,"BirdieorBetterPercentageLeftRough",2014
148,148,"DA Points",75,10.89,11,101,"BirdieorBetterPercentageLeftRough",2014
149,149,"James Driscoll",71,10.81,16,148,"BirdieorBetterPercentageLeftRough",2014
150,150,"Bud Cauley",56,10.75,10,93,"BirdieorBetterPercentageLeftRough",2014
151,151,"Daniel Summerhays",98,10.64,15,141,"BirdieorBetterPercentageLeftRough",2014
152,152,"Scott Brown",100,10.49,15,143,"BirdieorBetterPercentageLeftRough",2014
153,153,"Andrew Svoboda",77,10.31,10,97,"BirdieorBetterPercentageLeftRough",2014
154,154,"Morgan Hoffmann",103,10.22,19,186,"BirdieorBetterPercentageLeftRough",2014
155,155,"Kevin Streelman",79,10.13,8,79,"BirdieorBetterPercentageLeftRough",2014
156,156,"Ben Curtis",77,10.1,10,99,"BirdieorBetterPercentageLeftRough",2014
157,157,"Ted Potter Jr",68,10,9,90,"BirdieorBetterPercentageLeftRough",2014
158,158,"James Hahn",82,9.84,12,122,"BirdieorBetterPercentageLeftRough",2014
159,159,"Richard Lee",80,9.52,10,105,"BirdieorBetterPercentageLeftRough",2014
159,159,"David Toms",64,9.52,6,63,"BirdieorBetterPercentageLeftRough",2014
161,161,"KJ Choi",80,9.38,9,96,"BirdieorBetterPercentageLeftRough",2014
162,162,"Erik Compton",88,9.15,14,153,"BirdieorBetterPercentageLeftRough",2014
163,163,"Martin Kaymer",65,8.86,7,79,"BirdieorBetterPercentageLeftRough",2014
164,164,"Kevin Stadler",90,8.7,10,115,"BirdieorBetterPercentageLeftRough",2014
165,165,"John Huh",87,8.47,10,118,"BirdieorBetterPercentageLeftRough",2014
166,166,"Derek Ernst",80,8.25,8,97,"BirdieorBetterPercentageLeftRough",2014
167,167,"Billy Hurley III",86,7.89,9,114,"BirdieorBetterPercentageLeftRough",2014
168,168,"Michael Thompson",74,7.69,8,104,"BirdieorBetterPercentageLeftRough",2014
168,168,"Mike Weir",69,7.69,8,104,"BirdieorBetterPercentageLeftRough",2014
170,170,"Robert Garrigus",80,7.64,11,144,"BirdieorBetterPercentageLeftRough",2014
171,171,"Scott Stallings",77,7.56,9,119,"BirdieorBetterPercentageLeftRough",2014
172,172,"Spencer Levin",59,7.22,7,97,"BirdieorBetterPercentageLeftRough",2014
173,173,"David Hearn",97,6.32,6,95,"BirdieorBetterPercentageLeftRough",2014
174,174,"Ryan Moore",86,5.13,4,78,"BirdieorBetterPercentageLeftRough",2014
175,175,"Briny Baird",50,4.94,4,81,"BirdieorBetterPercentageLeftRough",2014
176,176,"DH Lee",54,4.29,3,70,"BirdieorBetterPercentageLeftRough",2014
177,177,"Justin Leonard",75,3.81,4,105,"BirdieorBetterPercentageLeftRough",2014
