"Approachesfrominside100yards_RANKTHISWEEK_2016","Approachesfrominside100yards_RANKLASTWEEK_2016","Approachesfrominside100yards_PLAYERNAME_2016","Approachesfrominside100yards_ROUNDS_2016","Approachesfrominside100yards_AVG_2016","Approachesfrominside100yards_TOTALDISTANCEFEET_2016","Approachesfrominside100yards_OFATTEMPTS_2016","Approachesfrominside100yards_RELATIVETOPAR_2016","stat_name","year"
112,109,"Cameron Percy",22,NA,305.083,17,0,"Approachesfrominside100yards",2016
112,109,"Dicky Pride",33,NA,804.833,45,-0.09,"Approachesfrominside100yards",2016
116,115,"Brice Garnett",29,NA,395.917,22,-0.14,"Approachesfrominside100yards",2016
116,126,"Tyrone Van Aswegen",67,NA,1043.833,58,-0.05,"Approachesfrominside100yards",2016
118,126,"Harris English",51,NA,669.25,37,-0.16,"Approachesfrominside100yards",2016
118,99,"David Hearn",55,NA,1010.583,56,-0.13,"Approachesfrominside100yards",2016
120,121,"Aaron Baddeley",51,NA,636.917,35,-0.17,"Approachesfrominside100yards",2016
120,121,"Ken Duke",26,NA,580.25,32,0.19,"Approachesfrominside100yards",2016
120,109,"Brian Harman",60,NA,1107.917,61,-0.05,"Approachesfrominside100yards",2016
120,108,"Martin Laird",46,NA,833.917,46,0.02,"Approachesfrominside100yards",2016
120,145,"Shane Lowry",35,NA,381.333,21,0,"Approachesfrominside100yards",2016
125,102,"Morgan Hoffmann",43,NA,898.75,49,-0.02,"Approachesfrominside100yards",2016
125,91,"George McNeill",33,NA,531.417,29,0.03,"Approachesfrominside100yards",2016
127,144,"Blayne Barber",44,NA,939.333,51,-0.12,"Approachesfrominside100yards",2016
127,130,"Zac Blair",56,NA,939,51,-0.22,"Approachesfrominside100yards",2016
127,130,"Rhein Gibson",36,NA,627,34,-0.21,"Approachesfrominside100yards",2016
127,130,"Jason Gore",51,NA,1104.583,60,-0.03,"Approachesfrominside100yards",2016
127,130,"Russell Knox",48,NA,680.667,37,-0.11,"Approachesfrominside100yards",2016
127,145,"Steve Marino",40,NA,735.667,40,0,"Approachesfrominside100yards",2016
127,130,"Bubba Watson",30,NA,589,32,-0.09,"Approachesfrominside100yards",2016
134,157,"James Hahn",45,NA,926.083,50,0,"Approachesfrominside100yards",2016
135,136,"Ricky Barnes",57,NA,949.167,51,-0.14,"Approachesfrominside100yards",2016
135,140,"Bill Haas",42,NA,614.417,33,-0.21,"Approachesfrominside100yards",2016
135,142,"Kelly Kraft",35,NA,780.333,42,-0.19,"Approachesfrominside100yards",2016
135,136,"Bernd Wiesberger",23,NA,297.417,16,-0.06,"Approachesfrominside100yards",2016
139,151,"DA Points",32,NA,486.083,26,-0.04,"Approachesfrominside100yards",2016
140,139,"Billy Hurley III",22,NA,544.667,29,-0.1,"Approachesfrominside100yards",2016
140,153,"Luke List",51,NA,561.333,30,-0.17,"Approachesfrominside100yards",2016
140,140,"Brett Stegmaier",57,NA,1256.417,67,-0.1,"Approachesfrominside100yards",2016
143,136,"Tyler Aldridge",53,NA,997.167,53,-0.04,"Approachesfrominside100yards",2016
143,118,"Scott Brown",59,NA,905.333,48,-0.25,"Approachesfrominside100yards",2016
143,130,"Will Wilcox",47,NA,753.667,40,-0.08,"Approachesfrominside100yards",2016
146,76,"Kevin Chappell",49,NA,739.083,39,-0.05,"Approachesfrominside100yards",2016
146,92,"Matt Jones",45,NA,510.417,27,0.41,"Approachesfrominside100yards",2016
148,145,"Robert Garrigus",34,NA,456.5,24,-0.08,"Approachesfrominside100yards",2016
149,153,"Steven Bowditch",40,NA,897.25,47,0.11,"Approachesfrominside100yards",2016
149,149,"Fabian Gomez",49,NA,745.417,39,-0.03,"Approachesfrominside100yards",2016
149,145,"Steve Wheatcroft",53,NA,1105.25,58,-0.09,"Approachesfrominside100yards",2016
152,149,"Andrew Landry",24,NA,383.833,20,-0.2,"Approachesfrominside100yards",2016
153,153,"Mark Wilson",42,NA,654.333,34,-0.12,"Approachesfrominside100yards",2016
154,162,"Adam Hadwin",53,NA,791.917,41,-0.22,"Approachesfrominside100yards",2016
154,153,"Martin Piller",37,NA,580.833,30,-0.2,"Approachesfrominside100yards",2016
154,151,"Kyle Stanley",57,NA,1081.583,56,-0.09,"Approachesfrominside100yards",2016
154,166,"Gary Woodland",45,NA,619.083,32,0,"Approachesfrominside100yards",2016
158,157,"Matthew Fitzpatrick",23,NA,194.25,10,-0.1,"Approachesfrominside100yards",2016
159,169,"Derek Ernst",36,NA,545.5,28,0.07,"Approachesfrominside100yards",2016
159,159,"Michael Thompson",46,NA,585.5,30,-0.1,"Approachesfrominside100yards",2016
161,162,"Robert Allenby",35,NA,352,18,-0.17,"Approachesfrominside100yards",2016
161,162,"Chad Campbell",54,NA,705.5,36,-0.11,"Approachesfrominside100yards",2016
161,161,"Ryan Palmer",46,NA,959.667,49,0,"Approachesfrominside100yards",2016
164,118,"Luke Donald",49,NA,668.583,34,-0.21,"Approachesfrominside100yards",2016
165,165,"Rory Sabbatini",40,NA,573.083,29,-0.1,"Approachesfrominside100yards",2016
166,177,"Bronson Burgoon",53,NA,792.417,40,0.03,"Approachesfrominside100yards",2016
167,167,"Shane Bertsch",30,NA,557.167,28,-0.21,"Approachesfrominside100yards",2016
167,177,"Jamie Donaldson",28,NA,577.667,29,-0.1,"Approachesfrominside100yards",2016
169,168,"Miguel Angel Carballo",24,NA,379.667,19,-0.16,"Approachesfrominside100yards",2016
170,174,"Justin Thomas",53,NA,1063.833,53,-0.17,"Approachesfrominside100yards",2016
171,172,"Keegan Bradley",40,NA,545,27,0.26,"Approachesfrominside100yards",2016
171,172,"Russell Henley",42,NA,906.333,45,-0.07,"Approachesfrominside100yards",2016
171,179,"Patton Kizzire",57,NA,745,37,-0.14,"Approachesfrominside100yards",2016
174,169,"Daniel Summerhays",55,NA,607.917,30,-0.17,"Approachesfrominside100yards",2016
175,159,"Ollie Schniederjans",23,NA,695.167,34,-0.06,"Approachesfrominside100yards",2016
176,175,"Alex Cejka",47,NA,676.333,33,-0.12,"Approachesfrominside100yards",2016
176,185,"Andrew Loupe",50,NA,1248.417,61,0,"Approachesfrominside100yards",2016
176,142,"Brian Stuard",24,NA,368.833,18,0.17,"Approachesfrominside100yards",2016
179,183,"Angel Cabrera",42,NA,744.833,36,0,"Approachesfrominside100yards",2016
179,179,"Carl Pettersson",31,NA,806.417,39,-0.05,"Approachesfrominside100yards",2016
179,176,"Brendan Steele",48,NA,908.667,44,0.07,"Approachesfrominside100yards",2016
182,169,"Paul Casey",39,NA,352.5,17,0.06,"Approachesfrominside100yards",2016
182,188,"Tony Finau",49,NA,415.25,20,0.2,"Approachesfrominside100yards",2016
182,181,"Freddie Jacobson",54,NA,892.5,43,-0.07,"Approachesfrominside100yards",2016
185,183,"Graeme McDowell",33,NA,504,24,0.04,"Approachesfrominside100yards",2016
185,191,"Patrick Rodgers",49,NA,650.25,31,-0.1,"Approachesfrominside100yards",2016
185,195,"Jhonattan Vegas",49,NA,588.333,28,-0.07,"Approachesfrominside100yards",2016
188,198,"Ben Crane",48,NA,1208.75,57,-0.19,"Approachesfrominside100yards",2016
188,185,"Andres Gonzales",46,NA,803.833,38,0.05,"Approachesfrominside100yards",2016
188,191,"Mark Hubbard",73,NA,1437.417,68,-0.06,"Approachesfrominside100yards",2016
191,188,"Wes Roach",33,NA,403.167,19,-0.21,"Approachesfrominside100yards",2016
192,191,"Lucas Lee",22,NA,492.833,23,-0.09,"Approachesfrominside100yards",2016
192,198,"Justin Rose",35,NA,599.333,28,-0.25,"Approachesfrominside100yards",2016
194,191,"Sean OHair",45,NA,1052.083,49,-0.04,"Approachesfrominside100yards",2016
195,197,"Abraham Ancer",26,NA,585,27,-0.19,"Approachesfrominside100yards",2016
196,181,"Daniel Berger",52,NA,868.833,40,-0.05,"Approachesfrominside100yards",2016
196,198,"Jason Kokrak",52,NA,738.5,34,-0.09,"Approachesfrominside100yards",2016
198,185,"Scott Langley",41,NA,810.25,37,0.03,"Approachesfrominside100yards",2016
199,201,"Hiroshi Iwata",51,NA,573.75,26,0.08,"Approachesfrominside100yards",2016
199,204,"DH Lee",35,NA,552.833,25,0,"Approachesfrominside100yards",2016
201,202,"Shawn Stefani",45,NA,1143.833,51,0.1,"Approachesfrominside100yards",2016
202,195,"Scott Pinckney",53,NA,746.667,33,-0.06,"Approachesfrominside100yards",2016
203,207,"Webb Simpson",34,NA,557.083,24,-0.08,"Approachesfrominside100yards",2016
204,203,"Thomas Aiken",42,NA,630.333,27,0.07,"Approachesfrominside100yards",2016
205,205,"Chesson Hadley",51,NA,915.333,39,0,"Approachesfrominside100yards",2016
206,206,"Andres Romero",22,NA,319.667,13,-0.15,"Approachesfrominside100yards",2016
207,208,"Branden Grace",31,NA,477.333,17,-0.06,"Approachesfrominside100yards",2016
