"ProximitytoHole_RANKTHISWEEK_2014","ProximitytoHole_RANKLASTWEEK_2014","ProximitytoHole_PLAYERNAME_2014","ProximitytoHole_ROUNDS_2014","ProximitytoHole_AVG_2014","ProximitytoHole_TOTALDISTANCEFEET_2014","ProximitytoHole_OFATTEMPTS_2014","ProximitytoHole_GIRRANK_2014","stat_name","year"
22,22,"Sergio Garcia",61,NA,24354.167,717,14,"ProximitytoHole",2014
22,22,"Brooks Koepka",56,NA,25617.667,753,90,"ProximitytoHole",2014
22,22,"Ryan Moore",86,NA,37871.5,1113,23,"ProximitytoHole",2014
25,25,"Jason Bohn",81,NA,44567.167,1303,97,"ProximitytoHole",2014
25,25,"Ted Potter Jr",68,NA,36723.833,1074,85,"ProximitytoHole",2014
27,27,"Charlie Beljan",76,NA,41046.083,1199,82,"ProximitytoHole",2014
27,27,"Jeff Maggert",54,NA,26956.75,787,67,"ProximitytoHole",2014
27,27,"Bryce Molder",77,NA,39289.833,1147,121,"ProximitytoHole",2014
27,27,"Kyle Stanley",87,NA,44337.417,1294,44,"ProximitytoHole",2014
31,31,"Rory McIlroy",66,NA,29391.667,856,6,"ProximitytoHole",2014
31,31,"John Peterson",62,NA,33836.25,985,71,"ProximitytoHole",2014
33,33,"Justin Hicks",103,NA,55615.5,1617,2,"ProximitytoHole",2014
33,33,"Billy Hurley III",86,NA,44441.667,1291,63,"ProximitytoHole",2014
35,35,"Kevin Stadler",90,NA,40188.833,1164,9,"ProximitytoHole",2014
36,36,"Robert Allenby",83,NA,43577.333,1259,27,"ProximitytoHole",2014
36,36,"Charley Hoffman",93,NA,46927.333,1358,35,"ProximitytoHole",2014
36,36,"Marc Leishman",81,NA,42648.167,1234,80,"ProximitytoHole",2014
39,39,"Justin Rose",70,NA,32305.833,932,41,"ProximitytoHole",2014
39,39,"Camilo Villegas",95,NA,52159.083,1505,39,"ProximitytoHole",2014
41,41,"Jerry Kelly",80,NA,40947.167,1179,71,"ProximitytoHole",2014
41,41,"George McNeill",79,NA,43474.333,1251,61,"ProximitytoHole",2014
43,43,"Jason Dufner",57,NA,26115.583,750,59,"ProximitytoHole",2014
43,43,"Chesson Hadley",84,NA,44389,1273,143,"ProximitytoHole",2014
43,43,"Scott Stallings",77,NA,39307.667,1129,140,"ProximitytoHole",2014
43,43,"Bubba Watson",76,NA,34949.667,1004,24,"ProximitytoHole",2014
47,47,"Vijay Singh",83,NA,47529.25,1361,73,"ProximitytoHole",2014
48,48,"Keegan Bradley",89,NA,41903.583,1197,46,"ProximitytoHole",2014
48,48,"Ben Martin",80,NA,39395.583,1126,62,"ProximitytoHole",2014
48,48,"Kevin Na",94,NA,49019.417,1399,98,"ProximitytoHole",2014
48,48,"Robert Streb",75,NA,40180.833,1147,69,"ProximitytoHole",2014
52,52,"KJ Choi",80,NA,42083.167,1200,154,"ProximitytoHole",2014
52,52,"David Hearn",97,NA,51689.667,1474,55,"ProximitytoHole",2014
52,52,"Jim Herman",62,NA,30096.167,857,55,"ProximitytoHole",2014
52,52,"Freddie Jacobson",91,NA,50732.25,1446,151,"ProximitytoHole",2014
52,52,"Matt Kuchar",91,NA,47849.75,1363,40,"ProximitytoHole",2014
57,57,"Adam Scott",68,NA,35309.917,1004,10,"ProximitytoHole",2014
57,57,"Nicholas Thompson",85,NA,44086.833,1255,46,"ProximitytoHole",2014
57,57,"Boo Weekley",73,NA,35300.5,1003,20,"ProximitytoHole",2014
60,60,"Jason Day",54,NA,20786,589,118,"ProximitytoHole",2014
60,60,"Harris English",95,NA,46714.333,1324,17,"ProximitytoHole",2014
60,60,"Brad Fritsch",50,NA,24606.667,698,87,"ProximitytoHole",2014
60,60,"Jim Renner",61,NA,32762.833,929,148,"ProximitytoHole",2014
60,60,"Hudson Swafford",75,NA,36437.583,1034,11,"ProximitytoHole",2014
60,60,"Brendon Todd",108,NA,57449.167,1631,119,"ProximitytoHole",2014
66,66,"Scott Langley",95,NA,49973.083,1414,114,"ProximitytoHole",2014
66,66,"Louis Oosthuizen",50,NA,18945.667,536,54,"ProximitytoHole",2014
66,66,"Brian Stuard",91,NA,46931.667,1329,122,"ProximitytoHole",2014
69,69,"James Hahn",82,NA,46232.833,1306,120,"ProximitytoHole",2014
69,69,"Ryo Ishikawa",75,NA,39311.917,1109,92,"ProximitytoHole",2014
69,69,"Brandt Snedeker",89,NA,41680.5,1177,136,"ProximitytoHole",2014
69,69,"Brendan Steele",89,NA,44416.167,1254,53,"ProximitytoHole",2014
69,69,"Andrew Svoboda",77,NA,41870.167,1183,18,"ProximitytoHole",2014
69,69,"Mark Wilson",69,NA,36134.5,1021,137,"ProximitytoHole",2014
75,75,"Chris Kirk",105,NA,54790.417,1542,129,"ProximitytoHole",2014
75,75,"John Merrick",87,NA,45849.167,1291,19,"ProximitytoHole",2014
77,77,"Stuart Appleby",92,NA,53546.5,1506,145,"ProximitytoHole",2014
77,77,"Retief Goosen",94,NA,49766.833,1398,124,"ProximitytoHole",2014
77,77,"Kevin Kisner",85,NA,44543.083,1251,76,"ProximitytoHole",2014
77,77,"Davis Love III",74,NA,40099,1126,100,"ProximitytoHole",2014
77,77,"Seung Yul Noh",92,NA,47819.667,1343,38,"ProximitytoHole",2014
77,77,"Will Wilcox",51,NA,25504.667,717,42,"ProximitytoHole",2014
83,83,"Ricky Barnes",92,NA,49883.583,1398,92,"ProximitytoHole",2014
83,83,"Ben Crane",81,NA,49887.083,1400,130,"ProximitytoHole",2014
83,83,"Brendon de Jonge",109,NA,58687.833,1644,103,"ProximitytoHole",2014
83,83,"Phil Mickelson",71,NA,31611.583,887,79,"ProximitytoHole",2014
83,83,"Shawn Stefani",60,NA,36339.833,1019,60,"ProximitytoHole",2014
88,88,"Angel Cabrera",69,NA,38886.25,1088,90,"ProximitytoHole",2014
88,88,"Carl Pettersson",91,NA,54326.583,1518,46,"ProximitytoHole",2014
90,90,"Rickie Fowler",91,NA,39853.083,1111,100,"ProximitytoHole",2014
90,90,"Robert Garrigus",80,NA,46826,1306,84,"ProximitytoHole",2014
90,90,"Luke Guthrie",85,NA,48616.333,1356,126,"ProximitytoHole",2014
90,90,"John Huh",87,NA,45020.667,1255,106,"ProximitytoHole",2014
90,90,"Ryan Palmer",85,NA,42848.25,1195,46,"ProximitytoHole",2014
90,90,"Josh Teater",90,NA,48073.583,1342,86,"ProximitytoHole",2014
96,96,"Briny Baird",50,NA,29061,810,130,"ProximitytoHole",2014
96,96,"Scott Brown",100,NA,53529.583,1489,89,"ProximitytoHole",2014
96,96,"Bill Haas",107,NA,52812.25,1472,15,"ProximitytoHole",2014
96,96,"Pat Perez",84,NA,48334.75,1347,107,"ProximitytoHole",2014
96,96,"Webb Simpson",87,NA,47378.083,1320,77,"ProximitytoHole",2014
101,101,"Bud Cauley",56,NA,29690.167,825,30,"ProximitytoHole",2014
101,101,"Kevin Streelman",79,NA,38520.333,1071,137,"ProximitytoHole",2014
103,103,"Luke Donald",57,NA,28357.75,785,144,"ProximitytoHole",2014
103,103,"Tommy Gainey",73,NA,38665.583,1072,117,"ProximitytoHole",2014
103,103,"Danny Lee",84,NA,44500.167,1234,104,"ProximitytoHole",2014
103,103,"Wes Roach",67,NA,32352.417,897,112,"ProximitytoHole",2014
103,103,"Jordan Spieth",102,NA,51004.333,1415,152,"ProximitytoHole",2014
108,108,"Martin Kaymer",65,NA,31052.583,858,99,"ProximitytoHole",2014
108,108,"David Lingmerth",80,NA,43367.083,1200,135,"ProximitytoHole",2014
108,108,"John Rollins",84,NA,43475,1201,96,"ProximitytoHole",2014
108,108,"John Senden",99,NA,52502.5,1452,25,"ProximitytoHole",2014
108,108,"Michael Thompson",74,NA,38817.417,1074,68,"ProximitytoHole",2014
108,108,"Cameron Tringale",111,NA,63525.75,1755,45,"ProximitytoHole",2014
114,114,"Woody Austin",63,NA,37032.417,1022,167,"ProximitytoHole",2014
114,114,"Matt Every",85,NA,42153.417,1163,134,"ProximitytoHole",2014
114,114,"Martin Flores",85,NA,43988.25,1214,52,"ProximitytoHole",2014
114,114,"Jason Kokrak",65,NA,39556.667,1092,74,"ProximitytoHole",2014
118,118,"Billy Horschel",92,NA,44699,1229,4,"ProximitytoHole",2014
118,118,"DA Points",75,NA,35731.583,984,148,"ProximitytoHole",2014
118,118,"Patrick Reed",92,NA,48179.083,1326,124,"ProximitytoHole",2014
121,121,"Steven Bowditch",93,NA,50714.333,1393,133,"ProximitytoHole",2014
121,121,"Roberto Castro",76,NA,38497.25,1057,169,"ProximitytoHole",2014
121,121,"Charles Howell III",106,NA,62082.417,1705,26,"ProximitytoHole",2014
121,121,"Ian Poulter",57,NA,26573.083,729,153,"ProximitytoHole",2014
121,121,"Rory Sabbatini",82,NA,42383.75,1164,74,"ProximitytoHole",2014
126,126,"Morgan Hoffmann",103,NA,58841,1612,147,"ProximitytoHole",2014
126,126,"Henrik Stenson",56,NA,24786.083,679,8,"ProximitytoHole",2014
126,126,"Chris Stroud",88,NA,47004.417,1289,80,"ProximitytoHole",2014
126,126,"Jimmy Walker",98,NA,47616.75,1305,28,"ProximitytoHole",2014
130,130,"Hunter Mahan",88,NA,46996.833,1285,46,"ProximitytoHole",2014
130,130,"Daniel Summerhays",98,NA,57683.75,1575,42,"ProximitytoHole",2014
130,130,"Johnson Wagner",69,NA,37795.333,1033,115,"ProximitytoHole",2014
130,130,"Tim Wilkinson",86,NA,46665.417,1275,157,"ProximitytoHole",2014
134,134,"Jonathan Byrd",76,NA,42517.75,1160,95,"ProximitytoHole",2014
134,134,"Gonzalo Fdez Castano",83,NA,45066.917,1228,166,"ProximitytoHole",2014
134,134,"JJ Henry",91,NA,51313.333,1398,5,"ProximitytoHole",2014
134,134,"Will Ma Kenzie",82,NA,48033.75,1311,70,"ProximitytoHole",2014
134,134,"Michael Putnam",106,NA,59731.25,1628,36,"ProximitytoHole",2014
134,134,"Charlie Wi",72,NA,42771.833,1166,165,"ProximitytoHole",2014
140,140,"Geoff Ogilvy",84,NA,47998.417,1305,100,"ProximitytoHole",2014
141,141,"Brian Davis",93,NA,53577.25,1456,160,"ProximitytoHole",2014
141,141,"Jamie Lovemark",64,NA,30849.75,838,94,"ProximitytoHole",2014
141,141,"Jeff Overton",80,NA,43531,1181,64,"ProximitytoHole",2014
141,141,"Gary Woodland",93,NA,48161.5,1307,51,"ProximitytoHole",2014
141,141,"YE Yang",79,NA,40153.583,1091,158,"ProximitytoHole",2014
146,146,"Brian Gay",81,NA,41631.75,1128,175,"ProximitytoHole",2014
146,146,"Russell Henley",92,NA,49359,1337,156,"ProximitytoHole",2014
146,146,"Spencer Levin",59,NA,33077.083,897,109,"ProximitytoHole",2014
149,149,"Troy Matteson",62,NA,32515.083,878,155,"ProximitytoHole",2014
149,149,"William McGirt",96,NA,55548.833,1503,105,"ProximitytoHole",2014
151,151,"Brice Garnett",92,NA,51711.75,1394,83,"ProximitytoHole",2014
151,151,"Martin Laird",66,NA,36477.583,983,58,"ProximitytoHole",2014
153,153,"Erik Compton",88,NA,49975.167,1344,142,"ProximitytoHole",2014
153,153,"Justin Leonard",75,NA,41328.833,1111,176,"ProximitytoHole",2014
153,153,"Sean OHair",77,NA,44539.583,1199,132,"ProximitytoHole",2014
156,156,"Bronson La Cassie",51,NA,24084.5,645,161,"ProximitytoHole",2014
156,156,"Charl Schwartzel",64,NA,36113.167,967,126,"ProximitytoHole",2014
158,158,"Sangmoon Bae",76,NA,43428.083,1161,146,"ProximitytoHole",2014
159,159,"Jonas Blixt",64,NA,28880.917,769,162,"ProximitytoHole",2014
160,160,"JB Holmes",86,NA,52065.75,1380,163,"ProximitytoHole",2014
161,161,"Kevin Tway",64,NA,31790.083,841,107,"ProximitytoHole",2014
161,161,"Mike Weir",69,NA,35887.417,948,177,"ProximitytoHole",2014
163,163,"Andrew Loupe",65,NA,33952.833,895,141,"ProximitytoHole",2014
164,164,"Trevor Immelman",84,NA,45632.25,1202,77,"ProximitytoHole",2014
164,164,"Jhonattan Vegas",77,NA,43600.25,1147,7,"ProximitytoHole",2014
166,166,"Ernie Els",85,NA,42908.083,1127,159,"ProximitytoHole",2014
166,166,"DH Lee",54,NA,30656.833,805,172,"ProximitytoHole",2014
168,168,"Ben Curtis",77,NA,43924.667,1150,150,"ProximitytoHole",2014
169,169,"Chad Collins",78,NA,41753.75,1091,170,"ProximitytoHole",2014
170,170,"Greg Chalmers",85,NA,50123.917,1308,173,"ProximitytoHole",2014
170,170,"Andres Romero",81,NA,49397.75,1289,168,"ProximitytoHole",2014
172,172,"James Driscoll",71,NA,40039.083,1041,164,"ProximitytoHole",2014
173,173,"Derek Ernst",80,NA,43548.5,1129,128,"ProximitytoHole",2014
173,173,"Matt Jones",83,NA,41505.25,1075,137,"ProximitytoHole",2014
173,173,"Lee Westwood",57,NA,29666.917,769,123,"ProximitytoHole",2014
176,176,"Richard Lee",80,NA,41898.25,1084,171,"ProximitytoHole",2014
177,177,"Aaron Baddeley",74,NA,41249.417,1056,174,"ProximitytoHole",2014
