"AverageApproachDistanceBirdieorBetter_RANKTHISWEEK_2009","AverageApproachDistanceBirdieorBetter_RANKLASTWEEK_2009","AverageApproachDistanceBirdieorBetter_PLAYERNAME_2009","AverageApproachDistanceBirdieorBetter_ROUNDS_2009","AverageApproachDistanceBirdieorBetter_AVGYARDS_2009","AverageApproachDistanceBirdieorBetter_TOTALDISTANCEINCHES_2009","AverageApproachDistanceBirdieorBetter_NUMBEROFAPPROACHSHOTS_2009","stat_name","year"
45,45,"Jeff Quinney",78,168,1578215,261,"AverageApproachDistanceBirdieorBetter",2009
46,46,"Aron Price",89,168.2,1537841,254,"AverageApproachDistanceBirdieorBetter",2009
47,47,"Parker McLachlin",71,168.4,1388644,229,"AverageApproachDistanceBirdieorBetter",2009
48,48,"Chris Riley",77,168.5,1552514,256,"AverageApproachDistanceBirdieorBetter",2009
48,48,"Vaughn Taylor",88,168.5,1783297,294,"AverageApproachDistanceBirdieorBetter",2009
50,50,"Sergio Garcia",59,168.9,997397,164,"AverageApproachDistanceBirdieorBetter",2009
51,51,"Brian Davis",103,169,2171471,357,"AverageApproachDistanceBirdieorBetter",2009
51,51,"Steve Elkington",70,169,1277517,210,"AverageApproachDistanceBirdieorBetter",2009
51,51,"Ian Poulter",59,169,967567,159,"AverageApproachDistanceBirdieorBetter",2009
54,54,"Jarrod Lyle",65,169.1,852152,140,"AverageApproachDistanceBirdieorBetter",2009
54,54,"David Toms",98,169.1,1850968,304,"AverageApproachDistanceBirdieorBetter",2009
56,56,"Tom Lehman",55,169.3,646169,106,"AverageApproachDistanceBirdieorBetter",2009
57,57,"Retief Goosen",74,169.4,1256205,206,"AverageApproachDistanceBirdieorBetter",2009
58,58,"Spencer Levin",75,169.6,1373951,225,"AverageApproachDistanceBirdieorBetter",2009
58,58,"Joe Ogilvie",85,169.6,1795289,294,"AverageApproachDistanceBirdieorBetter",2009
60,60,"KJ Choi",65,169.7,1051018,172,"AverageApproachDistanceBirdieorBetter",2009
61,61,"Kirk Triplett",60,169.8,1143350,187,"AverageApproachDistanceBirdieorBetter",2009
62,62,"Lee Janzen",74,170.1,1334916,218,"AverageApproachDistanceBirdieorBetter",2009
62,62,"Bubba Watson",73,170.1,1377630,225,"AverageApproachDistanceBirdieorBetter",2009
64,64,"Steve Flesch",77,170.2,1231927,201,"AverageApproachDistanceBirdieorBetter",2009
64,64,"DA Points",99,170.2,1960836,320,"AverageApproachDistanceBirdieorBetter",2009
66,66,"Pat Perez",74,170.5,1423799,232,"AverageApproachDistanceBirdieorBetter",2009
67,67,"Jeff Maggert",79,170.7,1542497,251,"AverageApproachDistanceBirdieorBetter",2009
68,68,"Tim Herron",87,171,1767256,287,"AverageApproachDistanceBirdieorBetter",2009
69,69,"Michael Allen",73,171.1,1287542,209,"AverageApproachDistanceBirdieorBetter",2009
69,69,"Alex Cejka",82,171.1,1595707,259,"AverageApproachDistanceBirdieorBetter",2009
69,69,"Jason Gore",74,171.1,1287532,209,"AverageApproachDistanceBirdieorBetter",2009
69,69,"Matt Weibring",65,171.1,1324404,215,"AverageApproachDistanceBirdieorBetter",2009
73,73,"Jim Furyk",86,171.2,1645810,267,"AverageApproachDistanceBirdieorBetter",2009
73,73,"Jeff Klauk",97,171.2,1787646,290,"AverageApproachDistanceBirdieorBetter",2009
75,75,"Derek Fathauer",63,171.5,981614,159,"AverageApproachDistanceBirdieorBetter",2009
75,75,"Casey Wittenberg",71,171.5,1049574,170,"AverageApproachDistanceBirdieorBetter",2009
77,77,"Brian Bateman",55,171.8,890634,144,"AverageApproachDistanceBirdieorBetter",2009
77,77,"Ben Crane",93,171.8,1842774,298,"AverageApproachDistanceBirdieorBetter",2009
77,77,"Jay Williamson",69,171.8,1144023,185,"AverageApproachDistanceBirdieorBetter",2009
80,80,"Patrick Sheehan",51,172,860769,139,"AverageApproachDistanceBirdieorBetter",2009
81,81,"Ben Curtis",63,172.3,980274,158,"AverageApproachDistanceBirdieorBetter",2009
81,81,"Kevin Streelman",97,172.3,2096948,338,"AverageApproachDistanceBirdieorBetter",2009
83,83,"Brad Faxon",59,172.5,881697,142,"AverageApproachDistanceBirdieorBetter",2009
83,83,"Steve Marino",98,172.5,1925654,310,"AverageApproachDistanceBirdieorBetter",2009
85,85,"Zach Johnson",94,172.6,2001297,322,"AverageApproachDistanceBirdieorBetter",2009
85,85,"Jerry Kelly",90,172.6,1827291,294,"AverageApproachDistanceBirdieorBetter",2009
87,87,"Rich Beem",77,172.7,1237068,199,"AverageApproachDistanceBirdieorBetter",2009
87,87,"Mark Calcavecchia",72,172.7,1461194,235,"AverageApproachDistanceBirdieorBetter",2009
89,89,"Chad Campbell",90,172.8,1648123,265,"AverageApproachDistanceBirdieorBetter",2009
90,90,"Daniel Chopra",89,173,2085941,335,"AverageApproachDistanceBirdieorBetter",2009
90,90,"Troy Matteson",95,173,1937304,311,"AverageApproachDistanceBirdieorBetter",2009
92,92,"Jason Day",61,173.1,1240235,199,"AverageApproachDistanceBirdieorBetter",2009
92,92,"Kevin Stadler",65,173.1,1152682,185,"AverageApproachDistanceBirdieorBetter",2009
94,94,"Todd Hamilton",83,173.7,1256572,201,"AverageApproachDistanceBirdieorBetter",2009
95,95,"Briny Baird",89,173.8,1645117,263,"AverageApproachDistanceBirdieorBetter",2009
96,96,"Matt Kuchar",82,174.2,1736721,277,"AverageApproachDistanceBirdieorBetter",2009
97,97,"Chris Stroud",88,174.3,1782208,284,"AverageApproachDistanceBirdieorBetter",2009
98,98,"Marc Leishman",91,174.4,1953071,311,"AverageApproachDistanceBirdieorBetter",2009
99,99,"Kris Blanks",60,174.6,1150073,183,"AverageApproachDistanceBirdieorBetter",2009
100,100,"Ricky Barnes",67,174.7,1006306,160,"AverageApproachDistanceBirdieorBetter",2009
100,100,"Charles Howell III",99,174.7,1886243,300,"AverageApproachDistanceBirdieorBetter",2009
102,102,"Dustin Johnson",85,174.8,1692368,269,"AverageApproachDistanceBirdieorBetter",2009
103,103,"Rocco Mediate",79,175.2,1437896,228,"AverageApproachDistanceBirdieorBetter",2009
104,104,"Jason Dufner",90,175.3,1773143,281,"AverageApproachDistanceBirdieorBetter",2009
104,104,"Mark Wilson",99,175.3,1981586,314,"AverageApproachDistanceBirdieorBetter",2009
106,106,"JJ Henry",97,175.4,1774592,281,"AverageApproachDistanceBirdieorBetter",2009
106,106,"John Merrick",91,175.4,1477768,234,"AverageApproachDistanceBirdieorBetter",2009
108,108,"Aaron Baddeley",66,175.6,1340082,212,"AverageApproachDistanceBirdieorBetter",2009
108,108,"Brett Quigley",92,175.6,1669297,264,"AverageApproachDistanceBirdieorBetter",2009
108,108,"Kevin Sutherland",96,175.6,1725308,273,"AverageApproachDistanceBirdieorBetter",2009
111,111,"Carl Pettersson",86,175.7,1618835,256,"AverageApproachDistanceBirdieorBetter",2009
112,112,"Brad Adamonis",70,175.8,1202663,190,"AverageApproachDistanceBirdieorBetter",2009
112,112,"Boo Weekley",79,175.8,1563352,247,"AverageApproachDistanceBirdieorBetter",2009
114,114,"Freddie Jacobson",83,175.9,1696679,268,"AverageApproachDistanceBirdieorBetter",2009
115,115,"Anthony Kim",76,176,1653499,261,"AverageApproachDistanceBirdieorBetter",2009
116,116,"Greg Chalmers",85,176.1,1762773,278,"AverageApproachDistanceBirdieorBetter",2009
116,116,"Kenny Perry",92,176.1,1832427,289,"AverageApproachDistanceBirdieorBetter",2009
118,118,"Stuart Appleby",79,176.2,1249482,197,"AverageApproachDistanceBirdieorBetter",2009
118,118,"Geoff Ogilvy",78,176.2,1548027,244,"AverageApproachDistanceBirdieorBetter",2009
120,120,"JB Holmes",74,176.3,1383753,218,"AverageApproachDistanceBirdieorBetter",2009
120,120,"Jeff Overton",92,176.3,1719686,271,"AverageApproachDistanceBirdieorBetter",2009
122,122,"Cameron Beckman",87,176.4,1593708,251,"AverageApproachDistanceBirdieorBetter",2009
122,122,"Rick Price",54,176.4,781318,123,"AverageApproachDistanceBirdieorBetter",2009
124,124,"Bill Lunde",83,176.7,1603146,252,"AverageApproachDistanceBirdieorBetter",2009
124,124,"Leif Olson",51,176.7,947804,149,"AverageApproachDistanceBirdieorBetter",2009
126,126,"Steve Lowery",83,176.9,1719691,270,"AverageApproachDistanceBirdieorBetter",2009
126,126,"Tom Pernice Jr",82,176.9,1572770,247,"AverageApproachDistanceBirdieorBetter",2009
128,128,"Stephen Ames",77,177.2,1531357,240,"AverageApproachDistanceBirdieorBetter",2009
128,128,"Padraig Harrington",66,177.2,1116285,175,"AverageApproachDistanceBirdieorBetter",2009
130,130,"Bo Van Pelt",100,177.5,2108306,330,"AverageApproachDistanceBirdieorBetter",2009
131,131,"Tim Petrovic",97,177.6,2026870,317,"AverageApproachDistanceBirdieorBetter",2009
131,131,"Vijay Singh",71,177.6,1176096,184,"AverageApproachDistanceBirdieorBetter",2009
133,133,"Bill Haas",91,177.7,1938241,303,"AverageApproachDistanceBirdieorBetter",2009
133,133,"John Senden",100,177.7,2168566,339,"AverageApproachDistanceBirdieorBetter",2009
135,135,"Nicholas Thompson",96,177.8,2060480,322,"AverageApproachDistanceBirdieorBetter",2009
136,136,"Robert Allenby",71,178.3,1232427,192,"AverageApproachDistanceBirdieorBetter",2009
137,137,"Billy Mayfair",83,178.6,1388530,216,"AverageApproachDistanceBirdieorBetter",2009
138,138,"Harrison Frazar",93,178.8,2150348,334,"AverageApproachDistanceBirdieorBetter",2009
139,139,"Rod Pampling",72,178.9,1649098,256,"AverageApproachDistanceBirdieorBetter",2009
140,140,"Lucas Glover",93,179,1939615,301,"AverageApproachDistanceBirdieorBetter",2009
140,140,"Justin Rose",71,179,1410977,219,"AverageApproachDistanceBirdieorBetter",2009
142,142,"Brendon de Jonge",90,179.2,1877558,291,"AverageApproachDistanceBirdieorBetter",2009
142,142,"Michael Letzig",96,179.2,2064639,320,"AverageApproachDistanceBirdieorBetter",2009
142,142,"John Rollins",92,179.2,1819295,282,"AverageApproachDistanceBirdieorBetter",2009
145,145,"Robert Garrigus",83,179.7,1630051,252,"AverageApproachDistanceBirdieorBetter",2009
146,146,"James Nitties",86,179.9,1761455,272,"AverageApproachDistanceBirdieorBetter",2009
147,147,"Angel Cabrera",55,180.2,940760,145,"AverageApproachDistanceBirdieorBetter",2009
147,147,"Greg Owen",97,180.2,1932998,298,"AverageApproachDistanceBirdieorBetter",2009
149,149,"George McNeill",82,180.4,1850540,285,"AverageApproachDistanceBirdieorBetter",2009
150,150,"Jimmy Walker",74,180.5,1436115,221,"AverageApproachDistanceBirdieorBetter",2009
151,151,"Charley Hoffman",97,180.9,2240485,344,"AverageApproachDistanceBirdieorBetter",2009
152,152,"Matt Bettencourt",98,181.3,2134499,327,"AverageApproachDistanceBirdieorBetter",2009
152,152,"Hunter Mahan",94,181.3,2069282,317,"AverageApproachDistanceBirdieorBetter",2009
154,154,"Ted Purdy",101,181.4,2272786,348,"AverageApproachDistanceBirdieorBetter",2009
155,155,"Will Ma Kenzie",69,181.9,1355151,207,"AverageApproachDistanceBirdieorBetter",2009
155,155,"Kevin Na",91,181.9,1945400,297,"AverageApproachDistanceBirdieorBetter",2009
157,157,"Ernie Els",70,182,1303660,199,"AverageApproachDistanceBirdieorBetter",2009
158,158,"YE Yang",83,182.4,1713559,261,"AverageApproachDistanceBirdieorBetter",2009
159,159,"Nathan Green",104,182.5,2029753,309,"AverageApproachDistanceBirdieorBetter",2009
159,159,"Camilo Villegas",76,182.5,1399683,213,"AverageApproachDistanceBirdieorBetter",2009
161,161,"Adam Scott",53,182.9,987595,150,"AverageApproachDistanceBirdieorBetter",2009
162,162,"David Duval",56,183,902785,137,"AverageApproachDistanceBirdieorBetter",2009
163,163,"Johnson Wagner",81,183.3,1675652,254,"AverageApproachDistanceBirdieorBetter",2009
164,164,"Tag Ridings",50,183.5,1043486,158,"AverageApproachDistanceBirdieorBetter",2009
165,165,"Rory Sabbatini",81,183.7,1798800,272,"AverageApproachDistanceBirdieorBetter",2009
166,166,"Martin Laird",72,184.4,1666366,251,"AverageApproachDistanceBirdieorBetter",2009
167,167,"Ryan Moore",89,184.5,1939028,292,"AverageApproachDistanceBirdieorBetter",2009
168,168,"Phil Mickelson",66,184.8,1263991,190,"AverageApproachDistanceBirdieorBetter",2009
169,169,"Ryan Palmer",78,184.9,1643762,247,"AverageApproachDistanceBirdieorBetter",2009
170,170,"Gary Woodland",53,185.6,895257,134,"AverageApproachDistanceBirdieorBetter",2009
171,171,"Davis Love III",89,185.7,1852107,277,"AverageApproachDistanceBirdieorBetter",2009
172,172,"Sean OHair",80,186,1600271,239,"AverageApproachDistanceBirdieorBetter",2009
172,172,"DJ Trahan",96,186,2075961,310,"AverageApproachDistanceBirdieorBetter",2009
174,174,"Scott Piercy",85,186.4,1979273,295,"AverageApproachDistanceBirdieorBetter",2009
175,175,"Brian Vranesh",51,186.5,960286,143,"AverageApproachDistanceBirdieorBetter",2009
176,176,"Matt Jones",56,186.7,1176084,175,"AverageApproachDistanceBirdieorBetter",2009
177,177,"Nick Watney",86,187,1830676,272,"AverageApproachDistanceBirdieorBetter",2009
178,178,"Jonathan Byrd",89,188.7,2227659,328,"AverageApproachDistanceBirdieorBetter",2009
178,178,"Mathew Goggin",76,188.7,1392601,205,"AverageApproachDistanceBirdieorBetter",2009
180,180,"Tiger Woods",64,189.4,1472658,216,"AverageApproachDistanceBirdieorBetter",2009
181,181,"Scott McCarron",91,189.7,1980651,290,"AverageApproachDistanceBirdieorBetter",2009
182,182,"Andres Romero",58,190.3,1185384,173,"AverageApproachDistanceBirdieorBetter",2009
183,183,"Peter Tomasulo",61,190.4,1048941,153,"AverageApproachDistanceBirdieorBetter",2009
184,184,"Charles Warren",63,191.3,1363533,198,"AverageApproachDistanceBirdieorBetter",2009
