"DrivingPctMeasured_RANKTHISWEEK_2005","DrivingPctMeasured_RANKLASTWEEK_2005","DrivingPctMeasured_PLAYERNAME_2005","DrivingPctMeasured_ROUNDS_2005","DrivingPctMeasured_Pct_2005","DrivingPctMeasured_TOTALDRIVESFOR_2005","DrivingPctMeasured_TOTALDRVSOVERALL_2005","DrivingPctMeasured_RELATIVETOPAR_2005","stat_name","year"
42,42,"Brian Gay",101,2.53,5,198,0,"DrivingPctMeasured",2005
42,42,"John Senden",101,2.53,5,198,0.4,"DrivingPctMeasured",2005
44,44,"Jim Carter",62,2.5,3,120,0.67,"DrivingPctMeasured",2005
44,44,"Mark OMeara",66,2.5,3,120,0.33,"DrivingPctMeasured",2005
46,46,"Billy Andrade",83,2.47,4,162,-0.25,"DrivingPctMeasured",2005
47,47,"Rob Rashell",65,2.46,3,122,0.67,"DrivingPctMeasured",2005
48,48,"Chris DiMarco",83,2.38,3,126,-0.33,"DrivingPctMeasured",2005
48,48,"Kevin Na",88,2.38,4,168,0.25,"DrivingPctMeasured",2005
50,50,"Patrick Sheehan",114,2.36,5,212,0,"DrivingPctMeasured",2005
51,51,"Jose Maria Olazabal",55,2.33,2,86,0,"DrivingPctMeasured",2005
52,52,"Brandt Jobe",96,2.27,4,176,0.5,"DrivingPctMeasured",2005
53,53,"Robert Gamez",91,2.25,4,178,0,"DrivingPctMeasured",2005
54,54,"Jonathan Kaye",77,2.21,3,136,0,"DrivingPctMeasured",2005
55,55,"Olin Browne",99,2.2,4,182,0,"DrivingPctMeasured",2005
56,56,"Steve Flesch",90,2.17,3,138,0.67,"DrivingPctMeasured",2005
57,57,"Jason Allred",75,2.11,3,142,0.33,"DrivingPctMeasured",2005
58,58,"Bob Tway",87,2.05,3,146,0.33,"DrivingPctMeasured",2005
59,59,"Joey Snyder III",102,2.04,4,196,0.75,"DrivingPctMeasured",2005
60,60,"Ryuji Imada",78,2.03,3,148,0.33,"DrivingPctMeasured",2005
61,61,"Darron Stiles",78,1.97,3,152,0.33,"DrivingPctMeasured",2005
62,62,"Hidemichi Tanaka",106,1.96,4,204,0.5,"DrivingPctMeasured",2005
63,63,"Jim Furyk",94,1.9,3,158,0.67,"DrivingPctMeasured",2005
64,64,"Dudley Hart",84,1.88,3,160,1,"DrivingPctMeasured",2005
64,64,"Omar Uresti",84,1.88,3,160,0,"DrivingPctMeasured",2005
66,66,"Glen Hnatiuk",59,1.82,2,110,0,"DrivingPctMeasured",2005
67,67,"Jerry Kelly",101,1.76,3,170,1,"DrivingPctMeasured",2005
68,68,"Dean Wilson",86,1.74,3,172,0.33,"DrivingPctMeasured",2005
69,69,"Matt Kuchar",60,1.72,2,116,1,"DrivingPctMeasured",2005
70,70,"Steve Elkington",67,1.69,2,118,-0.5,"DrivingPctMeasured",2005
70,70,"JP Hayes",63,1.69,2,118,0.5,"DrivingPctMeasured",2005
70,70,"Ryan Palmer",101,1.69,3,178,0.67,"DrivingPctMeasured",2005
70,70,"Tim Petrovic",97,1.69,3,178,1,"DrivingPctMeasured",2005
74,74,"Tag Ridings",93,1.65,3,182,0,"DrivingPctMeasured",2005
75,75,"Frank Lickliter II",100,1.63,3,184,0.33,"DrivingPctMeasured",2005
75,75,"Kevin Stadler",96,1.63,3,184,0,"DrivingPctMeasured",2005
77,77,"Steve Lowery",100,1.6,3,188,1,"DrivingPctMeasured",2005
78,78,"Justin Bolli",65,1.59,2,126,1,"DrivingPctMeasured",2005
79,79,"Vaughn Taylor",99,1.58,3,190,0.67,"DrivingPctMeasured",2005
80,80,"Woody Austin",100,1.56,3,192,-0.33,"DrivingPctMeasured",2005
80,80,"Paul Azinger",66,1.56,2,128,1,"DrivingPctMeasured",2005
82,82,"Tommy Armour III",103,1.52,3,198,0.33,"DrivingPctMeasured",2005
82,82,"Rory Sabbatini",81,1.52,2,132,3,"DrivingPctMeasured",2005
84,84,"Lee Janzen",75,1.49,2,134,0,"DrivingPctMeasured",2005
85,85,"DJ Brigman",76,1.47,2,136,-0.5,"DrivingPctMeasured",2005
85,85,"Carlos Franco",78,1.47,2,136,0.5,"DrivingPctMeasured",2005
85,85,"Scott McCarron",78,1.47,2,136,0,"DrivingPctMeasured",2005
85,85,"Bo Van Pelt",112,1.47,3,204,0.33,"DrivingPctMeasured",2005
89,89,"James Driscoll",73,1.45,2,138,0,"DrivingPctMeasured",2005
89,89,"Rocco Mediate",73,1.45,2,138,0,"DrivingPctMeasured",2005
91,91,"Doug Barron",70,1.43,2,140,0,"DrivingPctMeasured",2005
92,92,"Phillip Price",77,1.37,2,146,1,"DrivingPctMeasured",2005
93,93,"Tom Gillis",77,1.33,2,150,0,"DrivingPctMeasured",2005
94,94,"Stewart Cink",98,1.32,2,152,1,"DrivingPctMeasured",2005
94,94,"Matt Gogel",78,1.32,2,152,1,"DrivingPctMeasured",2005
96,96,"Robert Allenby",95,1.27,2,158,0.5,"DrivingPctMeasured",2005
96,96,"Hunter Haas",83,1.27,2,158,0.5,"DrivingPctMeasured",2005
96,96,"Todd Hamilton",94,1.27,2,158,0.5,"DrivingPctMeasured",2005
96,96,"Brendan Jones",81,1.27,2,158,1.5,"DrivingPctMeasured",2005
100,100,"Ian Poulter",62,1.25,1,80,1,"DrivingPctMeasured",2005
101,101,"Mark Calcavecchia",92,1.22,2,164,0.5,"DrivingPctMeasured",2005
101,101,"Marco Dawson",82,1.22,2,164,1,"DrivingPctMeasured",2005
103,103,"Michael Allen",90,1.19,2,168,0.5,"DrivingPctMeasured",2005
103,103,"Bob Estes",92,1.19,2,168,0.5,"DrivingPctMeasured",2005
103,103,"Lucas Glover",88,1.19,2,168,0,"DrivingPctMeasured",2005
103,103,"Padraig Harrington",50,1.19,1,84,-1,"DrivingPctMeasured",2005
107,107,"Joe Ogilvie",103,1.18,2,170,0.5,"DrivingPctMeasured",2005
108,108,"John Huston",90,1.16,2,172,0.5,"DrivingPctMeasured",2005
109,109,"Retief Goosen",71,1.11,1,90,0,"DrivingPctMeasured",2005
109,109,"JL Lewis",98,1.11,2,180,0.5,"DrivingPctMeasured",2005
109,109,"Brett Quigley",96,1.11,2,180,0.5,"DrivingPctMeasured",2005
112,112,"Brian Bateman",98,1.06,2,188,0.5,"DrivingPctMeasured",2005
113,113,"Heath Slocum",103,1.05,2,190,0.5,"DrivingPctMeasured",2005
114,114,"Bill Glasson",54,1.04,1,96,0,"DrivingPctMeasured",2005
114,114,"Kirk Triplett",55,1.04,1,96,0,"DrivingPctMeasured",2005
116,116,"Jonathan Byrd",103,1.01,2,198,1,"DrivingPctMeasured",2005
117,117,"Dan Forsman",52,1,1,100,0,"DrivingPctMeasured",2005
118,118,"Daniel Chopra",108,0.98,2,204,0.5,"DrivingPctMeasured",2005
118,118,"Bernhard Langer",67,0.98,1,102,1,"DrivingPctMeasured",2005
118,118,"Brenden Pappas",51,0.98,1,102,0,"DrivingPctMeasured",2005
121,121,"Carl Pettersson",109,0.97,2,206,0.5,"DrivingPctMeasured",2005
122,122,"Fred Couples",72,0.96,1,104,0,"DrivingPctMeasured",2005
123,123,"Matt Davidson",53,0.94,1,106,0,"DrivingPctMeasured",2005
124,124,"Billy Mayfair",114,0.93,2,216,0,"DrivingPctMeasured",2005
124,124,"Ted Purdy",122,0.93,2,216,0,"DrivingPctMeasured",2005
126,126,"Ben Curtis",65,0.91,1,110,2,"DrivingPctMeasured",2005
126,126,"Arron Oberholser",65,0.91,1,110,1,"DrivingPctMeasured",2005
128,128,"KJ Choi",78,0.88,1,114,1,"DrivingPctMeasured",2005
129,129,"Mathias Gronberg",60,0.86,1,116,0,"DrivingPctMeasured",2005
130,130,"Freddie Jacobson",72,0.82,1,122,0,"DrivingPctMeasured",2005
131,131,"Arjun Atwal",65,0.79,1,126,0,"DrivingPctMeasured",2005
131,131,"Dennis Paulson",63,0.79,1,126,-1,"DrivingPctMeasured",2005
133,133,"Jeff Maggert",79,0.78,1,128,0,"DrivingPctMeasured",2005
134,134,"Craig Perks",67,0.77,1,130,0,"DrivingPctMeasured",2005
134,134,"Mario Tiziani",67,0.77,1,130,1,"DrivingPctMeasured",2005
136,136,"Jeff Brehaut",71,0.75,1,134,0,"DrivingPctMeasured",2005
136,136,"Bob Heintz",67,0.75,1,134,0,"DrivingPctMeasured",2005
138,138,"Brian Davis",75,0.7,1,142,0,"DrivingPctMeasured",2005
138,138,"Shaun Micheel",81,0.7,1,142,1,"DrivingPctMeasured",2005
140,140,"Craig Barlow",81,0.68,1,146,1,"DrivingPctMeasured",2005
140,140,"Will Ma Kenzie",75,0.68,1,146,0,"DrivingPctMeasured",2005
140,140,"Roland Thatcher",75,0.68,1,146,-1,"DrivingPctMeasured",2005
143,143,"Paul Claxton",79,0.67,1,150,-1,"DrivingPctMeasured",2005
144,144,"Alex Cejka",84,0.65,1,154,0,"DrivingPctMeasured",2005
145,145,"Charles Howell III",95,0.64,1,156,1,"DrivingPctMeasured",2005
146,146,"Hank Kuehne",84,0.63,1,160,0,"DrivingPctMeasured",2005
147,147,"Aaron Baddeley",84,0.61,1,164,0,"DrivingPctMeasured",2005
148,148,"Stephen Leaney",89,0.6,1,168,0,"DrivingPctMeasured",2005
148,148,"Kevin Sutherland",89,0.6,1,166,1,"DrivingPctMeasured",2005
150,150,"Tim Herron",100,0.59,1,170,0,"DrivingPctMeasured",2005
150,150,"Zach Johnson",96,0.59,1,170,2,"DrivingPctMeasured",2005
150,150,"Franklin Langham",91,0.59,1,170,0,"DrivingPctMeasured",2005
153,153,"Shigeki Maruyama",99,0.57,1,176,1,"DrivingPctMeasured",2005
154,154,"John Rollins",97,0.56,1,178,1,"DrivingPctMeasured",2005
155,155,"Jeff Sluman",94,0.54,1,184,-1,"DrivingPctMeasured",2005
155,155,"Chris Smith",93,0.54,1,186,0,"DrivingPctMeasured",2005
157,157,"Steve Allan",102,0.53,1,188,0,"DrivingPctMeasured",2005
158,158,"Briny Baird",98,0.52,1,192,0,"DrivingPctMeasured",2005
158,158,"JJ Henry",102,0.52,1,192,0,"DrivingPctMeasured",2005
158,158,"Kent Jones",99,0.52,1,194,-2,"DrivingPctMeasured",2005
161,161,"Harrison Frazar",105,0.5,1,202,1,"DrivingPctMeasured",2005
162,162,"Stuart Appleby",84,0,NA,132,0,"DrivingPctMeasured",2005
162,162,"Cameron Beckman",96,0,NA,184,0,"DrivingPctMeasured",2005
162,162,"Tim Clark",92,0,NA,142,0,"DrivingPctMeasured",2005
162,162,"Ben Crane",78,0,NA,140,0,"DrivingPctMeasured",2005
162,162,"John Daly",78,0,NA,124,0,"DrivingPctMeasured",2005
162,162,"Glen Day",80,0,NA,156,0,"DrivingPctMeasured",2005
162,162,"Luke Donald",67,0,NA,88,0,"DrivingPctMeasured",2005
162,162,"Joe Durant",81,0,NA,150,0,"DrivingPctMeasured",2005
162,162,"John Elliott",58,0,NA,112,0,"DrivingPctMeasured",2005
162,162,"Sergio Garcia",73,0,NA,108,0,"DrivingPctMeasured",2005
162,162,"Scott Gutschewski",86,0,NA,156,0,"DrivingPctMeasured",2005
162,162,"David Hearn",68,0,NA,132,0,"DrivingPctMeasured",2005
162,162,"Scott Hend",75,0,NA,142,0,"DrivingPctMeasured",2005
162,162,"Bradley Hughes",52,0,NA,104,0,"DrivingPctMeasured",2005
162,162,"Richard Johnson",50,0,NA,96,0,"DrivingPctMeasured",2005
162,162,"Neal Lancaster",95,0,NA,190,0,"DrivingPctMeasured",2005
162,162,"Tom Lehman",69,0,NA,110,0,"DrivingPctMeasured",2005
162,162,"Justin Leonard",78,0,NA,122,0,"DrivingPctMeasured",2005
162,162,"Michael Long",72,0,NA,140,0,"DrivingPctMeasured",2005
162,162,"Davis Love III",80,0,NA,126,0,"DrivingPctMeasured",2005
162,162,"Hunter Mahan",103,0,NA,198,0,"DrivingPctMeasured",2005
162,162,"Phil Mickelson",81,0,NA,116,0,"DrivingPctMeasured",2005
162,162,"Sean OHair",103,0,NA,182,0,"DrivingPctMeasured",2005
162,162,"Geoff Ogilvy",97,0,NA,162,0,"DrivingPctMeasured",2005
162,162,"Greg Owen",84,0,NA,152,0,"DrivingPctMeasured",2005
162,162,"Rod Pampling",89,0,NA,144,0,"DrivingPctMeasured",2005
162,162,"Jesper Parnevik",84,0,NA,152,0,"DrivingPctMeasured",2005
162,162,"Pat Perez",89,0,NA,162,0,"DrivingPctMeasured",2005
162,162,"Tom Pernice Jr",111,0,NA,194,0,"DrivingPctMeasured",2005
162,162,"Kenny Perry",82,0,NA,128,0,"DrivingPctMeasured",2005
162,162,"DA Points",94,0,NA,180,0,"DrivingPctMeasured",2005
162,162,"Justin Rose",99,0,NA,190,0,"DrivingPctMeasured",2005
162,162,"Vijay Singh",111,0,NA,186,0,"DrivingPctMeasured",2005
162,162,"David Toms",87,0,NA,134,0,"DrivingPctMeasured",2005
162,162,"DJ Trahan",81,0,NA,154,0,"DrivingPctMeasured",2005
162,162,"Tjaart van der Walt",56,0,NA,112,0,"DrivingPctMeasured",2005
162,162,"Charles Warren",89,0,NA,174,0,"DrivingPctMeasured",2005
162,162,"Nick Watney",91,0,NA,178,0,"DrivingPctMeasured",2005
162,162,"Lee Westwood",50,0,NA,72,0,"DrivingPctMeasured",2005
162,162,"Brett Wetterich",76,0,NA,148,0,"DrivingPctMeasured",2005
162,162,"Tiger Woods",76,0,NA,116,0,"DrivingPctMeasured",2005
