"RoughTendency_RANKTHISWEEK_2011","RoughTendency_RANKLASTWEEK_2011","RoughTendency_PLAYERNAME_2011","RoughTendency_ROUNDS_2011","RoughTendency_Pct_2011","RoughTendency_TOTALROUGH_2011","RoughTendency_POSSIBLEFWYS_2011","RoughTendency_RELATIVETOPAR_2011","stat_name","year"
84,84,"Alexandre Rocha",65,28.55,195,683,2.26,"RoughTendency",2011
86,86,"Scott McCarron",65,28.57,214,749,1.4,"RoughTendency",2011
86,86,"Nate Smith",66,28.57,210,735,2.52,"RoughTendency",2011
88,88,"Troy Merritt",63,28.61,224,783,2.28,"RoughTendency",2011
89,89,"Cameron Tringale",110,28.68,384,1339,0.89,"RoughTendency",2011
90,90,"Webb Simpson",98,28.75,330,1148,0.64,"RoughTendency",2011
91,91,"Carl Pettersson",95,28.77,359,1248,0.78,"RoughTendency",2011
92,92,"Lucas Glover",74,28.79,243,844,1.48,"RoughTendency",2011
93,93,"Cameron Beckman",71,28.8,252,875,0.99,"RoughTendency",2011
94,94,"Spencer Levin",113,28.9,376,1301,0.69,"RoughTendency",2011
95,95,"Trevor Immelman",84,28.96,267,922,0.11,"RoughTendency",2011
95,95,"Marc Turnesa",54,28.96,183,632,0.98,"RoughTendency",2011
97,97,"KJ Choi",77,29.07,234,805,1.2,"RoughTendency",2011
97,97,"YE Yang",63,29.07,168,578,0.65,"RoughTendency",2011
99,99,"Lee Janzen",62,29.09,201,691,2.14,"RoughTendency",2011
100,100,"Geoff Ogilvy",69,29.26,218,745,0.37,"RoughTendency",2011
101,101,"Michael Thompson",79,29.28,277,946,1.16,"RoughTendency",2011
102,102,"Charlie Wi",83,29.31,311,1061,0.93,"RoughTendency",2011
103,103,"Sung Kang",63,29.36,207,705,1.4,"RoughTendency",2011
104,104,"Fabian Gomez",84,29.39,278,946,1.4,"RoughTendency",2011
105,105,"Steve Stricker",70,29.46,218,740,-0.55,"RoughTendency",2011
106,106,"Andres Romero",77,29.47,275,933,1.53,"RoughTendency",2011
107,107,"Jeff Overton",92,29.52,297,1006,1.35,"RoughTendency",2011
108,108,"Greg Chalmers",88,29.53,321,1087,0.93,"RoughTendency",2011
109,109,"Steve Flesch",88,29.56,319,1079,1.41,"RoughTendency",2011
110,110,"Kyle Stanley",98,29.57,325,1099,0.25,"RoughTendency",2011
111,111,"Ernie Els",71,29.61,244,824,1.39,"RoughTendency",2011
112,112,"Bill Lunde",92,29.68,317,1068,1.29,"RoughTendency",2011
113,113,"Steve Marino",76,29.79,255,856,0.31,"RoughTendency",2011
114,114,"William McGirt",103,29.82,379,1271,0.69,"RoughTendency",2011
115,115,"Sergio Garcia",61,30,186,620,0.86,"RoughTendency",2011
116,116,"Roland Thatcher",67,30.07,252,838,1.27,"RoughTendency",2011
117,117,"Tommy Gainey",104,30.1,378,1256,0.63,"RoughTendency",2011
118,118,"Keegan Bradley",91,30.15,319,1058,1.91,"RoughTendency",2011
119,119,"Vijay Singh",79,30.18,297,984,0.57,"RoughTendency",2011
120,120,"Jonathan Byrd",83,30.26,302,998,0.63,"RoughTendency",2011
121,121,"Stewart Cink",72,30.37,215,708,-0.09,"RoughTendency",2011
122,122,"Jim Renner",65,30.41,222,730,1.4,"RoughTendency",2011
123,123,"Retief Goosen",50,30.42,167,549,1.38,"RoughTendency",2011
123,123,"Kevin Kisner",70,30.42,240,789,1.54,"RoughTendency",2011
125,125,"Ryuji Imada",83,30.43,321,1055,1.25,"RoughTendency",2011
126,126,"Martin Laird",77,30.5,258,846,0.43,"RoughTendency",2011
127,127,"Ricky Barnes",78,30.53,269,881,1.26,"RoughTendency",2011
128,128,"Scott Gutschewski",67,30.58,233,762,2.06,"RoughTendency",2011
129,129,"Nick Watney",80,30.62,263,859,-0.11,"RoughTendency",2011
130,130,"Joseph Bramlett",73,30.7,256,834,1.13,"RoughTendency",2011
131,131,"Kevin Chappell",78,30.71,258,840,1.12,"RoughTendency",2011
132,132,"Troy Matteson",91,30.72,341,1110,0.82,"RoughTendency",2011
133,133,"Jarrod Lyle",83,30.74,304,989,2.14,"RoughTendency",2011
134,134,"Charl Schwartzel",58,30.76,171,556,1.7,"RoughTendency",2011
135,135,"Camilo Villegas",69,30.87,242,784,1.28,"RoughTendency",2011
136,136,"Rory Sabbatini",85,30.98,259,836,0.35,"RoughTendency",2011
137,137,"Bobby Gates",82,31,284,916,1.62,"RoughTendency",2011
138,138,"James Driscoll",71,31.1,260,836,1.23,"RoughTendency",2011
139,139,"DJ Trahan",91,31.12,352,1131,0.99,"RoughTendency",2011
140,140,"Matt Bettencourt",84,31.41,332,1057,1.17,"RoughTendency",2011
140,140,"Chris Stroud",88,31.41,338,1076,0.65,"RoughTendency",2011
142,142,"Rickie Fowler",84,31.48,288,915,0.14,"RoughTendency",2011
143,143,"Phil Mickelson",79,31.51,253,803,-0.16,"RoughTendency",2011
144,144,"George McNeill",69,31.53,251,796,1.04,"RoughTendency",2011
145,145,"Charles Howell III",108,31.57,393,1245,0.23,"RoughTendency",2011
146,146,"Nathan Green",81,31.58,307,972,1.4,"RoughTendency",2011
147,147,"Ryan Palmer",82,31.62,258,816,0.39,"RoughTendency",2011
148,148,"Arjun Atwal",91,31.63,360,1138,1.42,"RoughTendency",2011
149,149,"Martin Piller",63,31.7,226,713,2.21,"RoughTendency",2011
149,149,"Paul Stankowski",78,31.7,284,896,0.74,"RoughTendency",2011
151,151,"Alex Prugh",82,31.76,309,973,2.2,"RoughTendency",2011
151,151,"Bubba Watson",85,31.76,256,806,0.2,"RoughTendency",2011
153,153,"Stuart Appleby",65,31.92,263,824,1.44,"RoughTendency",2011
154,154,"Shaun Micheel",77,31.94,283,886,1.1,"RoughTendency",2011
155,155,"Tim Herron",85,32.02,340,1062,0.85,"RoughTendency",2011
156,156,"Chris Kirk",87,32.17,341,1060,0.79,"RoughTendency",2011
157,157,"Sean OHair",71,32.25,268,831,1.42,"RoughTendency",2011
158,158,"DJ Brigman",67,32.5,246,757,1.46,"RoughTendency",2011
159,159,"Angel Cabrera",50,32.51,157,483,1.46,"RoughTendency",2011
160,160,"Scott Stallings",84,32.52,308,947,0.71,"RoughTendency",2011
161,161,"Michael Bradley",74,32.67,263,805,0.8,"RoughTendency",2011
162,162,"Kevin Na",84,32.72,304,929,0.39,"RoughTendency",2011
163,163,"Bio Kim",71,32.78,255,778,1.22,"RoughTendency",2011
164,164,"Jim Herman",69,32.83,260,792,1.04,"RoughTendency",2011
165,165,"Dustin Johnson",72,32.84,246,749,0.37,"RoughTendency",2011
166,166,"Joe Ogilvie",75,32.9,277,842,0.9,"RoughTendency",2011
167,167,"Zack Miller",86,33.01,339,1027,1.92,"RoughTendency",2011
168,168,"Marc Leishman",87,33.03,360,1090,0.67,"RoughTendency",2011
169,169,"Padraig Harrington",60,33.17,202,609,-0.1,"RoughTendency",2011
170,170,"Matt Jones",71,33.26,290,872,1.14,"RoughTendency",2011
171,171,"Tag Ridings",87,33.27,339,1019,1.24,"RoughTendency",2011
172,172,"Steven Bowditch",86,33.81,358,1059,1.15,"RoughTendency",2011
173,173,"Robert Karlsson",61,33.82,207,612,0.68,"RoughTendency",2011
173,173,"Gary Woodland",93,33.82,322,952,0.56,"RoughTendency",2011
175,175,"Scott Piercy",78,33.91,293,864,0.92,"RoughTendency",2011
176,176,"JB Holmes",57,34.01,217,638,0,"RoughTendency",2011
177,177,"Aaron Baddeley",77,34.12,289,847,-0.07,"RoughTendency",2011
178,178,"David Duval",67,34.6,274,792,1.42,"RoughTendency",2011
179,179,"Michael Putnam",67,35.13,254,723,1.3,"RoughTendency",2011
180,180,"Jason Day",76,35.54,290,816,1.03,"RoughTendency",2011
181,181,"Robert Garrigus",83,35.59,336,944,0.39,"RoughTendency",2011
182,182,"Jhonattan Vegas",84,36.13,345,955,0.96,"RoughTendency",2011
183,183,"Jimmy Walker",79,36.32,377,1038,1.41,"RoughTendency",2011
184,184,"Harrison Frazar",58,36.41,205,563,0.73,"RoughTendency",2011
185,185,"Derek Lamely",65,36.84,287,779,1.39,"RoughTendency",2011
186,186,"Anthony Kim",72,37.28,290,778,0.52,"RoughTendency",2011
