"CareerEarnings_RANKTHISWEEK_2016","CareerEarnings_RANKLASTWEEK_2016","CareerEarnings_PLAYERNAME_2016","CareerEarnings__2016","CareerEarnings_MONEY_2016","stat_name","year"
32,32,"Scott Verplank",NA,27500225,"CareerEarnings",2016
33,33,"Robert Allenby",NA,27411855,"CareerEarnings",2016
34,34,"Bill Haas",NA,25011381,"CareerEarnings",2016
35,35,"Padraig Harrington",NA,24282958,"CareerEarnings",2016
36,36,"Mark Calcavecchia",NA,24216436,"CareerEarnings",2016
37,37,"Nick Watney",NA,24047064,"CareerEarnings",2016
38,38,"Tim Clark",NA,23942321,"CareerEarnings",2016
39,39,"Chad Campbell",NA,23897089,"CareerEarnings",2016
40,41,"Rickie Fowler",NA,23080114,"CareerEarnings",2016
41,40,"Jordan Spieth",NA,23025959,"CareerEarnings",2016
42,42,"Henrik Stenson",NA,22684923,"CareerEarnings",2016
43,43,"Chris DiMarco",NA,22656443,"CareerEarnings",2016
44,44,"Fred Couples",NA,22595874,"CareerEarnings",2016
45,45,"Ryan Moore",NA,22575271,"CareerEarnings",2016
46,46,"Carl Pettersson",NA,22468532,"CareerEarnings",2016
47,47,"Kevin Na",NA,21605390,"CareerEarnings",2016
48,48,"Bob Estes",NA,21536179,"CareerEarnings",2016
49,49,"Tom Lehman",NA,21495878,"CareerEarnings",2016
50,50,"Fred Funk",NA,21290157,"CareerEarnings",2016
51,51,"Webb Simpson",NA,20966488,"CareerEarnings",2016
52,52,"John Senden",NA,20811521,"CareerEarnings",2016
53,53,"Nick Price",NA,20576104,"CareerEarnings",2016
54,54,"Bo Van Pelt",NA,20426888,"CareerEarnings",2016
55,55,"Charley Hoffman",NA,20376729,"CareerEarnings",2016
56,56,"Billy Mayfair",NA,20287603,"CareerEarnings",2016
57,57,"Jason Dufner",NA,19935364,"CareerEarnings",2016
58,58,"Ryan Palmer",NA,19810283,"CareerEarnings",2016
59,59,"Ben Crane",NA,19808056,"CareerEarnings",2016
60,60,"Stephen Ames",NA,19718160,"CareerEarnings",2016
61,61,"Sean OHair",NA,19582371,"CareerEarnings",2016
62,62,"Jeff Maggert",NA,19364566,"CareerEarnings",2016
63,63,"David Duval",NA,18983931,"CareerEarnings",2016
64,64,"Tim Herron",NA,18855144,"CareerEarnings",2016
65,65,"Jimmy Walker",NA,18780741,"CareerEarnings",2016
66,66,"Lee Westwood",NA,18775871,"CareerEarnings",2016
67,67,"JB Holmes",NA,18575122,"CareerEarnings",2016
68,68,"Scott Hoch",NA,18530156,"CareerEarnings",2016
69,69,"John Rollins",NA,18347993,"CareerEarnings",2016
70,70,"Steve Flesch",NA,18284937,"CareerEarnings",2016
71,71,"Camilo Villegas",NA,18280445,"CareerEarnings",2016
72,72,"Jeff Sluman",NA,18165266,"CareerEarnings",2016
73,73,"Aaron Baddeley",NA,18146653,"CareerEarnings",2016
74,74,"Jonathan Byrd",NA,18036704,"CareerEarnings",2016
75,75,"Ian Poulter",NA,17998533,"CareerEarnings",2016
76,76,"Brian Gay",NA,17852785,"CareerEarnings",2016
77,77,"Brad Faxon",NA,17769249,"CareerEarnings",2016
78,78,"Freddie Jacobson",NA,17736406,"CareerEarnings",2016
79,80,"Lucas Glover",NA,17248594,"CareerEarnings",2016
80,79,"Pat Perez",NA,17119158,"CareerEarnings",2016
81,81,"Rocco Mediate",NA,16792617,"CareerEarnings",2016
82,82,"Woody Austin",NA,16580132,"CareerEarnings",2016
83,83,"Lee Janzen",NA,16040639,"CareerEarnings",2016
84,84,"Keegan Bradley",NA,16035739,"CareerEarnings",2016
85,85,"Corey Pavin",NA,16021370,"CareerEarnings",2016
86,86,"Heath Slocum",NA,15904202,"CareerEarnings",2016
87,87,"Bob Tway",NA,15785815,"CareerEarnings",2016
88,88,"Jason Bohn",NA,15746782,"CareerEarnings",2016
89,89,"Kevin Sutherland",NA,15658171,"CareerEarnings",2016
90,90,"Steve Elkington",NA,15505418,"CareerEarnings",2016
91,91,"JJ Henry",NA,15352117,"CareerEarnings",2016
92,92,"Jesper Parnevik",NA,15321627,"CareerEarnings",2016
93,94,"Paul Casey",NA,15271026,"CareerEarnings",2016
94,93,"Hal Sutton",NA,15267685,"CareerEarnings",2016
95,95,"Loren Roberts",NA,15154767,"CareerEarnings",2016
96,96,"Steve Lowery",NA,15128611,"CareerEarnings",2016
97,97,"Mark Wilson",NA,15074883,"CareerEarnings",2016
98,98,"John Huston",NA,14967146,"CareerEarnings",2016
99,99,"Tom Pernice Jr",NA,14950594,"CareerEarnings",2016
100,100,"Greg Norman",NA,14484458,"CareerEarnings",2016
101,101,"Paul Azinger",NA,14467496,"CareerEarnings",2016
102,102,"Jay Haas",NA,14440317,"CareerEarnings",2016
103,103,"Mark OMeara",NA,14304797,"CareerEarnings",2016
104,104,"Angel Cabrera",NA,14282349,"CareerEarnings",2016
105,105,"Joe Durant",NA,14181693,"CareerEarnings",2016
106,108,"Boo Weekley",NA,14106459,"CareerEarnings",2016
107,106,"Kirk Triplett",NA,14096656,"CareerEarnings",2016
108,107,"Rod Pampling",NA,14088337,"CareerEarnings",2016
109,109,"Graeme McDowell",NA,14071083,"CareerEarnings",2016
110,110,"Shigeki Maruyama",NA,13809170,"CareerEarnings",2016
111,111,"Ben Curtis",NA,13767219,"CareerEarnings",2016
112,112,"Kevin Streelman",NA,13669097,"CareerEarnings",2016
113,113,"Vaughn Taylor",NA,13444711,"CareerEarnings",2016
114,114,"Brian Davis",NA,13295212,"CareerEarnings",2016
115,115,"Briny Baird",NA,13251178,"CareerEarnings",2016
116,116,"Chris Kirk",NA,13193129,"CareerEarnings",2016
117,117,"Martin Laird",NA,13121627,"CareerEarnings",2016
118,118,"Paul Goydos",NA,12782100,"CareerEarnings",2016
119,119,"Jeff Overton",NA,12755641,"CareerEarnings",2016
120,120,"John Cook",NA,12685199,"CareerEarnings",2016
121,121,"Marc Leishman",NA,12672041,"CareerEarnings",2016
122,122,"Scott McCarron",NA,12649527,"CareerEarnings",2016
123,123,"Dudley Hart",NA,12635726,"CareerEarnings",2016
124,124,"Trevor Immelman",NA,12587889,"CareerEarnings",2016
125,126,"Patrick Reed",NA,12507687,"CareerEarnings",2016
126,125,"Billy Andrade",NA,12494805,"CareerEarnings",2016
127,127,"Jose Maria Olazabal",NA,12335310,"CareerEarnings",2016
128,128,"Anthony Kim",NA,12206409,"CareerEarnings",2016
129,129,"Tim Petrovic",NA,12177589,"CareerEarnings",2016
130,131,"Robert Garrigus",NA,12113970,"CareerEarnings",2016
131,130,"Billy Horschel",NA,12112550,"CareerEarnings",2016
132,132,"Gary Woodland",NA,12037875,"CareerEarnings",2016
133,133,"Duffy Waldorf",NA,11932543,"CareerEarnings",2016
134,134,"Charl Schwartzel",NA,11854192,"CareerEarnings",2016
135,135,"Frank Lickliter II",NA,11841515,"CareerEarnings",2016
136,136,"Louis Oosthuizen",NA,11771617,"CareerEarnings",2016
137,137,"Scott Piercy",NA,11715985,"CareerEarnings",2016
138,138,"George McNeill",NA,11574695,"CareerEarnings",2016
139,139,"Chris Riley",NA,11525199,"CareerEarnings",2016
140,140,"Harrison Frazar",NA,11456390,"CareerEarnings",2016
141,141,"Brendon de Jonge",NA,11252111,"CareerEarnings",2016
142,142,"Joey Sindelar",NA,11196462,"CareerEarnings",2016
143,143,"Tom Watson",NA,11081140,"CareerEarnings",2016
144,144,"Brett Quigley",NA,11058693,"CareerEarnings",2016
145,145,"Tom Kite",NA,11041042,"CareerEarnings",2016
146,146,"Jonathan Kaye",NA,10584934,"CareerEarnings",2016
147,147,"Bernhard Langer",NA,10513044,"CareerEarnings",2016
148,148,"Bryce Molder",NA,10457070,"CareerEarnings",2016
149,149,"DA Points",NA,10281093,"CareerEarnings",2016
150,150,"John Daly",NA,10245249,"CareerEarnings",2016
151,151,"Joe Ogilvie",NA,10149923,"CareerEarnings",2016
152,152,"Alex Cejka",NA,10112866,"CareerEarnings",2016
153,153,"Craig Stadler",NA,10021897,"CareerEarnings",2016
154,154,"Charlie Wi",NA,9969877,"CareerEarnings",2016
155,156,"Johnson Wagner",NA,9909448,"CareerEarnings",2016
156,155,"Steve Marino",NA,9878701,"CareerEarnings",2016
157,157,"Cameron Beckman",NA,9851889,"CareerEarnings",2016
158,158,"Ken Duke",NA,9810002,"CareerEarnings",2016
159,162,"Hideki Matsuyama",NA,9808080,"CareerEarnings",2016
160,159,"DJ Trahan",NA,9780782,"CareerEarnings",2016
161,160,"Bart Bryant",NA,9713852,"CareerEarnings",2016
162,161,"Kevin Stadler",NA,9698197,"CareerEarnings",2016
163,163,"Rich Beem",NA,9602992,"CareerEarnings",2016
164,164,"Matt Jones",NA,9509521,"CareerEarnings",2016
165,165,"Peter Lonard",NA,9493678,"CareerEarnings",2016
166,166,"Tommy Armour III",NA,9458248,"CareerEarnings",2016
167,167,"Mark Brooks",NA,9455441,"CareerEarnings",2016
168,168,"Carlos Franco",NA,9431368,"CareerEarnings",2016
169,169,"Chris Stroud",NA,9392489,"CareerEarnings",2016
170,170,"Greg Chalmers",NA,9319951,"CareerEarnings",2016
171,171,"Troy Matteson",NA,9314581,"CareerEarnings",2016
172,177,"Harris English",NA,9275064,"CareerEarnings",2016
173,172,"Glen Day",NA,9241922,"CareerEarnings",2016
174,173,"Graham DeLaet",NA,9239815,"CareerEarnings",2016
175,175,"Martin Kaymer",NA,9234614,"CareerEarnings",2016
176,174,"Ryuji Imada",NA,9213425,"CareerEarnings",2016
177,176,"David Frost",NA,9195639,"CareerEarnings",2016
178,178,"Andres Romero",NA,9172972,"CareerEarnings",2016
179,179,"Shaun Micheel",NA,9108270,"CareerEarnings",2016
180,180,"Brandt Jobe",NA,9000273,"CareerEarnings",2016
181,181,"Dean Wilson",NA,8924744,"CareerEarnings",2016
182,182,"John Merrick",NA,8767895,"CareerEarnings",2016
183,183,"Robert Gamez",NA,8712304,"CareerEarnings",2016
184,184,"Dan Forsman",NA,8687983,"CareerEarnings",2016
185,185,"YE Yang",NA,8662111,"CareerEarnings",2016
186,186,"Darren Clarke",NA,8643264,"CareerEarnings",2016
187,187,"Cameron Tringale",NA,8556436,"CareerEarnings",2016
188,188,"Olin Browne",NA,8516287,"CareerEarnings",2016
189,189,"Andrew Magee",NA,8512753,"CareerEarnings",2016
190,190,"Craig Parry",NA,8481456,"CareerEarnings",2016
191,191,"JP Hayes",NA,8391404,"CareerEarnings",2016
192,192,"Kevin Chappell",NA,8270416,"CareerEarnings",2016
193,193,"Skip Kendall",NA,8087631,"CareerEarnings",2016
194,194,"Steve Pate",NA,8039988,"CareerEarnings",2016
195,195,"Matt Every",NA,7964566,"CareerEarnings",2016
196,196,"Daniel Chopra",NA,7938696,"CareerEarnings",2016
197,199,"Brendan Steele",NA,7925401,"CareerEarnings",2016
198,197,"Larry Mize",NA,7919372,"CareerEarnings",2016
199,198,"Peter Jacobsen",NA,7799810,"CareerEarnings",2016
200,201,"Scott Stallings",NA,7737550,"CareerEarnings",2016
201,200,"Kevin Kisner",NA,7723282,"CareerEarnings",2016
202,202,"Arron Oberholser",NA,7665222,"CareerEarnings",2016
203,203,"Will Ma Kenzie",NA,7624213,"CareerEarnings",2016
204,204,"Curtis Strange",NA,7599951,"CareerEarnings",2016
205,205,"JL Lewis",NA,7480274,"CareerEarnings",2016
206,206,"Greg Owen",NA,7459374,"CareerEarnings",2016
207,207,"Russell Henley",NA,7444253,"CareerEarnings",2016
208,208,"Ted Purdy",NA,7397579,"CareerEarnings",2016
209,209,"Brent Geiberger",NA,7374382,"CareerEarnings",2016
210,210,"Mathew Goggin",NA,7368691,"CareerEarnings",2016
211,211,"Paul Stankowski",NA,7357259,"CareerEarnings",2016
212,212,"Jonas Blixt",NA,7204661,"CareerEarnings",2016
213,213,"Spencer Levin",NA,7164433,"CareerEarnings",2016
214,214,"Ben Crenshaw",NA,7139756,"CareerEarnings",2016
215,215,"Russell Knox",NA,7100254,"CareerEarnings",2016
216,216,"Brett Wetterich",NA,7008473,"CareerEarnings",2016
217,217,"John Mallinger",NA,6988536,"CareerEarnings",2016
218,218,"Bill Glasson",NA,6912619,"CareerEarnings",2016
219,219,"Ricky Barnes",NA,6880713,"CareerEarnings",2016
220,220,"Chris Perry",NA,6866671,"CareerEarnings",2016
221,221,"Len Mattiace",NA,6863198,"CareerEarnings",2016
222,222,"Nathan Green",NA,6856057,"CareerEarnings",2016
223,223,"David Hearn",NA,6810589,"CareerEarnings",2016
224,224,"Scott Simpson",NA,6778273,"CareerEarnings",2016
225,226,"Brian Harman",NA,6695711,"CareerEarnings",2016
226,225,"Steven Bowditch",NA,6667642,"CareerEarnings",2016
227,227,"Chez Reavie",NA,6653301,"CareerEarnings",2016
228,228,"John Huh",NA,6644363,"CareerEarnings",2016
229,235,"Danny Lee",NA,6613931,"CareerEarnings",2016
230,229,"Kyle Stanley",NA,6599635,"CareerEarnings",2016
231,233,"Daniel Summerhays",NA,6570068,"CareerEarnings",2016
232,230,"Tom Byrum",NA,6554699,"CareerEarnings",2016
233,231,"Steve Jones",NA,6519451,"CareerEarnings",2016
234,232,"Bruce Lietzke",NA,6474794,"CareerEarnings",2016
235,234,"Brendon Todd",NA,6427211,"CareerEarnings",2016
236,239,"David Lingmerth",NA,6419206,"CareerEarnings",2016
237,236,"Robert Damron",NA,6363926,"CareerEarnings",2016
238,237,"Lanny Wadkins",NA,6355681,"CareerEarnings",2016
239,238,"Mark Hensby",NA,6328564,"CareerEarnings",2016
240,240,"Michael Allen",NA,6316156,"CareerEarnings",2016
241,241,"Neal Lancaster",NA,6312668,"CareerEarnings",2016
242,242,"Sangmoon Bae",NA,6235686,"CareerEarnings",2016
243,245,"Jason Gore",NA,6209860,"CareerEarnings",2016
244,243,"Chip Beck",NA,6205730,"CareerEarnings",2016
245,244,"Richard Johnson",NA,6204475,"CareerEarnings",2016
246,247,"William McGirt",NA,6169252,"CareerEarnings",2016
247,246,"Robert Streb",NA,6167200,"CareerEarnings",2016
248,248,"Nick Faldo",NA,6045627,"CareerEarnings",2016
249,249,"Jim Gallagher Jr",NA,6002202,"CareerEarnings",2016
250,250,"Hale Irwin",NA,5966031,"CareerEarnings",2016
251,251,"Jay Williamson",NA,5944298,"CareerEarnings",2016
252,252,"Fuzzy Zoeller",NA,5819293,"CareerEarnings",2016
253,253,"Michael Thompson",NA,5807059,"CareerEarnings",2016
254,254,"Brooks Koepka",NA,5796482,"CareerEarnings",2016
255,255,"Greg Kraft",NA,5786218,"CareerEarnings",2016
256,256,"James Driscoll",NA,5779522,"CareerEarnings",2016
257,257,"David Peoples",NA,5736812,"CareerEarnings",2016
258,258,"Jack Nicklaus",NA,5734031,"CareerEarnings",2016
259,259,"Nicholas Thompson",NA,5720607,"CareerEarnings",2016
260,260,"Robert Karlsson",NA,5637209,"CareerEarnings",2016
261,261,"Michael Bradley",NA,5637037,"CareerEarnings",2016
262,262,"Russ Cochran",NA,5579837,"CareerEarnings",2016
263,263,"Jay Don Blake",NA,5555470,"CareerEarnings",2016
264,264,"Dicky Pride",NA,5532874,"CareerEarnings",2016
265,265,"Todd Hamilton",NA,5521259,"CareerEarnings",2016
266,266,"Tommy Gainey",NA,5494570,"CareerEarnings",2016
267,267,"Seung Yul Noh",NA,5441180,"CareerEarnings",2016
268,309,"James Hahn",NA,5438912,"CareerEarnings",2016
269,268,"Brian Stuard",NA,5438261,"CareerEarnings",2016
270,269,"Jason Kokrak",NA,5419729,"CareerEarnings",2016
271,270,"Kent Jones",NA,5376684,"CareerEarnings",2016
272,271,"Jose Coceres",NA,5337955,"CareerEarnings",2016
273,272,"Raymond Floyd",NA,5323075,"CareerEarnings",2016
274,273,"Mark McCumber",NA,5309688,"CareerEarnings",2016
275,274,"Gil Morgan",NA,5259164,"CareerEarnings",2016
276,275,"Blaine McCallister",NA,5227278,"CareerEarnings",2016
277,276,"Notah Begay III",NA,5207339,"CareerEarnings",2016
278,277,"Jeff Quinney",NA,5185395,"CareerEarnings",2016
279,278,"Craig Barlow",NA,5183390,"CareerEarnings",2016
280,279,"Tom Gillis",NA,5162040,"CareerEarnings",2016
281,302,"Roberto Castro",NA,5063696,"CareerEarnings",2016
282,280,"Chris Smith",NA,5010058,"CareerEarnings",2016
283,281,"Scott Brown",NA,4991148,"CareerEarnings",2016
284,282,"Dennis Paulson",NA,4983871,"CareerEarnings",2016
285,283,"Ben Martin",NA,4933072,"CareerEarnings",2016
286,284,"Arjun Atwal",NA,4854714,"CareerEarnings",2016
287,285,"Justin Thomas",NA,4818888,"CareerEarnings",2016
288,286,"Colin Montgomerie",NA,4799181,"CareerEarnings",2016
289,287,"David Edwards",NA,4773198,"CareerEarnings",2016
290,288,"DA Weibring",NA,4770705,"CareerEarnings",2016
291,289,"Jim Carter",NA,4766778,"CareerEarnings",2016
292,290,"Wayne Levi",NA,4730158,"CareerEarnings",2016
293,291,"Thomas Bjorn",NA,4720742,"CareerEarnings",2016
294,292,"Jhonattan Vegas",NA,4708339,"CareerEarnings",2016
295,293,"Mike Reid",NA,4686774,"CareerEarnings",2016
296,294,"Gene Sauers",NA,4660569,"CareerEarnings",2016
297,295,"Troy Merritt",NA,4642174,"CareerEarnings",2016
298,296,"Matt Gogel",NA,4596216,"CareerEarnings",2016
299,297,"Grant Waite",NA,4583879,"CareerEarnings",2016
300,298,"Josh Teater",NA,4565329,"CareerEarnings",2016
301,305,"Fabian Gomez",NA,4411827,"CareerEarnings",2016
302,299,"Marco Dawson",NA,4321879,"CareerEarnings",2016
303,300,"Mark Wiebe",NA,4314460,"CareerEarnings",2016
304,301,"Joel Edwards",NA,4286415,"CareerEarnings",2016
305,303,"Chris Couch",NA,4233973,"CareerEarnings",2016
306,308,"Daniel Berger",NA,4222503,"CareerEarnings",2016
307,304,"Tag Ridings",NA,4222105,"CareerEarnings",2016
308,306,"Tom Purtzer",NA,4192268,"CareerEarnings",2016
309,307,"Mike Hulbert",NA,4183778,"CareerEarnings",2016
310,310,"Morgan Hoffmann",NA,4039634,"CareerEarnings",2016
311,311,"Brandel Chamblee",NA,4018410,"CareerEarnings",2016
312,312,"Rick Fehr",NA,4018239,"CareerEarnings",2016
313,313,"Donnie Hammond",NA,4008060,"CareerEarnings",2016
314,314,"Garrett Willis",NA,3950898,"CareerEarnings",2016
315,315,"Jim Herman",NA,3942024,"CareerEarnings",2016
316,316,"Miguel Angel Jimenez",NA,3941607,"CareerEarnings",2016
317,317,"Erik Compton",NA,3938345,"CareerEarnings",2016
318,318,"John Mahaffey",NA,3876852,"CareerEarnings",2016
319,319,"Brian Bateman",NA,3869324,"CareerEarnings",2016
320,320,"Ted Tryba",NA,3853236,"CareerEarnings",2016
321,321,"Shawn Stefani",NA,3834463,"CareerEarnings",2016
322,322,"Larry Nelson",NA,3827401,"CareerEarnings",2016
323,323,"Omar Uresti",NA,3803293,"CareerEarnings",2016
324,324,"Charlie Beljan",NA,3796114,"CareerEarnings",2016
325,325,"Ryo Ishikawa",NA,3764350,"CareerEarnings",2016
326,326,"Bud Cauley",NA,3755230,"CareerEarnings",2016
327,327,"Ken Green",NA,3745345,"CareerEarnings",2016
328,328,"Martin Flores",NA,3730660,"CareerEarnings",2016
329,329,"Bob May",NA,3670408,"CareerEarnings",2016
330,330,"Branden Grace",NA,3644183,"CareerEarnings",2016
331,331,"Jay Delsing",NA,3608666,"CareerEarnings",2016
332,332,"Nolan Henke",NA,3606563,"CareerEarnings",2016
333,333,"Blake Adams",NA,3567637,"CareerEarnings",2016
334,334,"Brad Bryant",NA,3558804,"CareerEarnings",2016
335,335,"Mathias Gronberg",NA,3540993,"CareerEarnings",2016
336,336,"Andy Bean",NA,3531780,"CareerEarnings",2016
337,340,"Francesco Molinari",NA,3482554,"CareerEarnings",2016
338,337,"Bill Lunde",NA,3482303,"CareerEarnings",2016
339,338,"Lee Trevino",NA,3478328,"CareerEarnings",2016
340,339,"Tim Simpson",NA,3406017,"CareerEarnings",2016
341,341,"Craig Perks",NA,3362251,"CareerEarnings",2016
342,342,"Brian Henninger",NA,3316460,"CareerEarnings",2016
343,343,"Bob Burns",NA,3313226,"CareerEarnings",2016
344,344,"Don Pooley",NA,3296615,"CareerEarnings",2016
345,345,"Phil Blackmar",NA,3245909,"CareerEarnings",2016
346,355,"Chesson Hadley",NA,3230854,"CareerEarnings",2016
347,346,"Phil Tataurangi",NA,3174391,"CareerEarnings",2016
348,347,"Kris Blanks",NA,3173704,"CareerEarnings",2016
349,348,"Fulton Allem",NA,3155787,"CareerEarnings",2016
350,349,"Ronnie Black",NA,3155053,"CareerEarnings",2016
351,353,"Tony Finau",NA,3147039,"CareerEarnings",2016
352,354,"Colt Knost",NA,3116587,"CareerEarnings",2016
353,350,"Dan Pohl",NA,3112263,"CareerEarnings",2016
354,351,"Chad Collins",NA,3106651,"CareerEarnings",2016
355,352,"Eric Axley",NA,3101579,"CareerEarnings",2016
356,356,"Bob Gilder",NA,3032108,"CareerEarnings",2016
357,364,"Tim Wilkinson",NA,3009193,"CareerEarnings",2016
358,357,"Luke Guthrie",NA,2922787,"CareerEarnings",2016
359,358,"Frank Nobilo",NA,2875836,"CareerEarnings",2016
360,359,"Matt Bettencourt",NA,2868576,"CareerEarnings",2016
361,360,"Jim McGovern",NA,2858703,"CareerEarnings",2016
362,361,"Sandy Lyle",NA,2855439,"CareerEarnings",2016
363,362,"Tom Scherrer",NA,2850394,"CareerEarnings",2016
364,363,"David Ogrin",NA,2848159,"CareerEarnings",2016
365,365,"Bobby Wadkins",NA,2822418,"CareerEarnings",2016
366,366,"Jamie Lovemark",NA,2820303,"CareerEarnings",2016
367,367,"Willie Wood",NA,2760886,"CareerEarnings",2016
368,369,"Kyle Reifers",NA,2751714,"CareerEarnings",2016
369,368,"Johnny Miller",NA,2747484,"CareerEarnings",2016
370,370,"Doug Tewell",NA,2723711,"CareerEarnings",2016
371,375,"Scott Langley",NA,2720162,"CareerEarnings",2016
372,371,"Scott Gump",NA,2715190,"CareerEarnings",2016
373,372,"Howard Twitty",NA,2713551,"CareerEarnings",2016
374,373,"Justin Hicks",NA,2680993,"CareerEarnings",2016
375,374,"Carl Paulson",NA,2680044,"CareerEarnings",2016
376,376,"Brad Fabel",NA,2636911,"CareerEarnings",2016
377,377,"Ted Potter Jr",NA,2599281,"CareerEarnings",2016
378,378,"Mike Springer",NA,2596451,"CareerEarnings",2016
379,379,"Hubert Green",NA,2591959,"CareerEarnings",2016
380,380,"Shane Bertsch",NA,2556592,"CareerEarnings",2016
381,381,"Michael Putnam",NA,2516544,"CareerEarnings",2016
382,382,"Danny Willett",NA,2477265,"CareerEarnings",2016
383,383,"Gary Hallberg",NA,2476014,"CareerEarnings",2016
384,384,"Bob Lohr",NA,2417060,"CareerEarnings",2016
385,385,"Spike McRoy",NA,2412577,"CareerEarnings",2016
386,386,"Ian Leggatt",NA,2410796,"CareerEarnings",2016
387,387,"Dave Barr",NA,2404793,"CareerEarnings",2016
388,388,"Will Wilcox",NA,2385478,"CareerEarnings",2016
389,389,"Keith Clearwater",NA,2365698,"CareerEarnings",2016
390,390,"Gabriel Hjertstedt",NA,2339756,"CareerEarnings",2016
391,391,"Billy Ray Brown",NA,2330389,"CareerEarnings",2016
392,392,"Alex Prugh",NA,2313008,"CareerEarnings",2016
393,393,"Parker McLachlin",NA,2309979,"CareerEarnings",2016
394,394,"Mike Sullivan",NA,2301255,"CareerEarnings",2016
395,395,"Billy Hurley III",NA,2300443,"CareerEarnings",2016
396,396,"Lennie Clements",NA,2280766,"CareerEarnings",2016
397,397,"Ed Fiori",NA,2270198,"CareerEarnings",2016
398,398,"Tom Weiskopf",NA,2241687,"CareerEarnings",2016
399,399,"David Gossett",NA,2234484,"CareerEarnings",2016
400,400,"Roger Maltbie",NA,2212879,"CareerEarnings",2016
401,401,"JC Snead",NA,2197545,"CareerEarnings",2016
402,402,"Robin Freeman",NA,2174379,"CareerEarnings",2016
403,403,"Clarence Rose",NA,2155380,"CareerEarnings",2016
404,404,"Pete Jordan",NA,2144444,"CareerEarnings",2016
405,409,"Derek Ernst",NA,2099851,"CareerEarnings",2016
406,405,"David Mathis",NA,2091605,"CareerEarnings",2016
407,406,"Richard Lee",NA,2087012,"CareerEarnings",2016
408,407,"Smylie Kaufman",NA,2083148,"CareerEarnings",2016
409,408,"Ian Baker Finch",NA,2078743,"CareerEarnings",2016
410,410,"Gonzalo Fdez Castano",NA,2076609,"CareerEarnings",2016
411,411,"Marc Turnesa",NA,2062851,"CareerEarnings",2016
412,412,"Emiliano Grillo",NA,2054291,"CareerEarnings",2016
413,413,"Jamie Donaldson",NA,2024490,"CareerEarnings",2016
414,414,"Zac Blair",NA,2020324,"CareerEarnings",2016
415,415,"John Adams",NA,2019582,"CareerEarnings",2016
416,416,"Larry Rinker",NA,2007824,"CareerEarnings",2016
417,419,"Adam Hadwin",NA,1983241,"CareerEarnings",2016
418,417,"Hudson Swafford",NA,1971798,"CareerEarnings",2016
419,418,"Mike Donald",NA,1970260,"CareerEarnings",2016
420,420,"Trevor Dodds",NA,1940834,"CareerEarnings",2016
421,421,"Jim Thorpe",NA,1935566,"CareerEarnings",2016
422,425,"Steve Wheatcroft",NA,1910372,"CareerEarnings",2016
423,422,"Dave Rummells",NA,1909430,"CareerEarnings",2016
424,423,"Cameron Percy",NA,1893894,"CareerEarnings",2016
425,424,"David Graham",NA,1888731,"CareerEarnings",2016
426,426,"Jarrod Lyle",NA,1868101,"CareerEarnings",2016
427,427,"Arnold Palmer",NA,1861857,"CareerEarnings",2016
428,428,"Patrick Rodgers",NA,1850111,"CareerEarnings",2016
