"TotalPutting_RANKTHISWEEK_2010","TotalPutting_RANKLASTWEEK_2010","TotalPutting_PLAYERNAME_2010","TotalPutting_EVENTS_2010","TotalPutting_TOTAL_2010","stat_name","year"
147,147,"Jeev Milkha Singh",19,268.8,"TotalPutting",2010
148,148,"Martin Flores",26,269.6,"TotalPutting",2010
149,149,"Kevin Sutherland",25,270.6,"TotalPutting",2010
150,150,"DJ Trahan",27,270.8,"TotalPutting",2010
151,151,"Vance Veazey",23,275.2,"TotalPutting",2010
152,152,"Greg Kraft",22,276.6,"TotalPutting",2010
153,153,"Kevin Stadler",28,279.5,"TotalPutting",2010
154,154,"Alex Cejka",28,279.7,"TotalPutting",2010
155,155,"Jeff Maggert",28,280.2,"TotalPutting",2010
156,156,"Johnson Wagner",28,281.3,"TotalPutting",2010
157,157,"Roland Thatcher",26,282,"TotalPutting",2010
158,158,"Henrik Bjornstad",26,284,"TotalPutting",2010
159,159,"Mathias Gronberg",22,284.3,"TotalPutting",2010
160,160,"Steve Lowery",25,286.8,"TotalPutting",2010
161,161,"Greg Owen",27,288,"TotalPutting",2010
162,162,"Josh Teater",31,289,"TotalPutting",2010
163,163,"Jay Williamson",24,289.3,"TotalPutting",2010
164,164,"David Lutterus",25,295.9,"TotalPutting",2010
165,165,"Troy Matteson",28,297.3,"TotalPutting",2010
166,166,"Andrew McLardy",21,297.8,"TotalPutting",2010
167,167,"Camilo Villegas",20,299.8,"TotalPutting",2010
168,168,"Omar Uresti",27,300.1,"TotalPutting",2010
169,169,"Justin Bolli",23,302,"TotalPutting",2010
170,170,"Craig Bowden",20,303,"TotalPutting",2010
171,171,"Kris Blanks",30,307.3,"TotalPutting",2010
172,172,"Boo Weekley",27,308.5,"TotalPutting",2010
173,173,"Graham DeLaet",28,310.7,"TotalPutting",2010
174,174,"Cliff Kresge",17,312.8,"TotalPutting",2010
175,175,"Garth Mulroy",19,316.5,"TotalPutting",2010
176,176,"Jerry Kelly",29,316.8,"TotalPutting",2010
177,177,"Adam Scott",20,322.3,"TotalPutting",2010
178,178,"Charles Warren",21,323.3,"TotalPutting",2010
179,179,"Davis Love III",24,324.4,"TotalPutting",2010
179,179,"Will Ma Kenzie",23,324.4,"TotalPutting",2010
181,181,"Cameron Percy",25,325.2,"TotalPutting",2010
182,182,"Jason Dufner",25,331.2,"TotalPutting",2010
183,183,"Chris Wilson",26,343.5,"TotalPutting",2010
184,184,"John Daly",20,350.9,"TotalPutting",2010
185,185,"Cameron Tringale",22,351.7,"TotalPutting",2010
186,186,"Nicholas Thompson",29,366.6,"TotalPutting",2010
187,187,"Vijay Singh",24,366.8,"TotalPutting",2010
188,188,"Billy Mayfair",26,370.1,"TotalPutting",2010
189,189,"Mark Calcavecchia",16,370.4,"TotalPutting",2010
190,190,"Rocco Mediate",25,374.8,"TotalPutting",2010
191,191,"Roger Tambellini",26,379.9,"TotalPutting",2010
192,192,"Jeff Gove",22,393.5,"TotalPutting",2010
