"GIRPercentagefromFairway_RANKTHISWEEK_2016","GIRPercentagefromFairway_RANKLASTWEEK_2016","GIRPercentagefromFairway_PLAYERNAME_2016","GIRPercentagefromFairway_ROUNDS_2016","GIRPercentagefromFairway_Pct_2016","GIRPercentagefromFairway_GREENSHIT_2016","GIRPercentagefromFairway_OFHOLES_2016","stat_name","year"
24,31,"Russell Knox",48,79.08,344,435,"GIRPercentagefromFairway",2016
25,29,"Kelly Kraft",35,79.04,215,272,"GIRPercentagefromFairway",2016
26,47,"JB Holmes",39,78.99,218,276,"GIRPercentagefromFairway",2016
26,26,"Nick Taylor",57,78.99,361,457,"GIRPercentagefromFairway",2016
28,27,"Adam Hadwin",53,78.96,364,461,"GIRPercentagefromFairway",2016
29,38,"JJ Henry",44,78.86,291,369,"GIRPercentagefromFairway",2016
29,52,"Rory McIlroy",37,78.86,194,246,"GIRPercentagefromFairway",2016
31,40,"Louis Oosthuizen",25,78.85,123,156,"GIRPercentagefromFairway",2016
32,22,"Charles Howell III",63,78.83,365,463,"GIRPercentagefromFairway",2016
33,40,"Brett Stegmaier",57,78.8,394,500,"GIRPercentagefromFairway",2016
34,35,"Graham DeLaet",50,78.68,321,408,"GIRPercentagefromFairway",2016
35,30,"Alex Cejka",47,78.59,334,425,"GIRPercentagefromFairway",2016
36,39,"Tony Finau",49,78.57,275,350,"GIRPercentagefromFairway",2016
37,34,"Tyler Aldridge",53,78.54,333,424,"GIRPercentagefromFairway",2016
38,46,"Russell Henley",42,78.51,296,377,"GIRPercentagefromFairway",2016
39,28,"Ricky Barnes",57,78.48,321,409,"GIRPercentagefromFairway",2016
40,45,"Tyrone Van Aswegen",67,78.47,390,497,"GIRPercentagefromFairway",2016
41,44,"Daniel Berger",52,78.46,306,390,"GIRPercentagefromFairway",2016
42,62,"Andrew Loupe",50,78.37,250,319,"GIRPercentagefromFairway",2016
43,48,"Hudson Swafford",52,78.35,351,448,"GIRPercentagefromFairway",2016
44,54,"Johnson Wagner",44,78.34,293,374,"GIRPercentagefromFairway",2016
45,42,"Kyle Reifers",63,78.33,441,563,"GIRPercentagefromFairway",2016
46,64,"Robert Garrigus",34,78.24,187,239,"GIRPercentagefromFairway",2016
46,36,"Patton Kizzire",57,78.24,302,386,"GIRPercentagefromFairway",2016
48,73,"Justin Rose",35,78.23,212,271,"GIRPercentagefromFairway",2016
49,36,"Bill Haas",42,78.13,275,352,"GIRPercentagefromFairway",2016
50,64,"Chesson Hadley",51,78.07,324,415,"GIRPercentagefromFairway",2016
51,51,"Kevin Na",52,78.05,345,442,"GIRPercentagefromFairway",2016
52,24,"Martin Laird",46,78.03,270,346,"GIRPercentagefromFairway",2016
53,60,"Kevin Kisner",49,78,351,450,"GIRPercentagefromFairway",2016
54,43,"Steve Marino",40,77.99,248,318,"GIRPercentagefromFairway",2016
55,53,"Jamie Lovemark",57,77.98,347,445,"GIRPercentagefromFairway",2016
56,57,"Emiliano Grillo",47,77.93,339,435,"GIRPercentagefromFairway",2016
57,57,"Will Wilcox",47,77.89,303,389,"GIRPercentagefromFairway",2016
58,19,"Henrik Norlander",41,77.87,278,357,"GIRPercentagefromFairway",2016
59,57,"Keegan Bradley",40,77.75,283,364,"GIRPercentagefromFairway",2016
60,33,"Ben Martin",48,77.72,321,413,"GIRPercentagefromFairway",2016
61,60,"Jimmy Walker",43,77.7,230,296,"GIRPercentagefromFairway",2016
62,68,"Jason Dufner",53,77.38,342,442,"GIRPercentagefromFairway",2016
63,69,"Bubba Watson",30,77.33,174,225,"GIRPercentagefromFairway",2016
64,74,"Seung Yul Noh",54,77.17,284,368,"GIRPercentagefromFairway",2016
65,50,"Kevin Streelman",46,77.16,321,416,"GIRPercentagefromFairway",2016
66,64,"Kevin Chappell",49,77.11,320,415,"GIRPercentagefromFairway",2016
67,67,"Jason Bohn",37,77.01,278,361,"GIRPercentagefromFairway",2016
68,82,"Harold Varner III",58,76.97,361,469,"GIRPercentagefromFairway",2016
69,75,"Shane Bertsch",30,76.92,210,273,"GIRPercentagefromFairway",2016
70,55,"Luke Donald",49,76.9,283,368,"GIRPercentagefromFairway",2016
70,70,"Henrik Stenson",30,76.9,223,290,"GIRPercentagefromFairway",2016
72,72,"Scott Pinckney",53,76.89,356,463,"GIRPercentagefromFairway",2016
73,86,"Robert Streb",51,76.84,292,380,"GIRPercentagefromFairway",2016
74,78,"William McGirt",54,76.77,380,495,"GIRPercentagefromFairway",2016
75,62,"Jeff Overton",51,76.72,323,421,"GIRPercentagefromFairway",2016
76,56,"Sean OHair",45,76.7,293,382,"GIRPercentagefromFairway",2016
77,92,"Kyle Stanley",57,76.63,387,505,"GIRPercentagefromFairway",2016
78,80,"Jason Gore",51,76.6,347,453,"GIRPercentagefromFairway",2016
79,77,"James Hahn",45,76.53,287,375,"GIRPercentagefromFairway",2016
80,85,"Aaron Baddeley",51,76.36,294,385,"GIRPercentagefromFairway",2016
80,88,"Padraig Harrington",38,76.36,252,330,"GIRPercentagefromFairway",2016
82,81,"David Toms",38,76.32,274,359,"GIRPercentagefromFairway",2016
83,98,"Thomas Aiken",42,76.31,335,439,"GIRPercentagefromFairway",2016
84,89,"Brice Garnett",29,76.3,206,270,"GIRPercentagefromFairway",2016
84,76,"Fabian Gomez",49,76.3,309,405,"GIRPercentagefromFairway",2016
86,84,"Sung Kang",51,76.25,321,421,"GIRPercentagefromFairway",2016
87,49,"Camilo Villegas",50,76.18,275,361,"GIRPercentagefromFairway",2016
88,95,"Phil Mickelson",37,76.15,198,260,"GIRPercentagefromFairway",2016
89,93,"Jim Herman",55,76.11,395,519,"GIRPercentagefromFairway",2016
90,94,"Billy Horschel",45,76.06,270,355,"GIRPercentagefromFairway",2016
91,91,"Bronson Burgoon",53,75.84,317,418,"GIRPercentagefromFairway",2016
92,71,"Retief Goosen",37,75.78,219,289,"GIRPercentagefromFairway",2016
92,90,"Will Ma Kenzie",54,75.78,366,483,"GIRPercentagefromFairway",2016
94,104,"Rhein Gibson",36,75.67,199,263,"GIRPercentagefromFairway",2016
95,83,"Matt Jones",45,75.65,261,345,"GIRPercentagefromFairway",2016
96,100,"Michael Thompson",46,75.6,282,373,"GIRPercentagefromFairway",2016
97,96,"Brendon de Jonge",55,75.55,343,454,"GIRPercentagefromFairway",2016
98,101,"Cameron Tringale",47,75.44,301,399,"GIRPercentagefromFairway",2016
99,116,"Jason Kokrak",52,75.43,310,411,"GIRPercentagefromFairway",2016
99,108,"Graeme McDowell",33,75.43,221,293,"GIRPercentagefromFairway",2016
101,109,"Hunter Mahan",43,75.36,263,349,"GIRPercentagefromFairway",2016
102,111,"Pat Perez",28,75.34,168,223,"GIRPercentagefromFairway",2016
103,112,"Matt Kuchar",46,75.33,284,377,"GIRPercentagefromFairway",2016
104,113,"Jason Day",36,75.32,174,231,"GIRPercentagefromFairway",2016
105,99,"Chad Campbell",54,75.3,378,502,"GIRPercentagefromFairway",2016
105,106,"Carlos Ortiz",47,75.3,250,332,"GIRPercentagefromFairway",2016
107,114,"Brooks Koepka",39,75.27,213,283,"GIRPercentagefromFairway",2016
108,115,"Chris Kirk",51,75.19,297,395,"GIRPercentagefromFairway",2016
109,102,"Derek Fathauer",58,75.18,318,423,"GIRPercentagefromFairway",2016
110,134,"Chris Stroud",52,75.17,330,439,"GIRPercentagefromFairway",2016
111,106,"Luke List",51,75.14,275,366,"GIRPercentagefromFairway",2016
112,129,"Danny Lee",53,75.05,355,473,"GIRPercentagefromFairway",2016
113,127,"Derek Ernst",36,75,222,296,"GIRPercentagefromFairway",2016
113,105,"Webb Simpson",34,75,225,300,"GIRPercentagefromFairway",2016
115,117,"Andres Gonzales",46,74.93,251,335,"GIRPercentagefromFairway",2016
115,87,"Tim Wilkinson",40,74.93,269,359,"GIRPercentagefromFairway",2016
117,96,"Rob Oppenheim",37,74.91,209,279,"GIRPercentagefromFairway",2016
118,122,"Miguel Angel Carballo",24,74.87,143,191,"GIRPercentagefromFairway",2016
119,124,"Zach Johnson",42,74.86,262,350,"GIRPercentagefromFairway",2016
120,126,"Si Woo Kim",63,74.74,426,570,"GIRPercentagefromFairway",2016
120,103,"John Senden",48,74.74,284,380,"GIRPercentagefromFairway",2016
122,118,"Matt Every",34,74.72,198,265,"GIRPercentagefromFairway",2016
123,78,"Justin Hicks",26,74.7,189,253,"GIRPercentagefromFairway",2016
124,120,"Boo Weekley",53,74.64,362,485,"GIRPercentagefromFairway",2016
125,110,"Spencer Levin",62,74.61,426,571,"GIRPercentagefromFairway",2016
126,139,"David Lingmerth",54,74.58,352,472,"GIRPercentagefromFairway",2016
127,122,"Mark Wilson",42,74.55,290,389,"GIRPercentagefromFairway",2016
128,128,"Vaughn Taylor",30,74.53,199,267,"GIRPercentagefromFairway",2016
129,118,"Martin Piller",37,74.52,234,314,"GIRPercentagefromFairway",2016
130,121,"Steven Bowditch",40,74.44,198,266,"GIRPercentagefromFairway",2016
131,130,"Mark Hubbard",73,74.34,507,682,"GIRPercentagefromFairway",2016
132,135,"Marc Leishman",41,74.28,257,346,"GIRPercentagefromFairway",2016
133,136,"Luke Guthrie",31,74.27,179,241,"GIRPercentagefromFairway",2016
134,125,"Tom Hoge",47,74.21,282,380,"GIRPercentagefromFairway",2016
135,137,"Brandt Snedeker",47,74.18,270,364,"GIRPercentagefromFairway",2016
136,138,"Charley Hoffman",49,74.14,258,348,"GIRPercentagefromFairway",2016
137,131,"Daniel Summerhays",55,74.13,341,460,"GIRPercentagefromFairway",2016
138,140,"Scott Piercy",45,73.96,267,361,"GIRPercentagefromFairway",2016
139,166,"Angel Cabrera",42,73.89,249,337,"GIRPercentagefromFairway",2016
140,133,"Patrick Reed",53,73.86,291,394,"GIRPercentagefromFairway",2016
141,142,"Jordan Spieth",34,73.78,197,267,"GIRPercentagefromFairway",2016
142,144,"Charlie Beljan",26,73.66,137,186,"GIRPercentagefromFairway",2016
143,146,"Ryan Moore",40,73.62,240,326,"GIRPercentagefromFairway",2016
144,157,"Jamie Donaldson",28,73.56,128,174,"GIRPercentagefromFairway",2016
145,131,"Shawn Stefani",45,73.53,250,340,"GIRPercentagefromFairway",2016
146,148,"John Huh",51,73.39,353,481,"GIRPercentagefromFairway",2016
147,149,"Troy Merritt",41,73.37,270,368,"GIRPercentagefromFairway",2016
148,147,"Justin Thomas",53,73.33,286,390,"GIRPercentagefromFairway",2016
149,151,"Anirban Lahiri",44,73.15,237,324,"GIRPercentagefromFairway",2016
150,155,"Freddie Jacobson",54,73.06,320,438,"GIRPercentagefromFairway",2016
151,145,"Morgan Hoffmann",43,72.97,251,344,"GIRPercentagefromFairway",2016
152,143,"Erik Compton",45,72.89,250,343,"GIRPercentagefromFairway",2016
153,159,"Blayne Barber",44,72.73,288,396,"GIRPercentagefromFairway",2016
153,152,"Ernie Els",34,72.73,184,253,"GIRPercentagefromFairway",2016
153,141,"David Hearn",55,72.73,376,517,"GIRPercentagefromFairway",2016
156,150,"Davis Love III",40,72.7,277,381,"GIRPercentagefromFairway",2016
157,168,"Scott Brown",59,72.69,370,509,"GIRPercentagefromFairway",2016
157,160,"KJ Choi",47,72.69,314,432,"GIRPercentagefromFairway",2016
159,154,"Francesco Molinari",36,72.67,218,300,"GIRPercentagefromFairway",2016
160,153,"Brian Harman",60,72.55,378,521,"GIRPercentagefromFairway",2016
161,158,"Robert Allenby",35,72.39,194,268,"GIRPercentagefromFairway",2016
162,169,"Bryce Molder",50,72.31,329,455,"GIRPercentagefromFairway",2016
163,165,"Sam Saunders",40,72.12,238,330,"GIRPercentagefromFairway",2016
164,156,"Vijay Singh",42,72.09,248,344,"GIRPercentagefromFairway",2016
165,163,"Peter Malnati",53,72.07,320,444,"GIRPercentagefromFairway",2016
166,170,"Wes Roach",33,72.03,206,286,"GIRPercentagefromFairway",2016
167,173,"Steve Stricker",25,71.96,154,214,"GIRPercentagefromFairway",2016
168,175,"Rory Sabbatini",40,71.88,248,345,"GIRPercentagefromFairway",2016
169,162,"Shane Lowry",35,71.72,208,290,"GIRPercentagefromFairway",2016
170,167,"Whee Kim",54,71.67,344,480,"GIRPercentagefromFairway",2016
171,164,"DA Points",32,71.64,197,275,"GIRPercentagefromFairway",2016
172,172,"Colt Knost",56,71.63,409,571,"GIRPercentagefromFairway",2016
173,177,"Stuart Appleby",39,71.52,231,323,"GIRPercentagefromFairway",2016
174,161,"Michael Kim",62,71.51,359,502,"GIRPercentagefromFairway",2016
175,178,"Chez Reavie",56,71.4,382,535,"GIRPercentagefromFairway",2016
176,181,"Chad Collins",45,71.24,265,372,"GIRPercentagefromFairway",2016
177,180,"Scott Langley",41,71,262,369,"GIRPercentagefromFairway",2016
178,184,"Jonas Blixt",46,70.88,258,364,"GIRPercentagefromFairway",2016
179,182,"Carl Pettersson",31,70.87,146,206,"GIRPercentagefromFairway",2016
180,174,"George McNeill",33,70.85,192,271,"GIRPercentagefromFairway",2016
181,183,"Justin Leonard",28,70.71,198,280,"GIRPercentagefromFairway",2016
182,189,"Steve Wheatcroft",53,70.63,303,429,"GIRPercentagefromFairway",2016
183,187,"Brian Stuard",24,70.56,163,231,"GIRPercentagefromFairway",2016
184,193,"Ian Poulter",37,70.55,230,326,"GIRPercentagefromFairway",2016
185,185,"Andrew Landry",24,70.48,160,227,"GIRPercentagefromFairway",2016
186,186,"Jerry Kelly",44,70.43,312,443,"GIRPercentagefromFairway",2016
187,179,"Ben Crane",48,70.4,302,429,"GIRPercentagefromFairway",2016
188,188,"Cameron Smith",45,70.18,266,379,"GIRPercentagefromFairway",2016
189,175,"Geoff Ogilvy",37,70.16,214,305,"GIRPercentagefromFairway",2016
190,190,"Darron Stiles",28,69.82,199,285,"GIRPercentagefromFairway",2016
191,192,"Jon Curran",55,69.72,350,502,"GIRPercentagefromFairway",2016
192,195,"Billy Hurley III",22,69.19,146,211,"GIRPercentagefromFairway",2016
193,191,"Brendon Todd",43,69.04,252,365,"GIRPercentagefromFairway",2016
194,196,"Zac Blair",56,68.61,376,548,"GIRPercentagefromFairway",2016
195,194,"DH Lee",35,68.33,192,281,"GIRPercentagefromFairway",2016
196,197,"Lucas Lee",22,67.16,137,204,"GIRPercentagefromFairway",2016
197,198,"Dicky Pride",33,67,203,303,"GIRPercentagefromFairway",2016
198,199,"Andres Romero",22,65.54,116,177,"GIRPercentagefromFairway",2016
199,200,"Hiroshi Iwata",51,65.04,266,409,"GIRPercentagefromFairway",2016
200,201,"Abraham Ancer",26,64.71,154,238,"GIRPercentagefromFairway",2016
201,202,"Ken Duke",26,64.26,160,249,"GIRPercentagefromFairway",2016
202,203,"Brian Gay",22,64.06,123,192,"GIRPercentagefromFairway",2016
