"BirdieorBetterConversionPercentage_RANKTHISWEEK_2014","BirdieorBetterConversionPercentage_RANKLASTWEEK_2014","BirdieorBetterConversionPercentage_PLAYERNAME_2014","BirdieorBetterConversionPercentage_ROUNDS_2014","BirdieorBetterConversionPercentage_Pct_2014","BirdieorBetterConversionPercentage_BIRDIES_2014","BirdieorBetterConversionPercentage_GREENSHIT_2014","stat_name","year"
115,115,"Jonathan Byrd",76,27.92,234,838,"BirdieorBetterConversionPercentage",2014
116,116,"Retief Goosen",94,27.86,287,1030,"BirdieorBetterConversionPercentage",2014
117,117,"Stewart Cink",91,27.79,301,1083,"BirdieorBetterConversionPercentage",2014
117,117,"Brice Garnett",92,27.79,286,1029,"BirdieorBetterConversionPercentage",2014
119,119,"Tim Wilkinson",86,27.75,252,908,"BirdieorBetterConversionPercentage",2014
120,120,"Mike Weir",69,27.72,186,671,"BirdieorBetterConversionPercentage",2014
121,121,"Troy Matteson",62,27.67,179,647,"BirdieorBetterConversionPercentage",2014
122,122,"David Hearn",97,27.66,320,1157,"BirdieorBetterConversionPercentage",2014
123,123,"Jhonattan Vegas",77,27.65,258,933,"BirdieorBetterConversionPercentage",2014
124,124,"Chad Collins",78,27.64,220,796,"BirdieorBetterConversionPercentage",2014
125,125,"John Senden",99,27.63,333,1205,"BirdieorBetterConversionPercentage",2014
126,126,"Ben Curtis",77,27.62,227,822,"BirdieorBetterConversionPercentage",2014
127,127,"Martin Flores",85,27.59,280,1015,"BirdieorBetterConversionPercentage",2014
127,127,"Brian Gay",81,27.59,232,841,"BirdieorBetterConversionPercentage",2014
129,129,"Bo Van Pelt",83,27.57,282,1023,"BirdieorBetterConversionPercentage",2014
130,130,"Ben Crane",81,27.52,254,923,"BirdieorBetterConversionPercentage",2014
131,131,"Shawn Stefani",60,27.49,196,713,"BirdieorBetterConversionPercentage",2014
132,132,"Michael Putnam",106,27.48,338,1230,"BirdieorBetterConversionPercentage",2014
133,133,"Brendon de Jonge",109,27.4,346,1263,"BirdieorBetterConversionPercentage",2014
134,134,"Sean OHair",77,27.28,239,876,"BirdieorBetterConversionPercentage",2014
135,135,"Andrew Svoboda",77,27.18,256,942,"BirdieorBetterConversionPercentage",2014
136,136,"YE Yang",79,27.17,235,865,"BirdieorBetterConversionPercentage",2014
137,137,"Russell Knox",92,27.11,305,1125,"BirdieorBetterConversionPercentage",2014
138,138,"Charlie Wi",72,27.09,207,764,"BirdieorBetterConversionPercentage",2014
139,139,"Jim Renner",61,27.07,180,665,"BirdieorBetterConversionPercentage",2014
140,140,"Cameron Tringale",111,27.03,359,1328,"BirdieorBetterConversionPercentage",2014
141,141,"Scott Stallings",77,27,233,863,"BirdieorBetterConversionPercentage",2014
142,142,"Lucas Glover",68,26.76,213,796,"BirdieorBetterConversionPercentage",2014
143,143,"Bud Cauley",56,26.7,181,678,"BirdieorBetterConversionPercentage",2014
144,144,"James Hahn",82,26.69,245,918,"BirdieorBetterConversionPercentage",2014
144,144,"Spencer Levin",59,26.69,182,682,"BirdieorBetterConversionPercentage",2014
146,146,"Ken Duke",80,26.65,251,942,"BirdieorBetterConversionPercentage",2014
146,146,"Jim Furyk",84,26.65,263,987,"BirdieorBetterConversionPercentage",2014
148,148,"John Huh",87,26.61,256,962,"BirdieorBetterConversionPercentage",2014
149,149,"John Merrick",87,26.6,270,1015,"BirdieorBetterConversionPercentage",2014
150,150,"Bronson La Cassie",51,26.59,138,519,"BirdieorBetterConversionPercentage",2014
151,151,"Josh Teater",90,26.5,273,1030,"BirdieorBetterConversionPercentage",2014
152,152,"Roberto Castro",76,26.47,212,801,"BirdieorBetterConversionPercentage",2014
153,153,"Briny Baird",50,26.44,151,571,"BirdieorBetterConversionPercentage",2014
154,154,"Vijay Singh",83,26.41,258,977,"BirdieorBetterConversionPercentage",2014
154,154,"Kyle Stanley",87,26.41,263,996,"BirdieorBetterConversionPercentage",2014
156,156,"Justin Hicks",103,26.36,335,1271,"BirdieorBetterConversionPercentage",2014
157,157,"DA Points",75,26.21,216,824,"BirdieorBetterConversionPercentage",2014
158,158,"Hudson Swafford",75,26.17,230,879,"BirdieorBetterConversionPercentage",2014
159,159,"Will Wilcox",51,26.15,154,589,"BirdieorBetterConversionPercentage",2014
160,160,"Heath Slocum",71,26.08,218,836,"BirdieorBetterConversionPercentage",2014
161,161,"Billy Hurley III",86,26.06,265,1017,"BirdieorBetterConversionPercentage",2014
162,162,"Derek Ernst",80,26.01,225,865,"BirdieorBetterConversionPercentage",2014
163,163,"Robert Allenby",83,25.89,255,985,"BirdieorBetterConversionPercentage",2014
164,164,"Jim Herman",62,25.76,178,691,"BirdieorBetterConversionPercentage",2014
165,165,"Nicholas Thompson",85,25.54,248,971,"BirdieorBetterConversionPercentage",2014
166,166,"Kevin Tway",64,25.36,176,694,"BirdieorBetterConversionPercentage",2014
167,167,"John Peterson",62,25.28,179,708,"BirdieorBetterConversionPercentage",2014
168,168,"Trevor Immelman",84,24.89,233,936,"BirdieorBetterConversionPercentage",2014
169,169,"Jeff Maggert",54,24.88,159,639,"BirdieorBetterConversionPercentage",2014
170,170,"Ted Potter Jr",68,24.75,197,796,"BirdieorBetterConversionPercentage",2014
171,171,"Johnson Wagner",69,24.23,181,747,"BirdieorBetterConversionPercentage",2014
172,172,"John Rollins",84,24.22,226,933,"BirdieorBetterConversionPercentage",2014
173,173,"DH Lee",54,23.98,129,538,"BirdieorBetterConversionPercentage",2014
174,174,"Chad Campbell",57,23.91,165,690,"BirdieorBetterConversionPercentage",2014
175,175,"Boo Weekley",73,23.61,208,881,"BirdieorBetterConversionPercentage",2014
176,176,"JJ Henry",91,23.44,255,1088,"BirdieorBetterConversionPercentage",2014
177,177,"Mark Wilson",69,23.27,172,739,"BirdieorBetterConversionPercentage",2014
