"DistancefromEdgeofFairway_RANKTHISWEEK_2010","DistancefromEdgeofFairway_RANKLASTWEEK_2010","DistancefromEdgeofFairway_PLAYERNAME_2010","DistancefromEdgeofFairway_EVENTS_2010","DistancefromEdgeofFairway_AVG_2010","DistancefromEdgeofFairway_TOTALDISTANCEFEET_2010","DistancefromEdgeofFairway_TOTALSTROKES_2010","stat_name","year"
57,57,"Ben Crane",24,NA,6403.833,267,"DistancefromEdgeofFairway",2010
57,57,"Shaun Micheel",21,NA,6303.833,263,"DistancefromEdgeofFairway",2010
59,59,"Jarrod Lyle",18,NA,5356.667,222,"DistancefromEdgeofFairway",2010
59,59,"John Rollins",26,NA,8467.333,350,"DistancefromEdgeofFairway",2010
59,59,"Kevin Stadler",28,NA,8275.583,343,"DistancefromEdgeofFairway",2010
59,59,"Chris Tidland",24,NA,8118.167,336,"DistancefromEdgeofFairway",2010
63,63,"Brandt Snedeker",26,NA,8595.167,354,"DistancefromEdgeofFairway",2010
64,64,"John Mallinger",29,NA,6312,259,"DistancefromEdgeofFairway",2010
64,64,"Tim Petrovic",32,NA,10106.5,416,"DistancefromEdgeofFairway",2010
66,66,"Woody Austin",29,NA,9164.917,375,"DistancefromEdgeofFairway",2010
66,66,"James Nitties",30,NA,8902.167,364,"DistancefromEdgeofFairway",2010
68,68,"JP Hayes",25,NA,8004.75,327,"DistancefromEdgeofFairway",2010
68,68,"Sean OHair",25,NA,7817.667,319,"DistancefromEdgeofFairway",2010
68,68,"Pat Perez",27,NA,8978.5,366,"DistancefromEdgeofFairway",2010
71,71,"Mathew Goggin",28,NA,8443.917,344,"DistancefromEdgeofFairway",2010
71,71,"Matt Kuchar",26,NA,7913,322,"DistancefromEdgeofFairway",2010
71,71,"Kevin Sutherland",25,NA,8542.5,347,"DistancefromEdgeofFairway",2010
74,74,"Kevin Na",26,NA,8582.417,348,"DistancefromEdgeofFairway",2010
75,75,"Carl Pettersson",29,NA,10191.917,412,"DistancefromEdgeofFairway",2010
76,76,"Richard Johnson",27,NA,7143.75,288,"DistancefromEdgeofFairway",2010
76,76,"Josh Teater",31,NA,10993.583,442,"DistancefromEdgeofFairway",2010
78,78,"Matt Every",18,NA,6486.833,260,"DistancefromEdgeofFairway",2010
78,78,"Charlie Wi",27,NA,10477.417,420,"DistancefromEdgeofFairway",2010
80,80,"Bill Lunde",28,NA,8169.167,327,"DistancefromEdgeofFairway",2010
81,81,"Kris Blanks",30,NA,8059.75,320,"DistancefromEdgeofFairway",2010
82,82,"Cameron Percy",25,NA,7898.333,313,"DistancefromEdgeofFairway",2010
83,83,"Mathias Gronberg",22,NA,6112.583,241,"DistancefromEdgeofFairway",2010
84,84,"Andrew McLardy",21,NA,5649.417,222,"DistancefromEdgeofFairway",2010
85,85,"John Senden",30,NA,10060.417,395,"DistancefromEdgeofFairway",2010
85,85,"Camilo Villegas",20,NA,7533.583,295,"DistancefromEdgeofFairway",2010
87,87,"Greg Chalmers",27,NA,11978.25,468,"DistancefromEdgeofFairway",2010
87,87,"Ernie Els",20,NA,7942.917,310,"DistancefromEdgeofFairway",2010
87,87,"Bob Estes",26,NA,9446.917,369,"DistancefromEdgeofFairway",2010
90,90,"Blake Adams",26,NA,8591.25,335,"DistancefromEdgeofFairway",2010
90,90,"Mark Calcavecchia",16,NA,4486.25,175,"DistancefromEdgeofFairway",2010
90,90,"Rory Sabbatini",26,NA,8753.417,341,"DistancefromEdgeofFairway",2010
90,90,"Webb Simpson",31,NA,12338.917,481,"DistancefromEdgeofFairway",2010
94,94,"Bill Haas",25,NA,9114.583,354,"DistancefromEdgeofFairway",2010
94,94,"Jerod Turner",21,NA,5281.833,205,"DistancefromEdgeofFairway",2010
96,96,"Cameron Beckman",25,NA,7411.75,287,"DistancefromEdgeofFairway",2010
96,96,"Brendon de Jonge",32,NA,10739.667,416,"DistancefromEdgeofFairway",2010
96,96,"Greg Kraft",22,NA,5212.583,202,"DistancefromEdgeofFairway",2010
96,96,"Paul Stankowski",18,NA,6123,237,"DistancefromEdgeofFairway",2010
100,100,"Michael Connell",25,NA,9925.75,383,"DistancefromEdgeofFairway",2010
101,101,"Luke Donald",20,NA,7276.667,277,"DistancefromEdgeofFairway",2010
101,101,"Charley Hoffman",24,NA,9710.417,370,"DistancefromEdgeofFairway",2010
103,103,"Briny Baird",28,NA,9555.833,363,"DistancefromEdgeofFairway",2010
103,103,"Rory McIlroy",16,NA,5318.417,202,"DistancefromEdgeofFairway",2010
105,105,"Jonathan Byrd",26,NA,11079.167,418,"DistancefromEdgeofFairway",2010
105,105,"Troy Matteson",28,NA,10898.333,411,"DistancefromEdgeofFairway",2010
105,105,"Adam Scott",20,NA,7099.917,268,"DistancefromEdgeofFairway",2010
105,105,"Chris Stroud",27,NA,9177.083,346,"DistancefromEdgeofFairway",2010
105,105,"Brett Wetterich",16,NA,7555.75,285,"DistancefromEdgeofFairway",2010
110,110,"Tim Herron",24,NA,10978,413,"DistancefromEdgeofFairway",2010
110,110,"Freddie Jacobson",24,NA,10035.833,378,"DistancefromEdgeofFairway",2010
110,110,"Chris Wilson",26,NA,7443.25,280,"DistancefromEdgeofFairway",2010
113,113,"Geoff Ogilvy",19,NA,7757.25,290,"DistancefromEdgeofFairway",2010
114,114,"Alex Cejka",28,NA,7120.75,265,"DistancefromEdgeofFairway",2010
114,114,"Nathan Green",27,NA,11308.083,422,"DistancefromEdgeofFairway",2010
114,114,"Alex Prugh",28,NA,11989.25,447,"DistancefromEdgeofFairway",2010
117,117,"Bryce Molder",26,NA,9704.417,361,"DistancefromEdgeofFairway",2010
117,117,"Johnson Wagner",28,NA,9592.083,356,"DistancefromEdgeofFairway",2010
119,119,"Ryan Palmer",27,NA,11090.5,411,"DistancefromEdgeofFairway",2010
120,120,"Rickie Fowler",28,NA,10930.667,403,"DistancefromEdgeofFairway",2010
120,120,"Lucas Glover",23,NA,7702.333,284,"DistancefromEdgeofFairway",2010
120,120,"Michael Letzig",27,NA,10170.417,376,"DistancefromEdgeofFairway",2010
120,120,"DJ Trahan",27,NA,11572.167,427,"DistancefromEdgeofFairway",2010
124,124,"Stuart Appleby",31,NA,12379.5,455,"DistancefromEdgeofFairway",2010
124,124,"Jeff Gove",22,NA,5779.833,213,"DistancefromEdgeofFairway",2010
126,126,"Jason Day",24,NA,10697.75,392,"DistancefromEdgeofFairway",2010
126,126,"Brian Stuard",28,NA,9196.417,338,"DistancefromEdgeofFairway",2010
128,128,"Chad Collins",26,NA,10725.333,392,"DistancefromEdgeofFairway",2010
128,128,"Charles Howell III",28,NA,14763.583,540,"DistancefromEdgeofFairway",2010
130,130,"Ian Poulter",15,NA,4659,170,"DistancefromEdgeofFairway",2010
130,130,"Charles Warren",21,NA,6574.667,240,"DistancefromEdgeofFairway",2010
132,132,"Michael Sim",20,NA,7280,265,"DistancefromEdgeofFairway",2010
132,132,"Cameron Tringale",22,NA,6620.833,241,"DistancefromEdgeofFairway",2010
134,134,"Roger Tambellini",26,NA,8339.5,302,"DistancefromEdgeofFairway",2010
135,135,"Martin Laird",26,NA,11549.583,417,"DistancefromEdgeofFairway",2010
135,135,"Nicholas Thompson",29,NA,10271,371,"DistancefromEdgeofFairway",2010
137,137,"Ricky Barnes",28,NA,12531,452,"DistancefromEdgeofFairway",2010
137,137,"Chris Couch",23,NA,7383.5,266,"DistancefromEdgeofFairway",2010
137,137,"Troy Merritt",29,NA,11321.167,408,"DistancefromEdgeofFairway",2010
140,140,"Greg Owen",27,NA,8777.167,315,"DistancefromEdgeofFairway",2010
140,140,"Jeev Milkha Singh",19,NA,7494.333,269,"DistancefromEdgeofFairway",2010
142,142,"Michael Bradley",24,NA,9897.833,355,"DistancefromEdgeofFairway",2010
142,142,"Davis Love III",24,NA,8617.75,309,"DistancefromEdgeofFairway",2010
142,142,"Steve Marino",24,NA,8986.667,322,"DistancefromEdgeofFairway",2010
142,142,"Ted Purdy",30,NA,10596.167,379,"DistancefromEdgeofFairway",2010
146,146,"Garth Mulroy",19,NA,6020.5,215,"DistancefromEdgeofFairway",2010
146,146,"Justin Rose",22,NA,9136.833,326,"DistancefromEdgeofFairway",2010
148,148,"Stewart Cink",23,NA,8997,319,"DistancefromEdgeofFairway",2010
149,149,"James Driscoll",26,NA,11580.75,410,"DistancefromEdgeofFairway",2010
149,149,"Steve Lowery",25,NA,7918.417,280,"DistancefromEdgeofFairway",2010
151,151,"Justin Bolli",23,NA,5413.75,191,"DistancefromEdgeofFairway",2010
151,151,"Kevin Johnson",26,NA,6410.083,226,"DistancefromEdgeofFairway",2010
153,153,"Matt Bettencourt",32,NA,11534.417,403,"DistancefromEdgeofFairway",2010
153,153,"Trevor Immelman",19,NA,5940.083,208,"DistancefromEdgeofFairway",2010
153,153,"Lee Janzen",26,NA,10760.833,376,"DistancefromEdgeofFairway",2010
156,156,"Brad Faxon",23,NA,7668,266,"DistancefromEdgeofFairway",2010
156,156,"Retief Goosen",19,NA,7013.5,243,"DistancefromEdgeofFairway",2010
156,156,"Roland Thatcher",26,NA,10225.833,355,"DistancefromEdgeofFairway",2010
156,156,"Steve Wheatcroft",27,NA,7546.083,262,"DistancefromEdgeofFairway",2010
160,160,"Ryuji Imada",28,NA,12072.917,417,"DistancefromEdgeofFairway",2010
161,161,"Paul Casey",17,NA,6613.167,228,"DistancefromEdgeofFairway",2010
161,161,"Joe Ogilvie",32,NA,13624.833,470,"DistancefromEdgeofFairway",2010
163,163,"Graham DeLaet",28,NA,10362.333,354,"DistancefromEdgeofFairway",2010
164,164,"Henrik Bjornstad",26,NA,8159.917,276,"DistancefromEdgeofFairway",2010
164,164,"Jeff Overton",26,NA,12534.917,424,"DistancefromEdgeofFairway",2010
164,164,"Vijay Singh",24,NA,8685.583,294,"DistancefromEdgeofFairway",2010
167,167,"Robert Garrigus",22,NA,10296.25,347,"DistancefromEdgeofFairway",2010
167,167,"Marc Leishman",26,NA,12084.25,407,"DistancefromEdgeofFairway",2010
169,169,"John Daly",20,NA,8536.75,286,"DistancefromEdgeofFairway",2010
169,169,"George McNeill",28,NA,12799.417,429,"DistancefromEdgeofFairway",2010
171,171,"Bubba Watson",22,NA,11339.417,378,"DistancefromEdgeofFairway",2010
172,172,"Padraig Harrington",18,NA,7716,256,"DistancefromEdgeofFairway",2010
173,173,"Sergio Garcia",15,NA,5752.667,189,"DistancefromEdgeofFairway",2010
173,173,"Vance Veazey",23,NA,8087.833,266,"DistancefromEdgeofFairway",2010
175,175,"David Lutterus",25,NA,9833.417,322,"DistancefromEdgeofFairway",2010
175,175,"Andres Romero",21,NA,12514,410,"DistancefromEdgeofFairway",2010
177,177,"Brett Quigley",29,NA,14253.333,462,"DistancefromEdgeofFairway",2010
178,178,"Daniel Chopra",28,NA,12944.167,417,"DistancefromEdgeofFairway",2010
179,179,"Martin Flores",26,NA,13188.083,424,"DistancefromEdgeofFairway",2010
179,179,"Mike Weir",19,NA,8046.667,259,"DistancefromEdgeofFairway",2010
181,181,"Derek Lamely",28,NA,11817.5,376,"DistancefromEdgeofFairway",2010
182,182,"Aaron Baddeley",26,NA,15226.667,482,"DistancefromEdgeofFairway",2010
182,182,"Dustin Johnson",23,NA,11865.75,376,"DistancefromEdgeofFairway",2010
184,184,"Matt Jones",27,NA,14486.417,456,"DistancefromEdgeofFairway",2010
185,185,"David Duval",24,NA,10385.417,323,"DistancefromEdgeofFairway",2010
186,186,"Angel Cabrera",19,NA,10335.833,320,"DistancefromEdgeofFairway",2010
187,187,"Scott Piercy",28,NA,15420.833,470,"DistancefromEdgeofFairway",2010
188,188,"Brenden Pappas",24,NA,10620,322,"DistancefromEdgeofFairway",2010
189,189,"Phil Mickelson",20,NA,12195.167,356,"DistancefromEdgeofFairway",2010
190,190,"JB Holmes",26,NA,18204.917,529,"DistancefromEdgeofFairway",2010
191,191,"Rich Barcelo",25,NA,12383.333,347,"DistancefromEdgeofFairway",2010
191,191,"Jimmy Walker",27,NA,15978.417,448,"DistancefromEdgeofFairway",2010
