"BirdieorBetterPercentageFairway_RANKTHISWEEK_2016","BirdieorBetterPercentageFairway_RANKLASTWEEK_2016","BirdieorBetterPercentageFairway_PLAYERNAME_2016","BirdieorBetterPercentageFairway_ROUNDS_2016","BirdieorBetterPercentageFairway_Pct_2016","BirdieorBetterPercentageFairway_TOTALBIRDIES_2016","BirdieorBetterPercentageFairway_TOTALHOLES_2016","stat_name","year"
50,56,"Blayne Barber",44,22.41,119,531,"BirdieorBetterPercentageFairway",2016
50,43,"Ben Martin",48,22.41,117,522,"BirdieorBetterPercentageFairway",2016
52,39,"Adam Hadwin",53,22.4,138,616,"BirdieorBetterPercentageFairway",2016
53,57,"Marc Leishman",41,22.32,73,327,"BirdieorBetterPercentageFairway",2016
53,52,"Nick Taylor",57,22.32,123,551,"BirdieorBetterPercentageFairway",2016
55,59,"Freddie Jacobson",54,22.27,108,485,"BirdieorBetterPercentageFairway",2016
56,39,"Graham DeLaet",50,22.26,120,539,"BirdieorBetterPercentageFairway",2016
57,60,"Stewart Cink",45,22.22,92,414,"BirdieorBetterPercentageFairway",2016
57,60,"Ryan Palmer",46,22.22,118,531,"BirdieorBetterPercentageFairway",2016
57,67,"Daniel Summerhays",55,22.22,118,531,"BirdieorBetterPercentageFairway",2016
60,72,"Retief Goosen",37,22.19,89,401,"BirdieorBetterPercentageFairway",2016
61,58,"Kevin Streelman",46,22.14,91,411,"BirdieorBetterPercentageFairway",2016
62,83,"Chesson Hadley",51,22.11,107,484,"BirdieorBetterPercentageFairway",2016
63,44,"Kelly Kraft",35,22.09,55,249,"BirdieorBetterPercentageFairway",2016
64,54,"Ernie Els",34,22.05,71,322,"BirdieorBetterPercentageFairway",2016
65,60,"Bill Haas",42,22.04,82,372,"BirdieorBetterPercentageFairway",2016
66,36,"Johnson Wagner",44,22.02,96,436,"BirdieorBetterPercentageFairway",2016
67,55,"John Senden",48,22,108,491,"BirdieorBetterPercentageFairway",2016
68,69,"Steve Stricker",25,21.98,60,273,"BirdieorBetterPercentageFairway",2016
69,49,"Martin Laird",46,21.88,105,480,"BirdieorBetterPercentageFairway",2016
70,65,"Brian Stuard",24,21.81,53,243,"BirdieorBetterPercentageFairway",2016
71,73,"Matt Kuchar",46,21.73,88,405,"BirdieorBetterPercentageFairway",2016
72,83,"Sean OHair",45,21.67,114,526,"BirdieorBetterPercentageFairway",2016
73,74,"Russell Henley",42,21.62,107,495,"BirdieorBetterPercentageFairway",2016
74,75,"John Huh",51,21.59,133,616,"BirdieorBetterPercentageFairway",2016
75,77,"Vaughn Taylor",30,21.56,72,334,"BirdieorBetterPercentageFairway",2016
76,68,"Shane Lowry",35,21.51,57,265,"BirdieorBetterPercentageFairway",2016
77,85,"Steven Bowditch",40,21.47,67,312,"BirdieorBetterPercentageFairway",2016
78,86,"Aaron Baddeley",51,21.43,93,434,"BirdieorBetterPercentageFairway",2016
79,79,"Jason Bohn",37,21.41,85,397,"BirdieorBetterPercentageFairway",2016
79,101,"Roberto Castro",55,21.41,134,626,"BirdieorBetterPercentageFairway",2016
81,86,"Alex Cejka",47,21.27,87,409,"BirdieorBetterPercentageFairway",2016
81,97,"Lucas Glover",53,21.27,134,630,"BirdieorBetterPercentageFairway",2016
83,78,"Spencer Levin",62,21.26,138,649,"BirdieorBetterPercentageFairway",2016
84,93,"Hudson Swafford",52,21.23,107,504,"BirdieorBetterPercentageFairway",2016
85,94,"Pat Perez",28,21.21,42,198,"BirdieorBetterPercentageFairway",2016
86,90,"Derek Fathauer",58,21.2,106,500,"BirdieorBetterPercentageFairway",2016
87,100,"Boo Weekley",53,21.15,118,558,"BirdieorBetterPercentageFairway",2016
88,107,"Kevin Chappell",49,21.1,107,507,"BirdieorBetterPercentageFairway",2016
88,75,"Tom Hoge",47,21.1,92,436,"BirdieorBetterPercentageFairway",2016
90,95,"Jeff Overton",51,21.09,112,531,"BirdieorBetterPercentageFairway",2016
91,98,"Seung Yul Noh",54,21.08,109,517,"BirdieorBetterPercentageFairway",2016
92,99,"Jon Curran",55,21.06,119,565,"BirdieorBetterPercentageFairway",2016
93,69,"Justin Thomas",53,21.05,92,437,"BirdieorBetterPercentageFairway",2016
94,96,"Si Woo Kim",63,21.02,144,685,"BirdieorBetterPercentageFairway",2016
95,110,"Jamie Donaldson",28,21.01,50,238,"BirdieorBetterPercentageFairway",2016
96,102,"Patrick Rodgers",49,20.99,98,467,"BirdieorBetterPercentageFairway",2016
97,104,"Michael Kim",62,20.95,137,654,"BirdieorBetterPercentageFairway",2016
98,91,"Will Wilcox",47,20.93,104,497,"BirdieorBetterPercentageFairway",2016
99,114,"Brian Harman",60,20.86,126,604,"BirdieorBetterPercentageFairway",2016
99,109,"Brooks Koepka",39,20.86,68,326,"BirdieorBetterPercentageFairway",2016
101,79,"Brendan Steele",48,20.85,103,494,"BirdieorBetterPercentageFairway",2016
102,111,"Steve Marino",40,20.83,70,336,"BirdieorBetterPercentageFairway",2016
103,126,"Jason Gore",51,20.82,101,485,"BirdieorBetterPercentageFairway",2016
104,79,"Ryan Moore",40,20.81,77,370,"BirdieorBetterPercentageFairway",2016
104,107,"Kyle Reifers",63,20.81,134,644,"BirdieorBetterPercentageFairway",2016
106,105,"Paul Casey",39,20.79,63,303,"BirdieorBetterPercentageFairway",2016
107,125,"James Hahn",45,20.72,98,473,"BirdieorBetterPercentageFairway",2016
108,89,"Cameron Tringale",47,20.71,105,507,"BirdieorBetterPercentageFairway",2016
109,66,"Rob Oppenheim",37,20.7,71,343,"BirdieorBetterPercentageFairway",2016
110,91,"David Hearn",55,20.65,120,581,"BirdieorBetterPercentageFairway",2016
111,82,"Luke Donald",49,20.64,84,407,"BirdieorBetterPercentageFairway",2016
111,88,"Harris English",51,20.64,84,407,"BirdieorBetterPercentageFairway",2016
113,147,"DH Lee",35,20.62,60,291,"BirdieorBetterPercentageFairway",2016
114,113,"Sergio Garcia",28,20.61,34,165,"BirdieorBetterPercentageFairway",2016
115,117,"Chez Reavie",56,20.5,131,639,"BirdieorBetterPercentageFairway",2016
116,106,"Morgan Hoffmann",43,20.45,91,445,"BirdieorBetterPercentageFairway",2016
116,116,"Jason Kokrak",52,20.45,101,494,"BirdieorBetterPercentageFairway",2016
118,118,"Robert Streb",51,20.44,83,406,"BirdieorBetterPercentageFairway",2016
119,122,"Chris Kirk",51,20.4,103,505,"BirdieorBetterPercentageFairway",2016
119,119,"Tyrone Van Aswegen",67,20.4,132,647,"BirdieorBetterPercentageFairway",2016
121,123,"Keegan Bradley",40,20.39,74,363,"BirdieorBetterPercentageFairway",2016
121,112,"Chad Campbell",54,20.39,124,608,"BirdieorBetterPercentageFairway",2016
123,124,"Andy Sullivan",25,20.37,44,216,"BirdieorBetterPercentageFairway",2016
124,142,"Greg Owen",56,20.33,110,541,"BirdieorBetterPercentageFairway",2016
125,121,"Padraig Harrington",38,20.29,84,414,"BirdieorBetterPercentageFairway",2016
126,126,"Abraham Ancer",26,20.28,43,212,"BirdieorBetterPercentageFairway",2016
126,120,"Ben Crane",48,20.28,102,503,"BirdieorBetterPercentageFairway",2016
128,162,"Angel Cabrera",42,20.25,82,405,"BirdieorBetterPercentageFairway",2016
129,134,"Will Ma Kenzie",54,20.11,107,532,"BirdieorBetterPercentageFairway",2016
130,128,"Mark Hubbard",73,20.08,159,792,"BirdieorBetterPercentageFairway",2016
131,144,"Anirban Lahiri",44,20.06,62,309,"BirdieorBetterPercentageFairway",2016
132,140,"Shane Bertsch",30,20,51,255,"BirdieorBetterPercentageFairway",2016
132,102,"Justin Hicks",26,20,67,335,"BirdieorBetterPercentageFairway",2016
132,140,"Graeme McDowell",33,20,65,325,"BirdieorBetterPercentageFairway",2016
135,138,"Scott Brown",59,19.96,106,531,"BirdieorBetterPercentageFairway",2016
135,130,"Sung Kang",51,19.96,104,521,"BirdieorBetterPercentageFairway",2016
137,149,"Luke List",51,19.91,86,432,"BirdieorBetterPercentageFairway",2016
138,130,"Brett Stegmaier",57,19.9,124,623,"BirdieorBetterPercentageFairway",2016
139,143,"Matthew Fitzpatrick",23,19.88,34,171,"BirdieorBetterPercentageFairway",2016
140,135,"Hunter Mahan",43,19.85,78,393,"BirdieorBetterPercentageFairway",2016
141,137,"Henrik Norlander",41,19.82,67,338,"BirdieorBetterPercentageFairway",2016
142,146,"Russell Knox",48,19.8,81,409,"BirdieorBetterPercentageFairway",2016
143,147,"Scott Pinckney",53,19.72,98,497,"BirdieorBetterPercentageFairway",2016
144,159,"Gary Woodland",45,19.71,82,416,"BirdieorBetterPercentageFairway",2016
145,152,"Carl Pettersson",31,19.65,67,341,"BirdieorBetterPercentageFairway",2016
146,162,"Scott Stallings",46,19.61,91,464,"BirdieorBetterPercentageFairway",2016
147,114,"Martin Piller",37,19.59,67,342,"BirdieorBetterPercentageFairway",2016
148,136,"Tyler Aldridge",53,19.57,99,506,"BirdieorBetterPercentageFairway",2016
149,129,"Camilo Villegas",50,19.56,97,496,"BirdieorBetterPercentageFairway",2016
150,132,"Matt Jones",45,19.54,68,348,"BirdieorBetterPercentageFairway",2016
151,155,"Luke Guthrie",31,19.53,50,256,"BirdieorBetterPercentageFairway",2016
152,138,"Peter Malnati",53,19.51,104,533,"BirdieorBetterPercentageFairway",2016
153,169,"Scott Langley",41,19.5,78,400,"BirdieorBetterPercentageFairway",2016
153,153,"David Toms",38,19.5,86,441,"BirdieorBetterPercentageFairway",2016
155,133,"Carlos Ortiz",47,19.45,78,401,"BirdieorBetterPercentageFairway",2016
156,165,"Chad Collins",45,19.44,90,463,"BirdieorBetterPercentageFairway",2016
157,158,"Vijay Singh",42,19.36,91,470,"BirdieorBetterPercentageFairway",2016
158,150,"Bronson Burgoon",53,19.33,92,476,"BirdieorBetterPercentageFairway",2016
159,151,"Davis Love III",40,19.32,85,440,"BirdieorBetterPercentageFairway",2016
160,161,"KJ Choi",47,19.3,105,544,"BirdieorBetterPercentageFairway",2016
161,154,"Erik Compton",45,19.27,79,410,"BirdieorBetterPercentageFairway",2016
161,156,"Jim Herman",55,19.27,100,519,"BirdieorBetterPercentageFairway",2016
163,160,"Stuart Appleby",39,19.26,89,462,"BirdieorBetterPercentageFairway",2016
164,176,"Sam Saunders",40,19.09,63,330,"BirdieorBetterPercentageFairway",2016
165,166,"Rhein Gibson",36,19,57,300,"BirdieorBetterPercentageFairway",2016
166,168,"JJ Henry",44,18.9,100,529,"BirdieorBetterPercentageFairway",2016
167,164,"Zac Blair",56,18.89,109,577,"BirdieorBetterPercentageFairway",2016
168,174,"Derek Ernst",36,18.88,54,286,"BirdieorBetterPercentageFairway",2016
169,172,"Brendon de Jonge",55,18.86,93,493,"BirdieorBetterPercentageFairway",2016
170,166,"Chris Stroud",52,18.79,99,527,"BirdieorBetterPercentageFairway",2016
171,145,"Francesco Molinari",36,18.75,81,432,"BirdieorBetterPercentageFairway",2016
171,171,"Bernd Wiesberger",23,18.75,30,160,"BirdieorBetterPercentageFairway",2016
173,157,"Cameron Smith",45,18.73,62,331,"BirdieorBetterPercentageFairway",2016
174,181,"Thomas Aiken",42,18.42,70,380,"BirdieorBetterPercentageFairway",2016
175,186,"Tony Finau",49,18.34,75,409,"BirdieorBetterPercentageFairway",2016
176,174,"Whee Kim",54,18.25,96,526,"BirdieorBetterPercentageFairway",2016
177,170,"Andres Gonzales",46,18.2,75,412,"BirdieorBetterPercentageFairway",2016
178,179,"Colt Knost",56,18.17,109,600,"BirdieorBetterPercentageFairway",2016
179,177,"Miguel Angel Carballo",24,18.13,29,160,"BirdieorBetterPercentageFairway",2016
179,180,"George McNeill",33,18.13,66,364,"BirdieorBetterPercentageFairway",2016
181,178,"Brice Garnett",29,18.1,38,210,"BirdieorBetterPercentageFairway",2016
182,185,"Steve Wheatcroft",53,18.06,95,526,"BirdieorBetterPercentageFairway",2016
183,173,"Matt Every",34,18.03,66,366,"BirdieorBetterPercentageFairway",2016
184,182,"Louis Oosthuizen",25,17.83,23,129,"BirdieorBetterPercentageFairway",2016
185,183,"Dicky Pride",33,17.65,54,306,"BirdieorBetterPercentageFairway",2016
186,184,"Hiroshi Iwata",51,17.6,72,409,"BirdieorBetterPercentageFairway",2016
187,187,"Billy Hurley III",22,17.5,42,240,"BirdieorBetterPercentageFairway",2016
188,188,"Andrew Landry",24,17.37,29,167,"BirdieorBetterPercentageFairway",2016
189,189,"Lucas Lee",22,17.29,37,214,"BirdieorBetterPercentageFairway",2016
190,193,"DA Points",32,16.99,44,259,"BirdieorBetterPercentageFairway",2016
191,190,"Wes Roach",33,16.98,45,265,"BirdieorBetterPercentageFairway",2016
192,191,"Brian Gay",22,16.94,41,242,"BirdieorBetterPercentageFairway",2016
193,194,"Brendon Todd",43,16.59,74,446,"BirdieorBetterPercentageFairway",2016
194,192,"Shawn Stefani",45,16.39,68,415,"BirdieorBetterPercentageFairway",2016
195,195,"Rory Sabbatini",40,16.26,53,326,"BirdieorBetterPercentageFairway",2016
196,196,"Justin Leonard",28,15.92,50,314,"BirdieorBetterPercentageFairway",2016
197,197,"Darron Stiles",28,15.88,37,233,"BirdieorBetterPercentageFairway",2016
198,198,"Branden Grace",31,15.81,34,215,"BirdieorBetterPercentageFairway",2016
199,199,"Jerry Kelly",44,15.79,63,399,"BirdieorBetterPercentageFairway",2016
200,201,"Ian Poulter",37,15.59,46,295,"BirdieorBetterPercentageFairway",2016
201,200,"Cameron Percy",22,15.46,30,194,"BirdieorBetterPercentageFairway",2016
202,202,"Ken Duke",26,14.89,42,282,"BirdieorBetterPercentageFairway",2016
202,203,"Geoff Ogilvy",37,14.89,56,376,"BirdieorBetterPercentageFairway",2016
204,204,"Mark Wilson",42,14.7,71,483,"BirdieorBetterPercentageFairway",2016
205,205,"Andres Romero",22,14.19,22,155,"BirdieorBetterPercentageFairway",2016
206,208,"Robert Allenby",35,13.65,43,315,"BirdieorBetterPercentageFairway",2016
207,207,"Charlie Beljan",26,13.24,27,204,"BirdieorBetterPercentageFairway",2016
