"AverageDistanceofPuttsmade_RANKTHISWEEK_2005","AverageDistanceofPuttsmade_RANKLASTWEEK_2005","AverageDistanceofPuttsmade_PLAYERNAME_2005","AverageDistanceofPuttsmade_ROUNDS_2005","AverageDistanceofPuttsmade_AVG_2005","AverageDistanceofPuttsmade_TOTALDISTINCHES_2005","AverageDistanceofPuttsmade_TOTALROUNDS_2005","AverageDistanceofPuttsmade_AVGDIST_2005","AverageDistanceofPuttsmade_BESTROUND_2005","stat_name","year"
107,107,"Corey Pavin",77,NA,56500,61,NA,NA,"AverageDistanceofPuttsmade",2005
111,111,"Robert Allenby",95,NA,65707,71,NA,NA,"AverageDistanceofPuttsmade",2005
111,111,"Vijay Singh",111,NA,79591,86,NA,NA,"AverageDistanceofPuttsmade",2005
111,111,"Joey Snyder III",102,NA,82354,89,NA,NA,"AverageDistanceofPuttsmade",2005
114,114,"John Elliott",58,NA,46161,50,NA,NA,"AverageDistanceofPuttsmade",2005
114,114,"Bob Estes",92,NA,71959,78,NA,NA,"AverageDistanceofPuttsmade",2005
114,114,"Rod Pampling",89,NA,62751,68,NA,NA,"AverageDistanceofPuttsmade",2005
117,117,"John Huston",90,NA,71844,78,NA,NA,"AverageDistanceofPuttsmade",2005
118,118,"Lucas Glover",88,NA,70841,77,NA,NA,"AverageDistanceofPuttsmade",2005
118,118,"Zach Johnson",96,NA,75435,82,NA,NA,"AverageDistanceofPuttsmade",2005
118,118,"Tjaart van der Walt",56,NA,48774,53,NA,NA,"AverageDistanceofPuttsmade",2005
121,121,"Carl Pettersson",109,NA,83604,91,NA,NA,"AverageDistanceofPuttsmade",2005
122,122,"Jason Allred",75,NA,56945,62,NA,NA,"AverageDistanceofPuttsmade",2005
123,123,"Brian Bateman",98,NA,77067,84,NA,NA,"AverageDistanceofPuttsmade",2005
123,123,"Todd Hamilton",94,NA,66927,73,NA,NA,"AverageDistanceofPuttsmade",2005
123,123,"Chris Smith",93,NA,76108,83,NA,NA,"AverageDistanceofPuttsmade",2005
123,123,"Lee Westwood",50,NA,30268,33,NA,NA,"AverageDistanceofPuttsmade",2005
123,123,"Mark Wilson",74,NA,56824,62,NA,NA,"AverageDistanceofPuttsmade",2005
128,128,"Glen Hnatiuk",59,NA,43960,48,NA,NA,"AverageDistanceofPuttsmade",2005
128,128,"Frank Lickliter II",100,NA,77852,85,NA,NA,"AverageDistanceofPuttsmade",2005
130,130,"DA Points",94,NA,72314,79,NA,NA,"AverageDistanceofPuttsmade",2005
131,131,"Craig Barlow",81,NA,56639,62,NA,NA,"AverageDistanceofPuttsmade",2005
131,131,"Jerry Kelly",101,NA,69448,76,NA,NA,"AverageDistanceofPuttsmade",2005
133,133,"Shigeki Maruyama",99,NA,77599,85,NA,NA,"AverageDistanceofPuttsmade",2005
133,133,"Greg Owen",84,NA,63014,69,NA,NA,"AverageDistanceofPuttsmade",2005
135,135,"Cameron Beckman",96,NA,75719,83,NA,NA,"AverageDistanceofPuttsmade",2005
135,135,"Chris DiMarco",83,NA,53820,59,NA,NA,"AverageDistanceofPuttsmade",2005
135,135,"Peter Lonard",85,NA,59283,65,NA,NA,"AverageDistanceofPuttsmade",2005
135,135,"Justin Rose",99,NA,78394,86,NA,NA,"AverageDistanceofPuttsmade",2005
139,139,"Brian Davis",75,NA,56351,62,NA,NA,"AverageDistanceofPuttsmade",2005
139,139,"Mike Weir",71,NA,42713,47,NA,NA,"AverageDistanceofPuttsmade",2005
141,141,"Paul Claxton",79,NA,59029,65,NA,NA,"AverageDistanceofPuttsmade",2005
141,141,"Michael Long",72,NA,58135,64,NA,NA,"AverageDistanceofPuttsmade",2005
143,143,"Adam Scott",72,NA,46273,51,NA,NA,"AverageDistanceofPuttsmade",2005
144,144,"John Senden",101,NA,80612,89,NA,NA,"AverageDistanceofPuttsmade",2005
144,144,"Scott Verplank",87,NA,59766,66,NA,NA,"AverageDistanceofPuttsmade",2005
146,146,"Tommy Armour III",103,NA,81460,90,NA,NA,"AverageDistanceofPuttsmade",2005
146,146,"Rich Beem",66,NA,43446,48,NA,NA,"AverageDistanceofPuttsmade",2005
148,148,"Ted Purdy",122,NA,90160,100,NA,NA,"AverageDistanceofPuttsmade",2005
149,149,"Glen Day",80,NA,64868,72,NA,NA,"AverageDistanceofPuttsmade",2005
149,149,"Hidemichi Tanaka",106,NA,83784,93,NA,NA,"AverageDistanceofPuttsmade",2005
151,151,"Neal Lancaster",95,NA,74696,83,NA,NA,"AverageDistanceofPuttsmade",2005
151,151,"Jeff Sluman",94,NA,74662,83,NA,NA,"AverageDistanceofPuttsmade",2005
153,153,"Jose Coceres",56,NA,46620,52,NA,NA,"AverageDistanceofPuttsmade",2005
153,153,"Justin Leonard",78,NA,46643,52,NA,NA,"AverageDistanceofPuttsmade",2005
153,153,"Kevin Sutherland",89,NA,66352,74,NA,NA,"AverageDistanceofPuttsmade",2005
156,156,"Michael Allen",90,NA,68074,76,NA,NA,"AverageDistanceofPuttsmade",2005
156,156,"Vaughn Taylor",99,NA,78863,88,NA,NA,"AverageDistanceofPuttsmade",2005
156,156,"Roland Thatcher",75,NA,59135,66,NA,NA,"AverageDistanceofPuttsmade",2005
159,159,"Todd Fischer",99,NA,76939,86,NA,NA,"AverageDistanceofPuttsmade",2005
159,159,"Skip Kendall",80,NA,60884,68,NA,NA,"AverageDistanceofPuttsmade",2005
159,159,"Will Ma Kenzie",75,NA,60861,68,NA,NA,"AverageDistanceofPuttsmade",2005
162,162,"Duffy Waldorf",86,NA,63423,71,NA,NA,"AverageDistanceofPuttsmade",2005
163,163,"DJ Brigman",76,NA,53457,60,NA,NA,"AverageDistanceofPuttsmade",2005
164,164,"David Hearn",68,NA,54249,61,NA,NA,"AverageDistanceofPuttsmade",2005
164,164,"John Rollins",97,NA,72003,81,NA,NA,"AverageDistanceofPuttsmade",2005
166,166,"Matt Davidson",53,NA,44422,50,NA,NA,"AverageDistanceofPuttsmade",2005
166,166,"Paul Gow",78,NA,58591,66,NA,NA,"AverageDistanceofPuttsmade",2005
166,166,"Mathias Gronberg",60,NA,49719,56,NA,NA,"AverageDistanceofPuttsmade",2005
169,169,"Carlos Franco",78,NA,59448,67,NA,NA,"AverageDistanceofPuttsmade",2005
170,170,"Franklin Langham",91,NA,66459,75,NA,NA,"AverageDistanceofPuttsmade",2005
170,170,"Craig Perks",67,NA,50484,57,NA,NA,"AverageDistanceofPuttsmade",2005
170,170,"Brett Wetterich",76,NA,57575,65,NA,NA,"AverageDistanceofPuttsmade",2005
173,173,"Paul Azinger",66,NA,49537,56,NA,NA,"AverageDistanceofPuttsmade",2005
174,174,"Ryuji Imada",78,NA,57292,65,NA,NA,"AverageDistanceofPuttsmade",2005
175,175,"Luke Donald",67,NA,34254,39,NA,NA,"AverageDistanceofPuttsmade",2005
176,176,"Jason Bohn",91,NA,68316,78,NA,NA,"AverageDistanceofPuttsmade",2005
176,176,"Robert Damron",89,NA,68317,78,NA,NA,"AverageDistanceofPuttsmade",2005
178,178,"Dennis Paulson",63,NA,48149,55,NA,NA,"AverageDistanceofPuttsmade",2005
179,179,"Alex Cejka",84,NA,59152,68,NA,NA,"AverageDistanceofPuttsmade",2005
180,180,"JJ Henry",102,NA,73856,85,NA,NA,"AverageDistanceofPuttsmade",2005
180,180,"Andrew Magee",82,NA,59979,69,NA,NA,"AverageDistanceofPuttsmade",2005
182,182,"Bill Glasson",54,NA,38181,44,NA,NA,"AverageDistanceofPuttsmade",2005
183,183,"Sergio Garcia",73,NA,44143,51,NA,NA,"AverageDistanceofPuttsmade",2005
184,184,"Fred Couples",72,NA,36334,42,NA,NA,"AverageDistanceofPuttsmade",2005
185,185,"Joey Sindelar",104,NA,83758,97,NA,NA,"AverageDistanceofPuttsmade",2005
186,186,"Justin Bolli",65,NA,49988,58,NA,NA,"AverageDistanceofPuttsmade",2005
186,186,"Jonathan Kaye",77,NA,55191,64,NA,NA,"AverageDistanceofPuttsmade",2005
186,186,"Omar Uresti",84,NA,62028,72,NA,NA,"AverageDistanceofPuttsmade",2005
189,189,"Ben Curtis",65,NA,41330,48,NA,NA,"AverageDistanceofPuttsmade",2005
190,190,"Doug Barron",70,NA,54197,63,NA,NA,"AverageDistanceofPuttsmade",2005
191,191,"Rocco Mediate",73,NA,54897,64,NA,NA,"AverageDistanceofPuttsmade",2005
192,192,"John Daly",78,NA,47938,56,NA,NA,"AverageDistanceofPuttsmade",2005
193,193,"Chris Riley",67,NA,34954,41,NA,NA,"AverageDistanceofPuttsmade",2005
194,194,"Jeff Hart",63,NA,47530,56,NA,NA,"AverageDistanceofPuttsmade",2005
195,195,"Steve Jones",56,NA,39022,46,NA,NA,"AverageDistanceofPuttsmade",2005
196,196,"Joe Durant",81,NA,55864,66,NA,NA,"AverageDistanceofPuttsmade",2005
197,197,"Bradley Hughes",52,NA,41065,49,NA,NA,"AverageDistanceofPuttsmade",2005
198,198,"Tom Lehman",69,NA,41699,50,NA,NA,"AverageDistanceofPuttsmade",2005
199,199,"Mark Brooks",72,NA,50745,61,NA,NA,"AverageDistanceofPuttsmade",2005
200,200,"Retief Goosen",71,NA,35474,43,NA,NA,"AverageDistanceofPuttsmade",2005
201,201,"Hideto Tanihara",50,NA,36170,44,NA,NA,"AverageDistanceofPuttsmade",2005
202,202,"Jim Carter",62,NA,43036,53,NA,NA,"AverageDistanceofPuttsmade",2005
