"TotalDistanceEfficiency_RANKTHISWEEK_2012","TotalDistanceEfficiency_RANKLASTWEEK_2012","TotalDistanceEfficiency_PLAYERNAME_2012","TotalDistanceEfficiency_ROUNDS_2012","TotalDistanceEfficiency_AVG_2012","TotalDistanceEfficiency_AVERAGEDISTANCEYARDS_2012","TotalDistanceEfficiency_AVERAGECLUBHEADSPEED_2012","TotalDistanceEfficiency_TOTALATTEMPTS_2012","TotalDistanceEfficiency_HIGHESTDISTEFFICIENCY_2012","stat_name","year"
45,45,"Kyle Thompson",51,2.601,280.02,107.679,34,2.856,"TotalDistanceEfficiency",2012
45,45,"Johnson Wagner",88,2.601,287.654,110.577,73,3.419,"TotalDistanceEfficiency",2012
48,48,"Ted Potter Jr",77,2.6,285.353,109.758,60,3.301,"TotalDistanceEfficiency",2012
49,49,"Tommy Biershenk",74,2.598,284.424,109.457,54,2.925,"TotalDistanceEfficiency",2012
49,49,"Miguel Angel Carballo",73,2.598,294.869,113.494,48,2.886,"TotalDistanceEfficiency",2012
51,51,"Richard Lee",71,2.597,285.062,109.783,47,2.983,"TotalDistanceEfficiency",2012
51,51,"Billy Mayfair",90,2.597,285.855,110.089,73,3.02,"TotalDistanceEfficiency",2012
51,51,"Louis Oosthuizen",65,2.597,303.343,116.795,50,3.103,"TotalDistanceEfficiency",2012
54,54,"Bill Haas",79,2.596,300.007,115.552,61,3.315,"TotalDistanceEfficiency",2012
54,54,"JB Holmes",90,2.596,314.989,121.332,74,2.977,"TotalDistanceEfficiency",2012
54,54,"Brandt Jobe",57,2.596,300.348,115.7,37,2.997,"TotalDistanceEfficiency",2012
54,54,"Jeff Overton",101,2.596,290.85,112.045,91,3.032,"TotalDistanceEfficiency",2012
54,54,"Brandt Snedeker",81,2.596,287.539,110.751,62,3.509,"TotalDistanceEfficiency",2012
54,54,"Charlie Wi",86,2.596,289.085,111.358,67,2.976,"TotalDistanceEfficiency",2012
60,60,"Russell Knox",72,2.595,284.253,109.551,53,2.858,"TotalDistanceEfficiency",2012
61,61,"Jason Day",57,2.593,309.014,119.156,43,3.067,"TotalDistanceEfficiency",2012
62,62,"Ryan Moore",89,2.592,289.039,111.513,82,3.045,"TotalDistanceEfficiency",2012
63,63,"Jim Furyk",85,2.59,283.85,109.601,67,3.034,"TotalDistanceEfficiency",2012
63,63,"Robert Garrigus",89,2.59,314.319,121.369,66,3.287,"TotalDistanceEfficiency",2012
63,63,"Davis Love III",64,2.59,298.303,115.182,41,3.058,"TotalDistanceEfficiency",2012
63,63,"Tom Pernice Jr",62,2.59,277.138,107.017,51,3.213,"TotalDistanceEfficiency",2012
67,67,"David Hearn",95,2.589,284.087,109.736,80,3.029,"TotalDistanceEfficiency",2012
68,68,"Bud Cauley",99,2.588,290.856,112.393,90,3.041,"TotalDistanceEfficiency",2012
68,68,"Chris Kirk",93,2.588,295.502,114.177,81,3.369,"TotalDistanceEfficiency",2012
68,68,"Justin Rose",69,2.588,296.623,114.631,50,3.269,"TotalDistanceEfficiency",2012
71,71,"Roland Thatcher",55,2.587,291.097,112.54,38,2.934,"TotalDistanceEfficiency",2012
72,72,"Justin Leonard",79,2.586,277.536,107.307,56,3.237,"TotalDistanceEfficiency",2012
73,73,"Sangmoon Bae",81,2.584,294.867,114.122,57,3.239,"TotalDistanceEfficiency",2012
73,73,"Tim Herron",88,2.584,291.272,112.74,73,2.985,"TotalDistanceEfficiency",2012
73,73,"John Rollins",81,2.584,293.246,113.477,70,2.985,"TotalDistanceEfficiency",2012
76,76,"Luke Donald",63,2.583,285.913,110.695,50,3.437,"TotalDistanceEfficiency",2012
77,77,"Roberto Castro",92,2.582,291.285,112.832,70,2.96,"TotalDistanceEfficiency",2012
77,77,"Will Claxton",99,2.582,291.767,113.018,83,3.093,"TotalDistanceEfficiency",2012
77,77,"Jerry Kelly",84,2.582,272.2,105.405,73,2.958,"TotalDistanceEfficiency",2012
77,77,"Josh Teater",97,2.582,302.867,117.301,79,2.895,"TotalDistanceEfficiency",2012
81,81,"Lee Westwood",60,2.581,302.43,117.196,43,3.211,"TotalDistanceEfficiency",2012
82,82,"Robert Allenby",76,2.58,287.965,111.616,62,3.095,"TotalDistanceEfficiency",2012
82,82,"Troy Matteson",100,2.58,300.573,116.519,70,3.089,"TotalDistanceEfficiency",2012
82,82,"Rocco Mediate",70,2.58,277.381,107.529,56,2.902,"TotalDistanceEfficiency",2012
85,85,"Dustin Johnson",70,2.579,313.69,121.621,44,2.938,"TotalDistanceEfficiency",2012
86,86,"Cameron Beckman",81,2.578,282.939,109.768,68,3.171,"TotalDistanceEfficiency",2012
86,86,"Alexandre Rocha",62,2.578,282.084,109.418,48,2.892,"TotalDistanceEfficiency",2012
88,88,"Webb Simpson",77,2.577,292.044,113.34,60,3.169,"TotalDistanceEfficiency",2012
88,88,"Kevin Stadler",85,2.577,292.861,113.624,59,2.955,"TotalDistanceEfficiency",2012
88,88,"Nick Watney",97,2.577,305.822,118.691,74,3.351,"TotalDistanceEfficiency",2012
91,91,"Dicky Pride",62,2.576,281.726,109.375,50,2.966,"TotalDistanceEfficiency",2012
92,92,"Marc Leishman",84,2.575,297.501,115.516,65,3.174,"TotalDistanceEfficiency",2012
92,92,"Camilo Villegas",79,2.575,291.086,113.032,73,2.956,"TotalDistanceEfficiency",2012
94,94,"Chad Campbell",84,2.574,290.426,112.852,73,3.159,"TotalDistanceEfficiency",2012
95,95,"Jonas Blixt",72,2.572,287.971,111.944,62,3.017,"TotalDistanceEfficiency",2012
95,95,"Jason Bohn",81,2.572,282.474,109.845,63,3.09,"TotalDistanceEfficiency",2012
95,95,"Steve Wheatcroft",56,2.572,282.069,109.68,38,2.82,"TotalDistanceEfficiency",2012
98,98,"DA Points",88,2.571,284.16,110.517,74,3.359,"TotalDistanceEfficiency",2012
98,98,"Kevin Streelman",89,2.571,296.788,115.433,73,3.149,"TotalDistanceEfficiency",2012
100,100,"Aaron Baddeley",73,2.57,306.011,119.053,48,3.458,"TotalDistanceEfficiency",2012
101,101,"DJ Trahan",73,2.569,294.859,114.761,50,3.224,"TotalDistanceEfficiency",2012
102,102,"Gavin Coles",72,2.567,268.996,104.776,51,2.949,"TotalDistanceEfficiency",2012
103,103,"Spencer Levin",81,2.566,283.529,110.499,62,3.039,"TotalDistanceEfficiency",2012
103,103,"YE Yang",64,2.566,289.294,112.726,43,3.132,"TotalDistanceEfficiency",2012
105,105,"Andres Romero",68,2.565,296.074,115.417,53,2.876,"TotalDistanceEfficiency",2012
106,106,"Greg Chalmers",88,2.564,281.595,109.833,77,3.239,"TotalDistanceEfficiency",2012
106,106,"Troy Kelly",68,2.564,296.559,115.641,44,2.875,"TotalDistanceEfficiency",2012
106,106,"Kevin Na",80,2.564,289.684,112.971,60,3.28,"TotalDistanceEfficiency",2012
106,106,"Kyle Reifers",86,2.564,286.081,111.576,66,2.93,"TotalDistanceEfficiency",2012
106,106,"Vijay Singh",99,2.564,291.656,113.754,74,3.068,"TotalDistanceEfficiency",2012
111,111,"Jonathan Byrd",69,2.563,295.146,115.145,48,3.375,"TotalDistanceEfficiency",2012
111,111,"JJ Henry",93,2.563,292.258,114.034,52,2.941,"TotalDistanceEfficiency",2012
113,113,"John Senden",81,2.562,296.913,115.898,64,2.868,"TotalDistanceEfficiency",2012
114,114,"Erik Compton",81,2.561,293.412,114.573,56,2.895,"TotalDistanceEfficiency",2012
114,114,"Boo Weekley",74,2.561,294.184,114.885,55,2.972,"TotalDistanceEfficiency",2012
116,116,"Billy Horschel",63,2.56,284.964,111.327,46,2.861,"TotalDistanceEfficiency",2012
116,116,"Colt Knost",79,2.56,273.367,106.778,64,3.021,"TotalDistanceEfficiency",2012
116,116,"David Mathis",83,2.56,275.638,107.662,65,2.808,"TotalDistanceEfficiency",2012
119,119,"Charley Hoffman",88,2.559,296.19,115.758,75,2.931,"TotalDistanceEfficiency",2012
119,119,"Phil Mickelson",79,2.559,298.889,116.81,55,3.161,"TotalDistanceEfficiency",2012
119,119,"Geoff Ogilvy",73,2.559,294.158,114.964,53,3.033,"TotalDistanceEfficiency",2012
122,122,"Ben Curtis",62,2.556,276.702,108.255,52,2.963,"TotalDistanceEfficiency",2012
123,123,"Padraig Harrington",67,2.555,293.558,114.917,38,2.869,"TotalDistanceEfficiency",2012
123,123,"Chris Stroud",86,2.555,288.171,112.792,67,3.035,"TotalDistanceEfficiency",2012
125,125,"Matt Bettencourt",80,2.554,288.727,113.043,45,2.914,"TotalDistanceEfficiency",2012
125,125,"Tiger Woods",69,2.554,308.85,120.938,38,3.178,"TotalDistanceEfficiency",2012
127,127,"Charles Howell III",98,2.553,301.737,118.187,65,3.049,"TotalDistanceEfficiency",2012
127,127,"Seung Yul Noh",105,2.553,302.201,118.349,80,2.937,"TotalDistanceEfficiency",2012
129,129,"Chris DiMarco",83,2.552,273.506,107.153,66,2.894,"TotalDistanceEfficiency",2012
129,129,"Robert Karlsson",54,2.552,298.36,116.921,39,2.881,"TotalDistanceEfficiency",2012
129,129,"Garth Mulroy",59,2.552,292.981,114.821,40,2.83,"TotalDistanceEfficiency",2012
132,132,"Blake Adams",107,2.551,289.894,113.63,63,2.844,"TotalDistanceEfficiency",2012
132,132,"Mark Anderson",75,2.551,300.493,117.797,48,2.942,"TotalDistanceEfficiency",2012
134,134,"Mathew Goggin",65,2.55,287.495,112.758,54,2.851,"TotalDistanceEfficiency",2012
134,134,"Nick OHern",78,2.55,266.897,104.678,65,3.052,"TotalDistanceEfficiency",2012
134,134,"Rod Pampling",88,2.55,286.411,112.314,66,2.991,"TotalDistanceEfficiency",2012
134,134,"Charl Schwartzel",56,2.55,298.126,116.89,38,3.351,"TotalDistanceEfficiency",2012
138,138,"Michael Thompson",80,2.549,284.545,111.629,61,2.895,"TotalDistanceEfficiency",2012
138,138,"Cameron Tringale",88,2.549,292.658,114.802,73,3.118,"TotalDistanceEfficiency",2012
140,140,"Scott Brown",65,2.548,286.85,112.595,45,2.849,"TotalDistanceEfficiency",2012
140,140,"Adam Scott",59,2.548,303.962,119.302,40,3.209,"TotalDistanceEfficiency",2012
142,142,"Hunter Haas",69,2.547,285.165,111.96,46,3.055,"TotalDistanceEfficiency",2012
143,143,"Bill Lunde",83,2.546,284.976,111.942,64,2.933,"TotalDistanceEfficiency",2012
144,144,"Harris English",98,2.545,298.948,117.482,80,2.982,"TotalDistanceEfficiency",2012
145,145,"Bob Estes",78,2.544,284.63,111.901,57,2.882,"TotalDistanceEfficiency",2012
145,145,"Pat Perez",81,2.544,293.595,115.403,57,2.905,"TotalDistanceEfficiency",2012
147,147,"Arjun Atwal",79,2.542,278.796,109.69,62,3.086,"TotalDistanceEfficiency",2012
147,147,"Tom Gillis",75,2.542,289.845,114.018,67,2.88,"TotalDistanceEfficiency",2012
149,149,"Stuart Appleby",75,2.541,285.374,112.32,62,2.903,"TotalDistanceEfficiency",2012
150,150,"Brendon Todd",78,2.538,280.851,110.643,55,2.952,"TotalDistanceEfficiency",2012
151,151,"Matt Every",80,2.537,287.81,113.434,58,2.89,"TotalDistanceEfficiency",2012
151,151,"Edward Loar",59,2.537,298.099,117.512,38,2.908,"TotalDistanceEfficiency",2012
151,151,"Jimmy Walker",101,2.537,297.96,117.433,74,2.864,"TotalDistanceEfficiency",2012
154,154,"George McNeill",85,2.536,293.388,115.684,60,2.857,"TotalDistanceEfficiency",2012
155,155,"Ken Duke",104,2.535,281.116,110.889,88,2.867,"TotalDistanceEfficiency",2012
156,156,"Kevin Kisner",69,2.534,281.358,111.012,51,2.899,"TotalDistanceEfficiency",2012
157,157,"Angel Cabrera",54,2.533,301.666,119.082,33,2.85,"TotalDistanceEfficiency",2012
158,158,"Kevin Chappell",91,2.53,296.807,117.334,71,2.978,"TotalDistanceEfficiency",2012
159,159,"Graham DeLaet",79,2.529,303.571,120.039,63,2.873,"TotalDistanceEfficiency",2012
160,160,"Marco Dawson",60,2.528,281.258,111.244,41,2.89,"TotalDistanceEfficiency",2012
161,161,"Bobby Gates",87,2.525,302.117,119.628,61,2.873,"TotalDistanceEfficiency",2012
162,162,"Kris Blanks",65,2.524,283.199,112.188,51,2.836,"TotalDistanceEfficiency",2012
162,162,"Ryo Ishikawa",54,2.524,286.571,113.555,35,2.97,"TotalDistanceEfficiency",2012
164,164,"Freddie Jacobson",61,2.521,286.092,113.467,44,2.86,"TotalDistanceEfficiency",2012
165,165,"JJ Killeen",101,2.52,293.127,116.306,69,3.051,"TotalDistanceEfficiency",2012
166,166,"Daniel Chopra",55,2.518,294.125,116.81,41,2.783,"TotalDistanceEfficiency",2012
167,167,"Stephen Ames",54,2.517,276.445,109.85,31,2.853,"TotalDistanceEfficiency",2012
167,167,"Matt Jones",53,2.517,293.056,116.449,40,2.803,"TotalDistanceEfficiency",2012
169,169,"William McGirt",96,2.516,283.913,112.832,82,2.838,"TotalDistanceEfficiency",2012
170,170,"Gary Woodland",70,2.515,311.511,123.851,44,2.947,"TotalDistanceEfficiency",2012
171,171,"Charlie Beljan",61,2.514,308.724,122.826,38,2.825,"TotalDistanceEfficiency",2012
172,172,"Martin Flores",95,2.512,298.643,118.909,66,2.84,"TotalDistanceEfficiency",2012
172,172,"Danny Lee",74,2.512,286.024,113.852,53,2.799,"TotalDistanceEfficiency",2012
174,174,"James Driscoll",83,2.51,295.013,117.539,60,2.913,"TotalDistanceEfficiency",2012
175,175,"Scott Dunlap",57,2.507,277.628,110.725,44,2.764,"TotalDistanceEfficiency",2012
176,176,"Ricky Barnes",92,2.504,290.642,116.048,73,2.919,"TotalDistanceEfficiency",2012
177,177,"Sergio Garcia",57,2.502,298.057,119.128,44,3.08,"TotalDistanceEfficiency",2012
178,178,"Ryuji Imada",78,2.501,274.776,109.869,60,2.865,"TotalDistanceEfficiency",2012
179,179,"Jason Kokrak",79,2.499,295.389,118.21,62,2.942,"TotalDistanceEfficiency",2012
180,180,"Greg Owen",90,2.492,296.056,118.805,63,2.795,"TotalDistanceEfficiency",2012
181,181,"Trevor Immelman",76,2.491,294.324,118.156,54,2.785,"TotalDistanceEfficiency",2012
182,182,"Daniel Summerhays",81,2.488,289.66,116.409,64,2.891,"TotalDistanceEfficiency",2012
183,183,"Derek Lamely",64,2.486,288.687,116.118,51,2.802,"TotalDistanceEfficiency",2012
184,184,"Jhonattan Vegas",77,2.485,304.326,122.47,65,3.45,"TotalDistanceEfficiency",2012
185,185,"Brendon de Jonge",115,2.484,287.273,115.658,98,2.952,"TotalDistanceEfficiency",2012
186,186,"Stewart Cink",71,2.476,294.041,118.765,41,2.841,"TotalDistanceEfficiency",2012
187,187,"Nathan Green",73,2.464,283.312,114.973,46,2.743,"TotalDistanceEfficiency",2012
188,188,"Chris Couch",61,2.452,293.289,119.612,39,2.769,"TotalDistanceEfficiency",2012
189,189,"Billy Hurley III",70,2.45,267.482,109.166,52,2.959,"TotalDistanceEfficiency",2012
190,190,"Henrik Stenson",51,2.442,294.75,120.714,15,2.693,"TotalDistanceEfficiency",2012
191,191,"Stephen Gangluff",57,2.415,290.478,120.288,40,3.044,"TotalDistanceEfficiency",2012
