"FairwayApproachRTPScore_RANKTHISWEEK_2005","FairwayApproachRTPScore_RANKLASTWEEK_2005","FairwayApproachRTPScore_PLAYERNAME_2005","FairwayApproachRTPScore_ROUNDS_2005","FairwayApproachRTPScore_AVGRTP_2005","stat_name","year"
91,91,"John Huston",90,-0.065,"FairwayApproachRTPScore",2005
93,93,"Michael Allen",90,-0.064,"FairwayApproachRTPScore",2005
93,93,"Rich Beem",66,-0.064,"FairwayApproachRTPScore",2005
93,93,"Jonathan Byrd",103,-0.064,"FairwayApproachRTPScore",2005
93,93,"Dan Forsman",52,-0.064,"FairwayApproachRTPScore",2005
93,93,"Loren Roberts",54,-0.064,"FairwayApproachRTPScore",2005
93,93,"Brett Wetterich",76,-0.064,"FairwayApproachRTPScore",2005
99,99,"John Rollins",97,-0.063,"FairwayApproachRTPScore",2005
99,99,"Heath Slocum",103,-0.063,"FairwayApproachRTPScore",2005
99,99,"Kevin Stadler",96,-0.063,"FairwayApproachRTPScore",2005
102,102,"Jeff Sluman",94,-0.062,"FairwayApproachRTPScore",2005
102,102,"Dean Wilson",86,-0.062,"FairwayApproachRTPScore",2005
104,104,"James Driscoll",73,-0.061,"FairwayApproachRTPScore",2005
104,104,"Joe Ogilvie",103,-0.061,"FairwayApproachRTPScore",2005
106,106,"David Hearn",68,-0.06,"FairwayApproachRTPScore",2005
107,107,"Phillip Price",77,-0.058,"FairwayApproachRTPScore",2005
107,107,"Patrick Sheehan",114,-0.058,"FairwayApproachRTPScore",2005
109,109,"Todd Hamilton",94,-0.057,"FairwayApproachRTPScore",2005
109,109,"Omar Uresti",84,-0.057,"FairwayApproachRTPScore",2005
111,111,"Jeff Maggert",79,-0.056,"FairwayApproachRTPScore",2005
111,111,"Jesper Parnevik",84,-0.056,"FairwayApproachRTPScore",2005
111,111,"Nick Watney",91,-0.056,"FairwayApproachRTPScore",2005
114,114,"Stephen Leaney",89,-0.055,"FairwayApproachRTPScore",2005
114,114,"Greg Owen",84,-0.055,"FairwayApproachRTPScore",2005
114,114,"Hidemichi Tanaka",106,-0.055,"FairwayApproachRTPScore",2005
117,117,"Hank Kuehne",84,-0.054,"FairwayApproachRTPScore",2005
117,117,"Hunter Mahan",103,-0.054,"FairwayApproachRTPScore",2005
119,119,"Ryuji Imada",78,-0.053,"FairwayApproachRTPScore",2005
119,119,"Peter Lonard",85,-0.053,"FairwayApproachRTPScore",2005
119,119,"Pat Perez",89,-0.053,"FairwayApproachRTPScore",2005
119,119,"Rory Sabbatini",81,-0.053,"FairwayApproachRTPScore",2005
119,119,"Chris Smith",93,-0.053,"FairwayApproachRTPScore",2005
119,119,"Joey Snyder III",102,-0.053,"FairwayApproachRTPScore",2005
119,119,"Kirk Triplett",55,-0.053,"FairwayApproachRTPScore",2005
119,119,"Duffy Waldorf",86,-0.053,"FairwayApproachRTPScore",2005
127,127,"Briny Baird",98,-0.052,"FairwayApproachRTPScore",2005
127,127,"Craig Barlow",81,-0.052,"FairwayApproachRTPScore",2005
127,127,"Daniel Chopra",108,-0.052,"FairwayApproachRTPScore",2005
127,127,"Bernhard Langer",67,-0.052,"FairwayApproachRTPScore",2005
127,127,"DA Points",94,-0.052,"FairwayApproachRTPScore",2005
132,132,"Brian Bateman",98,-0.051,"FairwayApproachRTPScore",2005
132,132,"Will Ma Kenzie",75,-0.051,"FairwayApproachRTPScore",2005
132,132,"Roland Thatcher",75,-0.051,"FairwayApproachRTPScore",2005
135,135,"Matt Kuchar",60,-0.05,"FairwayApproachRTPScore",2005
136,136,"Justin Bolli",65,-0.049,"FairwayApproachRTPScore",2005
136,136,"Jay Haas",54,-0.049,"FairwayApproachRTPScore",2005
138,138,"Cameron Beckman",96,-0.048,"FairwayApproachRTPScore",2005
139,139,"Brent Geiberger",61,-0.046,"FairwayApproachRTPScore",2005
139,139,"Hunter Haas",83,-0.046,"FairwayApproachRTPScore",2005
141,141,"Paul Gow",78,-0.045,"FairwayApproachRTPScore",2005
141,141,"Freddie Jacobson",72,-0.045,"FairwayApproachRTPScore",2005
143,143,"Fred Funk",102,-0.044,"FairwayApproachRTPScore",2005
143,143,"Mario Tiziani",67,-0.044,"FairwayApproachRTPScore",2005
145,145,"Alex Cejka",84,-0.043,"FairwayApproachRTPScore",2005
145,145,"Joe Durant",81,-0.043,"FairwayApproachRTPScore",2005
145,145,"Kent Jones",99,-0.043,"FairwayApproachRTPScore",2005
148,148,"Charles Warren",89,-0.042,"FairwayApproachRTPScore",2005
149,149,"Glen Day",80,-0.041,"FairwayApproachRTPScore",2005
149,149,"Todd Fischer",99,-0.041,"FairwayApproachRTPScore",2005
149,149,"Brendan Jones",81,-0.041,"FairwayApproachRTPScore",2005
152,152,"John Cook",72,-0.04,"FairwayApproachRTPScore",2005
153,153,"Scott McCarron",78,-0.039,"FairwayApproachRTPScore",2005
153,153,"Jay Williamson",53,-0.039,"FairwayApproachRTPScore",2005
155,155,"Charlie Wi",67,-0.038,"FairwayApproachRTPScore",2005
156,156,"Steve Allan",102,-0.037,"FairwayApproachRTPScore",2005
156,156,"Jose Coceres",56,-0.037,"FairwayApproachRTPScore",2005
156,156,"Glen Hnatiuk",59,-0.037,"FairwayApproachRTPScore",2005
159,159,"Paul Azinger",66,-0.036,"FairwayApproachRTPScore",2005
159,159,"Brian Gay",101,-0.036,"FairwayApproachRTPScore",2005
161,161,"Tjaart van der Walt",56,-0.034,"FairwayApproachRTPScore",2005
161,161,"Mike Weir",71,-0.034,"FairwayApproachRTPScore",2005
163,163,"Bill Glasson",54,-0.033,"FairwayApproachRTPScore",2005
164,164,"Tom Byrum",83,-0.031,"FairwayApproachRTPScore",2005
164,164,"Franklin Langham",91,-0.031,"FairwayApproachRTPScore",2005
166,166,"Michael Long",72,-0.03,"FairwayApproachRTPScore",2005
166,166,"Ted Purdy",122,-0.03,"FairwayApproachRTPScore",2005
168,168,"Paul Claxton",79,-0.029,"FairwayApproachRTPScore",2005
169,169,"Steve Flesch",90,-0.028,"FairwayApproachRTPScore",2005
169,169,"Mark Hensby",70,-0.028,"FairwayApproachRTPScore",2005
169,169,"Andrew Magee",82,-0.028,"FairwayApproachRTPScore",2005
172,172,"Lee Janzen",75,-0.026,"FairwayApproachRTPScore",2005
173,173,"Chris Anderson",66,-0.025,"FairwayApproachRTPScore",2005
173,173,"Ian Poulter",62,-0.025,"FairwayApproachRTPScore",2005
175,175,"Larry Mize",54,-0.024,"FairwayApproachRTPScore",2005
176,176,"Scott Hend",75,-0.022,"FairwayApproachRTPScore",2005
176,176,"Kevin Na",88,-0.022,"FairwayApproachRTPScore",2005
178,178,"Bradley Hughes",52,-0.02,"FairwayApproachRTPScore",2005
179,179,"Gavin Coles",70,-0.019,"FairwayApproachRTPScore",2005
180,180,"Lee Westwood",50,-0.018,"FairwayApproachRTPScore",2005
181,181,"Robert Damron",89,-0.017,"FairwayApproachRTPScore",2005
182,182,"Mark OMeara",66,-0.016,"FairwayApproachRTPScore",2005
183,183,"Hideto Tanihara",50,-0.015,"FairwayApproachRTPScore",2005
184,184,"Tom Gillis",77,-0.014,"FairwayApproachRTPScore",2005
185,185,"Matt Gogel",78,-0.01,"FairwayApproachRTPScore",2005
186,186,"Mark Brooks",72,-0.008,"FairwayApproachRTPScore",2005
186,186,"Rob Rashell",65,-0.008,"FairwayApproachRTPScore",2005
188,188,"John Elliott",58,-0.003,"FairwayApproachRTPScore",2005
188,188,"Steve Jones",56,-0.003,"FairwayApproachRTPScore",2005
190,190,"Skip Kendall",80,0.001,"FairwayApproachRTPScore",2005
191,191,"Danny Briggs",70,0.002,"FairwayApproachRTPScore",2005
192,192,"Ben Curtis",65,0.006,"FairwayApproachRTPScore",2005
193,193,"Dennis Paulson",63,0.014,"FairwayApproachRTPScore",2005
194,194,"DJ Brigman",76,0.016,"FairwayApproachRTPScore",2005
195,195,"Jeff Hart",63,0.021,"FairwayApproachRTPScore",2005
196,196,"Jim Carter",62,0.022,"FairwayApproachRTPScore",2005
197,197,"Craig Perks",67,0.025,"FairwayApproachRTPScore",2005
198,198,"Matt Davidson",53,0.026,"FairwayApproachRTPScore",2005
199,199,"Thomas Levet",54,0.031,"FairwayApproachRTPScore",2005
200,200,"Len Mattiace",86,0.037,"FairwayApproachRTPScore",2005
201,201,"Jason Allred",75,0.041,"FairwayApproachRTPScore",2005
202,202,"Chris Riley",67,0.046,"FairwayApproachRTPScore",2005
