"FedExCupSeasonPoints_RANKTHISWEEK_2008","FedExCupSeasonPoints_RANKLASTWEEK_2008","FedExCupSeasonPoints_PLAYERNAME_2008","FedExCupSeasonPoints_EVENTS_2008","FedExCupSeasonPoints_POINTS_2008","FedExCupSeasonPoints_OFWINS_2008","FedExCupSeasonPoints_OFTOP10S_2008","FedExCupSeasonPoints_POINTSBEHINDLEAD_2008","FedExCupSeasonPoints_RESETPOINTS_2008","stat_name","year"
60,60,"Tim Clark",20,5159,NA,2,17536,NA,"FedExCupSeasonPoints",2008
61,61,"Rocco Mediate",23,5151,NA,2,17544,NA,"FedExCupSeasonPoints",2008
62,62,"Pat Perez",21,5111,NA,3,17584,NA,"FedExCupSeasonPoints",2008
63,63,"Ian Poulter",13,5073,NA,1,17622,NA,"FedExCupSeasonPoints",2008
64,64,"John Senden",22,5064,NA,3,17631,NA,"FedExCupSeasonPoints",2008
65,65,"Ben Crane",19,5058,NA,3,17637,NA,"FedExCupSeasonPoints",2008
66,66,"Charlie Wi",21,4985,NA,3,17710,NA,"FedExCupSeasonPoints",2008
67,67,"Tom Pernice Jr",23,4954,NA,5,17741,NA,"FedExCupSeasonPoints",2008
68,68,"Dudley Hart",17,4798,NA,4,17897,NA,"FedExCupSeasonPoints",2008
69,69,"John Merrick",21,4787,NA,4,17908,NA,"FedExCupSeasonPoints",2008
70,70,"Dean Wilson",26,4688,NA,3,18007,NA,"FedExCupSeasonPoints",2008
71,71,"Steve Elkington",18,4632,NA,3,18063,NA,"FedExCupSeasonPoints",2008
72,72,"Paul Goydos",20,4567,NA,2,18128,NA,"FedExCupSeasonPoints",2008
73,73,"Ryan Moore",18,4560,NA,3,18135,NA,"FedExCupSeasonPoints",2008
74,74,"Nick OHern",20,4520,NA,3,18175,NA,"FedExCupSeasonPoints",2008
75,75,"Cliff Kresge",22,4487,NA,4,18208,NA,"FedExCupSeasonPoints",2008
76,76,"Mathew Goggin",20,4457,NA,2,18238,NA,"FedExCupSeasonPoints",2008
77,77,"Scott McCarron",17,4387,NA,2,18308,NA,"FedExCupSeasonPoints",2008
78,78,"Justin Rose",15,4278,NA,2,18417,NA,"FedExCupSeasonPoints",2008
79,79,"Charles Howell III",23,4237,NA,2,18458,NA,"FedExCupSeasonPoints",2008
80,80,"Mark Wilson",22,4212,NA,4,18483,NA,"FedExCupSeasonPoints",2008
81,81,"Matt Kuchar",22,4084,NA,4,18611,NA,"FedExCupSeasonPoints",2008
82,82,"John Rollins",22,4074,NA,2,18621,NA,"FedExCupSeasonPoints",2008
83,83,"Kevin Na",23,4052,NA,3,18643,NA,"FedExCupSeasonPoints",2008
84,84,"Steve Flesch",23,4046,NA,2,18649,NA,"FedExCupSeasonPoints",2008
85,85,"Jonathan Byrd",22,4011,NA,2,18684,NA,"FedExCupSeasonPoints",2008
86,86,"Brian Davis",24,3916,NA,2,18779,NA,"FedExCupSeasonPoints",2008
87,87,"Corey Pavin",18,3903,NA,2,18792,NA,"FedExCupSeasonPoints",2008
88,88,"Michael Letzig",22,3879,NA,4,18816,NA,"FedExCupSeasonPoints",2008
89,89,"Fred Couples",14,3837,NA,3,18858,NA,"FedExCupSeasonPoints",2008
90,90,"Paul Casey",14,3804,NA,3,18891,NA,"FedExCupSeasonPoints",2008
91,91,"Alex Cejka",23,3802,NA,4,18893,NA,"FedExCupSeasonPoints",2008
92,92,"John Mallinger",22,3793,NA,3,18902,NA,"FedExCupSeasonPoints",2008
93,93,"Brad Adamonis",21,3707,NA,2,18988,NA,"FedExCupSeasonPoints",2008
94,94,"Nathan Green",23,3698,NA,1,18997,NA,"FedExCupSeasonPoints",2008
95,95,"Lucas Glover",23,3617,NA,2,19078,NA,"FedExCupSeasonPoints",2008
96,96,"Jason Bohn",13,3582,NA,2,19113,NA,"FedExCupSeasonPoints",2008
97,97,"Troy Matteson",23,3524,NA,3,19171,NA,"FedExCupSeasonPoints",2008
98,98,"Jay Williamson",23,3483,NA,1,19212,NA,"FedExCupSeasonPoints",2008
99,99,"Eric Axley",25,3478,NA,3,19217,NA,"FedExCupSeasonPoints",2008
100,100,"Scott Verplank",18,3412,NA,2,19283,NA,"FedExCupSeasonPoints",2008
101,101,"George McNeill",22,3409,NA,2,19286,NA,"FedExCupSeasonPoints",2008
102,102,"Kevin Streelman",24,3402,NA,2,19293,NA,"FedExCupSeasonPoints",2008
103,103,"Greg Kraft",14,3319,1,2,19376,NA,"FedExCupSeasonPoints",2008
104,104,"Mark Calcavecchia",22,3304,NA,2,19391,NA,"FedExCupSeasonPoints",2008
105,105,"Charley Hoffman",23,3276,NA,3,19419,NA,"FedExCupSeasonPoints",2008
106,106,"Matt Jones",23,3273,NA,2,19422,NA,"FedExCupSeasonPoints",2008
107,107,"Bill Haas",24,3172,NA,1,19523,NA,"FedExCupSeasonPoints",2008
108,108,"Shane Bertsch",22,3153,NA,1,19542,NA,"FedExCupSeasonPoints",2008
109,109,"Joe Ogilvie",23,3094,NA,3,19601,NA,"FedExCupSeasonPoints",2008
110,110,"Tim Wilkinson",22,3086,NA,2,19609,NA,"FedExCupSeasonPoints",2008
111,111,"Nick Watney",20,3036,NA,1,19659,NA,"FedExCupSeasonPoints",2008
112,112,"Zach Johnson",20,2968,NA,1,19727,NA,"FedExCupSeasonPoints",2008
113,113,"Vaughn Taylor",24,2901,NA,1,19794,NA,"FedExCupSeasonPoints",2008
114,114,"Rich Beem",20,2833,NA,1,19862,NA,"FedExCupSeasonPoints",2008
115,115,"Charles Warren",22,2769,NA,1,19926,NA,"FedExCupSeasonPoints",2008
116,116,"Bo Van Pelt",23,2756,NA,1,19939,NA,"FedExCupSeasonPoints",2008
117,117,"Dustin Johnson",24,2679,NA,2,20016,NA,"FedExCupSeasonPoints",2008
118,118,"Brett Quigley",17,2663,NA,2,20032,NA,"FedExCupSeasonPoints",2008
119,119,"Bob Tway",15,2615,NA,1,20080,NA,"FedExCupSeasonPoints",2008
120,120,"Patrick Sheehan",26,2540,NA,2,20155,NA,"FedExCupSeasonPoints",2008
121,121,"David Toms",17,2520,NA,NA,20175,NA,"FedExCupSeasonPoints",2008
122,122,"Richard Johnson",15,2510,1,1,20185,NA,"FedExCupSeasonPoints",2008
123,123,"James Driscoll",21,2457,NA,1,20238,NA,"FedExCupSeasonPoints",2008
124,124,"Bob Estes",21,2423,NA,1,20272,NA,"FedExCupSeasonPoints",2008
125,125,"Tom Lehman",16,2420,NA,2,20275,NA,"FedExCupSeasonPoints",2008
126,126,"Tim Petrovic",23,2400,NA,2,20295,NA,"FedExCupSeasonPoints",2008
127,127,"Jason Day",19,2327,NA,2,20368,NA,"FedExCupSeasonPoints",2008
128,128,"Martin Laird",19,2303,NA,2,20392,NA,"FedExCupSeasonPoints",2008
129,129,"Joe Durant",21,2264,NA,1,20431,NA,"FedExCupSeasonPoints",2008
130,130,"Jason Gore",25,2258,NA,2,20437,NA,"FedExCupSeasonPoints",2008
131,131,"Angel Cabrera",14,2243,NA,1,20452,NA,"FedExCupSeasonPoints",2008
132,132,"Ryan Palmer",15,2158,NA,2,20537,NA,"FedExCupSeasonPoints",2008
133,133,"Tim Herron",21,2158,NA,NA,20537,NA,"FedExCupSeasonPoints",2008
134,134,"Michael Allen",20,2132,NA,1,20563,NA,"FedExCupSeasonPoints",2008
135,135,"JJ Henry",25,2026,NA,1,20669,NA,"FedExCupSeasonPoints",2008
136,136,"Frank Lickliter II",23,1986,NA,NA,20709,NA,"FedExCupSeasonPoints",2008
137,137,"Jon Mills",24,1964,NA,NA,20731,NA,"FedExCupSeasonPoints",2008
138,138,"Chris DiMarco",22,1871,NA,NA,20824,NA,"FedExCupSeasonPoints",2008
139,139,"Jesper Parnevik",20,1818,NA,NA,20877,NA,"FedExCupSeasonPoints",2008
140,140,"Roland Thatcher",15,1777,NA,2,20918,NA,"FedExCupSeasonPoints",2008
141,141,"Justin Bolli",20,1769,NA,1,20926,NA,"FedExCupSeasonPoints",2008
142,142,"Jeff Overton",24,1754,NA,1,20941,NA,"FedExCupSeasonPoints",2008
143,143,"Glen Day",14,1727,NA,1,20968,NA,"FedExCupSeasonPoints",2008
144,144,"Lee Janzen",20,1721,NA,1,20974,NA,"FedExCupSeasonPoints",2008
145,145,"YE Yang",22,1701,NA,1,20994,NA,"FedExCupSeasonPoints",2008
146,146,"Gavin Coles",13,1699,NA,1,20996,NA,"FedExCupSeasonPoints",2008
147,147,"Tag Ridings",22,1679,NA,1,21016,NA,"FedExCupSeasonPoints",2008
148,148,"Todd Hamilton",23,1648,NA,NA,21047,NA,"FedExCupSeasonPoints",2008
149,149,"Brett Rumford",19,1624,NA,1,21071,NA,"FedExCupSeasonPoints",2008
150,150,"Marco Dawson",17,1622,NA,2,21073,NA,"FedExCupSeasonPoints",2008
151,151,"Kevin Stadler",23,1622,NA,1,21073,NA,"FedExCupSeasonPoints",2008
152,152,"Craig Kanada",17,1604,NA,NA,21091,NA,"FedExCupSeasonPoints",2008
153,153,"Greg Norman",4,1595,NA,1,21100,NA,"FedExCupSeasonPoints",2008
154,154,"Davis Love III",17,1512,NA,NA,21183,NA,"FedExCupSeasonPoints",2008
155,155,"John Huston",14,1488,NA,NA,21207,NA,"FedExCupSeasonPoints",2008
156,156,"Robert Garrigus",22,1468,NA,NA,21227,NA,"FedExCupSeasonPoints",2008
157,157,"Scott Sterling",21,1467,NA,NA,21228,NA,"FedExCupSeasonPoints",2008
158,158,"Ryan Armour",25,1427,NA,NA,21268,NA,"FedExCupSeasonPoints",2008
159,159,"Carlos Franco",19,1372,NA,NA,21323,NA,"FedExCupSeasonPoints",2008
160,160,"Nick Flanagan",22,1316,NA,1,21379,NA,"FedExCupSeasonPoints",2008
161,161,"Jeff Gove",14,1308,NA,1,21387,NA,"FedExCupSeasonPoints",2008
162,162,"Will Ma Kenzie",16,1289,NA,1,21406,NA,"FedExCupSeasonPoints",2008
163,163,"Jeff Maggert",21,1287,NA,NA,21408,NA,"FedExCupSeasonPoints",2008
164,164,"Chris Riley",13,1277,NA,1,21418,NA,"FedExCupSeasonPoints",2008
165,165,"JP Hayes",20,1275,NA,1,21420,NA,"FedExCupSeasonPoints",2008
166,166,"Cameron Beckman",22,1262,NA,NA,21433,NA,"FedExCupSeasonPoints",2008
167,167,"Mark Hensby",19,1261,NA,1,21434,NA,"FedExCupSeasonPoints",2008
168,168,"Marc Turnesa",23,1174,NA,NA,21521,NA,"FedExCupSeasonPoints",2008
169,169,"Bob Heintz",12,1164,NA,NA,21531,NA,"FedExCupSeasonPoints",2008
170,170,"Omar Uresti",17,1154,NA,NA,21541,NA,"FedExCupSeasonPoints",2008
171,171,"Doug LaBelle II",17,1102,NA,1,21593,NA,"FedExCupSeasonPoints",2008
172,172,"Jason Dufner",12,1082,NA,NA,21613,NA,"FedExCupSeasonPoints",2008
173,173,"Jin Park",23,1047,NA,NA,21648,NA,"FedExCupSeasonPoints",2008
174,174,"Harrison Frazar",17,1043,NA,1,21652,NA,"FedExCupSeasonPoints",2008
175,175,"Fred Funk",13,1038,NA,1,21657,NA,"FedExCupSeasonPoints",2008
176,176,"Jose Coceres",13,1008,NA,NA,21687,NA,"FedExCupSeasonPoints",2008
177,177,"Kenneth Ferrie",19,1000,NA,NA,21695,NA,"FedExCupSeasonPoints",2008
178,178,"John Riegger",17,993,NA,NA,21702,NA,"FedExCupSeasonPoints",2008
179,179,"Brenden Pappas",17,962,NA,1,21733,NA,"FedExCupSeasonPoints",2008
180,180,"Ted Purdy",19,962,NA,1,21733,NA,"FedExCupSeasonPoints",2008
181,181,"Kent Jones",16,957,NA,NA,21738,NA,"FedExCupSeasonPoints",2008
182,182,"Billy Andrade",20,949,NA,NA,21746,NA,"FedExCupSeasonPoints",2008
183,183,"Brandt Jobe",17,940,NA,NA,21755,NA,"FedExCupSeasonPoints",2008
184,184,"Bob Sowards",15,920,NA,1,21775,NA,"FedExCupSeasonPoints",2008
185,185,"Brian Bateman",17,832,NA,NA,21863,NA,"FedExCupSeasonPoints",2008
186,186,"Arron Oberholser",8,775,NA,NA,21920,NA,"FedExCupSeasonPoints",2008
187,187,"Garrett Willis",10,766,NA,NA,21929,NA,"FedExCupSeasonPoints",2008
188,188,"Robert Gamez",20,749,NA,NA,21946,NA,"FedExCupSeasonPoints",2008
189,189,"Shigeki Maruyama",18,721,NA,NA,21974,NA,"FedExCupSeasonPoints",2008
190,190,"Mathias Gronberg",23,715,NA,NA,21980,NA,"FedExCupSeasonPoints",2008
191,191,"Larry Mize",15,704,NA,1,21991,NA,"FedExCupSeasonPoints",2008
192,192,"Jimmy Walker",17,703,NA,NA,21992,NA,"FedExCupSeasonPoints",2008
193,193,"Brent Geiberger",11,694,NA,1,22001,NA,"FedExCupSeasonPoints",2008
194,194,"Andrew Buckle",12,693,NA,NA,22002,NA,"FedExCupSeasonPoints",2008
195,195,"Stephen Leaney",17,678,NA,NA,22017,NA,"FedExCupSeasonPoints",2008
196,196,"Shaun Micheel",16,641,NA,NA,22054,NA,"FedExCupSeasonPoints",2008
197,197,"Chad Collins",17,632,NA,NA,22063,NA,"FedExCupSeasonPoints",2008
198,198,"Dan Forsman",10,623,NA,NA,22072,NA,"FedExCupSeasonPoints",2008
199,199,"Steve Allan",16,595,NA,1,22100,NA,"FedExCupSeasonPoints",2008
200,200,"Craig Barlow",15,567,NA,NA,22128,NA,"FedExCupSeasonPoints",2008
201,201,"David Lutterus",16,566,NA,NA,22129,NA,"FedExCupSeasonPoints",2008
202,202,"Todd Demsey",18,551,NA,NA,22144,NA,"FedExCupSeasonPoints",2008
204,204,"Olin Browne",23,515,NA,NA,22180,NA,"FedExCupSeasonPoints",2008
205,205,"Chris Stroud",22,499,NA,NA,22196,NA,"FedExCupSeasonPoints",2008
206,206,"Alejandro Canizares",11,497,NA,NA,22198,NA,"FedExCupSeasonPoints",2008
207,207,"Paul Stankowski",12,488,NA,NA,22207,NA,"FedExCupSeasonPoints",2008
208,208,"Jim McGovern",19,488,NA,NA,22207,NA,"FedExCupSeasonPoints",2008
209,209,"Kyle Thompson",19,461,NA,NA,22234,NA,"FedExCupSeasonPoints",2008
210,210,"Bob May",4,450,NA,NA,22245,NA,"FedExCupSeasonPoints",2008
211,211,"Bernhard Langer",2,426,NA,NA,22269,NA,"FedExCupSeasonPoints",2008
212,212,"Paul Claxton",16,420,NA,NA,22275,NA,"FedExCupSeasonPoints",2008
213,213,"Brett Wetterich",11,417,NA,NA,22278,NA,"FedExCupSeasonPoints",2008
214,214,"Daisuke Maruyama",4,417,NA,NA,22278,NA,"FedExCupSeasonPoints",2008
215,215,"Mark Brooks",16,410,NA,NA,22285,NA,"FedExCupSeasonPoints",2008
216,216,"Robert Damron",8,365,NA,NA,22330,NA,"FedExCupSeasonPoints",2008
217,217,"Tom Byrum",11,343,NA,NA,22352,NA,"FedExCupSeasonPoints",2008
218,218,"Dicky Pride",11,322,NA,NA,22373,NA,"FedExCupSeasonPoints",2008
219,219,"Michael Bradley",9,321,NA,NA,22374,NA,"FedExCupSeasonPoints",2008
220,220,"Jason Allred",16,286,NA,NA,22409,NA,"FedExCupSeasonPoints",2008
221,221,"Ian Leggatt",5,269,NA,NA,22426,NA,"FedExCupSeasonPoints",2008
222,222,"Tom Scherrer",14,267,NA,NA,22428,NA,"FedExCupSeasonPoints",2008
223,223,"Michael Sim",5,256,NA,NA,22439,NA,"FedExCupSeasonPoints",2008
224,224,"Jose Maria Olazabal",4,235,NA,NA,22460,NA,"FedExCupSeasonPoints",2008
225,225,"Neal Lancaster",8,227,NA,NA,22468,NA,"FedExCupSeasonPoints",2008
226,226,"Cody Freeman",19,214,NA,NA,22481,NA,"FedExCupSeasonPoints",2008
227,227,"Brad Elder",16,212,NA,NA,22483,NA,"FedExCupSeasonPoints",2008
228,228,"Jay Delsing",7,200,NA,NA,22495,NA,"FedExCupSeasonPoints",2008
229,229,"Paul Azinger",8,190,NA,NA,22505,NA,"FedExCupSeasonPoints",2008
230,230,"John Daly",15,182,NA,NA,22513,NA,"FedExCupSeasonPoints",2008
231,231,"Jonathan Kaye",8,177,NA,NA,22518,NA,"FedExCupSeasonPoints",2008
232,232,"Travis Perkins",17,152,NA,NA,22543,NA,"FedExCupSeasonPoints",2008
233,233,"Craig Parry",4,152,NA,NA,22543,NA,"FedExCupSeasonPoints",2008
234,234,"David Duval",15,149,NA,NA,22546,NA,"FedExCupSeasonPoints",2008
235,235,"Ron Whittaker",16,140,NA,NA,22555,NA,"FedExCupSeasonPoints",2008
236,236,"Tommy Gainey",18,119,NA,NA,22576,NA,"FedExCupSeasonPoints",2008
237,237,"Len Mattiace",10,116,NA,NA,22579,NA,"FedExCupSeasonPoints",2008
238,238,"JL Lewis",14,114,NA,NA,22581,NA,"FedExCupSeasonPoints",2008
239,239,"John Morse",6,103,NA,NA,22592,NA,"FedExCupSeasonPoints",2008
240,240,"Sandy Lyle",2,91,NA,NA,22604,NA,"FedExCupSeasonPoints",2008
241,241,"Kirk Triplett",4,87,NA,NA,22608,NA,"FedExCupSeasonPoints",2008
242,242,"Notah Begay III",6,82,NA,NA,22613,NA,"FedExCupSeasonPoints",2008
243,243,"Chris Smith",5,81,NA,NA,22614,NA,"FedExCupSeasonPoints",2008
244,244,"Joey Sindelar",4,80,NA,NA,22615,NA,"FedExCupSeasonPoints",2008
245,245,"David Frost",3,64,NA,NA,22631,NA,"FedExCupSeasonPoints",2008
246,246,"Guy Boros",5,57,NA,NA,22638,NA,"FedExCupSeasonPoints",2008
247,247,"Gabriel Hjertstedt",3,52,NA,NA,22643,NA,"FedExCupSeasonPoints",2008
247,247,"Andrew Magee",3,52,NA,NA,22643,NA,"FedExCupSeasonPoints",2008
247,247,"Grant Waite",5,52,NA,NA,22643,NA,"FedExCupSeasonPoints",2008
250,250,"Mark OMeara",5,52,NA,NA,22643,NA,"FedExCupSeasonPoints",2008
251,251,"Scott Hoch",1,52,NA,NA,22643,NA,"FedExCupSeasonPoints",2008
252,252,"Fulton Allem",1,47,NA,NA,22648,NA,"FedExCupSeasonPoints",2008
253,253,"Ronnie Black",2,44,NA,NA,22651,NA,"FedExCupSeasonPoints",2008
254,254,"Nick Price",1,43,NA,NA,22652,NA,"FedExCupSeasonPoints",2008
255,255,"Skip Kendall",6,28,NA,NA,22667,NA,"FedExCupSeasonPoints",2008
256,256,"Dennis Paulson",1,27,NA,NA,22668,NA,"FedExCupSeasonPoints",2008
256,256,"Ted Schulz",1,27,NA,NA,22668,NA,"FedExCupSeasonPoints",2008
258,258,"Duffy Waldorf",4,26,NA,NA,22669,NA,"FedExCupSeasonPoints",2008
259,259,"Spike McRoy",3,26,NA,NA,22669,NA,"FedExCupSeasonPoints",2008
260,260,"Rick Fehr",1,25,NA,NA,22670,NA,"FedExCupSeasonPoints",2008
261,261,"Bob Burns",6,24,NA,NA,22671,NA,"FedExCupSeasonPoints",2008
262,262,"Jim Gallagher Jr",6,24,NA,NA,22671,NA,"FedExCupSeasonPoints",2008
