"MissedFairwayPercentOther_RANKTHISWEEK_2008","MissedFairwayPercentOther_RANKLASTWEEK_2008","MissedFairwayPercentOther_PLAYERNAME_2008","MissedFairwayPercentOther_ROUNDS_2008","MissedFairwayPercentOther_Pct_2008","MissedFairwayPercentOther_TOTALMISSED_2008","MissedFairwayPercentOther_TOTALFWYS_2008","MissedFairwayPercentOther_RELATIVETOPAR_2008","stat_name","year"
124,124,"Trevor Immelman",70,2.42,18,744,0.61,"MissedFairwayPercentOther",2008
125,125,"Tommy Armour III",77,2.43,22,907,1.14,"MissedFairwayPercentOther",2008
125,125,"Lee Janzen",89,2.43,25,1027,0.6,"MissedFairwayPercentOther",2008
125,125,"George McNeill",97,2.43,30,1237,0.57,"MissedFairwayPercentOther",2008
128,128,"Stewart Cink",87,2.44,21,861,0.57,"MissedFairwayPercentOther",2008
128,128,"Fred Couples",60,2.44,17,696,0.88,"MissedFairwayPercentOther",2008
128,128,"Jon Mills",95,2.44,26,1066,0.65,"MissedFairwayPercentOther",2008
131,131,"Kevin Streelman",114,2.46,33,1339,0.48,"MissedFairwayPercentOther",2008
132,132,"Mathew Goggin",91,2.47,28,1132,0.57,"MissedFairwayPercentOther",2008
132,132,"Brandt Snedeker",85,2.47,23,930,0.57,"MissedFairwayPercentOther",2008
134,134,"Bill Haas",99,2.5,31,1239,0.55,"MissedFairwayPercentOther",2008
135,135,"Dean Wilson",109,2.51,32,1275,0.72,"MissedFairwayPercentOther",2008
136,136,"Steve Stricker",75,2.52,20,793,0.4,"MissedFairwayPercentOther",2008
137,137,"Anthony Kim",81,2.55,23,902,0.39,"MissedFairwayPercentOther",2008
137,137,"Chris Riley",51,2.55,14,550,0.43,"MissedFairwayPercentOther",2008
139,139,"Davis Love III",78,2.57,23,896,0.3,"MissedFairwayPercentOther",2008
140,140,"Jason Day",81,2.58,27,1048,0.26,"MissedFairwayPercentOther",2008
140,140,"Jeff Quinney",87,2.58,26,1007,0.85,"MissedFairwayPercentOther",2008
142,142,"Steve Flesch",95,2.61,29,1113,0.52,"MissedFairwayPercentOther",2008
143,143,"Camilo Villegas",79,2.63,23,875,0.43,"MissedFairwayPercentOther",2008
144,144,"Michael Letzig",88,2.64,27,1023,0.15,"MissedFairwayPercentOther",2008
145,145,"Sean OHair",81,2.67,25,938,0.28,"MissedFairwayPercentOther",2008
146,146,"Brad Adamonis",87,2.69,28,1040,0.57,"MissedFairwayPercentOther",2008
146,146,"Ken Duke",116,2.69,39,1452,0.51,"MissedFairwayPercentOther",2008
148,148,"Vaughn Taylor",103,2.7,35,1295,0.74,"MissedFairwayPercentOther",2008
149,149,"Nathan Green",95,2.72,34,1250,0.85,"MissedFairwayPercentOther",2008
150,150,"Stephen Leaney",53,2.73,17,623,0.71,"MissedFairwayPercentOther",2008
151,151,"Marco Dawson",64,2.74,20,730,0.85,"MissedFairwayPercentOther",2008
152,152,"Martin Laird",98,2.75,32,1164,0.63,"MissedFairwayPercentOther",2008
153,153,"Retief Goosen",59,2.76,16,580,0.75,"MissedFairwayPercentOther",2008
153,153,"Mathias Gronberg",87,2.76,30,1086,0.73,"MissedFairwayPercentOther",2008
153,153,"JP Hayes",67,2.76,24,869,0.92,"MissedFairwayPercentOther",2008
156,156,"Shigeki Maruyama",50,2.8,16,572,0.75,"MissedFairwayPercentOther",2008
157,157,"Dudley Hart",74,2.81,26,926,0.81,"MissedFairwayPercentOther",2008
158,158,"Steve Lowery",74,2.82,26,921,0.27,"MissedFairwayPercentOther",2008
158,158,"YE Yang",89,2.82,31,1098,1.19,"MissedFairwayPercentOther",2008
160,160,"Ernie Els",51,2.84,14,493,0.29,"MissedFairwayPercentOther",2008
161,161,"Aaron Baddeley",76,2.87,24,835,0.5,"MissedFairwayPercentOther",2008
162,162,"Brett Quigley",80,2.89,29,1002,0.66,"MissedFairwayPercentOther",2008
163,163,"Ryan Palmer",69,2.9,24,827,0.42,"MissedFairwayPercentOther",2008
164,164,"Charley Hoffman",94,2.94,35,1190,0.43,"MissedFairwayPercentOther",2008
165,165,"Harrison Frazar",73,2.96,25,846,1,"MissedFairwayPercentOther",2008
166,166,"Johnson Wagner",83,2.99,28,937,0.71,"MissedFairwayPercentOther",2008
167,167,"Brenden Pappas",66,3.05,23,753,0.7,"MissedFairwayPercentOther",2008
168,168,"Ted Purdy",68,3.07,25,815,0.76,"MissedFairwayPercentOther",2008
169,169,"Charles Howell III",101,3.1,37,1194,0.41,"MissedFairwayPercentOther",2008
170,170,"Nick Watney",96,3.18,37,1162,0.51,"MissedFairwayPercentOther",2008
171,171,"JB Holmes",86,3.22,30,933,0.3,"MissedFairwayPercentOther",2008
172,172,"Jim McGovern",75,3.24,28,865,0.89,"MissedFairwayPercentOther",2008
173,173,"Troy Matteson",94,3.28,40,1218,0.53,"MissedFairwayPercentOther",2008
174,174,"David Lutterus",59,3.33,23,691,0.78,"MissedFairwayPercentOther",2008
175,175,"Daniel Chopra",84,3.41,32,939,0.44,"MissedFairwayPercentOther",2008
176,176,"Brandt Jobe",52,3.55,23,647,0.57,"MissedFairwayPercentOther",2008
177,177,"Jimmy Walker",73,3.61,30,830,0.73,"MissedFairwayPercentOther",2008
178,178,"Mark Hensby",71,3.64,32,879,1.03,"MissedFairwayPercentOther",2008
179,179,"Billy Andrade",71,3.66,31,846,0.61,"MissedFairwayPercentOther",2008
179,179,"Brett Rumford",72,3.66,30,820,1,"MissedFairwayPercentOther",2008
181,181,"Kyle Thompson",70,3.7,29,784,0.9,"MissedFairwayPercentOther",2008
182,182,"Jason Allred",63,3.71,25,674,0.24,"MissedFairwayPercentOther",2008
182,182,"Eric Axley",113,3.71,49,1320,0.41,"MissedFairwayPercentOther",2008
184,184,"Steve Allan",58,3.82,25,654,0.64,"MissedFairwayPercentOther",2008
185,185,"Jeff Overton",103,3.84,48,1249,0.48,"MissedFairwayPercentOther",2008
186,186,"Matt Jones",95,3.87,44,1137,0.64,"MissedFairwayPercentOther",2008
187,187,"Angel Cabrera",55,3.93,21,535,0.52,"MissedFairwayPercentOther",2008
187,187,"David Duval",51,3.93,21,535,1.1,"MissedFairwayPercentOther",2008
189,189,"Adam Scott",51,4.16,20,481,0.2,"MissedFairwayPercentOther",2008
191,191,"James Driscoll",85,4.24,44,1038,0.61,"MissedFairwayPercentOther",2008
192,192,"Tag Ridings",88,4.26,47,1103,0.7,"MissedFairwayPercentOther",2008
193,193,"Andres Romero",69,4.3,29,675,0.52,"MissedFairwayPercentOther",2008
194,194,"Bubba Watson",97,4.55,50,1099,0.4,"MissedFairwayPercentOther",2008
195,195,"Travis Perkins",53,4.76,26,546,1,"MissedFairwayPercentOther",2008
196,196,"Robert Garrigus",90,4.89,57,1166,0.63,"MissedFairwayPercentOther",2008
197,197,"Dustin Johnson",92,4.93,54,1095,0.59,"MissedFairwayPercentOther",2008
