"BogeyAverage_RANKTHISWEEK_2009","BogeyAverage_RANKLASTWEEK_2009","BogeyAverage_PLAYERNAME_2009","BogeyAverage_EVENTS_2009","BogeyAverage_AVERAGEBOGEYSPERROUND_2009","BogeyAverage_TOTALBOGEYS_2009","BogeyAverage_ROUNDSPLAYED_2009","stat_name","year"
77,77,"Kevin Sutherland",27,2.64,251,95,"BogeyAverage",2009
86,86,"Harrison Frazar",28,2.65,246,93,"BogeyAverage",2009
86,86,"Lucas Glover",26,2.65,246,93,"BogeyAverage",2009
86,86,"Freddie Jacobson",25,2.65,220,83,"BogeyAverage",2009
86,86,"Michael Letzig",28,2.65,254,96,"BogeyAverage",2009
90,90,"Brad Adamonis",25,2.66,186,70,"BogeyAverage",2009
90,90,"Rich Beem",26,2.66,205,77,"BogeyAverage",2009
90,90,"Charles Howell III",29,2.66,263,99,"BogeyAverage",2009
90,90,"George McNeill",26,2.66,218,82,"BogeyAverage",2009
90,90,"Vaughn Taylor",28,2.66,234,88,"BogeyAverage",2009
90,90,"Matt Weibring",22,2.66,173,65,"BogeyAverage",2009
96,96,"Glen Day",26,2.67,211,79,"BogeyAverage",2009
96,96,"Phil Mickelson",18,2.67,168,63,"BogeyAverage",2009
98,98,"Johnson Wagner",26,2.68,217,81,"BogeyAverage",2009
99,99,"Scott Piercy",28,2.69,229,85,"BogeyAverage",2009
100,100,"John Merrick",28,2.7,246,91,"BogeyAverage",2009
101,101,"Kris Blanks",20,2.72,163,60,"BogeyAverage",2009
101,101,"Chris Stroud",28,2.72,239,88,"BogeyAverage",2009
103,103,"Brian Davis",32,2.73,281,103,"BogeyAverage",2009
104,104,"Michael Allen",22,2.74,200,73,"BogeyAverage",2009
104,104,"Jason Bohn",25,2.74,241,88,"BogeyAverage",2009
104,104,"Alex Cejka",25,2.74,225,82,"BogeyAverage",2009
104,104,"Stewart Cink",22,2.74,200,73,"BogeyAverage",2009
104,104,"Nathan Green",30,2.74,285,104,"BogeyAverage",2009
104,104,"David Mathis",27,2.74,225,82,"BogeyAverage",2009
104,104,"Justin Rose",22,2.74,192,70,"BogeyAverage",2009
111,111,"KJ Choi",22,2.75,176,64,"BogeyAverage",2009
111,111,"Marc Leishman",28,2.75,250,91,"BogeyAverage",2009
111,111,"Sean OHair",23,2.75,209,76,"BogeyAverage",2009
111,111,"Corey Pavin",23,2.75,201,73,"BogeyAverage",2009
111,111,"Nicholas Thompson",31,2.75,264,96,"BogeyAverage",2009
116,116,"Stephen Ames",23,2.76,207,75,"BogeyAverage",2009
116,116,"Bart Bryant",17,2.76,160,58,"BogeyAverage",2009
116,116,"Anthony Kim",22,2.76,204,74,"BogeyAverage",2009
116,116,"Steve Lowery",27,2.76,229,83,"BogeyAverage",2009
116,116,"Joe Ogilvie",29,2.76,235,85,"BogeyAverage",2009
116,116,"Pat Perez",22,2.76,199,72,"BogeyAverage",2009
116,116,"DA Points",29,2.76,273,99,"BogeyAverage",2009
116,116,"Tag Ridings",16,2.76,138,50,"BogeyAverage",2009
124,124,"Todd Hamilton",29,2.77,230,83,"BogeyAverage",2009
124,124,"Tim Herron",27,2.77,241,87,"BogeyAverage",2009
124,124,"Lee Janzen",23,2.77,205,74,"BogeyAverage",2009
124,124,"John Mallinger",27,2.77,249,90,"BogeyAverage",2009
128,128,"Kent Jones",24,2.78,203,73,"BogeyAverage",2009
128,128,"James Nitties",27,2.78,239,86,"BogeyAverage",2009
128,128,"Rick Price",21,2.78,150,54,"BogeyAverage",2009
131,131,"Ryuji Imada",25,2.79,237,85,"BogeyAverage",2009
132,132,"Davis Love III",27,2.8,244,87,"BogeyAverage",2009
132,132,"John Rollins",27,2.8,258,92,"BogeyAverage",2009
134,134,"Colt Knost",24,2.82,200,71,"BogeyAverage",2009
134,134,"Ryan Palmer",26,2.82,220,78,"BogeyAverage",2009
136,136,"Aaron Baddeley",23,2.83,184,65,"BogeyAverage",2009
136,136,"Ted Purdy",30,2.83,286,101,"BogeyAverage",2009
136,136,"Rory Sabbatini",25,2.83,226,80,"BogeyAverage",2009
136,136,"Dean Wilson",29,2.83,229,81,"BogeyAverage",2009
140,140,"Joe Durant",20,2.84,176,62,"BogeyAverage",2009
140,140,"Mathew Goggin",26,2.84,210,74,"BogeyAverage",2009
140,140,"Camilo Villegas",21,2.84,207,73,"BogeyAverage",2009
143,143,"Daniel Chopra",28,2.85,254,89,"BogeyAverage",2009
144,144,"Robert Allenby",21,2.86,200,70,"BogeyAverage",2009
144,144,"Retief Goosen",20,2.86,209,73,"BogeyAverage",2009
146,146,"Mark Calcavecchia",23,2.88,207,72,"BogeyAverage",2009
146,146,"Will Ma Kenzie",24,2.88,199,69,"BogeyAverage",2009
146,146,"Kevin Streelman",29,2.88,279,97,"BogeyAverage",2009
146,146,"Brian Vranesh",20,2.88,147,51,"BogeyAverage",2009
150,150,"Brian Bateman",25,2.89,159,55,"BogeyAverage",2009
151,151,"Ken Duke",29,2.9,252,87,"BogeyAverage",2009
152,152,"Angel Cabrera",17,2.91,157,54,"BogeyAverage",2009
152,152,"Brendon de Jonge",29,2.91,262,90,"BogeyAverage",2009
154,154,"Cliff Kresge",28,2.95,230,78,"BogeyAverage",2009
154,154,"Jeff Overton",28,2.95,271,92,"BogeyAverage",2009
154,154,"Boo Weekley",22,2.95,227,77,"BogeyAverage",2009
157,157,"Jason Gore",24,2.96,219,74,"BogeyAverage",2009
158,158,"Fred Couples",16,2.98,161,54,"BogeyAverage",2009
159,159,"Vijay Singh",21,3,207,69,"BogeyAverage",2009
160,160,"Billy Mayfair",28,3.02,251,83,"BogeyAverage",2009
161,161,"Martin Laird",24,3.03,218,72,"BogeyAverage",2009
162,162,"Peter Lonard",30,3.05,262,86,"BogeyAverage",2009
163,163,"Paul Goydos",25,3.06,242,79,"BogeyAverage",2009
163,163,"Parker McLachlin",25,3.06,217,71,"BogeyAverage",2009
165,165,"Ricky Barnes",23,3.07,206,67,"BogeyAverage",2009
165,165,"Matt Bettencourt",31,3.07,301,98,"BogeyAverage",2009
165,165,"David Duval",22,3.07,172,56,"BogeyAverage",2009
165,165,"Carl Pettersson",29,3.07,264,86,"BogeyAverage",2009
165,165,"Bubba Watson",24,3.07,224,73,"BogeyAverage",2009
170,170,"Greg Kraft",21,3.08,157,51,"BogeyAverage",2009
171,171,"Rocco Mediate",22,3.09,244,79,"BogeyAverage",2009
172,172,"Darron Stiles",20,3.1,161,52,"BogeyAverage",2009
173,173,"Stuart Appleby",25,3.13,244,78,"BogeyAverage",2009
174,174,"Andres Romero",20,3.14,179,57,"BogeyAverage",2009
175,175,"Adam Scott",19,3.21,167,52,"BogeyAverage",2009
176,176,"Peter Tomasulo",25,3.23,197,61,"BogeyAverage",2009
177,177,"Leif Olson",21,3.29,168,51,"BogeyAverage",2009
177,177,"Marc Turnesa",30,3.29,253,77,"BogeyAverage",2009
179,179,"Eric Axley",30,3.34,237,71,"BogeyAverage",2009
180,180,"Brendon Todd",21,3.42,181,53,"BogeyAverage",2009
181,181,"Derek Fathauer",25,3.44,217,63,"BogeyAverage",2009
182,182,"Brad Faxon",23,3.49,206,59,"BogeyAverage",2009
183,183,"JB Holmes",25,3.54,262,74,"BogeyAverage",2009
184,184,"Gary Woodland",18,3.55,188,53,"BogeyAverage",2009
