"OnePuttPercentageRound1_RANKTHISWEEK_2010","OnePuttPercentageRound1_RANKLASTWEEK_2010","OnePuttPercentageRound1_PLAYERNAME_2010","OnePuttPercentageRound1_ROUNDS_2010","OnePuttPercentageRound1_Pct_2010","OnePuttPercentageRound1_OF1PUTTS_2010","OnePuttPercentageRound1_OFHOLES_2010","stat_name","year"
112,112,"Phil Mickelson",76,35.56,128,360,"OnePuttPercentageRound1",2010
112,112,"Heath Slocum",97,35.56,160,450,"OnePuttPercentageRound1",2010
115,115,"John Mallinger",78,35.52,179,504,"OnePuttPercentageRound1",2010
116,116,"Skip Kendall",58,35.49,115,324,"OnePuttPercentageRound1",2010
117,117,"Tim Herron",79,35.42,153,432,"OnePuttPercentageRound1",2010
117,117,"Davis Love III",79,35.42,153,432,"OnePuttPercentageRound1",2010
117,117,"Sean OHair",84,35.42,153,432,"OnePuttPercentageRound1",2010
117,117,"Joe Ogilvie",99,35.42,204,576,"OnePuttPercentageRound1",2010
121,121,"Mathias Gronberg",61,35.35,140,396,"OnePuttPercentageRound1",2010
122,122,"Brendon de Jonge",114,35.24,203,576,"OnePuttPercentageRound1",2010
123,123,"Vijay Singh",75,35.1,139,396,"OnePuttPercentageRound1",2010
124,124,"Kevin Johnson",62,35.04,164,468,"OnePuttPercentageRound1",2010
124,124,"Rod Pampling",77,35.04,164,468,"OnePuttPercentageRound1",2010
126,126,"Ben Curtis",78,34.95,151,432,"OnePuttPercentageRound1",2010
127,127,"Brian Stuard",81,34.92,176,504,"OnePuttPercentageRound1",2010
128,128,"Dean Wilson",54,34.88,113,324,"OnePuttPercentageRound1",2010
129,129,"Nicholas Thompson",88,34.87,182,522,"OnePuttPercentageRound1",2010
130,130,"Ernie Els",72,34.8,119,342,"OnePuttPercentageRound1",2010
131,131,"Johnson Wagner",85,34.72,175,504,"OnePuttPercentageRound1",2010
132,132,"Stewart Cink",84,34.6,137,396,"OnePuttPercentageRound1",2010
133,133,"Alex Prugh",88,34.52,174,504,"OnePuttPercentageRound1",2010
134,134,"Trevor Immelman",55,34.5,118,342,"OnePuttPercentageRound1",2010
135,135,"Steve Lowery",67,34.44,155,450,"OnePuttPercentageRound1",2010
136,136,"Josh Teater",101,34.41,192,558,"OnePuttPercentageRound1",2010
137,137,"Mark Calcavecchia",50,34.38,99,288,"OnePuttPercentageRound1",2010
138,138,"JP Hayes",79,34.22,154,450,"OnePuttPercentageRound1",2010
139,139,"Jerod Turner",54,34.17,123,360,"OnePuttPercentageRound1",2010
140,140,"JJ Henry",92,34.16,166,486,"OnePuttPercentageRound1",2010
141,141,"Graham DeLaet",88,34.13,172,504,"OnePuttPercentageRound1",2010
141,141,"Shaun Micheel",70,34.13,129,378,"OnePuttPercentageRound1",2010
143,143,"Nick Watney",91,34.06,141,414,"OnePuttPercentageRound1",2010
144,144,"Michael Bradley",77,34.03,147,432,"OnePuttPercentageRound1",2010
145,145,"Jeff Maggert",76,33.93,171,504,"OnePuttPercentageRound1",2010
146,146,"Greg Kraft",52,33.86,128,378,"OnePuttPercentageRound1",2010
147,147,"Tom Pernice Jr",74,33.84,134,396,"OnePuttPercentageRound1",2010
148,148,"Chris Wilson",65,33.76,158,468,"OnePuttPercentageRound1",2010
149,149,"Bill Lunde",79,33.73,170,504,"OnePuttPercentageRound1",2010
150,150,"DA Points",90,33.72,176,522,"OnePuttPercentageRound1",2010
151,151,"Spencer Levin",110,33.69,188,558,"OnePuttPercentageRound1",2010
152,152,"Jarrod Lyle",54,33.64,109,324,"OnePuttPercentageRound1",2010
153,153,"Kenny Perry",69,33.63,115,342,"OnePuttPercentageRound1",2010
154,154,"Chad Campbell",95,33.54,163,486,"OnePuttPercentageRound1",2010
155,155,"John Daly",63,33.33,120,360,"OnePuttPercentageRound1",2010
155,155,"Chris Stroud",90,33.33,162,486,"OnePuttPercentageRound1",2010
155,155,"Jay Williamson",76,33.33,144,432,"OnePuttPercentageRound1",2010
158,158,"Briny Baird",87,33.13,167,504,"OnePuttPercentageRound1",2010
159,159,"David Lutterus",69,33.11,149,450,"OnePuttPercentageRound1",2010
160,160,"Andrew McLardy",52,33.07,125,378,"OnePuttPercentageRound1",2010
161,161,"Brett Quigley",96,32.95,172,522,"OnePuttPercentageRound1",2010
162,162,"Kevin Streelman",90,32.94,166,504,"OnePuttPercentageRound1",2010
163,163,"Mark Wilson",87,32.74,165,504,"OnePuttPercentageRound1",2010
164,164,"Jerry Kelly",99,32.57,170,522,"OnePuttPercentageRound1",2010
165,165,"Omar Uresti",74,32.51,158,486,"OnePuttPercentageRound1",2010
166,166,"Joe Durant",67,32.46,111,342,"OnePuttPercentageRound1",2010
167,167,"Chris Riley",73,32.41,140,432,"OnePuttPercentageRound1",2010
168,168,"Brenden Pappas",66,32.18,139,432,"OnePuttPercentageRound1",2010
169,169,"Justin Bolli",55,32.13,133,414,"OnePuttPercentageRound1",2010
170,170,"Brent Delahoussaye",57,32.01,121,378,"OnePuttPercentageRound1",2010
171,171,"Rocco Mediate",71,32,144,450,"OnePuttPercentageRound1",2010
172,172,"Craig Bowden",56,31.94,115,360,"OnePuttPercentageRound1",2010
173,173,"Boo Weekley",88,31.89,155,486,"OnePuttPercentageRound1",2010
174,174,"Paul Stankowski",62,31.79,103,324,"OnePuttPercentageRound1",2010
175,175,"Alex Cejka",81,31.75,160,504,"OnePuttPercentageRound1",2010
175,175,"Mathew Goggin",85,31.75,160,504,"OnePuttPercentageRound1",2010
177,177,"Kevin Sutherland",86,31.56,142,450,"OnePuttPercentageRound1",2010
178,178,"John Senden",103,31.3,169,540,"OnePuttPercentageRound1",2010
179,179,"Cameron Percy",73,31.11,140,450,"OnePuttPercentageRound1",2010
180,180,"John Merrick",109,31,173,558,"OnePuttPercentageRound1",2010
181,181,"Richard Johnson",90,30.86,150,486,"OnePuttPercentageRound1",2010
182,182,"Robert Garrigus",71,30.56,121,396,"OnePuttPercentageRound1",2010
183,183,"Garth Mulroy",53,30.41,104,342,"OnePuttPercentageRound1",2010
184,184,"Henrik Bjornstad",72,30.13,141,468,"OnePuttPercentageRound1",2010
185,185,"Troy Matteson",84,29.96,151,504,"OnePuttPercentageRound1",2010
186,186,"Charles Warren",64,29.1,110,378,"OnePuttPercentageRound1",2010
187,187,"Kris Blanks",91,29.07,157,540,"OnePuttPercentageRound1",2010
188,188,"Cameron Tringale",55,28.79,114,396,"OnePuttPercentageRound1",2010
189,189,"Roger Tambellini",77,28.42,133,468,"OnePuttPercentageRound1",2010
190,190,"Cliff Kresge",50,28.1,86,306,"OnePuttPercentageRound1",2010
191,191,"Billy Mayfair",78,27.78,130,468,"OnePuttPercentageRound1",2010
192,192,"Jeff Gove",57,27.02,107,396,"OnePuttPercentageRound1",2010
