"BirdieorBetterPercentage_RANKTHISWEEK_2016","BirdieorBetterPercentage_RANKLASTWEEK_2016","BirdieorBetterPercentage_PLAYERNAME_2016","BirdieorBetterPercentage_ROUNDS_2016","BirdieorBetterPercentage_Pct_2016","BirdieorBetterPercentage_TOTALBIRDIES_2016","BirdieorBetterPercentage_TOTALHOLES_2016","BirdieorBetterPercentage_GIRRANK_2016","stat_name","year"
94,99,"Luke Guthrie",31,20.43,114,558,141,"BirdieorBetterPercentage",2016
95,88,"Kevin Streelman",46,20.41,169,828,18,"BirdieorBetterPercentage",2016
96,97,"Derek Fathauer",58,20.31,212,1044,178,"BirdieorBetterPercentage",2016
97,104,"Jason Kokrak",52,20.3,190,936,74,"BirdieorBetterPercentage",2016
98,87,"Morgan Hoffmann",43,20.28,157,774,169,"BirdieorBetterPercentage",2016
99,127,"James Hahn",45,20.25,164,810,115,"BirdieorBetterPercentage",2016
100,102,"Pat Perez",28,20.24,102,504,79,"BirdieorBetterPercentage",2016
101,82,"Carlos Ortiz",47,20.21,171,846,132,"BirdieorBetterPercentage",2016
102,105,"Kyle Stanley",57,20.18,207,1026,96,"BirdieorBetterPercentage",2016
103,102,"Fabian Gomez",49,20.17,167,828,55,"BirdieorBetterPercentage",2016
104,98,"Spencer Levin",62,20.16,225,1116,59,"BirdieorBetterPercentage",2016
105,82,"Harris English",51,20.15,185,918,84,"BirdieorBetterPercentage",2016
106,112,"Louis Oosthuizen",25,20.06,65,324,29,"BirdieorBetterPercentage",2016
107,110,"Ollie Schniederjans",23,20.05,83,414,107,"BirdieorBetterPercentage",2016
108,107,"Scott Pinckney",53,20.02,191,954,24,"BirdieorBetterPercentage",2016
108,116,"Boo Weekley",53,20.02,191,954,80,"BirdieorBetterPercentage",2016
110,100,"Jim Herman",55,20,198,990,50,"BirdieorBetterPercentage",2016
111,111,"Nick Taylor",57,19.98,205,1026,100,"BirdieorBetterPercentage",2016
112,105,"Brian Stuard",24,19.91,86,432,142,"BirdieorBetterPercentage",2016
113,115,"Si Woo Kim",63,19.84,225,1134,153,"BirdieorBetterPercentage",2016
114,100,"David Hearn",55,19.8,196,990,41,"BirdieorBetterPercentage",2016
115,114,"Scott Brown",59,19.77,210,1062,146,"BirdieorBetterPercentage",2016
116,112,"Bill Haas",42,19.74,135,684,52,"BirdieorBetterPercentage",2016
116,118,"Greg Owen",56,19.74,199,1008,19,"BirdieorBetterPercentage",2016
118,120,"Rory Sabbatini",40,19.72,142,720,161,"BirdieorBetterPercentage",2016
119,116,"Scott Stallings",46,19.69,163,828,120,"BirdieorBetterPercentage",2016
120,123,"Chez Reavie",56,19.64,198,1008,64,"BirdieorBetterPercentage",2016
121,127,"Troy Merritt",41,19.51,144,738,163,"BirdieorBetterPercentage",2016
122,119,"Mark Hubbard",73,19.48,256,1314,121,"BirdieorBetterPercentage",2016
123,143,"Robert Garrigus",34,19.44,119,612,61,"BirdieorBetterPercentage",2016
123,129,"Russell Henley",42,19.44,147,756,46,"BirdieorBetterPercentage",2016
125,124,"Sung Kang",51,19.39,178,918,137,"BirdieorBetterPercentage",2016
126,135,"Bryce Molder",50,19.33,174,900,157,"BirdieorBetterPercentage",2016
127,137,"Steven Bowditch",40,19.31,139,720,201,"BirdieorBetterPercentage",2016
127,136,"Keegan Bradley",40,19.31,139,720,26,"BirdieorBetterPercentage",2016
129,139,"Tom Hoge",47,19.27,163,846,164,"BirdieorBetterPercentage",2016
129,129,"Michael Kim",62,19.27,215,1116,173,"BirdieorBetterPercentage",2016
131,125,"Chad Campbell",54,19.24,187,972,46,"BirdieorBetterPercentage",2016
132,143,"Robert Streb",51,19.21,166,864,125,"BirdieorBetterPercentage",2016
133,121,"Brett Stegmaier",57,19.2,197,1026,87,"BirdieorBetterPercentage",2016
134,142,"Blayne Barber",44,19.19,152,792,137,"BirdieorBetterPercentage",2016
135,161,"Chesson Hadley",51,19.17,176,918,122,"BirdieorBetterPercentage",2016
136,108,"Francesco Molinari",36,19.14,124,648,179,"BirdieorBetterPercentage",2016
136,133,"Cameron Smith",45,19.14,155,810,176,"BirdieorBetterPercentage",2016
138,126,"Hunter Mahan",43,19.12,148,774,166,"BirdieorBetterPercentage",2016
139,122,"Kelly Kraft",35,19.05,120,630,35,"BirdieorBetterPercentage",2016
140,147,"Chris Stroud",52,19.02,178,936,99,"BirdieorBetterPercentage",2016
141,140,"Camilo Villegas",50,19,171,900,168,"BirdieorBetterPercentage",2016
142,132,"Tyler Aldridge",53,18.97,181,954,94,"BirdieorBetterPercentage",2016
142,151,"Bronson Burgoon",53,18.97,181,954,83,"BirdieorBetterPercentage",2016
144,138,"Jeff Overton",51,18.95,174,918,137,"BirdieorBetterPercentage",2016
145,150,"DA Points",32,18.92,109,576,148,"BirdieorBetterPercentage",2016
146,129,"Davis Love III",40,18.89,136,720,131,"BirdieorBetterPercentage",2016
147,154,"Colt Knost",56,18.85,190,1008,114,"BirdieorBetterPercentage",2016
148,152,"Chris Kirk",51,18.84,156,828,106,"BirdieorBetterPercentage",2016
149,155,"Jon Curran",55,18.79,186,990,174,"BirdieorBetterPercentage",2016
150,157,"Angel Cabrera",42,18.78,142,756,177,"BirdieorBetterPercentage",2016
151,153,"Erik Compton",45,18.77,152,810,198,"BirdieorBetterPercentage",2016
151,134,"Rob Oppenheim",37,18.77,125,666,122,"BirdieorBetterPercentage",2016
151,141,"Martin Piller",37,18.77,125,666,110,"BirdieorBetterPercentage",2016
154,143,"Shane Lowry",35,18.75,108,576,148,"BirdieorBetterPercentage",2016
155,159,"David Toms",38,18.71,128,684,89,"BirdieorBetterPercentage",2016
156,158,"Shane Bertsch",30,18.7,101,540,90,"BirdieorBetterPercentage",2016
157,162,"Ernie Els",34,18.63,114,612,199,"BirdieorBetterPercentage",2016
158,172,"Retief Goosen",37,18.62,124,666,180,"BirdieorBetterPercentage",2016
159,149,"Henrik Norlander",41,18.56,137,738,37,"BirdieorBetterPercentage",2016
160,164,"George McNeill",33,18.52,110,594,193,"BirdieorBetterPercentage",2016
160,162,"Wes Roach",33,18.52,110,594,130,"BirdieorBetterPercentage",2016
162,143,"Andres Gonzales",46,18.48,153,828,158,"BirdieorBetterPercentage",2016
163,160,"Steve Marino",40,18.47,133,720,102,"BirdieorBetterPercentage",2016
164,156,"Matt Every",34,18.46,113,612,167,"BirdieorBetterPercentage",2016
165,166,"KJ Choi",47,18.44,156,846,112,"BirdieorBetterPercentage",2016
166,167,"Andres Romero",22,18.43,73,396,154,"BirdieorBetterPercentage",2016
167,164,"Tyrone Van Aswegen",67,18.41,222,1206,128,"BirdieorBetterPercentage",2016
168,147,"Justin Hicks",26,18.38,86,468,65,"BirdieorBetterPercentage",2016
169,182,"Scott Langley",41,18.29,135,738,134,"BirdieorBetterPercentage",2016
170,172,"Cameron Percy",22,18.18,72,396,12,"BirdieorBetterPercentage",2016
171,168,"Vijay Singh",42,18.12,137,756,187,"BirdieorBetterPercentage",2016
172,171,"Will Ma Kenzie",54,18.11,176,972,57,"BirdieorBetterPercentage",2016
173,170,"Zac Blair",56,18.06,182,1008,175,"BirdieorBetterPercentage",2016
173,183,"Sam Saunders",40,18.06,130,720,156,"BirdieorBetterPercentage",2016
173,176,"Bernd Wiesberger",23,18.06,65,360,6,"BirdieorBetterPercentage",2016
176,179,"Chad Collins",45,18.02,146,810,194,"BirdieorBetterPercentage",2016
177,175,"Jamie Donaldson",28,18,81,450,182,"BirdieorBetterPercentage",2016
178,181,"Thomas Aiken",42,17.99,136,756,7,"BirdieorBetterPercentage",2016
179,178,"Abraham Ancer",26,17.95,84,468,200,"BirdieorBetterPercentage",2016
179,174,"Stuart Appleby",39,17.95,126,702,185,"BirdieorBetterPercentage",2016
181,176,"Whee Kim",54,17.9,174,972,135,"BirdieorBetterPercentage",2016
182,169,"Luke Donald",49,17.8,157,882,85,"BirdieorBetterPercentage",2016
183,184,"Andy Sullivan",25,17.68,70,396,133,"BirdieorBetterPercentage",2016
184,185,"Dicky Pride",33,17.51,104,594,201,"BirdieorBetterPercentage",2016
184,190,"Steve Wheatcroft",53,17.51,167,954,195,"BirdieorBetterPercentage",2016
186,185,"Brendon de Jonge",55,17.47,173,990,58,"BirdieorBetterPercentage",2016
187,187,"Justin Leonard",28,17.46,88,504,197,"BirdieorBetterPercentage",2016
188,180,"Hiroshi Iwata",51,17.43,160,918,204,"BirdieorBetterPercentage",2016
189,188,"Carl Pettersson",31,17.38,97,558,206,"BirdieorBetterPercentage",2016
190,189,"Andrew Landry",24,17.36,75,432,116,"BirdieorBetterPercentage",2016
191,191,"DH Lee",35,17.3,109,630,203,"BirdieorBetterPercentage",2016
192,193,"Brian Gay",22,16.92,67,396,207,"BirdieorBetterPercentage",2016
193,194,"Rhein Gibson",36,16.82,109,648,72,"BirdieorBetterPercentage",2016
194,195,"Jerry Kelly",44,16.79,133,792,137,"BirdieorBetterPercentage",2016
195,199,"Derek Ernst",36,16.67,108,648,91,"BirdieorBetterPercentage",2016
195,196,"Geoff Ogilvy",37,16.67,111,666,181,"BirdieorBetterPercentage",2016
197,197,"JJ Henry",44,16.54,131,792,65,"BirdieorBetterPercentage",2016
197,192,"Shawn Stefani",45,16.54,134,810,143,"BirdieorBetterPercentage",2016
199,198,"Mark Wilson",42,16.53,125,756,126,"BirdieorBetterPercentage",2016
200,200,"Darron Stiles",28,16.47,83,504,188,"BirdieorBetterPercentage",2016
201,202,"Brendon Todd",43,16.28,126,774,205,"BirdieorBetterPercentage",2016
202,201,"Billy Hurley III",22,16.16,64,396,186,"BirdieorBetterPercentage",2016
203,203,"Lucas Lee",22,15.91,63,396,192,"BirdieorBetterPercentage",2016
204,204,"Ken Duke",26,15.6,73,468,196,"BirdieorBetterPercentage",2016
205,206,"Ian Poulter",37,15.02,100,666,184,"BirdieorBetterPercentage",2016
206,207,"Robert Allenby",35,13.81,87,630,183,"BirdieorBetterPercentage",2016
207,208,"Charlie Beljan",26,13.46,63,468,189,"BirdieorBetterPercentage",2016
