"DrivingDistance_RANKTHISWEEK_2007","DrivingDistance_RANKLASTWEEK_2007","DrivingDistance_PLAYERNAME_2007","DrivingDistance_ROUNDS_2007","DrivingDistance_AVG_2007","DrivingDistance_TOTALDISTANCE_2007","DrivingDistance_TOTALDRIVES_2007","stat_name","year"
94,94,"Alex Cejka",80,288.9,45061,156,"DrivingDistance",2007
96,96,"Todd Hamilton",76,288.7,43887,152,"DrivingDistance",2007
96,96,"Justin Rose",63,288.7,34061,118,"DrivingDistance",2007
98,98,"Daisuke Maruyama",86,288.6,47323,164,"DrivingDistance",2007
99,99,"Parker McLachlin",83,288.5,45587,158,"DrivingDistance",2007
99,99,"Jesper Parnevik",88,288.5,48466,168,"DrivingDistance",2007
99,99,"Carl Pettersson",111,288.5,63471,220,"DrivingDistance",2007
99,99,"Jim Rutledge",59,288.5,31738,110,"DrivingDistance",2007
103,103,"Ken Duke",112,288.4,64602,224,"DrivingDistance",2007
103,103,"Tom Johnson",74,288.4,41531,144,"DrivingDistance",2007
105,105,"Lee Janzen",66,288,36858,128,"DrivingDistance",2007
106,106,"Eric Axley",107,287.8,61588,214,"DrivingDistance",2007
107,107,"Steve Flesch",100,287.5,57503,200,"DrivingDistance",2007
107,107,"Duffy Waldorf",69,287.5,39670,138,"DrivingDistance",2007
109,109,"Kevin Na",84,287.4,48276,168,"DrivingDistance",2007
110,110,"Tim Herron",98,287.3,54014,188,"DrivingDistance",2007
111,111,"Jason Bohn",57,287.1,32734,114,"DrivingDistance",2007
111,111,"Tripp Isenhour",86,287.1,47091,164,"DrivingDistance",2007
111,111,"Kent Jones",97,287.1,55703,194,"DrivingDistance",2007
111,111,"Joey Sindelar",75,287.1,43061,150,"DrivingDistance",2007
115,115,"Chad Campbell",96,287,51657,180,"DrivingDistance",2007
115,115,"Mark Hensby",81,287,46488,162,"DrivingDistance",2007
117,117,"Billy Mayfair",98,286.8,56204,196,"DrivingDistance",2007
118,118,"Trevor Immelman",74,286.6,38974,136,"DrivingDistance",2007
119,119,"Rod Pampling",92,286.4,51559,180,"DrivingDistance",2007
119,119,"Tim Petrovic",106,286.4,60712,212,"DrivingDistance",2007
121,121,"Billy Andrade",88,286.2,50372,176,"DrivingDistance",2007
122,122,"Woody Austin",95,286.1,54361,190,"DrivingDistance",2007
122,122,"Steve Wheatcroft",73,286.1,39476,138,"DrivingDistance",2007
124,124,"Rich Barcelo",80,286,44622,156,"DrivingDistance",2007
124,124,"Charlie Wi",90,286,50334,176,"DrivingDistance",2007
126,126,"Tommy Armour III",81,285.7,43992,154,"DrivingDistance",2007
127,127,"Cliff Kresge",107,285.6,61117,214,"DrivingDistance",2007
127,127,"Brandt Snedeker",105,285.6,57683,202,"DrivingDistance",2007
129,129,"Arron Oberholser",69,285.5,38824,136,"DrivingDistance",2007
129,129,"Johnson Wagner",97,285.5,55396,194,"DrivingDistance",2007
131,131,"Jaco Van Zyl",51,285.3,27956,98,"DrivingDistance",2007
131,131,"Mark Wilson",87,285.3,47365,166,"DrivingDistance",2007
133,133,"Bob Heintz",85,285.2,46198,162,"DrivingDistance",2007
134,134,"Darron Stiles",65,284.8,34743,122,"DrivingDistance",2007
135,135,"Ryan Armour",107,284.7,58651,206,"DrivingDistance",2007
135,135,"Freddie Jacobson",70,284.7,39863,140,"DrivingDistance",2007
137,137,"Tom Lehman",62,284.6,35296,124,"DrivingDistance",2007
138,138,"Shaun Micheel",91,284.4,50052,176,"DrivingDistance",2007
139,139,"Joe Durant",88,284.3,49466,174,"DrivingDistance",2007
139,139,"Nathan Green",103,284.3,56292,198,"DrivingDistance",2007
139,139,"Bob Tway",103,284.3,56286,198,"DrivingDistance",2007
142,142,"Frank Lickliter II",95,284.2,54003,190,"DrivingDistance",2007
142,142,"Jeff Maggert",79,284.2,44905,158,"DrivingDistance",2007
144,144,"KJ Choi",87,284.1,48297,170,"DrivingDistance",2007
145,145,"Craig Lile",77,283.9,42579,150,"DrivingDistance",2007
146,146,"Steve Stricker",81,283.7,45399,160,"DrivingDistance",2007
147,147,"Vaughn Taylor",91,283.6,49351,174,"DrivingDistance",2007
148,148,"Justin Leonard",95,282.7,53721,190,"DrivingDistance",2007
149,149,"Bob Estes",88,282.6,49740,176,"DrivingDistance",2007
149,149,"Ryuji Imada",104,282.6,56512,200,"DrivingDistance",2007
151,151,"Ian Poulter",63,282.5,33896,120,"DrivingDistance",2007
151,151,"David Toms",80,282.5,43512,154,"DrivingDistance",2007
153,153,"Chris DiMarco",79,282.4,43490,154,"DrivingDistance",2007
154,154,"Stephen Ames",81,282.2,43453,154,"DrivingDistance",2007
155,155,"Jeff Quinney",95,281.5,53490,190,"DrivingDistance",2007
156,156,"Tom Byrum",50,281.4,27019,96,"DrivingDistance",2007
156,156,"Tom Pernice Jr",104,281.4,58528,208,"DrivingDistance",2007
156,156,"Dicky Pride",71,281.4,37710,134,"DrivingDistance",2007
159,159,"Robert Gamez",88,281.2,47246,168,"DrivingDistance",2007
160,160,"Bart Bryant",87,281.1,48342,172,"DrivingDistance",2007
160,160,"Richard Johnson",93,281.1,51168,182,"DrivingDistance",2007
162,162,"Jerry Kelly",101,281,54517,194,"DrivingDistance",2007
163,163,"John Mallinger",96,280.9,53938,192,"DrivingDistance",2007
164,164,"Glen Day",85,280.7,45468,162,"DrivingDistance",2007
164,164,"Steve Elkington",87,280.7,46598,166,"DrivingDistance",2007
164,164,"Anders Hansen",55,280.7,28636,102,"DrivingDistance",2007
167,167,"Chris Riley",59,280.6,30866,110,"DrivingDistance",2007
168,168,"Jeff Sluman",60,280.5,31412,112,"DrivingDistance",2007
169,169,"Zach Johnson",76,280.4,42059,150,"DrivingDistance",2007
170,170,"Paul Gow",70,280.1,36979,132,"DrivingDistance",2007
171,171,"Jim Furyk",84,279.7,45864,164,"DrivingDistance",2007
172,172,"Brian Davis",101,279.6,56482,202,"DrivingDistance",2007
172,172,"Heath Slocum",101,279.6,56488,202,"DrivingDistance",2007
172,172,"Scott Verplank",82,279.6,45296,162,"DrivingDistance",2007
175,175,"Nick OHern",72,279.3,37985,136,"DrivingDistance",2007
176,176,"Michael Boyd",61,278.7,31767,114,"DrivingDistance",2007
177,177,"Luke Donald",69,278.4,37308,134,"DrivingDistance",2007
178,178,"Tim Clark",66,278.1,35594,128,"DrivingDistance",2007
178,178,"Rocco Mediate",72,278.1,40052,144,"DrivingDistance",2007
180,180,"Shigeki Maruyama",84,277.7,46091,166,"DrivingDistance",2007
181,181,"Kirk Triplett",77,277.5,42728,154,"DrivingDistance",2007
182,182,"Stephen Leaney",82,277.4,45499,164,"DrivingDistance",2007
183,183,"Craig Kanada",109,277.2,58222,210,"DrivingDistance",2007
183,183,"Dean Wilson",92,277.2,51010,184,"DrivingDistance",2007
185,185,"Ben Curtis",80,277.1,44334,160,"DrivingDistance",2007
185,185,"Matt Kuchar",85,277.1,44888,162,"DrivingDistance",2007
187,187,"Doug LaBelle II",104,276.6,55311,200,"DrivingDistance",2007
188,188,"Jose Maria Olazabal",52,276,27600,100,"DrivingDistance",2007
189,189,"Mark Brooks",53,275.2,26972,98,"DrivingDistance",2007
190,190,"Craig Bowden",78,273.1,41518,152,"DrivingDistance",2007
191,191,"Jose Coceres",50,273,25117,92,"DrivingDistance",2007
192,192,"Paul Goydos",60,272.4,32147,118,"DrivingDistance",2007
193,193,"Fred Funk",65,271.8,33165,122,"DrivingDistance",2007
194,194,"Brian Gay",107,270,55610,206,"DrivingDistance",2007
195,195,"Gavin Coles",87,268.3,44538,166,"DrivingDistance",2007
196,196,"Corey Pavin",81,265.3,42971,162,"DrivingDistance",2007
