"TotalPutting_RANKTHISWEEK_2005","TotalPutting_RANKLASTWEEK_2005","TotalPutting_PLAYERNAME_2005","TotalPutting_EVENTS_2005","TotalPutting_TOTAL_2005","stat_name","year"
114,114,"Glen Day",27,235.5,"TotalPutting",2005
115,115,"Todd Hamilton",31,235.8,"TotalPutting",2005
116,116,"Billy Mayfair",31,237.6,"TotalPutting",2005
117,117,"Dan Forsman",17,237.9,"TotalPutting",2005
118,118,"Brendan Jones",28,241.5,"TotalPutting",2005
119,119,"Jeff Sluman",28,242.6,"TotalPutting",2005
120,120,"Harrison Frazar",31,242.7,"TotalPutting",2005
121,121,"John Elliott",25,242.8,"TotalPutting",2005
122,122,"Franklin Langham",31,244.6,"TotalPutting",2005
123,123,"Steve Flesch",30,247.3,"TotalPutting",2005
124,124,"Robert Allenby",31,247.7,"TotalPutting",2005
124,124,"Ben Curtis",24,247.7,"TotalPutting",2005
126,126,"Matt Davidson",20,247.9,"TotalPutting",2005
127,127,"Kevin Stadler",33,250.2,"TotalPutting",2005
128,128,"Briny Baird",33,251,"TotalPutting",2005
128,128,"Jose Coceres",22,251,"TotalPutting",2005
130,130,"Brian Bateman",32,253,"TotalPutting",2005
130,130,"Tim Petrovic",32,253,"TotalPutting",2005
132,132,"Stephen Leaney",29,257.8,"TotalPutting",2005
133,133,"Joey Snyder III",31,258.3,"TotalPutting",2005
134,134,"Hidemichi Tanaka",34,263.1,"TotalPutting",2005
135,135,"Charles Warren",31,263.4,"TotalPutting",2005
136,136,"Doug Barron",24,264.1,"TotalPutting",2005
137,137,"Michael Long",26,267.9,"TotalPutting",2005
138,138,"Bill Glasson",21,268.3,"TotalPutting",2005
139,139,"Marco Dawson",23,270.3,"TotalPutting",2005
140,140,"Tom Gillis",28,271,"TotalPutting",2005
141,141,"Vaughn Taylor",32,272.1,"TotalPutting",2005
142,142,"John Huston",31,272.3,"TotalPutting",2005
142,142,"Lee Janzen",26,272.3,"TotalPutting",2005
144,144,"John Rollins",30,273.7,"TotalPutting",2005
145,145,"Mike Weir",23,274.5,"TotalPutting",2005
146,146,"Jonathan Byrd",31,274.8,"TotalPutting",2005
147,147,"Neal Lancaster",31,276.9,"TotalPutting",2005
147,147,"DA Points",33,276.9,"TotalPutting",2005
149,149,"Tommy Armour III",29,278.7,"TotalPutting",2005
150,150,"Mark Wilson",25,278.9,"TotalPutting",2005
151,151,"Cameron Beckman",31,280.6,"TotalPutting",2005
152,152,"Jay Haas",16,281.8,"TotalPutting",2005
152,152,"Kenny Perry",23,281.8,"TotalPutting",2005
154,154,"John Daly",25,285.3,"TotalPutting",2005
155,155,"Justin Rose",28,286.2,"TotalPutting",2005
156,156,"Brian Davis",23,286.8,"TotalPutting",2005
157,157,"Steve Allan",32,287.2,"TotalPutting",2005
158,158,"Carlos Franco",25,291,"TotalPutting",2005
159,159,"Andrew Magee",29,292.7,"TotalPutting",2005
160,160,"Mathias Gronberg",19,293.9,"TotalPutting",2005
161,161,"Skip Kendall",32,295.7,"TotalPutting",2005
162,162,"DJ Trahan",28,296.5,"TotalPutting",2005
163,163,"Chris Anderson",25,296.7,"TotalPutting",2005
164,164,"Fred Couples",22,298.8,"TotalPutting",2005
165,165,"Ryuji Imada",25,299.1,"TotalPutting",2005
166,166,"Frank Lickliter II",33,299.8,"TotalPutting",2005
167,167,"Jonathan Kaye",24,300.3,"TotalPutting",2005
168,168,"Danny Briggs",29,301,"TotalPutting",2005
169,169,"Greg Owen",24,301.6,"TotalPutting",2005
170,170,"Paul Claxton",29,301.7,"TotalPutting",2005
171,171,"JJ Henry",32,304,"TotalPutting",2005
172,172,"Ted Purdy",34,304.6,"TotalPutting",2005
173,173,"Jay Williamson",16,307.4,"TotalPutting",2005
174,174,"Paul Gow",27,309.8,"TotalPutting",2005
175,175,"Steve Jones",20,310.5,"TotalPutting",2005
176,176,"Dennis Paulson",24,312.8,"TotalPutting",2005
177,177,"Tom Lehman",20,313.3,"TotalPutting",2005
178,178,"Chris Smith",32,315.2,"TotalPutting",2005
179,179,"Sergio Garcia",20,317.3,"TotalPutting",2005
180,180,"Scott Hend",28,318.1,"TotalPutting",2005
181,181,"Robert Damron",28,319.7,"TotalPutting",2005
182,182,"Glen Hnatiuk",21,320.4,"TotalPutting",2005
183,183,"Brett Wetterich",28,320.5,"TotalPutting",2005
184,184,"Rich Beem",26,322.1,"TotalPutting",2005
185,185,"Omar Uresti",27,328.9,"TotalPutting",2005
186,186,"DJ Brigman",26,333.1,"TotalPutting",2005
187,187,"Jim Carter",25,333.8,"TotalPutting",2005
188,188,"Jeff Hart",23,335.7,"TotalPutting",2005
189,189,"Craig Barlow",26,336.4,"TotalPutting",2005
190,190,"Will Ma Kenzie",25,339.6,"TotalPutting",2005
191,191,"Bradley Hughes",20,340.4,"TotalPutting",2005
192,192,"Roland Thatcher",26,347.9,"TotalPutting",2005
193,193,"Hideto Tanihara",20,350.5,"TotalPutting",2005
194,194,"Chris Riley",25,352.1,"TotalPutting",2005
195,195,"Lee Westwood",15,354.9,"TotalPutting",2005
196,196,"Rocco Mediate",24,359.8,"TotalPutting",2005
197,197,"Craig Perks",27,364.1,"TotalPutting",2005
198,198,"Joey Sindelar",29,367.1,"TotalPutting",2005
199,199,"Thomas Levet",20,378.5,"TotalPutting",2005
200,200,"Alex Cejka",31,379.8,"TotalPutting",2005
201,201,"Joe Durant",25,387.4,"TotalPutting",2005
202,202,"David Hearn",24,399.3,"TotalPutting",2005
