"RightRoughTendencyRTPScore_RANKTHISWEEK_2012","RightRoughTendencyRTPScore_RANKLASTWEEK_2012","RightRoughTendencyRTPScore_PLAYERNAME_2012","RightRoughTendencyRTPScore_ROUNDS_2012","RightRoughTendencyRTPScore_RTPSCORE_2012","stat_name","year"
42,42,"Jason Day",57,0.048,"RightRoughTendencyRTPScore",2012
43,43,"Geoff Ogilvy",73,0.053,"RightRoughTendencyRTPScore",2012
43,43,"Patrick Sheehan",58,0.053,"RightRoughTendencyRTPScore",2012
45,45,"Tiger Woods",69,0.055,"RightRoughTendencyRTPScore",2012
46,46,"Ted Potter Jr",77,0.056,"RightRoughTendencyRTPScore",2012
47,47,"Phil Mickelson",79,0.057,"RightRoughTendencyRTPScore",2012
47,47,"Kevin Stadler",85,0.057,"RightRoughTendencyRTPScore",2012
47,47,"Scott Stallings",78,0.057,"RightRoughTendencyRTPScore",2012
50,50,"Aaron Baddeley",73,0.058,"RightRoughTendencyRTPScore",2012
50,50,"Roberto Castro",92,0.058,"RightRoughTendencyRTPScore",2012
50,50,"Scott Piercy",95,0.058,"RightRoughTendencyRTPScore",2012
53,53,"Charlie Wi",86,0.059,"RightRoughTendencyRTPScore",2012
54,54,"David Mathis",83,0.064,"RightRoughTendencyRTPScore",2012
54,54,"Pat Perez",81,0.064,"RightRoughTendencyRTPScore",2012
54,54,"Nick Watney",97,0.064,"RightRoughTendencyRTPScore",2012
57,57,"Marco Dawson",60,0.066,"RightRoughTendencyRTPScore",2012
58,58,"Jhonattan Vegas",77,0.067,"RightRoughTendencyRTPScore",2012
59,59,"Jimmy Walker",101,0.069,"RightRoughTendencyRTPScore",2012
59,59,"Lee Westwood",60,0.069,"RightRoughTendencyRTPScore",2012
61,61,"Tim Herron",88,0.07,"RightRoughTendencyRTPScore",2012
61,61,"Nick OHern",78,0.07,"RightRoughTendencyRTPScore",2012
63,63,"Stewart Cink",71,0.071,"RightRoughTendencyRTPScore",2012
63,63,"Charles Howell III",98,0.071,"RightRoughTendencyRTPScore",2012
65,65,"Davis Love III",64,0.076,"RightRoughTendencyRTPScore",2012
66,66,"Padraig Harrington",67,0.078,"RightRoughTendencyRTPScore",2012
67,67,"Billy Mayfair",90,0.082,"RightRoughTendencyRTPScore",2012
68,68,"Russell Knox",72,0.088,"RightRoughTendencyRTPScore",2012
68,68,"Sean OHair",84,0.088,"RightRoughTendencyRTPScore",2012
70,70,"Angel Cabrera",54,0.091,"RightRoughTendencyRTPScore",2012
70,70,"Sergio Garcia",57,0.091,"RightRoughTendencyRTPScore",2012
70,70,"Daniel Summerhays",81,0.091,"RightRoughTendencyRTPScore",2012
73,73,"Bill Lunde",83,0.093,"RightRoughTendencyRTPScore",2012
74,74,"John Senden",81,0.095,"RightRoughTendencyRTPScore",2012
75,75,"Kevin Kisner",69,0.096,"RightRoughTendencyRTPScore",2012
76,76,"Jason Dufner",83,0.097,"RightRoughTendencyRTPScore",2012
76,76,"Charley Hoffman",88,0.097,"RightRoughTendencyRTPScore",2012
76,76,"Ryan Moore",89,0.097,"RightRoughTendencyRTPScore",2012
79,79,"Danny Lee",74,0.098,"RightRoughTendencyRTPScore",2012
80,80,"Sung Kang",75,0.099,"RightRoughTendencyRTPScore",2012
80,80,"Marc Leishman",84,0.099,"RightRoughTendencyRTPScore",2012
80,80,"Bryce Molder",83,0.099,"RightRoughTendencyRTPScore",2012
83,83,"Blake Adams",107,0.1,"RightRoughTendencyRTPScore",2012
83,83,"JJ Killeen",101,0.1,"RightRoughTendencyRTPScore",2012
85,85,"Robert Garrigus",89,0.101,"RightRoughTendencyRTPScore",2012
86,86,"Cameron Beckman",81,0.102,"RightRoughTendencyRTPScore",2012
86,86,"Chad Campbell",84,0.102,"RightRoughTendencyRTPScore",2012
86,86,"Jim Furyk",85,0.102,"RightRoughTendencyRTPScore",2012
86,86,"Matt Jones",53,0.102,"RightRoughTendencyRTPScore",2012
86,86,"Rory Sabbatini",84,0.102,"RightRoughTendencyRTPScore",2012
91,91,"John Huh",99,0.103,"RightRoughTendencyRTPScore",2012
92,92,"Adam Scott",59,0.104,"RightRoughTendencyRTPScore",2012
93,93,"Bill Haas",79,0.105,"RightRoughTendencyRTPScore",2012
94,94,"John Rollins",81,0.106,"RightRoughTendencyRTPScore",2012
95,95,"Rickie Fowler",84,0.107,"RightRoughTendencyRTPScore",2012
95,95,"Justin Rose",69,0.107,"RightRoughTendencyRTPScore",2012
95,95,"Michael Thompson",80,0.107,"RightRoughTendencyRTPScore",2012
98,98,"Greg Chalmers",88,0.109,"RightRoughTendencyRTPScore",2012
99,99,"Kevin Chappell",91,0.111,"RightRoughTendencyRTPScore",2012
99,99,"Ryo Ishikawa",54,0.111,"RightRoughTendencyRTPScore",2012
101,101,"Brian Harman",101,0.113,"RightRoughTendencyRTPScore",2012
101,101,"David Hearn",95,0.113,"RightRoughTendencyRTPScore",2012
103,103,"Bobby Gates",87,0.114,"RightRoughTendencyRTPScore",2012
103,103,"Garth Mulroy",59,0.114,"RightRoughTendencyRTPScore",2012
103,103,"Vijay Singh",99,0.114,"RightRoughTendencyRTPScore",2012
103,103,"David Toms",60,0.114,"RightRoughTendencyRTPScore",2012
107,107,"Andres Romero",68,0.116,"RightRoughTendencyRTPScore",2012
108,108,"John Merrick",83,0.117,"RightRoughTendencyRTPScore",2012
108,108,"Greg Owen",90,0.117,"RightRoughTendencyRTPScore",2012
110,110,"Arjun Atwal",79,0.118,"RightRoughTendencyRTPScore",2012
110,110,"Tim Clark",60,0.118,"RightRoughTendencyRTPScore",2012
110,110,"Justin Leonard",79,0.118,"RightRoughTendencyRTPScore",2012
113,113,"Keegan Bradley",90,0.121,"RightRoughTendencyRTPScore",2012
114,114,"Erik Compton",81,0.122,"RightRoughTendencyRTPScore",2012
114,114,"Jeff Overton",101,0.122,"RightRoughTendencyRTPScore",2012
116,116,"Stuart Appleby",75,0.124,"RightRoughTendencyRTPScore",2012
117,117,"Will Claxton",99,0.125,"RightRoughTendencyRTPScore",2012
118,118,"Charl Schwartzel",56,0.126,"RightRoughTendencyRTPScore",2012
118,118,"Camilo Villegas",79,0.126,"RightRoughTendencyRTPScore",2012
120,120,"Trevor Immelman",76,0.127,"RightRoughTendencyRTPScore",2012
121,121,"Ken Duke",104,0.129,"RightRoughTendencyRTPScore",2012
122,122,"Graham DeLaet",79,0.13,"RightRoughTendencyRTPScore",2012
122,122,"Hunter Haas",69,0.13,"RightRoughTendencyRTPScore",2012
122,122,"Chris Kirk",93,0.13,"RightRoughTendencyRTPScore",2012
122,122,"DJ Trahan",73,0.13,"RightRoughTendencyRTPScore",2012
122,122,"Mark Wilson",84,0.13,"RightRoughTendencyRTPScore",2012
127,127,"Ryan Palmer",81,0.131,"RightRoughTendencyRTPScore",2012
128,128,"Michael Bradley",63,0.132,"RightRoughTendencyRTPScore",2012
128,128,"Daniel Chopra",55,0.132,"RightRoughTendencyRTPScore",2012
128,128,"JJ Henry",93,0.132,"RightRoughTendencyRTPScore",2012
128,128,"Carl Pettersson",92,0.132,"RightRoughTendencyRTPScore",2012
132,132,"Chez Reavie",83,0.133,"RightRoughTendencyRTPScore",2012
133,133,"Miguel Angel Carballo",73,0.134,"RightRoughTendencyRTPScore",2012
134,134,"Hunter Mahan",88,0.135,"RightRoughTendencyRTPScore",2012
134,134,"Graeme McDowell",55,0.135,"RightRoughTendencyRTPScore",2012
134,134,"Josh Teater",97,0.135,"RightRoughTendencyRTPScore",2012
137,137,"Troy Matteson",100,0.136,"RightRoughTendencyRTPScore",2012
138,138,"Nathan Green",73,0.137,"RightRoughTendencyRTPScore",2012
139,139,"Spencer Levin",81,0.14,"RightRoughTendencyRTPScore",2012
140,140,"Bob Estes",78,0.141,"RightRoughTendencyRTPScore",2012
141,141,"Brendon de Jonge",115,0.142,"RightRoughTendencyRTPScore",2012
142,142,"Johnson Wagner",88,0.143,"RightRoughTendencyRTPScore",2012
143,143,"Jason Bohn",81,0.144,"RightRoughTendencyRTPScore",2012
143,143,"Dicky Pride",62,0.144,"RightRoughTendencyRTPScore",2012
145,145,"Harris English",98,0.147,"RightRoughTendencyRTPScore",2012
146,146,"Mathew Goggin",65,0.15,"RightRoughTendencyRTPScore",2012
146,146,"Brandt Snedeker",81,0.15,"RightRoughTendencyRTPScore",2012
148,148,"Brandt Jobe",57,0.153,"RightRoughTendencyRTPScore",2012
149,149,"Matt Bettencourt",80,0.156,"RightRoughTendencyRTPScore",2012
149,149,"Jeff Maggert",83,0.156,"RightRoughTendencyRTPScore",2012
151,151,"Matt Kuchar",86,0.16,"RightRoughTendencyRTPScore",2012
152,152,"Rod Pampling",88,0.161,"RightRoughTendencyRTPScore",2012
153,153,"Brian Davis",91,0.162,"RightRoughTendencyRTPScore",2012
153,153,"Stephen Gangluff",57,0.162,"RightRoughTendencyRTPScore",2012
155,155,"Kris Blanks",65,0.163,"RightRoughTendencyRTPScore",2012
156,156,"Mark Anderson",75,0.166,"RightRoughTendencyRTPScore",2012
156,156,"James Driscoll",83,0.166,"RightRoughTendencyRTPScore",2012
158,158,"Scott Brown",65,0.167,"RightRoughTendencyRTPScore",2012
159,159,"Kyle Thompson",51,0.169,"RightRoughTendencyRTPScore",2012
160,160,"Ricky Barnes",92,0.175,"RightRoughTendencyRTPScore",2012
160,160,"Richard Lee",71,0.175,"RightRoughTendencyRTPScore",2012
162,162,"Kyle Reifers",86,0.176,"RightRoughTendencyRTPScore",2012
163,163,"Brendon Todd",78,0.181,"RightRoughTendencyRTPScore",2012
164,164,"Billy Hurley III",70,0.183,"RightRoughTendencyRTPScore",2012
164,164,"Tom Pernice Jr",62,0.183,"RightRoughTendencyRTPScore",2012
166,166,"Robert Karlsson",54,0.187,"RightRoughTendencyRTPScore",2012
167,167,"Gary Christian",91,0.188,"RightRoughTendencyRTPScore",2012
168,168,"Heath Slocum",93,0.189,"RightRoughTendencyRTPScore",2012
169,169,"Stephen Ames",54,0.192,"RightRoughTendencyRTPScore",2012
169,169,"Kevin Streelman",89,0.192,"RightRoughTendencyRTPScore",2012
171,171,"Gary Woodland",70,0.193,"RightRoughTendencyRTPScore",2012
172,172,"Chris DiMarco",83,0.194,"RightRoughTendencyRTPScore",2012
173,173,"Ryuji Imada",78,0.197,"RightRoughTendencyRTPScore",2012
174,174,"Rocco Mediate",70,0.198,"RightRoughTendencyRTPScore",2012
175,175,"Colt Knost",79,0.203,"RightRoughTendencyRTPScore",2012
176,176,"George McNeill",85,0.207,"RightRoughTendencyRTPScore",2012
177,177,"Robert Allenby",76,0.21,"RightRoughTendencyRTPScore",2012
177,177,"Edward Loar",59,0.21,"RightRoughTendencyRTPScore",2012
179,179,"John Mallinger",74,0.211,"RightRoughTendencyRTPScore",2012
180,180,"Vaughn Taylor",81,0.218,"RightRoughTendencyRTPScore",2012
181,181,"Sangmoon Bae",81,0.227,"RightRoughTendencyRTPScore",2012
181,181,"Freddie Jacobson",61,0.227,"RightRoughTendencyRTPScore",2012
183,183,"Derek Lamely",64,0.229,"RightRoughTendencyRTPScore",2012
184,184,"Cameron Tringale",88,0.231,"RightRoughTendencyRTPScore",2012
185,185,"Tom Gillis",75,0.238,"RightRoughTendencyRTPScore",2012
185,185,"Billy Horschel",63,0.238,"RightRoughTendencyRTPScore",2012
187,187,"Tommy Biershenk",74,0.243,"RightRoughTendencyRTPScore",2012
188,188,"YE Yang",64,0.271,"RightRoughTendencyRTPScore",2012
189,189,"Roland Thatcher",55,0.278,"RightRoughTendencyRTPScore",2012
190,190,"Harrison Frazar",56,0.28,"RightRoughTendencyRTPScore",2012
191,191,"Jerry Kelly",84,0.333,"RightRoughTendencyRTPScore",2012
