"ApproachesRightRoughRTPScore_RANKTHISWEEK_2014","ApproachesRightRoughRTPScore_RANKLASTWEEK_2014","ApproachesRightRoughRTPScore_PLAYERNAME_2014","ApproachesRightRoughRTPScore_ROUNDS_2014","ApproachesRightRoughRTPScore_AVGRTP_2014","stat_name","year"
42,42,"Hunter Mahan",88,0.082,"ApproachesRightRoughRTPScore",2014
44,44,"Scott Langley",95,0.084,"ApproachesRightRoughRTPScore",2014
45,45,"Geoff Ogilvy",84,0.085,"ApproachesRightRoughRTPScore",2014
46,46,"Martin Kaymer",65,0.087,"ApproachesRightRoughRTPScore",2014
46,46,"Danny Lee",84,0.087,"ApproachesRightRoughRTPScore",2014
48,48,"Sangmoon Bae",76,0.088,"ApproachesRightRoughRTPScore",2014
48,48,"JB Holmes",86,0.088,"ApproachesRightRoughRTPScore",2014
50,50,"Ricky Barnes",92,0.089,"ApproachesRightRoughRTPScore",2014
50,50,"Webb Simpson",87,0.089,"ApproachesRightRoughRTPScore",2014
52,52,"Brandt Snedeker",89,0.09,"ApproachesRightRoughRTPScore",2014
53,53,"Russell Henley",92,0.092,"ApproachesRightRoughRTPScore",2014
54,54,"Matt Kuchar",91,0.093,"ApproachesRightRoughRTPScore",2014
55,55,"David Lingmerth",80,0.094,"ApproachesRightRoughRTPScore",2014
56,56,"Jason Bohn",81,0.095,"ApproachesRightRoughRTPScore",2014
56,56,"Luke Guthrie",85,0.095,"ApproachesRightRoughRTPScore",2014
58,58,"Keegan Bradley",89,0.096,"ApproachesRightRoughRTPScore",2014
58,58,"Freddie Jacobson",91,0.096,"ApproachesRightRoughRTPScore",2014
60,60,"Andrew Loupe",65,0.098,"ApproachesRightRoughRTPScore",2014
60,60,"Kevin Stadler",90,0.098,"ApproachesRightRoughRTPScore",2014
62,62,"James Hahn",82,0.099,"ApproachesRightRoughRTPScore",2014
63,63,"Bill Haas",107,0.1,"ApproachesRightRoughRTPScore",2014
64,64,"Josh Teater",90,0.102,"ApproachesRightRoughRTPScore",2014
65,65,"Brian Gay",81,0.104,"ApproachesRightRoughRTPScore",2014
65,65,"Retief Goosen",94,0.104,"ApproachesRightRoughRTPScore",2014
65,65,"William McGirt",96,0.104,"ApproachesRightRoughRTPScore",2014
65,65,"Brendon Todd",108,0.104,"ApproachesRightRoughRTPScore",2014
69,69,"Stuart Appleby",92,0.106,"ApproachesRightRoughRTPScore",2014
69,69,"Dustin Johnson",58,0.106,"ApproachesRightRoughRTPScore",2014
71,71,"Scott Brown",100,0.107,"ApproachesRightRoughRTPScore",2014
72,72,"Jonathan Byrd",76,0.108,"ApproachesRightRoughRTPScore",2014
73,73,"Andres Romero",81,0.11,"ApproachesRightRoughRTPScore",2014
74,74,"Briny Baird",50,0.115,"ApproachesRightRoughRTPScore",2014
74,74,"Rory Sabbatini",82,0.115,"ApproachesRightRoughRTPScore",2014
76,76,"Jerry Kelly",80,0.12,"ApproachesRightRoughRTPScore",2014
77,77,"Richard Lee",80,0.122,"ApproachesRightRoughRTPScore",2014
77,77,"John Senden",99,0.122,"ApproachesRightRoughRTPScore",2014
79,79,"Hideki Matsuyama",82,0.123,"ApproachesRightRoughRTPScore",2014
80,80,"Ernie Els",85,0.124,"ApproachesRightRoughRTPScore",2014
80,80,"Patrick Reed",92,0.124,"ApproachesRightRoughRTPScore",2014
82,82,"Ryan Moore",86,0.125,"ApproachesRightRoughRTPScore",2014
83,83,"Pat Perez",84,0.126,"ApproachesRightRoughRTPScore",2014
83,83,"John Rollins",84,0.126,"ApproachesRightRoughRTPScore",2014
83,83,"Boo Weekley",73,0.126,"ApproachesRightRoughRTPScore",2014
86,86,"JJ Henry",91,0.127,"ApproachesRightRoughRTPScore",2014
86,86,"Bo Van Pelt",83,0.127,"ApproachesRightRoughRTPScore",2014
88,88,"Trevor Immelman",84,0.129,"ApproachesRightRoughRTPScore",2014
88,88,"Bubba Watson",76,0.129,"ApproachesRightRoughRTPScore",2014
90,90,"Carl Pettersson",91,0.13,"ApproachesRightRoughRTPScore",2014
91,91,"Brendon de Jonge",109,0.134,"ApproachesRightRoughRTPScore",2014
92,92,"Martin Flores",85,0.136,"ApproachesRightRoughRTPScore",2014
92,92,"Tim Wilkinson",86,0.136,"ApproachesRightRoughRTPScore",2014
94,94,"Charl Schwartzel",64,0.137,"ApproachesRightRoughRTPScore",2014
95,95,"DH Lee",54,0.138,"ApproachesRightRoughRTPScore",2014
96,96,"Charles Howell III",106,0.139,"ApproachesRightRoughRTPScore",2014
97,97,"Chad Collins",78,0.143,"ApproachesRightRoughRTPScore",2014
98,98,"Sean OHair",77,0.145,"ApproachesRightRoughRTPScore",2014
99,99,"Aaron Baddeley",74,0.146,"ApproachesRightRoughRTPScore",2014
99,99,"Kevin Chappell",100,0.146,"ApproachesRightRoughRTPScore",2014
101,101,"Jim Furyk",84,0.148,"ApproachesRightRoughRTPScore",2014
101,101,"YE Yang",79,0.148,"ApproachesRightRoughRTPScore",2014
103,103,"Michael Thompson",74,0.149,"ApproachesRightRoughRTPScore",2014
104,104,"Scott Stallings",77,0.15,"ApproachesRightRoughRTPScore",2014
105,105,"Kyle Stanley",87,0.152,"ApproachesRightRoughRTPScore",2014
105,105,"Andrew Svoboda",77,0.152,"ApproachesRightRoughRTPScore",2014
107,107,"Jason Day",54,0.155,"ApproachesRightRoughRTPScore",2014
108,108,"Robert Allenby",83,0.157,"ApproachesRightRoughRTPScore",2014
108,108,"Jonas Blixt",64,0.157,"ApproachesRightRoughRTPScore",2014
108,108,"Ben Curtis",77,0.157,"ApproachesRightRoughRTPScore",2014
108,108,"Will Ma Kenzie",82,0.157,"ApproachesRightRoughRTPScore",2014
108,108,"Brendan Steele",89,0.157,"ApproachesRightRoughRTPScore",2014
113,113,"James Driscoll",71,0.158,"ApproachesRightRoughRTPScore",2014
114,114,"Jhonattan Vegas",77,0.159,"ApproachesRightRoughRTPScore",2014
115,115,"Louis Oosthuizen",50,0.16,"ApproachesRightRoughRTPScore",2014
116,116,"Zach Johnson",97,0.161,"ApproachesRightRoughRTPScore",2014
117,117,"Erik Compton",88,0.162,"ApproachesRightRoughRTPScore",2014
117,117,"Cameron Tringale",111,0.162,"ApproachesRightRoughRTPScore",2014
119,119,"John Peterson",62,0.165,"ApproachesRightRoughRTPScore",2014
120,120,"Robert Garrigus",80,0.166,"ApproachesRightRoughRTPScore",2014
121,121,"Ken Duke",80,0.168,"ApproachesRightRoughRTPScore",2014
121,121,"Ryo Ishikawa",75,0.168,"ApproachesRightRoughRTPScore",2014
123,123,"Jason Dufner",57,0.173,"ApproachesRightRoughRTPScore",2014
123,123,"Russell Knox",92,0.173,"ApproachesRightRoughRTPScore",2014
123,123,"Bryce Molder",77,0.173,"ApproachesRightRoughRTPScore",2014
126,126,"Jordan Spieth",102,0.174,"ApproachesRightRoughRTPScore",2014
127,127,"John Huh",87,0.175,"ApproachesRightRoughRTPScore",2014
128,128,"Luke Donald",57,0.177,"ApproachesRightRoughRTPScore",2014
128,128,"Graeme McDowell",66,0.177,"ApproachesRightRoughRTPScore",2014
130,130,"Gonzalo Fdez Castano",83,0.178,"ApproachesRightRoughRTPScore",2014
131,131,"Bud Cauley",56,0.179,"ApproachesRightRoughRTPScore",2014
131,131,"Marc Leishman",81,0.179,"ApproachesRightRoughRTPScore",2014
133,133,"Will Wilcox",51,0.182,"ApproachesRightRoughRTPScore",2014
134,134,"John Merrick",87,0.185,"ApproachesRightRoughRTPScore",2014
134,134,"Hudson Swafford",75,0.185,"ApproachesRightRoughRTPScore",2014
136,136,"Brice Garnett",92,0.191,"ApproachesRightRoughRTPScore",2014
137,137,"Morgan Hoffmann",103,0.192,"ApproachesRightRoughRTPScore",2014
138,138,"Jeff Overton",80,0.193,"ApproachesRightRoughRTPScore",2014
139,139,"Camilo Villegas",95,0.195,"ApproachesRightRoughRTPScore",2014
139,139,"Lee Westwood",57,0.195,"ApproachesRightRoughRTPScore",2014
141,141,"Michael Putnam",106,0.196,"ApproachesRightRoughRTPScore",2014
142,142,"Charlie Beljan",76,0.199,"ApproachesRightRoughRTPScore",2014
143,143,"Lucas Glover",68,0.2,"ApproachesRightRoughRTPScore",2014
143,143,"Ben Martin",80,0.2,"ApproachesRightRoughRTPScore",2014
145,145,"Tyrone Van Aswegen",79,0.203,"ApproachesRightRoughRTPScore",2014
146,146,"Chesson Hadley",84,0.205,"ApproachesRightRoughRTPScore",2014
146,146,"Matt Jones",83,0.205,"ApproachesRightRoughRTPScore",2014
148,148,"KJ Choi",80,0.206,"ApproachesRightRoughRTPScore",2014
148,148,"Heath Slocum",71,0.206,"ApproachesRightRoughRTPScore",2014
150,150,"Billy Horschel",92,0.207,"ApproachesRightRoughRTPScore",2014
151,151,"Martin Laird",66,0.208,"ApproachesRightRoughRTPScore",2014
152,152,"Nicholas Thompson",85,0.209,"ApproachesRightRoughRTPScore",2014
153,153,"Kevin Kisner",85,0.21,"ApproachesRightRoughRTPScore",2014
154,154,"Kevin Streelman",79,0.211,"ApproachesRightRoughRTPScore",2014
155,155,"Jim Herman",62,0.213,"ApproachesRightRoughRTPScore",2014
155,155,"DA Points",75,0.213,"ApproachesRightRoughRTPScore",2014
157,157,"Kevin Tway",64,0.217,"ApproachesRightRoughRTPScore",2014
158,158,"Rickie Fowler",91,0.218,"ApproachesRightRoughRTPScore",2014
159,159,"Spencer Levin",59,0.22,"ApproachesRightRoughRTPScore",2014
160,160,"Steven Bowditch",93,0.221,"ApproachesRightRoughRTPScore",2014
161,161,"Shawn Stefani",60,0.224,"ApproachesRightRoughRTPScore",2014
162,162,"Chris Stroud",88,0.235,"ApproachesRightRoughRTPScore",2014
163,163,"Derek Ernst",80,0.244,"ApproachesRightRoughRTPScore",2014
164,164,"Chad Campbell",57,0.247,"ApproachesRightRoughRTPScore",2014
165,165,"Wes Roach",67,0.252,"ApproachesRightRoughRTPScore",2014
166,166,"David Hearn",97,0.254,"ApproachesRightRoughRTPScore",2014
167,167,"Mark Wilson",69,0.255,"ApproachesRightRoughRTPScore",2014
168,168,"Ben Crane",81,0.256,"ApproachesRightRoughRTPScore",2014
169,169,"Troy Matteson",62,0.257,"ApproachesRightRoughRTPScore",2014
170,170,"Roberto Castro",76,0.26,"ApproachesRightRoughRTPScore",2014
171,171,"Johnson Wagner",69,0.267,"ApproachesRightRoughRTPScore",2014
172,172,"Tim Clark",75,0.277,"ApproachesRightRoughRTPScore",2014
173,173,"Ian Poulter",57,0.278,"ApproachesRightRoughRTPScore",2014
174,174,"Woody Austin",63,0.306,"ApproachesRightRoughRTPScore",2014
175,175,"Jim Renner",61,0.315,"ApproachesRightRoughRTPScore",2014
176,176,"Troy Merritt",62,0.331,"ApproachesRightRoughRTPScore",2014
177,177,"Justin Leonard",75,0.364,"ApproachesRightRoughRTPScore",2014
