"ofPotentialPtswonFedExCupRegularSeason_RANKTHISWEEK_2010","ofPotentialPtswonFedExCupRegularSeason_RANKLASTWEEK_2010","ofPotentialPtswonFedExCupRegularSeason_PLAYERNAME_2010","ofPotentialPtswonFedExCupRegularSeason_EVENTS_2010","ofPotentialPtswonFedExCupRegularSeason_Pct_2010","ofPotentialPtswonFedExCupRegularSeason_POINTSWON_2010","ofPotentialPtswonFedExCupRegularSeason_POTENTIALPTS_2010","ofPotentialPtswonFedExCupRegularSeason_OFWINS_2010","ofPotentialPtswonFedExCupRegularSeason_OFTOP10S_2010","stat_name","year"
102,102,"David Duval",24,5.31,404,7600,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2010
103,103,"Cameron Beckman",25,5.27,427,8100,1,2,"ofPotentialPtswonFedExCupRegularSeason",2010
104,104,"Alex Cejka",28,5.23,489,9350,NA,4,"ofPotentialPtswonFedExCupRegularSeason",2010
104,104,"Brett Wetterich",16,5.23,248,4750,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2010
106,106,"Martin Laird",26,5.21,477,9150,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2010
107,107,"Chad Collins",26,5.2,512,9850,NA,3,"ofPotentialPtswonFedExCupRegularSeason",2010
108,108,"John Senden",30,5.19,467,9000,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2010
108,108,"Kevin Sutherland",25,5.19,499,9600,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2010
110,110,"Bob Estes",26,5.17,432,8350,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2010
111,111,"Chris Couch",23,5.04,472,9350,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2010
111,111,"Ben Curtis",24,5.04,416,8250,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2010
113,113,"Pat Perez",27,5.03,534,10600,NA,3,"ofPotentialPtswonFedExCupRegularSeason",2010
114,114,"Blake Adams",26,5.01,514,10250,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2010
115,115,"Craig Barlow",10,4.99,100,2000,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2010
116,116,"JP Hayes",25,4.96,439,8850,NA,3,"ofPotentialPtswonFedExCupRegularSeason",2010
117,117,"Tom Pernice Jr",22,4.91,331,6750,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2010
118,118,"Jeff Maggert",28,4.88,463,9500,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2010
119,119,"Alex Prugh",28,4.85,526,10850,NA,3,"ofPotentialPtswonFedExCupRegularSeason",2010
120,120,"Derek Lamely",28,4.82,487,10100,1,1,"ofPotentialPtswonFedExCupRegularSeason",2010
121,121,"Arjun Atwal",13,4.8,192,4000,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2010
122,122,"Trevor Immelman",19,4.67,266,5700,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2010
122,122,"Josh Teater",31,4.67,502,10750,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2010
124,124,"Mike Weir",19,4.59,360,7850,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2010
125,125,"Briny Baird",28,4.53,458,10100,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2010
126,126,"Ryuji Imada",28,4.52,445,9850,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2010
127,127,"Frank Lickliter II",6,4.49,67,1500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2010
128,128,"Matt Bettencourt",32,4.46,472,10600,1,1,"ofPotentialPtswonFedExCupRegularSeason",2010
129,129,"Kevin Streelman",28,4.45,460,10350,NA,3,"ofPotentialPtswonFedExCupRegularSeason",2010
130,130,"Jonathan Byrd",26,4.44,415,9350,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2010
131,131,"Nick OHern",11,4.42,247,5600,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2010
132,132,"Troy Matteson",28,4.41,425,9650,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2010
132,132,"Webb Simpson",31,4.41,478,10850,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2010
134,134,"John Merrick",31,4.4,449,10200,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2010
135,135,"Jeev Milkha Singh",19,4.36,253,5800,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2010
136,136,"Bill Lunde",28,4.34,449,10350,1,3,"ofPotentialPtswonFedExCupRegularSeason",2010
137,137,"Matt Every",18,4.29,322,7500,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2010
138,138,"Nathan Green",27,4.27,414,9700,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2010
139,139,"Kevin Stadler",28,4.22,394,9350,NA,4,"ofPotentialPtswonFedExCupRegularSeason",2010
140,140,"Michael Letzig",27,4.21,415,9850,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2010
141,141,"Chris Stroud",27,4.17,369,8850,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2010
142,142,"Jarrod Lyle",18,4.12,227,5500,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2010
142,142,"Joe Ogilvie",32,4.12,454,11000,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2010
144,144,"Woody Austin",29,4,394,9850,NA,3,"ofPotentialPtswonFedExCupRegularSeason",2010
144,144,"Gary Woodland",8,4,110,2750,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2010
146,146,"Graham DeLaet",28,3.93,393,10000,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2010
147,147,"Glen Day",13,3.83,144,3750,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2010
148,148,"Michael Connell",25,3.8,314,8250,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2010
149,149,"Scott Piercy",28,3.77,380,10100,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2010
150,150,"Michael Allen",17,3.68,243,6600,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2010
151,151,"Richard Johnson",27,3.65,323,8850,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2010
151,151,"Jeff Quinney",29,3.65,378,10350,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2010
153,153,"James Driscoll",26,3.64,340,9350,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2010
154,154,"Jay Williamson",24,3.62,280,7750,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2010
155,155,"Chris DiMarco",25,3.58,286,8000,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2010
156,156,"Shane Bertsch",4,3.56,53,1500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2010
156,156,"Michael Bradley",24,3.56,306,8600,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2010
156,156,"Will Ma Kenzie",23,3.56,267,7500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2010
159,159,"Billy Mayfair",26,3.49,314,9000,NA,2,"ofPotentialPtswonFedExCupRegularSeason",2010
160,160,"George McNeill",28,3.43,338,9850,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2010
161,161,"Mark Hensby",12,3.35,142,4250,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2010
162,162,"Scott McCarron",29,3.34,354,10600,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2010
163,163,"Mark Wilson",28,3.31,343,10350,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2010
164,164,"John Mallinger",29,3.3,342,10350,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2010
165,165,"Mathias Gronberg",22,3.29,198,6000,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2010
166,166,"Chris Tidland",24,3.28,271,8250,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2010
167,167,"Guy Boros",6,3.22,48,1500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2010
168,168,"Dicky Pride",5,3.14,39,1250,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2010
169,169,"Troy Merritt",29,3.12,331,10600,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2010
170,170,"James Nitties",30,3.05,338,11100,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2010
171,171,"Brett Quigley",29,3.03,336,11100,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2010
172,172,"Tim Herron",24,3.02,234,7750,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2010
172,172,"Rod Pampling",26,3.02,275,9100,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2010
174,174,"Lee Janzen",26,2.92,280,9600,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2010
175,175,"Skip Kendall",18,2.9,159,5500,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2010
176,176,"Steve Flesch",25,2.87,272,9450,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2010
177,177,"Marco Dawson",10,2.73,82,3000,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2010
178,178,"Mathew Goggin",28,2.71,267,9850,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2010
179,179,"Jason Gore",10,2.7,81,3000,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2010
180,180,"Cameron Percy",25,2.65,206,7750,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2010
181,181,"Nicholas Thompson",29,2.62,284,10850,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2010
182,182,"Carlos Franco",11,2.61,92,3500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2010
183,183,"Roger Tambellini",26,2.58,219,8500,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2010
184,184,"Steve Wheatcroft",27,2.51,213,8500,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2010
185,185,"Rich Barcelo",25,2.49,187,7500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2010
186,186,"Brian Stuard",28,2.38,226,9500,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2010
187,187,"Graeme McDowell",10,2.35,91,3850,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2010
188,188,"Jeff Klauk",13,2.33,148,6350,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2010
189,189,"Garth Mulroy",19,2.29,160,7000,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2010
190,190,"Ted Purdy",30,2.24,244,10850,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2010
191,191,"Henrik Bjornstad",26,2.21,188,8500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2010
191,191,"Matt Weibring",10,2.21,83,3750,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2010
191,191,"Tim Wilkinson",15,2.21,133,6000,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2010
194,194,"Omar Uresti",27,2.14,192,9000,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2010
195,195,"Charles Warren",21,2.1,116,5500,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2010
196,196,"Fred Funk",6,2.09,44,2100,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2010
197,197,"Cliff Kresge",17,2.03,91,4500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2010
198,198,"Johnson Wagner",28,2.02,197,9750,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2010
199,199,"Willie Wood",2,2,5,250,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2010
200,200,"Jonathan Kaye",6,1.93,34,1750,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2010
201,201,"Robert Damron",4,1.88,24,1250,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2010
202,202,"Greg Owen",27,1.87,184,9850,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2010
203,203,"Rich Beem",11,1.77,80,4500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2010
204,204,"Len Mattiace",6,1.72,22,1250,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2010
204,204,"Chez Reavie",15,1.72,125,7250,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2010
206,206,"Robert Gamez",8,1.69,47,2750,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2010
207,207,"Rocco Mediate",25,1.67,150,9000,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2010
208,208,"Cameron Tringale",22,1.65,107,6500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2010
209,209,"Harrison Frazar",17,1.63,116,7100,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2010
210,210,"John Daly",20,1.62,97,6000,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2010
211,211,"Martin Flores",26,1.57,137,8750,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2010
212,212,"Roland Thatcher",26,1.52,142,9350,NA,1,"ofPotentialPtswonFedExCupRegularSeason",2010
213,213,"John Morse",5,1.49,19,1250,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2010
214,214,"Daniel Chopra",28,1.4,142,10100,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2010
215,215,"Mark Calcavecchia",16,1.34,88,6600,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2010
216,216,"Shigeki Maruyama",4,1.3,20,1500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2010
217,217,"David Lutterus",25,1.29,103,8000,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2010
218,218,"Michael Clark II",6,1.27,19,1500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2010
219,219,"Jeff Gove",22,1.18,77,6500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2010
219,219,"Brenden Pappas",24,1.18,89,7500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2010
219,219,"Phil Tataurangi",4,1.18,12,1000,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2010
222,222,"Jim Carter",5,1.17,18,1500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2010
223,223,"Tom Byrum",3,1.1,11,1000,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2010
223,223,"JL Lewis",4,1.1,14,1250,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2010
225,225,"Todd Hamilton",20,1.09,64,5850,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2010
226,226,"Craig Bowden",20,1.06,79,7500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2010
227,227,"Vance Veazey",23,1.05,73,7000,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2010
228,228,"Chris Smith",10,0.88,27,3000,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2010
229,229,"Fran Quinn",7,0.87,26,3000,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2010
230,230,"Mark Brooks",14,0.78,29,3750,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2010
231,231,"John Huston",13,0.75,40,5250,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2010
232,232,"Steve Lowery",25,0.73,67,9250,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2010
233,233,"Brent Delahoussaye",21,0.71,43,6000,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2010
234,234,"Chris Wilson",26,0.68,58,8500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2010
235,235,"Jerod Turner",21,0.67,57,8500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2010
236,236,"Kevin Johnson",26,0.55,53,9500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2010
237,237,"Parker McLachlin",20,0.48,32,6750,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2010
238,238,"Brad Faxon",23,0.46,39,8500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2010
239,239,"Eric Axley",6,0.44,6,1250,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2010
240,240,"Andrew McLardy",21,0.38,23,6000,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2010
241,241,"Tommy Armour III",5,0.3,6,2000,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2010
