"ParBreakers_RANKTHISWEEK_2016","ParBreakers_RANKLASTWEEK_2016","ParBreakers_PLAYERNAME_2016","ParBreakers_ROUNDS_2016","ParBreakers_Pct_2016","ParBreakers_BIRDIESEAGLES_2016","ParBreakers_HOLES_2016","stat_name","year"
159,149,"Henrik Norlander",41,18.56,137,738,"ParBreakers",2016
160,164,"George McNeill",33,18.52,110,594,"ParBreakers",2016
160,162,"Wes Roach",33,18.52,110,594,"ParBreakers",2016
162,143,"Andres Gonzales",46,18.48,153,828,"ParBreakers",2016
163,160,"Steve Marino",40,18.47,133,720,"ParBreakers",2016
164,156,"Matt Every",34,18.46,113,612,"ParBreakers",2016
165,166,"KJ Choi",47,18.44,156,846,"ParBreakers",2016
166,167,"Andres Romero",22,18.43,73,396,"ParBreakers",2016
167,164,"Tyrone Van Aswegen",67,18.41,222,1206,"ParBreakers",2016
168,147,"Justin Hicks",26,18.38,86,468,"ParBreakers",2016
169,182,"Scott Langley",41,18.29,135,738,"ParBreakers",2016
170,172,"Cameron Percy",22,18.18,72,396,"ParBreakers",2016
171,168,"Vijay Singh",42,18.12,137,756,"ParBreakers",2016
172,171,"Will Ma Kenzie",54,18.11,176,972,"ParBreakers",2016
173,170,"Zac Blair",56,18.06,182,1008,"ParBreakers",2016
173,183,"Sam Saunders",40,18.06,130,720,"ParBreakers",2016
173,176,"Bernd Wiesberger",23,18.06,65,360,"ParBreakers",2016
176,179,"Chad Collins",45,18.02,146,810,"ParBreakers",2016
177,175,"Jamie Donaldson",28,18,81,450,"ParBreakers",2016
178,181,"Thomas Aiken",42,17.99,136,756,"ParBreakers",2016
179,178,"Abraham Ancer",26,17.95,84,468,"ParBreakers",2016
179,174,"Stuart Appleby",39,17.95,126,702,"ParBreakers",2016
181,176,"Whee Kim",54,17.9,174,972,"ParBreakers",2016
182,169,"Luke Donald",49,17.8,157,882,"ParBreakers",2016
183,184,"Andy Sullivan",25,17.68,70,396,"ParBreakers",2016
184,185,"Dicky Pride",33,17.51,104,594,"ParBreakers",2016
184,190,"Steve Wheatcroft",53,17.51,167,954,"ParBreakers",2016
186,185,"Brendon de Jonge",55,17.47,173,990,"ParBreakers",2016
187,187,"Justin Leonard",28,17.46,88,504,"ParBreakers",2016
188,180,"Hiroshi Iwata",51,17.43,160,918,"ParBreakers",2016
189,188,"Carl Pettersson",31,17.38,97,558,"ParBreakers",2016
190,189,"Andrew Landry",24,17.36,75,432,"ParBreakers",2016
191,191,"DH Lee",35,17.3,109,630,"ParBreakers",2016
192,193,"Brian Gay",22,16.92,67,396,"ParBreakers",2016
193,194,"Rhein Gibson",36,16.82,109,648,"ParBreakers",2016
194,195,"Jerry Kelly",44,16.79,133,792,"ParBreakers",2016
195,199,"Derek Ernst",36,16.67,108,648,"ParBreakers",2016
195,196,"Geoff Ogilvy",37,16.67,111,666,"ParBreakers",2016
197,197,"JJ Henry",44,16.54,131,792,"ParBreakers",2016
197,192,"Shawn Stefani",45,16.54,134,810,"ParBreakers",2016
199,198,"Mark Wilson",42,16.53,125,756,"ParBreakers",2016
200,200,"Darron Stiles",28,16.47,83,504,"ParBreakers",2016
201,202,"Brendon Todd",43,16.28,126,774,"ParBreakers",2016
202,201,"Billy Hurley III",22,16.16,64,396,"ParBreakers",2016
203,203,"Lucas Lee",22,15.91,63,396,"ParBreakers",2016
204,204,"Ken Duke",26,15.6,73,468,"ParBreakers",2016
205,206,"Ian Poulter",37,15.02,100,666,"ParBreakers",2016
206,207,"Robert Allenby",35,13.81,87,630,"ParBreakers",2016
207,208,"Charlie Beljan",26,13.46,63,468,"ParBreakers",2016
