"PuttsPerRound_RANKTHISWEEK_2014","PuttsPerRound_RANKLASTWEEK_2014","PuttsPerRound_PLAYERNAME_2014","PuttsPerRound_ROUNDS_2014","PuttsPerRound_AVG_2014","PuttsPerRound_TOTALPUTTS_2014","PuttsPerRound_TOTALROUNDS_2014","PuttsPerRound_LOWTOTALPUTTS_2014","stat_name","year"
160,160,"Billy Horschel",92,29.86,2687,90,22,"PuttsPerRound",2014
161,161,"Henrik Stenson",56,29.89,1614,54,24,"PuttsPerRound",2014
162,162,"John Peterson",62,29.9,1794,60,23,"PuttsPerRound",2014
163,163,"Derek Ernst",80,29.92,2274,76,24,"PuttsPerRound",2014
164,164,"Jeff Maggert",54,29.98,1619,54,24,"PuttsPerRound",2014
164,164,"Louis Oosthuizen",50,29.98,1379,46,24,"PuttsPerRound",2014
166,166,"John Rollins",84,30.06,2405,80,24,"PuttsPerRound",2014
167,167,"Justin Hicks",103,30.09,2979,99,25,"PuttsPerRound",2014
168,168,"John Merrick",87,30.12,2500,83,26,"PuttsPerRound",2014
169,169,"Jhonattan Vegas",77,30.13,2260,75,24,"PuttsPerRound",2014
170,170,"Kevin Tway",64,30.15,1809,60,24,"PuttsPerRound",2014
171,171,"Hudson Swafford",75,30.18,2143,71,24,"PuttsPerRound",2014
172,172,"Chad Campbell",57,30.25,1603,53,25,"PuttsPerRound",2014
173,173,"JJ Henry",91,30.33,2639,87,24,"PuttsPerRound",2014
173,173,"Nicholas Thompson",85,30.33,2457,81,24,"PuttsPerRound",2014
175,175,"Kyle Stanley",87,30.36,2520,83,22,"PuttsPerRound",2014
176,176,"Boo Weekley",73,30.56,2200,72,25,"PuttsPerRound",2014
177,177,"Lucas Glover",68,30.85,2036,66,25,"PuttsPerRound",2014
