"LeftTendency_RANKTHISWEEK_2012","LeftTendency_RANKLASTWEEK_2012","LeftTendency_PLAYERNAME_2012","LeftTendency_EVENTS_2012","LeftTendency_Pct_2012","LeftTendency_NUMBEROFTIMES_2012","LeftTendency_ATTEMPTS_2012","LeftTendency_AVGRTPSCORE_2012","stat_name","year"
123,123,"Scott Stallings",27,51.1,184,360,1.47,"LeftTendency",2012
127,127,"Jeff Maggert",27,51.2,176,344,2.56,"LeftTendency",2012
128,128,"Stuart Appleby",24,51.3,158,308,1.58,"LeftTendency",2012
128,128,"Pat Perez",23,51.3,179,349,1.4,"LeftTendency",2012
130,130,"Matt Bettencourt",31,51.4,189,368,3.23,"LeftTendency",2012
130,130,"Tim Clark",20,51.4,95,185,2.21,"LeftTendency",2012
130,130,"Brian Harman",30,51.4,204,397,2.16,"LeftTendency",2012
130,130,"Seung Yul Noh",28,51.4,237,461,1.77,"LeftTendency",2012
130,130,"Kyle Thompson",22,51.4,94,183,2.34,"LeftTendency",2012
135,135,"Jhonattan Vegas",25,51.5,217,421,2.03,"LeftTendency",2012
136,136,"Robert Garrigus",26,51.6,216,419,0.88,"LeftTendency",2012
136,136,"Nathan Green",22,51.6,164,318,1.71,"LeftTendency",2012
136,136,"Derek Lamely",25,51.6,182,353,1.32,"LeftTendency",2012
139,139,"Luke Donald",17,51.7,124,240,0.08,"LeftTendency",2012
139,139,"Ted Potter Jr",25,51.7,156,302,2.56,"LeftTendency",2012
141,141,"Billy Horschel",17,51.9,107,206,0.65,"LeftTendency",2012
142,142,"Camilo Villegas",25,52,194,373,2.06,"LeftTendency",2012
143,143,"Louis Oosthuizen",19,52.2,128,245,0.94,"LeftTendency",2012
143,143,"Chez Reavie",26,52.2,151,289,2.58,"LeftTendency",2012
145,145,"Bud Cauley",28,52.3,248,474,1.45,"LeftTendency",2012
145,145,"YE Yang",20,52.3,137,262,1.75,"LeftTendency",2012
147,147,"Tommy Biershenk",27,52.4,165,315,1.33,"LeftTendency",2012
147,147,"Sergio Garcia",16,52.4,121,231,0.83,"LeftTendency",2012
147,147,"DA Points",29,52.4,196,374,1.58,"LeftTendency",2012
150,150,"Jason Bohn",28,52.5,159,303,1.57,"LeftTendency",2012
150,150,"Dustin Johnson",19,52.5,159,303,0.69,"LeftTendency",2012
152,152,"Brendon de Jonge",31,52.6,262,498,0.99,"LeftTendency",2012
153,153,"Nick OHern",26,52.7,176,334,2.67,"LeftTendency",2012
154,154,"Robert Allenby",27,53,195,368,2.21,"LeftTendency",2012
154,154,"John Daly",15,53,115,217,3.3,"LeftTendency",2012
156,156,"Brendon Todd",29,53.1,188,354,1.7,"LeftTendency",2012
157,157,"Graeme McDowell",16,53.4,79,148,1.65,"LeftTendency",2012
158,158,"Vaughn Taylor",26,53.5,177,331,2.15,"LeftTendency",2012
158,158,"DJ Trahan",27,53.5,168,314,2.2,"LeftTendency",2012
160,160,"Ben Crane",23,53.9,158,293,1.08,"LeftTendency",2012
161,161,"Dicky Pride",19,54,135,250,2.22,"LeftTendency",2012
162,162,"Will Claxton",28,54.4,215,395,0.93,"LeftTendency",2012
162,162,"Justin Leonard",26,54.4,197,362,2.39,"LeftTendency",2012
164,164,"Troy Kelly",23,54.5,174,319,1.72,"LeftTendency",2012
164,164,"Webb Simpson",22,54.5,186,341,0.59,"LeftTendency",2012
166,166,"Kyle Reifers",27,54.6,209,383,0.81,"LeftTendency",2012
167,167,"Garth Mulroy",20,54.8,132,241,0.83,"LeftTendency",2012
168,168,"Tiger Woods",19,54.9,134,244,-0.45,"LeftTendency",2012
169,169,"Michael Bradley",23,55.2,192,348,1.51,"LeftTendency",2012
169,169,"Bo Van Pelt",24,55.2,175,317,0.8,"LeftTendency",2012
171,171,"Geoff Ogilvy",20,55.4,158,285,1.9,"LeftTendency",2012
171,171,"Johnson Wagner",27,55.4,215,388,0.79,"LeftTendency",2012
173,173,"Steve Wheatcroft",22,55.5,117,211,1.79,"LeftTendency",2012
174,174,"Martin Flores",30,55.7,279,501,1.54,"LeftTendency",2012
174,174,"Spencer Levin",26,55.7,220,395,1.95,"LeftTendency",2012
176,176,"Jonathan Byrd",21,55.8,179,321,1.4,"LeftTendency",2012
177,177,"Tom Gillis",23,56,177,316,2.03,"LeftTendency",2012
178,178,"Lee Westwood",15,56.1,115,205,1.39,"LeftTendency",2012
179,179,"Ryuji Imada",28,56.5,230,407,1.52,"LeftTendency",2012
180,180,"Harrison Frazar",20,56.8,163,287,1.6,"LeftTendency",2012
181,181,"Steve Stricker",19,57.3,150,262,0.8,"LeftTendency",2012
182,182,"Ben Curtis",19,57.8,119,206,1.76,"LeftTendency",2012
183,183,"Carl Pettersson",26,58,266,459,1.58,"LeftTendency",2012
184,184,"JJ Henry",28,58.3,210,360,2.43,"LeftTendency",2012
184,184,"Gary Woodland",22,58.3,179,307,1.23,"LeftTendency",2012
186,186,"Edward Loar",23,58.8,147,250,2.45,"LeftTendency",2012
187,187,"Phil Mickelson",22,58.9,208,353,0.48,"LeftTendency",2012
188,188,"Kevin Stadler",25,59.1,189,320,2.28,"LeftTendency",2012
189,189,"Gavin Coles",23,60.6,166,274,2.23,"LeftTendency",2012
190,190,"Marco Dawson",22,60.7,164,270,2.5,"LeftTendency",2012
191,191,"Billy Hurley III",27,63.8,194,304,2.32,"LeftTendency",2012
