"CurrentStreakwithouta3Putt_RANKTHISWEEK_2015","CurrentStreakwithouta3Putt_RANKLASTWEEK_2015","CurrentStreakwithouta3Putt_PLAYERNAME_2015","CurrentStreakwithouta3Putt_EVENTS_2015","CurrentStreakwithouta3Putt_VALUE_2015","stat_name","year"
68,68,"Jason Dufner",21,25,"CurrentStreakwithouta3Putt",2015
68,68,"Webb Simpson",22,25,"CurrentStreakwithouta3Putt",2015
68,68,"Cameron Tringale",28,25,"CurrentStreakwithouta3Putt",2015
71,71,"Zac Blair",34,24,"CurrentStreakwithouta3Putt",2015
71,71,"Steve Wheatcroft",28,24,"CurrentStreakwithouta3Putt",2015
73,73,"James Hahn",28,23,"CurrentStreakwithouta3Putt",2015
74,74,"Brian Davis",31,22,"CurrentStreakwithouta3Putt",2015
74,74,"Retief Goosen",25,22,"CurrentStreakwithouta3Putt",2015
74,74,"Mark Hubbard",25,22,"CurrentStreakwithouta3Putt",2015
74,74,"Colt Knost",29,22,"CurrentStreakwithouta3Putt",2015
74,74,"Marc Leishman",23,22,"CurrentStreakwithouta3Putt",2015
74,74,"Vijay Singh",23,22,"CurrentStreakwithouta3Putt",2015
74,74,"Nicholas Thompson",31,22,"CurrentStreakwithouta3Putt",2015
81,81,"Gonzalo Fdez Castano",28,21,"CurrentStreakwithouta3Putt",2015
81,81,"Billy Horschel",28,21,"CurrentStreakwithouta3Putt",2015
81,81,"Ryan Palmer",22,21,"CurrentStreakwithouta3Putt",2015
81,81,"Jim Renner",27,21,"CurrentStreakwithouta3Putt",2015
85,85,"Luke Donald",20,20,"CurrentStreakwithouta3Putt",2015
85,85,"Morgan Hoffmann",26,20,"CurrentStreakwithouta3Putt",2015
85,85,"Patrick Reed",27,20,"CurrentStreakwithouta3Putt",2015
85,85,"Kyle Reifers",31,20,"CurrentStreakwithouta3Putt",2015
85,85,"Jimmy Walker",24,20,"CurrentStreakwithouta3Putt",2015
90,90,"Keegan Bradley",24,19,"CurrentStreakwithouta3Putt",2015
91,91,"Angel Cabrera",19,18,"CurrentStreakwithouta3Putt",2015
91,91,"Ernie Els",18,18,"CurrentStreakwithouta3Putt",2015
91,91,"John Huh",31,18,"CurrentStreakwithouta3Putt",2015
91,91,"Matt Jones",25,18,"CurrentStreakwithouta3Putt",2015
95,95,"Martin Laird",24,17,"CurrentStreakwithouta3Putt",2015
96,96,"Whee Kim",23,16,"CurrentStreakwithouta3Putt",2015
96,96,"George McNeill",27,16,"CurrentStreakwithouta3Putt",2015
96,96,"Mark Wilson",28,16,"CurrentStreakwithouta3Putt",2015
99,99,"Derek Ernst",26,13,"CurrentStreakwithouta3Putt",2015
99,99,"Russell Henley",24,13,"CurrentStreakwithouta3Putt",2015
99,99,"John Merrick",27,13,"CurrentStreakwithouta3Putt",2015
102,102,"KJ Choi",19,12,"CurrentStreakwithouta3Putt",2015
102,102,"Matt Every",26,12,"CurrentStreakwithouta3Putt",2015
102,102,"Oscar Fraustro",21,12,"CurrentStreakwithouta3Putt",2015
102,102,"Brian Harman",29,12,"CurrentStreakwithouta3Putt",2015
102,102,"Hunter Mahan",24,12,"CurrentStreakwithouta3Putt",2015
102,102,"Sean OHair",26,12,"CurrentStreakwithouta3Putt",2015
102,102,"Jordan Spieth",25,12,"CurrentStreakwithouta3Putt",2015
102,102,"Scott Stallings",19,12,"CurrentStreakwithouta3Putt",2015
110,110,"Aaron Baddeley",25,11,"CurrentStreakwithouta3Putt",2015
110,110,"Fabian Gomez",26,11,"CurrentStreakwithouta3Putt",2015
110,110,"Jonathan Randolph",25,11,"CurrentStreakwithouta3Putt",2015
110,110,"Rory Sabbatini",25,11,"CurrentStreakwithouta3Putt",2015
110,110,"Brian Stuard",31,11,"CurrentStreakwithouta3Putt",2015
115,115,"Scott Piercy",28,10,"CurrentStreakwithouta3Putt",2015
115,115,"Sam Saunders",28,10,"CurrentStreakwithouta3Putt",2015
115,115,"Heath Slocum",22,10,"CurrentStreakwithouta3Putt",2015
115,115,"Hudson Swafford",30,10,"CurrentStreakwithouta3Putt",2015
119,119,"Blayne Barber",26,9,"CurrentStreakwithouta3Putt",2015
119,119,"Ricky Barnes",27,9,"CurrentStreakwithouta3Putt",2015
119,119,"Stewart Cink",23,9,"CurrentStreakwithouta3Putt",2015
119,119,"Martin Flores",30,9,"CurrentStreakwithouta3Putt",2015
119,119,"Kevin Kisner",30,9,"CurrentStreakwithouta3Putt",2015
119,119,"Francesco Molinari",16,9,"CurrentStreakwithouta3Putt",2015
119,119,"Scott Pinckney",27,9,"CurrentStreakwithouta3Putt",2015
119,119,"Byron Smith",21,9,"CurrentStreakwithouta3Putt",2015
127,127,"Andres Gonzales",28,8,"CurrentStreakwithouta3Putt",2015
127,127,"Bill Haas",25,8,"CurrentStreakwithouta3Putt",2015
127,127,"Jason Kokrak",28,8,"CurrentStreakwithouta3Putt",2015
127,127,"DA Points",26,8,"CurrentStreakwithouta3Putt",2015
131,131,"Robert Allenby",25,7,"CurrentStreakwithouta3Putt",2015
131,131,"Scott Brown",30,7,"CurrentStreakwithouta3Putt",2015
131,131,"Charley Hoffman",28,7,"CurrentStreakwithouta3Putt",2015
131,131,"Tom Hoge",26,7,"CurrentStreakwithouta3Putt",2015
131,131,"John Peterson",25,7,"CurrentStreakwithouta3Putt",2015
131,131,"Justin Thomas",30,7,"CurrentStreakwithouta3Putt",2015
131,131,"Brendon Todd",27,7,"CurrentStreakwithouta3Putt",2015
138,138,"Jamie Donaldson",16,6,"CurrentStreakwithouta3Putt",2015
138,138,"Ryo Ishikawa",28,6,"CurrentStreakwithouta3Putt",2015
138,138,"SJ Park",27,6,"CurrentStreakwithouta3Putt",2015
138,138,"Adam Scott",15,6,"CurrentStreakwithouta3Putt",2015
138,138,"John Senden",24,6,"CurrentStreakwithouta3Putt",2015
138,138,"Brandt Snedeker",27,6,"CurrentStreakwithouta3Putt",2015
138,138,"Lee Westwood",15,6,"CurrentStreakwithouta3Putt",2015
145,145,"Steven Alker",22,5,"CurrentStreakwithouta3Putt",2015
145,145,"Adam Hadwin",30,5,"CurrentStreakwithouta3Putt",2015
145,145,"Scott Langley",28,5,"CurrentStreakwithouta3Putt",2015
145,145,"Jeff Overton",30,5,"CurrentStreakwithouta3Putt",2015
145,145,"Andrew Putnam",23,5,"CurrentStreakwithouta3Putt",2015
145,145,"Charl Schwartzel",19,5,"CurrentStreakwithouta3Putt",2015
151,151,"Hideki Matsuyama",25,4,"CurrentStreakwithouta3Putt",2015
151,151,"Carl Pettersson",32,4,"CurrentStreakwithouta3Putt",2015
151,151,"Bo Van Pelt",28,4,"CurrentStreakwithouta3Putt",2015
154,154,"Chesson Hadley",30,3,"CurrentStreakwithouta3Putt",2015
154,154,"Jim Herman",27,3,"CurrentStreakwithouta3Putt",2015
154,154,"Max Homa",27,3,"CurrentStreakwithouta3Putt",2015
154,154,"Spencer Levin",31,3,"CurrentStreakwithouta3Putt",2015
154,154,"William McGirt",30,3,"CurrentStreakwithouta3Putt",2015
154,154,"Alex Prugh",27,3,"CurrentStreakwithouta3Putt",2015
154,154,"Andrew Svoboda",30,3,"CurrentStreakwithouta3Putt",2015
154,154,"Boo Weekley",24,3,"CurrentStreakwithouta3Putt",2015
162,162,"Ken Duke",30,2,"CurrentStreakwithouta3Putt",2015
162,162,"Jim Furyk",19,2,"CurrentStreakwithouta3Putt",2015
162,162,"Padraig Harrington",21,2,"CurrentStreakwithouta3Putt",2015
162,162,"Greg Owen",19,2,"CurrentStreakwithouta3Putt",2015
162,162,"Cameron Percy",23,2,"CurrentStreakwithouta3Putt",2015
162,162,"Chez Reavie",19,2,"CurrentStreakwithouta3Putt",2015
162,162,"Chris Stroud",28,2,"CurrentStreakwithouta3Putt",2015
169,169,"Charlie Beljan",27,1,"CurrentStreakwithouta3Putt",2015
169,169,"Erik Compton",28,1,"CurrentStreakwithouta3Putt",2015
169,169,"Ben Crane",22,1,"CurrentStreakwithouta3Putt",2015
169,169,"David Lingmerth",28,1,"CurrentStreakwithouta3Putt",2015
169,169,"Bill Lunde",18,1,"CurrentStreakwithouta3Putt",2015
169,169,"Troy Merritt",29,1,"CurrentStreakwithouta3Putt",2015
169,169,"Louis Oosthuizen",20,1,"CurrentStreakwithouta3Putt",2015
169,169,"Henrik Stenson",16,1,"CurrentStreakwithouta3Putt",2015
169,169,"Michael Thompson",27,1,"CurrentStreakwithouta3Putt",2015
