"GIRPercentagefromFairway_RANKTHISWEEK_2012","GIRPercentagefromFairway_RANKLASTWEEK_2012","GIRPercentagefromFairway_PLAYERNAME_2012","GIRPercentagefromFairway_ROUNDS_2012","GIRPercentagefromFairway_Pct_2012","GIRPercentagefromFairway_GREENSHIT_2012","GIRPercentagefromFairway_OFHOLES_2012","stat_name","year"
35,35,"Sergio Garcia",57,77.99,372,477,"GIRPercentagefromFairway",2012
35,35,"Russell Knox",72,77.99,482,618,"GIRPercentagefromFairway",2012
37,37,"Roberto Castro",92,77.96,612,785,"GIRPercentagefromFairway",2012
37,37,"Phil Mickelson",79,77.96,467,599,"GIRPercentagefromFairway",2012
39,39,"Bobby Gates",87,77.88,528,678,"GIRPercentagefromFairway",2012
40,40,"Tim Herron",88,77.85,573,736,"GIRPercentagefromFairway",2012
41,41,"Daniel Chopra",55,77.74,262,337,"GIRPercentagefromFairway",2012
42,42,"Scott Piercy",95,77.72,579,745,"GIRPercentagefromFairway",2012
43,43,"Jeff Overton",101,77.66,650,837,"GIRPercentagefromFairway",2012
44,44,"Bill Lunde",83,77.63,479,617,"GIRPercentagefromFairway",2012
45,45,"Nathan Green",73,77.61,416,536,"GIRPercentagefromFairway",2012
46,46,"Carl Pettersson",92,77.57,574,740,"GIRPercentagefromFairway",2012
47,47,"David Hearn",95,77.48,640,826,"GIRPercentagefromFairway",2012
48,48,"Vijay Singh",99,77.44,659,851,"GIRPercentagefromFairway",2012
49,49,"Harris English",98,77.37,629,813,"GIRPercentagefromFairway",2012
50,50,"Jimmy Walker",101,77.36,574,742,"GIRPercentagefromFairway",2012
51,51,"Ricky Barnes",92,77.31,552,714,"GIRPercentagefromFairway",2012
52,52,"John Rollins",81,77.25,533,690,"GIRPercentagefromFairway",2012
53,53,"Steve Stricker",73,77.21,481,623,"GIRPercentagefromFairway",2012
54,54,"Chris Kirk",93,77.18,575,745,"GIRPercentagefromFairway",2012
55,55,"Bo Van Pelt",84,77.17,578,749,"GIRPercentagefromFairway",2012
56,56,"Martin Laird",77,77.15,466,604,"GIRPercentagefromFairway",2012
57,57,"Tiger Woods",69,77.13,462,599,"GIRPercentagefromFairway",2012
58,58,"Hunter Mahan",88,77.09,599,777,"GIRPercentagefromFairway",2012
59,59,"Cameron Tringale",88,77.06,608,789,"GIRPercentagefromFairway",2012
60,60,"Matt Kuchar",86,76.99,572,743,"GIRPercentagefromFairway",2012
61,61,"Mark Anderson",75,76.98,388,504,"GIRPercentagefromFairway",2012
62,62,"Scott Brown",65,76.97,381,495,"GIRPercentagefromFairway",2012
63,63,"JB Holmes",90,76.92,480,624,"GIRPercentagefromFairway",2012
64,64,"Keegan Bradley",90,76.9,586,762,"GIRPercentagefromFairway",2012
65,65,"Charley Hoffman",88,76.8,586,763,"GIRPercentagefromFairway",2012
66,66,"Webb Simpson",77,76.76,502,654,"GIRPercentagefromFairway",2012
67,67,"Seung Yul Noh",105,76.74,617,804,"GIRPercentagefromFairway",2012
68,68,"Brandt Snedeker",81,76.71,504,657,"GIRPercentagefromFairway",2012
69,69,"Gary Christian",91,76.62,626,817,"GIRPercentagefromFairway",2012
69,69,"Robert Karlsson",54,76.62,308,402,"GIRPercentagefromFairway",2012
71,71,"Daniel Summerhays",81,76.61,511,667,"GIRPercentagefromFairway",2012
72,72,"Richard Lee",71,76.6,478,624,"GIRPercentagefromFairway",2012
73,73,"Graham DeLaet",79,76.58,484,632,"GIRPercentagefromFairway",2012
74,74,"Trevor Immelman",76,76.5,485,634,"GIRPercentagefromFairway",2012
74,74,"Pat Perez",81,76.5,524,685,"GIRPercentagefromFairway",2012
76,76,"Charles Howell III",98,76.47,572,748,"GIRPercentagefromFairway",2012
77,77,"Johnson Wagner",88,76.46,588,769,"GIRPercentagefromFairway",2012
78,78,"Graeme McDowell",55,76.42,405,530,"GIRPercentagefromFairway",2012
79,79,"Heath Slocum",93,76.38,650,851,"GIRPercentagefromFairway",2012
79,79,"Steve Wheatcroft",56,76.38,333,436,"GIRPercentagefromFairway",2012
81,81,"Bob Estes",78,76.36,504,660,"GIRPercentagefromFairway",2012
82,82,"Ryan Moore",89,76.35,623,816,"GIRPercentagefromFairway",2012
83,83,"Jim Furyk",85,76.33,632,828,"GIRPercentagefromFairway",2012
84,84,"Cameron Beckman",81,76.32,506,663,"GIRPercentagefromFairway",2012
85,85,"Kevin Streelman",89,76.31,570,747,"GIRPercentagefromFairway",2012
86,86,"Marco Dawson",60,76.3,322,422,"GIRPercentagefromFairway",2012
87,87,"William McGirt",96,76.29,592,776,"GIRPercentagefromFairway",2012
88,88,"Garth Mulroy",59,76.2,365,479,"GIRPercentagefromFairway",2012
89,89,"Freddie Jacobson",61,76.18,371,487,"GIRPercentagefromFairway",2012
90,90,"Edward Loar",59,76.14,316,415,"GIRPercentagefromFairway",2012
90,90,"Rod Pampling",88,76.14,533,700,"GIRPercentagefromFairway",2012
92,92,"John Mallinger",74,76.1,503,661,"GIRPercentagefromFairway",2012
92,92,"Chris Stroud",86,76.1,570,749,"GIRPercentagefromFairway",2012
92,92,"DJ Trahan",73,76.1,449,590,"GIRPercentagefromFairway",2012
95,95,"Dustin Johnson",70,76.09,401,527,"GIRPercentagefromFairway",2012
95,95,"Gary Woodland",70,76.09,401,527,"GIRPercentagefromFairway",2012
97,97,"Ryan Palmer",81,76.07,499,656,"GIRPercentagefromFairway",2012
98,98,"Vaughn Taylor",81,76.06,483,635,"GIRPercentagefromFairway",2012
99,99,"Davis Love III",64,75.99,402,529,"GIRPercentagefromFairway",2012
100,100,"Kevin Stadler",85,75.89,532,701,"GIRPercentagefromFairway",2012
101,101,"Brendan Steele",77,75.81,492,649,"GIRPercentagefromFairway",2012
102,102,"Patrick Sheehan",58,75.74,331,437,"GIRPercentagefromFairway",2012
103,103,"Jason Bohn",81,75.66,513,678,"GIRPercentagefromFairway",2012
103,103,"Mathew Goggin",65,75.66,373,493,"GIRPercentagefromFairway",2012
105,105,"Dicky Pride",62,75.65,351,464,"GIRPercentagefromFairway",2012
106,106,"Matt Bettencourt",80,75.62,397,525,"GIRPercentagefromFairway",2012
106,106,"Jason Day",57,75.62,304,402,"GIRPercentagefromFairway",2012
108,108,"Charlie Beljan",61,75.58,325,430,"GIRPercentagefromFairway",2012
109,109,"DA Points",88,75.5,601,796,"GIRPercentagefromFairway",2012
110,110,"Alexandre Rocha",62,75.45,375,497,"GIRPercentagefromFairway",2012
111,111,"Matt Every",80,75.39,487,646,"GIRPercentagefromFairway",2012
112,112,"Michael Thompson",80,75.38,499,662,"GIRPercentagefromFairway",2012
113,113,"Blake Adams",107,75.37,713,946,"GIRPercentagefromFairway",2012
113,113,"Hunter Haas",69,75.37,410,544,"GIRPercentagefromFairway",2012
115,115,"Rickie Fowler",84,75.27,563,748,"GIRPercentagefromFairway",2012
116,116,"Jonas Blixt",72,75.17,433,576,"GIRPercentagefromFairway",2012
117,117,"Bryce Molder",83,75.15,511,680,"GIRPercentagefromFairway",2012
118,118,"Henrik Stenson",51,75.12,317,422,"GIRPercentagefromFairway",2012
119,119,"Kevin Chappell",91,75.11,516,687,"GIRPercentagefromFairway",2012
120,120,"Kris Blanks",65,75.09,440,586,"GIRPercentagefromFairway",2012
121,121,"John Daly",50,75.07,268,357,"GIRPercentagefromFairway",2012
121,121,"Troy Matteson",100,75.07,518,690,"GIRPercentagefromFairway",2012
123,123,"David Toms",60,75.04,424,565,"GIRPercentagefromFairway",2012
124,124,"Miguel Angel Carballo",73,74.86,393,525,"GIRPercentagefromFairway",2012
124,124,"Martin Flores",95,74.86,521,696,"GIRPercentagefromFairway",2012
126,126,"Tom Gillis",75,74.78,516,690,"GIRPercentagefromFairway",2012
127,127,"Troy Kelly",68,74.73,340,455,"GIRPercentagefromFairway",2012
128,128,"Danny Lee",74,74.67,395,529,"GIRPercentagefromFairway",2012
129,129,"Arjun Atwal",79,74.56,463,621,"GIRPercentagefromFairway",2012
130,130,"Stewart Cink",71,74.55,372,499,"GIRPercentagefromFairway",2012
131,131,"Spencer Levin",81,74.53,471,632,"GIRPercentagefromFairway",2012
132,132,"Brian Davis",91,74.48,607,815,"GIRPercentagefromFairway",2012
133,133,"James Driscoll",83,74.47,420,564,"GIRPercentagefromFairway",2012
134,134,"Ted Potter Jr",77,74.46,487,654,"GIRPercentagefromFairway",2012
135,135,"Rocco Mediate",70,74.41,413,555,"GIRPercentagefromFairway",2012
136,136,"Jeff Maggert",83,74.39,578,777,"GIRPercentagefromFairway",2012
137,137,"Marc Leishman",84,74.19,480,647,"GIRPercentagefromFairway",2012
138,138,"Ken Duke",104,74.1,678,915,"GIRPercentagefromFairway",2012
139,139,"Erik Compton",81,73.95,440,595,"GIRPercentagefromFairway",2012
140,140,"Brian Gay",91,73.94,556,752,"GIRPercentagefromFairway",2012
141,141,"Stuart Appleby",75,73.92,479,648,"GIRPercentagefromFairway",2012
142,142,"Charl Schwartzel",56,73.87,342,463,"GIRPercentagefromFairway",2012
143,143,"Andres Romero",68,73.86,339,459,"GIRPercentagefromFairway",2012
144,144,"Tim Clark",60,73.83,443,600,"GIRPercentagefromFairway",2012
145,145,"Zach Johnson",95,73.69,661,897,"GIRPercentagefromFairway",2012
146,146,"John Huh",99,73.68,700,950,"GIRPercentagefromFairway",2012
147,147,"Nick OHern",78,73.66,481,653,"GIRPercentagefromFairway",2012
148,148,"Chez Reavie",83,73.61,583,792,"GIRPercentagefromFairway",2012
149,149,"Rory Sabbatini",84,73.6,527,716,"GIRPercentagefromFairway",2012
150,150,"George McNeill",85,73.58,507,689,"GIRPercentagefromFairway",2012
151,151,"Derek Lamely",64,73.56,331,450,"GIRPercentagefromFairway",2012
152,152,"Ian Poulter",57,73.53,375,510,"GIRPercentagefromFairway",2012
153,153,"Padraig Harrington",67,73.52,386,525,"GIRPercentagefromFairway",2012
154,154,"Geoff Ogilvy",73,73.47,457,622,"GIRPercentagefromFairway",2012
154,154,"Brendon Todd",78,73.47,421,573,"GIRPercentagefromFairway",2012
156,156,"Ben Crane",73,73.38,477,650,"GIRPercentagefromFairway",2012
157,157,"Luke Donald",63,73.36,413,563,"GIRPercentagefromFairway",2012
158,158,"Tommy Gainey",98,73.32,558,761,"GIRPercentagefromFairway",2012
159,159,"Ryuji Imada",78,73.28,436,595,"GIRPercentagefromFairway",2012
160,160,"Brandt Jobe",57,73.22,339,463,"GIRPercentagefromFairway",2012
161,161,"Stephen Ames",54,72.99,327,448,"GIRPercentagefromFairway",2012
162,162,"Jerry Kelly",84,72.85,593,814,"GIRPercentagefromFairway",2012
163,163,"Jonathan Byrd",69,72.6,400,551,"GIRPercentagefromFairway",2012
164,164,"Mark Wilson",84,72.59,543,748,"GIRPercentagefromFairway",2012
165,165,"Colt Knost",79,72.37,529,731,"GIRPercentagefromFairway",2012
166,166,"Billy Mayfair",90,72.29,566,783,"GIRPercentagefromFairway",2012
167,167,"Kyle Thompson",51,72.26,297,411,"GIRPercentagefromFairway",2012
168,168,"Gavin Coles",72,72.17,433,600,"GIRPercentagefromFairway",2012
169,169,"Harrison Frazar",56,72.05,299,415,"GIRPercentagefromFairway",2012
170,170,"Ryo Ishikawa",54,71.99,257,357,"GIRPercentagefromFairway",2012
171,171,"Brian Harman",101,71.91,663,922,"GIRPercentagefromFairway",2012
172,172,"KJ Choi",71,71.82,451,628,"GIRPercentagefromFairway",2012
173,173,"Scott Dunlap",57,71.8,331,461,"GIRPercentagefromFairway",2012
174,174,"Stephen Gangluff",57,71.63,255,356,"GIRPercentagefromFairway",2012
175,175,"JJ Killeen",101,71.43,520,728,"GIRPercentagefromFairway",2012
175,175,"Justin Leonard",79,71.43,450,630,"GIRPercentagefromFairway",2012
177,177,"Tommy Biershenk",74,71.27,387,543,"GIRPercentagefromFairway",2012
177,177,"Charlie Wi",86,71.27,526,738,"GIRPercentagefromFairway",2012
179,179,"Aaron Baddeley",73,71.04,390,549,"GIRPercentagefromFairway",2012
180,180,"Kevin Kisner",69,70.77,368,520,"GIRPercentagefromFairway",2012
181,181,"Chris Couch",61,70.76,380,537,"GIRPercentagefromFairway",2012
182,182,"Angel Cabrera",54,70.6,281,398,"GIRPercentagefromFairway",2012
183,183,"Sangmoon Bae",81,70.42,438,622,"GIRPercentagefromFairway",2012
184,184,"Kevin Na",80,70.29,511,727,"GIRPercentagefromFairway",2012
185,185,"Greg Chalmers",88,69.95,526,752,"GIRPercentagefromFairway",2012
185,185,"Sung Kang",75,69.95,398,569,"GIRPercentagefromFairway",2012
187,187,"Tom Pernice Jr",62,69.7,345,495,"GIRPercentagefromFairway",2012
188,188,"David Mathis",83,69.51,472,679,"GIRPercentagefromFairway",2012
189,189,"Chris DiMarco",83,68.99,525,761,"GIRPercentagefromFairway",2012
190,190,"YE Yang",64,68.87,365,530,"GIRPercentagefromFairway",2012
191,191,"Billy Hurley III",70,67.98,380,559,"GIRPercentagefromFairway",2012
