"RoughProximity_RANKTHISWEEK_2007","RoughProximity_RANKLASTWEEK_2007","RoughProximity_PLAYERNAME_2007","RoughProximity_ROUNDS_2007","RoughProximity_AVG_2007","RoughProximity_TOTALDISTANCEINCHES_2007","RoughProximity_ATTEMPTS_2007","RoughProximity_TOTALDISTANCEFEET_2007","RoughProximity_RELATIVETOPAR_2007","stat_name","year"
28,28,"David Toms",80,NA,100718,201,8393.167,18,"RoughProximity",2007
30,30,"Bob Estes",88,NA,131075,261,10922.917,31,"RoughProximity",2007
31,31,"Robert Garrigus",95,NA,191022,380,15918.5,20,"RoughProximity",2007
31,31,"Kenny Perry",83,NA,118152,235,9846,25,"RoughProximity",2007
31,31,"John Rollins",102,NA,135328,269,11277.333,29,"RoughProximity",2007
34,34,"Joe Durant",88,NA,98238,195,8186.5,23,"RoughProximity",2007
34,34,"John Senden",97,NA,139510,277,11625.833,22,"RoughProximity",2007
34,34,"Bob Tway",103,NA,155594,309,12966.167,20,"RoughProximity",2007
34,34,"Charles Warren",101,NA,136970,272,11414.167,56,"RoughProximity",2007
38,38,"Michael Allen",74,NA,102506,203,8542.167,46,"RoughProximity",2007
38,38,"David Branshaw",83,NA,126791,251,10565.917,54,"RoughProximity",2007
40,40,"Padraig Harrington",64,NA,91070,180,7589.167,-5,"RoughProximity",2007
40,40,"Bubba Watson",80,NA,139051,275,11587.583,18,"RoughProximity",2007
42,42,"Steve Allan",63,NA,103509,204,8625.75,12,"RoughProximity",2007
42,42,"Cameron Beckman",96,NA,125746,248,10478.833,27,"RoughProximity",2007
44,44,"Jose Coceres",50,NA,48809,96,4067.417,23,"RoughProximity",2007
44,44,"Kevin Stadler",95,NA,148255,292,12354.583,43,"RoughProximity",2007
46,46,"Michael Putnam",96,NA,149048,293,12420.667,36,"RoughProximity",2007
46,46,"Chris Riley",59,NA,76920,151,6410,20,"RoughProximity",2007
48,48,"Briny Baird",115,NA,160203,314,13350.25,48,"RoughProximity",2007
48,48,"George McNeill",95,NA,143773,282,11981.083,30,"RoughProximity",2007
50,50,"JP Hayes",89,NA,147197,288,12266.417,32,"RoughProximity",2007
51,51,"Charley Hoffman",97,NA,155327,303,12943.917,49,"RoughProximity",2007
51,51,"Shaun Micheel",91,NA,105195,205,8766.25,37,"RoughProximity",2007
51,51,"Jeff Quinney",95,NA,131886,257,10990.5,44,"RoughProximity",2007
54,54,"Geoff Ogilvy",84,NA,116626,227,9718.833,11,"RoughProximity",2007
54,54,"Dicky Pride",71,NA,105980,206,8831.667,44,"RoughProximity",2007
56,56,"Jason Bohn",57,NA,93759,182,7813.25,32,"RoughProximity",2007
56,56,"Fred Funk",65,NA,61746,120,5145.5,28,"RoughProximity",2007
56,56,"Frank Lickliter II",95,NA,128287,249,10690.583,48,"RoughProximity",2007
59,59,"Davis Love III",66,NA,109302,212,9108.5,21,"RoughProximity",2007
59,59,"Jarrod Lyle",77,NA,125817,244,10484.75,27,"RoughProximity",2007
61,61,"Chris Couch",76,NA,151898,294,12658.167,41,"RoughProximity",2007
62,62,"Charles Howell III",89,NA,159175,307,13264.583,34,"RoughProximity",2007
62,62,"Jesper Parnevik",88,NA,140442,271,11703.5,13,"RoughProximity",2007
62,62,"Brandt Snedeker",105,NA,153792,297,12816,32,"RoughProximity",2007
65,65,"Robert Allenby",90,NA,149968,289,12497.333,32,"RoughProximity",2007
65,65,"Brian Davis",101,NA,117771,227,9814.25,19,"RoughProximity",2007
65,65,"Sean OHair",98,NA,138532,267,11544.333,20,"RoughProximity",2007
65,65,"Arron Oberholser",69,NA,103736,200,8644.667,19,"RoughProximity",2007
65,65,"Carl Pettersson",111,NA,175009,337,14584.083,24,"RoughProximity",2007
70,70,"Ryan Armour",107,NA,149343,287,12445.25,64,"RoughProximity",2007
70,70,"Tag Ridings",52,NA,93614,180,7801.167,19,"RoughProximity",2007
70,70,"Nick Watney",87,NA,132161,254,11013.417,46,"RoughProximity",2007
70,70,"Boo Weekley",101,NA,143545,276,11962.083,41,"RoughProximity",2007
74,74,"Bubba Dickerson",51,NA,87539,168,7294.917,28,"RoughProximity",2007
74,74,"Harrison Frazar",88,NA,158238,304,13186.5,50,"RoughProximity",2007
74,74,"John Mallinger",96,NA,145763,280,12146.917,45,"RoughProximity",2007
74,74,"Michael Sim",52,NA,84947,163,7078.917,24,"RoughProximity",2007
78,78,"Kirk Triplett",77,NA,99216,190,8268,55,"RoughProximity",2007
79,79,"Stuart Appleby",74,NA,101407,194,8450.583,31,"RoughProximity",2007
79,79,"Robert Gamez",88,NA,118769,227,9897.417,56,"RoughProximity",2007
79,79,"Anders Hansen",55,NA,58053,111,4837.75,26,"RoughProximity",2007
79,79,"Will Ma Kenzie",100,NA,179817,344,14984.75,57,"RoughProximity",2007
83,83,"Vaughn Taylor",91,NA,123196,235,10266.333,31,"RoughProximity",2007
84,84,"Tom Johnson",74,NA,114510,218,9542.5,45,"RoughProximity",2007
84,84,"Steve Wheatcroft",73,NA,104982,200,8748.5,42,"RoughProximity",2007
86,86,"Eric Axley",107,NA,196142,372,16345.167,57,"RoughProximity",2007
86,86,"Jim Furyk",84,NA,85872,163,7156,15,"RoughProximity",2007
86,86,"Mark Hensby",81,NA,122751,233,10229.25,42,"RoughProximity",2007
86,86,"Rory Sabbatini",81,NA,134281,255,11190.083,22,"RoughProximity",2007
86,86,"Henrik Stenson",52,NA,71149,135,5929.083,19,"RoughProximity",2007
91,91,"Billy Andrade",88,NA,159338,302,13278.167,51,"RoughProximity",2007
92,92,"Alex Cejka",80,NA,115906,219,9658.833,30,"RoughProximity",2007
92,92,"Scott Gutschewski",67,NA,120557,228,10046.417,37,"RoughProximity",2007
92,92,"Trevor Immelman",74,NA,85177,161,7098.083,32,"RoughProximity",2007
92,92,"Troy Matteson",87,NA,150634,285,12552.833,41,"RoughProximity",2007
92,92,"Phil Mickelson",73,NA,113127,214,9427.25,19,"RoughProximity",2007
92,92,"Joe Ogilvie",102,NA,158303,299,13191.917,35,"RoughProximity",2007
92,92,"Scott Verplank",82,NA,85715,162,7142.917,15,"RoughProximity",2007
99,99,"DJ Brigman",67,NA,100678,190,8389.833,35,"RoughProximity",2007
99,99,"Brian Gay",107,NA,128812,243,10734.333,38,"RoughProximity",2007
101,101,"Todd Hamilton",76,NA,114189,215,9515.75,51,"RoughProximity",2007
101,101,"Freddie Jacobson",70,NA,127869,241,10655.75,32,"RoughProximity",2007
101,101,"Nick OHern",72,NA,94529,178,7877.417,29,"RoughProximity",2007
104,104,"Tim Petrovic",106,NA,192428,362,16035.667,47,"RoughProximity",2007
105,105,"Jonathan Byrd",73,NA,113432,213,9452.667,35,"RoughProximity",2007
105,105,"Stephen Leaney",82,NA,126304,237,10525.333,31,"RoughProximity",2007
105,105,"Ryan Palmer",91,NA,170040,319,14170,59,"RoughProximity",2007
108,108,"Paul Goydos",60,NA,76409,143,6367.417,39,"RoughProximity",2007
108,108,"John Merrick",92,NA,161358,302,13446.5,43,"RoughProximity",2007
110,110,"Chris Stroud",66,NA,103185,193,8598.75,41,"RoughProximity",2007
110,110,"Bo Van Pelt",104,NA,176035,329,14669.583,29,"RoughProximity",2007
110,110,"Jay Williamson",50,NA,72736,136,6061.333,18,"RoughProximity",2007
113,113,"Rich Beem",89,NA,129159,241,10763.25,43,"RoughProximity",2007
113,113,"John Daly",59,NA,139800,261,11650,29,"RoughProximity",2007
113,113,"Brendon de Jonge",76,NA,130665,244,10888.75,53,"RoughProximity",2007
113,113,"Matt Hendrix",63,NA,97557,182,8129.75,52,"RoughProximity",2007
113,113,"Rocco Mediate",72,NA,107228,200,8935.667,46,"RoughProximity",2007
118,118,"Stewart Cink",91,NA,141643,264,11803.583,24,"RoughProximity",2007
118,118,"Mathias Gronberg",95,NA,180320,336,15026.667,34,"RoughProximity",2007
120,120,"Shigeki Maruyama",84,NA,142159,264,11846.583,50,"RoughProximity",2007
120,120,"Kevin Na",84,NA,151127,281,12593.917,38,"RoughProximity",2007
120,120,"Kevin Sutherland",85,NA,134477,250,11206.417,28,"RoughProximity",2007
123,123,"Woody Austin",95,NA,162305,301,13525.417,44,"RoughProximity",2007
123,123,"Lucas Glover",98,NA,131990,245,10999.167,27,"RoughProximity",2007
123,123,"Anthony Kim",93,NA,153652,285,12804.333,32,"RoughProximity",2007
123,123,"Charlie Wi",90,NA,138979,258,11581.583,37,"RoughProximity",2007
127,127,"Jeff Gove",103,NA,157104,291,13092,47,"RoughProximity",2007
127,127,"Craig Lile",77,NA,136508,253,11375.667,41,"RoughProximity",2007
127,127,"Ryan Moore",92,NA,135090,250,11257.5,20,"RoughProximity",2007
127,127,"Johnson Wagner",97,NA,162550,301,13545.833,46,"RoughProximity",2007
131,131,"Rich Barcelo",80,NA,156768,290,13064,58,"RoughProximity",2007
131,131,"Daisuke Maruyama",86,NA,134632,249,11219.333,47,"RoughProximity",2007
133,133,"Darron Stiles",65,NA,79175,146,6597.917,35,"RoughProximity",2007
133,133,"Duffy Waldorf",69,NA,96536,178,8044.667,26,"RoughProximity",2007
135,135,"Stephen Ames",81,NA,110258,203,9188.167,32,"RoughProximity",2007
135,135,"Andrew Buckle",77,NA,142351,262,11862.583,42,"RoughProximity",2007
135,135,"Justin Leonard",95,NA,118987,219,9915.583,30,"RoughProximity",2007
138,138,"Steve Marino",106,NA,181616,334,15134.667,25,"RoughProximity",2007
138,138,"Paul Stankowski",52,NA,80497,148,6708.083,38,"RoughProximity",2007
138,138,"Mike Weir",82,NA,103862,191,8655.167,27,"RoughProximity",2007
141,141,"Mark Calcavecchia",93,NA,130287,239,10857.25,39,"RoughProximity",2007
141,141,"JJ Henry",86,NA,117752,216,9812.667,24,"RoughProximity",2007
141,141,"Tim Herron",98,NA,152110,279,12675.833,40,"RoughProximity",2007
141,141,"Ryuji Imada",104,NA,182431,335,15202.583,35,"RoughProximity",2007
141,141,"Tom Lehman",62,NA,77352,142,6446,35,"RoughProximity",2007
141,141,"Adam Scott",69,NA,104594,192,8716.167,30,"RoughProximity",2007
147,147,"Cliff Kresge",107,NA,193854,355,16154.5,57,"RoughProximity",2007
148,148,"Jason Gore",86,NA,126115,230,10509.583,30,"RoughProximity",2007
148,148,"Rod Pampling",92,NA,140406,256,11700.5,35,"RoughProximity",2007
150,150,"Bart Bryant",87,NA,113669,207,9472.417,27,"RoughProximity",2007
150,150,"Gavin Coles",87,NA,119040,217,9920,33,"RoughProximity",2007
150,150,"Mathew Goggin",97,NA,150359,274,12529.917,34,"RoughProximity",2007
150,150,"Paul Gow",70,NA,104402,190,8700.167,34,"RoughProximity",2007
150,150,"Bryce Molder",56,NA,106467,194,8872.25,29,"RoughProximity",2007
150,150,"Jeff Overton",60,NA,108055,197,9004.583,6,"RoughProximity",2007
150,150,"Steve Stricker",81,NA,115933,211,9661.083,27,"RoughProximity",2007
157,157,"Chad Campbell",96,NA,135914,247,11326.167,55,"RoughProximity",2007
158,158,"Chris Tidland",59,NA,84816,154,7068,20,"RoughProximity",2007
159,159,"Chris DiMarco",79,NA,123104,222,10258.667,39,"RoughProximity",2007
159,159,"Richard Johnson",93,NA,163196,294,13599.667,66,"RoughProximity",2007
161,161,"Bill Haas",93,NA,158939,286,13244.917,33,"RoughProximity",2007
161,161,"Jerry Kelly",101,NA,126709,228,10559.083,30,"RoughProximity",2007
163,163,"Glen Day",85,NA,119835,215,9986.25,32,"RoughProximity",2007
163,163,"Jim Rutledge",59,NA,71359,128,5946.583,31,"RoughProximity",2007
163,163,"Camilo Villegas",82,NA,148279,266,12356.583,29,"RoughProximity",2007
166,166,"Brian Bateman",55,NA,84392,151,7032.667,31,"RoughProximity",2007
166,166,"Matt Kuchar",85,NA,129624,232,10802,32,"RoughProximity",2007
166,166,"Brett Quigley",79,NA,145854,261,12154.5,44,"RoughProximity",2007
169,169,"Nathan Green",103,NA,171967,307,14330.583,33,"RoughProximity",2007
169,169,"Peter Lonard",85,NA,123841,221,10320.083,24,"RoughProximity",2007
169,169,"Jeff Maggert",79,NA,139934,250,11661.167,38,"RoughProximity",2007
172,172,"Jason Dufner",100,NA,178046,316,14837.167,51,"RoughProximity",2007
172,172,"Corey Pavin",81,NA,116558,207,9713.167,42,"RoughProximity",2007
174,174,"Steve Lowery",74,NA,134836,239,11236.333,51,"RoughProximity",2007
175,175,"Craig Kanada",109,NA,167176,296,13931.333,58,"RoughProximity",2007
176,176,"Ian Poulter",63,NA,76465,135,6372.083,10,"RoughProximity",2007
177,177,"Marco Dawson",73,NA,136175,240,11347.917,20,"RoughProximity",2007
178,178,"Parker McLachlin",83,NA,157454,277,13121.167,47,"RoughProximity",2007
179,179,"Kent Jones",97,NA,140520,247,11710,56,"RoughProximity",2007
180,180,"Mark Wilson",87,NA,116846,205,9737.167,33,"RoughProximity",2007
181,181,"Justin Rose",63,NA,70923,124,5910.25,26,"RoughProximity",2007
181,181,"Dean Wilson",92,NA,140027,245,11668.917,24,"RoughProximity",2007
183,183,"Steve Elkington",87,NA,110377,191,9198.083,33,"RoughProximity",2007
184,184,"Billy Mayfair",98,NA,120992,209,10082.667,16,"RoughProximity",2007
184,184,"Jose Maria Olazabal",52,NA,89801,155,7483.417,23,"RoughProximity",2007
186,186,"Tom Byrum",50,NA,69027,119,5752.25,26,"RoughProximity",2007
187,187,"Hunter Mahan",91,NA,114491,196,9540.917,27,"RoughProximity",2007
188,188,"Doug LaBelle II",104,NA,150503,257,12541.917,56,"RoughProximity",2007
189,189,"KJ Choi",87,NA,145804,248,12150.333,32,"RoughProximity",2007
189,189,"Zach Johnson",76,NA,82867,141,6905.583,36,"RoughProximity",2007
191,191,"Tripp Isenhour",86,NA,141123,239,11760.25,63,"RoughProximity",2007
192,192,"Tom Pernice Jr",104,NA,147831,248,12319.25,31,"RoughProximity",2007
193,193,"Ben Curtis",80,NA,122264,204,10188.667,47,"RoughProximity",2007
194,194,"Lee Janzen",66,NA,110461,184,9205.083,41,"RoughProximity",2007
195,195,"Retief Goosen",50,NA,81392,134,6782.667,24,"RoughProximity",2007
196,196,"Aaron Baddeley",83,NA,158755,260,13229.583,29,"RoughProximity",2007
