"SandSavePercentage_RANKTHISWEEK_2010","SandSavePercentage_RANKLASTWEEK_2010","SandSavePercentage_PLAYERNAME_2010","SandSavePercentage_ROUNDS_2010","SandSavePercentage_Pct_2010","SandSavePercentage_SAVES_2010","SandSavePercentage_BUNKERS_2010","SandSavePercentage_TOTALOUPAR_2010","stat_name","year"
34,34,"Aaron Baddeley",94,54.82,91,166,38,"SandSavePercentage",2010
35,35,"Jason Day",82,54.81,74,135,37,"SandSavePercentage",2010
35,35,"Kevin Na",94,54.81,74,135,40,"SandSavePercentage",2010
37,37,"Bo Van Pelt",104,54.74,104,190,48,"SandSavePercentage",2010
38,38,"Ian Poulter",55,54.63,59,108,42,"SandSavePercentage",2010
39,39,"Lucas Glover",75,54.62,71,130,32,"SandSavePercentage",2010
39,39,"Retief Goosen",75,54.62,65,119,33,"SandSavePercentage",2010
41,41,"John Senden",103,54.4,68,125,25,"SandSavePercentage",2010
42,42,"Ricky Barnes",103,54.34,94,173,51,"SandSavePercentage",2010
43,43,"Tom Pernice Jr",74,54.32,44,81,26,"SandSavePercentage",2010
44,44,"JP Hayes",79,54.26,70,129,36,"SandSavePercentage",2010
45,45,"Brian Davis",101,54.21,103,190,68,"SandSavePercentage",2010
46,46,"Bryce Molder",84,54.01,74,137,46,"SandSavePercentage",2010
47,47,"Jonathan Byrd",85,53.85,63,117,37,"SandSavePercentage",2010
48,48,"Padraig Harrington",57,53.7,58,108,29,"SandSavePercentage",2010
49,49,"Phil Mickelson",76,53.62,74,138,33,"SandSavePercentage",2010
50,50,"Steve Wheatcroft",74,53.39,63,118,36,"SandSavePercentage",2010
51,51,"John Mallinger",78,53.24,74,139,52,"SandSavePercentage",2010
52,52,"James Driscoll",78,53.08,69,130,36,"SandSavePercentage",2010
53,53,"Adam Scott",70,53.04,61,115,27,"SandSavePercentage",2010
54,54,"JB Holmes",100,52.83,84,159,52,"SandSavePercentage",2010
55,55,"Ben Crane",85,52.7,78,148,45,"SandSavePercentage",2010
56,56,"Rory McIlroy",54,52.48,53,101,29,"SandSavePercentage",2010
57,57,"Ryan Palmer",84,52.41,76,145,60,"SandSavePercentage",2010
58,58,"Jerry Kelly",99,52.35,78,149,48,"SandSavePercentage",2010
58,58,"John Merrick",109,52.35,78,149,38,"SandSavePercentage",2010
60,60,"Chad Campbell",95,52.27,69,132,46,"SandSavePercentage",2010
61,61,"Matt Bettencourt",91,52.26,81,155,51,"SandSavePercentage",2010
61,61,"Joe Ogilvie",99,52.26,81,155,54,"SandSavePercentage",2010
63,63,"Brett Quigley",96,52.21,71,136,39,"SandSavePercentage",2010
64,64,"Michael Connell",89,52.07,63,121,40,"SandSavePercentage",2010
65,65,"Brenden Pappas",66,52.04,51,98,34,"SandSavePercentage",2010
66,66,"Alex Prugh",88,52,65,125,34,"SandSavePercentage",2010
67,67,"Paul Stankowski",62,51.95,40,77,15,"SandSavePercentage",2010
68,68,"Vijay Singh",75,51.91,68,131,40,"SandSavePercentage",2010
69,69,"Scott McCarron",90,51.8,72,139,37,"SandSavePercentage",2010
70,70,"Martin Flores",75,51.75,59,114,24,"SandSavePercentage",2010
71,71,"Martin Laird",91,51.61,64,124,31,"SandSavePercentage",2010
72,72,"Michael Sim",64,51.58,49,95,29,"SandSavePercentage",2010
73,73,"Omar Uresti",74,51.16,44,86,34,"SandSavePercentage",2010
74,74,"YE Yang",72,51.15,67,131,42,"SandSavePercentage",2010
75,75,"Jeff Overton",89,51.09,70,137,44,"SandSavePercentage",2010
76,76,"Vaughn Taylor",87,50.96,80,157,62,"SandSavePercentage",2010
77,77,"Camilo Villegas",78,50.83,61,120,45,"SandSavePercentage",2010
78,78,"Johnson Wagner",85,50.79,64,126,50,"SandSavePercentage",2010
79,79,"Lee Janzen",77,50.74,69,136,37,"SandSavePercentage",2010
80,80,"John Daly",63,50.55,46,91,35,"SandSavePercentage",2010
80,80,"Steve Elkington",74,50.55,46,91,25,"SandSavePercentage",2010
82,82,"James Nitties",92,50.46,55,109,48,"SandSavePercentage",2010
83,83,"Chris Stroud",90,50.38,66,131,44,"SandSavePercentage",2010
84,84,"Chris DiMarco",88,50.37,68,135,45,"SandSavePercentage",2010
85,85,"George McNeill",79,50.36,70,139,42,"SandSavePercentage",2010
86,86,"Kevin Streelman",90,50.34,73,145,54,"SandSavePercentage",2010
87,87,"Cameron Beckman",68,50,49,98,38,"SandSavePercentage",2010
87,87,"Michael Bradley",77,50,52,104,45,"SandSavePercentage",2010
87,87,"Charley Hoffman",85,50,70,140,42,"SandSavePercentage",2010
87,87,"Charles Howell III",103,50,67,134,32,"SandSavePercentage",2010
87,87,"Freddie Jacobson",83,50,68,136,55,"SandSavePercentage",2010
87,87,"Cliff Kresge",50,50,32,64,23,"SandSavePercentage",2010
87,87,"Billy Mayfair",78,50,47,94,32,"SandSavePercentage",2010
87,87,"Jeff Quinney",91,50,61,122,52,"SandSavePercentage",2010
87,87,"Heath Slocum",97,50,53,106,40,"SandSavePercentage",2010
87,87,"Chris Tidland",77,50,70,140,48,"SandSavePercentage",2010
87,87,"David Toms",86,50,58,116,40,"SandSavePercentage",2010
98,98,"Troy Merritt",86,49.66,74,149,50,"SandSavePercentage",2010
99,99,"Jarrod Lyle",54,49.33,37,75,15,"SandSavePercentage",2010
100,100,"Marc Leishman",87,49.32,73,148,52,"SandSavePercentage",2010
101,101,"Josh Teater",101,49.16,88,179,45,"SandSavePercentage",2010
102,102,"Stuart Appleby",101,49.11,83,169,69,"SandSavePercentage",2010
103,103,"Rich Barcelo",70,48.94,46,94,43,"SandSavePercentage",2010
104,104,"Brendon de Jonge",114,48.81,82,168,56,"SandSavePercentage",2010
105,105,"David Lutterus",69,48.72,57,117,38,"SandSavePercentage",2010
106,106,"Bill Lunde",79,48.6,52,107,46,"SandSavePercentage",2010
107,107,"Ernie Els",72,48.44,62,128,40,"SandSavePercentage",2010
108,108,"Scott Verplank",74,48.32,72,149,65,"SandSavePercentage",2010
109,109,"DJ Trahan",92,48.25,69,143,49,"SandSavePercentage",2010
110,110,"Sean OHair",84,48.18,66,137,52,"SandSavePercentage",2010
111,111,"Tim Petrovic",105,48.13,90,187,74,"SandSavePercentage",2010
112,112,"Greg Kraft",52,48.05,37,77,37,"SandSavePercentage",2010
113,113,"Jim Furyk",76,48.04,49,102,42,"SandSavePercentage",2010
114,114,"Michael Letzig",84,47.95,70,146,47,"SandSavePercentage",2010
115,115,"Derek Lamely",81,47.92,69,144,61,"SandSavePercentage",2010
116,116,"Paul Casey",64,47.87,45,94,42,"SandSavePercentage",2010
117,117,"Steve Flesch",78,47.83,66,138,55,"SandSavePercentage",2010
118,118,"Chris Couch",66,47.79,54,113,35,"SandSavePercentage",2010
119,119,"Justin Leonard",89,47.73,63,132,51,"SandSavePercentage",2010
120,120,"Andres Romero",73,47.46,56,118,46,"SandSavePercentage",2010
121,121,"Ted Purdy",86,47.45,65,137,56,"SandSavePercentage",2010
122,122,"Jeev Milkha Singh",59,47.19,42,89,27,"SandSavePercentage",2010
123,123,"Jason Dufner",87,47.1,65,138,57,"SandSavePercentage",2010
124,124,"Bubba Watson",77,47.01,55,117,42,"SandSavePercentage",2010
125,125,"Dean Wilson",54,46.97,31,66,25,"SandSavePercentage",2010
126,126,"Garrett Willis",82,46.9,53,113,35,"SandSavePercentage",2010
127,127,"Shaun Micheel",70,46.84,37,79,34,"SandSavePercentage",2010
128,128,"Charles Warren",64,46.48,33,71,24,"SandSavePercentage",2010
129,129,"Bob Estes",79,46.46,59,127,46,"SandSavePercentage",2010
130,130,"Blake Adams",84,46.4,58,125,59,"SandSavePercentage",2010
131,131,"Brett Wetterich",54,46.34,38,82,23,"SandSavePercentage",2010
132,132,"Daniel Chopra",74,46.09,59,128,50,"SandSavePercentage",2010
133,133,"Rod Pampling",77,46.03,58,126,43,"SandSavePercentage",2010
134,134,"Ryan Moore",80,45.8,60,131,57,"SandSavePercentage",2010
135,135,"Hunter Mahan",85,45.75,70,153,58,"SandSavePercentage",2010
136,136,"Graham DeLaet",88,45.69,53,116,39,"SandSavePercentage",2010
137,137,"Roland Thatcher",72,45.61,52,114,41,"SandSavePercentage",2010
138,138,"Brian Stuard",81,45.6,57,125,62,"SandSavePercentage",2010
138,138,"Boo Weekley",88,45.6,57,125,45,"SandSavePercentage",2010
140,140,"DA Points",90,45.45,65,143,48,"SandSavePercentage",2010
141,141,"Kevin Stadler",86,45.38,59,130,60,"SandSavePercentage",2010
142,142,"Mark Calcavecchia",50,45.21,33,73,33,"SandSavePercentage",2010
143,143,"Tom Gillis",97,45.06,73,162,52,"SandSavePercentage",2010
144,144,"Angel Cabrera",64,45.05,50,111,37,"SandSavePercentage",2010
145,145,"John Rollins",81,45.04,59,131,51,"SandSavePercentage",2010
146,146,"Stewart Cink",84,45,54,120,50,"SandSavePercentage",2010
146,146,"Scott Piercy",88,45,72,160,71,"SandSavePercentage",2010
148,148,"Dustin Johnson",83,44.78,60,134,44,"SandSavePercentage",2010
149,149,"Spencer Levin",110,44.7,59,132,46,"SandSavePercentage",2010
150,150,"Tim Herron",79,44.66,46,103,45,"SandSavePercentage",2010
150,150,"Greg Owen",69,44.66,46,103,41,"SandSavePercentage",2010
152,152,"Will Ma Kenzie",72,44.55,49,110,41,"SandSavePercentage",2010
153,153,"Bill Haas",87,44.52,69,155,50,"SandSavePercentage",2010
154,154,"Jerod Turner",54,44.44,36,81,49,"SandSavePercentage",2010
155,155,"David Duval",71,44.21,42,95,42,"SandSavePercentage",2010
156,156,"Alex Cejka",81,44.17,53,120,51,"SandSavePercentage",2010
157,157,"Woody Austin",93,43.54,64,147,57,"SandSavePercentage",2010
158,158,"Roger Tambellini",77,43.48,40,92,37,"SandSavePercentage",2010
159,159,"Kevin Johnson",62,43.43,43,99,55,"SandSavePercentage",2010
160,160,"Matt Every",60,43.27,45,104,48,"SandSavePercentage",2010
161,161,"Nick Watney",91,43.26,61,141,64,"SandSavePercentage",2010
162,162,"Rocco Mediate",71,43.18,38,88,43,"SandSavePercentage",2010
163,163,"Jimmy Walker",82,43.08,56,130,48,"SandSavePercentage",2010
164,164,"Rickie Fowler",98,42.67,64,150,76,"SandSavePercentage",2010
165,165,"Skip Kendall",58,41.67,35,84,47,"SandSavePercentage",2010
165,165,"Jeff Maggert",76,41.67,40,96,41,"SandSavePercentage",2010
165,165,"Steve Marino",81,41.67,55,132,61,"SandSavePercentage",2010
165,165,"Andrew McLardy",52,41.67,35,84,33,"SandSavePercentage",2010
169,169,"Mathew Goggin",85,41.27,52,126,68,"SandSavePercentage",2010
170,170,"Joe Durant",67,41.1,30,73,30,"SandSavePercentage",2010
171,171,"Nicholas Thompson",88,40.94,61,149,59,"SandSavePercentage",2010
172,172,"Jason Bohn",84,40.87,47,115,55,"SandSavePercentage",2010
173,173,"Garth Mulroy",53,40.85,29,71,21,"SandSavePercentage",2010
174,174,"Kris Blanks",91,40.77,53,130,48,"SandSavePercentage",2010
175,175,"Justin Bolli",55,40.51,32,79,44,"SandSavePercentage",2010
175,175,"Brent Delahoussaye",57,40.51,32,79,51,"SandSavePercentage",2010
177,177,"Craig Bowden",56,40.26,31,77,52,"SandSavePercentage",2010
178,178,"Richard Johnson",90,39.83,47,118,57,"SandSavePercentage",2010
179,179,"Cameron Tringale",55,39.66,23,58,20,"SandSavePercentage",2010
180,180,"Steve Lowery",67,39.52,49,124,66,"SandSavePercentage",2010
181,181,"Paul Goydos",78,39.1,52,133,82,"SandSavePercentage",2010
182,182,"Chris Wilson",65,38.39,43,112,53,"SandSavePercentage",2010
183,183,"JJ Henry",92,38.24,39,102,37,"SandSavePercentage",2010
184,184,"Brad Faxon",58,37.5,36,96,69,"SandSavePercentage",2010
185,185,"Robert Garrigus",71,37.25,38,102,32,"SandSavePercentage",2010
186,186,"Jeff Gove",57,37.14,26,70,35,"SandSavePercentage",2010
187,187,"Henrik Bjornstad",72,36.94,41,111,63,"SandSavePercentage",2010
187,187,"Davis Love III",79,36.94,41,111,50,"SandSavePercentage",2010
189,189,"Sergio Garcia",58,36.49,27,74,44,"SandSavePercentage",2010
190,190,"Cameron Percy",73,36.36,32,88,35,"SandSavePercentage",2010
191,191,"Troy Matteson",84,36.29,45,124,64,"SandSavePercentage",2010
192,192,"Vance Veazey",58,33.78,25,74,45,"SandSavePercentage",2010
