"BirdieorBetterPercentageRough_RANKTHISWEEK_2013","BirdieorBetterPercentageRough_RANKLASTWEEK_2013","BirdieorBetterPercentageRough_PLAYERNAME_2013","BirdieorBetterPercentageRough_ROUNDS_2013","BirdieorBetterPercentageRough_Pct_2013","BirdieorBetterPercentageRough_TOTALBIRDIES_2013","BirdieorBetterPercentageRough_TOTALHOLES_2013","stat_name","year"
84,84,"Padraig Harrington",52,14.4,18,125,"BirdieorBetterPercentageRough",2013
85,85,"Kevin Chappell",80,14.29,32,224,"BirdieorBetterPercentageRough",2013
85,85,"Ryo Ishikawa",72,14.29,32,224,"BirdieorBetterPercentageRough",2013
85,85,"Johnson Wagner",64,14.29,29,203,"BirdieorBetterPercentageRough",2013
88,88,"DH Lee",65,14.21,26,183,"BirdieorBetterPercentageRough",2013
89,89,"Martin Laird",68,14.12,25,177,"BirdieorBetterPercentageRough",2013
90,90,"Justin Leonard",86,14.05,34,242,"BirdieorBetterPercentageRough",2013
91,91,"Michael Bradley",56,14.04,24,171,"BirdieorBetterPercentageRough",2013
92,92,"Tommy Gainey",84,14.01,44,314,"BirdieorBetterPercentageRough",2013
93,93,"Dicky Pride",71,14,28,200,"BirdieorBetterPercentageRough",2013
94,94,"Brandt Jobe",62,13.91,21,151,"BirdieorBetterPercentageRough",2013
95,95,"Martin Flores",83,13.85,45,325,"BirdieorBetterPercentageRough",2013
95,95,"Justin Hicks",79,13.85,27,195,"BirdieorBetterPercentageRough",2013
97,97,"Kyle Stanley",71,13.82,30,217,"BirdieorBetterPercentageRough",2013
98,98,"Brandt Snedeker",79,13.78,27,196,"BirdieorBetterPercentageRough",2013
99,99,"Jin Park",52,13.57,19,140,"BirdieorBetterPercentageRough",2013
100,100,"Stewart Cink",71,13.55,29,214,"BirdieorBetterPercentageRough",2013
100,100,"Bill Haas",85,13.55,34,251,"BirdieorBetterPercentageRough",2013
102,102,"Martin Kaymer",61,13.53,18,133,"BirdieorBetterPercentageRough",2013
103,103,"Tag Ridings",69,13.49,34,252,"BirdieorBetterPercentageRough",2013
104,104,"Scott Stallings",79,13.48,31,230,"BirdieorBetterPercentageRough",2013
104,104,"Charlie Wi",75,13.48,31,230,"BirdieorBetterPercentageRough",2013
106,106,"Geoff Ogilvy",57,13.46,21,156,"BirdieorBetterPercentageRough",2013
107,107,"Rickie Fowler",75,13.43,29,216,"BirdieorBetterPercentageRough",2013
107,107,"Robert Karlsson",56,13.43,18,134,"BirdieorBetterPercentageRough",2013
109,109,"Mike Weir",60,13.4,28,209,"BirdieorBetterPercentageRough",2013
110,110,"William McGirt",75,13.39,32,239,"BirdieorBetterPercentageRough",2013
111,111,"Morgan Hoffmann",64,13.06,29,222,"BirdieorBetterPercentageRough",2013
112,112,"Mark Wilson",56,12.98,17,131,"BirdieorBetterPercentageRough",2013
113,113,"Vaughn Taylor",50,12.95,18,139,"BirdieorBetterPercentageRough",2013
114,114,"John Huh",88,12.93,30,232,"BirdieorBetterPercentageRough",2013
115,115,"Tim Herron",45,12.92,23,178,"BirdieorBetterPercentageRough",2013
116,116,"Chad Campbell",78,12.81,31,242,"BirdieorBetterPercentageRough",2013
117,117,"Steve LeBrun",66,12.68,26,205,"BirdieorBetterPercentageRough",2013
118,118,"Carl Pettersson",82,12.67,28,221,"BirdieorBetterPercentageRough",2013
119,119,"Roberto Castro",97,12.61,30,238,"BirdieorBetterPercentageRough",2013
119,119,"David Lynn",70,12.61,28,222,"BirdieorBetterPercentageRough",2013
121,121,"Brendon de Jonge",110,12.59,37,294,"BirdieorBetterPercentageRough",2013
121,121,"Seung Yul Noh",71,12.59,36,286,"BirdieorBetterPercentageRough",2013
123,123,"Ben Crane",62,12.57,24,191,"BirdieorBetterPercentageRough",2013
124,124,"Justin Bolli",59,12.43,21,169,"BirdieorBetterPercentageRough",2013
125,125,"Nicolas Colsaerts",50,12.42,20,161,"BirdieorBetterPercentageRough",2013
126,126,"Bryce Molder",82,12.39,28,226,"BirdieorBetterPercentageRough",2013
127,127,"Scott Brown",65,12.37,23,186,"BirdieorBetterPercentageRough",2013
128,128,"Andrew Svoboda",46,12.31,16,130,"BirdieorBetterPercentageRough",2013
128,128,"Aaron Watkins",46,12.31,16,130,"BirdieorBetterPercentageRough",2013
130,130,"Ricky Barnes",74,12.3,30,244,"BirdieorBetterPercentageRough",2013
130,130,"Erik Compton",74,12.3,31,252,"BirdieorBetterPercentageRough",2013
132,132,"Fabian Gomez",65,12.18,24,197,"BirdieorBetterPercentageRough",2013
133,133,"Derek Ernst",58,12.17,23,189,"BirdieorBetterPercentageRough",2013
134,134,"Jeff Maggert",63,12.15,22,181,"BirdieorBetterPercentageRough",2013
135,135,"Ben Curtis",59,12.05,20,166,"BirdieorBetterPercentageRough",2013
136,136,"Ted Potter Jr",65,12.04,23,191,"BirdieorBetterPercentageRough",2013
137,137,"Ian Poulter",59,11.86,14,118,"BirdieorBetterPercentageRough",2013
138,138,"Trevor Immelman",73,11.5,26,226,"BirdieorBetterPercentageRough",2013
139,139,"Alistair Presnell",59,11.41,21,184,"BirdieorBetterPercentageRough",2013
140,140,"George McNeill",68,11.28,22,195,"BirdieorBetterPercentageRough",2013
141,141,"Ryan Moore",72,11.24,20,178,"BirdieorBetterPercentageRough",2013
142,142,"Brian Harman",89,11.22,34,303,"BirdieorBetterPercentageRough",2013
143,143,"Brad Fritsch",81,11.19,30,268,"BirdieorBetterPercentageRough",2013
144,144,"Jerry Kelly",75,11.05,21,190,"BirdieorBetterPercentageRough",2013
145,145,"Greg Owen",73,11.02,28,254,"BirdieorBetterPercentageRough",2013
146,146,"Sean OHair",56,10.96,24,219,"BirdieorBetterPercentageRough",2013
147,147,"Tim Clark",64,10.94,14,128,"BirdieorBetterPercentageRough",2013
148,148,"Lee Williams",62,10.92,19,174,"BirdieorBetterPercentageRough",2013
149,149,"Eric Meierdierks",48,10.91,18,165,"BirdieorBetterPercentageRough",2013
150,150,"Stuart Appleby",88,10.8,27,250,"BirdieorBetterPercentageRough",2013
150,150,"Boo Weekley",100,10.8,27,250,"BirdieorBetterPercentageRough",2013
152,152,"Ken Duke",87,10.78,25,232,"BirdieorBetterPercentageRough",2013
153,153,"Casey Wittenberg",72,10.51,27,257,"BirdieorBetterPercentageRough",2013
154,154,"Scott Langley",79,10.43,22,211,"BirdieorBetterPercentageRough",2013
155,155,"Doug LaBelle II",72,10.42,20,192,"BirdieorBetterPercentageRough",2013
156,156,"Jim Furyk",80,10.34,18,174,"BirdieorBetterPercentageRough",2013
157,157,"Brendan Steele",86,10.33,28,271,"BirdieorBetterPercentageRough",2013
158,158,"Darron Stiles",51,10.32,13,126,"BirdieorBetterPercentageRough",2013
159,159,"JJ Henry",83,10.3,24,233,"BirdieorBetterPercentageRough",2013
160,160,"David Hearn",88,10.29,25,243,"BirdieorBetterPercentageRough",2013
160,160,"Brian Stuard",78,10.29,21,204,"BirdieorBetterPercentageRough",2013
162,162,"Nick Watney",88,10.21,24,235,"BirdieorBetterPercentageRough",2013
163,163,"Jonas Blixt",76,10.2,26,255,"BirdieorBetterPercentageRough",2013
164,164,"Colt Knost",69,10.17,18,177,"BirdieorBetterPercentageRough",2013
165,165,"Steven Bowditch",67,10.13,23,227,"BirdieorBetterPercentageRough",2013
166,166,"Jeff Overton",78,9.84,30,305,"BirdieorBetterPercentageRough",2013
167,167,"Michael Thompson",66,9.73,18,185,"BirdieorBetterPercentageRough",2013
168,168,"Bob Estes",66,9.64,19,197,"BirdieorBetterPercentageRough",2013
169,169,"David Toms",49,9.38,9,96,"BirdieorBetterPercentageRough",2013
170,170,"Brian Gay",79,9.35,20,214,"BirdieorBetterPercentageRough",2013
171,171,"Will Claxton",67,8.92,19,213,"BirdieorBetterPercentageRough",2013
172,172,"Vijay Singh",61,8.89,16,180,"BirdieorBetterPercentageRough",2013
173,173,"Tom Gillis",69,8.59,17,198,"BirdieorBetterPercentageRough",2013
174,174,"Robert Streb",75,8.48,19,224,"BirdieorBetterPercentageRough",2013
175,175,"Rod Pampling",46,8.46,11,130,"BirdieorBetterPercentageRough",2013
176,176,"Robert Allenby",58,8.42,16,190,"BirdieorBetterPercentageRough",2013
176,176,"Bobby Gates",49,8.42,16,190,"BirdieorBetterPercentageRough",2013
178,178,"David Mathis",71,8.33,19,228,"BirdieorBetterPercentageRough",2013
179,179,"Ben Kohles",75,8.29,16,193,"BirdieorBetterPercentageRough",2013
180,180,"YE Yang",56,7.19,10,139,"BirdieorBetterPercentageRough",2013
