"DistancetoApex_RANKTHISWEEK_2010","DistancetoApex_RANKLASTWEEK_2010","DistancetoApex_PLAYERNAME_2010","DistancetoApex_ROUNDS_2010","DistancetoApex_AVG_2010","DistancetoApex_TOTALAPEXRANGE_2010","DistancetoApex_TOTALATTEMPTS_2010","DistancetoApex_LONGESTDISTTOAPEX_2010","DistancetoApex_SHORTESTDISTTOAPEX_2010","stat_name","year"
22,22,"Martin Flores",75,191.3,10328.2,54,206.3,147.6,"DistancetoApex",2010
23,23,"Troy Matteson",84,191.1,13183,69,204.7,161.4,"DistancetoApex",2010
23,23,"Nick Watney",91,191.1,13374.8,70,205.9,170.5,"DistancetoApex",2010
25,25,"Andres Romero",73,190.4,11613.3,61,205.5,176,"DistancetoApex",2010
26,26,"Charles Howell III",103,189.8,16320.8,86,206.1,161.1,"DistancetoApex",2010
26,26,"Derek Lamely",81,189.8,10628.4,56,205,174.2,"DistancetoApex",2010
28,28,"Greg Owen",69,189.4,11176.5,59,205.3,171.8,"DistancetoApex",2010
29,29,"Garth Mulroy",53,189,6803.4,36,200,166.7,"DistancetoApex",2010
30,30,"John Senden",103,188.9,15302.3,81,202.3,164,"DistancetoApex",2010
31,31,"George McNeill",79,188.7,10564.4,56,202.1,161.9,"DistancetoApex",2010
32,32,"Steve Marino",81,188.6,12639.2,67,201.6,167.3,"DistancetoApex",2010
33,33,"Jason Day",82,188.5,11685,62,206.1,154.5,"DistancetoApex",2010
33,33,"Ryan Palmer",84,188.5,13005.3,69,203.6,171.1,"DistancetoApex",2010
35,35,"Matt Jones",89,188.3,13743.2,73,203.2,169.3,"DistancetoApex",2010
35,35,"Martin Laird",91,188.3,13742.6,73,209.8,138,"DistancetoApex",2010
37,37,"Alex Prugh",88,188.2,12421.2,66,201.7,160.4,"DistancetoApex",2010
38,38,"Jonathan Byrd",85,188.1,12977.8,69,201.6,158.3,"DistancetoApex",2010
38,38,"Stewart Cink",84,188.1,12415.9,66,204.9,166.5,"DistancetoApex",2010
40,40,"Andrew McLardy",52,188,5640.3,30,203.2,165.9,"DistancetoApex",2010
41,41,"Daniel Chopra",74,187.9,10708.1,57,204.4,157.1,"DistancetoApex",2010
41,41,"Rory McIlroy",54,187.9,7514.3,40,202.3,159.3,"DistancetoApex",2010
43,43,"DJ Trahan",92,187.8,14837.3,79,199.7,172.5,"DistancetoApex",2010
44,44,"Scott Piercy",88,187.6,11068.4,59,206.7,167,"DistancetoApex",2010
45,45,"Ted Purdy",86,187.5,10874.2,58,203.9,168.6,"DistancetoApex",2010
46,46,"Blake Adams",84,187.1,12351.2,66,198.5,169,"DistancetoApex",2010
47,47,"Padraig Harrington",57,186.7,8775,47,201.4,160.3,"DistancetoApex",2010
48,48,"JJ Henry",92,186.5,12680.4,68,203.8,158,"DistancetoApex",2010
49,49,"Kevin Streelman",90,186.1,13026.3,70,197.4,171.5,"DistancetoApex",2010
49,49,"Boo Weekley",88,186.1,13029.4,70,202,152.2,"DistancetoApex",2010
51,51,"Stuart Appleby",101,186,15812.8,85,198.9,164.6,"DistancetoApex",2010
51,51,"Cameron Percy",73,186,9112.7,49,197.5,162.4,"DistancetoApex",2010
53,53,"David Duval",71,185.8,7247.9,39,198.2,167.8,"DistancetoApex",2010
54,54,"Mathew Goggin",85,185.7,9843,53,194.8,168,"DistancetoApex",2010
54,54,"Josh Teater",101,185.7,14109.5,76,198,159.7,"DistancetoApex",2010
56,56,"Rickie Fowler",98,185.5,15026.6,81,199.1,165.7,"DistancetoApex",2010
57,57,"Ricky Barnes",103,185.3,14083.6,76,203.6,113.9,"DistancetoApex",2010
58,58,"Geoff Ogilvy",62,184.9,10170,55,196.8,170,"DistancetoApex",2010
58,58,"Bo Van Pelt",104,184.9,14422.4,78,199.3,171.3,"DistancetoApex",2010
60,60,"Cameron Tringale",55,184.8,7023.6,38,197.4,160.5,"DistancetoApex",2010
61,61,"Retief Goosen",75,184.7,8865.3,48,198.2,139.2,"DistancetoApex",2010
62,62,"Troy Merritt",86,184.3,11978,65,198.4,166.9,"DistancetoApex",2010
63,63,"John Rollins",81,184.1,13071.4,71,195.8,163.7,"DistancetoApex",2010
64,64,"Jarrod Lyle",54,183.9,7357.7,40,194.4,163.9,"DistancetoApex",2010
65,65,"Rory Sabbatini",79,183.7,9550.5,52,204.9,161.7,"DistancetoApex",2010
66,66,"Lucas Glover",75,183.6,10283.4,56,201.6,130.4,"DistancetoApex",2010
67,67,"Matt Every",60,183.4,7519.2,41,198.2,168.6,"DistancetoApex",2010
67,67,"Brenden Pappas",66,183.4,7334.7,40,197.3,163.4,"DistancetoApex",2010
67,67,"Chris Wilson",65,183.4,8068,44,200.9,156.7,"DistancetoApex",2010
70,70,"Vijay Singh",75,183.1,10805.4,59,194.6,159.1,"DistancetoApex",2010
71,71,"Pat Perez",90,183,12994.6,71,198.2,164.2,"DistancetoApex",2010
71,71,"Paul Stankowski",62,183,6771.9,37,192.4,175,"DistancetoApex",2010
73,73,"Jeff Overton",89,182.4,11672.4,64,205.2,149.2,"DistancetoApex",2010
74,74,"Scott McCarron",90,182.2,12932.7,71,197.1,154.9,"DistancetoApex",2010
75,75,"Brendon de Jonge",114,181.9,16188.7,89,196.2,154.6,"DistancetoApex",2010
76,76,"Ryan Moore",80,181.8,11088,61,194.6,163,"DistancetoApex",2010
77,77,"Rich Barcelo",70,181.7,8359.3,46,198.1,165,"DistancetoApex",2010
78,78,"YE Yang",72,181.5,8895.9,49,200.3,147.1,"DistancetoApex",2010
79,79,"Lee Janzen",77,181.4,10341.9,57,194,160.1,"DistancetoApex",2010
79,79,"Brett Quigley",96,181.4,13059.9,72,196.6,161.8,"DistancetoApex",2010
79,79,"Kevin Sutherland",86,181.4,12882.2,71,191.7,157.7,"DistancetoApex",2010
82,82,"James Nitties",92,181.2,9786.2,54,195,157.4,"DistancetoApex",2010
82,82,"Chris Tidland",77,181.2,10690.7,59,203.1,153.7,"DistancetoApex",2010
84,84,"Michael Bradley",77,181,8143.7,45,191.5,155.6,"DistancetoApex",2010
85,85,"Joe Durant",67,180.4,7939.4,44,192.5,162.1,"DistancetoApex",2010
85,85,"Roger Tambellini",77,180.4,9742.2,54,195.8,164.6,"DistancetoApex",2010
87,87,"Bill Lunde",79,180.3,10276.2,57,190.8,150.8,"DistancetoApex",2010
88,88,"John Merrick",109,180.2,14774.2,82,193,159.9,"DistancetoApex",2010
88,88,"Kevin Stadler",86,180.2,10811.1,60,195.8,161,"DistancetoApex",2010
90,90,"Trevor Immelman",55,180,7019.4,39,200.9,109.5,"DistancetoApex",2010
90,90,"Will Ma Kenzie",72,180,10442.9,58,191.7,160,"DistancetoApex",2010
92,92,"Steve Lowery",67,179.9,7914,44,193,160.3,"DistancetoApex",2010
92,92,"Justin Rose",78,179.9,11511.7,64,196.2,154.4,"DistancetoApex",2010
94,94,"Ian Poulter",55,179.7,6469.1,36,192.1,164.1,"DistancetoApex",2010
95,95,"Michael Letzig",84,179.6,12215.3,68,199,153.7,"DistancetoApex",2010
96,96,"Chad Campbell",95,179.5,12386.1,69,195,136.3,"DistancetoApex",2010
96,96,"Nicholas Thompson",88,179.5,11847.9,66,194.6,154,"DistancetoApex",2010
98,98,"Matt Bettencourt",91,179.4,9150.1,51,196.9,137.4,"DistancetoApex",2010
99,99,"Chris Stroud",90,179.1,10567.1,59,191.4,150.9,"DistancetoApex",2010
100,100,"Sean OHair",84,178.9,11451.6,64,192.2,149.2,"DistancetoApex",2010
100,100,"Steve Stricker",73,178.9,11272.8,63,192.2,160.5,"DistancetoApex",2010
100,100,"Camilo Villegas",78,178.9,9126.3,51,193.4,154,"DistancetoApex",2010
100,100,"Charlie Wi",95,178.9,13416.9,75,192.8,158.9,"DistancetoApex",2010
104,104,"Mark Calcavecchia",50,178.7,6792.3,38,191.2,166.6,"DistancetoApex",2010
104,104,"Tom Gillis",97,178.7,15014,84,194.4,152.2,"DistancetoApex",2010
106,106,"Woody Austin",93,178.4,11772.4,66,190.1,152.3,"DistancetoApex",2010
106,106,"Tim Herron",79,178.4,10348,58,191.3,155.7,"DistancetoApex",2010
108,108,"David Lutterus",69,178.3,7488.8,42,194.2,159.5,"DistancetoApex",2010
108,108,"Rod Pampling",77,178.3,10697.4,60,195.8,154.8,"DistancetoApex",2010
108,108,"Michael Sim",64,178.3,8557.8,48,191.1,148.5,"DistancetoApex",2010
111,111,"Robert Allenby",76,178.2,10157.1,57,192.1,148.6,"DistancetoApex",2010
111,111,"Henrik Bjornstad",72,178.2,8733.7,49,193.7,148.3,"DistancetoApex",2010
113,113,"Joe Ogilvie",99,177.9,13695.2,77,189,158.7,"DistancetoApex",2010
114,114,"Luke Donald",71,177.6,10121.9,57,188.6,153.3,"DistancetoApex",2010
114,114,"Roland Thatcher",72,177.6,10299.2,58,194.7,149.6,"DistancetoApex",2010
116,116,"Jeev Milkha Singh",59,177.5,6035.9,34,196.8,154.7,"DistancetoApex",2010
117,117,"Mathias Gronberg",61,177.1,6551.3,37,189.4,156.6,"DistancetoApex",2010
118,118,"Ernie Els",72,177,10091.2,57,201.8,155.4,"DistancetoApex",2010
118,118,"Vance Veazey",58,177,7078.6,40,192,161.2,"DistancetoApex",2010
120,120,"Kris Blanks",91,176.9,11677.6,66,191.4,164,"DistancetoApex",2010
120,120,"Freddie Jacobson",83,176.9,12916.3,73,193,151.5,"DistancetoApex",2010
122,122,"Ben Crane",85,176.6,12185.1,69,190,160.6,"DistancetoApex",2010
123,123,"Hunter Mahan",85,176.5,13057.9,74,192.7,145.8,"DistancetoApex",2010
124,124,"DA Points",90,176.4,12348.6,70,189.6,161.1,"DistancetoApex",2010
125,125,"Spencer Levin",110,176.3,14455.3,82,191.6,147.3,"DistancetoApex",2010
126,126,"Tim Petrovic",105,176.2,13922.8,79,188.3,155.2,"DistancetoApex",2010
127,127,"Stephen Ames",75,176.1,9685.2,55,195.1,156,"DistancetoApex",2010
128,128,"Johnson Wagner",85,175.7,11948.2,68,194.1,133.8,"DistancetoApex",2010
129,129,"Michael Connell",89,175.6,12113,69,190.1,156.2,"DistancetoApex",2010
130,130,"Jason Dufner",87,175.2,11038.8,63,188.8,151.5,"DistancetoApex",2010
131,131,"Nathan Green",86,175,11202.6,64,194.1,150.4,"DistancetoApex",2010
132,132,"Brian Stuard",81,174.8,11538.2,66,186.7,160.1,"DistancetoApex",2010
133,133,"Ryuji Imada",90,174.6,13966,80,187.6,102.2,"DistancetoApex",2010
134,134,"Billy Mayfair",78,174.4,9244.5,53,186.1,159.3,"DistancetoApex",2010
135,135,"Steve Wheatcroft",74,174,7829.3,45,189.7,156,"DistancetoApex",2010
136,136,"Steve Elkington",74,173.9,8870.4,51,186.2,142.4,"DistancetoApex",2010
137,137,"Ben Curtis",78,173.8,11643.9,67,185.5,153.3,"DistancetoApex",2010
138,138,"Jeff Gove",57,173.7,6079.2,35,189.9,150.3,"DistancetoApex",2010
138,138,"Vaughn Taylor",87,173.7,11983.9,69,186.4,146.5,"DistancetoApex",2010
140,140,"Carl Pettersson",99,173.6,15105.1,87,186.8,156,"DistancetoApex",2010
140,140,"Garrett Willis",82,173.6,11107.3,64,191,153.6,"DistancetoApex",2010
142,142,"Chad Collins",87,173.4,12829.9,74,192.3,150.2,"DistancetoApex",2010
142,142,"Bob Estes",79,173.4,11094.8,64,188.4,136.1,"DistancetoApex",2010
144,144,"Kevin Na",94,173.3,12475.9,72,197.3,130,"DistancetoApex",2010
145,145,"Cameron Beckman",68,173,9344.2,54,184.7,148.8,"DistancetoApex",2010
145,145,"Jason Bohn",84,173,13319.6,77,186.1,138.7,"DistancetoApex",2010
145,145,"Greg Chalmers",93,173,14709.1,85,186.8,148.8,"DistancetoApex",2010
145,145,"Matt Kuchar",97,173,12974.5,75,192.7,150,"DistancetoApex",2010
145,145,"Rocco Mediate",71,173,9516.4,55,186.3,156.3,"DistancetoApex",2010
150,150,"Jay Williamson",76,172.9,9161.4,53,189.3,142.3,"DistancetoApex",2010
151,151,"Bryce Molder",84,172.5,11905.7,69,187.8,141,"DistancetoApex",2010
152,152,"Briny Baird",87,172.4,11376.3,66,188,139.7,"DistancetoApex",2010
152,152,"Zach Johnson",93,172.4,13277.6,77,184.1,153.1,"DistancetoApex",2010
154,154,"Shaun Micheel",70,172.3,7927.1,46,185.4,156.6,"DistancetoApex",2010
155,155,"Brandt Snedeker",89,171.9,13410.7,78,181.8,148.2,"DistancetoApex",2010
156,156,"Aron Price",70,171.7,8240.2,48,182.6,158,"DistancetoApex",2010
157,157,"Chris DiMarco",88,171.6,10122,59,182.9,153.9,"DistancetoApex",2010
157,157,"Kenny Perry",69,171.6,10125,59,195.2,129.8,"DistancetoApex",2010
159,159,"Jerod Turner",54,171.5,6174.9,36,183.4,153.5,"DistancetoApex",2010
160,160,"Kevin Johnson",62,171.4,7027.3,41,185.9,153.3,"DistancetoApex",2010
161,161,"KJ Choi",82,171,10260.2,60,186.3,145.1,"DistancetoApex",2010
161,161,"Tom Pernice Jr",74,171,7521.9,44,183.4,147.8,"DistancetoApex",2010
161,161,"Webb Simpson",98,171,14534.7,85,188.2,150.5,"DistancetoApex",2010
164,164,"Dean Wilson",54,170.6,5798.8,34,185.2,148.9,"DistancetoApex",2010
165,165,"Alex Cejka",81,170.5,9889.5,58,182.6,157.9,"DistancetoApex",2010
166,166,"Brian Davis",101,170.3,12601,74,186.3,145.5,"DistancetoApex",2010
167,167,"Richard Johnson",90,170.1,9353.1,55,182.5,149.9,"DistancetoApex",2010
168,168,"Steve Flesch",78,170,8837.7,52,182.2,152.5,"DistancetoApex",2010
168,168,"Chris Riley",73,170,9518.2,56,186.1,147.6,"DistancetoApex",2010
170,170,"Jim Furyk",76,169.9,11554.6,68,185,149.3,"DistancetoApex",2010
171,171,"Mark Wilson",87,169.7,11539.5,68,181.5,143.6,"DistancetoApex",2010
172,172,"Jerry Kelly",99,168.8,12320.8,73,187.3,137.6,"DistancetoApex",2010
173,173,"Justin Leonard",89,168.7,12312.8,73,185.7,146.3,"DistancetoApex",2010
174,174,"Heath Slocum",97,168.6,13148.3,78,180.7,106.3,"DistancetoApex",2010
174,174,"David Toms",86,168.6,11296.1,67,184.6,153.3,"DistancetoApex",2010
176,176,"Justin Bolli",55,168.2,6222.7,37,177.6,154.4,"DistancetoApex",2010
176,176,"John Mallinger",78,168.2,8243.8,49,191.6,144.6,"DistancetoApex",2010
178,178,"Omar Uresti",74,168.1,8910.8,53,179.3,157.3,"DistancetoApex",2010
179,179,"JP Hayes",79,166.6,10662.8,64,182.6,144.3,"DistancetoApex",2010
180,180,"Skip Kendall",58,165.8,6300.3,38,180.4,148.8,"DistancetoApex",2010
181,181,"Brent Delahoussaye",57,165.4,5954.6,36,176.5,140.6,"DistancetoApex",2010
182,182,"Paul Goydos",78,165.2,10739.6,65,179.7,141.2,"DistancetoApex",2010
183,183,"Cliff Kresge",50,164.4,5425.8,33,177.4,150.4,"DistancetoApex",2010
184,184,"Jeff Maggert",76,163.9,9668.8,59,176.6,152.2,"DistancetoApex",2010
185,185,"Greg Kraft",52,163,5378.9,33,175.5,145.5,"DistancetoApex",2010
186,186,"Scott Verplank",74,162.7,9598.8,59,178.9,136.7,"DistancetoApex",2010
187,187,"Tim Clark",88,162.6,10406.3,64,179,143.2,"DistancetoApex",2010
188,188,"Jeff Quinney",91,161.2,10316.5,64,181.2,140.2,"DistancetoApex",2010
189,189,"Brad Faxon",58,161.1,7250.8,45,179.5,134.5,"DistancetoApex",2010
190,190,"Mike Weir",59,160.7,6269,39,180.4,117.1,"DistancetoApex",2010
191,191,"Brian Gay",101,158.4,13467.6,85,171.6,134.3,"DistancetoApex",2010
192,192,"Craig Bowden",56,157.6,5832.6,37,175.7,143.9,"DistancetoApex",2010
