"PresidentsCupUnitedes_RANKTHISWEEK_2010","PresidentsCupUnitedes_RANKLASTWEEK_2010","PresidentsCupUnitedes_PLAYERNAME_2010","PresidentsCupUnitedes__2010","PresidentsCupUnitedes_POINTS_2010","stat_name","year"
42,42,"Kevin Streelman",NA,1651226,"PresidentsCupUnitedes",2010
43,43,"Tim Petrovic",NA,1628621,"PresidentsCupUnitedes",2010
44,44,"Jerry Kelly",NA,1550128,"PresidentsCupUnitedes",2010
45,45,"Webb Simpson",NA,1474287,"PresidentsCupUnitedes",2010
46,46,"Chad Campbell",NA,1452446,"PresidentsCupUnitedes",2010
47,47,"George McNeill",NA,1448054,"PresidentsCupUnitedes",2010
48,48,"Kevin Stadler",NA,1432420,"PresidentsCupUnitedes",2010
49,49,"Davis Love III",NA,1382713,"PresidentsCupUnitedes",2010
50,50,"Kenny Perry",NA,1360636,"PresidentsCupUnitedes",2010
51,51,"Paul Goydos",NA,1351260,"PresidentsCupUnitedes",2010
52,52,"Bill Lunde",NA,1337855,"PresidentsCupUnitedes",2010
53,53,"DA Points",NA,1323708,"PresidentsCupUnitedes",2010
54,54,"Alex Prugh",NA,1272606,"PresidentsCupUnitedes",2010
55,55,"John Rollins",NA,1267953,"PresidentsCupUnitedes",2010
56,56,"Spencer Levin",NA,1264947,"PresidentsCupUnitedes",2010
57,57,"Jimmy Walker",NA,1248629,"PresidentsCupUnitedes",2010
58,58,"Rocco Mediate",NA,1240987,"PresidentsCupUnitedes",2010
59,59,"Chris Riley",NA,1206867,"PresidentsCupUnitedes",2010
60,60,"Cameron Beckman",NA,1205971,"PresidentsCupUnitedes",2010
61,61,"Kevin Sutherland",NA,1197597,"PresidentsCupUnitedes",2010
62,62,"Tom Gillis",NA,1166146,"PresidentsCupUnitedes",2010
63,63,"Chris Stroud",NA,1143211,"PresidentsCupUnitedes",2010
64,64,"Kris Blanks",NA,1129169,"PresidentsCupUnitedes",2010
65,65,"JJ Henry",NA,1115682,"PresidentsCupUnitedes",2010
66,66,"Pat Perez",NA,1097650,"PresidentsCupUnitedes",2010
67,67,"Mark Wilson",NA,1088400,"PresidentsCupUnitedes",2010
68,68,"Shaun Micheel",NA,1025500,"PresidentsCupUnitedes",2010
69,69,"Josh Teater",NA,1005323,"PresidentsCupUnitedes",2010
70,70,"Derek Lamely",NA,972961,"PresidentsCupUnitedes",2010
71,71,"Blake Adams",NA,963593,"PresidentsCupUnitedes",2010
72,72,"Michael Allen",NA,951421,"PresidentsCupUnitedes",2010
73,73,"Boo Weekley",NA,942324,"PresidentsCupUnitedes",2010
74,74,"Jeff Maggert",NA,937271,"PresidentsCupUnitedes",2010
75,75,"David Duval",NA,919584,"PresidentsCupUnitedes",2010
76,76,"Dean Wilson",NA,914554,"PresidentsCupUnitedes",2010
77,77,"Scott Piercy",NA,905369,"PresidentsCupUnitedes",2010
78,78,"Corey Pavin",NA,902165,"PresidentsCupUnitedes",2010
79,79,"Matt Bettencourt",NA,892480,"PresidentsCupUnitedes",2010
80,80,"Chris Couch",NA,888146,"PresidentsCupUnitedes",2010
81,81,"JP Hayes",NA,876741,"PresidentsCupUnitedes",2010
82,82,"Tom Pernice Jr",NA,876599,"PresidentsCupUnitedes",2010
83,83,"Garrett Willis",NA,871763,"PresidentsCupUnitedes",2010
84,84,"Johnson Wagner",NA,851900,"PresidentsCupUnitedes",2010
85,85,"Ben Curtis",NA,850286,"PresidentsCupUnitedes",2010
86,86,"Michael Connell",NA,846459,"PresidentsCupUnitedes",2010
87,87,"Roland Thatcher",NA,833968,"PresidentsCupUnitedes",2010
88,88,"Chad Collins",NA,815961,"PresidentsCupUnitedes",2010
89,89,"Nicholas Thompson",NA,813204,"PresidentsCupUnitedes",2010
90,90,"Joe Durant",NA,800575,"PresidentsCupUnitedes",2010
91,91,"Briny Baird",NA,787750,"PresidentsCupUnitedes",2010
92,92,"Troy Merritt",NA,786977,"PresidentsCupUnitedes",2010
93,93,"Woody Austin",NA,775914,"PresidentsCupUnitedes",2010
94,94,"John Mallinger",NA,763637,"PresidentsCupUnitedes",2010
95,95,"Scott McCarron",NA,759317,"PresidentsCupUnitedes",2010
96,96,"Joe Ogilvie",NA,742965,"PresidentsCupUnitedes",2010
97,97,"Bob Estes",NA,740068,"PresidentsCupUnitedes",2010
98,98,"Billy Mayfair",NA,690722,"PresidentsCupUnitedes",2010
99,99,"Lee Janzen",NA,690570,"PresidentsCupUnitedes",2010
100,100,"John Merrick",NA,677315,"PresidentsCupUnitedes",2010
101,101,"Jeff Quinney",NA,676850,"PresidentsCupUnitedes",2010
102,102,"Paul Stankowski",NA,666591,"PresidentsCupUnitedes",2010
103,103,"Will Ma Kenzie",NA,658683,"PresidentsCupUnitedes",2010
104,104,"Fred Couples",NA,608346,"PresidentsCupUnitedes",2010
105,105,"Chris Tidland",NA,588291,"PresidentsCupUnitedes",2010
106,106,"Charles Warren",NA,585414,"PresidentsCupUnitedes",2010
107,107,"Brett Quigley",NA,584040,"PresidentsCupUnitedes",2010
108,108,"Michael Letzig",NA,582239,"PresidentsCupUnitedes",2010
109,109,"Tim Herron",NA,552684,"PresidentsCupUnitedes",2010
110,110,"Brian Stuard",NA,536497,"PresidentsCupUnitedes",2010
111,111,"Chris DiMarco",NA,519286,"PresidentsCupUnitedes",2010
112,112,"James Driscoll",NA,511335,"PresidentsCupUnitedes",2010
113,113,"Brett Wetterich",NA,510672,"PresidentsCupUnitedes",2010
114,114,"Matt Every",NA,456847,"PresidentsCupUnitedes",2010
115,115,"Steve Flesch",NA,451374,"PresidentsCupUnitedes",2010
116,116,"Jay Williamson",NA,444945,"PresidentsCupUnitedes",2010
117,117,"Tom Lehman",NA,440635,"PresidentsCupUnitedes",2010
118,118,"Harrison Frazar",NA,423893,"PresidentsCupUnitedes",2010
119,119,"Steve Wheatcroft",NA,408595,"PresidentsCupUnitedes",2010
120,120,"Jeff Klauk",NA,406154,"PresidentsCupUnitedes",2010
121,121,"Michael Bradley",NA,399486,"PresidentsCupUnitedes",2010
122,122,"Roger Tambellini",NA,370736,"PresidentsCupUnitedes",2010
123,123,"Ted Purdy",NA,357892,"PresidentsCupUnitedes",2010
124,124,"Martin Flores",NA,318673,"PresidentsCupUnitedes",2010
125,125,"Matt Weibring",NA,315052,"PresidentsCupUnitedes",2010
126,126,"Chez Reavie",NA,312984,"PresidentsCupUnitedes",2010
127,127,"Skip Kendall",NA,304439,"PresidentsCupUnitedes",2010
128,128,"Cameron Tringale",NA,302618,"PresidentsCupUnitedes",2010
129,129,"Kirk Triplett",NA,285104,"PresidentsCupUnitedes",2010
130,130,"Omar Uresti",NA,283455,"PresidentsCupUnitedes",2010
131,131,"Kent Jones",NA,279627,"PresidentsCupUnitedes",2010
132,132,"Glen Day",NA,261150,"PresidentsCupUnitedes",2010
133,133,"Cliff Kresge",NA,209376,"PresidentsCupUnitedes",2010
134,134,"Rich Beem",NA,206089,"PresidentsCupUnitedes",2010
135,135,"Rich Barcelo",NA,188892,"PresidentsCupUnitedes",2010
136,136,"Craig Barlow",NA,184622,"PresidentsCupUnitedes",2010
137,137,"John Daly",NA,167512,"PresidentsCupUnitedes",2010
138,138,"Todd Hamilton",NA,165800,"PresidentsCupUnitedes",2010
139,139,"Mark Calcavecchia",NA,150060,"PresidentsCupUnitedes",2010
140,140,"Tom Watson",NA,149371,"PresidentsCupUnitedes",2010
141,141,"Steve Lowery",NA,147195,"PresidentsCupUnitedes",2010
142,142,"Craig Bowden",NA,140935,"PresidentsCupUnitedes",2010
143,143,"Vance Veazey",NA,111370,"PresidentsCupUnitedes",2010
144,144,"Marco Dawson",NA,108160,"PresidentsCupUnitedes",2010
145,145,"Robert Gamez",NA,101700,"PresidentsCupUnitedes",2010
146,146,"Jason Gore",NA,99613,"PresidentsCupUnitedes",2010
147,147,"Jeff Gove",NA,92155,"PresidentsCupUnitedes",2010
148,148,"Jerod Turner",NA,91343,"PresidentsCupUnitedes",2010
149,149,"Parker McLachlin",NA,79791,"PresidentsCupUnitedes",2010
150,150,"Fred Funk",NA,77803,"PresidentsCupUnitedes",2010
151,151,"Chris Wilson",NA,76481,"PresidentsCupUnitedes",2010
152,152,"Brad Faxon",NA,76253,"PresidentsCupUnitedes",2010
153,153,"Frank Lickliter II",NA,74721,"PresidentsCupUnitedes",2010
154,154,"Justin Bolli",NA,73990,"PresidentsCupUnitedes",2010
155,155,"Kevin Johnson",NA,69806,"PresidentsCupUnitedes",2010
156,156,"Brent Delahoussaye",NA,69708,"PresidentsCupUnitedes",2010
157,157,"John Huston",NA,69249,"PresidentsCupUnitedes",2010
158,158,"Shane Bertsch",NA,57108,"PresidentsCupUnitedes",2010
159,159,"Guy Boros",NA,54833,"PresidentsCupUnitedes",2010
160,160,"Greg Kraft",NA,52176,"PresidentsCupUnitedes",2010
161,161,"Mark Brooks",NA,46360,"PresidentsCupUnitedes",2010
162,162,"Fran Quinn",NA,45096,"PresidentsCupUnitedes",2010
163,163,"Dicky Pride",NA,40120,"PresidentsCupUnitedes",2010
164,164,"Jonathan Kaye",NA,38989,"PresidentsCupUnitedes",2010
165,165,"Jim Carter",NA,29285,"PresidentsCupUnitedes",2010
166,166,"John Morse",NA,28998,"PresidentsCupUnitedes",2010
167,167,"Arron Oberholser",NA,26417,"PresidentsCupUnitedes",2010
168,168,"Eric Axley",NA,24124,"PresidentsCupUnitedes",2010
169,169,"Chris Smith",NA,23400,"PresidentsCupUnitedes",2010
170,170,"Len Mattiace",NA,22200,"PresidentsCupUnitedes",2010
171,171,"Michael Clark II",NA,21045,"PresidentsCupUnitedes",2010
172,172,"Marc Turnesa",NA,19982,"PresidentsCupUnitedes",2010
173,173,"Tommy Armour III",NA,19572,"PresidentsCupUnitedes",2010
174,174,"Robert Damron",NA,17446,"PresidentsCupUnitedes",2010
175,175,"Tom Byrum",NA,13420,"PresidentsCupUnitedes",2010
176,176,"Robin Freeman",NA,13062,"PresidentsCupUnitedes",2010
177,177,"JL Lewis",NA,12960,"PresidentsCupUnitedes",2010
178,178,"Ernie Gonzalez",NA,10788,"PresidentsCupUnitedes",2010
179,179,"Paul Azinger",NA,9486,"PresidentsCupUnitedes",2010
180,180,"Brian Bateman",NA,8232,"PresidentsCupUnitedes",2010
181,181,"Spike McRoy",NA,6840,"PresidentsCupUnitedes",2010
182,182,"Jim Gallagher Jr",NA,6552,"PresidentsCupUnitedes",2010
183,183,"Willie Wood",NA,6540,"PresidentsCupUnitedes",2010
