"GreensorFringeinRegulation_RANKTHISWEEK_2014","GreensorFringeinRegulation_RANKLASTWEEK_2014","GreensorFringeinRegulation_PLAYERNAME_2014","GreensorFringeinRegulation_ROUNDS_2014","GreensorFringeinRegulation_Pct_2014","GreensorFringeinRegulation_TOTALHIT_2014","GreensorFringeinRegulation_TOTALATTEMPTS_2014","GreensorFringeinRegulation_RTPSCORE_2014","stat_name","year"
143,143,"Patrick Reed",92,67.34,897,1332,-243,"GreensorFringeinRegulation",2014
144,144,"Erik Compton",88,67.33,909,1350,-221,"GreensorFringeinRegulation",2014
145,145,"Lee Westwood",57,67.31,521,774,-148,"GreensorFringeinRegulation",2014
146,146,"Russell Henley",92,67.26,908,1350,-260,"GreensorFringeinRegulation",2014
147,147,"Morgan Hoffmann",103,67.1,1087,1620,-299,"GreensorFringeinRegulation",2014
148,148,"Ian Poulter",57,66.94,494,738,-119,"GreensorFringeinRegulation",2014
149,149,"Phil Mickelson",71,66.89,602,900,-170,"GreensorFringeinRegulation",2014
150,150,"Brian Davis",93,66.8,974,1458,-255,"GreensorFringeinRegulation",2014
150,150,"Freddie Jacobson",91,66.8,974,1458,-256,"GreensorFringeinRegulation",2014
152,152,"Bryce Molder",77,66.75,769,1152,-181,"GreensorFringeinRegulation",2014
153,153,"Matt Every",85,66.67,780,1170,-222,"GreensorFringeinRegulation",2014
153,153,"Andres Romero",81,66.67,864,1296,-237,"GreensorFringeinRegulation",2014
155,155,"Woody Austin",63,66.47,682,1026,-147,"GreensorFringeinRegulation",2014
156,156,"Roberto Castro",76,66.38,705,1062,-168,"GreensorFringeinRegulation",2014
157,157,"Charlie Wi",72,66.32,776,1170,-185,"GreensorFringeinRegulation",2014
158,158,"JB Holmes",86,66.02,915,1386,-254,"GreensorFringeinRegulation",2014
159,159,"Andrew Loupe",65,65.89,593,900,-152,"GreensorFringeinRegulation",2014
160,160,"DA Points",75,65.86,652,990,-143,"GreensorFringeinRegulation",2014
161,161,"KJ Choi",80,65.84,794,1206,-205,"GreensorFringeinRegulation",2014
162,162,"Jordan Spieth",102,65.75,935,1422,-272,"GreensorFringeinRegulation",2014
163,163,"Ernie Els",85,65.52,743,1134,-192,"GreensorFringeinRegulation",2014
164,164,"YE Yang",79,65.39,718,1098,-171,"GreensorFringeinRegulation",2014
165,165,"Gonzalo Fdez Castano",83,65.38,812,1242,-202,"GreensorFringeinRegulation",2014
166,166,"Greg Chalmers",85,65.07,855,1314,-230,"GreensorFringeinRegulation",2014
167,167,"Tim Wilkinson",86,64.87,829,1278,-202,"GreensorFringeinRegulation",2014
168,168,"Bronson La Cassie",51,64.51,418,648,-91,"GreensorFringeinRegulation",2014
169,169,"DH Lee",54,64.44,522,810,-104,"GreensorFringeinRegulation",2014
170,170,"Justin Leonard",75,64.25,717,1116,-165,"GreensorFringeinRegulation",2014
171,171,"Jonas Blixt",64,64.21,497,774,-138,"GreensorFringeinRegulation",2014
172,172,"James Driscoll",71,64.18,670,1044,-155,"GreensorFringeinRegulation",2014
173,173,"Brian Gay",81,63.49,720,1134,-157,"GreensorFringeinRegulation",2014
174,174,"Richard Lee",80,63.48,697,1098,-157,"GreensorFringeinRegulation",2014
175,175,"Chad Collins",78,63.3,695,1098,-163,"GreensorFringeinRegulation",2014
176,176,"Aaron Baddeley",74,62.99,669,1062,-187,"GreensorFringeinRegulation",2014
177,177,"Mike Weir",69,61.53,587,954,-130,"GreensorFringeinRegulation",2014
