"ConsecutiveSandSaves_RANKTHISWEEK_2013","ConsecutiveSandSaves_RANKLASTWEEK_2013","ConsecutiveSandSaves_PLAYERNAME_2013","ConsecutiveSandSaves_EVENTS_2013","ConsecutiveSandSaves_STREAK_2013","ConsecutiveSandSaves_CURRENTSTREAK_2013","ConsecutiveSandSaves_ROUND_2013","ConsecutiveSandSaves_HOLE_2013","ConsecutiveSandSaves_YEARTOURN_2013","stat_name","year"
49,49,"Andres Gonzales",17,7,1,1,11,2013240,"ConsecutiveSandSaves",2013
49,49,"Charles Howell III",26,7,1,4,4,2013210,"ConsecutiveSandSaves",2013
49,49,"Jerry Kelly",22,7,NA,3,1,2013030,"ConsecutiveSandSaves",2013
49,49,"David Lynn",22,7,1,2,4,2013110,"ConsecutiveSandSaves",2013
49,49,"Graeme McDowell",16,7,NA,1,14,2013090,"ConsecutiveSandSaves",2013
49,49,"Francesco Molinari",9,7,1,1,5,2013110,"ConsecutiveSandSaves",2013
49,49,"Kevin Na",8,7,3,3,13,2013050,"ConsecutiveSandSaves",2013
49,49,"Seung Yul Noh",25,7,1,1,8,2013190,"ConsecutiveSandSaves",2013
49,49,"Henrik Norlander",22,7,NA,4,13,2013020,"ConsecutiveSandSaves",2013
49,49,"Sean OHair",22,7,NA,1,18,2013060,"ConsecutiveSandSaves",2013
49,49,"Geoff Ogilvy",19,7,NA,2,7,2013350,"ConsecutiveSandSaves",2013
49,49,"Carl Pettersson",24,7,1,2,12,2013130,"ConsecutiveSandSaves",2013
49,49,"DA Points",28,7,NA,4,11,2013200,"ConsecutiveSandSaves",2013
49,49,"Justin Rose",17,7,NA,2,18,2013340,"ConsecutiveSandSaves",2013
49,49,"Marcel Siem",9,7,NA,2,12,2013320,"ConsecutiveSandSaves",2013
49,49,"Webb Simpson",25,7,4,2,9,2013350,"ConsecutiveSandSaves",2013
49,49,"Jordan Spieth",23,7,NA,2,13,2013230,"ConsecutiveSandSaves",2013
49,49,"Scott Stallings",27,7,NA,2,7,2013020,"ConsecutiveSandSaves",2013
49,49,"Brendan Steele",26,7,NA,2,6,2013140,"ConsecutiveSandSaves",2013
49,49,"Josh Teater",24,7,4,1,15,2013020,"ConsecutiveSandSaves",2013
49,49,"David Toms",16,7,NA,2,3,2013240,"ConsecutiveSandSaves",2013
49,49,"Duffy Waldorf",3,7,NA,2,15,2013150,"ConsecutiveSandSaves",2013
49,49,"Jimmy Walker",24,7,6,4,7,2013230,"ConsecutiveSandSaves",2013
49,49,"Charlie Wi",23,7,1,4,6,2013060,"ConsecutiveSandSaves",2013
83,83,"Charlie Beljan",24,6,6,2,2,2013280,"ConsecutiveSandSaves",2013
83,83,"Jason Bohn",23,6,NA,2,4,2013270,"ConsecutiveSandSaves",2013
83,83,"Keegan Bradley",25,6,NA,2,15,2013210,"ConsecutiveSandSaves",2013
83,83,"Jonathan Byrd",16,6,1,2,16,2013240,"ConsecutiveSandSaves",2013
83,83,"Bud Cauley",24,6,NA,3,4,2013220,"ConsecutiveSandSaves",2013
83,83,"Kevin Chappell",24,6,2,1,8,2013370,"ConsecutiveSandSaves",2013
83,83,"Russ Cochran",1,6,NA,2,1,2013020,"ConsecutiveSandSaves",2013
83,83,"George Coetzee",11,6,NA,1,18,2013110,"ConsecutiveSandSaves",2013
83,83,"Erik Compton",24,6,6,3,2,2013370,"ConsecutiveSandSaves",2013
83,83,"Luke Donald",17,6,NA,2,17,2013120,"ConsecutiveSandSaves",2013
83,83,"James Driscoll",23,6,NA,3,15,2013170,"ConsecutiveSandSaves",2013
83,83,"Jason Dufner",22,6,4,3,12,2013220,"ConsecutiveSandSaves",2013
83,83,"Scott Gardiner",23,6,NA,1,13,2013040,"ConsecutiveSandSaves",2013
83,83,"Retief Goosen",9,6,6,1,6,2013180,"ConsecutiveSandSaves",2013
83,83,"Bill Haas",25,6,NA,2,12,2013400,"ConsecutiveSandSaves",2013
83,83,"Padraig Harrington",17,6,2,1,18,2013240,"ConsecutiveSandSaves",2013
83,83,"Tim Herron",15,6,1,2,8,2013200,"ConsecutiveSandSaves",2013
83,83,"Morgan Hoffmann",20,6,NA,3,3,2013320,"ConsecutiveSandSaves",2013
83,83,"Billy Horschel",26,6,4,1,6,2013310,"ConsecutiveSandSaves",2013
83,83,"Trevor Immelman",24,6,1,2,12,2013190,"ConsecutiveSandSaves",2013
83,83,"Freddie Jacobson",19,6,1,2,7,2013210,"ConsecutiveSandSaves",2013
83,83,"Miguel Angel Jimenez",3,6,4,1,15,2013310,"ConsecutiveSandSaves",2013
83,83,"Chris Kirk",24,6,3,1,13,2013090,"ConsecutiveSandSaves",2013
83,83,"Colt Knost",25,6,2,1,10,2013260,"ConsecutiveSandSaves",2013
83,83,"Jason Kokrak",25,6,4,1,14,2013120,"ConsecutiveSandSaves",2013
83,83,"Martin Laird",21,6,3,3,15,2013030,"ConsecutiveSandSaves",2013
83,83,"Richard Lee",24,6,NA,1,3,2013090,"ConsecutiveSandSaves",2013
83,83,"Marc Leishman",23,6,NA,2,17,2013350,"ConsecutiveSandSaves",2013
83,83,"Luke List",24,6,2,2,12,2013120,"ConsecutiveSandSaves",2013
83,83,"Shane Lowry",9,6,NA,1,5,2013140,"ConsecutiveSandSaves",2013
83,83,"Steve Marino",12,6,5,2,15,2013030,"ConsecutiveSandSaves",2013
83,83,"Troy Matteson",24,6,NA,1,3,2013210,"ConsecutiveSandSaves",2013
83,83,"John Merrick",23,6,NA,1,16,2013140,"ConsecutiveSandSaves",2013
83,83,"Alexander Noren",5,6,2,1,8,2013090,"ConsecutiveSandSaves",2013
83,83,"Jin Park",20,6,2,2,16,2013120,"ConsecutiveSandSaves",2013
83,83,"Cameron Percy",21,6,1,1,4,2013040,"ConsecutiveSandSaves",2013
83,83,"Tim Petrovic",12,6,3,4,9,2013290,"ConsecutiveSandSaves",2013
83,83,"Scott Piercy",24,6,NA,2,2,2013380,"ConsecutiveSandSaves",2013
83,83,"Ian Poulter",16,6,1,1,10,2013200,"ConsecutiveSandSaves",2013
83,83,"Alistair Presnell",23,6,4,1,12,2013030,"ConsecutiveSandSaves",2013
83,83,"Dicky Pride",23,6,NA,2,12,2013200,"ConsecutiveSandSaves",2013
83,83,"Kevin Stadler",25,6,NA,4,6,2013070,"ConsecutiveSandSaves",2013
83,83,"Henrik Stenson",18,6,4,4,7,2013130,"ConsecutiveSandSaves",2013
83,83,"Justin Thomas",2,6,6,4,4,2013260,"ConsecutiveSandSaves",2013
83,83,"Cameron Tringale",24,6,NA,2,12,2013030,"ConsecutiveSandSaves",2013
83,83,"Johnson Wagner",24,6,3,1,12,2013220,"ConsecutiveSandSaves",2013
83,83,"Marc Warren",2,6,NA,1,17,2013350,"ConsecutiveSandSaves",2013
83,83,"Nick Watney",26,6,NA,1,1,2013140,"ConsecutiveSandSaves",2013
83,83,"Danny Willett",2,6,1,1,12,2013310,"ConsecutiveSandSaves",2013
132,132,"Steven Alker",2,5,NA,1,2,2013020,"ConsecutiveSandSaves",2013
132,132,"Mark Anderson",1,5,5,3,9,2013020,"ConsecutiveSandSaves",2013
132,132,"Billy Andrade",3,5,NA,1,18,2013320,"ConsecutiveSandSaves",2013
132,132,"Justin Bolli",23,5,1,2,8,2013210,"ConsecutiveSandSaves",2013
132,132,"Chad Campbell",25,5,3,4,6,2013240,"ConsecutiveSandSaves",2013
132,132,"Donald Constable",16,5,NA,1,16,2013190,"ConsecutiveSandSaves",2013
132,132,"John Daly",12,5,1,4,4,2013240,"ConsecutiveSandSaves",2013
132,132,"Brendon de Jonge",30,5,4,1,2,2013260,"ConsecutiveSandSaves",2013
132,132,"Graham DeLaet",26,5,NA,1,1,2013140,"ConsecutiveSandSaves",2013
132,132,"Chris DiMarco",11,5,NA,2,2,2013320,"ConsecutiveSandSaves",2013
132,132,"Jamie Donaldson",10,5,1,1,4,2013090,"ConsecutiveSandSaves",2013
132,132,"Ken Duke",28,5,1,4,9,2013340,"ConsecutiveSandSaves",2013
132,132,"Bob Estes",18,5,NA,1,14,2013150,"ConsecutiveSandSaves",2013
132,132,"Matt Every",28,5,1,1,10,2013370,"ConsecutiveSandSaves",2013
132,132,"Gonzalo Fdez Castano",12,5,1,4,14,2013250,"ConsecutiveSandSaves",2013
132,132,"Zack Fischer",4,5,2,1,9,2013210,"ConsecutiveSandSaves",2013
132,132,"Tommy Gainey",28,5,NA,1,4,2013350,"ConsecutiveSandSaves",2013
132,132,"Nathan Green",9,5,2,1,13,2013150,"ConsecutiveSandSaves",2013
132,132,"James Hahn",26,5,1,1,16,2013360,"ConsecutiveSandSaves",2013
132,132,"Todd Hamilton",4,5,NA,3,4,2013060,"ConsecutiveSandSaves",2013
132,132,"Brian Harman",29,5,1,1,13,2013170,"ConsecutiveSandSaves",2013
132,132,"Jim Herman",19,5,5,2,16,2013320,"ConsecutiveSandSaves",2013
132,132,"Charley Hoffman",23,5,1,4,11,2013350,"ConsecutiveSandSaves",2013
132,132,"Yuta Ikeda",1,5,5,1,4,2013020,"ConsecutiveSandSaves",2013
132,132,"Ryuji Imada",7,5,NA,2,16,2013210,"ConsecutiveSandSaves",2013
132,132,"Ryo Ishikawa",23,5,NA,2,13,2013120,"ConsecutiveSandSaves",2013
132,132,"Brandt Jobe",19,5,NA,4,5,2013220,"ConsecutiveSandSaves",2013
132,132,"Matt Jones",24,5,1,1,11,2013240,"ConsecutiveSandSaves",2013
132,132,"Bio Kim",1,5,5,2,12,2013250,"ConsecutiveSandSaves",2013
132,132,"Russell Knox",11,5,1,2,7,2013100,"ConsecutiveSandSaves",2013
132,132,"Hank Kuehne",5,5,NA,4,10,2013040,"ConsecutiveSandSaves",2013
132,132,"Paul Lawrie",7,5,NA,1,6,2013340,"ConsecutiveSandSaves",2013
132,132,"Steve LeBrun",21,5,NA,2,8,2013270,"ConsecutiveSandSaves",2013
132,132,"DH Lee",22,5,4,1,12,2013040,"ConsecutiveSandSaves",2013
132,132,"Michael Letzig",17,5,4,2,7,2013290,"ConsecutiveSandSaves",2013
132,132,"Davis Love III",15,5,NA,4,16,2013240,"ConsecutiveSandSaves",2013
132,132,"Bill Lunde",10,5,NA,2,1,2013060,"ConsecutiveSandSaves",2013
132,132,"Matteo Manassero",9,5,NA,1,4,2013340,"ConsecutiveSandSaves",2013
132,132,"Rory McIlroy",16,5,2,1,6,2013110,"ConsecutiveSandSaves",2013
132,132,"George McNeill",21,5,NA,2,11,2013370,"ConsecutiveSandSaves",2013
132,132,"Phil Mickelson",21,5,2,4,14,2013040,"ConsecutiveSandSaves",2013
132,132,"Ryan Moore",22,5,NA,1,1,2013220,"ConsecutiveSandSaves",2013
132,132,"Nick OHern",10,5,NA,4,2,2013060,"ConsecutiveSandSaves",2013
132,132,"Jeff Overton",24,5,NA,3,8,2013090,"ConsecutiveSandSaves",2013
132,132,"Greg Owen",24,5,NA,1,8,2013260,"ConsecutiveSandSaves",2013
132,132,"Corey Pavin",2,5,2,2,12,2013070,"ConsecutiveSandSaves",2013
132,132,"Pat Perez",22,5,NA,1,12,2013230,"ConsecutiveSandSaves",2013
132,132,"Ted Potter Jr",22,5,1,2,18,2013250,"ConsecutiveSandSaves",2013
132,132,"Chez Reavie",22,5,2,2,4,2013190,"ConsecutiveSandSaves",2013
132,132,"Patrick Rodgers",1,5,5,1,5,2013290,"ConsecutiveSandSaves",2013
132,132,"Rory Sabbatini",27,5,1,2,18,2013260,"ConsecutiveSandSaves",2013
132,132,"Charl Schwartzel",19,5,3,3,14,2013230,"ConsecutiveSandSaves",2013
132,132,"Adam Scott",16,5,NA,1,16,2013070,"ConsecutiveSandSaves",2013
132,132,"John Senden",25,5,NA,1,1,2013130,"ConsecutiveSandSaves",2013
132,132,"Vijay Singh",19,5,1,2,4,2013270,"ConsecutiveSandSaves",2013
132,132,"Roger Sloan",1,5,NA,1,4,2013320,"ConsecutiveSandSaves",2013
132,132,"Heath Slocum",9,5,3,1,12,2013100,"ConsecutiveSandSaves",2013
132,132,"Paul Stankowski",1,5,5,1,2,2013300,"ConsecutiveSandSaves",2013
132,132,"Kyle Stanley",24,5,1,2,6,2013090,"ConsecutiveSandSaves",2013
132,132,"Richard Sterne",7,5,NA,3,4,2013340,"ConsecutiveSandSaves",2013
132,132,"Robert Streb",25,5,2,1,1,2013150,"ConsecutiveSandSaves",2013
132,132,"Chris Stroud",26,5,NA,2,10,2013220,"ConsecutiveSandSaves",2013
132,132,"Brian Stuard",25,5,1,3,4,2013220,"ConsecutiveSandSaves",2013
132,132,"Daniel Summerhays",26,5,NA,1,7,2013300,"ConsecutiveSandSaves",2013
132,132,"Kevin Sutherland",13,5,NA,2,1,2013240,"ConsecutiveSandSaves",2013
132,132,"Vaughn Taylor",16,5,3,1,8,2013220,"ConsecutiveSandSaves",2013
132,132,"Guan Tian Liang",5,5,1,3,16,2013160,"ConsecutiveSandSaves",2013
132,132,"Scott Verplank",14,5,3,1,6,2013170,"ConsecutiveSandSaves",2013
132,132,"Aaron Watkins",19,5,NA,3,13,2013060,"ConsecutiveSandSaves",2013
132,132,"Bubba Watson",21,5,1,4,5,2013340,"ConsecutiveSandSaves",2013
132,132,"Boo Weekley",27,5,2,3,6,2013290,"ConsecutiveSandSaves",2013
132,132,"Tiger Woods",16,5,5,3,10,2013400,"ConsecutiveSandSaves",2013
132,132,"YE Yang",19,5,NA,1,5,2013020,"ConsecutiveSandSaves",2013
205,205,"Robert Allenby",24,4,NA,4,8,2013230,"ConsecutiveSandSaves",2013
205,205,"Ricky Barnes",26,4,1,2,15,2013210,"ConsecutiveSandSaves",2013
205,205,"Michael Bradley",21,4,1,1,18,2013170,"ConsecutiveSandSaves",2013
205,205,"Scott Brown",21,4,NA,1,2,2013320,"ConsecutiveSandSaves",2013
205,205,"Angel Cabrera",21,4,NA,4,15,2013340,"ConsecutiveSandSaves",2013
205,205,"Patrick Cantlay",7,4,1,2,6,2013070,"ConsecutiveSandSaves",2013
205,205,"Paul Casey",7,4,3,2,5,2013340,"ConsecutiveSandSaves",2013
205,205,"Will Claxton",24,4,2,2,6,2013090,"ConsecutiveSandSaves",2013
205,205,"Fred Couples",4,4,2,2,3,2013230,"ConsecutiveSandSaves",2013
205,205,"Jon Curran",3,4,NA,2,4,2013100,"ConsecutiveSandSaves",2013
205,205,"Ben Curtis",20,4,NA,2,2,2013270,"ConsecutiveSandSaves",2013
205,205,"Glen Day",6,4,4,3,15,2013300,"ConsecutiveSandSaves",2013
205,205,"Ernie Els",19,4,1,1,3,2013130,"ConsecutiveSandSaves",2013
205,205,"Derek Ernst",21,4,NA,2,6,2013370,"ConsecutiveSandSaves",2013
205,205,"Brad Faxon",1,4,1,1,7,2013260,"ConsecutiveSandSaves",2013
205,205,"Ross Fisher",15,4,1,1,16,2013140,"ConsecutiveSandSaves",2013
205,205,"Steve Flesch",6,4,1,1,18,2013060,"ConsecutiveSandSaves",2013
205,205,"Marcus Fraser",6,4,1,3,12,2013110,"ConsecutiveSandSaves",2013
205,205,"Stephen Gallacher",5,4,NA,3,3,2013340,"ConsecutiveSandSaves",2013
205,205,"Robert Garrigus",22,4,NA,4,7,2013050,"ConsecutiveSandSaves",2013
205,205,"Bobby Gates",20,4,1,2,1,2013140,"ConsecutiveSandSaves",2013
205,205,"Fabian Gomez",23,4,1,3,13,2013320,"ConsecutiveSandSaves",2013
205,205,"Branden Grace",12,4,NA,1,4,2013130,"ConsecutiveSandSaves",2013
205,205,"Hunter Haas",5,4,NA,2,3,2013140,"ConsecutiveSandSaves",2013
205,205,"Paul Haley II",18,4,3,1,1,2013300,"ConsecutiveSandSaves",2013
205,205,"David Hearn",26,4,NA,2,2,2013290,"ConsecutiveSandSaves",2013
205,205,"JJ Henry",26,4,NA,4,17,2013320,"ConsecutiveSandSaves",2013
205,205,"Justin Hicks",25,4,NA,1,1,2013220,"ConsecutiveSandSaves",2013
205,205,"Zach Johnson",24,4,NA,1,8,2013290,"ConsecutiveSandSaves",2013
205,205,"Martin Kaymer",17,4,NA,3,16,2013360,"ConsecutiveSandSaves",2013
205,205,"Jeff Klauk",8,4,NA,2,16,2013120,"ConsecutiveSandSaves",2013
205,205,"Ben Kohles",25,4,NA,2,2,2013140,"ConsecutiveSandSaves",2013
205,205,"Scott Langley",27,4,NA,2,15,2013290,"ConsecutiveSandSaves",2013
205,205,"Edward Loar",2,4,NA,2,15,2013050,"ConsecutiveSandSaves",2013
205,205,"John Mallinger",12,4,NA,4,2,2013060,"ConsecutiveSandSaves",2013
205,205,"Scott McCarron",8,4,NA,1,7,2013030,"ConsecutiveSandSaves",2013
205,205,"Eric Meierdierks",19,4,NA,1,7,2013100,"ConsecutiveSandSaves",2013
205,205,"Bryce Molder",24,4,3,1,14,2013370,"ConsecutiveSandSaves",2013
205,205,"Joe Ogilvie",15,4,4,2,9,2013300,"ConsecutiveSandSaves",2013
205,205,"Thorbjorn Olesen",11,4,4,4,6,2013350,"ConsecutiveSandSaves",2013
205,205,"Ryan Palmer",22,4,2,4,10,2013270,"ConsecutiveSandSaves",2013
205,205,"Jesper Parnevik",13,4,4,1,16,2013320,"ConsecutiveSandSaves",2013
205,205,"John Peterson",6,4,NA,4,1,2013220,"ConsecutiveSandSaves",2013
205,205,"Richie Ramsay",4,4,2,3,13,2013310,"ConsecutiveSandSaves",2013
205,205,"Kyle Reifers",4,4,2,2,9,2013220,"ConsecutiveSandSaves",2013
205,205,"Chris Riley",3,4,1,3,5,2013060,"ConsecutiveSandSaves",2013
205,205,"Brett Rumford",3,4,NA,2,8,2013340,"ConsecutiveSandSaves",2013
205,205,"Andre Stolz",1,4,NA,1,8,2013300,"ConsecutiveSandSaves",2013
205,205,"Brendon Todd",10,4,4,2,18,2013290,"ConsecutiveSandSaves",2013
205,205,"Peter Tomasulo",10,4,NA,3,13,2013190,"ConsecutiveSandSaves",2013
205,205,"Peter Uihlein",4,4,1,1,16,2013100,"ConsecutiveSandSaves",2013
205,205,"Camilo Villegas",23,4,1,3,5,2013360,"ConsecutiveSandSaves",2013
205,205,"Mark Wilson",19,4,1,1,15,2013360,"ConsecutiveSandSaves",2013
205,205,"Gary Woodland",26,4,2,2,8,2013290,"ConsecutiveSandSaves",2013
259,259,"Joe Affrunti",5,3,NA,1,4,2013320,"ConsecutiveSandSaves",2013
259,259,"Eric Axley",2,3,NA,1,7,2013100,"ConsecutiveSandSaves",2013
259,259,"Craig Barlow",1,3,2,1,10,2013300,"ConsecutiveSandSaves",2013
259,259,"Gregory Bourdy",1,3,NA,1,14,2013310,"ConsecutiveSandSaves",2013
259,259,"Gary Christian",10,3,NA,3,15,2013210,"ConsecutiveSandSaves",2013
259,259,"Nicolas Colsaerts",17,3,NA,1,12,2013230,"ConsecutiveSandSaves",2013
259,259,"Franklin Corpening",1,3,1,1,5,2013220,"ConsecutiveSandSaves",2013
259,259,"Marco Dawson",1,3,NA,2,3,2013300,"ConsecutiveSandSaves",2013
259,259,"Chip Deason",1,3,3,1,14,2013240,"ConsecutiveSandSaves",2013
259,259,"David Duval",8,3,NA,2,8,2013290,"ConsecutiveSandSaves",2013
259,259,"Jon Fiedler",1,3,3,2,10,2013040,"ConsecutiveSandSaves",2013
259,259,"Matthew Fitzpatrick",1,3,3,3,16,2013310,"ConsecutiveSandSaves",2013
259,259,"Steven Fox",9,3,1,1,2,2013240,"ConsecutiveSandSaves",2013
259,259,"Carlos Franco",1,3,NA,1,5,2013300,"ConsecutiveSandSaves",2013
259,259,"Robert Gamez",3,3,3,2,8,2013300,"ConsecutiveSandSaves",2013
259,259,"Stephen Gangluff",2,3,3,2,9,2013320,"ConsecutiveSandSaves",2013
259,259,"Bob Gaus",1,3,3,2,15,2013350,"ConsecutiveSandSaves",2013
259,259,"Andrew Georgiou",1,3,NA,1,18,2013320,"ConsecutiveSandSaves",2013
259,259,"Jason Gore",4,3,1,3,14,2013060,"ConsecutiveSandSaves",2013
259,259,"Jeff Gove",17,3,3,3,9,2013320,"ConsecutiveSandSaves",2013
259,259,"Paul Goydos",2,3,NA,1,2,2013240,"ConsecutiveSandSaves",2013
259,259,"Mathias Gronberg",1,3,3,2,1,2013150,"ConsecutiveSandSaves",2013
259,259,"JB Holmes",5,3,2,4,16,2013060,"ConsecutiveSandSaves",2013
259,259,"Scott Jamieson",3,3,NA,2,4,2013110,"ConsecutiveSandSaves",2013
259,259,"Andrew Johnson",1,3,1,2,5,2013300,"ConsecutiveSandSaves",2013
259,259,"Shingo Katayama",1,3,3,3,14,2013310,"ConsecutiveSandSaves",2013
259,259,"Troy Kelly",10,3,NA,2,4,2013060,"ConsecutiveSandSaves",2013
259,259,"KT Kim",1,3,1,2,5,2013310,"ConsecutiveSandSaves",2013
259,259,"Si Woo Kim",8,3,3,1,16,2013320,"ConsecutiveSandSaves",2013
259,259,"Satoshi Kodaira",2,3,NA,2,11,2013340,"ConsecutiveSandSaves",2013
259,259,"Brooks Koepka",2,3,3,1,18,2013350,"ConsecutiveSandSaves",2013
259,259,"Kelly Kraft",2,3,NA,3,2,2013060,"ConsecutiveSandSaves",2013
259,259,"Frank Lickliter II",3,3,NA,2,1,2013260,"ConsecutiveSandSaves",2013
259,259,"Mitch Lowe",1,3,NA,1,2,2013060,"ConsecutiveSandSaves",2013
259,259,"Joost Luiten",1,3,3,1,11,2013350,"ConsecutiveSandSaves",2013
259,259,"David Mathis",24,3,1,3,10,2013320,"ConsecutiveSandSaves",2013
259,259,"Billy Mayfair",14,3,NA,2,1,2013150,"ConsecutiveSandSaves",2013
259,259,"Matthew NeSmith",1,3,NA,1,2,2013240,"ConsecutiveSandSaves",2013
259,259,"Arron Oberholser",2,3,NA,1,14,2013140,"ConsecutiveSandSaves",2013
259,259,"Louis Oosthuizen",12,3,1,1,14,2013140,"ConsecutiveSandSaves",2013
259,259,"Kenny Perry",3,3,NA,1,7,2013230,"ConsecutiveSandSaves",2013
259,259,"Rod Perry",3,3,1,3,2,2013130,"ConsecutiveSandSaves",2013
259,259,"Kevin Phelan",1,3,3,4,6,2013250,"ConsecutiveSandSaves",2013
259,259,"Andy Pope",1,3,NA,1,6,2013120,"ConsecutiveSandSaves",2013
259,259,"Jonathan Randolph",1,3,3,4,13,2013300,"ConsecutiveSandSaves",2013
