"ProximitytoHolefromRough_RANKTHISWEEK_2014","ProximitytoHolefromRough_RANKLASTWEEK_2014","ProximitytoHolefromRough_PLAYERNAME_2014","ProximitytoHolefromRough_ROUNDS_2014","ProximitytoHolefromRough_AVGDTP_2014","ProximitytoHolefromRough_TOTALDISTANCEFEET_2014","ProximitytoHolefromRough_OFSHOTS_2014","ProximitytoHolefromRough_SCRAMBLINGRANK_2014","stat_name","year"
21,21,"Brian Gay",81,NA,1202.333,167,3,"ProximitytoHolefromRough",2014
21,21,"Robert Streb",75,NA,1233.25,173,80,"ProximitytoHolefromRough",2014
21,21,"David Toms",64,NA,661,92,23,"ProximitytoHolefromRough",2014
24,24,"Tim Clark",75,NA,864.417,119,70,"ProximitytoHolefromRough",2014
24,24,"Jason Dufner",57,NA,805.917,111,166,"ProximitytoHolefromRough",2014
24,24,"Rory McIlroy",66,NA,960.583,133,88,"ProximitytoHolefromRough",2014
24,24,"Lee Westwood",57,NA,915.833,127,127,"ProximitytoHolefromRough",2014
28,28,"Woody Austin",63,NA,1085.083,148,146,"ProximitytoHolefromRough",2014
28,28,"Sergio Garcia",61,NA,708.5,97,2,"ProximitytoHolefromRough",2014
28,28,"Matt Kuchar",91,NA,1236.417,169,12,"ProximitytoHolefromRough",2014
31,31,"Brendon de Jonge",109,NA,1691,229,117,"ProximitytoHolefromRough",2014
31,31,"Ken Duke",80,NA,1071.5,145,109,"ProximitytoHolefromRough",2014
31,31,"Charley Hoffman",93,NA,1492.75,202,64,"ProximitytoHolefromRough",2014
31,31,"Chris Kirk",105,NA,1556.333,210,9,"ProximitytoHolefromRough",2014
31,31,"Ryan Moore",86,NA,1183.25,159,103,"ProximitytoHolefromRough",2014
31,31,"Jim Renner",61,NA,866.25,117,177,"ProximitytoHolefromRough",2014
31,31,"YE Yang",79,NA,1159.417,156,122,"ProximitytoHolefromRough",2014
38,38,"Paul Casey",56,NA,797.25,106,128,"ProximitytoHolefromRough",2014
38,38,"Chad Collins",78,NA,1124.667,150,60,"ProximitytoHolefromRough",2014
38,38,"JB Holmes",86,NA,1807.583,240,89,"ProximitytoHolefromRough",2014
38,38,"Freddie Jacobson",91,NA,1604.667,213,28,"ProximitytoHolefromRough",2014
38,38,"Dustin Johnson",58,NA,824.833,110,57,"ProximitytoHolefromRough",2014
38,38,"Louis Oosthuizen",50,NA,639.25,85,172,"ProximitytoHolefromRough",2014
38,38,"Brandt Snedeker",89,NA,1407,187,66,"ProximitytoHolefromRough",2014
38,38,"Brendon Todd",108,NA,1854.5,248,7,"ProximitytoHolefromRough",2014
38,38,"Tim Wilkinson",86,NA,1409.917,187,10,"ProximitytoHolefromRough",2014
47,47,"Kevin Chappell",100,NA,1502.167,199,114,"ProximitytoHolefromRough",2014
47,47,"Charles Howell III",106,NA,1880.25,247,30,"ProximitytoHolefromRough",2014
47,47,"Hideki Matsuyama",82,NA,1389.583,184,41,"ProximitytoHolefromRough",2014
47,47,"Ian Poulter",57,NA,801.75,106,98,"ProximitytoHolefromRough",2014
47,47,"Adam Scott",68,NA,1096.167,145,37,"ProximitytoHolefromRough",2014
52,52,"Harris English",95,NA,1404.833,183,110,"ProximitytoHolefromRough",2014
52,52,"Chris Stroud",88,NA,1347.583,175,18,"ProximitytoHolefromRough",2014
52,52,"Josh Teater",90,NA,1435.333,188,102,"ProximitytoHolefromRough",2014
55,55,"Ben Crane",81,NA,1452.917,187,75,"ProximitytoHolefromRough",2014
55,55,"Brian Harman",111,NA,1963,254,60,"ProximitytoHolefromRough",2014
55,55,"Justin Leonard",75,NA,1297.667,168,6,"ProximitytoHolefromRough",2014
55,55,"Will Ma Kenzie",82,NA,1538.833,198,134,"ProximitytoHolefromRough",2014
55,55,"Webb Simpson",87,NA,1366.5,176,77,"ProximitytoHolefromRough",2014
55,55,"Shawn Stefani",60,NA,978.417,126,67,"ProximitytoHolefromRough",2014
55,55,"Henrik Stenson",56,NA,718.833,93,171,"ProximitytoHolefromRough",2014
55,55,"Gary Woodland",93,NA,1594.583,206,50,"ProximitytoHolefromRough",2014
63,63,"David Hearn",97,NA,1467.75,188,35,"ProximitytoHolefromRough",2014
63,63,"Spencer Levin",59,NA,1039.167,132,55,"ProximitytoHolefromRough",2014
63,63,"Heath Slocum",71,NA,873.917,111,24,"ProximitytoHolefromRough",2014
63,63,"Cameron Tringale",111,NA,1847.583,237,70,"ProximitytoHolefromRough",2014
63,63,"Nick Watney",80,NA,946.583,121,132,"ProximitytoHolefromRough",2014
68,68,"Jason Bohn",81,NA,1445.5,183,131,"ProximitytoHolefromRough",2014
68,68,"KJ Choi",80,NA,1455.833,183,119,"ProximitytoHolefromRough",2014
68,68,"Brad Fritsch",50,NA,725.25,92,54,"ProximitytoHolefromRough",2014
68,68,"Retief Goosen",94,NA,1465.5,186,33,"ProximitytoHolefromRough",2014
68,68,"Luke Guthrie",85,NA,1588.5,200,29,"ProximitytoHolefromRough",2014
68,68,"John Huh",87,NA,1447.25,182,107,"ProximitytoHolefromRough",2014
68,68,"Billy Hurley III",86,NA,1321.917,167,26,"ProximitytoHolefromRough",2014
68,68,"Jason Kokrak",65,NA,1205.75,153,59,"ProximitytoHolefromRough",2014
68,68,"Charlie Wi",72,NA,1186.583,150,15,"ProximitytoHolefromRough",2014
77,77,"Sangmoon Bae",76,NA,1300.583,163,112,"ProximitytoHolefromRough",2014
77,77,"Keegan Bradley",89,NA,1383.5,173,14,"ProximitytoHolefromRough",2014
77,77,"Brian Davis",93,NA,1386.417,173,25,"ProximitytoHolefromRough",2014
77,77,"Matt Jones",83,NA,1345.25,169,133,"ProximitytoHolefromRough",2014
77,77,"George McNeill",79,NA,1298.083,162,97,"ProximitytoHolefromRough",2014
77,77,"Geoff Ogilvy",84,NA,1495.167,186,137,"ProximitytoHolefromRough",2014
77,77,"Vijay Singh",83,NA,1445.917,180,73,"ProximitytoHolefromRough",2014
77,77,"Scott Stallings",77,NA,1606.333,200,154,"ProximitytoHolefromRough",2014
85,85,"Steven Bowditch",93,NA,1633.083,201,120,"ProximitytoHolefromRough",2014
85,85,"Martin Flores",85,NA,1359.75,168,111,"ProximitytoHolefromRough",2014
85,85,"Robert Garrigus",80,NA,1530,189,116,"ProximitytoHolefromRough",2014
85,85,"Sean OHair",77,NA,1351,168,63,"ProximitytoHolefromRough",2014
85,85,"John Rollins",84,NA,1232.167,153,165,"ProximitytoHolefromRough",2014
90,90,"Scott Brown",100,NA,1731.333,212,86,"ProximitytoHolefromRough",2014
90,90,"Kevin Kisner",85,NA,1570.5,192,122,"ProximitytoHolefromRough",2014
90,90,"Russell Knox",92,NA,1586.75,194,8,"ProximitytoHolefromRough",2014
90,90,"Graeme McDowell",66,NA,1008,123,39,"ProximitytoHolefromRough",2014
90,90,"Pat Perez",84,NA,1787.083,218,46,"ProximitytoHolefromRough",2014
90,90,"Charl Schwartzel",64,NA,1279.167,156,21,"ProximitytoHolefromRough",2014
90,90,"Kevin Stadler",90,NA,1132.083,139,159,"ProximitytoHolefromRough",2014
97,97,"Jonas Blixt",64,NA,1103,134,84,"ProximitytoHolefromRough",2014
97,97,"Derek Ernst",80,NA,1481.417,179,173,"ProximitytoHolefromRough",2014
97,97,"Lucas Glover",68,NA,789.5,96,176,"ProximitytoHolefromRough",2014
97,97,"Bill Haas",107,NA,1547.583,187,43,"ProximitytoHolefromRough",2014
97,97,"Martin Laird",66,NA,976.417,118,157,"ProximitytoHolefromRough",2014
97,97,"Scott Langley",95,NA,1524.667,184,21,"ProximitytoHolefromRough",2014
97,97,"Richard Lee",80,NA,1473.917,179,32,"ProximitytoHolefromRough",2014
97,97,"David Lingmerth",80,NA,1489.5,180,151,"ProximitytoHolefromRough",2014
97,97,"Jamie Lovemark",64,NA,1056.917,128,129,"ProximitytoHolefromRough",2014
97,97,"John Merrick",87,NA,1241.25,150,175,"ProximitytoHolefromRough",2014
97,97,"Jeff Overton",80,NA,1310.583,159,39,"ProximitytoHolefromRough",2014
97,97,"Michael Putnam",106,NA,1987.167,240,122,"ProximitytoHolefromRough",2014
97,97,"Rory Sabbatini",82,NA,1488.75,180,142,"ProximitytoHolefromRough",2014
97,97,"Kevin Streelman",79,NA,1332.167,162,155,"ProximitytoHolefromRough",2014
97,97,"Nicholas Thompson",85,NA,1395.917,169,164,"ProximitytoHolefromRough",2014
97,97,"Jhonattan Vegas",77,NA,1202.167,145,72,"ProximitytoHolefromRough",2014
97,97,"Mike Weir",69,NA,1129.333,137,56,"ProximitytoHolefromRough",2014
114,114,"Ricky Barnes",92,NA,1434.5,173,19,"ProximitytoHolefromRough",2014
114,114,"Chad Campbell",57,NA,709.917,85,51,"ProximitytoHolefromRough",2014
114,114,"Morgan Hoffmann",103,NA,2104.667,252,106,"ProximitytoHolefromRough",2014
114,114,"DH Lee",54,NA,1086.5,131,86,"ProximitytoHolefromRough",2014
114,114,"Kyle Stanley",87,NA,1409,169,167,"ProximitytoHolefromRough",2014
114,114,"Kevin Tway",64,NA,1015.25,122,162,"ProximitytoHolefromRough",2014
120,120,"Charlie Beljan",76,NA,1386.417,165,162,"ProximitytoHolefromRough",2014
120,120,"Matt Every",85,NA,1516.417,180,82,"ProximitytoHolefromRough",2014
120,120,"Chesson Hadley",84,NA,1719.75,204,153,"ProximitytoHolefromRough",2014
120,120,"Marc Leishman",81,NA,1580.667,187,115,"ProximitytoHolefromRough",2014
120,120,"Andrew Loupe",65,NA,1054.833,125,139,"ProximitytoHolefromRough",2014
120,120,"Davis Love III",74,NA,1457.167,173,140,"ProximitytoHolefromRough",2014
120,120,"John Peterson",62,NA,1013.583,120,134,"ProximitytoHolefromRough",2014
120,120,"DA Points",75,NA,1186.583,141,156,"ProximitytoHolefromRough",2014
120,120,"Camilo Villegas",95,NA,1618.5,192,125,"ProximitytoHolefromRough",2014
120,120,"Jimmy Walker",98,NA,1469.25,175,91,"ProximitytoHolefromRough",2014
130,130,"Jonathan Byrd",76,NA,1247.5,147,99,"ProximitytoHolefromRough",2014
130,130,"William McGirt",96,NA,1749.75,205,79,"ProximitytoHolefromRough",2014
130,130,"Andres Romero",81,NA,1604.583,189,52,"ProximitytoHolefromRough",2014
133,133,"Jim Herman",62,NA,1092.417,127,149,"ProximitytoHolefromRough",2014
133,133,"Trevor Immelman",84,NA,1361.917,159,150,"ProximitytoHolefromRough",2014
133,133,"Bronson La Cassie",51,NA,824.75,96,48,"ProximitytoHolefromRough",2014
133,133,"Ted Potter Jr",68,NA,1352.25,157,11,"ProximitytoHolefromRough",2014
133,133,"Brian Stuard",91,NA,1512.75,176,41,"ProximitytoHolefromRough",2014
138,138,"Aaron Baddeley",74,NA,1556.083,179,47,"ProximitytoHolefromRough",2014
138,138,"Graham DeLaet",80,NA,1127.917,130,85,"ProximitytoHolefromRough",2014
138,138,"Danny Lee",84,NA,1520.25,175,105,"ProximitytoHolefromRough",2014
138,138,"Ben Martin",80,NA,1322.167,152,75,"ProximitytoHolefromRough",2014
138,138,"Seung Yul Noh",92,NA,1651.083,191,45,"ProximitytoHolefromRough",2014
138,138,"Ryan Palmer",85,NA,1580.667,182,95,"ProximitytoHolefromRough",2014
138,138,"Carl Pettersson",91,NA,1878.667,217,113,"ProximitytoHolefromRough",2014
138,138,"John Senden",99,NA,1670.667,192,49,"ProximitytoHolefromRough",2014
138,138,"Brendan Steele",89,NA,1337.75,155,67,"ProximitytoHolefromRough",2014
138,138,"Will Wilcox",51,NA,870.167,100,81,"ProximitytoHolefromRough",2014
148,148,"Ben Curtis",77,NA,1324.833,152,126,"ProximitytoHolefromRough",2014
148,148,"James Driscoll",71,NA,1332.5,152,141,"ProximitytoHolefromRough",2014
148,148,"Brice Garnett",92,NA,1446.917,166,62,"ProximitytoHolefromRough",2014
151,151,"James Hahn",82,NA,1622.583,184,145,"ProximitytoHolefromRough",2014
152,152,"Daniel Summerhays",98,NA,1851.667,208,96,"ProximitytoHolefromRough",2014
152,152,"Andrew Svoboda",77,NA,1338.75,150,77,"ProximitytoHolefromRough",2014
154,154,"Stewart Cink",91,NA,1563.917,174,142,"ProximitytoHolefromRough",2014
154,154,"Justin Hicks",103,NA,1702.833,189,146,"ProximitytoHolefromRough",2014
154,154,"Martin Kaymer",65,NA,1167.25,130,158,"ProximitytoHolefromRough",2014
154,154,"Hunter Mahan",88,NA,1628.75,181,148,"ProximitytoHolefromRough",2014
154,154,"Patrick Reed",92,NA,1877.667,208,69,"ProximitytoHolefromRough",2014
154,154,"Boo Weekley",73,NA,1217.917,135,160,"ProximitytoHolefromRough",2014
160,160,"Jeff Maggert",54,NA,874.5,96,93,"ProximitytoHolefromRough",2014
160,160,"Michael Thompson",74,NA,1206.75,133,90,"ProximitytoHolefromRough",2014
162,162,"Russell Henley",92,NA,1948.583,213,170,"ProximitytoHolefromRough",2014
163,163,"Troy Merritt",62,NA,1314.5,141,130,"ProximitytoHolefromRough",2014
163,163,"Wes Roach",67,NA,1236,133,103,"ProximitytoHolefromRough",2014
165,165,"Johnson Wagner",69,NA,1339.5,142,92,"ProximitytoHolefromRough",2014
166,166,"Tommy Gainey",73,NA,1196.833,126,174,"ProximitytoHolefromRough",2014
167,167,"Angel Cabrera",69,NA,1527.5,159,161,"ProximitytoHolefromRough",2014
167,167,"Troy Matteson",62,NA,997.333,104,168,"ProximitytoHolefromRough",2014
169,169,"Billy Horschel",92,NA,1464.417,152,144,"ProximitytoHolefromRough",2014
169,169,"Brooks Koepka",56,NA,880.583,91,108,"ProximitytoHolefromRough",2014
169,169,"Bubba Watson",76,NA,1454,151,74,"ProximitytoHolefromRough",2014
172,172,"Erik Compton",88,NA,1851.833,186,83,"ProximitytoHolefromRough",2014
173,173,"Mark Wilson",69,NA,1408,140,138,"ProximitytoHolefromRough",2014
174,174,"JJ Henry",91,NA,1480.75,146,121,"ProximitytoHolefromRough",2014
175,175,"Robert Allenby",83,NA,1352.5,132,52,"ProximitytoHolefromRough",2014
175,175,"Greg Chalmers",85,NA,1960.333,191,65,"ProximitytoHolefromRough",2014
177,177,"Hudson Swafford",75,NA,1313.583,113,169,"ProximitytoHolefromRough",2014
