"ApexHeight_RANKTHISWEEK_2012","ApexHeight_RANKLASTWEEK_2012","ApexHeight_PLAYERNAME_2012","ApexHeight_ROUNDS_2012","ApexHeight_AVG_2012","ApexHeight_TOTALAPEXHEIGHT_2012","ApexHeight_TOTALATTEMPTS_2012","ApexHeight_HIGHESTAPEXPOINT_2012","ApexHeight_LOWESTAPEXPOINT_2012","stat_name","year"
30,30,"Chris Kirk",93,NA,NA,79,NA,NA,"ApexHeight",2012
31,31,"Mark Wilson",84,NA,NA,63,NA,NA,"ApexHeight",2012
32,32,"Billy Horschel",63,NA,NA,45,NA,NA,"ApexHeight",2012
33,33,"Chris Couch",61,NA,NA,35,NA,NA,"ApexHeight",2012
34,34,"Geoff Ogilvy",73,NA,NA,50,NA,NA,"ApexHeight",2012
35,35,"Bubba Watson",68,NA,NA,49,NA,NA,"ApexHeight",2012
36,36,"Jhonattan Vegas",77,NA,NA,56,NA,NA,"ApexHeight",2012
37,37,"Ernie Els",80,NA,NA,61,NA,NA,"ApexHeight",2012
38,38,"Kevin Streelman",89,NA,NA,70,NA,NA,"ApexHeight",2012
39,39,"Phil Mickelson",79,NA,NA,54,NA,NA,"ApexHeight",2012
40,40,"Henrik Stenson",51,NA,NA,14,NA,NA,"ApexHeight",2012
41,41,"Louis Oosthuizen",65,NA,NA,50,NA,NA,"ApexHeight",2012
42,42,"Angel Cabrera",54,NA,NA,28,NA,NA,"ApexHeight",2012
43,43,"Scott Piercy",95,NA,NA,64,NA,NA,"ApexHeight",2012
44,44,"Bo Van Pelt",84,NA,NA,61,NA,NA,"ApexHeight",2012
45,45,"Marc Leishman",84,NA,NA,60,NA,NA,"ApexHeight",2012
45,45,"Kevin Stadler",85,NA,NA,54,NA,NA,"ApexHeight",2012
47,47,"Cameron Tringale",88,NA,NA,69,NA,NA,"ApexHeight",2012
48,48,"Scott Stallings",78,NA,NA,58,NA,NA,"ApexHeight",2012
49,49,"Brendan Steele",77,NA,NA,59,NA,NA,"ApexHeight",2012
49,49,"Michael Thompson",80,NA,NA,61,NA,NA,"ApexHeight",2012
51,51,"Sean OHair",84,NA,NA,65,NA,NA,"ApexHeight",2012
52,52,"Mathew Goggin",65,NA,NA,52,NA,NA,"ApexHeight",2012
53,53,"Steve Wheatcroft",56,NA,NA,35,NA,NA,"ApexHeight",2012
54,54,"Roberto Castro",92,NA,NA,68,NA,NA,"ApexHeight",2012
55,55,"Charlie Beljan",61,NA,NA,36,NA,NA,"ApexHeight",2012
55,55,"Derek Lamely",64,NA,NA,50,NA,NA,"ApexHeight",2012
57,57,"Tommy Gainey",98,NA,NA,80,NA,NA,"ApexHeight",2012
58,58,"Kevin Chappell",91,NA,NA,67,NA,NA,"ApexHeight",2012
59,59,"Tommy Biershenk",74,NA,NA,51,NA,NA,"ApexHeight",2012
60,60,"Kyle Reifers",86,NA,NA,64,NA,NA,"ApexHeight",2012
61,61,"Jeff Overton",101,NA,NA,87,NA,NA,"ApexHeight",2012
62,62,"Tiger Woods",69,NA,NA,38,NA,NA,"ApexHeight",2012
63,63,"George McNeill",85,NA,NA,58,NA,NA,"ApexHeight",2012
64,64,"Chez Reavie",83,NA,NA,58,NA,NA,"ApexHeight",2012
65,65,"Roland Thatcher",55,NA,NA,35,NA,NA,"ApexHeight",2012
66,66,"Ben Crane",73,NA,NA,63,NA,NA,"ApexHeight",2012
67,67,"Vijay Singh",99,NA,NA,69,NA,NA,"ApexHeight",2012
68,68,"Ben Curtis",62,NA,NA,52,NA,NA,"ApexHeight",2012
69,69,"Padraig Harrington",67,NA,NA,38,NA,NA,"ApexHeight",2012
70,70,"Webb Simpson",77,NA,NA,57,NA,NA,"ApexHeight",2012
71,71,"Robert Allenby",76,NA,NA,58,NA,NA,"ApexHeight",2012
71,71,"Justin Rose",69,NA,NA,49,NA,NA,"ApexHeight",2012
73,73,"Stewart Cink",71,NA,NA,39,NA,NA,"ApexHeight",2012
74,74,"Stephen Gangluff",57,NA,NA,35,NA,NA,"ApexHeight",2012
74,74,"Vaughn Taylor",81,NA,NA,55,NA,NA,"ApexHeight",2012
76,76,"Pat Perez",81,NA,NA,55,NA,NA,"ApexHeight",2012
76,76,"John Rollins",81,NA,NA,68,NA,NA,"ApexHeight",2012
78,78,"John Senden",81,NA,NA,63,NA,NA,"ApexHeight",2012
79,79,"Matt Bettencourt",80,NA,NA,42,NA,NA,"ApexHeight",2012
80,80,"Andres Romero",68,NA,NA,49,NA,NA,"ApexHeight",2012
81,81,"Jason Kokrak",79,NA,NA,52,NA,NA,"ApexHeight",2012
82,82,"Hunter Mahan",88,NA,NA,59,NA,NA,"ApexHeight",2012
83,83,"Kevin Kisner",69,NA,NA,49,NA,NA,"ApexHeight",2012
83,83,"Danny Lee",74,NA,NA,50,NA,NA,"ApexHeight",2012
85,85,"Martin Laird",77,NA,NA,46,NA,NA,"ApexHeight",2012
86,86,"Mark Anderson",75,NA,NA,43,NA,NA,"ApexHeight",2012
86,86,"Matt Every",80,NA,NA,54,NA,NA,"ApexHeight",2012
88,88,"Jonas Blixt",72,NA,NA,60,NA,NA,"ApexHeight",2012
89,89,"Bill Lunde",83,NA,NA,63,NA,NA,"ApexHeight",2012
90,90,"Luke Donald",63,NA,NA,49,NA,NA,"ApexHeight",2012
91,91,"Matt Jones",53,NA,NA,35,NA,NA,"ApexHeight",2012
92,92,"Aaron Baddeley",73,NA,NA,48,NA,NA,"ApexHeight",2012
93,93,"Steve Stricker",73,NA,NA,45,NA,NA,"ApexHeight",2012
93,93,"Brendon Todd",78,NA,NA,54,NA,NA,"ApexHeight",2012
95,95,"Martin Flores",95,NA,NA,65,NA,NA,"ApexHeight",2012
95,95,"JJ Henry",93,NA,NA,49,NA,NA,"ApexHeight",2012
97,97,"Kevin Na",80,NA,NA,58,NA,NA,"ApexHeight",2012
98,98,"Alexandre Rocha",62,NA,NA,46,NA,NA,"ApexHeight",2012
99,99,"Rocco Mediate",70,NA,NA,54,NA,NA,"ApexHeight",2012
100,100,"Lee Westwood",60,NA,NA,41,NA,NA,"ApexHeight",2012
101,101,"Dicky Pride",62,NA,NA,49,NA,NA,"ApexHeight",2012
101,101,"Jimmy Walker",101,NA,NA,70,NA,NA,"ApexHeight",2012
103,103,"Adam Scott",59,NA,NA,40,NA,NA,"ApexHeight",2012
104,104,"Harris English",98,NA,NA,77,NA,NA,"ApexHeight",2012
105,105,"Jerry Kelly",84,NA,NA,73,NA,NA,"ApexHeight",2012
106,106,"Greg Owen",90,NA,NA,57,NA,NA,"ApexHeight",2012
107,107,"Brandt Jobe",57,NA,NA,36,NA,NA,"ApexHeight",2012
107,107,"Richard Lee",71,NA,NA,45,NA,NA,"ApexHeight",2012
109,109,"Sung Kang",75,NA,NA,49,NA,NA,"ApexHeight",2012
110,110,"Nick Watney",97,NA,NA,71,NA,NA,"ApexHeight",2012
111,111,"Bobby Gates",87,NA,NA,59,NA,NA,"ApexHeight",2012
111,111,"Tom Pernice Jr",62,NA,NA,47,NA,NA,"ApexHeight",2012
113,113,"Ryuji Imada",78,NA,NA,55,NA,NA,"ApexHeight",2012
114,114,"James Driscoll",83,NA,NA,58,NA,NA,"ApexHeight",2012
114,114,"Gary Woodland",70,NA,NA,40,NA,NA,"ApexHeight",2012
116,116,"Scott Brown",65,NA,NA,43,NA,NA,"ApexHeight",2012
117,117,"Bryce Molder",83,NA,NA,68,NA,NA,"ApexHeight",2012
118,118,"Brian Gay",91,NA,NA,72,NA,NA,"ApexHeight",2012
118,118,"Zach Johnson",95,NA,NA,73,NA,NA,"ApexHeight",2012
120,120,"Tim Herron",88,NA,NA,67,NA,NA,"ApexHeight",2012
121,121,"Chris Stroud",86,NA,NA,65,NA,NA,"ApexHeight",2012
121,121,"Daniel Summerhays",81,NA,NA,60,NA,NA,"ApexHeight",2012
123,123,"John Huh",99,NA,NA,80,NA,NA,"ApexHeight",2012
124,124,"Jeff Maggert",83,NA,NA,73,NA,NA,"ApexHeight",2012
125,125,"Rory Sabbatini",84,NA,NA,68,NA,NA,"ApexHeight",2012
126,126,"Charlie Wi",86,NA,NA,60,NA,NA,"ApexHeight",2012
127,127,"Kris Blanks",65,NA,NA,50,NA,NA,"ApexHeight",2012
128,128,"Arjun Atwal",79,NA,NA,58,NA,NA,"ApexHeight",2012
129,129,"Jason Dufner",83,NA,NA,61,NA,NA,"ApexHeight",2012
130,130,"Carl Pettersson",92,NA,NA,74,NA,NA,"ApexHeight",2012
131,131,"Brian Davis",91,NA,NA,77,NA,NA,"ApexHeight",2012
132,132,"Heath Slocum",93,NA,NA,69,NA,NA,"ApexHeight",2012
132,132,"Kyle Thompson",51,NA,NA,32,NA,NA,"ApexHeight",2012
134,134,"Michael Bradley",63,NA,NA,32,NA,NA,"ApexHeight",2012
135,135,"Charl Schwartzel",56,NA,NA,36,NA,NA,"ApexHeight",2012
136,136,"Camilo Villegas",79,NA,NA,66,NA,NA,"ApexHeight",2012
137,137,"Sergio Garcia",57,NA,NA,43,NA,NA,"ApexHeight",2012
138,138,"David Toms",60,NA,NA,40,NA,NA,"ApexHeight",2012
139,139,"Jason Bohn",81,NA,NA,59,NA,NA,"ApexHeight",2012
140,140,"Charles Howell III",98,NA,NA,62,NA,NA,"ApexHeight",2012
140,140,"DJ Trahan",73,NA,NA,49,NA,NA,"ApexHeight",2012
142,142,"Marco Dawson",60,NA,NA,39,NA,NA,"ApexHeight",2012
143,143,"Troy Kelly",68,NA,NA,43,NA,NA,"ApexHeight",2012
144,144,"Chad Campbell",84,NA,NA,71,NA,NA,"ApexHeight",2012
144,144,"John Mallinger",74,NA,NA,58,NA,NA,"ApexHeight",2012
146,146,"Matt Kuchar",86,NA,NA,66,NA,NA,"ApexHeight",2012
147,147,"Chris DiMarco",83,NA,NA,63,NA,NA,"ApexHeight",2012
148,148,"Brendon de Jonge",115,NA,NA,91,NA,NA,"ApexHeight",2012
148,148,"William McGirt",96,NA,NA,76,NA,NA,"ApexHeight",2012
148,148,"Ian Poulter",57,NA,NA,39,NA,NA,"ApexHeight",2012
151,151,"Brian Harman",101,NA,NA,88,NA,NA,"ApexHeight",2012
151,151,"Colt Knost",79,NA,NA,63,NA,NA,"ApexHeight",2012
153,153,"Miguel Angel Carballo",73,NA,NA,45,NA,NA,"ApexHeight",2012
153,153,"John Merrick",83,NA,NA,62,NA,NA,"ApexHeight",2012
155,155,"DA Points",88,NA,NA,71,NA,NA,"ApexHeight",2012
156,156,"Johnson Wagner",88,NA,NA,72,NA,NA,"ApexHeight",2012
157,157,"Will Claxton",99,NA,NA,80,NA,NA,"ApexHeight",2012
158,158,"Ryan Moore",89,NA,NA,79,NA,NA,"ApexHeight",2012
159,159,"YE Yang",64,NA,NA,40,NA,NA,"ApexHeight",2012
160,160,"Russell Knox",72,NA,NA,50,NA,NA,"ApexHeight",2012
161,161,"Billy Hurley III",70,NA,NA,50,NA,NA,"ApexHeight",2012
162,162,"Ted Potter Jr",77,NA,NA,58,NA,NA,"ApexHeight",2012
163,163,"Rod Pampling",88,NA,NA,64,NA,NA,"ApexHeight",2012
163,163,"Patrick Sheehan",58,NA,NA,38,NA,NA,"ApexHeight",2012
165,165,"Blake Adams",107,NA,NA,61,NA,NA,"ApexHeight",2012
166,166,"Tim Clark",60,NA,NA,53,NA,NA,"ApexHeight",2012
166,166,"Graeme McDowell",55,NA,NA,41,NA,NA,"ApexHeight",2012
168,168,"JJ Killeen",101,NA,NA,66,NA,NA,"ApexHeight",2012
169,169,"David Mathis",83,NA,NA,61,NA,NA,"ApexHeight",2012
170,170,"Sangmoon Bae",81,NA,NA,55,NA,NA,"ApexHeight",2012
170,170,"Bob Estes",78,NA,NA,54,NA,NA,"ApexHeight",2012
172,172,"Scott Dunlap",57,NA,NA,42,NA,NA,"ApexHeight",2012
172,172,"Boo Weekley",74,NA,NA,53,NA,NA,"ApexHeight",2012
174,174,"Cameron Beckman",81,NA,NA,63,NA,NA,"ApexHeight",2012
175,175,"Stuart Appleby",75,NA,NA,60,NA,NA,"ApexHeight",2012
176,176,"KJ Choi",71,NA,NA,52,NA,NA,"ApexHeight",2012
177,177,"Freddie Jacobson",61,NA,NA,39,NA,NA,"ApexHeight",2012
178,178,"Gary Christian",91,NA,NA,58,NA,NA,"ApexHeight",2012
179,179,"Justin Leonard",79,NA,NA,56,NA,NA,"ApexHeight",2012
180,180,"Ricky Barnes",92,NA,NA,68,NA,NA,"ApexHeight",2012
180,180,"Jim Furyk",85,NA,NA,62,NA,NA,"ApexHeight",2012
182,182,"Nick OHern",78,NA,NA,61,NA,NA,"ApexHeight",2012
183,183,"Stephen Ames",54,NA,NA,31,NA,NA,"ApexHeight",2012
184,184,"Tom Gillis",75,NA,NA,63,NA,NA,"ApexHeight",2012
185,185,"Hunter Haas",69,NA,NA,41,NA,NA,"ApexHeight",2012
186,186,"Greg Chalmers",88,NA,NA,74,NA,NA,"ApexHeight",2012
187,187,"Spencer Levin",81,NA,NA,59,NA,NA,"ApexHeight",2012
188,188,"Ken Duke",104,NA,NA,83,NA,NA,"ApexHeight",2012
189,189,"Nathan Green",73,NA,NA,40,NA,NA,"ApexHeight",2012
190,190,"Gavin Coles",72,NA,NA,49,NA,NA,"ApexHeight",2012
191,191,"Trevor Immelman",76,NA,NA,51,NA,NA,"ApexHeight",2012
