"BallStriking_RANKTHISWEEK_2015","BallStriking_RANKLASTWEEK_2015","BallStriking_PLAYERNAME_2015","BallStriking_ROUNDS_2015","BallStriking_VALUE_2015","BallStriking_TOTALDRVRANK_2015","BallStriking_GIRRANK_2015","stat_name","year"
42,42,"Boo Weekley",79,94,39,55,"BallStriking",2015
43,43,"Derek Ernst",75,100,12,88,"BallStriking",2015
43,43,"John Merrick",78,100,44,56,"BallStriking",2015
45,45,"Jordan Spieth",91,101,52,49,"BallStriking",2015
46,46,"JJ Henry",94,102,89,13,"BallStriking",2015
47,47,"Jason Bohn",95,108,80,28,"BallStriking",2015
48,48,"Chad Campbell",97,109,74,35,"BallStriking",2015
48,48,"Greg Owen",58,109,89,20,"BallStriking",2015
50,50,"Carlos Ortiz",100,112,38,74,"BallStriking",2015
51,51,"Nick Watney",91,119,53,66,"BallStriking",2015
52,52,"Patrick Rodgers",57,121,44,77,"BallStriking",2015
52,52,"Lee Westwood",56,121,32,89,"BallStriking",2015
54,54,"Jonathan Byrd",69,122,57,65,"BallStriking",2015
55,55,"Charlie Beljan",76,123,6,117,"BallStriking",2015
56,56,"Michael Putnam",87,124,112,12,"BallStriking",2015
57,57,"Bill Lunde",50,126,93,33,"BallStriking",2015
58,58,"Rickie Fowler",76,128,22,106,"BallStriking",2015
59,59,"Kevin Kisner",104,129,34,95,"BallStriking",2015
59,59,"Jason Kokrak",88,129,62,67,"BallStriking",2015
59,59,"Pat Perez",96,129,81,48,"BallStriking",2015
62,62,"Kevin Chappell",86,130,27,103,"BallStriking",2015
63,63,"Dustin Johnson",75,132,62,70,"BallStriking",2015
64,64,"Ryan Palmer",80,133,58,75,"BallStriking",2015
65,65,"Adam Hadwin",95,134,49,85,"BallStriking",2015
66,66,"Stewart Cink",77,135,132,3,"BallStriking",2015
67,67,"Harris English",105,139,69,70,"BallStriking",2015
67,67,"Tony Finau",106,139,82,57,"BallStriking",2015
67,67,"William McGirt",103,139,89,50,"BallStriking",2015
70,70,"Brendon de Jonge",106,140,78,62,"BallStriking",2015
71,71,"Martin Flores",95,142,101,41,"BallStriking",2015
72,72,"Martin Laird",77,145,51,94,"BallStriking",2015
73,73,"Brian Harman",90,147,66,81,"BallStriking",2015
73,73,"Colt Knost",90,147,84,63,"BallStriking",2015
75,75,"Scott Piercy",90,149,69,80,"BallStriking",2015
76,76,"Charles Howell III",105,150,112,38,"BallStriking",2015
76,76,"Gary Woodland",81,150,71,79,"BallStriking",2015
78,78,"Sam Saunders",83,151,26,125,"BallStriking",2015
79,79,"Charl Schwartzel",67,152,24,128,"BallStriking",2015
80,80,"Steven Alker",62,159,75,84,"BallStriking",2015
81,81,"James Hahn",94,160,62,98,"BallStriking",2015
81,81,"David Lingmerth",90,160,30,130,"BallStriking",2015
81,81,"Scott Pinckney",88,160,103,57,"BallStriking",2015
84,84,"Blayne Barber",76,165,75,90,"BallStriking",2015
85,85,"Charley Hoffman",97,168,71,97,"BallStriking",2015
86,86,"Matt Kuchar",97,169,84,85,"BallStriking",2015
87,87,"Cameron Percy",72,170,116,54,"BallStriking",2015
88,88,"Rory Sabbatini",81,171,119,52,"BallStriking",2015
88,88,"Byron Smith",59,171,143,28,"BallStriking",2015
90,90,"Ryan Moore",81,176,53,123,"BallStriking",2015
91,91,"Geoff Ogilvy",50,178,93,85,"BallStriking",2015
92,92,"Brice Garnett",81,183,140,43,"BallStriking",2015
92,92,"Sean OHair",86,183,39,144,"BallStriking",2015
94,94,"George McNeill",93,184,93,91,"BallStriking",2015
95,95,"David Hearn",97,185,138,47,"BallStriking",2015
96,96,"Jerry Kelly",79,186,82,104,"BallStriking",2015
97,97,"Bo Van Pelt",81,189,116,73,"BallStriking",2015
98,98,"Mark Wilson",89,191,140,51,"BallStriking",2015
99,99,"Hunter Mahan",88,194,87,107,"BallStriking",2015
100,100,"Andres Gonzales",90,195,114,81,"BallStriking",2015
101,101,"Mark Hubbard",79,197,122,75,"BallStriking",2015
102,102,"Kyle Reifers",96,199,127,72,"BallStriking",2015
103,103,"Matt Jones",89,207,60,147,"BallStriking",2015
104,104,"John Huh",102,210,78,132,"BallStriking",2015
105,105,"Vijay Singh",78,211,116,95,"BallStriking",2015
105,105,"Brendon Todd",96,211,93,118,"BallStriking",2015
107,107,"Cameron Tringale",96,212,75,137,"BallStriking",2015
108,108,"Jamie Donaldson",50,215,65,150,"BallStriking",2015
109,109,"Whee Kim",71,217,171,46,"BallStriking",2015
110,110,"Roberto Castro",54,218,119,99,"BallStriking",2015
110,110,"Ian Poulter",68,218,110,108,"BallStriking",2015
112,112,"Robert Garrigus",70,219,71,148,"BallStriking",2015
113,113,"SJ Park",79,220,87,133,"BallStriking",2015
114,114,"Jhonattan Vegas",90,221,101,120,"BallStriking",2015
115,115,"Jimmy Walker",89,222,121,101,"BallStriking",2015
116,116,"Jon Curran",83,227,134,93,"BallStriking",2015
117,117,"David Toms",62,228,93,135,"BallStriking",2015
118,118,"Steve Wheatcroft",87,229,93,136,"BallStriking",2015
119,119,"Robert Allenby",63,230,149,81,"BallStriking",2015
120,120,"Scott Brown",97,231,105,126,"BallStriking",2015
121,121,"Tom Hoge",83,232,130,102,"BallStriking",2015
122,122,"Chris Stroud",84,234,122,112,"BallStriking",2015
123,123,"Zac Blair",108,238,122,116,"BallStriking",2015
123,123,"JB Holmes",89,238,84,154,"BallStriking",2015
125,125,"Angel Cabrera",53,239,108,131,"BallStriking",2015
126,126,"Alex Cejka",94,241,132,109,"BallStriking",2015
126,126,"Danny Lee",120,241,130,111,"BallStriking",2015
128,128,"Bryce Molder",91,244,125,119,"BallStriking",2015
129,129,"Ken Duke",93,254,108,146,"BallStriking",2015
129,129,"Brandt Snedeker",98,254,125,129,"BallStriking",2015
131,131,"Chad Collins",79,256,156,100,"BallStriking",2015
131,131,"Oscar Fraustro",58,256,93,163,"BallStriking",2015
133,133,"Tyrone Van Aswegen",58,257,180,77,"BallStriking",2015
134,134,"Marc Leishman",74,260,147,113,"BallStriking",2015
135,135,"Ryo Ishikawa",90,262,170,92,"BallStriking",2015
136,136,"Gonzalo Fdez Castano",81,264,115,149,"BallStriking",2015
136,136,"Justin Leonard",61,264,93,171,"BallStriking",2015
136,136,"Brian Stuard",97,264,103,161,"BallStriking",2015
139,139,"Seung Yul Noh",65,265,160,105,"BallStriking",2015
139,139,"Daniel Summerhays",101,265,152,113,"BallStriking",2015
141,141,"Phil Mickelson",70,266,89,177,"BallStriking",2015
142,142,"Billy Hurley III",83,267,145,122,"BallStriking",2015
143,143,"Steven Bowditch",103,269,111,158,"BallStriking",2015
143,143,"Roger Sloan",56,269,105,164,"BallStriking",2015
145,145,"Scott Stallings",60,272,145,127,"BallStriking",2015
146,146,"Heath Slocum",57,274,105,169,"BallStriking",2015
147,147,"Michael Thompson",83,279,158,121,"BallStriking",2015
148,148,"Jeff Overton",94,281,172,109,"BallStriking",2015
149,149,"Chris Kirk",76,283,144,139,"BallStriking",2015
150,150,"Ernie Els",57,292,152,140,"BallStriking",2015
151,151,"Luke Donald",71,294,179,115,"BallStriking",2015
152,152,"Troy Merritt",91,295,136,159,"BallStriking",2015
153,153,"Sangmoon Bae",98,296,128,168,"BallStriking",2015
154,154,"Nick Taylor",91,297,155,142,"BallStriking",2015
155,155,"Ben Crane",62,298,138,160,"BallStriking",2015
156,156,"Jim Renner",68,299,176,123,"BallStriking",2015
157,157,"Carl Pettersson",106,300,134,166,"BallStriking",2015
158,158,"Brian Davis",86,302,128,174,"BallStriking",2015
158,158,"Kevin Na",98,302,164,138,"BallStriking",2015
160,160,"Scott Langley",94,303,169,134,"BallStriking",2015
160,160,"Patrick Reed",103,303,162,141,"BallStriking",2015
162,162,"Max Homa",78,304,137,167,"BallStriking",2015
163,163,"Chesson Hadley",101,308,152,156,"BallStriking",2015
164,164,"KJ Choi",66,309,158,151,"BallStriking",2015
165,165,"Greg Chalmers",58,312,160,152,"BallStriking",2015
166,166,"Erik Compton",86,318,156,162,"BallStriking",2015
167,167,"Jonathan Randolph",72,319,176,143,"BallStriking",2015
168,168,"Morgan Hoffmann",85,320,140,180,"BallStriking",2015
169,169,"Jonas Blixt",78,321,151,170,"BallStriking",2015
169,169,"Andrew Svoboda",80,321,166,155,"BallStriking",2015
171,171,"Retief Goosen",81,322,147,175,"BallStriking",2015
172,172,"Fabian Gomez",83,324,167,157,"BallStriking",2015
173,173,"Andres Romero",69,325,149,176,"BallStriking",2015
174,174,"Luke Guthrie",84,327,174,153,"BallStriking",2015
174,174,"DA Points",72,327,182,145,"BallStriking",2015
176,176,"Camilo Villegas",83,333,168,165,"BallStriking",2015
177,177,"Tim Wilkinson",73,335,162,173,"BallStriking",2015
178,178,"Aaron Baddeley",76,337,165,172,"BallStriking",2015
179,179,"Derek Fathauer",81,353,175,178,"BallStriking",2015
180,180,"Padraig Harrington",60,354,173,181,"BallStriking",2015
181,181,"Eric Axley",57,357,178,179,"BallStriking",2015
182,182,"Matt Every",73,364,180,184,"BallStriking",2015
183,183,"Ricky Barnes",82,365,183,182,"BallStriking",2015
184,184,"Andrew Putnam",68,367,184,183,"BallStriking",2015
