"BirdieorBetterPercentageLess125_RANKTHISWEEK_2009","BirdieorBetterPercentageLess125_RANKLASTWEEK_2009","BirdieorBetterPercentageLess125_PLAYERNAME_2009","BirdieorBetterPercentageLess125_ROUNDS_2009","BirdieorBetterPercentageLess125_Pct_2009","BirdieorBetterPercentageLess125_TOTALBIRDIES_2009","BirdieorBetterPercentageLess125_TOTALHOLES_2009","stat_name","year"
65,65,"Joe Durant",62,23.74,47,198,"BirdieorBetterPercentageLess125",2009
66,66,"Steve Marino",98,23.71,78,329,"BirdieorBetterPercentageLess125",2009
67,67,"Kent Jones",73,23.66,53,224,"BirdieorBetterPercentageLess125",2009
68,68,"Heath Slocum",95,23.58,83,352,"BirdieorBetterPercentageLess125",2009
69,69,"Lee Janzen",74,23.56,53,225,"BirdieorBetterPercentageLess125",2009
70,70,"Adam Scott",53,23.46,38,162,"BirdieorBetterPercentageLess125",2009
71,71,"Martin Laird",72,23.41,48,205,"BirdieorBetterPercentageLess125",2009
72,72,"Jason Dufner",90,23.37,61,261,"BirdieorBetterPercentageLess125",2009
73,73,"Briny Baird",89,23.32,59,253,"BirdieorBetterPercentageLess125",2009
73,73,"Marc Turnesa",77,23.32,59,253,"BirdieorBetterPercentageLess125",2009
75,75,"Hunter Mahan",94,23.28,61,262,"BirdieorBetterPercentageLess125",2009
76,76,"Padraig Harrington",66,23.26,40,172,"BirdieorBetterPercentageLess125",2009
77,77,"Fred Couples",54,23.2,42,181,"BirdieorBetterPercentageLess125",2009
77,77,"Phil Mickelson",66,23.2,45,194,"BirdieorBetterPercentageLess125",2009
79,79,"Chris DiMarco",97,23.15,78,337,"BirdieorBetterPercentageLess125",2009
80,80,"Stewart Cink",79,23.14,56,242,"BirdieorBetterPercentageLess125",2009
81,81,"Charles Howell III",99,23.1,73,316,"BirdieorBetterPercentageLess125",2009
82,82,"JB Holmes",74,23.02,61,265,"BirdieorBetterPercentageLess125",2009
83,83,"Parker McLachlin",71,22.99,60,261,"BirdieorBetterPercentageLess125",2009
84,84,"Rod Pampling",72,22.92,55,240,"BirdieorBetterPercentageLess125",2009
85,85,"Jerry Kelly",90,22.91,63,275,"BirdieorBetterPercentageLess125",2009
86,86,"Nicholas Thompson",96,22.87,78,341,"BirdieorBetterPercentageLess125",2009
87,87,"Boo Weekley",79,22.86,56,245,"BirdieorBetterPercentageLess125",2009
88,88,"Richard Johnson",85,22.83,63,276,"BirdieorBetterPercentageLess125",2009
89,89,"Matt Kuchar",82,22.78,59,259,"BirdieorBetterPercentageLess125",2009
90,90,"Greg Owen",97,22.76,66,290,"BirdieorBetterPercentageLess125",2009
91,91,"Colt Knost",71,22.75,53,233,"BirdieorBetterPercentageLess125",2009
92,92,"Jeff Quinney",78,22.71,67,295,"BirdieorBetterPercentageLess125",2009
93,93,"Ted Purdy",101,22.7,79,348,"BirdieorBetterPercentageLess125",2009
94,94,"Angel Cabrera",55,22.66,29,128,"BirdieorBetterPercentageLess125",2009
95,95,"Tommy Armour III",58,22.6,47,208,"BirdieorBetterPercentageLess125",2009
96,96,"Dustin Johnson",85,22.59,68,301,"BirdieorBetterPercentageLess125",2009
97,97,"Brendon Todd",53,22.58,42,186,"BirdieorBetterPercentageLess125",2009
98,98,"Jason Bohn",88,22.57,72,319,"BirdieorBetterPercentageLess125",2009
99,99,"Bubba Watson",73,22.46,53,236,"BirdieorBetterPercentageLess125",2009
100,100,"Peter Lonard",86,22.42,74,330,"BirdieorBetterPercentageLess125",2009
101,101,"Spencer Levin",75,22.31,56,251,"BirdieorBetterPercentageLess125",2009
102,102,"Chez Reavie",81,22.26,63,283,"BirdieorBetterPercentageLess125",2009
103,103,"Cliff Kresge",78,22.22,58,261,"BirdieorBetterPercentageLess125",2009
104,104,"Tim Herron",87,22.19,69,311,"BirdieorBetterPercentageLess125",2009
105,105,"Kris Blanks",60,22.16,43,194,"BirdieorBetterPercentageLess125",2009
106,106,"Bo Van Pelt",100,22.15,64,289,"BirdieorBetterPercentageLess125",2009
107,107,"Pat Perez",74,22.07,49,222,"BirdieorBetterPercentageLess125",2009
108,108,"Mark Brooks",55,22.02,37,168,"BirdieorBetterPercentageLess125",2009
109,109,"Jeff Overton",92,21.99,64,291,"BirdieorBetterPercentageLess125",2009
110,110,"Tag Ridings",50,21.95,36,164,"BirdieorBetterPercentageLess125",2009
111,111,"Jonathan Byrd",89,21.94,61,278,"BirdieorBetterPercentageLess125",2009
111,111,"Jeff Klauk",97,21.94,68,310,"BirdieorBetterPercentageLess125",2009
111,111,"James Nitties",86,21.94,61,278,"BirdieorBetterPercentageLess125",2009
114,114,"Troy Matteson",95,21.88,79,361,"BirdieorBetterPercentageLess125",2009
114,114,"Scott Piercy",85,21.88,63,288,"BirdieorBetterPercentageLess125",2009
116,116,"George McNeill",82,21.82,60,275,"BirdieorBetterPercentageLess125",2009
117,117,"Rory Sabbatini",81,21.72,53,244,"BirdieorBetterPercentageLess125",2009
118,118,"Carl Pettersson",86,21.58,60,278,"BirdieorBetterPercentageLess125",2009
119,119,"Kirk Triplett",60,21.52,51,237,"BirdieorBetterPercentageLess125",2009
120,120,"Matt Jones",56,21.39,40,187,"BirdieorBetterPercentageLess125",2009
121,121,"Aaron Baddeley",66,21.3,46,216,"BirdieorBetterPercentageLess125",2009
122,122,"Tom Pernice Jr",82,21.29,56,263,"BirdieorBetterPercentageLess125",2009
123,123,"Steve Lowery",83,21.23,62,292,"BirdieorBetterPercentageLess125",2009
124,124,"Nick Watney",86,21.22,52,245,"BirdieorBetterPercentageLess125",2009
125,125,"Mark Wilson",99,21.17,65,307,"BirdieorBetterPercentageLess125",2009
126,126,"John Rollins",92,21.16,73,345,"BirdieorBetterPercentageLess125",2009
126,126,"Justin Rose",71,21.16,40,189,"BirdieorBetterPercentageLess125",2009
128,128,"Brett Quigley",92,21.13,60,284,"BirdieorBetterPercentageLess125",2009
129,129,"Bart Bryant",58,21.11,38,180,"BirdieorBetterPercentageLess125",2009
130,130,"Rich Beem",77,21.08,47,223,"BirdieorBetterPercentageLess125",2009
131,131,"DJ Trahan",96,20.96,57,272,"BirdieorBetterPercentageLess125",2009
132,132,"Kevin Na",91,20.87,53,254,"BirdieorBetterPercentageLess125",2009
133,133,"Michael Allen",73,20.83,45,216,"BirdieorBetterPercentageLess125",2009
134,134,"Steve Flesch",77,20.82,51,245,"BirdieorBetterPercentageLess125",2009
135,135,"John Merrick",91,20.8,52,250,"BirdieorBetterPercentageLess125",2009
136,136,"Camilo Villegas",76,20.79,42,202,"BirdieorBetterPercentageLess125",2009
137,137,"Marc Leishman",91,20.71,64,309,"BirdieorBetterPercentageLess125",2009
138,138,"Jason Gore",74,20.7,53,256,"BirdieorBetterPercentageLess125",2009
139,139,"Jeff Maggert",79,20.67,62,300,"BirdieorBetterPercentageLess125",2009
140,140,"Mathew Goggin",76,20.56,37,180,"BirdieorBetterPercentageLess125",2009
141,141,"Sean OHair",80,20.54,46,224,"BirdieorBetterPercentageLess125",2009
142,142,"Scott Sterling",51,20.51,32,156,"BirdieorBetterPercentageLess125",2009
143,143,"Rocco Mediate",79,20.46,53,259,"BirdieorBetterPercentageLess125",2009
144,144,"Matt Bettencourt",98,20.4,71,348,"BirdieorBetterPercentageLess125",2009
145,145,"David Duval",56,20.25,33,163,"BirdieorBetterPercentageLess125",2009
146,146,"Ricky Barnes",67,20.22,37,183,"BirdieorBetterPercentageLess125",2009
147,147,"Lucas Glover",93,20.21,58,287,"BirdieorBetterPercentageLess125",2009
148,148,"Ryan Palmer",78,20.08,53,264,"BirdieorBetterPercentageLess125",2009
149,149,"Harrison Frazar",93,20.06,68,339,"BirdieorBetterPercentageLess125",2009
150,150,"Todd Hamilton",83,20,51,255,"BirdieorBetterPercentageLess125",2009
151,151,"Vijay Singh",71,19.91,45,226,"BirdieorBetterPercentageLess125",2009
152,152,"Gary Woodland",53,19.87,30,151,"BirdieorBetterPercentageLess125",2009
153,153,"Ernie Els",70,19.8,39,197,"BirdieorBetterPercentageLess125",2009
154,154,"Brian Bateman",55,19.78,36,182,"BirdieorBetterPercentageLess125",2009
155,155,"Eric Axley",71,19.75,47,238,"BirdieorBetterPercentageLess125",2009
156,156,"Robert Allenby",71,19.64,33,168,"BirdieorBetterPercentageLess125",2009
157,157,"Greg Kraft",51,19.58,37,189,"BirdieorBetterPercentageLess125",2009
158,158,"Brendon de Jonge",90,19.55,52,266,"BirdieorBetterPercentageLess125",2009
159,159,"Derek Fathauer",63,19.49,38,195,"BirdieorBetterPercentageLess125",2009
159,159,"Jay Williamson",69,19.49,46,236,"BirdieorBetterPercentageLess125",2009
161,161,"Will Ma Kenzie",69,19.33,46,238,"BirdieorBetterPercentageLess125",2009
162,162,"Charles Warren",63,19.32,40,207,"BirdieorBetterPercentageLess125",2009
163,163,"Brad Adamonis",70,19.07,45,236,"BirdieorBetterPercentageLess125",2009
164,164,"Cameron Beckman",87,19.03,55,289,"BirdieorBetterPercentageLess125",2009
165,165,"Kevin Stadler",65,19.01,46,242,"BirdieorBetterPercentageLess125",2009
166,166,"Nathan Green",104,18.91,59,312,"BirdieorBetterPercentageLess125",2009
167,167,"Michael Letzig",96,18.79,59,314,"BirdieorBetterPercentageLess125",2009
168,168,"Billy Mayfair",83,18.4,46,250,"BirdieorBetterPercentageLess125",2009
169,169,"Casey Wittenberg",71,18.39,41,223,"BirdieorBetterPercentageLess125",2009
170,170,"Leif Olson",51,18.23,33,181,"BirdieorBetterPercentageLess125",2009
171,171,"Bill Lunde",83,18.15,49,270,"BirdieorBetterPercentageLess125",2009
172,172,"Johnson Wagner",81,17.96,44,245,"BirdieorBetterPercentageLess125",2009
173,173,"Andres Romero",58,17.78,32,180,"BirdieorBetterPercentageLess125",2009
174,174,"Stuart Appleby",79,17.74,44,248,"BirdieorBetterPercentageLess125",2009
175,175,"Robert Garrigus",83,17.7,43,243,"BirdieorBetterPercentageLess125",2009
176,176,"JJ Henry",97,17.63,49,278,"BirdieorBetterPercentageLess125",2009
177,177,"Scott McCarron",91,17.51,45,257,"BirdieorBetterPercentageLess125",2009
178,178,"Davis Love III",89,17.47,47,269,"BirdieorBetterPercentageLess125",2009
179,179,"Rick Price",54,17.33,26,150,"BirdieorBetterPercentageLess125",2009
180,180,"Brad Faxon",59,17,34,200,"BirdieorBetterPercentageLess125",2009
181,181,"Tom Lehman",55,16.79,22,131,"BirdieorBetterPercentageLess125",2009
182,182,"Peter Tomasulo",61,16.56,27,163,"BirdieorBetterPercentageLess125",2009
183,183,"Brian Vranesh",51,15.92,25,157,"BirdieorBetterPercentageLess125",2009
184,184,"Jarrod Lyle",65,15.69,32,204,"BirdieorBetterPercentageLess125",2009
