"AverageApproachDistanceBirdieorBetter_RANKTHISWEEK_2015","AverageApproachDistanceBirdieorBetter_RANKLASTWEEK_2015","AverageApproachDistanceBirdieorBetter_PLAYERNAME_2015","AverageApproachDistanceBirdieorBetter_ROUNDS_2015","AverageApproachDistanceBirdieorBetter_AVGYARDS_2015","AverageApproachDistanceBirdieorBetter_TOTALDISTANCEINCHES_2015","AverageApproachDistanceBirdieorBetter_NUMBEROFAPPROACHSHOTS_2015","stat_name","year"
65,65,"Rory Sabbatini",81,169.6,1551050,254,"AverageApproachDistanceBirdieorBetter",2015
66,66,"John Merrick",78,170.1,1261484,206,"AverageApproachDistanceBirdieorBetter",2015
67,67,"Andres Gonzales",90,170.4,1638160,267,"AverageApproachDistanceBirdieorBetter",2015
67,67,"Patrick Reed",103,170.4,1889935,308,"AverageApproachDistanceBirdieorBetter",2015
67,67,"Kyle Reifers",96,170.4,1723475,281,"AverageApproachDistanceBirdieorBetter",2015
70,70,"Russell Henley",87,170.5,1633167,266,"AverageApproachDistanceBirdieorBetter",2015
70,70,"Ian Poulter",68,170.5,1073893,175,"AverageApproachDistanceBirdieorBetter",2015
72,72,"Jamie Donaldson",50,170.9,572232,93,"AverageApproachDistanceBirdieorBetter",2015
72,72,"Sean OHair",86,170.9,1895115,308,"AverageApproachDistanceBirdieorBetter",2015
72,72,"Alex Prugh",84,170.9,1587383,258,"AverageApproachDistanceBirdieorBetter",2015
75,75,"Jonathan Byrd",69,171.1,1194846,194,"AverageApproachDistanceBirdieorBetter",2015
75,75,"Kevin Chappell",86,171.1,1779676,289,"AverageApproachDistanceBirdieorBetter",2015
75,75,"Jason Dufner",76,171.1,1016608,165,"AverageApproachDistanceBirdieorBetter",2015
75,75,"Cameron Tringale",96,171.1,1712368,278,"AverageApproachDistanceBirdieorBetter",2015
79,79,"Scott Brown",97,171.2,1837017,298,"AverageApproachDistanceBirdieorBetter",2015
80,80,"Kevin Kisner",104,171.4,2067597,335,"AverageApproachDistanceBirdieorBetter",2015
81,81,"Danny Lee",120,171.5,2469132,400,"AverageApproachDistanceBirdieorBetter",2015
82,82,"Pat Perez",96,171.6,2008187,325,"AverageApproachDistanceBirdieorBetter",2015
83,83,"Martin Flores",95,171.7,1668865,270,"AverageApproachDistanceBirdieorBetter",2015
84,84,"Adam Hadwin",95,171.9,1850826,299,"AverageApproachDistanceBirdieorBetter",2015
84,84,"Jimmy Walker",89,171.9,1664341,269,"AverageApproachDistanceBirdieorBetter",2015
86,86,"Zach Johnson",90,172,1653407,267,"AverageApproachDistanceBirdieorBetter",2015
86,86,"Will Wilcox",58,172,1046369,169,"AverageApproachDistanceBirdieorBetter",2015
88,88,"Chris Kirk",76,172.1,1332175,215,"AverageApproachDistanceBirdieorBetter",2015
89,89,"Dustin Johnson",75,172.2,1463414,236,"AverageApproachDistanceBirdieorBetter",2015
90,90,"Cameron Percy",72,172.3,1352554,218,"AverageApproachDistanceBirdieorBetter",2015
91,91,"Andrew Putnam",68,172.4,1154656,186,"AverageApproachDistanceBirdieorBetter",2015
92,92,"Carl Pettersson",106,172.6,2168433,349,"AverageApproachDistanceBirdieorBetter",2015
93,93,"Lee Westwood",56,172.7,808448,130,"AverageApproachDistanceBirdieorBetter",2015
94,94,"Camilo Villegas",83,172.9,1761558,283,"AverageApproachDistanceBirdieorBetter",2015
95,95,"Oscar Fraustro",58,173.3,829908,133,"AverageApproachDistanceBirdieorBetter",2015
96,96,"Steven Bowditch",103,173.4,2078563,333,"AverageApproachDistanceBirdieorBetter",2015
96,96,"Chesson Hadley",101,173.4,2128350,341,"AverageApproachDistanceBirdieorBetter",2015
96,96,"George McNeill",93,173.4,2059760,330,"AverageApproachDistanceBirdieorBetter",2015
96,96,"Kevin Na",98,173.4,1685421,270,"AverageApproachDistanceBirdieorBetter",2015
100,100,"Jim Herman",88,173.5,1754702,281,"AverageApproachDistanceBirdieorBetter",2015
100,100,"Davis Love III",51,173.5,805754,129,"AverageApproachDistanceBirdieorBetter",2015
102,102,"Sangmoon Bae",98,173.6,2024893,324,"AverageApproachDistanceBirdieorBetter",2015
103,103,"Roberto Castro",54,173.7,762820,122,"AverageApproachDistanceBirdieorBetter",2015
104,104,"Andrew Svoboda",80,173.8,1520772,243,"AverageApproachDistanceBirdieorBetter",2015
105,105,"Bill Haas",89,173.9,1527190,244,"AverageApproachDistanceBirdieorBetter",2015
105,105,"Hudson Swafford",97,173.9,2059363,329,"AverageApproachDistanceBirdieorBetter",2015
105,105,"Nick Taylor",91,173.9,1984549,317,"AverageApproachDistanceBirdieorBetter",2015
108,108,"Brice Garnett",81,174,1365775,218,"AverageApproachDistanceBirdieorBetter",2015
108,108,"Robert Streb",110,174,2498939,399,"AverageApproachDistanceBirdieorBetter",2015
110,110,"Derek Fathauer",81,174.2,1467120,234,"AverageApproachDistanceBirdieorBetter",2015
111,111,"Brendon de Jonge",106,174.3,2120991,338,"AverageApproachDistanceBirdieorBetter",2015
111,111,"Matt Every",73,174.3,1091970,174,"AverageApproachDistanceBirdieorBetter",2015
113,113,"Charlie Beljan",76,174.4,1349562,215,"AverageApproachDistanceBirdieorBetter",2015
113,113,"Max Homa",78,174.4,1362704,217,"AverageApproachDistanceBirdieorBetter",2015
113,113,"Scott Pinckney",88,174.4,1651548,263,"AverageApproachDistanceBirdieorBetter",2015
116,116,"Luke Guthrie",84,174.7,1534929,244,"AverageApproachDistanceBirdieorBetter",2015
116,116,"Matt Kuchar",97,174.7,1912312,304,"AverageApproachDistanceBirdieorBetter",2015
116,116,"Patrick Rodgers",57,174.7,1144759,182,"AverageApproachDistanceBirdieorBetter",2015
119,119,"Michael Putnam",87,174.9,1410135,224,"AverageApproachDistanceBirdieorBetter",2015
120,120,"Jordan Spieth",91,175.1,1871981,297,"AverageApproachDistanceBirdieorBetter",2015
121,121,"Ricky Barnes",82,175.2,1381333,219,"AverageApproachDistanceBirdieorBetter",2015
121,121,"Erik Compton",86,175.2,1708873,271,"AverageApproachDistanceBirdieorBetter",2015
121,121,"Sergio Garcia",59,175.2,908258,144,"AverageApproachDistanceBirdieorBetter",2015
121,121,"Brian Harman",90,175.2,1848259,293,"AverageApproachDistanceBirdieorBetter",2015
125,125,"Vijay Singh",78,175.4,1572266,249,"AverageApproachDistanceBirdieorBetter",2015
126,126,"Mark Hubbard",79,175.5,1333226,211,"AverageApproachDistanceBirdieorBetter",2015
127,127,"Rickie Fowler",76,175.6,1479473,234,"AverageApproachDistanceBirdieorBetter",2015
128,128,"Lucas Glover",79,175.7,1638466,259,"AverageApproachDistanceBirdieorBetter",2015
129,129,"Retief Goosen",81,175.9,1298176,205,"AverageApproachDistanceBirdieorBetter",2015
129,129,"Justin Rose",69,175.9,1405663,222,"AverageApproachDistanceBirdieorBetter",2015
131,131,"Andres Romero",69,176,1254707,198,"AverageApproachDistanceBirdieorBetter",2015
132,132,"JB Holmes",89,176.2,1808268,285,"AverageApproachDistanceBirdieorBetter",2015
133,133,"Billy Horschel",99,176.3,1840869,290,"AverageApproachDistanceBirdieorBetter",2015
134,134,"Boo Weekley",79,176.4,1625871,256,"AverageApproachDistanceBirdieorBetter",2015
135,135,"Charley Hoffman",97,176.6,1849880,291,"AverageApproachDistanceBirdieorBetter",2015
135,135,"Hideki Matsuyama",95,176.6,1932420,304,"AverageApproachDistanceBirdieorBetter",2015
135,135,"Shawn Stefani",94,176.6,2186738,344,"AverageApproachDistanceBirdieorBetter",2015
135,135,"Michael Thompson",83,176.6,1767299,278,"AverageApproachDistanceBirdieorBetter",2015
139,139,"Jim Renner",68,176.7,1011274,159,"AverageApproachDistanceBirdieorBetter",2015
140,140,"Hunter Mahan",88,177.5,1469402,230,"AverageApproachDistanceBirdieorBetter",2015
140,140,"Ben Martin",93,177.5,1986751,311,"AverageApproachDistanceBirdieorBetter",2015
142,142,"Seung Yul Noh",65,177.7,1285824,201,"AverageApproachDistanceBirdieorBetter",2015
143,143,"John Huh",102,177.9,1959760,306,"AverageApproachDistanceBirdieorBetter",2015
144,144,"Brooks Koepka",84,178.2,1719617,268,"AverageApproachDistanceBirdieorBetter",2015
145,145,"Byron Smith",59,178.4,898936,140,"AverageApproachDistanceBirdieorBetter",2015
146,146,"Gonzalo Fdez Castano",81,178.8,1345360,209,"AverageApproachDistanceBirdieorBetter",2015
146,146,"Jonathan Randolph",72,178.8,1191020,185,"AverageApproachDistanceBirdieorBetter",2015
148,148,"Martin Laird",77,178.9,1732287,269,"AverageApproachDistanceBirdieorBetter",2015
148,148,"Bubba Watson",71,178.9,1616346,251,"AverageApproachDistanceBirdieorBetter",2015
150,150,"Robert Garrigus",70,179.7,1216185,188,"AverageApproachDistanceBirdieorBetter",2015
150,150,"Phil Mickelson",70,179.7,1410205,218,"AverageApproachDistanceBirdieorBetter",2015
152,152,"Louis Oosthuizen",68,179.9,1126618,174,"AverageApproachDistanceBirdieorBetter",2015
153,153,"Graham DeLaet",65,180,1263806,195,"AverageApproachDistanceBirdieorBetter",2015
153,153,"Jason Kokrak",88,180,1969708,304,"AverageApproachDistanceBirdieorBetter",2015
155,155,"Aaron Baddeley",76,180.1,1568850,242,"AverageApproachDistanceBirdieorBetter",2015
156,156,"SJ Park",79,180.3,1194505,184,"AverageApproachDistanceBirdieorBetter",2015
157,157,"John Peterson",84,180.8,1652946,254,"AverageApproachDistanceBirdieorBetter",2015
158,158,"Charles Howell III",105,181,2235414,343,"AverageApproachDistanceBirdieorBetter",2015
159,159,"Roger Sloan",56,181.4,868536,133,"AverageApproachDistanceBirdieorBetter",2015
159,159,"Justin Thomas",106,181.4,2683546,411,"AverageApproachDistanceBirdieorBetter",2015
161,161,"Carlos Ortiz",100,181.7,2139223,327,"AverageApproachDistanceBirdieorBetter",2015
162,162,"Daniel Berger",97,181.8,2074855,317,"AverageApproachDistanceBirdieorBetter",2015
163,163,"Jason Day",75,182.3,1837751,280,"AverageApproachDistanceBirdieorBetter",2015
164,164,"Padraig Harrington",60,182.8,1013698,154,"AverageApproachDistanceBirdieorBetter",2015
165,165,"Harris English",105,182.9,2199188,334,"AverageApproachDistanceBirdieorBetter",2015
165,165,"Webb Simpson",81,182.9,1580076,240,"AverageApproachDistanceBirdieorBetter",2015
165,165,"Henrik Stenson",63,182.9,1224845,186,"AverageApproachDistanceBirdieorBetter",2015
168,168,"Derek Ernst",75,183.2,1411052,214,"AverageApproachDistanceBirdieorBetter",2015
168,168,"Sam Saunders",83,183.2,1576079,239,"AverageApproachDistanceBirdieorBetter",2015
168,168,"Charl Schwartzel",67,183.2,956240,145,"AverageApproachDistanceBirdieorBetter",2015
171,171,"Gary Woodland",81,183.3,1247111,189,"AverageApproachDistanceBirdieorBetter",2015
172,172,"Ernie Els",57,183.4,957511,145,"AverageApproachDistanceBirdieorBetter",2015
173,173,"Marc Leishman",74,183.9,1337276,202,"AverageApproachDistanceBirdieorBetter",2015
173,173,"Kevin Streelman",95,183.9,1707865,258,"AverageApproachDistanceBirdieorBetter",2015
175,175,"Matt Jones",89,184.5,1786570,269,"AverageApproachDistanceBirdieorBetter",2015
176,176,"Morgan Hoffmann",85,185,1744987,262,"AverageApproachDistanceBirdieorBetter",2015
177,177,"Scott Stallings",60,185.6,1169164,175,"AverageApproachDistanceBirdieorBetter",2015
178,178,"Keegan Bradley",87,185.7,1744658,261,"AverageApproachDistanceBirdieorBetter",2015
179,179,"Angel Cabrera",53,185.8,983244,147,"AverageApproachDistanceBirdieorBetter",2015
180,180,"Jhonattan Vegas",90,186,1667335,249,"AverageApproachDistanceBirdieorBetter",2015
181,181,"Brendan Steele",88,186.2,2051529,306,"AverageApproachDistanceBirdieorBetter",2015
182,182,"John Senden",80,187.8,1298240,192,"AverageApproachDistanceBirdieorBetter",2015
183,183,"Geoff Ogilvy",50,189.1,796392,117,"AverageApproachDistanceBirdieorBetter",2015
184,184,"Tony Finau",106,189.2,2595066,381,"AverageApproachDistanceBirdieorBetter",2015
