"TotalEagles_RANKTHISWEEK_2014","TotalEagles_RANKLASTWEEK_2014","TotalEagles_PLAYERNAME_2014","TotalEagles_ROUNDS_2014","TotalEagles_TOTAL_2014","stat_name","year"
69,69,"Brendon Todd",108,6,"TotalEagles",2014
93,93,"Jonathan Byrd",76,5,"TotalEagles",2014
93,93,"Derek Ernst",80,5,"TotalEagles",2014
93,93,"Jim Furyk",84,5,"TotalEagles",2014
93,93,"Sergio Garcia",61,5,"TotalEagles",2014
93,93,"Lucas Glover",68,5,"TotalEagles",2014
93,93,"Freddie Jacobson",91,5,"TotalEagles",2014
93,93,"Troy Merritt",62,5,"TotalEagles",2014
93,93,"Kyle Stanley",87,5,"TotalEagles",2014
93,93,"Brian Stuard",91,5,"TotalEagles",2014
93,93,"Andrew Svoboda",77,5,"TotalEagles",2014
93,93,"Camilo Villegas",95,5,"TotalEagles",2014
93,93,"Jimmy Walker",98,5,"TotalEagles",2014
93,93,"Lee Westwood",57,5,"TotalEagles",2014
93,93,"Will Wilcox",51,5,"TotalEagles",2014
93,93,"Tim Wilkinson",86,5,"TotalEagles",2014
93,93,"YE Yang",79,5,"TotalEagles",2014
109,109,"Stuart Appleby",92,4,"TotalEagles",2014
109,109,"Jonas Blixt",64,4,"TotalEagles",2014
109,109,"Angel Cabrera",69,4,"TotalEagles",2014
109,109,"Chad Campbell",57,4,"TotalEagles",2014
109,109,"Bud Cauley",56,4,"TotalEagles",2014
109,109,"Tim Clark",75,4,"TotalEagles",2014
109,109,"Chad Collins",78,4,"TotalEagles",2014
109,109,"Ben Crane",81,4,"TotalEagles",2014
109,109,"Ken Duke",80,4,"TotalEagles",2014
109,109,"Gonzalo Fdez Castano",83,4,"TotalEagles",2014
109,109,"Rickie Fowler",91,4,"TotalEagles",2014
109,109,"Tommy Gainey",73,4,"TotalEagles",2014
109,109,"Brian Gay",81,4,"TotalEagles",2014
109,109,"JJ Henry",91,4,"TotalEagles",2014
109,109,"Justin Hicks",103,4,"TotalEagles",2014
109,109,"John Huh",87,4,"TotalEagles",2014
109,109,"Billy Hurley III",86,4,"TotalEagles",2014
109,109,"Scott Langley",95,4,"TotalEagles",2014
109,109,"Andrew Loupe",65,4,"TotalEagles",2014
109,109,"Phil Mickelson",71,4,"TotalEagles",2014
109,109,"Bryce Molder",77,4,"TotalEagles",2014
109,109,"Ian Poulter",57,4,"TotalEagles",2014
109,109,"Vijay Singh",83,4,"TotalEagles",2014
109,109,"Jordan Spieth",102,4,"TotalEagles",2014
109,109,"Jhonattan Vegas",77,4,"TotalEagles",2014
109,109,"Nick Watney",80,4,"TotalEagles",2014
109,109,"Mark Wilson",69,4,"TotalEagles",2014
136,136,"Robert Allenby",83,3,"TotalEagles",2014
136,136,"Ben Curtis",77,3,"TotalEagles",2014
136,136,"Chesson Hadley",84,3,"TotalEagles",2014
136,136,"Jerry Kelly",80,3,"TotalEagles",2014
136,136,"Kevin Kisner",85,3,"TotalEagles",2014
136,136,"DH Lee",54,3,"TotalEagles",2014
136,136,"Danny Lee",84,3,"TotalEagles",2014
136,136,"Richard Lee",80,3,"TotalEagles",2014
136,136,"Jamie Lovemark",64,3,"TotalEagles",2014
136,136,"Hunter Mahan",88,3,"TotalEagles",2014
136,136,"Jim Renner",61,3,"TotalEagles",2014
136,136,"Wes Roach",67,3,"TotalEagles",2014
136,136,"Henrik Stenson",56,3,"TotalEagles",2014
136,136,"Josh Teater",90,3,"TotalEagles",2014
136,136,"Michael Thompson",74,3,"TotalEagles",2014
136,136,"David Toms",64,3,"TotalEagles",2014
136,136,"Kevin Tway",64,3,"TotalEagles",2014
136,136,"Tyrone Van Aswegen",79,3,"TotalEagles",2014
136,136,"Mike Weir",69,3,"TotalEagles",2014
155,155,"Aaron Baddeley",74,2,"TotalEagles",2014
155,155,"Briny Baird",50,2,"TotalEagles",2014
155,155,"Greg Chalmers",85,2,"TotalEagles",2014
155,155,"Luke Donald",57,2,"TotalEagles",2014
155,155,"Brad Fritsch",50,2,"TotalEagles",2014
155,155,"Retief Goosen",94,2,"TotalEagles",2014
155,155,"David Hearn",97,2,"TotalEagles",2014
155,155,"JB Holmes",86,2,"TotalEagles",2014
155,155,"Bronson La Cassie",51,2,"TotalEagles",2014
155,155,"Justin Leonard",75,2,"TotalEagles",2014
155,155,"Louis Oosthuizen",50,2,"TotalEagles",2014
155,155,"John Peterson",62,2,"TotalEagles",2014
155,155,"Ted Potter Jr",68,2,"TotalEagles",2014
155,155,"John Rollins",84,2,"TotalEagles",2014
155,155,"Heath Slocum",71,2,"TotalEagles",2014
155,155,"Chris Stroud",88,2,"TotalEagles",2014
155,155,"Boo Weekley",73,2,"TotalEagles",2014
172,172,"Woody Austin",63,1,"TotalEagles",2014
172,172,"Jason Day",54,1,"TotalEagles",2014
172,172,"Spencer Levin",59,1,"TotalEagles",2014
172,172,"Jeff Maggert",54,1,"TotalEagles",2014
172,172,"DA Points",75,1,"TotalEagles",2014
177,177,"Troy Matteson",62,NA,"TotalEagles",2014
