"Back9ScoringAverage_RANKTHISWEEK_2008","Back9ScoringAverage_RANKLASTWEEK_2008","Back9ScoringAverage_PLAYERNAME_2008","Back9ScoringAverage_ROUNDS_2008","Back9ScoringAverage_AVG_2008","Back9ScoringAverage_TOTALSTROKES_2008","Back9ScoringAverage_TOTALHOLES_2008","stat_name","year"
56,56,"Vaughn Taylor",103,35.52,3659,103,"Back9ScoringAverage",2008
56,56,"Bo Van Pelt",101,35.52,3588,101,"Back9ScoringAverage",2008
60,60,"Dudley Hart",74,35.53,2629,74,"Back9ScoringAverage",2008
60,60,"Hunter Mahan",87,35.53,3020,85,"Back9ScoringAverage",2008
62,62,"Jason Gore",94,35.54,3341,94,"Back9ScoringAverage",2008
62,62,"Pat Perez",93,35.54,3270,92,"Back9ScoringAverage",2008
62,62,"Rory Sabbatini",77,35.54,2701,76,"Back9ScoringAverage",2008
62,62,"DJ Trahan",94,35.54,3341,94,"Back9ScoringAverage",2008
62,62,"Dean Wilson",109,35.54,3874,109,"Back9ScoringAverage",2008
67,67,"JB Holmes",86,35.55,3022,85,"Back9ScoringAverage",2008
67,67,"Omar Uresti",74,35.55,2631,74,"Back9ScoringAverage",2008
69,69,"Ben Curtis",80,35.56,2845,80,"Back9ScoringAverage",2008
69,69,"Billy Mayfair",103,35.56,3663,103,"Back9ScoringAverage",2008
69,69,"Scott Verplank",82,35.56,2880,81,"Back9ScoringAverage",2008
69,69,"Tim Wilkinson",95,35.56,3378,95,"Back9ScoringAverage",2008
73,73,"Tim Clark",90,35.57,3166,89,"Back9ScoringAverage",2008
73,73,"Greg Kraft",63,35.57,2241,63,"Back9ScoringAverage",2008
73,73,"Michael Letzig",88,35.57,3130,88,"Back9ScoringAverage",2008
73,73,"David Toms",70,35.57,2419,68,"Back9ScoringAverage",2008
73,73,"Boo Weekley",86,35.57,2952,83,"Back9ScoringAverage",2008
78,78,"James Driscoll",85,35.58,3024,85,"Back9ScoringAverage",2008
78,78,"Matt Kuchar",88,35.58,3131,88,"Back9ScoringAverage",2008
80,80,"Aaron Baddeley",76,35.59,2598,73,"Back9ScoringAverage",2008
80,80,"Nick OHern",82,35.59,2847,80,"Back9ScoringAverage",2008
80,80,"John Riegger",73,35.59,2598,73,"Back9ScoringAverage",2008
80,80,"Heath Slocum",104,35.59,3701,104,"Back9ScoringAverage",2008
84,84,"JJ Henry",108,35.6,3845,108,"Back9ScoringAverage",2008
85,85,"Chad Collins",72,35.61,2564,72,"Back9ScoringAverage",2008
85,85,"Joe Ogilvie",100,35.61,3561,100,"Back9ScoringAverage",2008
85,85,"Patrick Sheehan",124,35.61,4416,124,"Back9ScoringAverage",2008
88,88,"Fred Couples",60,35.62,2137,60,"Back9ScoringAverage",2008
88,88,"Steve Flesch",95,35.62,3384,95,"Back9ScoringAverage",2008
88,88,"Craig Kanada",65,35.62,2315,65,"Back9ScoringAverage",2008
88,88,"Chez Reavie",102,35.62,3633,102,"Back9ScoringAverage",2008
88,88,"Mike Weir",88,35.62,3099,87,"Back9ScoringAverage",2008
93,93,"Cameron Beckman",87,35.63,3100,87,"Back9ScoringAverage",2008
93,93,"Doug LaBelle II",65,35.63,2316,65,"Back9ScoringAverage",2008
93,93,"Troy Matteson",94,35.63,3349,94,"Back9ScoringAverage",2008
93,93,"Tag Ridings",88,35.63,3135,88,"Back9ScoringAverage",2008
97,97,"KJ Choi",74,35.64,2495,70,"Back9ScoringAverage",2008
97,97,"Robert Garrigus",90,35.64,3208,90,"Back9ScoringAverage",2008
97,97,"Jimmy Walker",73,35.64,2602,73,"Back9ScoringAverage",2008
100,100,"Ted Purdy",68,35.65,2424,68,"Back9ScoringAverage",2008
101,101,"Michael Allen",91,35.66,3245,91,"Back9ScoringAverage",2008
102,102,"Brad Adamonis",87,35.68,3104,87,"Back9ScoringAverage",2008
102,102,"Kevin Na",97,35.68,3461,97,"Back9ScoringAverage",2008
104,104,"Eric Axley",113,35.69,4033,113,"Back9ScoringAverage",2008
104,104,"Alex Cejka",75,35.69,2677,75,"Back9ScoringAverage",2008
104,104,"Nathan Green",95,35.69,3391,95,"Back9ScoringAverage",2008
104,104,"Ryuji Imada",80,35.69,2855,80,"Back9ScoringAverage",2008
104,104,"Jeff Maggert",86,35.69,3069,86,"Back9ScoringAverage",2008
104,104,"Carl Pettersson",110,35.69,3926,110,"Back9ScoringAverage",2008
104,104,"Chris Riley",51,35.69,1820,51,"Back9ScoringAverage",2008
111,111,"Charley Hoffman",94,35.7,3356,94,"Back9ScoringAverage",2008
111,111,"Charles Howell III",101,35.7,3534,99,"Back9ScoringAverage",2008
111,111,"Parker McLachlin",88,35.7,3142,88,"Back9ScoringAverage",2008
111,111,"Geoff Ogilvy",65,35.7,2285,64,"Back9ScoringAverage",2008
115,115,"Rich Beem",90,35.71,3214,90,"Back9ScoringAverage",2008
115,115,"Frank Lickliter II",107,35.71,3821,107,"Back9ScoringAverage",2008
115,115,"Tim Petrovic",97,35.71,3464,97,"Back9ScoringAverage",2008
118,118,"Jason Day",81,35.72,2893,81,"Back9ScoringAverage",2008
119,119,"Richard Johnson",60,35.73,2144,60,"Back9ScoringAverage",2008
119,119,"Cliff Kresge",84,35.73,3001,84,"Back9ScoringAverage",2008
119,119,"Davis Love III",78,35.73,2787,78,"Back9ScoringAverage",2008
122,122,"Jeff Gove",50,35.74,1787,50,"Back9ScoringAverage",2008
122,122,"Lee Janzen",89,35.74,3181,89,"Back9ScoringAverage",2008
124,124,"Woody Austin",109,35.75,3754,105,"Back9ScoringAverage",2008
124,124,"Brad Elder",67,35.75,2395,67,"Back9ScoringAverage",2008
124,124,"Harrison Frazar",73,35.75,2610,73,"Back9ScoringAverage",2008
124,124,"Sean OHair",81,35.75,2896,81,"Back9ScoringAverage",2008
128,128,"Dustin Johnson",92,35.76,3290,92,"Back9ScoringAverage",2008
128,128,"Jeff Overton",103,35.76,3683,103,"Back9ScoringAverage",2008
128,128,"John Senden",93,35.76,3290,92,"Back9ScoringAverage",2008
128,128,"Johnson Wagner",83,35.76,2968,83,"Back9ScoringAverage",2008
128,128,"Ron Whittaker",54,35.76,1931,54,"Back9ScoringAverage",2008
133,133,"Chris DiMarco",87,35.78,3113,87,"Back9ScoringAverage",2008
133,133,"Tommy Gainey",60,35.78,2147,60,"Back9ScoringAverage",2008
135,135,"Kevin Stadler",90,35.79,3221,90,"Back9ScoringAverage",2008
136,136,"Bart Bryant",81,35.81,2901,81,"Back9ScoringAverage",2008
136,136,"Rod Pampling",83,35.81,2865,80,"Back9ScoringAverage",2008
138,138,"Zach Johnson",85,35.82,3009,84,"Back9ScoringAverage",2008
139,139,"Freddie Jacobson",78,35.83,2795,78,"Back9ScoringAverage",2008
140,140,"Jonathan Byrd",88,35.84,3046,85,"Back9ScoringAverage",2008
140,140,"Scott McCarron",63,35.84,2258,63,"Back9ScoringAverage",2008
140,140,"Jim McGovern",75,35.84,2688,75,"Back9ScoringAverage",2008
140,140,"Jeff Quinney",87,35.84,3118,87,"Back9ScoringAverage",2008
140,140,"Bob Sowards",61,35.84,2186,61,"Back9ScoringAverage",2008
145,145,"Brett Quigley",80,35.85,2868,80,"Back9ScoringAverage",2008
146,146,"Ernie Els",51,35.86,1793,50,"Back9ScoringAverage",2008
146,146,"Tom Scherrer",56,35.86,2008,56,"Back9ScoringAverage",2008
148,148,"Charles Warren",79,35.87,2834,79,"Back9ScoringAverage",2008
149,149,"Ryan Moore",72,35.88,2583,72,"Back9ScoringAverage",2008
149,149,"Jin Park",85,35.88,3050,85,"Back9ScoringAverage",2008
149,149,"Nicholas Thompson",113,35.88,4055,113,"Back9ScoringAverage",2008
152,152,"Jerry Kelly",89,35.89,3158,88,"Back9ScoringAverage",2008
152,152,"Steve Lowery",74,35.89,2656,74,"Back9ScoringAverage",2008
152,152,"Jon Mills",95,35.89,3410,95,"Back9ScoringAverage",2008
152,152,"Brandt Snedeker",85,35.89,3015,84,"Back9ScoringAverage",2008
152,152,"Chris Stroud",81,35.89,2907,81,"Back9ScoringAverage",2008
152,152,"Jay Williamson",96,35.89,3445,96,"Back9ScoringAverage",2008
158,158,"Daniel Chopra",84,35.9,2980,83,"Back9ScoringAverage",2008
158,158,"Nick Flanagan",89,35.9,3195,89,"Back9ScoringAverage",2008
158,158,"Brett Rumford",72,35.9,2585,72,"Back9ScoringAverage",2008
161,161,"YE Yang",89,35.91,3196,89,"Back9ScoringAverage",2008
162,162,"Ryan Armour",87,35.94,3127,87,"Back9ScoringAverage",2008
162,162,"Matt Jones",95,35.94,3414,95,"Back9ScoringAverage",2008
164,164,"Trevor Immelman",70,35.96,2445,68,"Back9ScoringAverage",2008
166,166,"John Rollins",94,35.97,3381,94,"Back9ScoringAverage",2008
167,167,"Alejandro Canizares",52,35.98,1871,52,"Back9ScoringAverage",2008
168,168,"Joe Durant",92,36.02,3314,92,"Back9ScoringAverage",2008
169,169,"Kenneth Ferrie",72,36.06,2596,72,"Back9ScoringAverage",2008
170,170,"Retief Goosen",59,36.07,2092,58,"Back9ScoringAverage",2008
170,170,"JP Hayes",67,36.07,2417,67,"Back9ScoringAverage",2008
172,172,"Adam Scott",51,36.08,1768,49,"Back9ScoringAverage",2008
173,173,"Todd Hamilton",92,36.1,3321,92,"Back9ScoringAverage",2008
173,173,"Ian Poulter",51,36.1,1769,49,"Back9ScoringAverage",2008
175,175,"Stephen Leaney",53,36.11,1914,53,"Back9ScoringAverage",2008
175,175,"Kyle Thompson",70,36.11,2528,70,"Back9ScoringAverage",2008
177,177,"Olin Browne",77,36.12,2781,77,"Back9ScoringAverage",2008
177,177,"Brandt Jobe",52,36.12,1878,52,"Back9ScoringAverage",2008
177,177,"Tom Lehman",51,36.12,1842,51,"Back9ScoringAverage",2008
180,180,"Justin Bolli",87,36.13,3143,87,"Back9ScoringAverage",2008
181,181,"Rocco Mediate",87,36.14,3144,87,"Back9ScoringAverage",2008
182,182,"Paul Claxton",63,36.17,2279,63,"Back9ScoringAverage",2008
183,183,"Jason Allred",63,36.19,2280,63,"Back9ScoringAverage",2008
183,183,"Paul Casey",55,36.19,1882,52,"Back9ScoringAverage",2008
185,185,"Paul Goydos",78,36.21,2824,78,"Back9ScoringAverage",2008
186,186,"Shigeki Maruyama",50,36.24,1812,50,"Back9ScoringAverage",2008
186,186,"Andres Romero",69,36.24,2428,67,"Back9ScoringAverage",2008
188,188,"David Lutterus",59,36.27,2140,59,"Back9ScoringAverage",2008
189,189,"Cody Freeman",66,36.29,2395,66,"Back9ScoringAverage",2008
190,190,"Mark Calcavecchia",67,36.3,2396,66,"Back9ScoringAverage",2008
190,190,"Mathias Gronberg",87,36.3,3158,87,"Back9ScoringAverage",2008
192,192,"Billy Andrade",71,36.32,2579,71,"Back9ScoringAverage",2008
193,193,"Steve Allan",58,36.33,2107,58,"Back9ScoringAverage",2008
194,194,"Mark Hensby",71,36.37,2582,71,"Back9ScoringAverage",2008
195,195,"Angel Cabrera",55,36.57,1865,51,"Back9ScoringAverage",2008
196,196,"Travis Perkins",53,36.58,1939,53,"Back9ScoringAverage",2008
197,197,"David Duval",51,36.82,1878,51,"Back9ScoringAverage",2008
